,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,THEO PnL,Remarks,Qty,ROI%,Trade Year,Trade Month,Index,Strike,Option Type,Expiry,Slippages,PnL,Cumulative PnL,Strategy
1417,2023-12-22 13:15:00,LONG,2023-12-22 14:15:00,10238.9,10188.35,10421.816911764705,2024-01-09 15:15:00,10416.6,177.70000000000073,167.37225000000072,130165.34979343538,TSL Hit,732.5005615837639,3.0650066779634666,2023.0,12.0,,,,,,,,POSITIONAL
1418,2023-12-26 10:15:00,LONG,2023-12-26 11:15:00,21277.8,21228.05,21228.05,2023-12-26 12:15:00,21228.05,-49.75,-58.25117,-17535.882469052252,Initial SL Hit,352.480049629191,-0.513309382313961,2023.0,12.0,,,,,,,,POSITIONAL
2331,2023-12-26 13:55:00,BUY,2023-12-26 14:00:00,16.9,12.0,14.570000000000002,2023-12-26 14:15:00,12.0,-4.899999999999999,-5.333499999999998,,Initial SL hit,2040.8163265306127,-1.088469387755102,2023.0,12.0,FINNIFTY,21250.0,P,2023-12-26,0.4334999999999999,-10884.69387755102,6488613.674756562,OPT BUY
1419,2023-12-26 13:15:00,LONG,2023-12-26 14:15:00,21278.65,21240.3,21240.3,2023-12-26 14:15:00,21240.3,-38.35000000000218,-46.853790000002185,-13517.069926899328,Initial SL Hit,352.4659694106534,-0.4128591628228487,2023.0,12.0,,,,,,,,POSITIONAL
1420,2023-12-26 13:15:00,LONG,2023-12-26 14:15:00,47770.5,47669.5,48234.93611111111,2023-12-29 10:15:00,48215.1,444.59999999999854,435.0014399999985,55841.99453637687,TSL Hit,125.6005275222156,1.365910258423081,2023.0,12.0,,,,,,,,POSITIONAL
2332,2023-12-26 14:45:00,BUY,2023-12-26 14:50:00,12.55,6.6,8.48,2023-12-26 15:00:00,6.6,-5.950000000000001,-6.237250000000001,,Initial SL hit,1680.6722689075627,-1.0482773109243697,2023.0,12.0,FINNIFTY,21250.0,P,2023-12-26,0.2872499999999999,-10482.773109243695,6478130.901647319,OPT BUY
1421,2023-12-27 10:15:00,LONG,2023-12-27 11:15:00,21404.85,21367.65,21367.65,2023-12-27 12:15:00,21367.65,-37.19999999999709,-45.75449999999709,-13034.429113027105,Initial SL hit,350.3878793824764,-0.4007955556801125,2023.0,12.0,,,,,,,,POSITIONAL
1422,2023-12-27 13:15:00,LONG,2023-12-27 14:15:00,21369.75,21309.75,21397.285625,2024-01-01 15:15:00,21389.45,19.700000000000728,11.148160000000727,6913.978872003905,TSL Hit,350.96339451795177,0.0978149019057376,2023.0,12.0,,,,,,,,POSITIONAL
1423,2023-12-29 13:15:00,LONG,2023-12-29 14:15:00,48260.5,48097.05,48097.05,2023-12-29 14:15:00,48097.05,-163.4499999999971,-173.08575499999708,-20320.96642181458,Initial SL Hit,124.32527636472892,-0.53797335812931,2023.0,12.0,,,,,,,,POSITIONAL
1424,2023-12-29 15:15:00,LONG,2024-01-01 09:15:00,48306.9,48223.85,48223.85,2024-01-01 10:15:00,48223.85,-83.05000000000291,-92.70307500000293,-10315.296572539688,Initial SL Hit,124.20585879035914,-0.28785662607206086,2024.0,1.0,,,,,,,,POSITIONAL
1425,2024-01-01 11:15:00,LONG,2024-01-01 12:15:00,48361.15,48287.55,48287.55,2024-01-01 12:15:00,48287.55,-73.59999999999854,-83.26486999999855,-9131.296505562652,Initial SL Hit,124.06652860819068,-0.25825958439780244,2024.0,1.0,,,,,,,,POSITIONAL
1426,2024-01-01 13:15:00,LONG,2024-01-01 14:15:00,48369.9,48283.5,48283.5,2024-01-01 14:15:00,48283.5,-86.40000000000146,-96.06534000000146,-10717.408967147105,Initial SL Hit,124.0440852679042,-0.2979084306562597,2024.0,1.0,,,,,,,,POSITIONAL
1427,2024-01-02 11:15:00,LONG,2024-01-02 12:15:00,21620.45,21571.95,21658.06125,2024-01-03 09:15:00,21571.95,-48.5,-57.13848,-16824.349169420617,Initial SL hit,346.8937973076416,-0.4955246074896683,2024.0,1.0,,,,,,,,POSITIONAL
2333,2024-01-02 13:55:00,BUY,2024-01-02 14:00:00,14.7,11.55,11.55,2024-01-02 14:10:00,11.55,-3.1499999999999986,-3.5437499999999984,,Initial SL Hit,3174.603174603176,-1.125,2024.0,1.0,FINNIFTY,21350.0,P,2024-01-02,0.39375,-11250.0,6484867.800403103,OPT BUY
2334,2024-01-02 14:15:00,BUY,2024-01-02 14:20:00,14.05,8.85,8.85,2024-01-02 14:30:00,8.85,-5.200000000000001,-5.543500000000001,,Initial SL Hit,1923.0769230769224,-1.066057692307692,2024.0,1.0,FINNIFTY,21350.0,P,2024-01-02,0.3434999999999999,-10660.576923076922,6474207.223480026,OPT BUY
1428,2024-01-03 10:15:00,LONG,2024-01-03 11:15:00,21589.45,21538.75,21538.75,2024-01-03 12:15:00,21538.75,-50.70000000000073,-59.32564000000073,-17612.769199771436,Initial SL Hit,347.3918974313843,-0.5152311661482871,2024.0,1.0,,,,,,,,POSITIONAL
1429,2024-01-03 12:15:00,LONG,2024-01-03 13:15:00,47744.35,47555.45,47985.11111111111,2024-01-05 13:15:00,47905.0,160.65000000000146,151.08506500000146,20188.776263579017,TSL Hit,125.66932003472662,0.4746689346488163,2024.0,1.0,,,,,,,,POSITIONAL
1430,2024-01-04 10:15:00,LONG,2024-01-04 11:15:00,21474.0,21403.75,21403.75,2024-01-05 13:15:00,21403.75,-70.25,-78.82554999999999,-24535.48477228276,Initial SL hit,349.2595697122101,-0.6882644418832076,2024.0,1.0,,,,,,,,POSITIONAL
1431,2024-01-08 12:15:00,LONG,2024-01-08 13:15:00,21439.25,21389.75,21389.75,2024-01-08 14:15:00,21389.75,-49.5,-58.0658,-17316.37067528015,Initial SL Hit,349.8256702076798,-0.5078226850286275,2024.0,1.0,,,,,,,,POSITIONAL
2335,2024-01-08 13:30:00,BUY,2024-01-08 13:35:00,13.35,9.8,27.2,2024-01-08 15:20:00,32.25,18.9,18.216,,EOD Exit,2816.9014084507053,5.131267605633804,2024.0,1.0,MIDCPNIFTY,10475.0,P,2024-01-08,0.6839999999999999,51312.67605633804,6662513.976843098,OPT BUY
1432,2024-01-09 09:15:00,LONG,2024-01-09 10:15:00,21673.65,21594.45,21629.6174902345,2024-01-09 14:15:00,21594.45,-79.20000000000073,-87.85362000000073,-27406.551273089925,Initial SL hit,346.04231405416255,-0.7600267490708827,2024.0,1.0,,,,,,,,POSITIONAL
1433,2024-01-09 11:15:00,LONG,2024-01-09 12:15:00,21453.75,21412.95,21412.95,2024-01-09 13:15:00,21412.95,-40.79999999999927,-49.37333999999928,-14263.240692186428,Initial SL hit,349.58923265163435,-0.4315097011011998,2024.0,1.0,,,,,,,,POSITIONAL
2336,2024-01-09 14:05:00,BUY,2024-01-09 14:10:00,27.2,15.9,249.755,2024-01-09 15:20:00,253.05,225.85,221.64625,,EOD Exit,884.9557522123895,19.614712389380536,2024.0,1.0,FINNIFTY,21450.0,P,2024-01-09,4.203749999999999,196147.1238938053,7056555.195730485,OPT BUY
1434,2024-01-10 09:15:00,LONG,2024-01-10 10:15:00,21231.5,21095.85,21361.059375,2024-01-17 09:15:00,20800.6,-430.9000000000015,-439.3064200000015,-152214.86941572715,Gap Open Outside ISL,353.24871064220616,-3.8796106610461,2024.0,1.0,,,,,,,,POSITIONAL
1436,2024-01-11 11:15:00,LONG,2024-01-11 12:15:00,21670.6,21643.95,21643.95,2024-01-11 13:15:00,21643.95,-26.649999999997817,-35.312909999997814,-9223.325611657436,Initial SL hit,346.09101732300905,-0.30553702366337754,2024.0,1.0,,,,,,,,POSITIONAL
1435,2024-01-11 11:15:00,LONG,2024-01-11 12:15:00,10476.05,10461.95,10461.95,2024-01-11 12:15:00,10461.95,-14.099999999998545,-24.568999999998542,-10094.453539262327,Initial SL hit,715.9186907278985,-0.4397351578123174,2024.0,1.0,,,,,,,,POSITIONAL
1437,2024-01-11 13:15:00,LONG,2024-01-11 14:15:00,10476.0,10426.55,10426.55,2024-01-11 14:15:00,10426.55,-49.45000000000073,-59.90127500000072,-35402.34822451369,Initial SL Hit,715.922107674685,-1.072116176260036,2024.0,1.0,,,,,,,,POSITIONAL
1438,2024-01-12 09:15:00,LONG,2024-01-12 10:15:00,21817.25,21715.15,21813.3624902345,2024-01-17 09:15:00,21674.2,-143.04999999999927,-151.74828999999926,-49175.53770525591,Gap Open Outside ISL,343.7646816166107,-1.3041425649428713,2024.0,1.0,,,,,,,,POSITIONAL
1439,2024-01-12 11:15:00,LONG,2024-01-12 12:15:00,10504.1,10481.4,10503.528676470589,2024-01-17 09:15:00,10461.1,-43.0,-53.4826,-30702.29719823688,Gap Open Outside ISL,714.0069115869042,-0.954673651240944,2024.0,1.0,,,,,,,,POSITIONAL
1440,2024-01-12 13:15:00,LONG,2024-01-12 14:15:00,47858.1,47712.3,47712.3,2024-01-12 14:15:00,47712.3,-145.79999999999563,-155.35703999999564,-18279.037404325994,Initial SL hit,125.3706269158199,-0.486930237514639,2024.0,1.0,,,,,,,,POSITIONAL
2337,2024-01-15 13:35:00,BUY,2024-01-15 13:40:00,9.4,7.25,7.25,2024-01-15 13:45:00,7.25,-2.1500000000000004,-2.3997500000000005,,Initial SL Hit,4651.162790697674,-1.1161627906976743,2024.0,1.0,MIDCPNIFTY,10650.0,C,2024-01-15,0.2497499999999999,-11161.627906976744,7045693.34658457,OPT BUY
2338,2024-01-15 13:50:00,BUY,2024-01-15 13:55:00,8.95,4.6,4.6,2024-01-15 14:25:00,4.6,-4.35,-4.553249999999999,,Initial SL Hit,2298.850574712644,-1.0467241379310344,2024.0,1.0,MIDCPNIFTY,10650.0,C,2024-01-15,0.20325,-10467.241379310344,7035226.105205259,OPT BUY
2339,2024-01-15 14:30:00,BUY,2024-01-15 14:35:00,6.25,4.3,4.3,2024-01-15 14:40:00,4.3,-1.95,-2.10825,,Initial SL Hit,5128.205128205128,-1.081153846153846,2024.0,1.0,MIDCPNIFTY,10650.0,C,2024-01-15,0.15825,-10811.53846153846,7024414.566743721,OPT BUY
1441,2024-01-16 09:15:00,LONG,2024-01-16 10:15:00,48254.7,48031.2,48031.2,2024-01-16 13:15:00,48031.2,-223.5,-233.12859,-27790.0391049991,Initial SL hit,124.34021970916824,-0.7246815025272151,2024.0,1.0,,,,,,,,POSITIONAL
2340,2024-01-16 14:30:00,BUY,2024-01-16 14:35:00,14.35,8.15,8.15,2024-01-16 14:50:00,8.15,-6.199999999999999,-6.5375,,Initial SL Hit,1612.9032258064517,-1.054435483870968,2024.0,1.0,FINNIFTY,21450.0,P,2024-01-16,0.3374999999999999,-10544.354838709678,7013870.211905012,OPT BUY
2341,2024-01-17 15:00:00,BUY,2024-01-17 15:05:00,266.75,194.9,194.9,2024-01-17 15:20:00,237.6,-29.15000000000001,-36.715250000000005,,EOD Exit,139.17884481558804,-0.5109986082115519,2024.0,1.0,BANKNIFTY,46300.0,P,2024-01-17,7.56525,-5109.986082115519,7008760.225822897,OPT BUY
2342,2024-01-18 13:40:00,BUY,2024-01-18 13:45:00,16.15,11.6,11.6,2024-01-18 14:05:00,11.6,-4.549999999999999,-4.966249999999999,,Initial SL Hit,2197.8021978021984,-1.0914835164835166,2024.0,1.0,NIFTY,21450.0,C,2024-01-18,0.41625,-10914.835164835164,6997845.390658062,OPT BUY
1442,2024-01-19 11:15:00,LONG,2024-01-19 12:15:00,10526.4,10504.0,10504.0,2024-01-19 12:15:00,10504.0,-22.39999999999964,-32.91519999999964,-15959.872321021172,Initial SL hit,712.4943000455996,-0.5862973096215166,2024.0,1.0,,,,,,,,POSITIONAL
1443,2024-01-19 13:15:00,LONG,2024-01-19 14:15:00,10558.0,10528.6,10528.6,2024-01-23 10:15:00,10528.6,-29.39999999999964,-39.94329999999964,-20884.63724190162,Initial SL hit,710.3618109490434,-0.7093548730820167,2024.0,1.0,,,,,,,,POSITIONAL
2343,2024-01-23 14:05:00,BUY,2024-01-23 14:10:00,40.2,28.0,92.085,2024-01-23 15:05:00,65.65,25.450000000000003,23.862250000000003,,TSL Hit,819.6721311475408,1.955922131147541,2024.0,1.0,FINNIFTY,20200.0,P,2024-01-23,1.58775,19559.22131147541,6990895.92775901,OPT BUY
1444,2024-01-24 13:15:00,LONG,2024-01-24 14:15:00,10494.5,10412.05,10521.620588235292,2024-01-25 10:15:00,10412.05,-82.45000000000073,-92.90327500000072,-58923.72194959317,Initial SL hit,714.660060031445,-1.659856502215459,2024.0,1.0,,,,,,,,POSITIONAL
1445,2024-01-25 13:15:00,LONG,2024-01-25 14:15:00,10421.7,10366.6,10366.6,2024-01-25 14:15:00,10366.6,-55.10000000000037,-65.49415000000036,-39652.8397478341,Initial SL Hit,719.6522640260225,-1.1783253331990045,2024.0,1.0,,,,,,,,POSITIONAL
1446,2024-01-29 10:15:00,LONG,2024-01-29 11:15:00,21642.35,21570.0,21570.0,2024-01-30 14:15:00,21570.0,-72.34999999999854,-80.99246999999855,-25072.36968258942,Initial SL hit,346.542773774567,-0.7016838802163226,2024.0,1.0,,,,,,,,POSITIONAL
1447,2024-01-29 11:15:00,LONG,2024-01-29 12:15:00,10653.95,10505.75,10717.536764705885,2024-02-09 10:15:00,10626.85,-27.100000000000364,-37.74040000000036,-19077.431375217897,TSL Hit,703.9642573881048,-0.6641973164882572,2024.0,1.0,,,,,,,,POSITIONAL
2344,2024-01-29 13:30:00,BUY,2024-01-29 13:35:00,19.55,13.15,20.725,2024-01-29 14:10:00,17.0,-2.5500000000000007,-3.0982500000000006,,TSL Hit,1562.5,-0.4841015625000001,2024.0,1.0,MIDCPNIFTY,10650.0,C,2024-01-29,0.5482499999999999,-4841.015625000001,6986054.91213401,OPT BUY
2345,2024-01-29 14:15:00,BUY,2024-01-29 14:20:00,18.4,13.3,13.3,2024-01-29 14:30:00,13.3,-5.099999999999998,-5.575499999999998,,Initial SL Hit,1960.784313725491,-1.0932352941176473,2024.0,1.0,MIDCPNIFTY,10650.0,C,2024-01-29,0.4755,-10932.352941176472,6975122.5591928335,OPT BUY
2346,2024-01-29 14:35:00,BUY,2024-01-29 14:40:00,23.2,10.45,17.415,2024-01-29 14:55:00,10.45,-12.75,-13.25475,,Initial SL hit,784.3137254901961,-1.0395882352941177,2024.0,1.0,MIDCPNIFTY,10650.0,C,2024-01-29,0.5047499999999999,-10395.882352941177,6964726.676839893,OPT BUY
1448,2024-01-30 15:15:00,LONG,2024-01-31 09:15:00,21535.5,21513.5,21765.98875,2024-02-05 15:15:00,21761.3,225.79999999999927,217.14063999999928,78637.59838406327,TSL Hit,348.2621717629031,1.890546771609661,2024.0,1.0,,,,,,,,POSITIONAL
1449,2024-01-31 10:15:00,LONG,2024-01-31 11:15:00,46132.2,45760.7,45760.7,2024-02-01 09:15:00,45760.7,-371.5,-380.68929,-48317.66098300103,Initial SL hit,130.06099860834732,-1.2378207304225683,2024.0,1.0,,,,,,,,POSITIONAL
1450,2024-02-01 10:15:00,LONG,2024-02-01 11:15:00,46113.6,45837.4,45837.4,2024-02-01 11:15:00,45837.4,-276.1999999999971,-285.3950999999971,-35937.33735817595,Initial SL Hit,130.11345893619236,-0.9283435906110036,2024.0,2.0,,,,,,,,POSITIONAL
1451,2024-02-01 14:15:00,LONG,2024-02-01 15:15:00,46217.3,46048.45,46178.78611111111,2024-02-02 14:15:00,46048.45,-168.85000000000582,-178.07657500000582,-21920.363154057788,Initial SL hit,129.82151705097442,-0.5779542779435596,2024.0,2.0,,,,,,,,POSITIONAL
1452,2024-02-02 15:15:00,LONG,2024-02-05 09:15:00,45977.8,45901.25,45901.25,2024-02-05 09:15:00,45901.25,-76.55000000000291,-85.73790500000291,-9989.603678297295,Initial SL Hit,130.49776196338232,-0.2797151179482366,2024.0,2.0,,,,,,,,POSITIONAL
1453,2024-02-05 10:15:00,LONG,2024-02-05 11:15:00,45935.8,45747.75,45747.75,2024-02-05 14:15:00,45747.75,-188.0500000000029,-197.2183550000029,-24562.54163419419,Initial SL Hit,130.6170786184196,-0.6440021345007692,2024.0,2.0,,,,,,,,POSITIONAL
1454,2024-02-06 10:15:00,LONG,2024-02-06 11:15:00,45744.0,45527.0,45756.66944444445,2024-02-08 10:15:00,45527.0,-217.0,-226.1271,-28462.749213011542,Initial SL hit,131.1647429171039,-0.7414975734522562,2024.0,2.0,,,,,,,,POSITIONAL
1455,2024-02-06 10:15:00,LONG,2024-02-06 11:15:00,21863.95,21776.0,21860.22,2024-02-08 10:15:00,21776.0,-87.95000000000073,-96.67799000000072,-30169.525634663703,Initial SL hit,343.0304222247124,-0.8290872932384192,2024.0,2.0,,,,,,,,POSITIONAL
2347,2024-02-06 14:15:00,BUY,2024-02-06 14:20:00,31.65,18.0,18.0,2024-02-06 14:35:00,18.0,-13.65,-14.394749999999998,,Initial SL Hit,732.6007326007327,-1.0545604395604395,2024.0,2.0,FINNIFTY,20350.0,P,2024-02-06,0.7447499999999999,-10545.604395604396,6900664.126151912,OPT BUY
1456,2024-02-08 11:15:00,LONG,2024-02-08 12:15:00,21811.3,21724.6,21724.6,2024-02-08 13:15:00,21724.6,-86.70000000000073,-95.40718000000072,-29812.52836832309,Initial SL Hit,343.8584586888448,-0.8201641465662357,2024.0,2.0,,,,,,,,POSITIONAL
2348,2024-02-08 13:30:00,BUY,2024-02-08 13:35:00,39.65,33.3,33.3,2024-02-08 13:35:00,33.3,-6.350000000000001,-7.444250000000001,,Initial SL Hit,1574.8031496062988,-1.172322834645669,2024.0,2.0,NIFTY,21800.0,P,2024-02-08,1.0942499999999995,-11723.228346456692,6888940.897805455,OPT BUY
2349,2024-02-08 13:45:00,BUY,2024-02-08 13:50:00,39.35,31.25,86.225,2024-02-08 14:15:00,81.85,42.49999999999999,40.682,,TSL Hit,1234.5679012345677,5.022469135802467,2024.0,2.0,NIFTY,21800.0,P,2024-02-08,1.818,50224.69135802468,6939165.589163479,OPT BUY
2350,2024-02-08 14:20:00,BUY,2024-02-08 14:25:00,97.75,73.75,114.0625,2024-02-08 14:45:00,108.75,11.0,7.9025,,TSL Hit,416.6666666666667,0.3292708333333333,2024.0,2.0,NIFTY,21800.0,P,2024-02-08,3.0975,3292.708333333333,6942458.297496812,OPT BUY
2351,2024-02-08 14:45:00,BUY,2024-02-08 14:50:00,118.9,105.5,105.5,2024-02-08 15:05:00,105.5,-13.400000000000006,-16.766000000000005,,Initial SL Hit,746.2686567164176,-1.251194029850746,2024.0,2.0,NIFTY,21800.0,P,2024-02-08,3.366,-12511.94029850746,6929946.3571983045,OPT BUY
1457,2024-02-09 14:15:00,LONG,2024-02-09 15:15:00,20232.55,20101.2,20101.2,2024-02-12 09:15:00,20101.2,-131.34999999999854,-139.41674999999856,-48690.10579486961,Initial SL Hit,370.689804300496,-1.292009194342766,2024.0,2.0,,,,,,,,POSITIONAL
1458,2024-02-12 12:15:00,LONG,2024-02-12 13:15:00,10724.75,10696.05,10696.05,2024-02-12 13:15:00,10696.05,-28.700000000000728,-39.41040000000073,-20070.397911373733,Initial SL Hit,699.3170003962796,-0.6890090678104511,2024.0,2.0,,,,,,,,POSITIONAL
2352,2024-02-12 15:05:00,BUY,2024-02-12 15:10:00,17.75,2.6,12.78,2024-02-12 15:20:00,30.8,13.05,12.321750000000002,,EOD Exit,660.0660066006601,0.8133168316831686,2024.0,2.0,MIDCPNIFTY,10700.0,P,2024-02-12,0.72825,8133.168316831685,6958893.150193799,OPT BUY
1459,2024-02-13 09:15:00,LONG,2024-02-13 10:15:00,20177.7,19920.05,20512.8,2024-02-28 10:15:00,20440.5,262.7999999999993,254.67635999999928,97682.09458957138,TSL Hit,371.697467996848,2.366563954266337,2024.0,2.0,,,,,,,,POSITIONAL
2353,2024-02-13 13:30:00,BUY,2024-02-13 13:35:00,34.45,4.2,18.928125,2024-02-13 14:15:00,11.55,-22.9,-23.590000000000003,,TSL Hit,330.5785123966942,-0.7798347107438016,2024.0,2.0,FINNIFTY,20250.0,C,2024-02-13,0.69,-7798.347107438017,6951094.803086361,OPT BUY
2354,2024-02-13 14:50:00,BUY,2024-02-13 14:55:00,10.95,2.6,2.6,2024-02-13 15:00:00,2.6,-8.35,-8.55325,,Initial SL Hit,1197.6047904191616,-1.0243413173652691,2024.0,2.0,FINNIFTY,20250.0,C,2024-02-13,0.20325,-10243.413173652694,6940851.389912709,OPT BUY
2355,2024-02-14 14:00:00,BUY,2024-02-14 14:05:00,95.55,64.5,631.1,2024-02-14 14:55:00,566.85,471.3,461.364,,TSL Hit,322.061191626409,14.858743961352658,2024.0,2.0,BANKNIFTY,45500.0,C,2024-02-14,9.936,148587.43961352657,7089438.829526235,OPT BUY
1460,2024-02-14 13:15:00,LONG,2024-02-14 14:15:00,10676.4,10621.0,10836.340441176471,2024-02-22 09:15:00,10828.15,151.75,140.997725,106601.94447566597,TSL Hit,702.4839833651793,2.4762160875857027,2024.0,2.0,,,,,,,,POSITIONAL
1461,2024-02-15 10:15:00,LONG,2024-02-15 11:15:00,45976.15,45800.95,46933.71388888889,2024-02-21 15:15:00,46933.6,957.4499999999972,948.1590249999972,124949.5662424971,TSL Hit,130.5024452895686,3.093426782146821,2024.0,2.0,,,,,,,,POSITIONAL
1462,2024-02-15 12:15:00,LONG,2024-02-15 13:15:00,21874.75,21823.85,22030.71,2024-02-21 15:15:00,22028.75,154.0,145.2193,52800.60343546784,TSL Hit,342.86106126927166,1.2447510828695185,2024.0,2.0,,,,,,,,POSITIONAL
2356,2024-02-15 13:45:00,BUY,2024-02-15 13:50:00,117.05,37.35,58.4,2024-02-15 15:20:00,61.15,-55.9,-58.573,,EOD Exit,125.47051442910916,-0.7349184441656211,2024.0,2.0,NIFTY,21850.0,C,2024-02-15,2.673,-7349.184441656212,7082089.64508458,OPT BUY
2357,2024-02-19 14:55:00,BUY,2024-02-19 15:00:00,28.2,16.6,24.81,2024-02-19 15:20:00,28.25,0.0500000000000007,-0.7967499999999993,,EOD Exit,862.0689655172415,-0.0686853448275861,2024.0,2.0,MIDCPNIFTY,11050.0,P,2024-02-19,0.84675,-686.8534482758615,7055939.785405775,OPT BUY
2358,2024-02-20 14:00:00,BUY,2024-02-20 14:05:00,44.85,17.95,22.45,2024-02-20 14:10:00,19.35,-25.5,-26.463,,TSL Hit,371.7472118959108,-0.9837546468401488,2024.0,2.0,FINNIFTY,20750.0,P,2024-02-20,0.963,-9837.546468401488,7035584.493839334,OPT BUY
1463,2024-02-22 10:15:00,LONG,2024-02-22 11:15:00,21945.65,21875.25,22132.39375,2024-02-26 10:15:00,22124.25,178.59999999999854,169.78601999999853,61037.1531488012,TSL Hit,341.7533770929546,1.4506236429542858,2024.0,2.0,,,,,,,,POSITIONAL
1464,2024-02-22 12:15:00,LONG,2024-02-22 13:15:00,46612.3,46476.3,46914.03888888889,2024-02-23 13:15:00,46776.8,164.5,155.16109,21174.66848878944,TSL Hit,128.72138898960145,0.499313775548514,2024.0,2.0,,,,,,,,POSITIONAL
2359,2024-02-22 13:50:00,BUY,2024-02-22 13:55:00,112.95,39.6,122.1875,2024-02-22 14:10:00,102.4,-10.549999999999995,-13.780249999999995,,TSL Hit,136.332651670075,-0.187869802317655,2024.0,2.0,NIFTY,21950.0,C,2024-02-22,3.2302500000000003,-1878.6980231765504,7033705.795816157,OPT BUY
2360,2024-02-22 14:20:00,BUY,2024-02-22 14:25:00,108.35,90.0,263.6,2024-02-22 15:20:00,269.0,160.65,154.98975000000002,,EOD Exit,544.9591280653952,8.44630790190736,2024.0,2.0,NIFTY,21950.0,C,2024-02-22,5.66025,84463.0790190736,7118168.87483523,OPT BUY
1465,2024-02-23 11:15:00,LONG,2024-02-23 12:15:00,11072.05,11050.0,11050.0,2024-02-23 15:15:00,11050.0,-22.049999999999272,-33.11102499999927,-14936.258416462584,Initial SL hit,677.3813340799582,-0.5607197571813588,2024.0,2.0,,,,,,,,POSITIONAL
1467,2024-02-23 15:15:00,LONG,2024-02-26 09:15:00,11074.0,11043.8,11043.8,2024-02-26 09:15:00,11043.8,-30.200000000000728,-41.25890000000073,-20453.314068990923,Initial SL Hit,677.2620552645838,-0.6985771852989108,2024.0,2.0,,,,,,,,POSITIONAL
1466,2024-02-23 15:15:00,LONG,2024-02-26 09:15:00,46853.3,46723.15,46723.15,2024-02-26 10:15:00,46644.95,-208.35000000000585,-217.69982500000583,-26681.15159444553,Gap Open Outside ISL,128.0592829107021,-0.6969620869821521,2024.0,2.0,,,,,,,,POSITIONAL
1468,2024-02-26 11:15:00,LONG,2024-02-26 12:15:00,46665.9,46542.35,46542.35,2024-02-26 12:15:00,46542.35,-123.55000000000292,-132.87082500000292,-15885.260972144915,Initial SL Hit,128.57354085102827,-0.42709181115119266,2024.0,2.0,,,,,,,,POSITIONAL
1469,2024-02-26 12:15:00,LONG,2024-02-26 13:15:00,22152.8,22075.15,22146.03125,2024-02-28 10:15:00,22075.15,-77.64999999999782,-86.49558999999782,-26289.0018417529,Initial SL hit,338.5576541114441,-0.7320936010346137,2024.0,2.0,,,,,,,,POSITIONAL
2361,2024-02-26 13:30:00,BUY,2024-02-26 13:35:00,32.85,24.2,105.21,2024-02-26 14:35:00,101.1,68.25,66.24075,,TSL Hit,1156.0693641618495,7.657890173410404,2024.0,2.0,MIDCPNIFTY,10925.0,C,2024-02-26,2.00925,76578.90173410405,7194747.776569335,OPT BUY
2362,2024-02-26 14:40:00,BUY,2024-02-26 14:45:00,127.9,98.0,98.0,2024-02-26 15:00:00,98.0,-29.90000000000001,-33.288500000000006,,Initial SL Hit,334.448160535117,-1.1133277591973243,2024.0,2.0,MIDCPNIFTY,10925.0,C,2024-02-26,3.3885,-11133.277591973245,7183614.498977361,OPT BUY
1470,2024-02-26 15:15:00,LONG,2024-02-27 09:15:00,46590.3,46526.55,46526.55,2024-02-27 09:15:00,46526.55,-63.75,-73.061685,-8209.863426507234,Initial SL Hit,128.7821713961919,-0.2352260610041146,2024.0,2.0,,,,,,,,POSITIONAL
1471,2024-02-27 10:15:00,LONG,2024-02-27 11:15:00,46506.75,46324.9,46324.9,2024-02-28 10:15:00,46324.9,-181.84999999999852,-191.1331649999985,-23461.11048396182,Initial SL Hit,129.0135302939896,-0.6164691093228356,2024.0,2.0,,,,,,,,POSITIONAL
1472,2024-02-27 13:15:00,LONG,2024-02-27 14:15:00,11016.15,10935.4,10957.660294117648,2024-02-28 10:15:00,10935.4,-80.75,-91.725775,-54976.10326656773,Initial SL hit,680.8186163042443,-1.561215380373361,2024.0,2.0,,,,,,,,POSITIONAL
1473,2024-02-28 12:15:00,LONG,2024-02-28 13:15:00,20473.95,20334.65,20334.65,2024-02-28 14:15:00,20334.65,-139.29999999999927,-147.46171999999927,-51028.25785937714,Initial SL Hit,366.31915189789953,-1.3504513051951317,2024.0,2.0,,,,,,,,POSITIONAL
1474,2024-02-28 15:15:00,LONG,2024-02-29 09:15:00,20340.95,20293.35,20293.35,2024-02-29 09:15:00,20293.35,-47.60000000000218,-55.72686000000218,-17550.80269112388,Initial SL Hit,368.7143422504848,-0.5136823132646415,2024.0,2.0,,,,,,,,POSITIONAL
