,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,DD%
104,2024-04-22 13:15:00,LONG,2024-04-22 14:15:00,10715.1,10696.65,10696.65,2024-04-22 14:15:00,10696.65,-18.450000000000728,-29.155875000000727,-34987.05000000087,Initial SL Hit,1200,5x,-1.3994820000000348,2024,-4.681433249999998
105,2024-04-23 11:15:00,LONG,2024-04-23 12:15:00,10782.9,10760.55,10760.55,2024-04-23 13:15:00,10760.55,-22.350000000000364,-33.12172500000036,-37261.9406250004,Initial SL Hit,1125,5x,-1.490477625000016,2024,-6.171910875000037
106,2024-04-24 11:15:00,LONG,2024-04-24 12:15:00,10824.1,10807.0,10969.80588235294,2024-05-07 10:15:00,10906.1,82.0,71.1349,80026.7625,TSL Hit,1125,5x,3.2010705,2024,-2.970840375000023
107,2024-05-08 14:15:00,LONG,2024-05-08 15:15:00,10932.8,10875.5,10875.5,2024-05-09 10:15:00,10875.5,-57.29999999999927,-68.20414999999927,-76729.66874999918,Initial SL Hit,1125,5x,-3.069186749999967,2024,-6.040027124999995
108,2024-05-10 14:15:00,LONG,2024-05-10 15:15:00,10887.7,10829.15,10829.15,2024-05-13 09:15:00,10829.15,-58.55000000000109,-69.40842500000109,-78084.47812500123,Initial SL Hit,1125,5x,-3.1233791250000493,2024,-9.163406250000037
109,2024-05-13 10:15:00,LONG,2024-05-13 11:15:00,10829.65,10761.75,11426.033823529413,2024-05-30 09:15:00,11404.75,575.1000000000004,563.9828000000003,634480.6500000004,TSL Hit,1125,5x,25.379226000000017,2024,0.0
110,2024-06-03 10:15:00,LONG,2024-06-03 11:15:00,11717.55,11667.95,11667.95,2024-06-04 09:15:00,11667.95,-49.599999999998545,-61.29274999999855,-64357.38749999848,Initial SL hit,1050,5x,-2.574295499999939,2024,-2.5742954999999483
111,2022-01-21 10:15:00,SHORT,2022-01-21 11:15:00,7616.75,7690.55,7544.052040816327,2022-01-28 10:15:00,7549.45,67.30000000000018,59.71690000000018,58223.977500000175,TSL Hit,975,3x,2.328959100000007,2022,0.0
112,2022-01-28 11:15:00,SHORT,2022-01-28 12:15:00,7548.7,7579.8,7494.0081632653055,2022-01-31 10:15:00,7508.95,39.75,32.221175,31415.645625,TSL Hit,975,3x,1.256625825,2022,0.0
113,2022-01-31 13:15:00,SHORT,2022-01-31 14:15:00,7514.15,7543.8,7543.8,2022-02-01 09:15:00,7587.25,-73.10000000000036,-80.65070000000037,-78634.43250000036,Gap Open Outside ISL,975,3x,-3.1453773000000145,2022,-3.1453773000000145
114,2022-02-01 10:15:00,SHORT,2022-02-01 11:15:00,7560.35,7589.55,7589.55,2022-02-01 14:15:00,7589.55,-29.199999999999818,-36.77494999999982,-35855.57624999982,Initial SL Hit,975,3x,-1.434223049999993,2022,-4.579600350000008
115,2022-02-09 15:15:00,SHORT,2022-02-10 09:15:00,7505.7,7516.8,7516.8,2022-02-10 10:15:00,7516.8,-11.100000000000364,-18.611250000000364,-18145.968750000357,Initial SL Hit,975,3x,-0.7258387500000143,2022,-5.305439100000022
116,2022-02-10 12:15:00,SHORT,2022-02-10 13:15:00,7548.05,7570.25,6993.5081632653055,2022-03-03 09:15:00,7000.45,547.6000000000004,540.3257500000003,526817.6062500003,TSL Hit,975,3x,21.07270425000001,2022,0.0
117,2022-03-03 11:15:00,SHORT,2022-03-03 12:15:00,6978.05,7006.1,6808.507142857144,2022-03-09 12:15:00,6826.95,151.10000000000036,144.19750000000036,151407.37500000038,TSL Hit,1050,3x,6.056295000000015,2022,0.0
118,2022-03-11 12:15:00,SHORT,2022-03-11 13:15:00,6885.2,6910.75,6910.75,2022-03-11 13:15:00,6910.75,-25.550000000000182,-32.447975000000184,-36503.97187500021,Initial SL Hit,1125,3x,-1.4601588750000083,2022,-1.4601588750000083
119,2022-03-11 15:15:00,SHORT,2022-03-14 09:15:00,6930.35,6942.6,6942.6,2022-03-14 14:15:00,6942.6,-12.25,-19.186475,-20145.79875,Initial SL Hit,1050,3x,-0.8058319500000001,2022,-2.26599082500001
120,2022-04-19 11:15:00,SHORT,2022-04-19 12:15:00,7451.65,7479.45,7311.872448979592,2022-04-29 10:15:00,7325.8,125.84999999999945,118.46127499999946,115499.74312499947,TSL Hit,975,3x,4.619989724999979,2022,0.0
121,2022-04-29 14:15:00,SHORT,2022-04-29 15:15:00,7225.35,7303.6,6589.279591836735,2022-05-17 10:15:00,6613.35,612.0,605.08065,635334.6825,TSL Hit,1050,3x,25.4133873,2022,0.0
122,2022-05-18 10:15:00,SHORT,2022-05-18 11:15:00,6743.3,6780.55,6545.619387755103,2022-05-20 09:15:00,6628.4,114.90000000000055,108.21415000000054,121740.91875000061,TSL Hit,1125,3x,4.869636750000024,2022,0.0
123,2022-05-27 09:15:00,SHORT,2022-05-27 10:15:00,6617.85,6668.55,6668.55,2022-05-27 13:15:00,6668.55,-50.69999999999982,-57.34319999999982,-64511.099999999795,Initial SL Hit,1125,3x,-2.580443999999992,2022,-2.580443999999993
124,2022-06-10 10:15:00,SHORT,2022-06-10 11:15:00,6635.7,6656.7,6272.666326530612,2022-06-23 14:15:00,6278.35,357.34999999999945,350.89297499999947,394754.5968749994,TSL Hit,1125,3x,15.790183874999977,2022,0.0
125,2022-08-29 13:15:00,SHORT,2022-08-29 14:15:00,7257.15,7276.65,7276.65,2022-08-29 15:15:00,7276.65,-19.5,-26.7669,-28105.245,Initial SL hit,1050,3x,-1.1242097999999998,2022,-1.1242098000000027
126,2022-08-30 11:15:00,SHORT,2022-08-30 12:15:00,7371.0,7388.65,7388.65,2022-08-30 13:15:00,7388.65,-17.649999999999636,-25.029824999999637,-26281.316249999618,Initial SL Hit,1050,3x,-1.0512526499999846,2022,-2.1754624499999835
127,2022-09-19 10:15:00,SHORT,2022-09-19 11:15:00,7395.0,7435.35,7435.35,2022-09-20 09:15:00,7437.85,-42.850000000000364,-50.26642500000037,-52779.74625000039,Gap Open Outside ISL,1050,3x,-2.1111898500000157,2022,-4.2866523
128,2022-09-20 10:15:00,SHORT,2022-09-20 11:15:00,7537.4,7554.3,7190.254081632652,2022-09-30 13:15:00,7192.8,344.59999999999945,337.23489999999947,328804.0274999995,TSL Hit,975,3x,13.15216109999998,2022,0.0
129,2022-09-30 15:15:00,SHORT,2022-10-03 09:15:00,7195.2,7222.95,7131.5142857142855,2022-10-04 09:15:00,7222.95,-27.75,-34.959075,-36707.02875,Initial SL hit,1050,3x,-1.46828115,2022,-1.4682811499999957
130,2022-10-18 10:15:00,SHORT,2022-10-18 11:15:00,7317.2,7342.95,7342.95,2022-10-18 14:15:00,7342.95,-25.75,-33.080075,-34734.07875,Initial SL Hit,1050,3x,-1.3893631499999999,2022,-2.85764429999999
131,2022-11-11 09:15:00,SHORT,2022-11-11 10:15:00,7369.2,7473.7,7239.254081632654,2022-11-23 09:15:00,7252.9,116.30000000000018,108.98895000000019,114438.3975000002,TSL Hit,1050,3x,4.577535900000008,2022,0.0
132,2022-11-23 12:15:00,SHORT,2022-11-23 13:15:00,7254.55,7267.8,7267.8,2022-11-24 09:15:00,7275.45,-20.899999999999636,-28.164999999999637,-29573.249999999618,Gap Open Outside ISL,1050,3x,-1.1829299999999847,2022,-1.1829299999999847
133,2022-11-24 11:15:00,SHORT,2022-11-24 12:15:00,7263.75,7270.3,7270.3,2022-11-24 14:15:00,7270.3,-6.550000000000182,-13.817025000000182,-14507.876250000192,Initial SL Hit,1050,3x,-0.5803150500000077,2022,-1.7632450499999948
134,2022-12-12 15:15:00,SHORT,2022-12-13 09:15:00,7411.0,7419.85,7419.85,2022-12-13 12:15:00,7419.85,-8.850000000000364,-16.265425000000363,-15858.789375000353,Initial SL hit,975,3x,-0.6343515750000142,2022,-2.3975966250000056
135,2022-12-13 13:15:00,SHORT,2022-12-13 14:15:00,7405.55,7424.1,7424.1,2022-12-14 09:15:00,7446.5,-40.94999999999982,-48.37602499999982,-50794.82624999981,Gap Open Outside ISL,1050,3x,-2.0317930499999926,2022,-4.429389674999996
136,2022-12-16 12:15:00,SHORT,2022-12-16 13:15:00,7321.45,7364.65,7364.65,2022-12-21 09:15:00,7364.65,-43.19999999999982,-50.543049999999816,-53070.20249999981,Initial SL hit,1050,3x,-2.1228080999999923,2022,-6.552197774999982
137,2022-12-21 11:15:00,SHORT,2022-12-21 12:15:00,7352.55,7373.15,7173.206122448979,2022-12-28 09:15:00,7173.65,178.90000000000055,171.63690000000054,180218.74500000058,TSL Hit,1050,3x,7.208749800000024,2022,0.0
138,2022-12-28 11:15:00,SHORT,2022-12-28 12:15:00,7158.1,7171.5,7171.5,2022-12-28 12:15:00,7171.5,-13.399999999999636,-20.564799999999636,-21593.03999999962,Initial SL Hit,1050,3x,-0.8637215999999847,2022,-0.863721599999991
139,2022-12-30 10:15:00,SHORT,2022-12-30 11:15:00,7195.4,7213.25,7213.25,2022-12-30 12:15:00,7213.25,-17.850000000000364,-25.054325000000365,-26307.041250000384,Initial SL Hit,1050,3x,-1.0522816500000154,2022,-1.9160032500000028
140,2022-12-30 13:15:00,SHORT,2022-12-30 14:15:00,7191.45,7216.55,7216.55,2022-12-30 14:15:00,7216.55,-25.100000000000364,-32.304000000000364,-33919.20000000038,Initial SL Hit,1050,3x,-1.3567680000000153,2022,-3.2727712500000194
141,2023-01-10 15:15:00,SHORT,2023-01-11 09:15:00,7129.9,7138.0,7138.0,2023-01-11 09:15:00,7138.0,-8.100000000000364,-15.233950000000362,-15995.647500000381,Initial SL Hit,1050,3x,-0.6398259000000153,2023,-3.912597150000039
142,2023-01-11 10:15:00,SHORT,2023-01-11 11:15:00,7127.75,7164.1,7026.815306122449,2023-01-23 10:15:00,7030.35,97.39999999999964,90.32094999999964,94836.99749999962,TSL Hit,1050,3x,3.7934798999999844,2023,-0.11911725000005902
143,2023-01-23 13:15:00,SHORT,2023-01-23 14:15:00,7039.0,7052.85,7052.85,2023-01-23 14:15:00,7052.85,-13.850000000000364,-20.895925000000364,-21940.72125000038,Initial SL Hit,1050,3x,-0.8776288500000152,2023,-0.996746100000081
144,2023-01-24 09:15:00,SHORT,2023-01-24 10:15:00,7040.0,7064.8,6934.695918367348,2023-01-31 15:15:00,6944.05,95.94999999999982,88.95797499999982,93405.87374999981,TSL Hit,1050,3x,3.7362349499999925,2023,0.0
145,2023-02-02 11:15:00,SHORT,2023-02-02 12:15:00,6916.4,6951.75,6921.527551020409,2023-02-02 14:15:00,6939.75,-23.350000000000364,-30.278075000000364,-31791.97875000038,TSL Hit,1050,3x,-1.2716791500000153,2023,-1.2716791500000113
146,2023-02-02 15:15:00,SHORT,2023-02-03 09:15:00,6935.05,6943.0,6904.90306122449,2023-02-03 13:15:00,6921.9,13.150000000000546,6.221525000000545,6532.601250000573,TSL Hit,1050,3x,0.26130405000002294,2023,-1.0103750999999903
147,2023-02-03 15:15:00,SHORT,2023-02-06 09:15:00,6946.35,6960.85,6960.85,2023-02-06 09:15:00,6960.85,-14.5,-21.4536,-22526.280000000002,Initial SL Hit,1050,3x,-0.9010512000000002,2023,-1.911426299999988
148,2023-02-20 12:15:00,SHORT,2023-02-20 13:15:00,7016.1,7040.8,7040.8,2023-02-20 13:15:00,7040.8,-24.699999999999818,-31.728449999999818,-33314.87249999981,Initial SL Hit,1050,3x,-1.3325948999999924,2023,-3.2440211999999775
149,2023-02-20 14:15:00,SHORT,2023-02-20 15:15:00,6998.95,7019.5,7014.482653061225,2023-02-21 09:15:00,7029.4,-30.449999999999818,-37.46417499999982,-39337.38374999981,Gap Open Outside ISL,1050,3x,-1.5734953499999926,2023,-4.817516549999965
150,2023-02-21 11:15:00,SHORT,2023-02-21 12:15:00,7002.65,7021.65,6855.568367346938,2023-03-01 12:15:00,6867.15,135.5,128.5651,134993.355,TSL Hit,1050,3x,5.3997342,2023,0.0
151,2023-03-01 15:15:00,SHORT,2023-03-02 09:15:00,6870.05,6879.4,6879.4,2023-03-02 09:15:00,6879.4,-9.349999999999454,-16.224724999999456,-18252.815624999388,Initial SL Hit,1125,3x,-0.7301126249999755,2023,-0.7301126249999754
152,2023-03-02 11:15:00,SHORT,2023-03-02 12:15:00,6878.05,6889.65,6889.65,2023-03-02 12:15:00,6889.65,-11.599999999999454,-18.483849999999457,-20794.331249999388,Initial SL Hit,1125,3x,-0.8317732499999755,2023,-1.5618858749999447
153,2023-03-13 15:15:00,SHORT,2023-03-14 09:15:00,6764.95,6779.45,6779.45,2023-03-15 09:15:00,6795.55,-30.600000000000364,-37.380250000000366,-42052.781250000415,Gap Open Outside ISL,1125,3x,-1.6821112500000166,2023,-3.2439971249999644
154,2023-03-15 11:15:00,SHORT,2023-03-15 12:15:00,6770.15,6787.55,6787.55,2023-03-16 13:15:00,6787.55,-17.400000000000546,-24.178850000000544,-27201.20625000061,Initial SL hit,1125,3x,-1.0880482500000244,2023,-4.332045374999993
155,2023-03-17 09:15:00,SHORT,2023-03-17 10:15:00,6816.65,6852.3,6773.191836734693,2023-03-21 12:15:00,6775.75,40.899999999999636,34.10379999999964,38366.774999999594,TSL Hit,1125,3x,1.534670999999984,2023,-2.797374375000004
156,2023-03-22 12:15:00,SHORT,2023-03-22 13:15:00,6812.0,6829.35,6722.66224489796,2023-03-29 14:15:00,6739.35,72.64999999999964,65.87432499999963,74108.61562499958,TSL Hit,1125,3x,2.9643446249999834,2023,0.0
157,2023-09-21 15:15:00,SHORT,2023-09-22 09:15:00,9067.15,9090.4,9090.4,2023-09-22 09:15:00,9090.4,-23.25,-32.328775,-26671.239375,Initial SL Hit,825,3x,-1.066849575,2023,-1.0668495750000062
158,2023-09-22 09:15:00,SHORT,2023-09-22 10:15:00,9030.2,9117.1,9111.116326530613,2023-09-25 12:15:00,9117.1,-86.89999999999964,-95.97364999999964,-79178.2612499997,Initial SL hit,825,3x,-3.1671304499999877,2023,-4.233980024999994
159,2023-09-29 13:15:00,SHORT,2023-09-29 14:15:00,9112.75,9133.0,9095.597959183675,2023-10-06 10:15:00,9106.3,6.450000000000728,-2.659524999999272,-2194.1081249993995,TSL Hit,825,3x,-0.08776432499997598,2023,-4.321744349999975
160,2023-10-09 11:15:00,SHORT,2023-10-09 12:15:00,9019.25,9030.75,9030.75,2023-10-09 13:15:00,9030.75,-11.5,-20.525,-16933.125,Initial SL hit,825,3x,-0.677325,2023,-4.999069349999971
161,2023-10-09 14:15:00,SHORT,2023-10-09 15:15:00,9019.65,9050.05,9050.05,2023-10-10 09:15:00,9062.25,-42.600000000000364,-51.640950000000366,-42603.7837500003,Gap Open Outside ISL,825,3x,-1.7041513500000118,2023,-6.703220699999989
162,2023-10-19 14:15:00,SHORT,2023-10-19 15:15:00,9058.8,9075.9,8746.204081632653,2023-11-02 09:15:00,8823.9,234.89999999999964,225.95864999999964,186415.8862499997,TSL Hit,825,3x,7.456635449999988,2023,0.0
163,2023-11-02 10:15:00,SHORT,2023-11-02 11:15:00,8814.0,8836.05,8836.05,2023-11-02 11:15:00,8836.05,-22.049999999999272,-30.875024999999273,-25471.8956249994,Initial SL Hit,825,3x,-1.0188758249999759,2023,-1.0188758249999808
164,2024-01-18 13:15:00,SHORT,2024-01-18 14:15:00,10403.45,10443.75,10443.75,2024-01-18 14:15:00,10443.75,-40.29999999999927,-50.72359999999927,-38042.69999999945,Initial SL hit,750,3x,-1.521707999999978,2024,-2.540583824999956
165,2024-01-23 15:15:00,SHORT,2024-01-24 09:15:00,10333.6,10372.8,10372.8,2024-01-24 09:15:00,10372.8,-39.19999999999891,-49.55319999999891,-37164.89999999918,Initial SL Hit,750,3x,-1.4865959999999672,2024,-4.027179824999919
166,2024-01-24 10:15:00,SHORT,2024-01-24 11:15:00,10444.4,10495.35,10495.35,2024-01-24 14:15:00,10495.35,-50.95000000000073,-61.41987500000073,-46064.906250000546,Initial SL hit,750,3x,-1.842596250000022,2024,-5.8697760749999475
167,2024-01-24 15:15:00,SHORT,2024-01-25 09:15:00,10564.25,10579.4,10492.705102040816,2024-01-29 09:15:00,10545.05,19.200000000000728,8.645350000000727,5835.611250000491,TSL Hit,675,3x,0.23342445000001963,2024,-5.636351624999932
168,2024-02-14 10:15:00,SHORT,2024-02-14 11:15:00,10591.75,10644.95,10644.95,2024-02-14 12:15:00,10644.95,-53.20000000000073,-63.81835000000073,-43077.38625000049,Initial SL hit,675,3x,-1.7230954500000197,2024,-7.359447074999949
169,2024-02-28 14:15:00,SHORT,2024-02-28 15:15:00,10762.75,10834.2,10834.2,2024-02-29 14:15:00,10834.2,-71.45000000000073,-82.24847500000072,-55517.72062500049,Initial SL hit,675,3x,-2.2207088250000195,2024,-9.580155899999966
170,2024-03-05 10:15:00,SHORT,2024-03-05 11:15:00,10931.9,10991.5,10884.952040816326,2024-03-07 09:15:00,10921.35,10.549999999999272,-0.3766250000007272,-254.22187500049085,TSL Hit,675,3x,-0.010168875000019634,2024,-9.590324774999985
171,2024-03-07 11:15:00,SHORT,2024-03-07 12:15:00,10908.1,10931.75,10931.75,2024-03-07 12:15:00,10931.75,-23.649999999999636,-34.569924999999635,-23334.699374999753,Initial SL Hit,675,3x,-0.93338797499999,2024,-10.523712749999973
172,2024-03-07 13:15:00,SHORT,2024-03-07 14:15:00,10891.15,10929.5,10929.5,2024-03-11 09:15:00,10929.5,-38.350000000000364,-49.260325000000364,-33250.71937500025,Initial SL Hit,675,3x,-1.33002877500001,2024,-11.85374152499999
173,2024-03-12 15:15:00,SHORT,2024-03-13 09:15:00,10699.35,10715.85,10350.697959183673,2024-03-21 13:15:00,10354.9,344.4500000000007,333.9228750000007,225397.94062500048,TSL Hit,675,3x,9.01591762500002,2024,-2.837823899999975
174,2024-03-22 11:15:00,SHORT,2024-03-22 12:15:00,10398.6,10414.6,10414.6,2024-03-22 12:15:00,10414.6,-16.0,-26.4066,-19804.95,Initial SL Hit,750,3x,-0.7921980000000001,2024,-3.6300218999999743
175,2024-03-22 13:15:00,SHORT,2024-03-22 14:15:00,10398.4,10422.45,10422.45,2024-03-26 09:15:00,10422.45,-24.05000000000109,-34.460425000001095,-25845.31875000082,Initial SL Hit,750,3x,-1.033812750000033,2024,-4.6638346500000125
176,2024-04-19 13:15:00,SHORT,2024-04-19 14:15:00,10648.05,10720.9,10720.9,2024-04-22 09:15:00,10760.8,-112.75,-123.454425,-83331.736875,Gap Open Outside ISL,675,3x,-3.3332694750000003,2024,-7.997104125000007
177,2024-04-22 13:15:00,SHORT,2024-04-22 14:15:00,10696.65,10715.1,10715.1,2024-04-22 14:15:00,10715.1,-18.450000000000728,-29.155875000000727,-19680.215625000492,Initial SL hit,675,3x,-0.7872086250000196,2024,-8.784312750000026
178,2024-04-23 12:15:00,SHORT,2024-04-23 13:15:00,10763.85,10784.25,10784.25,2024-04-23 13:15:00,10784.25,-20.399999999999636,-31.174049999999635,-21042.483749999752,Initial SL hit,675,3x,-0.8416993499999901,2024,-9.626012100000011
179,2024-04-23 14:15:00,SHORT,2024-04-23 15:15:00,10775.55,10807.55,10790.778571428571,2024-04-24 09:15:00,10823.7,-48.150000000001455,-58.949625000001454,-39790.99687500098,Gap Open Outside ISL,675,3x,-1.5916398750000393,2024,-11.217651975000052
180,2024-04-24 10:15:00,SHORT,2024-04-24 11:15:00,10812.0,10827.7,10827.7,2024-04-24 12:15:00,10827.7,-15.700000000000728,-26.51985000000073,-17900.89875000049,Initial SL Hit,675,3x,-0.7160359500000196,2024,-11.933687925000072
181,2024-04-24 13:15:00,SHORT,2024-04-24 14:15:00,10823.15,10850.85,10850.85,2024-04-24 14:15:00,10850.85,-27.700000000000728,-38.53700000000073,-26012.475000000493,Initial SL Hit,675,3x,-1.0404990000000196,2024,-12.974186925000097
182,2024-05-08 15:15:00,SHORT,2024-05-09 09:15:00,10921.8,10946.4,10946.4,2024-05-09 09:15:00,10946.4,-24.600000000000364,-35.534100000000365,-23985.517500000245,Initial SL hit,675,3x,-0.9594207000000098,2024,-13.933607625000107
183,2024-05-09 11:15:00,SHORT,2024-05-09 12:15:00,10879.4,10938.0,10933.32755102041,2024-05-13 12:15:00,10938.0,-58.600000000000364,-69.50870000000036,-46918.372500000245,Initial SL hit,675,3x,-1.8767349000000095,2024,-15.81034252500011
184,2024-05-13 15:15:00,SHORT,2024-05-14 09:15:00,11081.55,11101.3,11101.3,2024-05-14 11:15:00,11101.3,-19.75,-30.841425,-20817.961875,Initial SL Hit,675,3x,-0.8327184750000001,2024,-16.643061000000117
185,2024-06-04 15:15:00,SHORT,2024-06-05 09:15:00,10832.15,10898.75,10898.75,2024-06-05 09:15:00,10898.75,-66.60000000000036,-77.46545000000036,-52289.17875000024,Initial SL Hit,675,3x,-2.0915671500000097,2024,-18.73462815000012
