,date,day,expiry,DTE,strike,type,Entry Price,Entry Time,initial sl,TSL,Exit Price,Exit date,Exit Time,Remark,Points Captured,Slippage,Qty,PnL,ROI%,Trade Year,Trade Month,Highest High,Lowest Low,Max ROI%,Margin,Entry Date,Signal Generated At,Trade Type,Initial SL,Final SL,After Costs,Remarks,Leverage,Index,Portfolio,Allocation,Qty apAlloc,PnL apAlloc,ROI% PF
1430,,,,,,,15103.1,2021-05-21 11:15:00,,,15467.5,,2021-06-02 12:15:00,,364.3999999999997,,325.0,116442.91099999988,1.940713242618148,2021,5,,,,,2021-05-21 11:15:00,2021-05-21 10:15:00,LONG,15003.41954,15436.04,358.2858799999996,MACD Reversal,5.0,NIFTY,1000000.0,333333.0,108.333225,38814.26485236296,3.881426485236296
399,2021-05-21,Friday,2021-05-27,6.0,14950.0,P,60.25,12:30:00,108.65,0.295,0.1,2021-05-27,15:25:00,EOD exit,60.15,0.6035,413.2231404958677,24605.991735537187,1.2302995867768594,2021,5,66.3,0.1,2.485537190082644,77.22107438016528,2021-05-21 12:30:00,,,,,,,,,,,,,
398,2021-05-21,Friday,2021-05-27,6.0,15000.0,C,197.85,14:10:00,216.65,0.0,216.65,2021-05-21,14:15:00,SL hit,-18.80000000000001,4.1450000000000005,1063.829787234042,-24409.574468085106,-1.2204787234042553,2021,5,221.5,194.4,0.3670212765957432,199.4680851063829,2021-05-21 14:10:00,,,,,,,,,,,,,
400,2021-05-24,Monday,2021-05-27,3.0,15250.0,C,84.05,11:30:00,108.6,0.0,108.6,2021-05-25,09:15:00,SL hit,-24.55,1.9265,814.663951120163,-21569.450101832997,-1.0784725050916497,2021,5,115.0,58.6,2.0733197556008145,155.29531568228106,2021-05-24 11:30:00,,,,,,,,,,,,,
1431,,,,,,,34716.15,2021-05-25 11:15:00,,,34444.15,,2021-05-25 13:45:00,,-272.0,,150.0,-41837.4045,-0.697289377709925,2021,5,,,,,2021-05-25 11:15:00,2021-05-25 10:45:00,LONG,34195.40775,34195.40775,-278.91603,MACD Reversal,5.0,BANKNIFTY,1000000.0,333333.0,49.99995,-13945.787554198498,-1.39457875541985
401,2021-05-25,Tuesday,2021-05-27,2.0,15300.0,C,56.25,12:40:00,77.55,0.0,77.55,2021-05-27,11:50:00,SL hit,-21.3,1.338,938.9671361502348,-21256.33802816901,-1.0628169014084505,2021,5,78.2,23.6,3.065727699530517,179.5774647887324,2021-05-25 12:40:00,,,,,,,,,,,,,
1432,,,,,,,34749.15,2021-05-26 09:15:00,,,34508.1,,2021-05-26 09:15:00,,-241.0500000000029,,150.0,-37196.35875000044,-0.6199386925606948,2021,5,,,,,2021-05-26 09:15:00,2021-05-25 15:15:00,LONG,34227.91275,34227.91275,-247.9757250000029,MACD Reversal,5.0,BANKNIFTY,1000000.0,333333.0,49.99995,-12398.773851213897,-1.2398773851213896
1433,,,,,,,34834.75,2021-05-26 10:45:00,,,34688.7,,2021-05-26 14:45:00,,-146.0500000000029,,150.0,-22950.35175000044,-0.3825054799941448,2021,5,,,,,2021-05-26 10:45:00,2021-05-26 10:15:00,LONG,34312.22875,34733.29,-153.00234500000292,TSL Hit,5.0,BANKNIFTY,1000000.0,333333.0,49.99995,-7650.109599882896,-0.7650109599882896
1434,,,,,,,34708.0,2021-05-27 09:15:00,,,34558.15,,2021-05-27 09:15:00,,-149.84999999999854,,150.0,-23516.49224999978,-0.3919411455584589,2021,5,,,,,2021-05-27 09:15:00,2021-05-26 15:15:00,LONG,34187.38,34187.38,-156.77661499999854,MACD Reversal,5.0,BANKNIFTY,1000000.0,333333.0,49.99995,-7838.822911169177,-0.7838822911169178
1435,,,,,,,34819.3,2021-05-27 12:45:00,,,35080.3,,2021-05-28 14:15:00,,261.0,,150.0,38101.506,0.6350244649749,2021,5,,,,,2021-05-27 12:45:00,2021-05-27 12:15:00,LONG,34297.010500000004,35120.07,254.01004,TSL Hit,5.0,BANKNIFTY,1000000.0,333333.0,49.99995,12700.489299498,1.2700489299498
402,2021-05-28,Friday,2021-06-03,6.0,15450.0,C,97.5,12:30:00,129.95,0.0,129.95,2021-05-31,12:00:00,SL hit,-32.44999999999999,2.2745,616.3328197226505,-21401.84899845917,-1.0700924499229587,2021,5,130.5,62.8,2.1386748844375973,119.02927580893687,2021-05-28 12:30:00,,,,,,,,,,,,,
403,2021-05-28,Friday,2021-06-03,6.0,15400.0,P,102.1,13:15:00,137.45,0.4899999999999999,0.05,2021-06-03,15:25:00,EOD exit,102.05,1.0215,565.7708628005659,57158.981612446965,2.8579490806223484,2021,6,111.05,0.05,5.773691654879774,108.91089108910894,2021-05-28 13:15:00,,,,,,,,,,,,,
1436,,,,,,,35149.35,2021-05-28 15:15:00,,,35402.6,,2021-06-01 09:45:00,,253.25,,135.0,33236.298675,0.5539377573116887,2021,5,,,,,2021-05-28 15:15:00,2021-05-28 14:45:00,LONG,34622.10975,35404.846666666665,246.194805,TSL Hit,5.0,BANKNIFTY,1000000.0,333333.0,44.999955,11078.755146233774,1.1078755146233774
1437,,,,,,,35358.45,2021-06-01 12:15:00,,,35190.75,,2021-06-02 09:15:00,,-167.6999999999971,,135.0,-23591.91419999961,-0.3931981768014235,2021,6,,,,,2021-06-01 12:15:00,2021-06-01 11:45:00,LONG,34828.073249999994,34828.073249999994,-174.7549199999971,MACD Reversal,5.0,BANKNIFTY,1000000.0,333333.0,44.999955,-7863.963536028469,-0.786396353602847
404,2021-06-01,Tuesday,2021-06-03,2.0,15650.0,C,44.95,12:20:00,75.7,0.0,39.9,2021-06-03,15:25:00,EOD exit,5.050000000000004,0.8484999999999999,650.4065040650406,2732.6829268292718,0.13663414634146356,2021,6,62.0,7.45,2.4390243902439024,127.2357723577236,2021-06-01 12:20:00,,,,,,,,,,,,,
1438,,,,,,,15576.65,2021-06-02 15:15:00,,,15659.65,,2021-06-09 12:15:00,,83.0,,325.0,24944.6405,0.415743592589325,2021,6,,,,,2021-06-02 15:15:00,2021-06-02 14:15:00,LONG,15473.844109999998,15670.5275,76.75274,TSL Hit,5.0,NIFTY,1000000.0,333333.0,108.333225,8314.8718517865,0.83148718517865
1439,,,,,,,35415.85,2021-06-03 09:15:00,,,35546.4,,2021-06-04 10:15:00,,130.5500000000029,,135.0,16666.25962500039,0.27777071597901276,2021,6,,,,,2021-06-03 09:15:00,2021-06-02 15:15:00,LONG,34884.61225,35583.26333333333,123.4537750000029,TSL Hit,5.0,BANKNIFTY,1000000.0,333333.0,44.999955,5555.414319580255,0.5555414319580255
405,2021-06-04,Friday,2021-06-10,6.0,15750.0,C,78.5,12:55:00,110.0,0.0,0.05,2021-06-10,15:25:00,EOD exit,78.45,0.7855,634.9206349206349,49310.79365079365,2.4655396825396827,2021,6,102.8,0.05,4.980952380952381,125.0,2021-06-04 12:55:00,,,,,,,,,,,,,
406,2021-06-07,Monday,2021-06-10,3.0,15700.0,P,84.35,09:55:00,99.6,29.995,99.6,2021-06-09,13:15:00,SL hit,-15.25,1.8395,1019.108280254777,-17416.05095541401,-0.8708025477707005,2021,6,103.5,21.0,6.456050955414011,200.0,2021-06-07 09:55:00,,,,,,,,,,,,,
1440,,,,,,,35488.6,2021-06-07 12:15:00,,,35403.05,,2021-06-07 15:15:00,,-85.54999999999563,,135.0,-12506.28727499941,-0.20843791281186894,2021,6,,,,,2021-06-07 12:15:00,2021-06-07 11:45:00,LONG,34956.271,35440.7,-92.63916499999564,TSL Hit,5.0,BANKNIFTY,1000000.0,333333.0,44.999955,-4168.758256237379,-0.4168758256237379
1441,,,,,,,35306.05,2021-06-09 12:15:00,,,34903.2,,2021-06-09 12:45:00,,-402.8500000000058,,135.0,-55332.574875000784,-0.922208659040432,2021,6,,,,,2021-06-09 12:15:00,2021-06-09 11:45:00,LONG,34776.45925,35173.096666666665,-409.8709250000058,TSL Hit,5.0,BANKNIFTY,1000000.0,333333.0,44.999955,-18444.17318080864,-1.844417318080864
1442,,,,,,,52244.86,2021-06-10 13:15:00,,,52400.14,,2021-06-17 09:15:00,,155.27999999999884,,150.0,21722.324999999822,0.3620383879612471,2021,6,,,,,2021-06-10 13:15:00,2021-06-10 12:15:00,LONG,51931.39084,52376.92650000001,144.81549999999885,MACD Reversal,8.0,SENSEX,1000000.0,333333.0,49.99995,7240.767759224942,0.7240767759224942
1443,,,,,,,15745.85,2021-06-10 14:15:00,,,15641.92739,,2021-06-14 09:15:00,,-103.92261000000144,,325.0,-35815.05378035047,-0.5969169660882782,2021,6,,,,,2021-06-10 14:15:00,2021-06-10 13:15:00,LONG,15641.92739,15730.440000000002,-110.20016547800144,Initial SL hit,5.0,NIFTY,1000000.0,333333.0,108.333225,-11938.339321765565,-1.1938339321765563
1444,,,,,,,35157.4,2021-06-10 15:15:00,,,34940.1,,2021-06-11 11:45:00,,-217.3000000000029,,135.0,-30281.8162500004,-0.504696432803069,2021,6,,,,,2021-06-10 15:15:00,2021-06-10 14:45:00,LONG,34630.039000000004,35036.35333333334,-224.3097500000029,TSL Hit,5.0,BANKNIFTY,1000000.0,333333.0,44.999955,-10093.92865606138,-1.009392865606138
407,2021-06-11,Friday,2021-06-17,6.0,15800.0,C,90.25,12:55:00,117.9,0.0,117.9,2021-06-15,10:20:00,SL hit,-27.65000000000001,2.0815,723.3273056057865,-21505.60578661844,-1.075280289330922,2021,6,119.0,33.0,4.141048824593128,142.85714285714283,2021-06-11 12:55:00,,,,,,,,,,,,,
408,2021-06-11,Friday,2021-06-17,6.0,15750.0,P,68.75,14:40:00,109.7,73.5675,109.7,2021-06-14,09:20:00,SL hit,-40.95,1.7845,488.4004884004884,-20871.55067155067,-1.0435775335775337,2021,6,112.0,65.05,0.1807081807081808,96.15384615384616,2021-06-11 14:40:00,,,,,,,,,,,,,
409,2021-06-14,Monday,2021-06-17,3.0,15750.0,P,90.5,12:35:00,178.0,79.0475,59.05,2021-06-17,15:25:00,EOD exit,31.450000000000003,1.4955,228.57142857142856,6846.742857142858,0.3423371428571429,2021,6,133.9,22.65,1.5508571428571427,45.0,2021-06-14 12:35:00,,,,,,,,,,,,,
1445,,,,,,,15808.25,2021-06-14 14:15:00,,,15788.7,,2021-06-16 12:15:00,,-19.549999999999272,,325.0,-8407.551749999762,-0.14012572237413354,2021,6,,,,,2021-06-14 14:15:00,2021-06-14 13:15:00,LONG,15703.91555,15774.29,-25.86938999999927,MACD Reversal,5.0,NIFTY,1000000.0,333333.0,108.333225,-2802.514447482671,-0.2802514447482671
1446,,,,,,,34971.5,2021-06-15 09:15:00,,,35204.2,,2021-06-16 09:45:00,,232.6999999999971,,150.0,33852.36449999956,0.5642055107939177,2021,6,,,,,2021-06-15 09:15:00,2021-06-14 15:15:00,LONG,34446.9275,35222.433333333334,225.68242999999708,TSL Hit,5.0,BANKNIFTY,1000000.0,333333.0,49.99995,11284.110215878354,1.1284110215878354
410,2021-06-16,Wednesday,2021-06-17,1.0,15850.0,C,66.15,09:40:00,71.8,0.0,0.05,2021-06-17,15:25:00,EOD exit,66.10000000000001,0.662,1009.4637223974764,66057.28706624606,3.302864353312303,2021,6,67.9,0.05,6.6725552050473205,200.0,2021-06-16 09:40:00,,,,,,,,,,,,,
1447,,,,,,,35138.4,2021-06-16 11:45:00,,,34975.95,,2021-06-16 12:15:00,,-162.45000000000437,,135.0,-22877.29372500059,-0.38128784746178107,2021,6,,,,,2021-06-16 11:45:00,2021-06-16 11:15:00,LONG,34611.324,34611.324,-169.46143500000437,MACD Reversal,5.0,BANKNIFTY,1000000.0,333333.0,44.999955,-7625.756949235621,-0.7625756949235621
412,2021-06-18,Friday,2021-06-24,6.0,15800.0,C,40.7,12:45:00,87.9,0.0,87.25,2021-06-22,09:15:00,Gap SL hit,-46.55,1.2795,423.728813559322,-20266.73728813559,-1.0133368644067795,2021,6,105.0,16.05,1.0444915254237288,83.6864406779661,2021-06-18 12:45:00,,,,,,,,,,,,,
411,2021-06-18,Friday,2021-06-24,6.0,15750.0,P,215.55,13:40:00,332.15,6.815,0.05,2021-06-24,15:25:00,EOD exit,215.5,2.156,171.52658662092628,36594.1680960549,1.8297084048027448,2021,6,265.15,0.05,3.696397941680962,33.76929674099486,2021-06-18 13:40:00,,,,,,,,,,,,,
1448,,,,,,,34686.8,2021-06-21 13:45:00,,,34953.35,,2021-06-22 13:15:00,,266.54999999999563,,150.0,38937.89774999934,0.6489643135350265,2021,6,,,,,2021-06-21 13:45:00,2021-06-21 13:15:00,LONG,34166.498,34975.12666666667,259.5859849999956,TSL Hit,5.0,BANKNIFTY,1000000.0,333333.0,49.99995,12979.28627070053,1.297928627070053
1450,,,,,,,15747.65,2021-06-21 15:15:00,,,15719.0,,2021-06-23 12:15:00,,-28.64999999999964,,325.0,-11356.58224999988,-0.1892761815569605,2021,6,,,,,2021-06-21 15:15:00,2021-06-21 14:15:00,LONG,15643.715509999998,15729.951249999998,-34.943329999999634,TSL Hit,5.0,NIFTY,1000000.0,333333.0,108.333225,-3785.5236311392105,-0.378552363113921
1449,,,,,,,52575.55,2021-06-21 15:15:00,,,52398.93,,2021-06-23 12:15:00,,-176.62000000000262,,150.0,-28067.61720000039,-0.4677931522063866,2021,6,,,,,2021-06-21 15:15:00,2021-06-21 14:15:00,LONG,52260.0967,52482.006166666666,-187.1174480000026,TSL Hit,8.0,SENSEX,1000000.0,333333.0,49.99995,-9355.863044127733,-0.9355863044127732
413,2021-06-22,Tuesday,2021-06-24,2.0,15850.0,C,61.55,12:50:00,86.0,0.0,0.05,2021-06-24,15:25:00,EOD exit,61.5,0.616,817.9959100204499,49802.86298568507,2.490143149284253,2021,6,70.0,0.05,5.030674846625767,162.06543967280163,2021-06-22 12:50:00,,,,,,,,,,,,,
1451,,,,,,,34973.75,2021-06-22 14:15:00,,,34813.9,,2021-06-23 09:15:00,,-159.84999999999854,,150.0,-25024.314749999783,-0.4170714954280838,2021,6,,,,,2021-06-22 14:15:00,2021-06-22 13:45:00,LONG,34449.14375,34449.14375,-166.82876499999855,MACD Reversal,5.0,BANKNIFTY,1000000.0,333333.0,49.99995,-8341.429908561677,-0.8341429908561676
1452,,,,,,,52562.86,2021-06-23 13:15:00,,,52305.67,,2021-06-23 14:15:00,,-257.1900000000023,,150.0,-40151.527950000345,-0.6691914633078732,2021,6,,,,,2021-06-23 13:15:00,2021-06-23 12:15:00,LONG,52247.48284,52247.48284,-267.6768530000023,MACD Reversal,8.0,SENSEX,1000000.0,333333.0,49.99995,-13383.829266157463,-1.3383829266157463
1453,,,,,,,52616.59,2021-06-24 12:15:00,,,52618.86,,2021-06-29 10:15:00,,2.2700000000040745,,150.0,-1238.031749999389,-0.0206338418661273,2021,6,,,,,2021-06-24 12:15:00,2021-06-24 11:15:00,LONG,52300.89046,52543.92533333333,-8.253544999995926,MACD Reversal,8.0,SENSEX,1000000.0,333333.0,49.99995,-412.6768373225463,-0.0412676837322546
1455,,,,,,,34828.9,2021-06-24 13:15:00,,,35268.75,,2021-06-28 10:45:00,,439.84999999999854,,150.0,64926.03524999978,1.0820995053994085,2021,6,,,,,2021-06-24 13:15:00,2021-06-24 12:45:00,LONG,34306.4665,35279.333333333336,432.8402349999985,TSL Hit,5.0,BANKNIFTY,1000000.0,333333.0,49.99995,21641.99010798817,2.164199010798817
1454,,,,,,,15792.5,2021-06-24 13:15:00,,,15768.65,,2021-06-29 09:15:00,,-23.850000000000364,,325.0,-9802.724750000118,-0.16337858245458944,2021,6,,,,,2021-06-24 13:15:00,2021-06-24 12:15:00,LONG,15688.2695,15793.26875,-30.162230000000363,TSL Hit,5.0,NIFTY,1000000.0,333333.0,108.333225,-3267.5716490917894,-0.3267571649091789
414,2021-06-25,Friday,2021-07-01,6.0,15800.0,P,88.95,12:35:00,125.0,99.7125,125.0,2021-07-01,15:00:00,SL hit,-36.05,2.1395,554.7850208044383,-21186.962552011093,-1.0593481276005545,2021,7,132.85,33.55,3.0735090152565885,109.57004160887658,2021-06-25 12:35:00,,,,,,,,,,,,,
415,2021-06-25,Friday,2021-07-01,6.0,15850.0,C,87.95,12:35:00,108.45,0.0,108.45,2021-06-28,09:15:00,SL hit,-20.5,1.964,975.609756097561,-21916.09756097561,-1.0958048780487804,2021,6,109.4,84.3,0.3560975609756103,193.2926829268293,2021-06-25 12:35:00,,,,,,,,,,,,,
416,2021-06-28,Monday,2021-07-01,3.0,15950.0,C,37.15,10:10:00,56.55,0.0,0.05,2021-07-01,15:25:00,EOD exit,37.1,0.3719999999999999,1003.1347962382443,36843.13479623824,1.842156739811912,2021,7,41.3,0.05,3.721630094043888,200.0,2021-06-28 10:10:00,,,,,,,,,,,,,
1456,,,,,,,35315.3,2021-06-28 11:15:00,,,35103.55,,2021-06-29 09:45:00,,-211.75,,135.0,-29536.904475,-0.4922812489682588,2021,6,,,,,2021-06-28 11:15:00,2021-06-28 10:45:00,LONG,34785.5705,34785.5705,-218.791885,MACD Reversal,5.0,BANKNIFTY,1000000.0,333333.0,44.999955,-9845.624979365177,-0.9845624979365176
1457,,,,,,,15837.3,2021-06-30 11:15:00,,,15787.05,,2021-06-30 13:15:00,,-50.25,,325.0,-18386.83275,-0.3064469060527875,2021,6,,,,,2021-06-30 11:15:00,2021-06-30 10:15:00,LONG,15732.77382,15790.80375,-56.57487,TSL Hit,5.0,NIFTY,1000000.0,333333.0,108.333225,-6128.938121055749,-0.612893812105575
1458,,,,,,,52866.28,2021-06-30 11:15:00,,,52549.08232,,2021-06-30 14:15:00,,-317.1976799999975,,150.0,-49160.88243479963,-0.8193472212319532,2021,6,,,,,2021-06-30 11:15:00,2021-06-30 10:15:00,LONG,52549.08232,52608.10866666667,-327.7392162319975,Initial SL hit,8.0,SENSEX,1000000.0,333333.0,49.99995,-16386.944424639063,-1.6386944424639065
417,2021-07-02,Friday,2021-07-08,6.0,15700.0,P,87.95,12:40:00,117.0,8.875,0.15,2021-07-08,15:25:00,EOD exit,87.8,0.8810000000000001,688.4681583476765,59840.963855421694,2.992048192771085,2021,7,103.15,0.1,6.048192771084339,135.11187607573152,2021-07-02 12:40:00,,,,,,,,,,,,,
1459,,,,,,,52834.55,2021-07-05 10:15:00,,,52661.77,,2021-07-08 12:15:00,,-172.7800000000061,,150.0,-27499.44480000092,-0.4583236216759352,2021,7,,,,,2021-07-05 10:15:00,2021-07-05 09:15:00,LONG,52517.542700000005,52717.06183333333,-183.3296320000061,TSL Hit,8.0,SENSEX,1000000.0,333333.0,49.99995,-9166.472433518704,-0.9166472433518704
1460,,,,,,,15821.55,2021-07-05 10:15:00,,,15792.5,,2021-07-08 11:15:00,,-29.049999999999272,,325.0,-11496.163249999763,-0.1916025292306086,2021,7,,,,,2021-07-05 10:15:00,2021-07-05 09:15:00,LONG,15717.12777,15786.99125,-35.37280999999928,MACD Reversal,5.0,NIFTY,1000000.0,333333.0,108.333225,-3832.050584612172,-0.3832050584612172
1461,,,,,,,35117.8,2021-07-05 10:15:00,,,35530.45,,2021-07-06 15:15:00,,412.6499999999942,,135.0,54753.998624999214,0.9125657311833432,2021,7,,,,,2021-07-05 10:15:00,2021-07-05 09:45:00,LONG,34591.033,35549.88,405.5851749999942,TSL Hit,5.0,BANKNIFTY,1000000.0,333333.0,44.999955,18251.314623666865,1.8251314623666863
418,2021-07-05,Monday,2021-07-08,3.0,15800.0,C,62.2,12:55:00,100.9,0.0,100.9,2021-07-06,11:20:00,SL hit,-38.7,1.6310000000000002,516.7958656330749,-20842.894056847545,-1.0421447028423771,2021,7,114.8,52.25,0.5142118863049095,102.06718346253228,2021-07-05 12:55:00,,,,,,,,,,,,,
419,2021-07-06,Tuesday,2021-07-08,2.0,15900.0,C,29.65,15:00:00,59.85,0.0,0.05,2021-07-08,15:25:00,EOD exit,29.6,0.297,662.251655629139,19405.96026490066,0.970298013245033,2021,7,35.0,0.05,1.9602649006622512,131.62251655629137,2021-07-06 15:00:00,,,,,,,,,,,,,
1462,,,,,,,35599.05,2021-07-07 09:15:00,,,35660.1,,2021-07-08 11:15:00,,61.049999999995634,,135.0,7279.751474999411,0.12132906992079895,2021,7,,,,,2021-07-07 09:15:00,2021-07-06 15:15:00,LONG,35065.06425,35705.39666666666,53.92408499999564,TSL Hit,5.0,BANKNIFTY,1000000.0,333333.0,44.999955,2426.581398415979,0.2426581398415979
420,2021-07-09,Friday,2021-07-15,6.0,15650.0,P,81.7,12:30:00,113.2,0.3525,0.05,2021-07-15,15:25:00,EOD exit,81.65,0.8175,634.9206349206349,51322.22222222223,2.5661111111111117,2021,7,85.5,0.05,5.184126984126984,124.20634920634922,2021-07-09 12:30:00,,,,,,,,,,,,,
421,2021-07-09,Friday,2021-07-15,6.0,15700.0,C,88.1,13:40:00,119.0,0.0,119.0,2021-07-12,09:15:00,SL hit,-30.90000000000001,2.071,647.2491909385112,-21340.45307443365,-1.0670226537216827,2021,7,120.9,76.35,0.7605177993527507,127.0226537216828,2021-07-09 13:40:00,,,,,,,,,,,,,
1463,,,,,,,35346.1,2021-07-12 11:45:00,,,35188.75,,2021-07-12 12:45:00,,-157.34999999999854,,135.0,-22194.4704749998,-0.36990747134215546,2021,7,,,,,2021-07-12 11:45:00,2021-07-12 11:15:00,LONG,34815.9085,35209.27333333333,-164.40348499999854,TSL Hit,5.0,BANKNIFTY,1000000.0,333333.0,44.999955,-7398.14942684311,-0.7398149426843109
422,2021-07-12,Monday,2021-07-15,3.0,15800.0,C,52.45,13:05:00,66.75,0.0,66.75,2021-07-13,13:05:00,SL hit,-14.299999999999995,1.192,1012.6582278481012,-15688.101265822785,-0.7844050632911392,2021,7,67.25,23.45,2.936708860759494,200.0,2021-07-12 13:05:00,,,,,,,,,,,,,
1464,,,,,,,35432.05,2021-07-13 10:15:00,,,35498.4,,2021-07-14 09:15:00,,66.34999999999854,,135.0,7999.688924999803,0.133328015421848,2021,7,,,,,2021-07-13 10:15:00,2021-07-13 09:45:00,LONG,34900.56925,35539.52333333333,59.25695499999854,TSL Hit,5.0,BANKNIFTY,1000000.0,333333.0,44.999955,2666.5603084369595,0.266656030843696
1465,,,,,,,15795.7,2021-07-13 12:15:00,,,15825.2,,2021-07-19 09:15:00,,29.5,,325.0,7532.1415,0.125535566130975,2021,7,,,,,2021-07-13 12:15:00,2021-07-13 11:15:00,LONG,15691.44838,15825.8275,23.17582,TSL Hit,5.0,NIFTY,1000000.0,333333.0,108.333225,2510.7113226195,0.25107113226195
1466,,,,,,,52785.11,2021-07-13 13:15:00,,,52767.99,,2021-07-19 09:15:00,,-17.12000000000262,,150.0,-4151.296500000392,-0.0691882058117315,2021,7,,,,,2021-07-13 13:15:00,2021-07-13 12:15:00,LONG,52468.39934,52811.788166666665,-27.67531000000261,TSL Hit,8.0,SENSEX,1000000.0,333333.0,49.99995,-1383.7641162346306,-0.138376411623463
423,2021-07-14,Wednesday,2021-07-15,1.0,15850.0,C,18.05,09:50:00,31.0,0.0,31.0,2021-07-14,10:40:00,SL hit,-12.95,0.4905,1009.4637223974764,-13567.69716088328,-0.678384858044164,2021,7,34.6,15.95,0.2119873817034702,200.0,2021-07-14 09:50:00,,,,,,,,,,,,,
1467,,,,,,,35514.4,2021-07-14 10:15:00,,,35643.1,,2021-07-14 15:15:00,,128.6999999999971,,135.0,16413.873749999606,0.27356428893543094,2021,7,,,,,2021-07-14 10:15:00,2021-07-14 09:45:00,LONG,34981.684,35663.64666666666,121.58424999999708,TSL Hit,5.0,BANKNIFTY,1000000.0,333333.0,44.999955,5471.285778708619,0.5471285778708619
1468,,,,,,,35700.15,2021-07-15 09:15:00,,,35873.25,,2021-07-16 09:15:00,,173.09999999999854,,135.0,22402.259099999803,0.37337061162901175,2021,7,,,,,2021-07-15 09:15:00,2021-07-14 15:15:00,LONG,35164.647750000004,35877.36666666667,165.94265999999854,TSL Hit,5.0,BANKNIFTY,1000000.0,333333.0,44.999955,7467.412232580235,0.7467412232580235
1469,,,,,,,35835.5,2021-07-16 10:45:00,,,35732.35,,2021-07-16 11:45:00,,-103.15000000000146,,135.0,-14891.415975000196,-0.24819001805973695,2021,7,,,,,2021-07-16 10:45:00,2021-07-16 10:15:00,LONG,35297.9675,35297.9675,-110.30678500000144,MACD Reversal,5.0,BANKNIFTY,1000000.0,333333.0,44.999955,-4963.80036119474,-0.4963800361194739
425,2021-07-16,Friday,2021-07-22,6.0,16000.0,C,40.5,12:35:00,69.85,0.0,0.05,2021-07-22,15:25:00,EOD exit,40.45,0.4054999999999999,681.4310051107327,27287.56388415673,1.3643781942078368,2021,7,49.55,0.05,2.756388415672914,136.28620102214654,2021-07-16 12:35:00,,,,,,,,,,,,,
424,2021-07-16,Friday,2021-07-22,6.0,15950.0,P,79.6,14:50:00,115.0,92.985,172.25,2021-07-19,09:15:00,Gap SL hit,-92.65,2.5185,564.9717514124293,-53767.51412429378,-2.688375706214689,2021,7,217.0,76.45,0.1779661016949147,112.6412429378531,2021-07-16 14:50:00,,,,,,,,,,,,,
426,2021-07-20,Tuesday,2021-07-22,2.0,15700.0,P,71.05,13:35:00,138.5,0.6675000000000001,0.05,2021-07-22,15:25:00,EOD exit,71.0,0.711,296.5159377316531,20841.80874722016,1.042090437361008,2021,7,99.55,0.05,2.105263157894737,58.19125277983692,2021-07-20 13:35:00,,,,,,,,,,,,,
1470,,,,,,,52854.92,2021-07-22 13:15:00,,,52838.76,,2021-07-26 15:15:00,,-16.159999999996217,,150.0,-4009.405199999432,-0.0668233531765705,2021,7,,,,,2021-07-22 13:15:00,2021-07-22 12:15:00,LONG,52537.79048,52840.145833333336,-26.729367999996214,TSL Hit,8.0,SENSEX,1000000.0,333333.0,49.99995,-1336.4670635314103,-0.133646706353141
1471,,,,,,,15822.35,2021-07-22 13:15:00,,,15717.92249,,2021-07-27 12:15:00,,-104.42751000000136,,325.0,-35989.05846185044,-0.5998170412131997,2021,7,,,,,2021-07-22 13:15:00,2021-07-22 12:15:00,LONG,15717.92249,15794.131254882752,-110.73556449800137,Initial SL hit,5.0,NIFTY,1000000.0,333333.0,108.333225,-11996.340824263994,-1.1996340824263994
427,2021-07-23,Friday,2021-07-29,6.0,15850.0,P,77.65,12:45:00,136.5,92.6525,136.5,2021-07-27,13:05:00,SL hit,-58.85,2.1415,339.84706881903145,-20727.78249787596,-1.0363891248937978,2021,7,163.15,49.55,0.9549702633814784,67.33220050977062,2021-07-23 12:45:00,,,,,,,,,,,,,
1472,,,,,,,34868.05078125,2021-07-23 12:45:00,,,34949.2,,2021-07-26 14:15:00,,81.14921874999709,,150.0,11125.124050780814,0.18541854876094604,2021,7,,,,,2021-07-23 12:45:00,2021-07-23 12:15:00,LONG,34345.03001953125,34993.66333333333,74.1674936718721,TSL Hit,5.0,BANKNIFTY,1000000.0,333333.0,49.99995,3708.370975218921,0.3708370975218921
429,2021-07-26,Monday,2021-07-29,3.0,15850.0,C,71.2,09:45:00,86.6,0.0,86.6,2021-07-26,10:05:00,SL hit,-15.399999999999991,1.578,1009.4637223974764,-17138.675078864344,-0.8569337539432172,2021,7,87.4,65.55,0.5703470031545746,200.0,2021-07-26 09:45:00,,,,,,,,,,,,,
430,2021-07-26,Monday,2021-07-29,3.0,15900.0,C,55.05,10:10:00,60.9,0.0,60.9,2021-07-26,10:35:00,SL hit,-5.850000000000001,1.1595,1006.2893081761006,-7053.584905660378,-0.3526792452830189,2021,7,63.75,50.6,0.4477987421383642,200.0,2021-07-26 10:10:00,,,,,,,,,,,,,
428,2021-07-26,Monday,2021-07-29,3.0,15900.0,C,58.6,10:45:00,63.75,0.0,0.05,2021-07-29,15:25:00,EOD exit,58.55,0.5865,1006.2893081761006,58328.05031446541,2.91640251572327,2021,7,60.6,0.05,5.89182389937107,200.0,2021-07-26 10:45:00,,,,,,,,,,,,,
