time,open,high,low,close,RSI,RSI
2024-12-24T14:35:00+05:30,47.85,49.2,45.65,47.8,54.491308041262535,58.398856325947136
2024-12-24T14:40:00+05:30,48.1,49.65,42.7,45.3,51.98355969330105,56.77553856845034
2024-12-24T14:45:00+05:30,45.6,48.2,45,47.4,53.90265524897468,57.859078590785934
2024-12-24T14:50:00+05:30,47.45,49.6,41.7,44.3,50.682395837981844,47.90555978674793
2024-12-24T14:55:00+05:30,44.4,45.45,40.4,42.95,49.301077219293305,42.335766423357676
2024-12-24T15:00:00+05:30,43.5,47.5,39.7,43.9,50.32703926777827,50.51353874883289
2024-12-24T15:05:00+05:30,44.15,46.75,43.1,43.8,50.21185321583688,47.99608993157382
2024-12-24T15:10:00+05:30,43.75,46.35,42.85,45.6,52.32694250430066,49.76392823418321
2024-12-24T15:15:00+05:30,45.6,45.6,39.65,41.45,47.33421151523741,39.40886699507391
2024-12-24T15:20:00+05:30,42,43.55,40.85,43.2,49.521441191189375,52.346570397111954
2024-12-24T15:25:00+05:30,43.35,43.85,40.3,41.05,46.94207402254476,27.677100494233912
