Day,Time,Strike,Expiry,DTE,Option Type,Entry Price,Initial SL,Exit Price,Exit Time,Max Price After Entry,Min Price After Entry,Points,Qty,Pnl,Slippage,Final PnL,Margin,ROI%,Trade Year
2020-01-01,09:15:00,12300,2020-01-02,1,CE,9.5,14.25,2.6,2020-01-01 15:30:00,9.4,2.25,6.9,1626.0162601626016,11219.512195121952,0.121,11022.764227642276,250.0,1.1022764227642274,2020
2020-01-01,09:15:00,12100,2020-01-02,1,PE,5.45,8.175,3.55,2020-01-01 15:30:00,8.0,3.5,1.9000000000000004,1652.8925619834713,3140.495867768596,0.09,2991.7355371900835,250.00000000000006,0.29917355371900833,2020
2020-01-02,09:15:00,12300,2020-01-02,0,CE,1.85,2.7750000000000004,2.7750000000000004,2020-01-02 12:35:00,3.85,0.05,-0.9250000000000003,1626.0162601626016,-1504.065040650407,0.04625,-1579.2682926829273,250.0,-0.15792682926829274,2020
2020-01-02,09:15:00,12100,2020-01-02,0,PE,0.9,1.35,0.05,2020-01-02 15:28:00,1.0,0.05,0.85,1652.8925619834713,1404.9586776859505,0.009500000000000001,1389.2561983471076,250.00000000000006,0.13892561983471075,2020
2020-01-03,09:15:00,12400,2020-01-09,6,CE,14.0,21.0,7.3,2020-01-03 15:30:00,14.5,5.75,6.7,1612.9032258064515,10806.451612903225,0.21300000000000002,10462.90322580645,250.0,1.046290322580645,2020
2020-01-03,09:15:00,12150,2020-01-09,6,PE,28.6,42.900000000000006,42.900000000000006,2020-01-03 14:50:00,45.6,26.85,-14.300000000000004,1398.6013986013982,-20000.0,0.715,-21000.0,212.41258741258738,-2.1,2020
2020-01-06,09:15:00,12300,2020-01-09,3,CE,12.05,18.075000000000003,3.2,2020-01-06 15:29:00,12.1,3.0,8.850000000000001,1626.0162601626016,14390.243902439026,0.1525,14142.27642276423,250.0,1.4142276422764228,2020
2020-01-06,09:15:00,12050,2020-01-09,3,PE,32.8,49.199999999999996,49.199999999999996,2020-01-06 09:28:00,102.35,30.2,-16.4,1219.5121951219514,-20000.0,0.8200000000000001,-21000.000000000004,183.68902439024393,-2.1000000000000005,2020
2020-01-07,09:15:00,12200,2020-01-09,2,CE,21.95,32.925,10.75,2020-01-07 15:30:00,28.9,8.3,11.2,1639.344262295082,18360.655737704918,0.327,17824.590163934427,250.0,1.7824590163934426,2020
2020-01-07,09:15:00,11950,2020-01-09,2,PE,11.05,16.575000000000003,16.575000000000003,2020-01-07 11:03:00,43.85,5.75,-5.525000000000002,1673.6401673640169,-9246.861924686196,0.27625000000000005,-9709.205020920506,250.0,-0.9709205020920506,2020
2020-01-08,09:15:00,12050,2020-01-09,1,CE,21.1,31.650000000000002,31.650000000000002,2020-01-08 09:42:00,60.0,15.65,-10.55,1659.7510373443984,-17510.373443983404,0.5275,-18385.892116182575,250.0,-1.8385892116182574,2020
2020-01-08,09:15:00,11800,2020-01-09,1,PE,29.75,44.625,10.9,2020-01-08 15:29:00,34.0,6.25,18.85,1344.5378151260504,25344.537815126052,0.4065,24797.983193277312,198.31932773109244,2.479798319327731,2020
2020-01-09,09:15:00,12250,2020-01-09,0,CE,4.1,6.1499999999999995,0.05,2020-01-09 15:29:00,5.0,0.05,4.05,1632.6530612244896,6612.244897959183,0.041499999999999995,6544.489795918366,250.0,0.6544489795918367,2020
2020-01-09,09:15:00,12050,2020-01-09,0,PE,1.85,2.7750000000000004,0.05,2020-01-09 15:29:00,2.45,0.05,1.8,1659.7510373443984,2987.5518672199173,0.019000000000000003,2956.0165975103737,250.0,0.29560165975103736,2020
2020-01-10,09:15:00,12400,2020-01-16,6,CE,19.95,29.924999999999997,29.924999999999997,2020-01-10 11:16:00,40.45,14.85,-9.974999999999998,1612.9032258064515,-16088.70967741935,0.49875,-16893.14516129032,250.0,-1.6893145161290317,2020
2020-01-10,09:15:00,12150,2020-01-16,6,PE,39.6,59.400000000000006,36.75,2020-01-10 15:30:00,47.5,28.35,2.8500000000000014,1010.1010101010099,2878.78787878788,0.7635,2107.5757575757584,153.4090909090909,0.21075757575757584,2020
2020-01-13,09:15:00,12400,2020-01-16,3,CE,29.95,44.925,28.4,2020-01-13 15:30:00,35.6,19.9,1.5500000000000007,1335.5592654424042,2070.1168614357275,0.5834999999999999,1290.8180300500849,207.01168614357263,0.1290818030050085,2020
2020-01-13,09:15:00,12150,2020-01-16,3,PE,20.6,30.900000000000002,12.3,2020-01-13 15:29:00,22.25,11.3,8.3,1646.0905349794239,13662.55144032922,0.32900000000000007,13120.987654320988,250.0,1.3120987654320988,2020
2020-01-14,09:15:00,12450,2020-01-16,2,CE,8.3,12.450000000000001,12.450000000000001,2020-01-14 09:34:00,15.65,7.2,-4.15,1606.4257028112452,-6666.666666666668,0.20750000000000002,-7000.000000000001,250.00000000000006,-0.7000000000000001,2020
2020-01-14,09:15:00,12200,2020-01-16,2,PE,20.8,31.200000000000003,8.85,2020-01-14 15:30:00,21.0,7.85,11.950000000000001,1639.344262295082,19590.163934426233,0.2965,19104.09836065574,250.0,1.910409836065574,2020
2020-01-15,09:15:00,12450,2020-01-16,1,CE,4.0,6.0,3.0,2020-01-15 15:29:00,4.45,1.7,1.0,1606.4257028112452,1606.4257028112452,0.07,1493.9759036144578,250.00000000000006,0.1493975903614458,2020
2020-01-15,09:15:00,12250,2020-01-16,1,PE,16.65,24.974999999999998,6.75,2020-01-15 15:30:00,23.0,5.5,9.899999999999999,1632.6530612244896,16163.265306122445,0.23399999999999999,15781.224489795915,250.0,1.5781224489795915,2020
2020-01-16,09:15:00,12450,2020-01-16,0,CE,0.65,0.9750000000000001,0.9750000000000001,2020-01-16 09:49:00,1.0,0.05,-0.32500000000000007,1606.4257028112452,-522.0883534136548,0.01625,-548.1927710843376,250.00000000000006,-0.05481927710843376,2020
2020-01-16,09:15:00,12200,2020-01-16,0,PE,0.55,0.8250000000000001,0.8250000000000001,2020-01-16 11:13:00,3.0,0.05,-0.275,1639.344262295082,-450.81967213114757,0.01375,-473.3606557377049,250.0,-0.04733606557377049,2020
2020-01-17,09:15:00,12450,2020-01-23,6,CE,18.25,27.375,27.375,2020-01-17 09:23:00,37.85,18.2,-9.125,1606.4257028112452,-14658.634538152612,0.45625,-15391.566265060244,250.00000000000006,-1.5391566265060246,2020
2020-01-17,09:15:00,12200,2020-01-23,6,PE,25.4,38.099999999999994,16.2,2020-01-17 15:29:00,25.45,13.45,9.2,1574.8031496062997,14488.188976377956,0.4159999999999999,13833.070866141736,240.15748031496068,1.3833070866141737,2020
2020-01-20,09:15:00,12550,2020-01-23,3,CE,8.7,13.049999999999999,2.5,2020-01-20 15:30:00,8.7,2.3,6.199999999999999,1593.6254980079682,9880.478087649402,0.11199999999999999,9701.992031872509,250.0,0.9701992031872508,2020
2020-01-20,09:15:00,12300,2020-01-23,3,PE,26.85,40.275000000000006,40.275000000000006,2020-01-20 09:32:00,97.0,24.15,-13.425000000000004,1489.7579143389194,-20000.0,0.67125,-21000.0,229.05027932960883,-2.1,2020
2020-01-21,09:15:00,12300,2020-01-23,2,CE,16.8,25.200000000000003,12.0,2020-01-21 15:30:00,24.95,11.4,4.800000000000001,1626.0162601626016,7804.878048780489,0.28800000000000003,7336.585365853659,250.0,0.7336585365853658,2020
2020-01-21,09:15:00,12050,2020-01-23,2,PE,14.75,22.125,9.95,2020-01-21 15:29:00,18.25,7.55,4.800000000000001,1659.7510373443984,7966.804979253113,0.247,7556.846473029047,250.0,0.7556846473029047,2020
2020-01-22,09:15:00,12350,2020-01-23,1,CE,7.65,11.475000000000001,1.95,2020-01-22 15:30:00,7.9,1.75,5.7,1619.4331983805669,9230.769230769232,0.096,9075.303643724697,250.0,0.9075303643724697,2020
2020-01-22,09:15:00,12100,2020-01-23,1,PE,6.8,10.2,10.2,2020-01-22 09:28:00,42.7,6.45,-3.3999999999999995,1652.8925619834713,-5619.834710743801,0.17,-5900.826446280991,250.00000000000006,-0.5900826446280991,2020
2020-01-23,09:15:00,12250,2020-01-23,0,CE,0.7,1.0499999999999998,1.0499999999999998,2020-01-23 09:39:00,1.35,0.05,-0.34999999999999987,1632.6530612244896,-571.4285714285711,0.017499999999999998,-599.9999999999998,250.0,-0.05999999999999998,2020
2020-01-23,09:15:00,12000,2020-01-23,0,PE,1.9,2.8499999999999996,0.05,2020-01-23 15:29:00,2.4,0.05,1.8499999999999999,1666.6666666666665,3083.333333333333,0.0195,3050.8333333333326,250.0,0.30508333333333326,2020
2020-01-24,09:15:00,12300,2020-01-30,6,CE,32.2,48.300000000000004,48.300000000000004,2020-01-24 10:15:00,59.8,22.0,-16.1,1242.2360248447203,-20000.0,0.805,-20999.999999999996,190.99378881987576,-2.0999999999999996,2020
2020-01-24,09:15:00,12050,2020-01-30,6,PE,25.15,37.724999999999994,10.7,2020-01-24 15:30:00,36.65,10.65,14.45,1590.457256461233,22982.107355864817,0.35849999999999993,22411.928429423468,239.56262425447323,2.241192842942347,2020
2020-01-27,09:15:00,12300,2020-01-30,3,CE,20.6,30.900000000000002,9.55,2020-01-27 15:30:00,25.4,9.1,11.05,1626.0162601626016,17967.47967479675,0.30150000000000005,17477.235772357722,250.0,1.7477235772357722,2020
2020-01-27,09:15:00,12100,2020-01-30,3,PE,38.2,57.300000000000004,55.55,2020-01-27 15:30:00,57.0,25.4,-17.349999999999994,1047.1204188481674,-18167.539267015698,0.9375,-19149.214659685855,158.37696335078533,-1.9149214659685856,2020
2020-01-28,09:15:00,12250,2020-01-30,2,CE,15.1,22.65,22.65,2020-01-28 09:32:00,25.4,7.0,-7.549999999999999,1632.6530612244896,-12326.530612244895,0.3775,-12942.857142857141,250.0,-1.294285714285714,2020
2020-01-28,09:15:00,12050,2020-01-30,2,PE,29.55,44.325,44.325,2020-01-28 14:02:00,61.55,20.3,-14.775000000000002,1353.637901861252,-20000.0,0.73875,-21000.0,203.8917089678511,-2.1,2020
2020-01-29,09:15:00,12250,2020-01-30,1,CE,8.8,13.200000000000001,2.85,2020-01-29 15:30:00,12.75,2.7,5.950000000000001,1632.6530612244896,9714.285714285716,0.1165,9524.081632653062,250.0,0.9524081632653063,2020
2020-01-29,09:15:00,12000,2020-01-30,1,PE,11.7,17.549999999999997,4.05,2020-01-29 15:29:00,12.05,3.55,7.6499999999999995,1666.6666666666665,12749.999999999998,0.1575,12487.499999999998,250.0,1.2487499999999998,2020
2020-01-30,09:15:00,12250,2020-01-30,0,CE,0.6,0.8999999999999999,0.05,2020-01-30 15:28:00,0.6,0.05,0.5499999999999999,1632.6530612244896,897.9591836734692,0.006500000000000001,887.3469387755101,250.0,0.08873469387755101,2020
2020-01-30,09:15:00,12050,2020-01-30,0,PE,18.4,27.599999999999998,27.599999999999998,2020-01-30 10:32:00,45.5,1.0,-9.2,1659.7510373443984,-15269.709543568464,0.46,-16033.195020746889,250.0,-1.6033195020746889,2020
2020-01-31,09:15:00,12200,2020-02-06,6,CE,91.0,136.5,64.8,2020-01-31 15:29:00,104.3,60.85,26.200000000000003,439.56043956043953,11516.483516483517,1.558,10831.648351648353,67.03296703296702,1.0831648351648353,2020
2020-01-31,09:15:00,12000,2020-02-06,6,PE,115.75,173.625,173.625,2020-01-31 11:11:00,195.0,105.4,-57.875,345.5723542116631,-20000.0,2.8937500000000003,-21000.0,51.83585313174947,-2.1,2020
2020-02-01,09:15:00,12050,2020-02-06,5,CE,91.5,137.25,10.35,2020-02-01 15:30:00,126.25,9.05,81.15,437.1584699453552,35475.40983606558,1.0185,35030.16393442623,65.84699453551912,3.503016393442623,2020
2020-02-01,09:15:00,11800,2020-02-06,5,PE,102.5,153.75,153.75,2020-02-01 13:45:00,219.0,65.1,-51.25,390.2439024390244,-20000.0,2.5625,-21000.0,57.56097560975609,-2.1,2020
2020-02-03,09:15:00,11750,2020-02-06,3,CE,58.0,87.0,45.4,2020-02-03 15:29:00,71.65,31.6,12.600000000000001,689.6551724137931,8689.655172413795,1.034,7976.551724137932,101.29310344827587,0.7976551724137931,2020
2020-02-03,09:15:00,11500,2020-02-06,3,PE,25.4,38.099999999999994,38.099999999999994,2020-02-03 09:16:00,49.3,15.3,-12.699999999999996,1574.8031496062997,-20000.0,0.6349999999999999,-21000.0,226.3779527559056,-2.1,2020
2020-02-04,09:15:00,11900,2020-02-06,2,CE,15.75,23.625,23.625,2020-02-04 10:01:00,89.8,14.1,-7.875,1680.672268907563,-13235.294117647058,0.39375,-13897.058823529413,250.0,-1.3897058823529411,2020
2020-02-04,09:15:00,11650,2020-02-06,2,PE,23.0,34.5,3.5,2020-02-04 15:29:00,24.8,3.2,19.5,1716.7381974248926,33476.39484978541,0.265,33021.45922746781,250.0,3.3021459227467806,2020
2020-02-05,09:15:00,12150,2020-02-06,1,CE,3.8,5.699999999999999,5.699999999999999,2020-02-05 09:18:00,19.5,2.85,-1.8999999999999995,1646.0905349794239,-3127.5720164609043,0.095,-3283.9506172839497,250.0,-0.32839506172839494,2020
2020-02-05,09:15:00,11900,2020-02-06,1,PE,30.2,45.3,3.15,2020-02-05 15:29:00,31.35,2.45,27.05,1324.5033112582782,35827.81456953643,0.3335,35386.09271523179,197.01986754966887,3.538609271523179,2020
2020-02-06,09:15:00,12250,2020-02-06,0,CE,1.25,1.875,0.05,2020-02-06 15:29:00,1.5,0.05,1.2,1632.6530612244896,1959.1836734693875,0.013000000000000001,1937.9591836734694,250.0,0.19379591836734694,2020
2020-02-06,09:15:00,12000,2020-02-06,0,PE,2.8,4.199999999999999,0.05,2020-02-06 15:29:00,3.75,0.05,2.75,1666.6666666666665,4583.333333333333,0.028499999999999998,4535.833333333333,250.0,0.45358333333333334,2020
2020-02-07,09:15:00,12250,2020-02-13,6,CE,22.4,33.599999999999994,13.5,2020-02-07 15:30:00,25.6,11.1,8.899999999999999,1632.6530612244896,14530.612244897955,0.359,13944.489795918364,250.0,1.3944489795918364,2020
2020-02-07,09:15:00,12050,2020-02-13,6,PE,61.05,91.57499999999999,55.5,2020-02-07 15:30:00,67.7,45.25,5.549999999999997,655.2006552006554,3636.3636363636356,1.1655,2872.727272727272,98.68959868959874,0.2872727272727272,2020
2020-02-10,09:15:00,12200,2020-02-13,3,CE,19.6,29.400000000000002,9.6,2020-02-10 15:30:00,19.7,7.55,10.000000000000002,1639.344262295082,16393.442622950824,0.29200000000000004,15914.75409836066,250.0,1.591475409836066,2020
2020-02-10,09:15:00,12000,2020-02-13,3,PE,39.9,59.849999999999994,59.849999999999994,2020-02-10 09:53:00,78.0,39.65,-19.949999999999996,1002.5062656641607,-20000.0,0.9975,-21000.0,150.37593984962413,-2.1,2020
2020-02-11,09:15:00,12250,2020-02-13,2,CE,9.95,14.924999999999999,14.924999999999999,2020-02-11 09:22:00,19.65,5.8,-4.975,1632.6530612244896,-8122.448979591835,0.24875,-8528.571428571428,250.0,-0.8528571428571428,2020
2020-02-11,09:15:00,12000,2020-02-13,2,PE,17.25,25.875,11.5,2020-02-11 15:30:00,17.65,7.2,5.75,1666.6666666666665,9583.333333333332,0.28750000000000003,9104.166666666666,250.0,0.9104166666666667,2020
2020-02-12,09:15:00,12250,2020-02-13,1,CE,10.2,15.299999999999999,15.299999999999999,2020-02-12 09:28:00,24.7,10.05,-5.1,1632.6530612244896,-8326.530612244896,0.255,-8742.857142857141,250.0,-0.8742857142857141,2020
2020-02-12,09:15:00,12050,2020-02-13,1,PE,7.4,11.100000000000001,2.55,2020-02-12 15:30:00,7.4,2.2,4.8500000000000005,1659.7510373443984,8049.792531120333,0.09949999999999999,7884.647302904566,250.0,0.7884647302904566,2020
2020-02-13,09:15:00,12350,2020-02-13,0,CE,0.25,0.375,0.05,2020-02-13 15:27:00,0.25,0.05,0.2,1619.4331983805669,323.8866396761134,0.003,319.0283400809717,250.0,0.03190283400809717,2020
2020-02-13,09:15:00,12100,2020-02-13,0,PE,2.25,3.375,3.375,2020-02-13 09:16:00,3.9,0.05,-1.125,1652.8925619834713,-1859.5041322314053,0.05625,-1952.4793388429753,250.00000000000006,-0.19524793388429754,2020
2020-02-14,09:15:00,12300,2020-02-20,6,CE,37.3,55.949999999999996,14.75,2020-02-14 15:30:00,44.05,12.0,22.549999999999997,1072.3860589812334,24182.30563002681,0.5205,23624.12868632708,164.87935656836464,2.362412868632708,2020
2020-02-14,09:15:00,12050,2020-02-20,6,PE,18.55,27.825000000000003,27.825000000000003,2020-02-14 10:52:00,52.6,11.85,-9.275000000000002,1659.7510373443984,-15394.190871369297,0.46375,-16163.900414937762,250.0,-1.6163900414937762,2020
2020-02-17,09:15:00,12250,2020-02-20,3,CE,23.9,35.849999999999994,11.75,2020-02-17 15:30:00,29.35,9.0,12.149999999999999,1632.6530612244896,19836.734693877548,0.3565,19254.693877551017,250.0,1.9254693877551017,2020
2020-02-17,09:15:00,12000,2020-02-20,3,PE,25.2,37.8,37.8,2020-02-17 09:25:00,41.65,18.0,-12.599999999999998,1587.3015873015875,-20000.0,0.63,-21000.0,238.0952380952381,-2.1,2020
2020-02-18,09:15:00,12150,2020-02-20,2,CE,12.9,19.35,12.0,2020-02-18 15:29:00,13.45,4.25,0.9000000000000004,1646.0905349794239,1481.481481481482,0.249,1071.6049382716055,250.0,0.10716049382716054,2020
2020-02-18,09:15:00,11900,2020-02-20,2,PE,25.4,38.099999999999994,38.099999999999994,2020-02-18 12:22:00,42.75,11.0,-12.699999999999996,1574.8031496062997,-20000.0,0.6349999999999999,-21000.0,234.2519685039371,-2.1,2020
2020-02-19,09:15:00,12200,2020-02-20,1,CE,12.75,19.125,11.15,2020-02-19 15:30:00,13.95,5.0,1.5999999999999996,1639.344262295082,2622.950819672131,0.239,2231.147540983606,250.0,0.22311475409836062,2020
2020-02-19,09:15:00,11950,2020-02-20,1,PE,3.9,5.85,5.85,2020-02-19 09:34:00,10.35,1.7,-1.9499999999999997,1673.6401673640169,-3263.5983263598323,0.0975,-3426.7782426778244,250.0,-0.3426778242677824,2020
2020-02-20,09:15:00,12250,2020-02-20,0,CE,0.4,0.6000000000000001,0.05,2020-02-20 15:28:00,0.5,0.05,0.35000000000000003,1632.6530612244896,571.4285714285714,0.0045000000000000005,564.0816326530612,250.0,0.05640816326530612,2020
2020-02-20,09:15:00,12000,2020-02-20,0,PE,1.85,2.7750000000000004,0.05,2020-02-20 15:29:00,1.95,0.05,1.8,1666.6666666666665,3000.0,0.019000000000000003,2968.3333333333335,250.0,0.2968333333333334,2020
2020-02-24,09:15:00,12150,2020-02-27,3,CE,8.3,12.450000000000001,12.450000000000001,2020-02-24 09:30:00,14.6,7.1,-4.15,1646.0905349794239,-6831.27572016461,0.20750000000000002,-7172.83950617284,250.0,-0.7172839506172839,2020
2020-02-24,09:15:00,11900,2020-02-27,3,PE,63.8,95.69999999999999,95.69999999999999,2020-02-24 14:30:00,136.85,41.4,-31.89999999999999,626.959247648903,-20000.0,1.595,-21000.0,93.26018808777432,-2.1,2020
2020-02-25,09:15:00,12000,2020-02-27,2,CE,24.9,37.349999999999994,11.3,2020-02-25 15:30:00,27.0,9.7,13.599999999999998,1606.4257028112456,21847.38955823294,0.36200000000000004,21265.863453815266,240.96385542168682,2.1265863453815266,2020
2020-02-25,09:15:00,11750,2020-02-27,2,PE,42.8,64.19999999999999,30.65,2020-02-25 15:30:00,54.0,22.55,12.149999999999999,934.5794392523368,11355.14018691589,0.7344999999999999,10668.691588785048,137.26635514018696,1.0668691588785049,2020
2020-02-26,09:15:00,11850,2020-02-27,1,CE,15.8,23.700000000000003,5.0,2020-02-26 15:30:00,20.65,3.55,10.8,1687.7637130801688,18227.848101265823,0.20800000000000002,17876.79324894515,250.0,1.7876793248945149,2020
2020-02-26,09:15:00,11600,2020-02-27,1,PE,16.25,24.375,24.375,2020-02-26 14:31:00,41.25,5.1,-8.125,1724.1379310344828,-14008.620689655172,0.40625,-14709.051724137931,250.0,-1.4709051724137931,2020
2020-02-27,09:15:00,11800,2020-02-27,0,CE,0.85,1.275,0.05,2020-02-27 15:29:00,1.05,0.05,0.7999999999999999,1694.915254237288,1355.9322033898304,0.009000000000000001,1340.6779661016947,250.0,0.13406779661016946,2020
2020-02-27,09:15:00,11550,2020-02-27,0,PE,5.25,7.875,7.875,2020-02-27 09:31:00,40.2,0.05,-2.625,1731.6017316017317,-4545.454545454546,0.13125,-4772.727272727273,250.0,-0.4772727272727273,2020
2020-02-28,09:15:00,11500,2020-03-05,6,CE,81.5,122.25,36.55,2020-02-28 15:30:00,85.0,35.0,44.95,490.79754601226995,22061.349693251537,1.1805,21481.96319018405,70.5521472392638,2.148196319018405,2020
2020-02-28,09:15:00,11250,2020-03-05,6,PE,105.0,157.5,157.5,2020-02-28 09:17:00,219.65,103.65,-52.5,380.95238095238096,-20000.0,2.625,-21000.0,53.57142857142857,-2.1,2020
2020-03-02,09:15:00,11500,2020-03-05,3,CE,60.0,90.0,17.15,2020-03-02 15:30:00,73.55,11.1,42.85,666.6666666666666,28566.666666666664,0.7715000000000001,28052.333333333332,95.83333333333333,2.805233333333333,2020
2020-03-02,09:15:00,11250,2020-03-05,3,PE,78.4,117.60000000000001,117.60000000000001,2020-03-02 09:19:00,281.3,59.25,-39.2,510.204081632653,-20000.0,1.96,-21000.0,71.74744897959184,-2.1,2020
2020-03-03,09:15:00,11350,2020-03-05,2,CE,76.15,114.22500000000001,84.8,2020-03-03 15:29:00,94.85,46.0,-8.649999999999991,525.2790544977018,-4543.663821405116,1.6095,-5389.100459619168,74.52396585686145,-0.5389100459619168,2020
2020-03-03,09:15:00,11100,2020-03-05,2,PE,65.3,97.94999999999999,97.94999999999999,2020-03-03 10:22:00,136.5,39.65,-32.64999999999999,612.5574272588057,-20000.0,1.6325,-21000.0,84.99234303215928,-2.1,2020
2020-03-04,09:15:00,11450,2020-03-05,1,CE,29.05,43.575,5.0,2020-03-04 15:29:00,30.8,2.6,24.05,1376.9363166953526,33115.31841652323,0.34049999999999997,32646.471600688466,197.07401032702234,3.2646471600688467,2020
2020-03-04,09:15:00,11250,2020-03-05,1,PE,77.35,116.02499999999999,116.02499999999999,2020-03-04 12:56:00,201.5,57.1,-38.675,517.1299288946348,-19999.999999999996,1.93375,-21000.0,72.72139625080801,-2.1,2020
2020-03-05,09:15:00,11400,2020-03-05,0,CE,15.0,22.5,0.05,2020-03-05 15:29:00,17.9,0.05,14.95,1754.3859649122808,26228.070175438595,0.15050000000000002,25964.035087719298,250.0,2.59640350877193,2020
2020-03-05,09:15:00,11200,2020-03-05,0,PE,10.7,16.049999999999997,16.049999999999997,2020-03-05 09:24:00,24.9,0.05,-5.349999999999998,1785.7142857142858,-9553.571428571426,0.26749999999999996,-10031.249999999996,250.0,-1.0031249999999996,2020
2020-03-06,09:15:00,11050,2020-03-12,6,CE,100.8,151.2,90.0,2020-03-06 15:29:00,120.95,81.1,10.799999999999997,396.82539682539687,4285.714285714285,1.9080000000000001,3528.571428571428,54.811507936507944,0.35285714285714276,2020
2020-03-06,09:15:00,10850,2020-03-12,6,PE,185.0,277.5,110.15,2020-03-06 15:29:00,186.6,91.8,74.85,216.21621621621622,16183.783783783783,2.9515,15545.621621621622,29.324324324324323,1.5545621621621621,2020
2020-03-09,09:15:00,10850,2020-03-12,3,CE,60.65,90.975,15.95,2020-03-09 15:29:00,62.0,12.95,44.7,659.5218466611708,29480.626545754338,0.766,28975.432811211882,89.44765045342129,2.8975432811211883,2020
2020-03-09,09:15:00,10650,2020-03-12,3,PE,116.5,174.75,174.75,2020-03-09 10:40:00,405.5,103.25,-58.25,343.3476394849785,-20000.0,2.9125,-21000.0,45.708154506437765,-2.1,2020
2020-03-11,09:15:00,10450,2020-03-12,1,CE,118.35,177.52499999999998,86.95,2020-03-11 15:29:00,162.95,68.55,31.39999999999999,337.98056611744835,10612.589776087876,2.053,9918.715673848754,44.148711449091685,0.9918715673848754,2020
2020-03-11,09:15:00,10250,2020-03-12,1,PE,44.15,66.225,66.225,2020-03-11 09:17:00,75.65,22.9,-22.074999999999996,906.0022650056627,-20000.0,1.10375,-21000.000000000004,116.08154020385054,-2.1000000000000005,2020
2020-03-12,09:15:00,10150,2020-03-12,0,CE,12.25,18.375,18.375,2020-03-12 12:19:00,20.0,0.05,-6.125,1970.4433497536945,-12068.965517241379,0.30625,-12672.41379310345,250.0,-1.2672413793103448,2020
2020-03-12,09:15:00,9950,2020-03-12,0,PE,8.45,12.674999999999999,12.674999999999999,2020-03-12 09:17:00,462.6,9.25,-4.225,2010.0502512562816,-8492.462311557789,0.21125,-8917.085427135678,250.00000000000006,-0.8917085427135678,2020
2020-03-13,09:15:00,9200,2020-03-19,6,CE,158.4,237.60000000000002,237.60000000000002,2020-03-13 10:24:00,1031.05,130.0,-79.20000000000002,252.52525252525248,-20000.0,3.96,-21000.0,29.040404040404038,-2.1,2020
2020-03-13,09:15:00,9000,2020-03-19,6,PE,534.15,801.2249999999999,130.0,2020-03-13 15:30:00,798.95,83.1,404.15,74.88533183562672,30264.906861368534,6.6415,29767.55592998222,8.424599831508004,2.976755592998222,2020
2020-03-16,09:15:00,9700,2020-03-19,3,CE,239.85,359.775,145.0,2020-03-16 15:30:00,250.0,130.0,94.85,166.77089847821557,15818.219720658746,3.8485000000000005,15176.401917865333,20.220971440483638,1.5176401917865332,2020
2020-03-16,09:15:00,9500,2020-03-19,3,PE,391.6,587.4000000000001,587.4000000000001,2020-03-16 14:21:00,619.0,335.55,-195.80000000000007,102.14504596527065,-20000.0,9.790000000000001,-21000.0,12.12972420837589,-2.1,2020
2020-03-17,09:15:00,9400,2020-03-19,2,CE,207.15,310.725,80.2,2020-03-17 15:30:00,294.85,75.6,126.95,193.0967897658701,24513.637460777212,2.8735000000000004,23958.77383538498,22.68887279748974,2.395877383538498,2020
2020-03-17,09:15:00,9200,2020-03-19,2,PE,377.35,566.0250000000001,423.9,2020-03-17 15:30:00,468.75,235.0,-46.549999999999955,106.00238505366367,-4934.411024248039,8.0125,-5783.75513449052,12.190274281171321,-0.578375513449052,2020
2020-03-18,09:15:00,9200,2020-03-19,1,CE,139.7,209.54999999999998,15.0,2020-03-18 15:30:00,153.6,5.45,124.69999999999999,286.3278453829635,35705.08231925555,1.547,35262.1331424481,32.927702219040796,3.5262133142448104,2020
2020-03-18,09:15:00,9000,2020-03-19,1,PE,207.95,311.92499999999995,311.92499999999995,2020-03-18 10:57:00,618.65,177.0,-103.97499999999997,192.35393123346964,-20000.0,5.19875,-21000.0,21.639817263765334,-2.1,2020
2020-03-19,09:15:00,8150,2020-03-19,0,CE,51.05,76.57499999999999,76.57499999999999,2020-03-19 10:13:00,420.35,15.9,-25.52499999999999,783.5455435847211,-20000.0,1.2762499999999999,-21000.0,79.82370225269347,-2.1,2020
2020-03-19,09:15:00,8000,2020-03-19,0,PE,127.3,190.95,190.95,2020-03-19 09:23:00,228.75,0.05,-63.64999999999999,314.2183817753339,-20000.0,3.1825,-21000.000000000004,31.421838177533388,-2.1000000000000005,2020
2020-03-20,09:15:00,8350,2020-03-26,6,CE,331.5,497.25,497.25,2020-03-20 12:10:00,730.9,320.05,-165.75,120.66365007541478,-20000.0,8.2875,-21000.0,12.594268476621417,-2.1,2020
2020-03-20,09:15:00,8200,2020-03-26,6,PE,448.8,673.2,200.0,2020-03-20 15:30:00,466.0,186.0,248.8,89.126559714795,22174.688057040996,6.4879999999999995,21596.434937611404,9.135472370766488,2.1596434937611404,2020
2020-03-23,09:15:00,8050,2020-03-26,3,CE,498.8,748.2,132.0,2020-03-23 15:29:00,499.05,120.05,366.8,80.19246190858058,29414.59502806736,6.308,28908.740978348033,8.06936647955092,2.890874097834803,2020
2020-03-23,09:15:00,7850,2020-03-26,3,PE,374.55,561.825,498.0,2020-03-23 15:29:00,516.6,265.0,-123.44999999999999,106.7948204512081,-13183.820584701638,8.7255,-14115.658790548656,10.479241756774794,-1.4115658790548655,2020
