,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Trade Month,Index,Allocation,Portfolio,ROI% PF,Strategy,Qty apAlloc,PnL apAlloc
1838,2018-03-09 11:15:00,LONG,2018-03-09 12:15:00,10287.65,10219.751509999998,10219.751509999998,2018-03-09 14:15:00,10219.751509999998,-67.8984900000014,-71.9999703020014,-34199.98589345066,Initial SL Hit,475,5.0,-3.419998589345066,2018,3,NIFTY,333333.0,1000000.0,-0.1139998389782159,WAVE,158.33317499999998,-11399.98389782159
1839,2018-03-09 13:45:00,LONG,2018-03-09 14:15:00,24471.75,24104.67375,24104.67375,2018-03-09 14:45:00,24284.8,-186.9500000000008,-191.82565500000072,-40283.38755000015,MACD Reversal,210,5.0,-4.028338755000015,2018,3,BANKNIFTY,333333.0,1000000.0,-0.13427782422204199,WAVE,69.99992999999999,-13427.782422204198
1841,2018-03-12 11:15:00,LONG,2018-03-12 11:45:00,24417.45,24051.18825,24784.83333333333,2018-03-13 13:45:00,24639.35,221.89999999999785,216.99431999999783,45568.807199999545,TSL Hit,210,5.0,4.556880719999954,2018,3,BANKNIFTY,333333.0,1000000.0,0.15189587210397448,WAVE,69.99992999999999,15189.587210397449
1842,2018-03-12 11:15:00,LONG,2018-03-12 12:15:00,33626.87,33425.10878,33584.553,2018-03-15 15:15:00,33656.81,29.93999999999505,23.211631999995053,5570.7916799988125,MACD Reversal,240,8.0,0.5570791679998812,2018,3,SENSEX,333333.0,1000000.0,0.01856928703069044,WAVE,79.99992,1856.9287030690443
1840,2018-03-12 11:15:00,LONG,2018-03-12 12:15:00,10327.6,10259.43784,10341.9625,2018-03-15 14:15:00,10364.75,37.14999999999964,33.01152999999964,15680.476749999829,MACD Reversal,475,5.0,1.5680476749999828,2018,3,NIFTY,333333.0,1000000.0,0.05226820356507692,WAVE,158.33317499999998,5226.820356507692
293,2018-03-12 14:15:00,LONG,2018-03-12 15:15:00,10431.6,10361.3,10361.3,2018-03-14 11:15:00,10361.3,-70.30000000000109,-74.45858000000109,-338786.539000005,Initial SL hit,4550,6.333,-4.5171538533334,2018,3,NIFTY,7500000.0,22500000.0,-0.15057179511111332,MTREND,,
1843,2018-03-13 14:15:00,LONG,2018-03-13 14:45:00,24721.65,24350.82525,24350.82525,2018-03-14 09:15:00,24547.4,-174.25,-179.176905,-34939.496475,MACD Reversal,195,5.0,-3.4939496475,2018,3,BANKNIFTY,333333.0,1000000.0,-0.11646487178501178,WAVE,64.999935,-11646.487178501176
294,2018-03-14 12:15:00,LONG,2018-03-14 13:15:00,10375.1,10336.3,10348.80875,2018-03-16 09:15:00,10336.3,-38.80000000000109,-42.94228000000109,-196460.931000005,Initial SL hit,4575,6.333,-2.6194790800000667,2018,3,NIFTY,7500000.0,22500000.0,-0.08731596933333556,MTREND,,
1844,2018-03-14 13:45:00,LONG,2018-03-14 14:15:00,24720.0,24349.2,24814.396666666667,2018-03-15 13:45:00,24793.7,73.70000000000073,68.74863000000073,13405.982850000142,TSL Hit,195,5.0,1.3405982850000142,2018,3,BANKNIFTY,333333.0,1000000.0,0.044686564813390964,WAVE,64.999935,4468.656481339097
295,2018-03-15 12:15:00,LONG,2018-03-15 13:15:00,24893.1,24819.95,24819.95,2018-03-15 13:15:00,24819.95,-73.14999999999782,-78.12130499999782,-119525.59664999666,Initial SL hit,1530,5.066,-1.5936746219999556,2018,3,BANKNIFTY,7500000.0,22500000.0,-0.053122487399998516,MTREND,,
1845,2018-03-15 13:45:00,LONG,2018-03-15 14:15:00,24905.35,24531.76975,24531.76975,2018-03-16 09:45:00,24727.3,-178.04999999999927,-183.01326499999928,-35687.58667499986,MACD Reversal,195,5.0,-3.5687586674999863,2018,3,BANKNIFTY,333333.0,1000000.0,-0.11895850329137729,WAVE,64.999935,-11895.850329137727
296,2018-03-16 09:15:00,LONG,2018-03-16 10:15:00,24765.25,24648.4,24648.4,2018-03-16 14:15:00,24648.4,-116.84999999999854,-121.79136499999856,-186340.78844999772,Initial SL Hit,1530,5.066,-2.48454384599997,2018,3,BANKNIFTY,7500000.0,22500000.0,-0.082818128199999,MTREND,,
297,2018-03-16 12:15:00,LONG,2018-03-16 13:15:00,10274.9,10257.1,10257.1,2018-03-16 13:15:00,10257.1,-17.799999999999272,-21.90639999999928,-101317.09999999664,Initial SL Hit,4625,6.333,-1.350894666666622,2018,3,NIFTY,7500000.0,22500000.0,-0.045029822222220725,MTREND,,
298,2018-03-16 15:15:00,LONG,2018-03-19 09:15:00,24552.5,24457.95,24457.95,2018-03-19 09:15:00,24457.95,-94.54999999999929,-99.45104499999928,-153651.86452499888,Initial SL Hit,1545,5.066,-2.048691526999985,2018,3,BANKNIFTY,7500000.0,22500000.0,-0.06828971756666616,MTREND,,
299,2018-03-21 09:15:00,LONG,2018-03-21 10:15:00,33329.7,33168.65,33168.65,2018-03-21 12:15:00,33168.65,-161.04999999999563,-167.69983499999563,-264965.7392999931,Initial SL Hit,1580,7.0,-3.5328765239999083,2018,3,SENSEX,7500000.0,22500000.0,-0.11776255079999691,MTREND,,
300,2018-03-21 09:15:00,LONG,2018-03-21 10:15:00,24443.7,24297.0,24297.0,2018-03-21 12:15:00,24297.0,-146.70000000000073,-151.57407000000072,-236455.5492000011,Initial SL hit,1560,5.066,-3.152740656000016,2018,3,BANKNIFTY,7500000.0,22500000.0,-0.10509135520000049,MTREND,,
1846,2018-03-21 10:15:00,LONG,2018-03-21 10:45:00,24439.95,24073.35075,24291.24,2018-03-21 12:15:00,24275.55,-164.40000000000146,-169.27155000000147,-35547.02550000031,TSL Hit,210,5.0,-3.5547025500000307,2018,3,BANKNIFTY,333333.0,1000000.0,-0.11848996650991599,WAVE,69.99992999999999,-11848.9966509916
1847,2018-03-26 13:15:00,LONG,2018-03-26 13:45:00,23984.85,23625.07725,24393.596666666668,2018-03-28 09:15:00,24295.75,310.90000000000146,306.07194000000146,64275.10740000031,TSL Hit,210,5.0,6.427510740000031,2018,3,BANKNIFTY,333333.0,1000000.0,0.214250143749643,WAVE,69.99992999999999,21425.0143749643
301,2018-03-26 14:15:00,LONG,2018-03-26 15:15:00,10140.75,10069.25,10107.24875,2018-03-28 14:15:00,10102.75,-38.0,-42.0487,-196577.6725,TSL Hit,4675,6.333,-2.621035633333333,2018,3,NIFTY,7500000.0,22500000.0,-0.08736785444444445,MTREND,,
1848,2018-03-26 14:15:00,LONG,2018-03-26 15:15:00,10140.75,10073.82105,10107.24875,2018-03-28 14:15:00,10102.75,-38.0,-42.0487,-21024.35,TSL Hit,500,5.0,-2.102435,2018,3,NIFTY,333333.0,1000000.0,-0.07008109658549999,WAVE,166.66649999999998,-7008.109658549999
1849,2018-03-27 11:15:00,LONG,2018-03-27 12:15:00,33179.33,32980.25402,33065.558,2018-03-28 09:15:00,32980.25402,-199.07598000000144,-205.69193840200143,-49366.06521648034,Initial SL hit,240,8.0,-4.936606521648034,2018,3,SENSEX,333333.0,1000000.0,-0.16455338616805043,WAVE,79.99992,-16455.338616805042
1850,2018-03-28 10:15:00,LONG,2018-03-28 10:45:00,24288.05,23923.72925,23923.72925,2018-03-28 14:45:00,24232.0,-56.04999999999927,-60.90200499999927,-12789.421049999846,MACD Reversal,210,5.0,-1.2789421049999847,2018,3,BANKNIFTY,333333.0,1000000.0,-0.04263136086859598,WAVE,69.99992999999999,-4263.136086859598
1851,2018-03-28 10:15:00,LONG,2018-03-28 11:15:00,32996.38,32798.401719999994,32798.401719999994,2018-03-28 14:15:00,32930.55,-65.82999999999447,-72.42269299999447,-17381.44631999867,MACD Reversal,240,8.0,-1.7381446319998672,2018,3,SENSEX,333333.0,1000000.0,-0.05793809646184117,WAVE,79.99992,-5793.809646184118
302,2018-03-28 13:15:00,LONG,2018-03-28 14:15:00,24329.1,24260.75,24260.75,2018-03-28 14:15:00,24260.75,-68.34999999999854,-73.20898499999855,-114206.01659999772,Initial SL Hit,1560,5.066,-1.5227468879999695,2018,3,BANKNIFTY,7500000.0,22500000.0,-0.05075822959999898,MTREND,,
1852,2018-03-28 15:15:00,LONG,2018-04-02 09:15:00,33018.21,32820.10074,33055.445166666665,2018-04-04 14:15:00,33047.44,29.2300000000032,22.6234350000032,5429.624400000768,TSL Hit,240,8.0,0.5429624400000768,2018,4,SENSEX,333333.0,1000000.0,0.018098729901254558,WAVE,79.99992,1809.872990125456
1853,2018-04-02 10:15:00,LONG,2018-04-02 11:15:00,10163.85,10096.76859,10157.76125,2018-04-04 13:15:00,10147.05,-16.80000000000109,-20.862180000001093,-10431.090000000546,TSL Hit,500,5.0,-1.0431090000000545,2018,4,NIFTY,333333.0,1000000.0,-0.03477026522970181,WAVE,166.66649999999998,-3477.0265229701818
303,2018-04-02 10:15:00,LONG,2018-04-02 11:15:00,10163.85,10137.8,10157.76125,2018-04-04 13:15:00,10137.8,-26.05000000000109,-30.11033000000109,-140765.79275000512,Initial SL hit,4675,6.333,-1.8768772366667348,2018,4,NIFTY,7500000.0,22500000.0,-0.06256257455555783,MTREND,,
304,2018-04-02 12:15:00,LONG,2018-04-02 13:15:00,24257.4,24156.35,24386.51388888889,2018-04-04 13:15:00,24212.5,-44.900000000001455,-49.74699000000145,-77605.30440000226,TSL Hit,1560,5.066,-1.0347373920000302,2018,4,BANKNIFTY,7500000.0,22500000.0,-0.03449124640000101,MTREND,,
1854,2018-04-02 14:15:00,LONG,2018-04-02 14:45:00,24308.05,23943.42925,24492.496666666662,2018-04-04 12:45:00,24426.25,118.20000000000071,113.32657000000071,23798.57970000015,TSL Hit,210,5.0,2.379857970000016,2018,4,BANKNIFTY,333333.0,1000000.0,0.07932851967140149,WAVE,69.99992999999999,7932.851967140149
305,2018-04-03 13:15:00,LONG,2018-04-03 14:15:00,33261.9,33199.22,33199.22,2018-04-04 13:15:00,33199.22,-62.68000000000029,-69.3261120000003,-109535.25696000046,Initial SL hit,1580,7.0,-1.4604700928000065,2018,4,SENSEX,7500000.0,22500000.0,-0.048682336426666875,MTREND,,
1856,2018-04-05 09:15:00,LONG,2018-04-05 10:15:00,10267.3,10199.53582,10526.46875,2018-04-20 12:15:00,10530.2,262.90000000000146,258.7405000000015,122901.7375000007,MACD Reversal,475,5.0,12.29017375000007,2018,4,NIFTY,333333.0,1000000.0,0.40967204866087725,WAVE,158.33317499999998,40967.204866087726
1855,2018-04-05 09:15:00,LONG,2018-04-05 10:15:00,33438.76,33238.127440000004,34834.736,2018-05-04 11:15:00,34923.83,1485.0699999999997,1478.2337409999998,354776.09783999994,MACD Reversal,240,8.0,35.477609783999995,2018,4,SENSEX,333333.0,1000000.0,1.182585810213007,WAVE,79.99992,118258.5810213007
1857,2018-04-05 11:15:00,LONG,2018-04-05 11:45:00,24441.4,24074.779,25184.42666666667,2018-04-11 09:15:00,25022.1,580.6999999999971,575.753649999997,120908.26649999936,TSL Hit,210,5.0,12.090826649999938,2018,4,BANKNIFTY,333333.0,1000000.0,0.4030271519724429,WAVE,69.99992999999999,40302.71519724429
306,2018-04-05 11:15:00,LONG,2018-04-05 12:15:00,10278.75,10258.6,10575.465,2018-04-25 13:15:00,10554.55,275.7999999999993,271.6333399999993,1256304.1974999967,TSL Hit,4625,6.333,16.75072263333329,2018,4,NIFTY,7500000.0,22500000.0,0.5583574211111096,MTREND,,
307,2018-04-05 11:15:00,LONG,2018-04-05 12:15:00,24485.6,24414.25,25079.56388888889,2018-04-11 09:15:00,25002.55,516.9500000000007,512.0011850000008,791041.8308250011,TSL Hit,1545,5.066,10.547224411000016,2018,4,BANKNIFTY,7500000.0,22500000.0,0.35157414703333384,MTREND,,
308,2018-04-05 11:15:00,LONG,2018-04-05 12:15:00,33474.74,33419.29,34919.18375,2018-05-04 12:15:00,34892.84,1418.0999999999983,1411.2632419999986,2215683.2899399977,TSL Hit,1570,7.0,29.54244386586664,2018,4,SENSEX,7500000.0,22500000.0,0.9847481288622213,MTREND,,
1858,2018-04-11 09:45:00,LONG,2018-04-11 10:15:00,25022.2,24646.867,24646.867,2018-04-11 10:15:00,25039.9,17.700000000000728,12.693790000000726,2475.2890500001417,MACD Reversal,195,5.0,0.2475289050000142,2018,4,BANKNIFTY,333333.0,1000000.0,0.00825095524903697,WAVE,64.999935,825.0955249036971
309,2018-04-11 10:15:00,LONG,2018-04-11 11:15:00,25062.7,24995.05,24995.05,2018-04-12 09:15:00,24995.05,-67.65000000000146,-72.65577500000146,-110073.4991250022,Initial SL Hit,1515,5.066,-1.467646655000029,2018,4,BANKNIFTY,7500000.0,22500000.0,-0.048921555166667643,MTREND,,
310,2018-04-12 10:15:00,LONG,2018-04-12 11:15:00,25092.85,25005.6,25156.502777777776,2018-04-13 13:15:00,25138.5,45.650000000001455,40.62686500000146,61549.70047500221,TSL Hit,1515,5.066,0.8206626730000295,2018,4,BANKNIFTY,7500000.0,22500000.0,0.02735542243333431,MTREND,,
1859,2018-04-12 12:15:00,LONG,2018-04-12 12:45:00,25118.15,24741.37775,25252.54666666667,2018-04-13 12:45:00,25231.55,113.39999999999782,108.36502999999782,21131.18084999957,TSL Hit,195,5.0,2.1131180849999573,2018,4,BANKNIFTY,333333.0,1000000.0,0.07043719906272908,WAVE,64.999935,7043.719906272908
1860,2018-04-13 13:15:00,LONG,2018-04-13 13:45:00,25236.5,24857.9525,24857.9525,2018-04-13 14:15:00,25147.15,-89.34999999999854,-94.38836499999854,-18405.73117499972,MACD Reversal,195,5.0,-1.840573117499972,2018,4,BANKNIFTY,333333.0,1000000.0,-0.061352375897561796,WAVE,64.999935,-6135.23758975618
311,2018-04-13 14:15:00,LONG,2018-04-13 15:15:00,25215.7,25076.85,25184.73611111111,2018-04-16 09:15:00,25076.85,-138.85000000000218,-143.8792550000022,-215818.8825000033,Initial SL hit,1500,5.066,-2.877585100000044,2018,4,BANKNIFTY,7500000.0,22500000.0,-0.0959195033333348,MTREND,,
1861,2018-04-13 15:15:00,LONG,2018-04-16 09:15:00,25231.4,24852.929,24852.929,2018-04-16 09:45:00,25188.15,-43.25,-48.291955,-9416.931225,MACD Reversal,195,5.0,-0.9416931225,2018,4,BANKNIFTY,333333.0,1000000.0,-0.03138973936022924,WAVE,64.999935,-3138.9739360229246
312,2018-04-16 11:15:00,LONG,2018-04-16 12:15:00,25177.05,25118.05,25294.783333333336,2018-04-18 13:15:00,25235.9,58.85000000000218,53.808705000002185,81520.18807500332,TSL Hit,1515,5.066,1.0869358410000445,2018,4,BANKNIFTY,7500000.0,22500000.0,0.03623119470000147,MTREND,,
1862,2018-04-16 13:15:00,LONG,2018-04-16 13:45:00,25251.4,24872.629,25287.31,2018-04-17 12:15:00,25246.35,-5.05000000000291,-10.09977500000291,-1969.456125000568,TSL Hit,195,5.0,-0.1969456125000567,2018,4,BANKNIFTY,333333.0,1000000.0,-0.00656484718514814,WAVE,64.999935,-656.4847185148142
1863,2018-04-17 12:45:00,LONG,2018-04-17 13:15:00,25295.55,24916.11675,25324.803333333337,2018-04-18 13:45:00,25235.9,-59.64999999999782,-64.70314499999782,-12617.113274999574,TSL Hit,195,5.0,-1.2617113274999574,2018,4,BANKNIFTY,333333.0,1000000.0,-0.042057002192954315,WAVE,64.999935,-4205.700219295432
1864,2018-04-20 13:15:00,LONG,2018-04-20 14:15:00,10558.25,10488.56555,10575.465,2018-04-25 13:15:00,10554.55,-3.700000000000728,-7.922560000000727,-3763.2160000003455,TSL Hit,475,5.0,-0.3763216000000345,2018,4,NIFTY,333333.0,1000000.0,-0.01254404078928115,WAVE,158.33317499999998,-1254.404078928115
1865,2018-04-24 10:15:00,LONG,2018-04-24 10:45:00,25068.7,24692.6695,25020.17,2018-04-24 12:15:00,24961.7,-107.0,-112.00304,-21840.5928,TSL Hit,195,5.0,-2.18405928,2018,4,BANKNIFTY,333333.0,1000000.0,-0.07280190319802399,WAVE,64.999935,-7280.190319802399
1866,2018-04-24 12:45:00,LONG,2018-04-24 13:15:00,25019.4,24644.109,25029.09333333333,2018-04-25 09:15:00,24957.6,-61.80000000000291,-66.7977000000029,-13025.551500000567,TSL Hit,195,5.0,-1.3025551500000567,2018,4,BANKNIFTY,333333.0,1000000.0,-0.043418461581496884,WAVE,64.999935,-4341.846158149689
313,2018-04-26 12:15:00,LONG,2018-04-26 13:15:00,10585.4,10562.65,10664.145,2018-05-03 10:15:00,10651.85,66.45000000000073,62.20255000000073,278356.41125000326,TSL Hit,4475,6.333,3.7114188166667104,2018,4,NIFTY,7500000.0,22500000.0,0.12371396055555699,MTREND,,
1867,2018-04-26 14:15:00,LONG,2018-04-26 15:15:00,10627.75,10557.60685,10664.145,2018-05-03 10:15:00,10651.85,24.100000000000364,19.844080000000364,9425.938000000173,TSL Hit,475,5.0,0.9425938000000174,2018,4,NIFTY,333333.0,1000000.0,0.031419761913540574,WAVE,158.33317499999998,3141.9761913540574
1868,2018-04-26 14:45:00,LONG,2018-04-26 15:15:00,25021.85,24646.52225,25553.72333333333,2018-05-02 09:45:00,25508.4,486.5500000000029,481.4969750000029,93891.91012500056,TSL Hit,195,5.0,9.389191012500056,2018,4,BANKNIFTY,333333.0,1000000.0,0.31297272077696814,WAVE,64.999935,31297.272077696813
314,2018-04-27 10:15:00,LONG,2018-04-27 11:15:00,25352.5,25264.15,25544.07222222222,2018-05-03 09:15:00,25525.95,173.45000000000073,168.36215500000074,252543.23250000112,TSL Hit,1500,5.066,3.3672431000000147,2018,4,BANKNIFTY,7500000.0,22500000.0,0.11224143666666715,MTREND,,
1869,2018-05-02 10:15:00,LONG,2018-05-02 10:45:00,25563.15,25179.70275,25586.07333333333,2018-05-02 13:45:00,25577.7,14.549999999999272,9.435914999999271,1840.003424999858,TSL Hit,195,5.0,0.1840003424999858,2018,5,BANKNIFTY,333333.0,1000000.0,0.00613333861665477,WAVE,64.999935,613.3338616654776
1870,2018-05-02 14:45:00,LONG,2018-05-02 15:15:00,25587.0,25203.195,25203.195,2018-05-03 11:15:00,25520.0,-67.0,-72.1107,-14061.5865,MACD Reversal,195,5.0,-1.4061586499999998,2018,5,BANKNIFTY,333333.0,1000000.0,-0.04687190812804498,WAVE,64.999935,-4687.190812804499
315,2018-05-03 11:15:00,LONG,2018-05-03 12:15:00,10669.3,10647.45,10673.3975,2018-05-03 15:15:00,10669.8,0.5,-3.76782,-16766.799,TSL Hit,4450,6.333,-0.2235573199999999,2018,5,NIFTY,7500000.0,22500000.0,-0.00745191066666666,MTREND,,
316,2018-05-03 11:15:00,LONG,2018-05-03 12:15:00,25545.75,25496.4,25496.4,2018-05-03 12:15:00,25496.4,-49.34999999999855,-54.45421499999854,-80864.50927499784,Initial SL Hit,1485,5.066,-1.0781934569999712,2018,5,BANKNIFTY,7500000.0,22500000.0,-0.03593978189999903,MTREND,,
1871,2018-05-03 13:45:00,LONG,2018-05-03 14:15:00,25651.55,25266.77675,25577.52666666667,2018-05-04 11:15:00,25549.75,-101.79999999999929,-106.92012999999928,-20849.42534999986,TSL Hit,195,5.0,-2.084942534999986,2018,5,BANKNIFTY,333333.0,1000000.0,-0.06949801500191502,WAVE,64.999935,-6949.801500191502
317,2018-05-04 11:15:00,LONG,2018-05-04 12:15:00,25635.75,25537.7,26128.11388888889,2018-05-10 15:15:00,26062.7,426.9500000000007,421.7801550000007,626343.530175001,TSL Hit,1485,5.066,8.351247069000014,2018,5,BANKNIFTY,7500000.0,22500000.0,0.27837490230000045,MTREND,,
1872,2018-05-04 11:45:00,LONG,2018-05-04 12:15:00,25601.35,25217.32975,26168.876666666663,2018-05-10 12:15:00,26161.0,559.6500000000015,554.4737650000014,108122.38417500028,TSL Hit,195,5.0,10.812238417500028,2018,5,BANKNIFTY,333333.0,1000000.0,0.36040758684205365,WAVE,64.999935,36040.75868420536
318,2018-05-07 11:15:00,LONG,2018-05-07 12:15:00,35050.41,34999.06,35390.21833333333,2018-05-16 09:15:00,35276.8,226.38999999999945,219.3572789999994,329035.9184999991,TSL Hit,1500,7.0,4.387145579999988,2018,5,SENSEX,7500000.0,22500000.0,0.1462381859999996,MTREND,,
1874,2018-05-07 13:15:00,LONG,2018-05-07 14:15:00,10695.75,10625.15805,10697.08875,2018-05-10 15:15:00,10710.35,14.600000000000364,10.318780000000364,4901.420500000172,MACD Reversal,475,5.0,0.4901420500000172,2018,5,NIFTY,333333.0,1000000.0,0.01633805199526557,WAVE,158.33317499999998,1633.8051995265575
1873,2018-05-07 13:15:00,LONG,2018-05-07 14:15:00,35146.93,34936.04842,35310.467,2018-05-16 09:15:00,35276.8,129.87000000000262,122.82762700000262,28250.3542100006,TSL Hit,230,8.0,2.8250354210000603,2018,5,SENSEX,333333.0,1000000.0,0.0941677531988213,WAVE,76.66659,9416.77531988213
319,2018-05-09 11:15:00,LONG,2018-05-09 12:15:00,10731.3,10718.45,10718.45,2018-05-10 12:15:00,10718.45,-12.849999999998545,-17.139949999998546,-75844.27874999357,Initial SL hit,4425,6.333,-1.0112570499999145,2018,5,NIFTY,7500000.0,22500000.0,-0.03370856833333047,MTREND,,
1875,2018-05-10 12:45:00,LONG,2018-05-10 13:15:00,26185.75,25792.96375,26178.79666666667,2018-05-10 14:45:00,26142.9,-42.84999999999855,-48.08286499999855,-9376.158674999717,TSL Hit,195,5.0,-0.9376158674999716,2018,5,BANKNIFTY,333333.0,1000000.0,-0.0312538309961368,WAVE,64.999935,-3125.3830996136803
320,2018-05-10 13:15:00,LONG,2018-05-10 14:15:00,10745.5,10713.5,10713.5,2018-05-10 14:15:00,10713.5,-32.0,-36.2918,-160591.215,Initial SL hit,4425,6.333,-2.1412162,2018,5,NIFTY,7500000.0,22500000.0,-0.07137387333333334,MTREND,,
1876,2018-05-10 15:15:00,LONG,2018-05-11 09:15:00,26140.25,25748.14625,25748.14625,2018-05-11 09:15:00,26109.8,-30.450000000000728,-35.67500500000073,-6956.625975000143,MACD Reversal,195,5.0,-0.6956625975000142,2018,5,BANKNIFTY,333333.0,1000000.0,-0.02318873006124722,WAVE,64.999935,-2318.8730061247225
321,2018-05-11 09:15:00,LONG,2018-05-11 10:15:00,26216.9,26099.85,26500.941666666666,2018-05-15 15:15:00,26444.6,227.6999999999971,222.43384999999708,323641.25174999575,TSL Hit,1455,5.066,4.315216689999944,2018,5,BANKNIFTY,7500000.0,22500000.0,0.14384055633333145,MTREND,,
1877,2018-05-11 09:15:00,LONG,2018-05-11 10:15:00,10762.5,10691.4675,10770.55625,2018-05-16 09:15:00,10711.55,-50.95000000000073,-55.244810000000726,-26241.284750000345,TSL Hit,475,5.0,-2.624128475000034,2018,5,NIFTY,333333.0,1000000.0,-0.08747086169571863,WAVE,158.33317499999998,-8747.086169571863
1878,2018-05-11 09:45:00,LONG,2018-05-11 10:15:00,26183.05,25790.30425,26626.346666666668,2018-05-15 12:45:00,26611.05,428.0,422.72059,82430.51505,TSL Hit,195,5.0,8.243051505,2018,5,BANKNIFTY,333333.0,1000000.0,0.2747681087316165,WAVE,64.999935,27476.81087316165
322,2018-05-11 11:15:00,LONG,2018-05-11 12:15:00,10759.0,10746.55,10746.55,2018-05-11 12:15:00,10746.55,-12.450000000000728,-16.75111000000073,-74123.66175000323,Initial SL hit,4425,6.333,-0.988315490000043,2018,5,NIFTY,7500000.0,22500000.0,-0.0329438496666681,MTREND,,
323,2018-05-11 13:15:00,LONG,2018-05-11 14:15:00,10773.3,10745.55,10770.55625,2018-05-16 09:15:00,10745.55,-27.75,-32.05377,-141036.588,Initial SL hit,4400,6.333,-1.88048784,2018,5,NIFTY,7500000.0,22500000.0,-0.062682928,MTREND,,
1879,2018-05-15 14:15:00,LONG,2018-05-15 14:45:00,26562.3,26163.8655,26163.8655,2018-05-15 15:15:00,26444.6,-117.70000000000071,-123.00069000000072,-23985.13455000014,MACD Reversal,195,5.0,-2.398513455000014,2018,5,BANKNIFTY,333333.0,1000000.0,-0.07995036854955195,WAVE,64.999935,-7995.036854955196
324,2018-05-16 10:15:00,LONG,2018-05-16 11:15:00,35352.48,35279.01,35279.01,2018-05-17 10:15:00,35279.01,-73.47000000000116,-80.53314900000116,-119994.39201000171,Initial SL Hit,1490,7.0,-1.5999252268000232,2018,5,SENSEX,7500000.0,22500000.0,-0.0533308408933341,MTREND,,
325,2018-05-16 10:15:00,LONG,2018-05-16 11:15:00,26245.35,26147.55,26147.55,2018-05-16 14:15:00,26147.55,-97.79999999999929,-103.03928999999928,-149922.16694999894,Initial SL Hit,1455,5.066,-1.9989622259999853,2018,5,BANKNIFTY,7500000.0,22500000.0,-0.06663207419999953,MTREND,,
326,2018-05-16 12:15:00,LONG,2018-05-16 13:15:00,10786.75,10742.4,10742.4,2018-05-16 14:15:00,10742.4,-44.35000000000037,-48.65583000000037,-214085.6520000016,Initial SL Hit,4400,6.333,-2.8544753600000217,2018,5,NIFTY,7500000.0,22500000.0,-0.09514917866666738,MTREND,,
327,2018-05-17 11:15:00,LONG,2018-05-17 12:15:00,26146.1,26067.35,26067.35,2018-05-17 12:15:00,26067.35,-78.75,-83.971345,-122178.306975,Initial SL Hit,1455,5.066,-1.629044093,2018,5,BANKNIFTY,7500000.0,22500000.0,-0.054301469766666666,MTREND,,
328,2018-05-17 13:15:00,LONG,2018-05-17 14:15:00,35300.15,35235.16,35235.16,2018-05-17 14:15:00,35235.16,-64.98999999999796,-72.04353099999797,-107344.86118999695,Initial SL Hit,1490,7.0,-1.4312648158666263,2018,5,SENSEX,7500000.0,22500000.0,-0.0477088271955542,MTREND,,
1880,2018-05-23 12:45:00,LONG,2018-05-23 13:15:00,25886.05,25497.75925,25497.75925,2018-05-23 14:15:00,25762.5,-123.54999999999929,-128.71485499999926,-25099.396724999857,MACD Reversal,195,5.0,-2.5099396724999856,2018,5,BANKNIFTY,333333.0,1000000.0,-0.08366457208534375,WAVE,64.999935,-8366.457208534375
1881,2018-05-24 13:45:00,LONG,2018-05-24 14:15:00,25877.9,25489.7315,26548.45333333333,2018-05-29 09:15:00,26484.65,606.75,601.513745,117295.180275,TSL Hit,195,5.0,11.7295180275,2018,5,BANKNIFTY,333333.0,1000000.0,0.39098354326606566,WAVE,64.999935,39098.35432660657
1882,2018-05-25 09:15:00,LONG,2018-05-25 10:15:00,10573.1,10503.31754,10574.85625,2018-05-30 09:15:00,10586.05,12.949999999998909,8.718169999998908,4141.130749999481,MACD Reversal,475,5.0,0.4141130749999481,2018,5,NIFTY,333333.0,1000000.0,0.01380375536289576,WAVE,158.33317499999998,1380.375536289577
1883,2018-05-25 12:15:00,LONG,2018-05-25 13:15:00,34866.11,34656.91334,34827.148,2018-05-30 09:15:00,34829.55,-36.55999999999767,-43.52956599999767,-10011.800179999464,MACD Reversal,230,8.0,-1.0011800179999466,2018,5,SENSEX,333333.0,1000000.0,-0.03337263389399761,WAVE,76.66659,-3337.2633893997613
329,2018-05-25 13:15:00,LONG,2018-05-25 14:15:00,10620.4,10580.65,10580.65,2018-05-30 09:15:00,10572.9,-47.5,-51.73866,-231530.5035,Gap Open Outside ISL,4475,6.333,-3.08707338,2018,5,NIFTY,7500000.0,22500000.0,-0.10290244599999998,MTREND,,
330,2018-05-25 13:15:00,LONG,2018-05-25 14:15:00,26298.45,26153.55,26407.55277777778,2018-05-29 12:15:00,26405.15,106.70000000000071,101.42964000000072,146058.68160000106,TSL Hit,1440,5.066,1.9474490880000144,2018,5,BANKNIFTY,7500000.0,22500000.0,0.06491496960000047,MTREND,,
1884,2018-05-29 09:45:00,LONG,2018-05-29 10:15:00,26508.1,26110.4785,26110.4785,2018-05-29 13:45:00,26270.5,-237.5999999999985,-242.8778599999985,-47361.182699999714,MACD Reversal,195,5.0,-4.736118269999971,2018,5,BANKNIFTY,333333.0,1000000.0,-0.15787045112939002,WAVE,64.999935,-15787.045112939002
