Type,Signal Generated At,Entry Time,Entry Price,Initial SL,Initial Target,Exit Time,Exit Price,Points,Slippages,Remarks,Qty,PnL,PnL w cs,ROI%,Trade Year,ROI% w cs
SHORT,2018-07-24 09:15:00,2018-07-24 12:15:00,26973.15,28052.076,24275.835000000003,2018-08-03 09:15:00,27527.35,-554.1999999999971,5.45005,Trailing SL Hit,2224.434298552449,-1232781.4882577609,-1244904.7664065866,-12.449047664065866,2018,-12.449047664065866
LONG,2018-08-03 10:15:00,2018-08-03 13:15:00,27629.25,26524.079999999998,30392.175000000003,2018-08-13 09:15:00,27789.7,160.45000000000073,5.541895,Trailing SL Hit,2171.6116072640407,348435.0823855169,336400.23887727835,3.3640023887727835,2018,3.3640023887727835
SHORT,2018-08-06 12:15:00,2018-08-06 14:15:00,27906.1,29022.344,25115.489999999998,2018-08-14 09:15:00,27993.25,-87.15000000000146,5.5899350000000005,Trailing SL Hit,2150.067547955465,-187378.38680432193,-199397.12464300235,-1.9939712464300234,2018,-1.9939712464300234
SHORT,2018-08-14 14:15:00,2018-08-16 09:15:00,27974.75,29093.74,25177.275,2018-08-17 09:15:00,28043.65,-68.90000000000146,5.60184,Trailing SL Hit,2144.7912849980785,-147776.11953637074,-159790.89714832435,-1.5979089714832435,2018,-1.5979089714832435
LONG,2018-08-13 13:15:00,2018-08-14 09:15:00,27895.35,26779.535999999996,30684.885000000002,2018-08-23 12:15:00,28024.25,128.90000000000146,5.59196,Trailing SL Hit,2150.8961170947846,277250.5094935209,265222.7844425715,2.652227844425715,2018,2.652227844425715
SHORT,2018-08-20 14:15:00,2018-08-21 09:15:00,28229.05,29358.212,25406.145,2018-08-27 09:15:00,28188.25,40.79999999999927,5.641730000000001,Trailing SL Hit,2125.470038842965,86719.17758479143,74727.8495025499,0.7472784950254989,2018,0.7472784950254989
LONG,2018-08-27 13:15:00,2018-08-28 09:15:00,28316.65,27183.984,31148.315000000002,2018-08-30 09:15:00,28040.25,-276.40000000000146,5.63569,Trailing SL Hit,2118.8947138874123,-585662.4989184838,-597603.932668592,-5.976039326685919,2018,-5.976039326685919
LONG,2018-08-30 12:15:00,2018-08-30 14:15:00,28113.35,26988.816,30924.685,2018-09-11 14:15:00,26988.816,-1124.5339999999997,5.5102166,Initial SL Hit,2134.21737359653,-2399999.999999999,-2411759.999999999,-24.117599999999992,2018,-24.117599999999992
LONG,2018-09-12 11:15:00,2018-09-12 13:15:00,26763.9,25693.344,29440.290000000005,2018-09-21 12:15:00,25693.344,-1070.5560000000005,5.245724400000001,Initial SL Hit,2241.8257428850056,-2400000.0000000014,-2411760.000000001,-24.11760000000001,2018,-24.11760000000001
SHORT,2018-08-27 13:15:00,2018-08-28 09:15:00,28233.2,29362.528000000002,25409.88,2018-09-21 12:15:00,25409.88,2823.3199999999997,5.364308,Target Hit,2125.1576158565094,6000000.0,5988599.999999999,59.88599999999999,2018,59.88599999999999
SHORT,2018-09-21 14:15:00,2018-09-24 09:15:00,25205.15,26213.356000000003,22684.635000000002,2018-10-01 14:15:00,25357.0,-151.84999999999854,5.056215000000001,Trailing SL Hit,2380.465896850445,-361473.7464367366,-373509.8938113803,-3.7350989381138033,2018,-3.7350989381138033
LONG,2018-09-24 14:15:00,2018-09-25 10:15:00,25164.5,24157.92,27680.95,2018-10-03 14:15:00,25064.0,-100.5,5.02285,Trailing SL Hit,2384.311232092829,-239623.2788253293,-251599.3164974468,-2.515993164974468,2018,-2.515993164974468
SHORT,2018-10-03 09:15:00,2018-10-03 14:15:00,25144.55,26150.332,22630.095,2018-10-10 10:15:00,24997.15,147.39999999999782,5.01417,Trailing SL Hit,2386.202974402008,351726.3184268508,339761.49105869344,3.3976149105869347,2018,3.3976149105869347
LONG,2018-10-04 10:15:00,2018-10-04 14:15:00,24843.25,23849.52,27327.575,2018-10-11 09:15:00,24639.1,-204.15000000000146,4.948235,Trailing SL Hit,2415.1429462731326,-493051.43248166353,-505002.12733841536,-5.050021273384154,2018,-5.050021273384154
LONG,2018-10-15 09:15:00,2018-10-15 13:15:00,25444.0,24426.239999999998,27988.4,2018-10-17 14:15:00,25167.1,-276.90000000000146,5.06111,Trailing SL Hit,2358.119792485458,-652963.3705392268,-664898.0742021728,-6.648980742021728,2018,-6.648980742021728
SHORT,2018-10-12 13:15:00,2018-10-15 09:15:00,25308.8,26321.152000000002,22777.92,2018-10-22 09:15:00,25306.9,1.8999999999978172,5.06157,Trailing SL Hit,2370.7169047920092,4504.362119099643,-7495.187444688447,-0.07495187444688448,2018,-0.07495187444688448
LONG,2018-10-19 09:15:00,2018-10-22 09:15:00,25277.3,24266.208,27805.030000000002,2018-10-22 13:15:00,25244.2,-33.099999999998545,5.05215,Trailing SL Hit,2373.6712386212134,-78568.51799835871,-90560.66114655886,-0.9056066114655886,2018,-0.9056066114655886
SHORT,2018-10-22 14:15:00,2018-10-23 09:15:00,25024.25,26025.22,22521.825,2018-10-29 14:15:00,24963.8,60.45000000000073,4.998805000000001,Trailing SL Hit,2397.674255971707,144939.40877349145,132953.9027143688,1.329539027143688,2018,1.329539027143688
LONG,2018-10-23 12:15:00,2018-10-23 15:15:00,25021.1,24020.255999999998,27523.21,2018-10-30 13:15:00,24914.65,-106.44999999999709,4.993575,Trailing SL Hit,2397.9761081647093,-255264.55671412632,-267239.0302584549,-2.672390302584549,2018,-2.672390302584549
SHORT,2018-10-30 09:15:00,2018-10-30 11:15:00,24872.8,25867.712,22385.52,2018-10-31 13:15:00,24973.7,-100.90000000000146,4.98465,Trailing SL Hit,2412.273648322666,-243398.4111157605,-255422.75095687207,-2.5542275095687206,2018,-2.5542275095687206
LONG,2018-10-31 09:15:00,2018-10-31 12:15:00,24870.1,23875.296,27357.11,2018-11-12 14:15:00,25556.4,686.3000000000029,5.04265,Trailing SL Hit,2412.5355346379793,1655723.1374220522,1643557.56510831,16.4355756510831,2018,16.4355756510831
SHORT,2018-11-06 10:15:00,2018-11-06 13:15:00,25728.9,26758.056000000004,23156.010000000002,2018-11-13 13:15:00,25693.4,35.5,5.1422300000000005,Trailing SL Hit,2332.007975467276,82786.2831290883,70794.5617574012,0.707945617574012,2018,0.707945617574012
LONG,2018-11-14 09:15:00,2018-11-14 11:15:00,25993.0,24953.28,28592.300000000003,2018-11-22 13:15:00,26139.2,146.20000000000073,5.21322,Trailing SL Hit,2308.3137767860576,337475.4741661233,325441.72661870666,3.2544172661870667,2018,3.2544172661870667
SHORT,2018-11-19 09:15:00,2018-11-19 14:15:00,26208.25,27256.58,23587.425,2018-11-26 13:15:00,26308.4,-100.15000000000146,5.251665,Trailing SL Hit,2289.355451050719,-229278.94842273282,-241301.8763175751,-2.413018763175751,2018,-2.413018763175751
LONG,2018-11-26 09:15:00,2018-11-26 12:15:00,26156.1,25109.855999999996,28771.71,2018-12-05 09:15:00,26582.3,426.2000000000007,5.27384,Trailing SL Hit,2293.9199651324166,977668.6891394376,965570.9222705236,9.655709222705235,2018,9.655709222705235
SHORT,2018-11-27 09:15:00,2018-11-27 12:15:00,26286.1,27337.543999999998,23657.489999999998,2018-12-07 15:15:00,26642.9,-356.8000000000029,5.2929,Trailing SL Hit,2282.5752013421543,-814422.8318388873,-826504.2741220711,-8.26504274122071,2018,-8.26504274122071
SHORT,2018-12-10 11:15:00,2018-12-10 13:15:00,26177.8,27224.912,23560.02,2018-12-12 09:15:00,26442.9,-265.1000000000022,5.26207,Trailing SL Hit,2292.01842782816,-607614.0852172502,-619674.846625772,-6.19674846625772,2018,-6.19674846625772
LONG,2018-12-05 12:15:00,2018-12-05 14:15:00,26614.75,25550.16,29276.225000000002,2018-12-21 11:15:00,26989.05,374.2999999999993,5.36038,Trailing SL Hit,2254.3890136108735,843817.8077945483,831733.4260137688,8.317334260137688,2018,8.317334260137688
SHORT,2018-12-13 11:15:00,2018-12-13 14:15:00,26788.7,27860.248000000003,24109.83,2018-12-26 15:15:00,27011.85,-223.14999999999782,5.3800550000000005,Trailing SL Hit,2239.7503424951565,-499800.28892778925,-511850.26895668206,-5.118502689566821,2018,-5.118502689566821
LONG,2018-12-24 12:15:00,2018-12-26 13:15:00,26881.55,25806.287999999997,29569.705,2018-12-27 14:15:00,26867.5,-14.049999999999272,5.374905000000001,Trailing SL Hit,2232.0141509697173,-31359.798821122906,-43356.662841240795,-0.4335666284124079,2018,-0.4335666284124079
SHORT,2018-12-27 09:15:00,2018-12-27 12:15:00,26947.35,28025.244,24252.614999999998,2018-12-28 09:15:00,27178.1,-230.75,5.412545,Trailing SL Hit,2226.5640220652494,-513779.64809155633,-525831.0260563655,-5.258310260563654,2018,-5.258310260563654
LONG,2018-12-28 13:15:00,2018-12-31 09:15:00,27208.8,26120.447999999997,29929.68,2019-01-03 11:15:00,27021.6,-187.20000000000073,5.423039999999999,Trailing SL Hit,2205.168915938961,-412807.62106377515,-424766.34030166874,-4.247663403016687,2018,-4.247663403016687
SHORT,2018-12-31 12:15:00,2019-01-01 09:15:00,27105.35,28189.564,24394.815,2019-01-04 11:15:00,27126.5,-21.150000000001455,5.423185,Trailing SL Hit,2213.5851409408106,-46817.325730901364,-58822.00746347445,-0.5882200746347445,2019,-0.5882200746347445
LONG,2019-01-03 13:15:00,2019-01-04 10:15:00,27092.0,26008.32,29801.2,2019-01-14 09:15:00,27224.85,132.84999999999854,5.431685,Trailing SL Hit,2214.6759190905063,294219.6958511705,282190.2738815854,2.821902738815854,2019,2.821902738815854
SHORT,2019-01-07 11:15:00,2019-01-07 13:15:00,27384.5,28479.88,24646.05,2019-01-16 09:15:00,27547.45,-162.95000000000073,5.493195,Trailing SL Hit,2191.0204677828697,-357026.7852252202,-369062.48790374276,-3.690624879037428,2019,-3.690624879037428
LONG,2019-01-15 09:15:00,2019-01-15 11:15:00,27426.1,26329.055999999997,30168.71,2019-01-16 15:15:00,27451.85,25.75,5.487795,Trailing SL Hit,2187.697120625973,56333.20085611881,44327.5675360332,0.4432756753603321,2019,0.4432756753603321
SHORT,2019-01-16 11:15:00,2019-01-16 13:15:00,27470.85,28569.684,24723.765,2019-01-17 14:15:00,27527.05,-56.20000000000073,5.49979,Trailing SL Hit,2184.1333631831562,-122748.29501089497,-134760.56984039606,-1.3476056984039604,2019,-1.3476056984039604
LONG,2019-01-17 09:15:00,2019-01-17 14:15:00,27570.45,26467.632,30327.495000000003,2019-01-18 09:15:00,27457.5,-112.95000000000073,5.502795,Trailing SL Hit,2176.2430428230223,-245806.65168686194,-257782.07102169326,-2.577820710216933,2019,-2.577820710216933
LONG,2019-01-18 13:15:00,2019-01-21 09:15:00,27563.9,26461.344,30320.290000000005,2019-01-22 10:15:00,27418.5,-145.40000000000146,5.49824,Trailing SL Hit,2176.760182702738,-316500.93056498124,-328469.2804719248,-3.284692804719248,2019,-3.284692804719248
LONG,2019-01-22 13:15:00,2019-01-23 09:15:00,27519.0,26418.239999999998,30270.9,2019-01-23 14:15:00,27229.4,-289.59999999999854,5.47484,Trailing SL Hit,2180.3117845851957,-631418.2928158696,-643355.1509865879,-6.433551509865879,2019,-6.433551509865879
SHORT,2019-01-18 12:15:00,2019-01-21 09:15:00,27431.6,28528.863999999998,24688.44,2019-01-31 11:15:00,27045.95,385.6499999999978,5.447755000000001,Trailing SL Hit,2187.258490208373,843516.2367488543,831600.5883725291,8.31600588372529,2019,8.31600588372529
LONG,2019-01-24 10:15:00,2019-01-24 14:15:00,27305.45,26213.232,30035.995000000003,2019-02-04 09:15:00,26900.4,-405.0499999999993,5.420585000000001,Trailing SL Hit,2197.3635299912653,-890042.0978229605,-901953.0936131781,-9.019530936131781,2019,-9.019530936131781
SHORT,2019-02-01 09:15:00,2019-02-01 13:15:00,27195.2,28283.008,24475.68,2019-02-04 11:15:00,26993.65,201.54999999999927,5.418885000000001,Trailing SL Hit,2206.2716950050008,444674.0601282563,432718.52753426915,4.327185275342692,2019,4.327185275342692
LONG,2019-02-04 11:15:00,2019-02-04 13:15:00,27014.65,25934.064000000002,29716.115000000005,2019-02-11 09:15:00,27187.65,173.0,5.420230000000001,Trailing SL Hit,2221.0171147877168,384235.960858275,372197.53726218914,3.7219753726218916,2019,3.7219753726218916
SHORT,2019-02-07 12:15:00,2019-02-07 15:15:00,27333.3,28426.632,24599.97,2019-02-20 14:15:00,26962.0,371.2999999999993,5.429530000000001,Trailing SL Hit,2195.124628200766,815049.7744509428,803131.2794283879,8.03131279428388,2019,8.03131279428388
LONG,2019-02-11 14:15:00,2019-02-12 09:15:00,27274.45,26183.471999999998,30001.895000000004,2019-02-22 15:15:00,26859.9,-414.5499999999993,5.413435000000001,Trailing SL Hit,2199.86104211084,-911952.3950070472,-923861.1997675465,-9.238611997675465,2019,-9.238611997675465
LONG,2019-02-25 09:15:00,2019-02-25 11:15:00,27028.55,25947.408,29731.405000000002,2019-02-26 09:15:00,26787.3,-241.25,5.381585,Trailing SL Hit,2219.874910048819,-535544.8220492776,-547491.2675670726,-5.474912675670726,2019,-5.474912675670726
LONG,2019-02-26 14:15:00,2019-02-27 09:15:00,27126.8,26041.728,29839.480000000003,2019-02-27 11:15:00,26748.1,-378.7000000000007,5.38749,Trailing SL Hit,2211.834790686701,-837621.8352330553,-849538.073049532,-8.49538073049532,2019,-8.49538073049532
SHORT,2019-02-22 11:15:00,2019-02-22 14:15:00,26854.35,27928.524,24168.915,2019-03-01 09:15:00,27030.05,-175.70000000000073,5.38844,Trailing SL Hit,2234.274894011585,-392562.09887783707,-404601.35508772486,-4.046013550877248,2019,-4.046013550877248
SHORT,2019-03-06 10:15:00,2019-03-06 12:15:00,27537.45,28638.948,24783.705,2019-03-13 09:15:00,28638.948,-1101.4979999999996,5.6176398,Initial SL Hit,2178.8509829341497,-2399999.999999999,-2412239.999999999,-24.122399999999992,2019,-24.122399999999992
LONG,2019-03-01 12:15:00,2019-03-01 14:15:00,27054.0,25971.84,29759.4,2019-03-18 09:15:00,29759.4,2705.4000000000015,5.6813400000000005,Target Hit,2217.7866489243734,6000000.000000003,5987400.000000003,59.874000000000024,2019,59.874000000000024
LONG,2019-03-19 09:15:00,2019-03-19 13:15:00,29763.3,28572.768,32739.63,2019-03-25 09:15:00,29283.65,-479.6499999999978,5.904695,Trailing SL Hit,2015.905494350425,-966929.070365177,-978832.3774581405,-9.788323774581405,2019,-9.788323774581405
SHORT,2019-03-14 10:15:00,2019-03-14 12:15:00,28862.5,30017.0,25976.25,2019-03-26 14:15:00,29905.9,-1043.4000000000015,5.8768400000000005,Trailing SL Hit,2078.822000866176,-2169042.875703771,-2181259.7799913413,-21.812597799913412,2019,-21.812597799913412
LONG,2019-03-25 13:15:00,2019-03-25 15:15:00,29302.65,28130.544,32232.915000000005,2019-04-03 14:15:00,30068.8,766.1499999999978,5.937145,Trailing SL Hit,2047.5963778020075,1568765.9648530036,1556609.0882565184,15.566090882565183,2019,15.566090882565183
SHORT,2019-03-27 11:15:00,2019-03-27 13:15:00,30039.85,31241.444,27035.864999999998,2019-04-12 14:15:00,29953.6,86.25,5.999345,Trailing SL Hit,1997.3468575908337,172271.1664672094,160288.39358385612,1.6028839358385611,2019,1.6028839358385611
LONG,2019-04-04 09:15:00,2019-04-04 11:15:00,30160.9,28954.464,33176.990000000005,2019-04-22 09:15:00,29957.1,-203.8000000000029,6.0118,Trailing SL Hit,1989.3305571120225,-405425.567539436,-417385.024982682,-4.17385024982682,2019,-4.17385024982682
SHORT,2019-04-15 11:15:00,2019-04-15 13:15:00,30078.5,31281.64,27070.65,2019-04-26 14:15:00,30034.7,43.79999999999927,6.01132,Trailing SL Hit,1994.7803248167295,87371.3782269713,75380.11536479401,0.7538011536479401,2019,0.7538011536479401
LONG,2019-04-24 11:15:00,2019-04-24 13:15:00,29582.0,28398.719999999998,32540.200000000004,2019-04-30 09:15:00,29603.4,21.400000000001455,5.91854,Trailing SL Hit,2028.2604286390372,43404.77317287835,31400.43269556106,0.3140043269556106,2019,0.3140043269556106
LONG,2019-04-30 11:15:00,2019-04-30 13:15:00,29748.85,28558.895999999997,32723.735,2019-05-02 11:15:00,29791.55,42.70000000000073,5.95404,Trailing SL Hit,2016.8846862987982,86120.97610496015,74112.36400734965,0.7411236400734965,2019,0.7411236400734965
SHORT,2019-05-02 09:15:00,2019-05-02 14:15:00,29652.75,30838.86,26687.475000000002,2019-05-03 09:15:00,29915.65,-262.90000000000146,5.956840000000001,Trailing SL Hit,2023.421099223512,-531957.4069858643,-544010.6027265629,-5.440106027265629,2019,-5.440106027265629
LONG,2019-05-02 14:15:00,2019-05-03 09:15:00,29850.25,28656.239999999998,32835.275,2019-05-06 09:15:00,29704.75,-145.5,5.955500000000001,Trailing SL Hit,2010.0334168055545,-292459.8621452082,-304430.6161589937,-3.0443061615899367,2019,-3.0443061615899367
LONG,2019-05-06 12:15:00,2019-05-07 09:15:00,29754.55,28564.368,32730.005,2019-05-15 15:15:00,28564.368,-1190.1820000000007,5.8318918,Initial SL Hit,2016.4983170641128,-2400000.0000000014,-2411760.0000000014,-24.117600000000014,2019,-24.117600000000014
SHORT,2019-05-06 12:15:00,2019-05-06 14:15:00,29641.7,30827.368000000002,26677.530000000002,2019-05-16 15:15:00,28890.75,750.9500000000007,5.853245,Trailing SL Hit,2024.1754015457952,1520054.5177908165,1508206.5232425954,15.082065232425954,2019,15.082065232425954
LONG,2019-05-16 09:15:00,2019-05-16 12:15:00,28644.8,27499.007999999998,31509.280000000002,2019-05-23 10:15:00,31509.280000000002,2864.480000000003,6.015408000000001,Target Hit,2094.6210132380047,6000000.0000000065,5987400.000000006,59.87400000000006,2019,59.87400000000006
LONG,2019-05-24 09:15:00,2019-05-24 12:15:00,30842.65,29608.944,33926.915,2019-06-06 09:15:00,31401.35,558.6999999999971,6.2244,Trailing SL Hit,1945.3581323265023,1086871.5885308112,1074762.9013719582,10.747629013719582,2019,10.747629013719582
SHORT,2019-05-21 09:15:00,2019-05-21 11:15:00,30646.7,31872.568000000003,27582.030000000002,2019-06-11 13:15:00,31366.4,-719.7000000000007,6.201310000000001,Trailing SL Hit,1957.796434852692,-1409026.094163484,-1421166.9967729002,-14.211669967729001,2019,-14.211669967729001
SHORT,2019-06-12 14:15:00,2019-06-13 09:15:00,30911.8,32148.272,27820.62,2019-06-20 13:15:00,30676.9,234.89999999999782,6.15887,Trailing SL Hit,1941.006347090755,455942.39093161415,443987.9851707073,4.439879851707072,2019,4.439879851707072
LONG,2019-06-07 12:15:00,2019-06-07 14:15:00,31066.9,29824.224000000002,34173.590000000004,2019-06-25 10:15:00,30540.2,-526.7000000000007,6.160710000000001,Trailing SL Hit,1931.315966510981,-1017224.1195613352,-1029122.397149379,-10.291223971493789,2019,-10.291223971493789
LONG,2019-06-25 14:15:00,2019-06-26 09:15:00,30911.75,29675.28,34002.925,2019-07-08 09:15:00,31064.1,152.34999999999854,6.197585,Trailing SL Hit,1941.0094866838663,295712.7952962842,283683.22401675454,2.8368322401675456,2019,2.8368322401675456
SHORT,2019-06-21 09:15:00,2019-06-21 13:15:00,30584.45,31807.828,27526.005,2019-07-17 09:15:00,30733.1,-148.64999999999782,6.131755000000001,Trailing SL Hit,1961.7812319659172,-291618.7801317293,-303647.9420097425,-3.0364794200974248,2019,-3.0364794200974248
LONG,2019-07-09 11:15:00,2019-07-10 09:15:00,30702.05,29473.967999999997,33772.255000000005,2019-07-18 12:15:00,30538.95,-163.09999999999854,6.1241,Trailing SL Hit,1954.2668974873013,-318740.930980176,-330709.056887078,-3.30709056887078,2019,-3.30709056887078
SHORT,2019-07-17 13:15:00,2019-07-18 10:15:00,30631.95,31857.228000000003,27568.755,2019-07-29 13:15:00,29359.75,1272.2000000000007,5.99917,Trailing SL Hit,1958.7391596029636,2491907.9588468918,2480157.149642776,24.801571496427762,2019,24.801571496427762
LONG,2019-07-24 13:15:00,2019-07-25 09:15:00,29121.15,27956.304,32033.265000000003,2019-07-30 13:15:00,29109.45,-11.700000000000728,5.823060000000001,Trailing SL Hit,2060.3581932719003,-24106.190861282732,-36103.780242196604,-0.36103780242196604,2019,-0.36103780242196604
LONG,2019-07-31 11:15:00,2019-07-31 14:15:00,28813.15,27660.624,31694.465000000004,2019-08-05 09:15:00,27660.624,-1152.5260000000017,5.647377400000001,Initial SL Hit,2082.3825232576096,-2400000.0000000033,-2411760.0000000033,-24.11760000000003,2019,-24.11760000000003
SHORT,2019-07-30 11:15:00,2019-07-30 13:15:00,29217.55,30386.252,26295.795,2019-08-08 15:15:00,28208.75,1008.7999999999993,5.74263,Trailing SL Hit,2053.5602745610086,2071631.604977144,2059838.7681376417,20.59838768137642,2019,20.59838768137642
LONG,2019-08-05 13:15:00,2019-08-06 09:15:00,27797.65,26685.744,30577.415000000005,2019-08-13 13:15:00,27890.65,93.0,5.56883,Trailing SL Hit,2158.455840691569,200736.3931843159,188716.31954499747,1.8871631954499748,2019,1.8871631954499748
SHORT,2019-08-13 09:15:00,2019-08-13 11:15:00,28063.35,29185.884,25257.015,2019-08-14 10:15:00,27995.7,67.64999999999782,5.605905000000001,Trailing SL Hit,2138.0198728947184,144637.04440132304,132651.50810576318,1.3265150810576318,2019,1.3265150810576318
LONG,2019-08-14 11:15:00,2019-08-14 13:15:00,28073.6,26950.656,30880.96,2019-08-20 09:15:00,27873.7,-199.89999999999782,5.59473,Trailing SL Hit,2137.2392568106693,-427234.1274364481,-439191.40402370447,-4.391914040237045,2019,-4.391914040237045
LONG,2019-08-20 13:15:00,2019-08-21 09:15:00,28047.55,26925.647999999997,30852.305,2019-08-23 09:15:00,26835.35,-1212.2000000000007,5.48829,Gap SL,2139.224281621746,-2593167.674181882,-2604908.3574144635,-26.049083574144635,2019,-26.049083574144635
SHORT,2019-08-19 11:15:00,2019-08-19 13:15:00,28346.6,29480.464,25511.94,2019-08-26 13:15:00,27834.2,512.3999999999978,5.618080000000001,Trailing SL Hit,2116.6559657948396,1084574.5168732712,1072682.9743249584,10.726829743249583,2019,10.726829743249583
LONG,2019-08-23 10:15:00,2019-08-23 13:15:00,27086.4,26002.944,29795.040000000005,2019-08-29 10:15:00,27523.4,437.0,5.46098,Trailing SL Hit,2215.1337940811623,968013.4680134678,955916.6666666665,9.559166666666666,2019,9.559166666666666
SHORT,2019-08-27 11:15:00,2019-08-27 13:15:00,28077.8,29200.912,25270.02,2019-09-09 09:15:00,27379.95,697.8499999999985,5.545775,Trailing SL Hit,2136.9195592247256,1491249.3144049717,1479398.4393364121,14.793984393364122,2019,14.793984393364122
LONG,2019-08-29 13:15:00,2019-08-30 09:15:00,27534.0,26432.64,30287.4,2019-09-17 11:15:00,27618.25,84.25,5.515225,Trailing SL Hit,2179.1239921551537,183591.1963390717,171572.8372194378,1.7157283721943777,2019,1.7157283721943777
SHORT,2019-09-12 11:15:00,2019-09-12 14:15:00,27840.7,28954.328,25056.63,2019-09-20 10:15:00,27945.5,-104.79999999999927,5.57862,Trailing SL Hit,2155.1182261940253,-225856.39010513228,-237878.9757441428,-2.378789757441428,2019,-2.378789757441428
LONG,2019-09-19 11:15:00,2019-09-20 09:15:00,26910.25,25833.84,29601.275,2019-09-23 09:15:00,29601.275,2691.0250000000015,5.6511525,Target Hit,2229.633689765052,6000000.000000003,5987400.000000003,59.874000000000024,2019,59.874000000000024
LONG,2019-09-23 09:15:00,2019-09-23 12:15:00,30565.15,29342.544,33621.665,2019-09-30 09:15:00,29342.544,-1222.6059999999998,5.9907694000000005,Initial SL Hit,1963.0199753640993,-2399999.9999999995,-2411759.9999999995,-24.117599999999992,2019,-24.117599999999992
LONG,2019-09-30 14:15:00,2019-10-01 09:15:00,29353.2,28179.072,32288.520000000004,2019-10-01 13:15:00,28179.072,-1174.1280000000006,5.7532272,Initial SL Hit,2044.0701524876333,-2400000.0000000014,-2411760.0000000014,-24.117600000000014,2019,-24.117600000000014
SHORT,2019-09-23 13:15:00,2019-09-24 09:15:00,30421.6,31638.464,27379.44,2019-10-09 14:15:00,28771.0,1650.5999999999985,5.91926,Trailing SL Hit,1972.2828516580325,3255450.0749467458,3243775.6199542405,32.437756199542406,2019,32.437756199542406
LONG,2019-10-03 12:15:00,2019-10-04 09:15:00,28693.2,27545.471999999998,31562.520000000004,2019-10-10 09:15:00,28320.0,-373.2000000000007,5.70132,Trailing SL Hit,2091.087783865167,-780393.9609384817,-792315.9215423879,-7.923159215423879,2019,-7.923159215423879
SHORT,2019-10-10 09:15:00,2019-10-10 11:15:00,28193.15,29320.876000000004,25373.835000000003,2019-10-11 09:15:00,28448.95,-255.79999999999927,5.664210000000001,Trailing SL Hit,2128.176525148839,-544387.5551330715,-556441.9938885849,-5.564419938885849,2019,-5.564419938885849
LONG,2019-10-10 12:15:00,2019-10-11 09:15:00,28266.9,27136.224000000002,31093.590000000004,2019-10-14 14:15:00,28088.35,-178.5500000000029,5.635525,Trailing SL Hit,2122.6239877736857,-378994.5130169978,-390956.61356569605,-3.90956613565696,2019,-3.90956613565696
SHORT,2019-10-14 12:15:00,2019-10-14 14:15:00,28223.85,29352.804,25401.465,2019-10-22 09:15:00,29416.25,-1192.4000000000015,5.76401,Gap SL,2125.861638295272,-2534877.417503285,-2547130.905245036,-25.47130905245036,2019,-25.47130905245036
LONG,2019-10-14 14:15:00,2019-10-15 14:15:00,28552.25,27410.16,31407.475000000002,2019-10-25 12:15:00,28972.35,420.09999999999854,5.75246,Trailing SL Hit,2101.410571846352,882802.5812326494,870714.3009745262,8.707143009745263,2019,8.707143009745263
SHORT,2019-10-22 14:15:00,2019-10-23 09:15:00,29358.55,30532.892,26422.695,2019-11-04 09:15:00,30532.892,-1174.3420000000006,5.9891442,Initial SL Hit,2043.6976621801828,-2400000.0000000014,-2412240.0000000014,-24.122400000000013,2019,-24.122400000000013
LONG,2019-10-27 18:15:00,2019-10-29 10:15:00,29625.6,28440.575999999997,32588.16,2019-11-06 09:15:00,30041.6,416.0,5.96672,Trailing SL Hit,2025.2754374594947,842514.5819831498,830430.3305249515,8.304303305249515,2019,8.304303305249515
LONG,2019-11-06 14:15:00,2019-11-07 09:15:00,30698.85,29470.895999999997,33768.735,2019-11-13 14:15:00,30517.1,-181.75,6.121595,Trailing SL Hit,1954.470607205156,-355225.0328595371,-367189.5103562512,-3.671895103562512,2019,-3.671895103562512
SHORT,2019-11-05 09:15:00,2019-11-05 11:15:00,30267.85,31478.564,27241.065,2019-11-14 10:15:00,30700.45,-432.6000000000022,6.096830000000001,Trailing SL Hit,1982.3013527554815,-857543.5652020256,-869629.3195585458,-8.696293195585458,2019,-8.696293195585458
LONG,2019-11-14 10:15:00,2019-11-14 14:15:00,30766.8,29536.127999999997,33843.48,2019-11-22 14:15:00,31094.6,327.7999999999993,6.18614,Trailing SL Hit,1950.1540621709116,639260.5015796234,627196.5755294655,6.271965755294654,2019,6.271965755294654
LONG,2019-11-22 14:15:00,2019-11-25 09:15:00,31173.6,29926.656,34290.96,2019-12-03 10:15:00,31655.45,481.8500000000022,6.282905,Trailing SL Hit,1924.7055200554316,927419.3548387139,915326.61290323,9.1532661290323,2019,9.1532661290323
SHORT,2019-11-18 09:15:00,2019-11-18 11:15:00,30961.3,32199.752,27865.17,2019-12-04 09:15:00,31858.95,-897.6500000000015,6.282025,Trailing SL Hit,1937.9031242228202,-1739558.7394586173,-1751732.6953325632,-17.517326953325632,2019,-17.517326953325632
LONG,2019-12-04 10:15:00,2019-12-04 14:15:00,31877.05,30601.967999999997,35064.755000000005,2019-12-05 11:15:00,31811.95,-65.09999999999854,6.3689,Trailing SL Hit,1882.2318878315277,-122533.29589782971,-134521.04256823994,-1.3452104256823993,2019,-1.3452104256823993
