Trade Type,Signal Generated At,Entry Time,Entry Price,Initial SL,Exit Time,Exit Price,Remarks,Points Captured,Slippage,Rollover Slippage,Points w CS,Qty,Leverage,PnL,PnL w CS,ROI%,ROI% w CS,Trade Year,Duration
LONG,2023-02-10 13:00:00+05:30,2023-02-10 17:00:00+05:30,56864,56011.04,2023-02-16 09:00:00+05:30,56011.04,Initial SL Hit,-852.9599999999991,67.725024,0.0,-920.6850239999991,117.23879197148764,6,-100000.0,-107940.0,-10.0,-10.794,2023,6 days
LONG,2023-02-27 13:00:00+05:30,2023-02-27 17:00:00+05:30,55429,54597.565,2023-03-01 21:00:00+05:30,55823.0,RSI Overbought,394.0,66.7512,0.0,327.2488,120.27398413586182,6,47387.94974952956,39359.51697967982,4.738794974952956,3.9359516979679823,2023,2 days
LONG,2023-03-08 13:00:00+05:30,2023-03-08 17:00:00+05:30,55034,54208.49,2023-04-19 09:00:00+05:30,60201.0,Trailing SL Hit,5167.0,69.14099999999999,576.1750000000001,4521.684,121.13723637508905,6,625916.1003500851,617540.5506898751,62.59161003500851,54.77443035214582,2023,42 days
LONG,2023-05-16 13:00:00+05:30,2023-05-16 17:00:00+05:30,60859,59946.115,2023-05-18 13:00:00+05:30,59946.115,Initial SL Hit,-912.885000000002,72.48306899999999,0.0,-985.368069000002,109.54282302809202,6,-100000.0,-107939.99999999999,-10.0,-10.793999999999999,2023,2 days
LONG,2023-05-18 21:00:00+05:30,2023-05-19 09:00:00+05:30,59791,58894.135,2023-06-01 09:00:00+05:30,59790.0,Trailing SL Hit,-1.0,71.7486,0.0,-72.7486,111.4995010397331,6,-111.4995010397331,-8111.432601339127,-0.011149950103973311,-0.8111432601339128,2023,13 days
LONG,2023-06-08 09:00:00+05:30,2023-06-08 13:00:00+05:30,59545,58651.825,2023-06-12 09:00:00+05:30,59790.0,Trailing SL Hit,245.0,71.601,0.0,173.399,111.96014218938022,6,27430.234836398155,19413.77669549634,2.7430234836398153,1.941377669549634,2023,4 days
LONG,2023-06-27 21:00:00+05:30,2023-06-28 09:00:00+05:30,58197,57324.045,2023-07-24 17:00:00+05:30,59131.0,Trailing SL Hit,934.0,70.3968,0.0,863.6032,114.5534420445496,6,106992.91486960932,98928.71912068757,10.699291486960933,9.892871912068758,2023,26 days
LONG,2023-08-10 13:00:00+05:30,2023-08-10 17:00:00+05:30,59050,58164.25,2023-09-07 09:00:00+05:30,59000.0,Trailing SL Hit,-50.0,70.83,590.25,-711.08,112.89867344058707,6,-5644.933672029354,-13641.546711826137,-0.5644933672029354,-8.027998871013265,2023,28 days
LONG,2023-09-21 21:00:00+05:30,2023-09-22 09:00:00+05:30,58854,57971.19,2023-09-25 13:00:00+05:30,58892.0,RSI Overbought,38.0,70.6476,0.0,-32.6476,113.27465706097604,6,4304.43696831709,-3698.145693863921,0.430443696831709,-0.3698145693863921,2023,3 days
LONG,2023-09-28 13:00:00+05:30,2023-09-28 17:00:00+05:30,57580,56716.299999999996,2023-10-03 09:00:00+05:30,56716.299999999996,Initial SL Hit,-863.7000000000044,68.57777999999999,0.0,-932.2777800000043,115.78094245687102,6,-100000.0,-107939.99999999996,-10.0,-10.793999999999997,2023,5 days
LONG,2023-10-03 13:00:00+05:30,2023-10-03 17:00:00+05:30,56974,56119.39,2023-10-10 13:00:00+05:30,57570.0,RSI Overbought,596.0,68.7264,0.0,527.2736,117.0124384222042,6,69739.4132996337,61697.569651653925,6.97394132996337,6.1697569651653925,2023,7 days
LONG,2023-11-13 09:00:00+05:30,2023-11-13 13:00:00+05:30,59724,58828.14,2023-12-08 21:00:00+05:30,61770.0,Trailing SL Hit,2046.0,72.8964,0.0,1973.1036,111.62458419842379,6,228383.89926997508,220246.8689304131,22.838389926997507,22.02468689304131,2023,25 days
LONG,2023-12-18 17:00:00+05:30,2023-12-18 21:00:00+05:30,62200,61267.0,2024-01-03 17:00:00+05:30,62585.0,Trailing SL Hit,385.0,74.871,0.0,310.129,107.18113612004288,6,41264.73740621651,33239.978563772784,4.126473740621651,3.3239978563772783,2023,16 days
LONG,2024-05-14 09:00:00+05:30,2024-05-14 13:00:00+05:30,72096,71014.56,2024-05-23 09:00:00+05:30,72320.0,Trailing SL Hit,224.0,86.64959999999999,0.0,137.3504,92.46930019233595,6,20713.123243083253,12700.69536913742,2.0713123243083253,1.270069536913742,2024,9 days
LONG,2024-05-24 13:00:00+05:30,2024-05-24 17:00:00+05:30,71665,70590.025,2024-06-07 13:00:00+05:30,72029.0,Trailing SL Hit,364.0,86.2164,0.0,277.7836,93.02541919579475,6,33861.25258726929,25840.93583571697,3.3861252587269295,2.584093583571697,2024,14 days
LONG,2024-06-10 13:00:00+05:30,2024-06-10 17:00:00+05:30,71188,70120.18,2024-06-21 17:00:00+05:30,71784.0,Trailing SL Hit,596.0,85.7832,0.0,510.21680000000003,93.64874229739033,6,55814.650409244634,47781.16161899915,5.5814650409244635,4.778116161899915,2024,11 days
LONG,2024-09-09 13:00:00+05:30,2024-09-09 17:00:00+05:30,71524,70451.14,2024-10-08 17:00:00+05:30,75040.0,Trailing SL Hit,3516.0,87.93839999999999,732.82,2695.2416,93.2088063680256,6,327722.16318997805,319525.52989206405,32.772216318997806,25.12202524094475,2024,29 days
LONG,2024-11-07 13:00:00+05:30,2024-11-07 17:00:00+05:30,76695,75544.575,2024-11-11 17:00:00+05:30,75544.575,Initial SL Hit,-1150.425000000003,91.343745,0.0,-1241.7687450000028,86.92439750526957,6,-100000.0,-107939.99999999997,-10.0,-10.793999999999997,2024,4 days
LONG,2024-12-06 09:00:00+05:30,2024-12-06 13:00:00+05:30,76825,75672.625,2024-12-16 09:00:00+05:30,77010.0,Trailing SL Hit,185.0,92.30099999999999,0.0,92.69900000000001,86.77730773402754,6,16053.801930795096,8044.16964963662,1.6053801930795095,0.804416964963662,2024,10 days
