,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Trade Month,DD%,Final ROI,TAG,Points w CS,PnL w CS,ROI% w CS
948,2020-07-03 14:15:00+05:30,LONG,2020-07-03 15:15:00,21890.2,21726.023500000003,,2020-07-08 15:15:00+05:30,22550.75,660.5499999999993,,90526.8110844121,Reversed,137.04762861919946,3,9.05268110844121,2020,,0.0,3.147121544115628,Reversal,656.1059049999993,89917.75840330367,8.991775840330366
310,2020-07-03 14:15:00,LONG,2020-07-03 15:15:00,21890.2,21799.6,22785.944444444445,2020-07-10 10:15:00,22599.45,709.25,704.801035,317160.46575,TSL Hit,450.0,5x,12.68641863,2020,7.0,0.0,8.2461721095,MTrend,,,
949,2020-07-08 14:15:00+05:30,SHORT,2020-07-08 15:15:00,22550.75,23080.6,,2020-07-09 14:15:00+05:30,22869.95,-319.2000000000007,,-42464.21959358346,Reversed,133.03326940345664,3,-4.246421959358345,2020,,-1.50739631054401,-1.5073963105439987,Reversal,-323.74207000000075,-43068.46601554282,-4.306846601554282
950,2020-07-09 13:15:00+05:30,LONG,2020-07-09 14:15:00,22869.95,22673.4,,2020-07-10 09:15:00+05:30,22673.4,-196.54999999999927,,-25782.7411078729,Initial SL Hit,131.17650016725003,3,-2.5782741107872895,2020,,-2.430702009725678,-0.9233056991816739,Reversal,-201.10433499999928,-26380.16283376211,-2.6380162833762113
311,2020-07-10 12:15:00,LONG,2020-07-10 13:15:00,22546.8,22389.8,22389.8,2020-07-10 13:15:00,22389.8,-157.0,-161.49366,-72672.147,Initial SL Hit,450.0,5x,-2.90688588,2020,7.0,-4.320177831725687,-1.889475822,MTrend,,,
312,2020-07-13 13:15:00,LONG,2020-07-13 14:15:00,22130.55,21981.65,21981.65,2020-07-14 09:15:00,21909.7,-220.84999999999852,-225.2540249999985,-101364.31124999934,Gap Open Outside ISL,450.0,5x,-4.054572449999974,2020,7.0,-6.955649924225668,-2.635472092499983,MTrend,,,
951,2020-07-14 13:15:00+05:30,LONG,2020-07-14 14:15:00,21405.5,21222.45,,2020-07-16 09:15:00+05:30,21222.45,-183.04999999999927,,-25654.62147578883,Initial SL Hit,140.15089579780897,3,-2.565462147578883,2020,,-7.874471884703098,-0.9188219604774438,Reversal,-187.31279499999928,-26252.056013641253,-2.6252056013641254
952,2020-07-16 10:15:00+05:30,LONG,2020-07-16 11:15:00,21266.3,21027.85,,2020-07-20 11:15:00+05:30,22311.65,1045.3500000000022,,147465.70865641916,Reversed,141.06826293243302,3,14.746570865641916,2020,,-2.734688211708715,5.1397836729943736,Reversal,1040.9922050000023,146850.96208555353,14.685096208555354
953,2020-07-20 10:15:00+05:30,SHORT,2020-07-20 11:15:00,22311.65,22520.45,,2020-07-21 09:15:00+05:30,22671.15,-359.5,,-48337.97590048248,Gap Outside Initial SL,134.45890375655767,3,-4.833797590048248,2020,,-4.44768655114126,-1.712998339432539,Reversal,-363.99828,-48942.80969807254,-4.894280969807254
313,2020-07-21 10:15:00,LONG,2020-07-21 11:15:00,22691.2,22604.15,22880.152777777777,2020-07-24 09:15:00,22672.45,-18.75,-23.286365,-10129.568775,TSL Hit,435.0,5x,-0.4051827509999999,2020,7.0,-4.711055339291249,-0.2633687881499999,MTrend,,,
954,2020-07-21 15:15:00+05:30,SHORT,2020-07-22 09:15:00,22753.0,22923.647500000003,,2020-07-22 09:15:00+05:30,23211.35,-458.34999999999854,,-60433.78895090738,Gap Outside Initial SL,131.850744956709,3,-6.043378895090738,2020,,-6.847449470834334,-2.1363941315430863,Reversal,-462.94643499999853,-61039.83232980247,-6.103983232980247
314,2020-07-24 12:15:00,LONG,2020-07-24 13:15:00,22551.1,22417.2,22417.2,2020-07-27 09:15:00,22417.2,-133.89999999999782,-138.3968299999978,-62278.57349999901,Initial SL Hit,450.0,5x,-2.4911429399999605,2020,7.0,-8.46669238183432,-1.6192429109999744,MTrend,,,
955,2020-07-24 13:15:00+05:30,LONG,2020-07-24 14:15:00,22722.55,22417.2,,2020-07-27 09:15:00+05:30,22417.2,-305.34999999999854,,-40314.577369177125,Initial SL Hit,132.02743530105556,3,-4.031457736917712,2020,,-9.898561488734714,-1.4318691069004075,Reversal,-309.86397499999856,-40910.54591144021,-4.0910545911440215
315,2020-07-27 11:15:00,LONG,2020-07-27 12:15:00,22111.1,22010.8,22010.8,2020-07-27 13:15:00,22010.8,-100.29999999999929,-104.71218999999928,-47120.48549999967,Initial SL Hit,450.0,5x,-1.8848194199999864,2020,7.0,-11.123694111734693,-1.2251326229999913,MTrend,,,
316,2020-07-28 10:15:00,LONG,2020-07-28 11:15:00,21809.2,21611.4,22057.55277777778,2020-07-30 12:15:00,21911.15,101.95000000000071,97.57796500000072,45373.75372500034,TSL Hit,465.0,5x,1.8149501490000135,2020,7.0,-9.943976514884696,1.1797175968500089,MTrend,,,
956,2020-07-28 11:15:00+05:30,LONG,2020-07-28 12:15:00,21904.0,21611.4,,2020-07-29 13:15:00+05:30,22248.75,344.75,,47217.40321402484,Reversed,136.96128560993427,3,4.721740321402484,2020,,-8.312532663305063,1.6314438515796204,Reversal,340.334725,46612.68147370344,4.661268147370344
957,2020-07-29 12:15:00+05:30,SHORT,2020-07-29 13:15:00,22248.75,22415.615625000002,,2020-07-31 13:15:00+05:30,21636.25,612.5,,82588.90948929716,Reversed,134.83903590089332,3,8.258890948929716,2020,,-5.442631769996439,2.8699008933086128,Reversal,608.1115,81997.16838024609,8.199716838024608
958,2020-07-31 12:15:00+05:30,LONG,2020-07-31 13:15:00,21636.25,21434.5,,2020-08-03 09:15:00+05:30,21434.5,-201.75,,-27973.886417470683,Initial SL Hit,138.6561904211682,3,-2.797388641747068,2020,,-6.4426198860054456,-0.9999881160090127,Reversal,-206.057075,-28571.089028828934,-2.8571089028828935
959,2020-08-05 10:15:00+05:30,SHORT,2020-08-05 11:15:00,21821.2,21984.859,,2020-08-06 13:15:00+05:30,21890.6,-69.39999999999782,,-9541.180136747449,Reversed,137.480981797518,3,-0.9541180136747449,2020,,-6.797594584922081,-0.3549746989166393,Reversal,-73.77117999999781,-10142.134254761124,-1.0142134254761124
960,2020-08-06 12:15:00+05:30,LONG,2020-08-06 13:15:00,21890.6,21370.3,,2020-08-10 13:15:00+05:30,21919.2,28.600000000002183,,3919.4905575912285,Reversed,137.04512439129124,3,0.3919490557591228,2020,,-6.681426133623347,0.11616845129874143,Reversal,24.219020000002182,3319.0986085354693,0.33190986085354696
317,2020-08-10 12:15:00,LONG,2020-08-10 13:15:00,22004.3,21919.2,21919.2,2020-08-10 13:15:00,21919.2,-85.09999999999854,-89.49234999999854,-40271.55749999934,Initial SL hit,450.0,5x,-1.6108622999999735,2020,8.0,-7.72848662862333,-1.0470604949999829,MTrend,,,
961,2020-08-10 12:15:00+05:30,SHORT,2020-08-10 13:15:00,21919.2,22083.594,,2020-08-11 09:15:00+05:30,22083.594,-164.39400000000023,,-22500.000000000033,Initial SL Hit,136.86630898937918,3,-2.250000000000003,2020,,-8.537065378623339,-0.8085787500000009,Reversal,-168.79427940000022,-23102.25000000003,-2.3102250000000026
318,2020-08-11 11:15:00,LONG,2020-08-11 12:15:00,22130.1,22039.85,22039.85,2020-08-12 09:15:00,22039.85,-90.25,-94.666995,-42600.14775,Initial SL hit,450.0,5x,-1.7040059099999998,2020,8.0,-9.644669220123347,-1.1076038414999998,MTrend,,,
319,2020-08-12 10:15:00,LONG,2020-08-12 11:15:00,22204.0,22111.35,22237.86111111111,2020-08-13 14:15:00,22187.55,-16.450000000000728,-20.889155000000727,-9400.119750000327,TSL Hit,450.0,5x,-0.3760047900000131,2020,8.0,-9.889072333623346,-0.2444031135000085,MTrend,,,
962,2020-08-13 10:15:00+05:30,SHORT,2020-08-13 11:15:00,22334.7,22502.210250000004,,2020-08-14 12:15:00+05:30,22245.55,89.15000000000146,,11974.640357829045,Reversed,134.32013861838306,3,1.1974640357829043,2020,,-9.490918009858063,0.3981543237652688,Reversal,84.69197500000145,11375.837821864827,1.1375837821864825
320,2020-08-14 10:15:00,LONG,2020-08-14 11:15:00,22193.6,22082.6,22082.6,2020-08-14 13:15:00,22082.6,-111.0,-115.42762,-51942.429,Initial SL Hit,450.0,5x,-2.0776971600000005,2020,8.0,-10.841421163858058,-1.3505031540000003,MTrend,,,
963,2020-08-14 11:15:00+05:30,LONG,2020-08-14 12:15:00,22245.55,22078.708375000002,,2020-08-14 13:15:00+05:30,22078.708375000002,-166.8416249999973,,-22499.999999999633,Initial SL Hit,134.85843236062942,3,-2.249999999999963,2020,,-11.649842413858039,-0.8084212499999872,Reversal,-171.2740508374973,-23097.749999999636,-2.3097749999999637
321,2020-08-14 14:15:00,LONG,2020-08-14 15:15:00,21694.0,21459.1,21459.1,2020-08-17 13:15:00,21459.1,-234.90000000000143,-239.21531000000147,-111235.11915000068,Initial SL Hit,465.0,5x,-4.449404766000027,2020,8.0,-14.541955511758061,-2.892113097900018,MTrend,,,
322,2020-08-17 14:15:00,LONG,2020-08-17 15:15:00,21731.8,21403.15,22044.33333333333,2020-08-20 09:15:00,21997.4,265.6000000000022,261.22708000000216,121470.592200001,TSL Hit,465.0,5x,4.85882368800004,2020,8.0,-11.383720114558031,3.158235397200026,MTrend,,,
964,2020-08-20 10:15:00+05:30,LONG,2020-08-20 11:15:00,22050.7,21885.319750000002,,2020-08-27 14:15:00+05:30,23574.0,1523.2999999999993,,207245.1214700666,Reversed,136.05010271782754,3,20.72451214700666,2020,,-4.1518662210308435,7.231853893527186,Reversal,1518.7375299999992,206624.39695791958,20.66243969579196
323,2020-08-21 10:15:00,LONG,2020-08-21 11:15:00,22305.45,22254.75,22254.75,2020-08-21 11:15:00,22254.75,-50.70000000000073,-55.15602000000073,-24820.20900000033,Initial SL hit,450.0,5x,-0.9928083600000132,2020,8.0,-4.7971916550308435,-0.6453254340000085,MTrend,,,
324,2020-08-21 14:15:00,LONG,2020-08-21 15:15:00,22338.15,22257.75,24037.86111111111,2020-08-31 12:15:00,23906.8,1568.6499999999978,1564.0255049999978,703811.4772499991,TSL Hit,450.0,5x,28.152459089999965,2020,8.0,0.0,18.29909840849998,MTrend,,,
965,2020-08-27 13:15:00+05:30,SHORT,2020-08-27 14:15:00,23574.0,23750.805,,2020-08-28 09:15:00+05:30,23750.805,-176.8050000000003,,-22500.000000000036,Initial SL Hit,127.25884448969204,3,-2.2500000000000036,2020,,-0.808578749999981,-0.8085787500000013,Reversal,-181.5374805000003,-23102.25000000004,-2.310225000000004
325,2020-08-31 14:15:00,LONG,2020-08-31 15:15:00,23856.05,23385.3,23746.53611111111,2020-09-03 11:15:00,23616.05,-240.0,-244.74721,-102793.8282,TSL Hit,420.0,5x,-4.111753128,2020,8.0,-3.4812182832000076,-2.6726395332000004,MTrend,,,
966,2020-08-31 15:15:00+05:30,LONG,2020-09-01 09:15:00,23912.85,23385.3,,2020-09-04 09:15:00+05:30,23124.35,-788.5,,-98921.70945746744,Gap Outside Initial SL,125.45556050408045,3,-9.892170945746743,2020,,-6.96413188822828,-3.4829136050282594,Reversal,-793.20372,-99511.81728652169,-9.95118172865217
326,2020-09-04 12:15:00,LONG,2020-09-04 13:15:00,23372.55,23112.5,23112.5,2020-09-04 14:15:00,23112.5,-260.0499999999993,-264.6985049999993,-115143.84967499968,Initial SL Hit,435.0,5x,-4.605753986999988,2020,9.0,-9.957871979778275,-2.9937400915499928,MTrend,,,
967,2020-09-04 15:15:00+05:30,LONG,2020-09-07 09:15:00,23084.2,22881.1,,2020-09-07 09:15:00+05:30,22881.1,-203.10000000000218,,-26394.67687855791,Initial SL Hit,129.9590195891562,3,-2.6394676878557912,2020,,-10.902593289158716,-0.9447213093804518,Reversal,-207.69653000000218,-26992.037410870056,-2.6992037410870053
968,2020-09-09 13:15:00+05:30,LONG,2020-09-09 14:15:00,22245.35,22078.509875,,2020-09-10 13:15:00+05:30,22434.0,188.65000000000146,,25441.271996170188,Reversed,134.85964482464877,3,2.544127199617019,2020,,-10.033237813744734,0.8693554754139698,Reversal,184.18206500000144,24838.727868970567,2.4838727868970567
969,2020-09-10 12:15:00+05:30,SHORT,2020-09-10 13:15:00,22434.0,22678.65,,2020-09-11 15:15:00+05:30,22512.1,-78.09999999999854,,-10443.968975661746,Reversed,133.7255950788981,3,-1.0443968975661746,2020,,-10.419813281784315,-0.3865754680395759,Reversal,-82.59460999999854,-11045.013372559311,-1.1045013372559311
970,2020-09-11 14:15:00+05:30,LONG,2020-09-11 15:15:00,22512.1,22205.95,,2020-09-14 13:15:00+05:30,22205.95,-306.1499999999978,,-40798.059710111156,Initial SL Hit,133.26166816956214,3,-4.079805971011115,2020,,-11.868602578429233,-1.4487892966449054,Reversal,-310.62180499999783,-41393.97990414015,-4.1393979904140155
971,2020-09-16 09:15:00+05:30,SHORT,2020-09-16 10:15:00,22369.2,22536.969,,2020-09-16 13:15:00+05:30,22536.969,-167.76900000000023,,-22500.00000000003,Initial SL Hit,134.11297677163242,3,-2.2500000000000027,2020,,-12.677181328429242,-0.8085787500000009,Reversal,-172.25961690000022,-23102.25000000003,-2.3102250000000026
327,2020-09-18 12:15:00,LONG,2020-09-18 13:15:00,22339.55,22255.9,22255.9,2020-09-18 13:15:00,22255.9,-83.64999999999782,-88.10954499999782,-39649.29524999902,Initial SL Hit,450.0,5x,-1.585971809999961,2020,9.0,-13.708063004929215,-1.0308816764999746,MTrend,,,
972,2020-09-21 11:15:00+05:30,LONG,2020-09-21 12:15:00,21992.35,21827.407375,,2020-09-21 12:15:00+05:30,21827.407375,-164.94262499999968,,-22499.99999999996,Initial SL Hit,136.41107021305137,3,-2.249999999999996,2020,,-14.516484254929225,-0.8084212499999984,Reversal,-169.32460073749968,-23097.74999999996,-2.3097749999999957
973,2020-09-25 11:15:00+05:30,LONG,2020-09-25 12:15:00,20695.25,20430.7,,2020-10-05 11:15:00+05:30,22598.2,1902.9500000000007,,275853.1547094141,Reversed,144.960800183617,3,27.58531547094141,2020,,-4.883589326141191,9.632894928788009,Reversal,1898.6206550000006,275225.5693939431,27.522556939394313
328,2020-09-30 13:15:00,LONG,2020-09-30 14:15:00,21506.2,21277.85,23641.08611111111,2020-10-13 09:15:00,23561.45,2055.25,2050.743235,953595.604275,TSL Hit,465.0,5x,38.143824171,2020,9.0,0.0,24.79348571115,MTrend,,,
974,2020-10-05 10:15:00+05:30,SHORT,2020-10-05 11:15:00,22598.2,22768.55,,2020-10-06 09:15:00+05:30,22768.55,-170.34999999999854,,-22614.633023868962,Initial SL Hit,132.75393615420697,3,-2.2614633023868964,2020,,-0.8125913070509796,-0.8125913070509972,Reversal,-174.88667499999855,-23216.89448717135,-2.321689448717135
975,2020-10-08 12:15:00+05:30,SHORT,2020-10-08 13:15:00,23294.7,23469.41025,,2020-10-09 10:15:00+05:30,23469.41025,-174.7102500000001,,-22500.00000000001,Initial SL Hit,128.7846591713995,3,-2.250000000000001,2020,,-1.6211700570509606,-0.8085787500000002,Reversal,-179.38666102500008,-23102.25000000001,-2.310225000000001
976,2020-10-12 10:15:00+05:30,SHORT,2020-10-12 11:15:00,23807.4,24190.35,,2020-10-14 15:15:00+05:30,23892.9,-85.5,,-10773.961037324529,Reversed,126.01124020262607,3,-1.0773961037324529,2020,,-2.0192964022209594,-0.3981263451699891,Reversal,-90.27003,-11375.038433428263,-1.1375038433428262
329,2020-10-14 11:15:00,LONG,2020-10-14 12:15:00,23261.85,23149.45,23565.18611111111,2020-10-15 13:15:00,23272.45,10.600000000002185,5.946570000002183,2586.757950000949,TSL Hit,435.0,5x,0.1034703180000379,2020,10.0,-1.9520406955209069,0.06725570670002465,MTrend,,,
977,2020-10-14 14:15:00+05:30,LONG,2020-10-14 15:15:00,23892.9,23196.95,,2020-10-15 14:15:00+05:30,23196.95,-695.9500000000007,,-87383.6997601799,Initial SL Hit,125.56031289629973,3,-8.738369976017989,2020,,-5.031164344178023,-3.079123648657135,Reversal,-700.6589850000007,-87974.96139020387,-8.797496139020387
330,2020-10-16 10:15:00,LONG,2020-10-16 11:15:00,23383.65,23218.85,24355.030555555557,2020-10-21 13:15:00,24161.95,778.2999999999993,773.5454399999993,336492.2663999997,TSL Hit,435.0,5x,13.459690655999989,2020,10.0,0.0,8.748798926399992,MTrend,,,
331,2020-10-21 14:15:00,LONG,2020-10-21 15:15:00,24678.55,24099.85,24517.25833333333,2020-10-22 14:15:00,24471.0,-207.54999999999927,-212.4649549999993,-86048.3067749997,TSL Hit,405.0,5x,-3.441932270999988,2020,10.0,-2.2372559761499815,-2.2372559761499926,MTrend,,,
332,2020-10-23 11:15:00,LONG,2020-10-23 12:15:00,24505.15,24360.85,24360.85,2020-10-26 09:15:00,24360.85,-144.3000000000029,-149.1866000000029,-60420.573000001175,Initial SL Hit,405.0,5x,-2.416822920000047,2020,10.0,-3.80819087415,-1.5709348980000306,MTrend,,,
333,2020-10-26 13:15:00,LONG,2020-10-26 14:15:00,24071.35,23867.75,24376.530555555557,2020-10-28 12:15:00,24245.7,174.35000000000218,169.51829500000218,71197.68390000092,TSL Hit,420.0,5x,2.8479073560000367,2020,10.0,-1.957051092749964,1.8511397814000239,MTrend,,,
978,2020-10-26 14:15:00+05:30,LONG,2020-10-26 15:15:00,24110.25,23867.75,,2020-10-29 13:15:00+05:30,23867.75,-242.5,,-30173.888698789935,Initial SL Hit,124.42840700531931,3,-3.0173888698789932,2020,,-3.034031588597145,-1.0769804958472018,Reversal,-247.2978,-30770.871309920054,-3.0770871309920054
334,2020-11-02 12:15:00,LONG,2020-11-02 13:15:00,24682.4,24483.9,28459.347222222223,2020-11-12 10:15:00,28438.65,3756.25,3750.937895,1519129.847475,TSL Hit,405.0,5x,60.765193899,2020,11.0,0.0,39.497376034350005,MTrend,,,
979,2020-11-05 15:15:00+05:30,SHORT,2020-11-06 09:15:00,26304.1,26501.38075,,2020-11-06 11:15:00+05:30,26501.38075,-197.28075000000172,,-22500.000000000196,Initial SL Hit,114.05066130375113,3,-2.2500000000000195,2020,,-0.808578749999981,-0.8085787500000068,Reversal,-202.56129807500173,-23102.250000000196,-2.3102250000000195
980,2020-11-09 10:15:00+05:30,SHORT,2020-11-09 11:15:00,27139.1,27452.95,,2020-11-09 14:15:00+05:30,27452.95,-313.8500000000022,,-34693.48651945004,Initial SL Hit,110.54161707646901,3,-3.469348651945004,2020,,-2.043972205383568,-1.2353934553835695,Reversal,-319.3092050000022,-35296.955868101984,-3.5296955868101985
335,2020-11-12 11:15:00,LONG,2020-11-12 12:15:00,28470.2,28329.5,28329.5,2020-11-12 12:15:00,28329.5,-140.70000000000073,-146.37997000000072,-50501.08965000025,Initial SL Hit,345.0,5x,-2.0200435860000097,2020,11.0,-3.3570005362835786,-1.3130283309000064,MTrend,,,
981,2020-11-12 14:15:00+05:30,LONG,2020-11-12 15:15:00,28302.75,28066.05,,2020-11-13 09:15:00+05:30,28066.05,-236.70000000000073,,-25089.434772239525,Initial SL Hit,105.9967670986035,3,-2.5089434772239523,2020,,-4.2560429402902855,-0.8990424040066805,Reversal,-242.33688000000072,-25686.9258287623,-2.56869258287623
336,2020-11-12 14:15:00,LONG,2020-11-12 15:15:00,28302.75,28149.8,28149.8,2020-11-13 09:15:00,28112.45,-190.29999999999927,-195.9415199999993,-70538.94719999975,Gap Open Outside ISL,360.0,5x,-2.82155788799999,2020,11.0,-6.0900555674902535,-1.8340126271999935,MTrend,,,
337,2020-11-13 11:15:00,LONG,2020-11-13 12:15:00,28115.15,27958.2,29332.87777777777,2020-11-19 13:15:00,29111.45,996.2999999999992,990.5773399999993,356607.84239999973,TSL Hit,360.0,5x,14.26431369599999,2020,11.0,0.0,9.271803902399993,MTrend,,,
982,2020-11-18 10:15:00+05:30,SHORT,2020-11-18 11:15:00,29299.5,29519.24625,,2020-11-18 12:15:00+05:30,29519.24625,-219.74625000000015,,-22500.000000000015,Initial SL Hit,102.39082578200993,3,-2.2500000000000013,2020,,-0.808578749999981,-0.8085787500000005,Reversal,-225.62812462500014,-23102.250000000015,-2.3102250000000013
338,2020-11-20 11:15:00,LONG,2020-11-20 12:15:00,28838.6,28580.9,29453.48055555556,2020-11-25 13:15:00,29280.05,441.4500000000007,435.6381350000007,150295.15657500023,TSL Hit,345.0,5x,6.011806263000009,2020,11.0,0.0,3.9076740709500064,MTrend,,,
983,2020-11-20 12:15:00+05:30,LONG,2020-11-20 13:15:00,29077.55,28580.9,,2020-11-25 11:15:00+05:30,29625.7,548.1500000000015,,56553.93937934951,Reversed,103.17237869077691,3,5.655393937934951,2020,,0.0,1.9581899394894051,Reversal,542.2796750000015,55948.28398541158,5.594828398541158
984,2020-11-25 10:15:00+05:30,SHORT,2020-11-25 11:15:00,29625.7,30197.85,,2020-11-26 13:15:00+05:30,29404.3,221.40000000000146,,22419.72341581817,Reversed,101.26343006241203,3,2.241972341581817,2020,,0.0,0.7637687885855913,Reversal,215.49700000000146,21821.96538815975,2.182196538815975
339,2020-11-26 11:15:00,LONG,2020-11-26 12:15:00,29205.7,28923.1,29662.852777777774,2020-12-02 10:15:00,29650.7,445.0,439.11436,151494.45419999998,TSL Hit,345.0,5x,6.059778167999999,2020,11.0,0.0,3.9388558091999997,MTrend,,,
985,2020-11-26 12:15:00+05:30,LONG,2020-11-26 13:15:00,29404.3,28923.1,,2020-11-27 14:15:00+05:30,29463.6,59.29999999999927,,6050.135524396017,Reversed,102.02589417194083,3,0.6050135524396018,2020,,0.0,0.1907335678795252,Reversal,53.413209999999275,5449.530510843578,0.5449530510843578
986,2020-11-27 13:15:00+05:30,SHORT,2020-11-27 14:15:00,29463.6,29691.95,,2020-12-01 09:15:00+05:30,29767.35,-303.75,,-30927.992506007413,Gap Outside Initial SL,101.82055146010671,3,-3.0927992506007413,2020,,-1.1035879856840438,-1.1035879856840303,Reversal,-309.673095,-31531.085305258013,-3.153108530525801
987,2020-12-01 11:15:00+05:30,SHORT,2020-12-01 12:15:00,29776.7,30000.025250000002,,2020-12-04 14:15:00+05:30,30000.025250000002,-223.3252500000017,,-22500.000000000167,Initial SL Hit,100.7499152021547,3,-2.250000000000017,2020,,-1.9121667356840248,-0.8085787500000059,Reversal,-229.3029225250017,-23102.250000000167,-2.310225000000017
340,2020-12-04 09:15:00,LONG,2020-12-04 10:15:00,29750.05,29527.95,29577.291666666668,2020-12-04 12:15:00,29527.95,-222.09999999999852,-228.0277999999985,-75249.17399999952,Initial SL hit,330.0,5x,-3.0099669599999808,2020,12.0,-3.8686452596840013,-1.9564785239999876,MTrend,,,
341,2020-12-04 12:15:00,LONG,2020-12-04 13:15:00,29742.05,29473.5,30388.711111111115,2020-12-10 11:15:00,30291.15,549.1000000000022,543.0966800000022,179221.9044000007,TSL Hit,330.0,5x,7.168876176000028,2020,12.0,0.0,4.659769514400018,MTrend,,,
342,2020-12-10 12:15:00,LONG,2020-12-10 13:15:00,30394.6,30271.15,30271.15,2020-12-10 13:15:00,30271.15,-123.44999999999708,-129.5165749999971,-42740.46974999904,Initial SL Hit,330.0,5x,-1.7096187899999615,2020,12.0,-1.111252213499995,-1.111252213499975,MTrend,,,
343,2020-12-11 11:15:00,LONG,2020-12-11 12:15:00,30677.5,30511.75,30522.711111111115,2020-12-11 13:15:00,30511.75,-165.75,-171.868925,-56716.74525,Initial SL hit,330.0,5x,-2.26866981,2020,12.0,-2.5858875899999703,-1.4746353765,MTrend,,,
344,2020-12-14 11:15:00,LONG,2020-12-14 12:15:00,30773.0,30656.35,30656.35,2020-12-14 12:15:00,30656.35,-116.65000000000146,-122.79293500000144,-40521.66855000048,Initial SL hit,330.0,5x,-1.6208667420000191,2020,12.0,-3.639450972299983,-1.0535633823000126,MTrend,,,
345,2020-12-15 10:15:00,LONG,2020-12-15 11:15:00,30480.95,30345.75,30674.838888888888,2020-12-16 15:15:00,30667.7,186.75,180.635135,59609.59455,TSL Hit,330.0,5x,2.384383782,2020,12.0,-2.0896015139999804,1.5498494583,MTrend,,,
988,2020-12-15 11:15:00+05:30,LONG,2020-12-15 12:15:00,30510.75,30281.919375,,2020-12-21 12:15:00+05:30,30281.919375,-228.8306249999987,,-22499.999999999873,Initial SL Hit,98.325999852511,3,-2.2499999999999876,2020,,-2.898022763999961,-0.8084212499999955,Reversal,-234.90989193749868,-23097.749999999873,-2.3097749999999873
346,2020-12-17 09:15:00,LONG,2020-12-17 10:15:00,30785.05,30643.9,30760.136111111107,2020-12-18 09:15:00,30643.9,-141.14999999999782,-147.29289499999783,-48606.65534999928,Initial SL hit,330.0,5x,-1.9442662139999716,2020,12.0,-4.161795803099949,-1.2637730390999815,MTrend,,,
347,2020-12-18 10:15:00,LONG,2020-12-18 11:15:00,30576.5,30460.3,30460.3,2020-12-18 12:15:00,30460.3,-116.20000000000071,-122.30368000000072,-40360.21440000024,Initial SL Hit,330.0,5x,-1.6144085760000098,2020,12.0,-5.211161377499934,-1.0493655744000063,MTrend,,,
989,2020-12-22 13:15:00+05:30,LONG,2020-12-22 14:15:00,29572.8,28976.75,,2021-01-08 11:15:00+05:30,32115.4,2542.600000000002,,257932.96542769053,Reversed,101.44457068657685,3,25.793296542769053,2020,,0.0,9.005751024590172,Reversal,2536.4311800000023,257307.17213114776,25.730717213114776
348,2020-12-28 11:15:00,LONG,2020-12-28 12:15:00,30783.3,30707.85,31226.55833333333,2020-12-31 11:15:00,31172.65,389.3500000000022,383.15440500000216,126440.95365000072,TSL Hit,330.0,5x,5.057638146000029,2020,12.0,0.0,3.2874647949000186,MTrend,,,
349,2020-12-31 12:15:00,LONG,2020-12-31 13:15:00,31338.0,31142.8,31254.25,2020-12-31 14:15:00,31246.55,-91.45000000000071,-97.70845500000073,-30778.163325000227,TSL Hit,315.0,5x,-1.2311265330000092,2020,12.0,-0.8002322464499798,-0.800232246450006,MTrend,,,
350,2021-01-01 11:15:00,LONG,2021-01-01 12:15:00,31323.95,31221.7,31259.800000000003,2021-01-01 13:15:00,31221.7,-102.25,-108.504565,-34178.937975,Initial SL hit,315.0,5x,-1.367157519,2021,1.0,-1.6888846338000008,-0.8886523873500001,MTrend,,,
351,2021-01-04 11:15:00,LONG,2021-01-04 12:15:00,31227.25,31050.8,31050.8,2021-01-04 14:15:00,31050.8,-176.45000000000073,-182.67780500000072,-57543.50857500023,Initial SL Hit,315.0,5x,-2.301740343000009,2021,1.0,-3.185015856749999,-1.496131222950006,MTrend,,,
352,2021-01-05 09:15:00,LONG,2021-01-05 10:15:00,31191.8,30935.55,32037.991666666665,2021-01-11 10:15:00,31923.4,731.6000000000022,725.2884800000022,228465.8712000007,TSL Hit,315.0,5x,9.138634848000027,2021,1.0,0.0,5.9401126512000175,MTrend,,,
990,2021-01-08 10:15:00+05:30,SHORT,2021-01-08 11:15:00,32115.4,32356.265500000005,,2021-01-11 12:15:00+05:30,32053.3,62.10000000000218,,5800.955304931794,Reversed,93.41312890389034,3,0.5800955304931793,2021,,0.0,0.18205373901618005,Reversal,55.68313000000218,5201.535400462287,0.5201535400462287
991,2021-01-11 11:15:00+05:30,LONG,2021-01-11 12:15:00,32053.3,31812.900250000002,,2021-01-12 09:15:00+05:30,31812.900250000002,-240.39974999999686,,-22499.99999999971,Initial SL Hit,93.59410731500346,3,-2.249999999999971,2021,,-0.8084212499999808,-0.8084212499999899,Reversal,-246.78637002499687,-23097.74999999971,-2.3097749999999713
353,2021-01-11 11:15:00,LONG,2021-01-11 12:15:00,32053.3,31842.05,31842.05,2021-01-12 09:15:00,31842.05,-211.25,-217.639535,-68556.453525,Initial SL Hit,315.0,5x,-2.742258141,2021,1.0,-2.590889041649973,-1.7824677916500002,MTrend,,,
