,date,day,expiry,DTE,trade_num,strike,type,Entry Price,Entry Time,initial sl,Exit Price,Exit date,Exit Time,ROC on Entry,Opt RSI on Entry,Spot RSI on Entry,Remark,Points Captured,Slippage,Qty,PnL,ROI%,Trade Year,Trade Month,Highest High,Lowest Low,Max ROI%,Margin,DATETIME,Cumulative ROI%,Max Cumulative ROI%,DD,is_win
172,2020-08-13,Thursday,2020-08-13,0,5,11400,C,9.8,09:45:00,40.65,0.05,2020-08-13,15:15:00,-78.46994535519126,0.0,78.16391543585264,EOD exit,9.75,0.09850000000000002,6140.350877192983,59263.596491228076,0.5926359649122808,2020,8,13.0,0.05,0.5986842105263157,100.0,2020-08-13 09:45:00,204.95314245576182,206.8397298739535,-1.8865874181916809,True
849,2020-08-14,Friday,2020-08-20,6,1,11350,P,95.2,09:15:00,117.3,117.3,2020-08-14,13:15:00,-44.912790697674424,10.29411764705884,82.74822313159558,SL hit,-22.099999999999994,2.125,6167.400881057269,-149405.2863436123,-1.494052863436123,2020,8,152.5,75.0,1.2458149779735683,100.0,2020-08-14 09:15:00,203.4590895923257,206.8397298739535,-3.380640281627791,False
173,2020-08-14,Friday,2020-08-20,6,1,11400,C,58.7,10:15:00,72.35,72.35,2020-08-14,12:15:00,-17.464788732394364,42.55952380952382,74.10666666666681,SL hit,-13.649999999999991,1.3105000000000002,6140.350877192983,-91862.71929824557,-0.9186271929824557,2020,8,79.0,57.15,0.0951754385964915,100.0,2020-08-14 10:15:00,202.54046239934326,206.8397298739535,-4.299267474610247,False
174,2020-08-14,Friday,2020-08-20,6,2,11400,C,58.75,12:45:00,79.0,79.0,2020-08-19,09:15:00,-20.32520325203252,50.512820512820504,66.19864794591803,SL hit,-20.25,1.3775,6140.350877192983,-132800.43859649124,-1.3280043859649122,2020,8,81.2,17.5,2.5328947368421053,100.0,2020-08-14 12:45:00,201.21245801337835,206.8397298739535,-5.627271860575149,False
850,2020-08-18,Tuesday,2020-08-20,2,2,11450,P,150.35,10:15:00,201.8,138.15,2020-08-20,15:15:00,-4.2000641231163724,5.325443786982262,65.63608717688822,EOD exit,12.199999999999989,2.8850000000000002,6113.53711790393,56947.59825327504,0.5694759825327504,2020,8,178.5,45.0,6.440611353711789,100.0,2020-08-18 10:15:00,201.7819339959111,206.8397298739535,-5.057795878042413,True
175,2020-08-20,Thursday,2020-08-20,0,3,11350,C,18.75,10:45:00,36.1,0.05,2020-08-20,15:15:00,-59.32388222464559,12.789351851851848,31.59110597747633,EOD exit,18.7,0.188,6167.400881057269,114170.92511013216,1.1417092511013216,2020,8,25.5,0.05,1.153303964757709,100.0,2020-08-20 10:45:00,202.92364324701242,206.8397298739535,-3.9160866269410803,True
851,2020-08-21,Friday,2020-08-27,6,1,11400,P,92.2,09:15:00,111.55,0.05,2020-08-27,15:15:00,-12.197437114380632,19.232505643340843,64.57345971563981,EOD exit,92.15,0.9225,6140.350877192983,560168.8596491229,5.601688596491229,2020,8,106.8,0.05,5.658333333333334,100.0,2020-08-21 09:15:00,208.52533184350364,208.52533184350364,0.0,True
176,2020-08-21,Friday,2020-08-27,6,1,11450,C,64.5,09:45:00,84.7,84.7,2020-08-24,12:15:00,-42.072072072072075,69.46847960444995,75.89918613809404,SL hit,-20.200000000000003,1.492,6113.53711790393,-132614.84716157208,-1.3261484716157206,2020,8,96.45,48.0,1.0087336244541485,100.0,2020-08-21 09:45:00,207.19918337188793,208.52533184350364,-1.32614847161571,False
177,2020-08-25,Tuesday,2020-08-27,2,2,11550,C,26.85,10:15:00,46.2,52.15,2020-08-27,09:15:00,-7.118055555555558,13.689095127610216,42.36006051437232,Gap SL hit,-25.299999999999997,0.79,6060.606060606061,-158121.2121212121,-1.581212121212121,2020,8,67.2,14.35,0.7575757575757578,100.0,2020-08-25 10:15:00,205.6179712506758,208.52533184350364,-2.9073605928278425,False
178,2020-08-27,Thursday,2020-08-27,0,3,11650,C,2.15,12:45:00,11.6,0.05,2020-08-27,15:15:00,-72.61146496815286,13.684210526315795,90.58603491271806,EOD exit,2.1,0.022,6008.583690987124,12485.836909871246,0.12485836909871247,2020,8,2.75,0.05,0.1261802575107296,100.0,2020-08-27 12:45:00,205.7428296197745,208.52533184350364,-2.782502223729125,True
852,2020-08-28,Friday,2020-09-03,6,1,11600,P,92.5,09:45:00,104.95,104.95,2020-08-31,11:15:00,-48.09417040358745,25.04911591355598,59.34032059186208,SL hit,-12.450000000000003,1.9745,6034.482758620689,-87044.39655172414,-0.8704439655172415,2020,8,125.0,22.3,4.236206896551724,100.0,2020-08-28 09:45:00,204.87238565425727,208.52533184350364,-3.6529461892463644,False
179,2020-08-31,Monday,2020-09-03,3,1,11750,C,31.5,11:15:00,93.0,0.05,2020-09-03,15:15:00,-19.23566878980892,43.24873096446701,64.57345971563981,EOD exit,31.45,0.3155,5957.446808510638,185482.12765957447,1.8548212765957448,2020,9,37.6,0.05,1.8736170212765957,100.0,2020-08-31 11:15:00,206.72720693085301,208.52533184350364,-1.7981249126506214,True
853,2020-09-02,Wednesday,2020-09-03,1,2,11450,P,30.75,13:45:00,76.35,0.05,2020-09-03,15:15:00,-81.6917728852839,16.697936210131374,31.583476764200086,EOD exit,30.7,0.308,6113.53711790393,185802.62008733625,1.8580262008733626,2020,9,30.75,0.05,1.8768558951965064,100.0,2020-09-02 13:45:00,208.58523313172637,208.58523313172637,0.0,True
854,2020-09-04,Friday,2020-09-10,6,1,11350,P,95.5,09:45:00,128.3,128.3,2020-09-04,14:15:00,-11.655874190564287,81.25,43.37733272644515,SL hit,-32.80000000000001,2.238,6167.400881057269,-216093.39207048464,-2.160933920704846,2020,9,128.55,65.0,1.8810572687224667,100.0,2020-09-04 09:45:00,206.42429921102152,208.58523313172637,-2.1609339207048492,False
180,2020-09-04,Friday,2020-09-10,6,1,11400,C,130.2,12:45:00,137.0,137.0,2020-09-04,13:15:00,-31.678486997635925,89.37282229965157,66.19864794591803,SL hit,-6.800000000000011,2.672,6140.350877192983,-58161.403508772004,-0.58161403508772,2020,9,148.2,122.75,0.4574561403508765,100.0,2020-09-04 12:45:00,205.8426851759338,208.58523313172637,-2.74254795579256,False
181,2020-09-04,Friday,2020-09-10,6,2,11450,C,65.3,14:15:00,117.05,0.1,2020-09-10,15:15:00,-65.4353562005277,31.447124304267163,74.10666666666681,EOD exit,65.2,0.6539999999999999,6113.53711790393,394604.3668122271,3.9460436681222713,2020,9,71.2,0.05,3.989082969432314,100.0,2020-09-04 14:15:00,209.78872884405607,209.78872884405607,0.0,True
855,2020-09-08,Tuesday,2020-09-10,2,2,11300,P,53.85,09:45:00,75.0,75.0,2020-09-08,14:45:00,-33.126165320074584,39.35565382185723,45.65217391304348,SL hit,-21.15,1.2885,6194.690265486725,-138999.55752212388,-1.3899955752212387,2020,9,77.0,32.4,1.3287610619469028,100.0,2020-09-08 09:45:00,208.39873326883483,209.78872884405607,-1.389995575221235,False
856,2020-09-09,Wednesday,2020-09-10,1,3,11250,P,59.2,09:15:00,89.95,89.95,2020-09-09,11:45:00,-21.447543160690568,87.77472527472528,44.60966542750947,SL hit,-30.75,1.4915,6222.222222222223,-200613.7777777778,-2.006137777777778,2020,9,92.9,52.6,0.41066666666666685,100.0,2020-09-09 09:15:00,206.39259549105705,209.78872884405607,-3.3961333529990156,False
857,2020-09-09,Wednesday,2020-09-10,1,4,11200,P,42.1,12:15:00,69.8,0.05,2020-09-10,15:15:00,-16.749256689791878,46.95652173913042,31.59110597747633,EOD exit,42.050000000000004,0.4215,6250.0,260178.12500000003,2.6017812500000006,2020,9,49.45,0.05,2.628125,100.0,2020-09-09 12:15:00,208.99437674105704,209.78872884405607,-0.7943521029990279,True
858,2020-09-11,Friday,2020-09-17,6,1,11450,P,107.85,13:15:00,124.95,0.05,2020-09-17,15:15:00,-58.455598455598455,54.97685185185185,56.79190751445086,EOD exit,107.8,1.079,6113.53711790393,652442.7947598253,6.524427947598253,2020,9,121.15,0.05,6.590393013100437,100.0,2020-09-11 13:15:00,215.51880468865528,215.51880468865528,0.0,True
182,2020-09-14,Monday,2020-09-17,3,1,11550,C,44.15,13:45:00,81.5,81.5,2020-09-16,14:45:00,-14.577259475218657,0.0,60.2843601895738,SL hit,-37.35,1.2565000000000002,6060.606060606061,-233978.78787878793,-2.339787878787879,2020,9,85.0,29.1,0.912121212121212,100.0,2020-09-14 13:45:00,213.1790168098674,215.51880468865528,-2.339787878787888,False
183,2020-09-17,Thursday,2020-09-17,0,2,11600,C,12.0,10:45:00,17.7,0.05,2020-09-17,15:15:00,-51.503006012024045,7.682119205298022,93.17602040816293,EOD exit,11.95,0.12050000000000001,6034.482758620689,71384.91379310343,0.7138491379310343,2020,9,12.0,0.05,0.7211206896551723,100.0,2020-09-17 10:45:00,213.8928659477984,215.51880468865528,-1.625938740856867,True
859,2020-09-18,Friday,2020-09-24,6,1,11550,P,93.2,09:15:00,112.7,112.7,2020-09-18,14:15:00,-28.185328185328185,12.578055307760934,64.57345971563981,SL hit,-19.5,2.059,6060.606060606061,-130660.60606060608,-1.3066060606060608,2020,9,158.3,72.0,1.2848484848484851,100.0,2020-09-18 09:15:00,212.58625988719234,215.51880468865528,-2.9325448014629387,False
184,2020-09-18,Friday,2020-09-24,6,1,11600,C,78.0,10:15:00,88.55,88.55,2020-09-18,13:45:00,-13.292547274749724,42.77777777777778,74.10666666666681,SL hit,-10.549999999999997,1.6655000000000002,6034.482758620689,-73714.22413793101,-0.7371422413793102,2020,9,90.75,74.15,0.2323275862068962,100.0,2020-09-18 10:15:00,211.84911764581304,215.51880468865528,-3.6696870428422415,False
185,2020-09-18,Friday,2020-09-24,6,2,11600,C,53.2,14:15:00,90.75,0.1,2020-09-24,15:15:00,-55.17676767676768,15.980629539951579,52.19193020719725,EOD exit,53.1,0.533,6034.482758620689,317214.6551724138,3.172146551724138,2020,9,62.15,0.05,3.207327586206897,100.0,2020-09-18 14:15:00,215.02126419753716,215.51880468865528,-0.4975404911181158,True
860,2020-09-21,Monday,2020-09-24,3,2,11500,P,92.9,10:45:00,98.9,98.9,2020-09-21,12:15:00,-13.183730715287526,53.94088669950737,50.69938650306758,SL hit,-6.0,1.9180000000000001,6086.95652173913,-48196.52173913043,-0.4819652173913043,2020,9,119.05,79.75,0.8004347826086959,100.0,2020-09-21 10:45:00,214.53929898014587,215.51880468865528,-0.9795057085094072,False
861,2020-09-21,Monday,2020-09-24,3,3,11500,P,110.65,12:15:00,119.05,119.05,2020-09-21,12:45:00,-4.391304347826084,63.78633150039276,39.00334075723822,SL hit,-8.399999999999991,2.297,6086.95652173913,-65112.17391304343,-0.6511217391304343,2020,9,123.0,101.35,0.5660869565217398,100.0,2020-09-21 12:15:00,213.88817724101543,215.51880468865528,-1.6306274476398528,False
186,2020-09-25,Friday,2020-10-01,6,1,10950,C,99.0,10:45:00,112.3,112.3,2020-09-25,11:15:00,-62.38322211630124,66.21480709071952,19.010096035459497,SL hit,-13.299999999999997,2.113,6392.6940639269405,-98530.59360730591,-0.9853059360730592,2020,9,114.5,93.05,0.3803652968036531,100.0,2020-09-25 10:45:00,212.90287130494238,215.51880468865528,-2.6159333837128997,False
187,2020-09-25,Friday,2020-10-01,6,2,10950,C,131.15,11:45:00,133.0,133.0,2020-09-25,12:15:00,-57.58835758835759,73.39901477832514,33.887822563446065,SL hit,-1.8499999999999943,2.6414999999999997,6392.6940639269405,-28712.785388127817,-0.2871278538812782,2020,9,150.0,124.5,0.42511415525114193,100.0,2020-09-25 11:45:00,212.6157434510611,215.51880468865528,-2.903061237594187,False
188,2020-09-25,Friday,2020-10-01,6,3,11000,C,104.7,12:45:00,120.0,120.0,2020-09-25,13:45:00,-40.569495348181555,83.28981723237598,23.125302370585914,SL hit,-15.299999999999997,2.247,6363.636363636364,-111662.72727272726,-1.1166272727272726,2020,9,129.0,94.45,0.6522727272727273,100.0,2020-09-25 12:45:00,211.49911617833382,215.51880468865528,-4.019688510321458,False
189,2020-09-25,Friday,2020-10-01,6,4,11000,C,126.8,13:45:00,129.0,129.0,2020-09-25,14:15:00,-34.607438016528924,81.84176394293127,21.404109589040885,SL hit,-2.200000000000003,2.5580000000000003,6363.636363636364,-30278.181818181838,-0.3027818181818184,2020,9,142.0,121.2,0.35636363636363605,100.0,2020-09-25 13:45:00,211.196334360152,215.51880468865528,-4.322470328503272,False
862,2020-09-28,Monday,2020-10-01,3,4,11100,P,73.0,09:15:00,105.0,0.05,2020-10-01,15:15:00,-62.548163370151556,6.805157593123212,45.564892623716084,EOD exit,72.95,0.7305,6306.306306306306,455438.2882882883,4.554382882882883,2020,10,75.8,0.05,4.600450450450451,100.0,2020-09-28 09:15:00,215.7507172430349,215.7507172430349,0.0,True
190,2020-09-30,Wednesday,2020-10-01,1,5,11250,C,36.3,09:15:00,64.0,64.0,2020-09-30,10:15:00,-30.259365994236315,39.75678203928906,65.33333333333363,SL hit,-27.700000000000003,1.003,6222.222222222223,-178596.44444444447,-1.7859644444444447,2020,9,66.95,30.5,0.36088888888888876,100.0,2020-09-30 09:15:00,213.96475279859047,215.7507172430349,-1.7859644444444314,False
191,2020-09-30,Wednesday,2020-10-01,1,6,11300,C,31.65,10:15:00,38.9,38.9,2020-09-30,14:15:00,-24.91103202846975,34.829931972789126,38.73824017708894,SL hit,-7.25,0.7055,6194.690265486725,-49281.85840707964,-0.49281858407079643,2020,9,39.5,16.25,0.9539823008849556,100.0,2020-09-30 10:15:00,213.47193421451968,215.7507172430349,-2.278783028515221,False
863,2020-10-05,Monday,2020-10-08,3,1,11500,P,73.3,09:15:00,130.0,0.05,2020-10-08,15:15:00,-76.99059561128526,13.126760563380287,39.46808510638298,EOD exit,73.25,0.7334999999999999,6086.95652173913,441404.78260869556,4.414047826086956,2020,10,114.1,0.05,4.458695652173913,100.0,2020-10-05 09:15:00,217.88598204060662,217.88598204060662,0.0,True
192,2020-10-08,Thursday,2020-10-08,0,7,11900,C,0.6,14:15:00,24.9,0.05,2020-10-08,15:15:00,-79.36507936507937,8.483290488431876,24.817264183779827,EOD exit,0.5499999999999999,0.006500000000000001,5882.35294117647,3197.0588235294117,0.03197058823529412,2020,10,0.65,0.05,0.03235294117647058,100.0,2020-10-08 14:15:00,217.9179526288419,217.9179526288419,0.0,True
864,2020-10-09,Friday,2020-10-15,6,1,11850,P,120.95,09:45:00,147.4,147.4,2020-10-15,13:45:00,-30.562770562770563,55.463059313215396,33.887822563446065,SL hit,-26.450000000000003,2.6835000000000004,5907.172995780591,-172096.62447257387,-1.7209662447257388,2020,10,149.1,2.0,7.026582278481013,100.0,2020-10-09 09:45:00,216.19698638411617,217.9179526288419,-1.7209662447257301,False
193,2020-10-12,Monday,2020-10-15,3,1,12000,C,75.1,12:45:00,110.0,0.05,2020-10-15,15:15:00,-1.6371971185330716,32.09876543209876,66.19864794591803,EOD exit,75.05,0.7515,5833.333333333333,433407.9166666667,4.334079166666667,2020,10,83.35,0.05,4.377916666666666,100.0,2020-10-12 12:45:00,220.53106555078284,220.53106555078284,0.0,True
194,2020-10-16,Friday,2020-10-22,6,1,11750,C,103.25,11:15:00,134.0,134.0,2020-10-16,13:15:00,-42.41831890533371,54.779116465863446,26.159642100306343,SL hit,-30.75,2.3725,5957.446808510638,-197325.53191489363,-1.9732553191489361,2020,10,146.45,97.4,0.348510638297872,100.0,2020-10-16 11:15:00,218.5578102316339,220.53106555078284,-1.973255319148933,False
195,2020-10-19,Monday,2020-10-22,3,2,11850,C,109.6,09:45:00,118.0,118.0,2020-10-19,10:15:00,-31.616954474097327,79.73609802073516,64.57345971563981,SL hit,-8.400000000000006,2.276,5907.172995780591,-63064.97890295362,-0.6306497890295362,2020,10,122.6,107.1,0.14767932489451477,100.0,2020-10-19 09:45:00,217.92716044260436,220.53106555078284,-2.6039051081784805,False
865,2020-10-19,Monday,2020-10-22,3,2,11800,P,62.3,09:45:00,85.5,0.05,2020-10-22,15:15:00,-10.589907604832973,3.2444124008651727,50.3072196620581,EOD exit,62.25,0.6234999999999999,5932.203389830508,365580.9322033898,3.6558093220338983,2020,10,78.7,0.05,3.692796610169491,100.0,2020-10-19 09:45:00,221.58296976463825,221.58296976463825,0.0,True
196,2020-10-19,Monday,2020-10-22,3,3,11900,C,92.5,10:15:00,94.0,94.0,2020-10-20,11:45:00,-31.682070240295744,88.84339815762539,52.60403688013976,SL hit,-1.5,1.865,5882.35294117647,-19794.117647058825,-0.19794117647058823,2020,10,105.0,47.7,2.635294117647059,100.0,2020-10-19 10:15:00,221.38502858816767,221.58296976463825,-0.19794117647057874,False
197,2020-10-21,Wednesday,2020-10-22,1,4,12000,C,18.8,13:15:00,67.5,0.05,2020-10-22,15:15:00,-49.32975871313673,19.91935483870968,32.47889965614284,EOD exit,18.75,0.18850000000000003,5833.333333333333,108275.41666666666,1.0827541666666667,2020,10,34.45,0.05,1.09375,100.0,2020-10-21 13:15:00,222.46778275483433,222.46778275483433,0.0,True
198,2020-10-23,Friday,2020-10-29,6,1,12000,C,77.5,12:15:00,96.0,0.05,2020-10-29,15:15:00,-34.662190516156116,36.90476190476187,65.33333333333363,EOD exit,77.45,0.7755,5833.333333333333,447267.9166666667,4.4726791666666665,2020,10,91.05,0.05,4.517916666666666,100.0,2020-10-23 12:15:00,226.940461921501,226.940461921501,0.0,True
866,2020-10-23,Friday,2020-10-29,6,1,11950,P,108.85,12:15:00,130.8,130.8,2020-10-26,09:15:00,-3.647686832740221,44.64751958224544,65.33333333333363,SL hit,-21.950000000000017,2.3965,5857.740585774059,-142615.48117154822,-1.4261548117154823,2020,10,141.85,92.1,0.9811715481171549,100.0,2020-10-23 12:15:00,225.5143071097855,226.940461921501,-1.4261548117154916,False
867,2020-10-26,Monday,2020-10-29,3,2,11850,P,83.0,10:45:00,88.85,88.85,2020-10-26,11:15:00,-25.621328513330326,82.85123966942146,50.69938650306758,SL hit,-5.849999999999994,1.7185,5907.172995780591,-44708.438818565366,-0.4470843881856537,2020,10,115.0,81.85,0.06793248945147713,100.0,2020-10-26 10:45:00,225.06722272159985,226.940461921501,-1.8732391999011497,False
868,2020-10-27,Tuesday,2020-10-29,2,3,11700,P,27.75,14:15:00,85.9,85.9,2020-10-29,09:15:00,-9.120521172638439,27.021276595744666,25.950782997762857,SL hit,-58.150000000000006,1.1365,5982.9059829059825,-354705.55555555556,-3.547055555555555,2020,10,114.05,10.3,1.0440170940170939,100.0,2020-10-27 14:15:00,221.5201671660443,226.940461921501,-5.420294755456695,False
869,2020-10-29,Thursday,2020-10-29,0,4,11650,P,24.4,09:45:00,80.9,0.05,2020-10-29,15:15:00,-35.48812664907652,38.286334056399134,78.16391543585264,EOD exit,24.349999999999998,0.2445,6008.583690987124,144839.9141630901,1.4483991416309012,2020,10,55.4,0.05,1.4630901287553646,100.0,2020-10-29 09:45:00,222.96856630767522,226.940461921501,-3.9718956138257795,True
199,2020-10-30,Friday,2020-11-05,6,1,11750,C,144.05,09:15:00,147.85,147.85,2020-10-30,09:45:00,-40.58835630528698,68.22633297062022,76.2352941176466,SL hit,-3.799999999999983,2.919,5957.446808510638,-40028.08510638288,-0.40028085106382877,2020,10,150.0,136.3,0.4617021276595744,100.0,2020-10-30 09:15:00,222.5682854566114,226.940461921501,-4.3721764648896055,False
200,2020-10-30,Friday,2020-11-05,6,2,11750,C,132.8,10:15:00,150.0,150.0,2020-11-03,09:15:00,-36.483253588516746,63.285024154589365,67.83796974133705,SL hit,-17.19999999999999,2.8280000000000003,5957.446808510638,-119315.74468085098,-1.19315744680851,2020,11,151.95,67.55,3.887234042553192,100.0,2020-10-30 10:15:00,221.3751280098029,226.940461921501,-5.565333911698104,False
870,2020-11-02,Monday,2020-11-05,3,1,11600,P,133.8,10:15:00,172.55,0.05,2020-11-05,15:15:00,-6.817391304347834,35.08869179600886,52.60403688013976,EOD exit,133.75,1.3385000000000002,6034.482758620689,799034.9137931033,7.990349137931033,2020,11,154.9,0.05,8.07112068965517,100.0,2020-11-02 10:15:00,229.3654771477339,229.3654771477339,0.0,True
201,2020-11-03,Tuesday,2020-11-05,2,3,11800,C,115.4,09:15:00,124.45,124.45,2020-11-03,10:15:00,-2.494714587737846,78.09570794277258,38.73824017708894,SL hit,-9.049999999999997,2.3985000000000003,5932.203389830508,-67914.83050847455,-0.6791483050847454,2020,11,125.0,97.9,1.0381355932203389,100.0,2020-11-03 09:15:00,228.68632884264917,229.3654771477339,-0.6791483050847376,False
871,2020-11-06,Friday,2020-11-12,6,1,12150,P,87.5,12:45:00,139.5,0.1,2020-11-12,15:15:00,-75.43042619249223,7.0454545454545325,19.010096035459497,EOD exit,87.4,0.876,5761.316872427984,498492.1810699589,4.984921810699589,2020,11,97.0,0.05,5.038271604938272,100.0,2020-11-06 12:45:00,233.67125065334875,233.67125065334875,0.0,True
202,2020-11-12,Thursday,2020-11-12,0,4,12750,C,20.8,09:15:00,42.3,0.05,2020-11-12,15:15:00,-10.629067245119304,43.007518796992485,74.81778425655844,EOD exit,20.75,0.20850000000000002,5490.196078431372,112776.86274509803,1.1277686274509802,2020,11,25.1,0.05,1.1392156862745098,100.0,2020-11-12 09:15:00,234.79901928079974,234.79901928079974,0.0,True
203,2020-11-13,Friday,2020-11-19,6,1,12650,C,101.3,09:15:00,128.0,128.0,2020-11-13,10:15:00,-52.24162340726758,34.807149576669815,67.83796974133705,SL hit,-26.700000000000003,2.293,5533.596837944664,-160435.57312252966,-1.6043557312252967,2020,11,172.35,98.2,0.17154150197628426,100.0,2020-11-13 09:15:00,233.19466354957444,234.79901928079974,-1.6043557312252972,False
204,2020-11-13,Friday,2020-11-19,6,2,12750,C,77.5,12:15:00,112.55,112.55,2020-11-14,18:15:00,-26.190476190476193,61.04598737601443,67.83796974133705,SL hit,-35.05,1.9005,5490.196078431372,-202865.4901960784,-2.0286549019607842,2020,11,149.75,73.05,0.2443137254901962,100.0,2020-11-13 12:15:00,231.16600864761367,234.79901928079974,-3.6330106331860748,False
872,2020-11-13,Friday,2020-11-19,6,1,12600,P,78.15,12:15:00,113.4,0.05,2020-11-19,15:15:00,-43.614718614718605,31.194968553459134,76.63576158940327,EOD exit,78.10000000000001,0.782,5555.555555555556,429544.4444444445,4.295444444444445,2020,11,82.6,0.05,4.3388888888888895,100.0,2020-11-13 12:15:00,235.46145309205812,235.46145309205812,0.0,True
205,2020-11-17,Tuesday,2020-11-19,2,3,12900,C,43.15,10:15:00,84.25,0.05,2020-11-19,15:15:00,-35.7301704966642,46.06205250596659,70.61870503597133,EOD exit,43.1,0.43199999999999994,5426.356589147287,231531.78294573646,2.315317829457365,2020,11,79.1,0.05,2.338759689922481,100.0,2020-11-17 10:15:00,237.7767709215155,237.7767709215155,0.0,True
206,2020-11-20,Friday,2020-11-26,6,1,12850,C,94.1,09:15:00,118.8,118.8,2020-11-20,13:45:00,-31.029411764705884,20.447670901391405,42.69108841141251,SL hit,-24.700000000000003,2.129,5447.470817120623,-146150.19455252922,-1.4615019455252922,2020,11,133.55,65.0,1.585214007782101,100.0,2020-11-20 09:15:00,236.3152689759902,237.7767709215155,-1.461501945525299,False
207,2020-11-20,Friday,2020-11-26,6,2,12900,C,96.75,13:45:00,105.0,105.0,2020-11-20,14:15:00,-29.27546892239793,88.5201793721973,62.08998548621167,SL hit,-8.25,2.0175,5426.356589147287,-55715.11627906977,-0.5571511627906977,2020,11,109.3,84.85,0.6457364341085274,100.0,2020-11-20 13:45:00,235.7581178131995,237.7767709215155,-2.0186531083159878,False
208,2020-11-23,Monday,2020-11-26,3,3,12950,C,74.35,12:15:00,94.3,94.3,2020-11-23,13:45:00,-30.852567121997172,62.863070539419084,62.5791594703516,SL hit,-19.950000000000003,1.6864999999999999,5405.405405405405,-116954.05405405405,-1.1695405405405406,2020,11,99.55,63.2,0.6027027027027022,100.0,2020-11-23 12:15:00,234.58857727265897,237.7767709215155,-3.188193648856526,False
873,2020-11-23,Monday,2020-11-26,3,1,12900,P,68.65,13:15:00,144.8,0.05,2020-11-26,15:15:00,-45.11904761904761,9.065155807365443,44.89693313222737,EOD exit,68.60000000000001,0.687,5426.356589147287,368520.15503875975,3.685201550387598,2020,11,120.0,0.05,3.7224806201550393,100.0,2020-11-23 13:15:00,238.27377882304657,238.27377882304657,0.0,True
209,2020-11-25,Wednesday,2020-11-26,1,4,13150,C,21.7,13:15:00,79.95,0.05,2020-11-26,15:15:00,-2.2675736961451247,36.781609195402304,25.950782997762857,EOD exit,21.65,0.2175,5323.19391634981,114089.3536121673,1.1408935361216728,2020,11,23.75,0.05,1.1524714828897338,100.0,2020-11-25 13:15:00,239.41467235916824,239.41467235916824,0.0,True
210,2020-11-27,Friday,2020-12-03,6,1,13000,C,112.05,09:15:00,145.0,145.0,2020-11-27,12:15:00,-48.56230031948881,62.74787535410765,64.57345971563981,SL hit,-32.95,2.5705,5384.615384615385,-191264.2307692308,-1.9126423076923083,2020,11,148.0,104.2,0.42269230769230737,100.0,2020-11-27 09:15:00,237.50203005147594,239.41467235916824,-1.9126423076922947,False
874,2020-11-27,Friday,2020-12-03,6,1,12950,P,74.15,12:15:00,112.05,112.05,2020-11-27,14:45:00,-22.788761706555665,2.8052805280528474,70.58484586574473,SL hit,-37.89999999999999,1.8619999999999999,5405.405405405405,-214929.72972972968,-2.149297297297297,2020,11,122.6,73.85,0.016216216216216828,100.0,2020-11-27 12:15:00,235.35273275417865,239.41467235916824,-4.06193960498959,False
211,2020-11-27,Friday,2020-12-03,6,2,13050,C,114.5,12:15:00,119.5,119.5,2020-12-01,11:45:00,-28.97022332506203,86.16071428571428,65.33333333333363,SL hit,-5.0,2.34,5363.984674329502,-39371.64750957854,-0.3937164750957854,2020,12,123.95,66.25,2.5881226053639845,100.0,2020-11-27 12:15:00,234.95901627908287,239.41467235916824,-4.455656080085362,False
875,2020-12-01,Tuesday,2020-12-03,2,2,13000,P,68.2,10:15:00,121.95,0.05,2020-12-03,15:15:00,-66.34146341463415,13.600000000000009,52.60403688013976,EOD exit,68.15,0.6825,5384.615384615385,363286.5384615385,3.632865384615385,2020,12,76.4,0.05,3.669615384615385,100.0,2020-12-01 10:15:00,238.59188166369825,239.41467235916824,-0.8227906954699904,True
212,2020-12-02,Wednesday,2020-12-03,1,3,13100,C,61.4,11:15:00,94.75,73.5,2020-12-03,09:15:00,-22.53787878787879,6.203840472673534,44.60966542750947,Gap SL hit,-12.100000000000001,1.349,5343.511450381679,-71864.88549618321,-0.7186488549618321,2020,12,105.4,22.1,2.1,100.0,2020-12-02 11:15:00,237.87323280873642,239.41467235916824,-1.541439550431818,False
213,2020-12-03,Thursday,2020-12-03,0,4,13200,C,3.7,14:15:00,26.9,0.05,2020-12-03,15:15:00,-92.16931216931216,0.0,32.53358925143992,EOD exit,3.6500000000000004,0.0375,5303.030303030303,19157.19696969697,0.1915719696969697,2020,12,4.7,0.05,0.19356060606060607,100.0,2020-12-03 14:15:00,238.0648047784334,239.41467235916824,-1.3498675807348377,True
876,2020-12-04,Friday,2020-12-10,6,1,13150,P,88.65,09:15:00,103.2,0.05,2020-12-10,15:15:00,-52.189189189189186,0.352112676056322,26.159642100306343,EOD exit,88.60000000000001,0.887,5323.19391634981,466913.30798479094,4.669133079847909,2020,12,95.35,0.05,4.716349809885932,100.0,2020-12-04 09:15:00,242.7339378582813,242.7339378582813,0.0,True
214,2020-12-10,Thursday,2020-12-10,0,1,13500,C,15.5,09:15:00,50.0,0.05,2020-12-10,15:15:00,-59.4559585492228,21.58133506156838,23.11864406779685,EOD exit,15.45,0.1555,5185.185185185185,79304.81481481482,0.7930481481481481,2020,12,18.5,0.05,0.8011111111111111,100.0,2020-12-10 09:15:00,243.52698600642947,243.52698600642947,0.0,True
