,index,Trade No.,Entry_Date,Exit_Date,Trade_Type,Entry_Price,Initial SL,Exit_Price,Exit Remark,PnL,Slippage,PnL w cs,Qty,Profit_Loss INR,ROI%,Trade Year
37,37,37,2018-10-29 14:15:00+05:30,2018-10-30 11:15:00+05:30,Long,34073.05,33495.80222222222,34007.43,Trailing SL Hit,-65.62000000000262,6.808048000000001,-72.42804800000262,2347.8966514591443,-170053.57137092832,-1.7005357137092834,2018
38,38,38,2018-10-31 13:15:00+05:30,2018-11-13 10:15:00+05:30,Long,34252.1,33827.07444444444,34752.73,Trailing SL Hit,500.63000000000466,6.900483,493.72951700000465,2335.6232172625914,1153166.1229530561,11.531661229530561,2018
39,39,39,2018-11-13 14:15:00+05:30,2018-11-21 09:15:00+05:30,Long,35161.63,34817.014444444445,35247.87,Trailing SL Hit,86.24000000000524,7.0409500000000005,79.19905000000524,2275.2073780424857,180194.26289396765,1.8019426289396767,2018
40,40,40,2018-11-26 14:15:00+05:30,2018-12-05 14:15:00+05:30,Long,35384.14,35007.88444444445,35884.21,Trailing SL Hit,500.0699999999997,7.126835000000001,492.9431649999997,2260.899939916584,1114495.17213079,11.144951721307901,2018
41,41,41,2018-12-12 10:15:00+05:30,2018-12-21 10:15:00+05:30,Long,35514.3,34928.88111111111,36053.13,Trailing SL Hit,538.8299999999945,7.156743,531.6732569999945,2252.6137358754077,1197654.4817158033,11.976544817158032,2018
42,42,42,2018-12-27 09:15:00+05:30,2018-12-27 14:15:00+05:30,Long,35853.96,35336.79111111111,35819.47,Trailing SL Hit,-34.48999999999796,7.167343,-41.657342999997965,2231.273756092772,-92948.9361844504,-0.929489361844504,2018
43,43,43,2018-12-28 09:15:00+05:30,2019-01-01 13:15:00+05:30,Long,36145.89,35814.83666666666,35934.51,Trailing SL Hit,-211.37999999999738,7.20804,-218.5880399999974,2213.2530143814415,-483790.6384377253,-4.837906384377253,2018
44,44,44,2019-01-07 09:15:00+05:30,2019-01-07 14:15:00+05:30,Long,36002.44,35552.47111111111,35863.19,Trailing SL Hit,-139.25,7.1865630000000005,-146.436563,2222.0716151460842,-325392.5300618513,-3.2539253006185134,2019
45,45,45,2019-01-09 09:15:00+05:30,2019-01-09 13:15:00+05:30,Long,36205.07,35878.183333333334,35878.183333333334,Initial SL Hit,-326.8866666666654,7.208325333333333,-334.09499199999874,2209.6352803626673,-738228.0813156803,-7.382280813156803,2019
46,46,46,2019-01-15 09:15:00+05:30,2019-01-23 14:15:00+05:30,Long,36135.98,35798.46777777778,36088.0,Trailing SL Hit,-47.9800000000032,7.222398000000001,-55.2023980000032,2213.8599811047047,-122210.37979322148,-1.222103797932215,2019
47,47,47,2019-01-25 09:15:00+05:30,2019-01-25 13:15:00+05:30,Long,36446.9,36093.69777777778,36202.31,Trailing SL Hit,-244.59000000000378,7.264920999999999,-251.85492100000377,2194.97405815035,-552815.0180125141,-5.528150180125141,2019
48,48,48,2019-01-31 10:15:00+05:30,2019-02-08 14:15:00+05:30,Long,35947.08,35609.58666666667,36518.42,Trailing SL Hit,571.3399999999965,7.24655,564.0934499999966,2225.4936979582208,1255386.418034503,12.55386418034503,2019
49,49,49,2019-02-21 12:15:00+05:30,2019-02-22 11:15:00+05:30,Long,35920.63,35636.11111111111,35845.13,Trailing SL Hit,-75.5,7.176576,-82.676576,2227.132430583762,-184131.6836592231,-1.841316836592231,2019
50,50,50,2019-02-25 14:15:00+05:30,2019-02-26 09:15:00+05:30,Long,36234.02,35934.75555555555,35934.75555555555,Initial SL Hit,-299.26444444444496,7.2168775555555555,-306.48132200000055,2207.8698416570946,-676670.8678749983,-6.766708678749983,2019
51,51,51,2019-02-27 09:15:00+05:30,2019-02-27 11:15:00+05:30,Long,36280.31,35951.595555555556,35951.595555555556,Initial SL Hit,-328.71444444444205,7.223190555555556,-335.9376349999976,2205.052823418543,-740760.2305492928,-7.407602305492927,2019
52,52,52,2019-03-05 14:15:00+05:30,2019-03-25 09:15:00+05:30,Long,36437.22,36068.85444444444,37849.3,Trailing SL Hit,1412.0800000000017,7.4286520000000005,1404.6513480000017,2195.5571802678687,3083992.3528743447,30.839923528743444,2019
53,53,53,2019-03-26 14:15:00+05:30,2019-04-04 14:15:00+05:30,Long,38247.2,37810.36888888889,38662.01,Trailing SL Hit,414.81000000000495,7.6909209999999995,407.11907900000494,2091.656382689452,851553.2201050116,8.515532201050116,2019
54,54,54,2019-04-16 09:15:00+05:30,2019-04-22 09:15:00+05:30,Long,39233.46,38849.88333333333,38849.88333333333,Initial SL Hit,-383.57666666666773,7.808334333333333,-391.38500100000107,2039.0758296617225,-798063.6956312313,-7.980636956312313,2019
55,55,55,2019-04-24 14:15:00+05:30,2019-04-25 14:15:00+05:30,Long,39067.33,38613.25333333333,38694.43,Trailing SL Hit,-372.90000000000146,7.776176000000001,-380.6761760000015,2047.7468002036483,-779528.4213177639,-7.79528421317764,2019
