Date,Position,Type,Expiry,Index,Contract,Entry Time,Exit Time,Entry Price,Exit Price,Quantity,PnL,Points,ROI
2017-01-25,CLOSED,STRADDLE,2017-01-25,BANKNIFTY,19000CE,09:16:00,14:39:00,144.15,311.9,-157.8947368,-26486.84211,-167.75,-2.648684211
2017-01-25,CLOSED,STRADDLE,2017-01-25,BANKNIFTY,19000PE,09:16:00,14:39:00,4.8,10000,-157.8947368,0,-9995.2,0
2017-01-25,CLOSED,STRADDLE,2017-01-25,BANKNIFTY,19100CE,09:16:00,15:04:00,67.35,285,-157.0680628,-34185.86387,-217.65,-3.418586387
2017-01-25,CLOSED,STRADDLE,2017-01-25,BANKNIFTY,19100PE,09:16:00,15:04:00,21,10000,-157.0680628,0,-9979,0
2017-01-25,SL CLOSED,STRADDLE,2017-01-25,BANKNIFTY,19200CE,09:16:00,15:17:00,26.4,253.05,-156.25,-35414.0625,-226.65,-3.54140625
2017-01-25,SL CLOSED,STRADDLE,2017-01-25,BANKNIFTY,19200PE,09:16:00,,93,10000,-156.25,0,-9907,0
2017-01-25,SL CLOSED,STRADDLE,2017-01-25,BANKNIFTY,19300CE,09:16:00,15:17:00,7.7,155.95,-155.4404145,-23044.04145,-148.25,-2.304404145
2017-01-25,SL CLOSED,STRADDLE,2017-01-25,BANKNIFTY,19300PE,09:16:00,,150,10000,-155.4404145,0,-9850,0
2017-01-25,SL CLOSED,STRADDLE,2017-01-25,BANKNIFTY,19400CE,09:16:00,15:17:00,1.85,61.1,-154.6391753,-9162.371134,-59.25,-0.9162371134
2017-01-25,SL CLOSED,STRADDLE,2017-01-25,BANKNIFTY,19400PE,,,10000,10000,-154.6391753,0,0,0
2017-01-25,SL CLOSED,REBALANCE UP,2017-01-25,BANKNIFTY,19500CE,14:39:00,15:17:00,0.65,2.1,-153.8461538,-223.0769231,-1.45,-0.02230769231
2017-01-25,SL CLOSED,REBALANCE UP,2017-01-25,BANKNIFTY,19500PE,14:39:00,15:17:00,163,26,-153.8461538,21076.92308,137,2.107692308
2017-01-25,SL CLOSED,REBALANCE,2017-01-25,BANKNIFTY,19600CE,,15:17:00,10000,0.05,-153.0612245,0,9999.95,0
2017-01-25,SL CLOSED,REBALANCE,2017-01-25,BANKNIFTY,19600PE,,15:17:00,10000,122.3,-153.0612245,0,9877.7,0
2017-02-02,CLOSED,HEDGE,2017-02-02,BANKNIFTY,19700PE,09:16:00,15:22:00,2.6,0.05,761.4213198,-1941.624365,-2.55,-0.1941624365
2017-02-02,CLOSED,HEDGE,2017-02-02,BANKNIFTY,20300CE,09:16:00,15:22:00,11,0.05,738.9162562,-8091.133005,-10.95,-0.8091133005
2017-02-02,CLOSED,STRADDLE,2017-02-02,BANKNIFTY,19800CE,09:16:00,14:05:00,214,327.95,-151.5151515,-17265.15152,-113.95,-1.726515152
2017-02-02,CLOSED,STRADDLE,2017-02-02,BANKNIFTY,19800PE,09:16:00,14:05:00,8.75,10000,-151.5151515,0,-9991.25,0
2017-02-02,CLOSED,STRADDLE,2017-02-02,BANKNIFTY,19900CE,09:16:00,15:22:00,138.85,154,-150.7537688,-2283.919598,-15.15,-0.2283919598
2017-02-02,CLOSED,STRADDLE,2017-02-02,BANKNIFTY,19900PE,09:16:00,15:22:00,26.8,0.05,-150.7537688,4032.663317,26.75,0.4032663317
2017-02-02,CLOSED,STRADDLE,2017-02-02,BANKNIFTY,20000CE,09:16:00,15:22:00,84,56.8,-150,4080,27.2,0.408
2017-02-02,CLOSED,STRADDLE,2017-02-02,BANKNIFTY,20000PE,09:16:00,15:22:00,64,0.05,-150,9592.5,63.95,0.95925
2017-02-02,CLOSED,STRADDLE,2017-02-02,BANKNIFTY,20100CE,09:16:00,,50.5,10000,-149.2537313,0,-9949.5,0
2017-02-02,CLOSED,STRADDLE,2017-02-02,BANKNIFTY,20100PE,09:16:00,15:22:00,121.85,24.15,-149.2537313,14582.08955,97.7,1.458208955
2017-02-02,CLOSED,STRADDLE,2017-02-02,BANKNIFTY,20200CE,09:16:00,15:22:00,24.45,0.05,-148.5148515,3623.762376,24.4,0.3623762376
2017-02-02,CLOSED,STRADDLE,2017-02-02,BANKNIFTY,20200PE,09:16:00,15:22:00,207.45,125.65,-148.5148515,12148.51485,81.8,1.214851485
2017-02-02,CLOSED,REBALANCE UP,2017-02-02,BANKNIFTY,20300CE,14:05:00,15:22:00,2.75,0.05,-147.7832512,399.0147783,2.7,0.03990147783
2017-02-02,CLOSED,REBALANCE UP,2017-02-02,BANKNIFTY,20300PE,14:05:00,,150.15,10000,-147.7832512,0,-9849.85,0
2017-02-09,SL CLOSED,HEDGE,2017-02-09,BANKNIFTY,20100PE,09:16:00,10:33:00,3.4,80.05,746.2686567,57201.49254,76.65,5.720149254
2017-02-09,SL CLOSED,HEDGE,2017-02-09,BANKNIFTY,20700CE,09:16:00,10:33:00,1.9,0.45,724.6376812,-1050.724638,-1.45,-0.1050724638
2017-02-09,SL CLOSED,STRADDLE,2017-02-09,BANKNIFTY,20200CE,09:16:00,10:33:00,179.9,26.55,-148.5148515,22774.75248,153.35,2.277475248
2017-02-09,SL CLOSED,STRADDLE,2017-02-09,BANKNIFTY,20200PE,09:16:00,10:33:00,9.2,142,-148.5148515,-19722.77228,-132.8,-1.972277228
2017-02-09,SL CLOSED,STRADDLE,2017-02-09,BANKNIFTY,20300CE,09:16:00,10:33:00,103.4,11.4,-147.7832512,13596.05911,92,1.359605911
2017-02-09,SL CLOSED,STRADDLE,2017-02-09,BANKNIFTY,20300PE,09:16:00,10:33:00,29.55,220.05,-147.7832512,-28152.70936,-190.5,-2.815270936
2017-02-09,SL CLOSED,STRADDLE,2017-02-09,BANKNIFTY,20400CE,09:16:00,10:33:00,51.35,4.6,-147.0588235,6875,46.75,0.6875
2017-02-09,SL CLOSED,STRADDLE,2017-02-09,BANKNIFTY,20400PE,09:16:00,10:33:00,71,311.25,-147.0588235,-35330.88235,-240.25,-3.533088235
2017-02-09,CLOSED,STRADDLE,2017-02-09,BANKNIFTY,20500CE,09:16:00,10:25:00,21.35,3.2,-146.3414634,2656.097561,18.15,0.2656097561
2017-02-09,CLOSED,STRADDLE,2017-02-09,BANKNIFTY,20500PE,09:16:00,10:25:00,138.9,316.55,-146.3414634,-25997.56098,-177.65,-2.599756098
2017-02-09,CLOSED,STRADDLE,2017-02-09,BANKNIFTY,20600CE,09:16:00,10:17:00,7,1.4,-145.631068,815.5339806,5.6,0.08155339806
2017-02-09,CLOSED,STRADDLE,2017-02-09,BANKNIFTY,20600PE,09:16:00,10:17:00,211.4,315.75,-145.631068,-15196.60194,-104.35,-1.519660194
2017-02-09,SL CLOSED,REBALANCE,2017-02-09,BANKNIFTY,20100CE,10:17:00,10:33:00,150.65,58.2,-149.2537313,13798.50746,92.45,1.379850746
2017-02-09,SL CLOSED,REBALANCE,2017-02-09,BANKNIFTY,20100PE,10:17:00,10:33:00,9.8,80.05,-149.2537313,-10485.07463,-70.25,-1.048507463
2017-02-09,SL CLOSED,REBALANCE,2017-02-09,BANKNIFTY,20000CE,10:25:00,10:33:00,175,113.8,-150,9180,61.2,0.918
2017-02-09,SL CLOSED,REBALANCE,2017-02-09,BANKNIFTY,20000PE,10:25:00,10:33:00,14,40.9,-150,-4035,-26.9,-0.4035
2017-02-16,CLOSED,HEDGE,2017-02-16,BANKNIFTY,19900PE,09:16:00,,3.9,10000,753.7688442,0,9996.1,0
2017-02-16,CLOSED,HEDGE,2017-02-16,BANKNIFTY,20500CE,09:16:00,15:22:00,3.5,0.05,731.7073171,-2524.390244,-3.45,-0.2524390244
2017-02-16,CLOSED,STRADDLE,2017-02-16,BANKNIFTY,20000CE,09:16:00,15:22:00,234,226.55,-150,1117.5,7.45,0.11175
2017-02-16,CLOSED,STRADDLE,2017-02-16,BANKNIFTY,20000PE,09:16:00,15:22:00,9.1,0.05,-150,1357.5,9.05,0.13575
2017-02-16,CLOSED,STRADDLE,2017-02-16,BANKNIFTY,20100CE,09:16:00,15:22:00,148.7,133.5,-149.2537313,2268.656716,15.2,0.2268656716
2017-02-16,CLOSED,STRADDLE,2017-02-16,BANKNIFTY,20100PE,09:16:00,,20.7,10000,-149.2537313,0,-9979.3,0
2017-02-16,CLOSED,STRADDLE,2017-02-16,BANKNIFTY,20200CE,09:16:00,15:22:00,82.05,38.3,-148.5148515,6497.524752,43.75,0.6497524752
2017-02-16,CLOSED,STRADDLE,2017-02-16,BANKNIFTY,20200PE,09:16:00,15:22:00,46.4,0.05,-148.5148515,6883.663366,46.35,0.6883663366
2017-02-16,CLOSED,STRADDLE,2017-02-16,BANKNIFTY,20300CE,09:16:00,15:22:00,36.15,0.1,-147.7832512,5327.586207,36.05,0.5327586207
2017-02-16,CLOSED,STRADDLE,2017-02-16,BANKNIFTY,20300PE,09:16:00,15:22:00,95.65,52.05,-147.7832512,6443.349754,43.6,0.6443349754
2017-02-16,CLOSED,STRADDLE,2017-02-16,BANKNIFTY,20400CE,09:16:00,,12,10000,-147.0588235,0,-9988,0
2017-02-16,CLOSED,STRADDLE,2017-02-16,BANKNIFTY,20400PE,09:16:00,15:22:00,168.55,148,-147.0588235,3022.058824,20.55,0.3022058824
2017-02-23,CLOSED,HEDGE,2017-02-23,BANKNIFTY,20600PE,09:16:00,15:22:00,6.6,0.05,728.1553398,-4769.417476,-6.55,-0.4769417476
2017-02-23,CLOSED,HEDGE,2017-02-23,BANKNIFTY,21200CE,,,10000,10000,707.5471698,0,0,0
2017-02-23,CLOSED,STRADDLE,2017-02-23,BANKNIFTY,20700CE,09:16:00,15:22:00,179.1,166.9,-144.9275362,1768.115942,12.2,0.1768115942
2017-02-23,CLOSED,STRADDLE,2017-02-23,BANKNIFTY,20700PE,09:16:00,,16.7,10000,-144.9275362,0,-9983.3,0
2017-02-23,CLOSED,STRADDLE,2017-02-23,BANKNIFTY,20800CE,09:16:00,15:22:00,99.5,66,-144.2307692,4831.730769,33.5,0.4831730769
2017-02-23,CLOSED,STRADDLE,2017-02-23,BANKNIFTY,20800PE,09:16:00,15:22:00,38.4,0.05,-144.2307692,5531.25,38.35,0.553125
2017-02-23,CLOSED,STRADDLE,2017-02-23,BANKNIFTY,20900CE,09:16:00,15:22:00,47.1,0.25,-143.5406699,6724.880383,46.85,0.6724880383
2017-02-23,CLOSED,STRADDLE,2017-02-23,BANKNIFTY,20900PE,09:16:00,15:22:00,80,24,-143.5406699,8038.277512,56,0.8038277512
2017-02-23,CLOSED,STRADDLE,2017-02-23,BANKNIFTY,21000CE,09:16:00,,18.95,10000,-142.8571429,0,-9981.05,0
2017-02-23,CLOSED,STRADDLE,2017-02-23,BANKNIFTY,21000PE,09:16:00,15:22:00,150.2,122.05,-142.8571429,4021.428571,28.15,0.4021428571
2017-02-23,CLOSED,STRADDLE,2017-02-23,BANKNIFTY,21100CE,09:16:00,15:22:00,5.7,0.05,-142.1800948,803.3175355,5.65,0.08033175355
2017-02-23,CLOSED,STRADDLE,2017-02-23,BANKNIFTY,21100PE,09:16:00,15:22:00,219.25,210,-142.1800948,1315.165877,9.25,0.1315165877
2017-03-02,SL CLOSED,HEDGE,2017-03-02,BANKNIFTY,20600PE,09:16:00,14:55:00,1.95,9,728.1553398,5133.495146,7.05,0.5133495146
2017-03-02,SL CLOSED,HEDGE,2017-03-02,BANKNIFTY,21200CE,09:16:00,,1.8,10000,707.5471698,0,9998.2,0
2017-03-02,SL CLOSED,STRADDLE,2017-03-02,BANKNIFTY,20700CE,09:16:00,14:55:00,174.25,0.75,-144.9275362,25144.92754,173.5,2.514492754
2017-03-02,SL CLOSED,STRADDLE,2017-03-02,BANKNIFTY,20700PE,09:16:00,14:55:00,7.95,76.35,-144.9275362,-9913.043478,-68.4,-0.9913043478
2017-03-02,SL CLOSED,STRADDLE,2017-03-02,BANKNIFTY,20800CE,09:16:00,14:55:00,101.45,0.15,-144.2307692,14610.57692,101.3,1.461057692
2017-03-02,SL CLOSED,STRADDLE,2017-03-02,BANKNIFTY,20800PE,09:16:00,14:55:00,28.05,168.85,-144.2307692,-20307.69231,-140.8,-2.030769231
2017-03-02,SL CLOSED,STRADDLE,2017-03-02,BANKNIFTY,20900CE,09:16:00,,50.55,10000,-143.5406699,0,-9949.45,0
2017-03-02,SL CLOSED,STRADDLE,2017-03-02,BANKNIFTY,20900PE,09:16:00,14:55:00,69.95,263.95,-143.5406699,-27846.88995,-194,-2.784688995
2017-03-02,CLOSED,STRADDLE,2017-03-02,BANKNIFTY,21000CE,09:16:00,14:38:00,22.3,10000,-142.8571429,0,-9977.7,0
2017-03-02,CLOSED,STRADDLE,2017-03-02,BANKNIFTY,21000PE,09:16:00,14:38:00,137.45,290,-142.8571429,-21792.85714,-152.55,-2.179285714
2017-03-02,CLOSED,STRADDLE,2017-03-02,BANKNIFTY,21100CE,09:16:00,12:36:00,7.1,0.35,-142.1800948,959.7156398,6.75,0.09597156398
2017-03-02,CLOSED,STRADDLE,2017-03-02,BANKNIFTY,21100PE,09:16:00,12:36:00,218.8,283.05,-142.1800948,-9135.07109,-64.25,-0.913507109
2017-03-02,SL CLOSED,REBALANCE,2017-03-02,BANKNIFTY,20600CE,12:36:00,14:55:00,193.7,17.05,-145.631068,25725.72816,176.65,2.572572816
2017-03-02,SL CLOSED,REBALANCE,2017-03-02,BANKNIFTY,20600PE,12:36:00,14:55:00,1.85,9,-145.631068,-1041.262136,-7.15,-0.1041262136
2017-03-02,SL CLOSED,REBALANCE,2017-03-02,BANKNIFTY,20500CE,14:38:00,14:55:00,185.5,106.3,-146.3414634,11590.2439,79.2,1.15902439
2017-03-02,SL CLOSED,REBALANCE,2017-03-02,BANKNIFTY,20500PE,14:38:00,14:55:00,0.4,0.75,-146.3414634,-51.2195122,-0.35,-0.00512195122
2017-03-09,CLOSED,HEDGE,2017-03-09,BANKNIFTY,20300PE,09:16:00,15:22:00,3.85,0.05,738.9162562,-2807.881773,-3.8,-0.2807881773
2017-03-09,CLOSED,HEDGE,2017-03-09,BANKNIFTY,20900CE,09:16:00,15:22:00,4.6,0.05,717.7033493,-3265.550239,-4.55,-0.3265550239
2017-03-09,CLOSED,STRADDLE,2017-03-09,BANKNIFTY,20400CE,09:16:00,11:38:00,229.05,335.55,-147.0588235,-15661.76471,-106.5,-1.566176471
2017-03-09,CLOSED,STRADDLE,2017-03-09,BANKNIFTY,20400PE,09:16:00,11:38:00,8.95,1.7,-147.0588235,1066.176471,7.25,0.1066176471
2017-03-09,CLOSED,STRADDLE,2017-03-09,BANKNIFTY,20500CE,09:16:00,15:22:00,142.05,209,-146.3414634,-9797.560976,-66.95,-0.9797560976
2017-03-09,CLOSED,STRADDLE,2017-03-09,BANKNIFTY,20500PE,09:16:00,,21.75,10000,-146.3414634,0,-9978.25,0
2017-03-09,CLOSED,STRADDLE,2017-03-09,BANKNIFTY,20600CE,09:16:00,15:22:00,75.45,114.95,-145.631068,-5752.427184,-39.5,-0.5752427184
2017-03-09,CLOSED,STRADDLE,2017-03-09,BANKNIFTY,20600PE,09:16:00,,49.5,10000,-145.631068,0,-9950.5,0
2017-03-09,CLOSED,STRADDLE,2017-03-09,BANKNIFTY,20700CE,09:16:00,15:22:00,32.15,12.1,-144.9275362,2905.797101,20.05,0.2905797101
2017-03-09,CLOSED,STRADDLE,2017-03-09,BANKNIFTY,20700PE,09:16:00,15:22:00,99,0.2,-144.9275362,14318.84058,98.8,1.431884058
2017-03-09,CLOSED,STRADDLE,2017-03-09,BANKNIFTY,20800CE,09:16:00,,12.5,10000,-144.2307692,0,-9987.5,0
2017-03-09,CLOSED,STRADDLE,2017-03-09,BANKNIFTY,20800PE,09:16:00,15:22:00,172.65,79.1,-144.2307692,13492.78846,93.55,1.349278846
2017-03-09,CLOSED,REBALANCE UP,2017-03-09,BANKNIFTY,20900CE,11:38:00,15:22:00,11.65,0.05,-143.5406699,1665.07177,11.6,0.166507177
2017-03-09,CLOSED,REBALANCE UP,2017-03-09,BANKNIFTY,20900PE,11:38:00,15:22:00,160,171.9,-143.5406699,-1708.133971,-11.9,-0.1708133971
2017-03-16,CLOSED,HEDGE,2017-03-16,BANKNIFTY,21000PE,09:16:00,15:22:00,3.5,0.05,714.2857143,-2464.285714,-3.45,-0.2464285714
2017-03-16,CLOSED,HEDGE,2017-03-16,BANKNIFTY,21600CE,09:16:00,15:22:00,1.85,0.05,694.4444444,-1250,-1.8,-0.125
2017-03-16,CLOSED,STRADDLE,2017-03-16,BANKNIFTY,21100CE,09:16:00,15:22:00,185.75,135.15,-142.1800948,7194.312796,50.6,0.7194312796
2017-03-16,CLOSED,STRADDLE,2017-03-16,BANKNIFTY,21100PE,09:16:00,15:22:00,9.5,0.05,-142.1800948,1343.601896,9.45,0.1343601896
2017-03-16,CLOSED,STRADDLE,2017-03-16,BANKNIFTY,21200CE,09:16:00,15:22:00,110.05,41.5,-141.509434,9700.471698,68.55,0.9700471698
2017-03-16,CLOSED,STRADDLE,2017-03-16,BANKNIFTY,21200PE,09:16:00,15:22:00,27.3,0.05,-141.509434,3856.132075,27.25,0.3856132075
2017-03-16,CLOSED,STRADDLE,2017-03-16,BANKNIFTY,21300CE,09:16:00,,52.85,10000,-140.8450704,0,-9947.15,0
2017-03-16,CLOSED,STRADDLE,2017-03-16,BANKNIFTY,21300PE,09:16:00,15:22:00,65.5,46.5,-140.8450704,2676.056338,19,0.2676056338
2017-03-16,CLOSED,STRADDLE,2017-03-16,BANKNIFTY,21400CE,09:16:00,15:22:00,20.2,0.05,-140.1869159,2824.766355,20.15,0.2824766355
2017-03-16,CLOSED,STRADDLE,2017-03-16,BANKNIFTY,21400PE,09:16:00,15:22:00,126.65,141.65,-140.1869159,-2102.803738,-15,-0.2102803738
2017-03-16,CLOSED,STRADDLE,2017-03-16,BANKNIFTY,21500CE,09:16:00,15:22:00,6.7,0.05,-139.5348837,927.9069767,6.65,0.09279069767
2017-03-16,CLOSED,STRADDLE,2017-03-16,BANKNIFTY,21500PE,09:16:00,15:22:00,210.3,240.5,-139.5348837,-4213.953488,-30.2,-0.4213953488
2017-03-23,CLOSED,HEDGE,2017-03-23,BANKNIFTY,20600PE,09:16:00,,2,10000,728.1553398,0,9998,0
2017-03-23,CLOSED,HEDGE,2017-03-23,BANKNIFTY,21200CE,09:16:00,15:22:00,0.45,0.05,707.5471698,-283.0188679,-0.4,-0.02830188679
2017-03-23,CLOSED,STRADDLE,2017-03-23,BANKNIFTY,20700CE,09:16:00,15:22:00,150.15,178,-144.9275362,-4036.231884,-27.85,-0.4036231884
2017-03-23,CLOSED,STRADDLE,2017-03-23,BANKNIFTY,20700PE,09:16:00,,6.85,10000,-144.9275362,0,-9993.15,0
2017-03-23,CLOSED,STRADDLE,2017-03-23,BANKNIFTY,20800CE,09:16:00,15:22:00,75,80.9,-144.2307692,-850.9615385,-5.9,-0.08509615385
2017-03-23,CLOSED,STRADDLE,2017-03-23,BANKNIFTY,20800PE,09:16:00,15:22:00,25.75,0.05,-144.2307692,3706.730769,25.7,0.3706730769
2017-03-23,CLOSED,STRADDLE,2017-03-23,BANKNIFTY,20900CE,09:16:00,15:22:00,24.1,0.45,-143.5406699,3394.736842,23.65,0.3394736842
2017-03-23,CLOSED,STRADDLE,2017-03-23,BANKNIFTY,20900PE,09:16:00,15:22:00,69.3,4.8,-143.5406699,9258.373206,64.5,0.9258373206
2017-03-23,CLOSED,STRADDLE,2017-03-23,BANKNIFTY,21000CE,09:16:00,15:22:00,5.15,0.05,-142.8571429,728.5714286,5.1,0.07285714286
2017-03-23,CLOSED,STRADDLE,2017-03-23,BANKNIFTY,21000PE,09:16:00,15:22:00,142.95,95.05,-142.8571429,6842.857143,47.9,0.6842857143
2017-03-23,CLOSED,STRADDLE,2017-03-23,BANKNIFTY,21100CE,09:16:00,15:22:00,1.25,0.05,-142.1800948,170.6161137,1.2,0.01706161137
2017-03-23,CLOSED,STRADDLE,2017-03-23,BANKNIFTY,21100PE,09:16:00,15:22:00,237,195.95,-142.1800948,5836.492891,41.05,0.5836492891
2017-03-30,CLOSED,HEDGE,2017-03-30,BANKNIFTY,21100PE,09:16:00,15:22:00,2.35,0.05,710.9004739,-1635.07109,-2.3,-0.163507109
2017-03-30,CLOSED,HEDGE,2017-03-30,BANKNIFTY,21700CE,09:16:00,,0.85,10000,691.2442396,0,9999.15,0
2017-03-30,CLOSED,STRADDLE,2017-03-30,BANKNIFTY,21200CE,09:16:00,15:01:00,203.7,344.75,-141.509434,-19959.90566,-141.05,-1.995990566
2017-03-30,CLOSED,STRADDLE,2017-03-30,BANKNIFTY,21200PE,09:16:00,15:01:00,6.15,10000,-141.509434,0,-9993.85,0
2017-03-30,CLOSED,STRADDLE,2017-03-30,BANKNIFTY,21300CE,09:16:00,15:02:00,115.9,278.45,-140.8450704,-22894.3662,-162.55,-2.28943662
2017-03-30,CLOSED,STRADDLE,2017-03-30,BANKNIFTY,21300PE,09:16:00,15:02:00,17.05,0.2,-140.8450704,2373.239437,16.85,0.2373239437
2017-03-30,CLOSED,STRADDLE,2017-03-30,BANKNIFTY,21400CE,09:16:00,15:22:00,52,216.05,-140.1869159,-22997.66355,-164.05,-2.299766355
