,level_0,index,Trade Type,Signal Generated At,Entry Time,Entry Price,Initial SL,Exit Time,Exit Price,Remarks,Points Captured,Points w CS,Qty,Leverage,PnL,PnL w CS,ROI%,ROI% w CS,Trade Year,Index,DD%
1262,1262,3023,LONG,2020-04-20 12:15:00+05:30,2020-04-20 13:15:00+05:30,9292.3,9230.8,2020-04-21 09:15:00+05:30,9032.45,Gap Outside Initial SL,-259.84999999999854,-263.5149499999985,322.8479493774416,3,-83892.03964572772,-85075.26123779858,-8.389203964572772,-4.253763061889929,2020,NIFTY,-4.660888028856277
1263,1263,3024,SHORT,2020-04-21 15:15:00+05:30,2020-04-22 09:15:00+05:30,8971.45,9008.3,2020-04-22 09:15:00+05:30,9009.55,Gap Outside Initial SL,-38.09999999999855,-41.69619999999855,334.3941057465627,3,-12740.415428943552,-13942.96351202934,-1.2740415428943552,-0.697148175601467,2020,NIFTY,-5.358036204457733
1264,1264,3025,LONG,2020-04-22 10:15:00+05:30,2020-04-22 11:15:00+05:30,9111.55,8946.25,2020-04-23 09:15:00+05:30,9180.9,Reversed,69.35000000000036,65.69151000000036,329.25243235234404,3,22833.65618363518,21629.089452398453,2.2833656183635176,1.0814544726199227,2020,NIFTY,-4.276581731837808
1265,1265,928,LONG,2020-04-22 10:15:00+05:30,2020-04-22 11:15:00+05:30,19561.25,19051.95,2020-04-22 13:15:00+05:30,19439.25,Reversed,-122.0,-125.90005,153.3644322320915,3,-18710.460732315165,-19308.58968624193,-1.8710460732315164,-0.9654294843120966,2020,BANKNIFTY,-5.242011216149905
1266,1266,929,SHORT,2020-04-22 12:15:00+05:30,2020-04-22 13:15:00+05:30,19439.25,19621.9,2020-04-22 14:15:00+05:30,19621.9,Initial SL Hit,-182.65000000000143,-186.55611500000143,154.32694162583434,3,-28187.815887958863,-28790.63466954766,-2.8187815887958867,-1.439531733477383,2020,BANKNIFTY,-6.6815429496273
1267,1267,930,SHORT,2020-04-22 15:15:00+05:30,2020-04-23 09:15:00+05:30,19683.25,19806.35,2020-04-23 09:15:00+05:30,19876.95,Gap Outside Initial SL,-193.70000000000076,-197.65602000000072,152.41385441936671,3,-29522.563601031445,-30125.515857391547,-2.9522563601031444,-1.5062757928695774,2020,BANKNIFTY,-8.187818742496887
1268,1268,3026,SHORT,2020-04-22 15:15:00+05:30,2020-04-23 09:15:00+05:30,9180.9,9209.75,2020-04-23 09:15:00+05:30,9234.8,Gap Outside Initial SL,-53.89999999999964,-57.58313999999964,326.76534980230696,3,-17612.652354344227,-18816.174884815096,-1.7612652354344227,-0.9408087442407548,2020,NIFTY,-9.128627486737628
1269,1269,3027,LONG,2020-04-23 10:15:00+05:30,2020-04-23 11:15:00+05:30,9297.85,9170.15,2020-04-24 09:15:00+05:30,9170.15,Initial SL Hit,-127.70000000000071,-131.39360000000073,322.6552375011427,3,-41203.07382889616,-42394.83321413038,-4.120307382889616,-2.119741660706519,2020,NIFTY,-11.248369147444151
1270,1270,931,LONG,2020-04-23 10:15:00+05:30,2020-04-23 11:15:00+05:30,20055.35,19584.4,2020-04-24 09:15:00+05:30,19584.4,Initial SL Hit,-470.9499999999971,-474.9139749999971,149.58602068774667,3,-70447.53644289386,-71040.49168924957,-7.044753644289386,-3.5520245844624783,2020,BANKNIFTY,-14.800393731906638
1271,1271,3028,LONG,2020-04-24 10:15:00+05:30,2020-04-24 11:15:00+05:30,9207.7,9145.0,2020-04-24 14:15:00+05:30,9168.15,Reversed,-39.55000000000109,-43.22517000000109,325.8142641484844,3,-12885.954147072913,-14083.376956243495,-1.288595414707291,-0.7041688478121748,2020,NIFTY,-15.504562579718822
1272,1272,932,SHORT,2020-04-24 13:15:00+05:30,2020-04-24 14:15:00+05:30,19536.0,19950.15,2020-04-27 09:15:00+05:30,19950.15,Initial SL Hit,-414.1500000000015,-418.0986150000015,153.56265356265357,3,-63597.9729729732,-64204.3327702705,-6.3597972972973205,-3.210216638513525,2020,BANKNIFTY,-18.714779218232337
1273,1273,3029,SHORT,2020-04-24 13:15:00+05:30,2020-04-24 14:15:00+05:30,9168.15,9296.9,2020-04-27 09:15:00+05:30,9296.9,Initial SL Hit,-128.75,-132.44301,327.21977716333174,3,-42129.54630977896,-43337.97221904092,-4.2129546309778965,-2.1668986109520456,2020,NIFTY,-20.881677829184383
1274,1274,3030,LONG,2020-04-27 09:15:00+05:30,2020-04-27 10:15:00+05:30,9353.65,9141.3,2020-04-27 14:15:00+05:30,9302.0,Reversed,-51.64999999999964,-55.38112999999964,320.73041005382925,3,-16565.725679280164,-17762.412534144307,-1.6565725679280163,-0.8881206267072154,2020,NIFTY,-21.76979845589159
1275,1275,3031,SHORT,2020-04-27 13:15:00+05:30,2020-04-27 14:15:00+05:30,9302.0,9368.4,2020-04-28 09:15:00+05:30,9402.55,Gap Outside Initial SL,-100.54999999999929,-104.29090999999929,322.51128789507635,3,-32428.50999784969,-33634.99569984926,-3.2428509997849693,-1.6817497849924632,2020,NIFTY,-23.45154824088405
1276,1276,933,SHORT,2020-04-27 13:15:00+05:30,2020-04-27 14:15:00+05:30,20020.4,20224.75,2020-04-28 09:15:00+05:30,20477.55,Gap Outside Initial SL,-457.1499999999978,-461.1997949999978,149.847155900981,3,-68502.62732013314,-69109.47758286515,-6.850262732013313,-3.4554738791432573,2020,BANKNIFTY,-26.907022120027307
1277,1277,3032,LONG,2020-04-28 10:15:00+05:30,2020-04-28 11:15:00+05:30,9319.65,9260.0,2020-04-30 14:15:00+05:30,9779.35,Reversed,459.7000000000007,455.8802000000008,321.9005005552784,3,147977.6601052617,146748.06457324064,14.79776601052617,7.337403228662032,2020,NIFTY,-19.56961889136528
1278,1278,934,LONG,2020-04-28 13:15:00+05:30,2020-04-28 14:15:00+05:30,20642.35,20357.0,2020-04-30 12:15:00+05:30,21851.55,Reversed,1209.2000000000007,1204.9506100000008,145.33229017045056,3,175735.80527410892,175118.23169358153,17.57358052741089,8.755911584679076,2020,BANKNIFTY,-10.813707306686211
1279,1279,935,LONG,2020-04-30 11:15:00+05:30,2020-04-30 12:15:00+05:30,21851.55,21964.85,2020-04-30 12:15:00+05:30,21964.85,Initial SL Hit,113.29999999999929,108.91835999999928,137.2900320572225,3,15554.96063208321,14953.40513602,1.555496063208321,0.7476702568010001,2020,BANKNIFTY,-10.06603704988521
1280,1280,936,SHORT,2020-04-30 11:15:00+05:30,2020-04-30 12:15:00+05:30,21851.55,21964.85,2020-04-30 12:15:00+05:30,21964.85,Initial SL Hit,-113.29999999999929,-117.68163999999928,137.2900320572225,3,-15554.96063208321,-16156.51612814642,-1.555496063208321,-0.807825806407321,2020,BANKNIFTY,-10.873862856292533
1281,1281,3033,SHORT,2020-04-30 13:15:00+05:30,2020-04-30 14:15:00+05:30,9779.35,9889.05,2020-04-30 14:15:00+05:30,9835.95,Reversed,-56.60000000000037,-60.52306000000036,306.76885478073694,3,-17363.117180589823,-18566.58980402594,-1.7363117180589824,-0.928329490201297,2020,NIFTY,-11.802192346493825
1282,1282,3034,SHORT,2020-04-30 13:15:00+05:30,2020-04-30 14:15:00+05:30,9835.95,9777.0,2020-04-30 14:15:00+05:30,9777.0,Initial SL Hit,58.95000000000073,55.02741000000073,305.0035837921095,3,17979.961264545076,16783.557256797987,1.7979961264545077,0.8391778628398994,2020,NIFTY,-10.963014483653922
1283,1283,937,SHORT,2020-04-30 13:15:00+05:30,2020-04-30 14:15:00+05:30,21562.9,21967.0,2020-05-04 13:15:00+05:30,20029.35,Reversed,1533.550000000003,1529.3907750000028,139.1278538601023,3,213359.5202871603,212780.856239189,21.33595202871603,10.639042811959447,2020,BANKNIFTY,-0.3239716716944656
1284,1284,938,SHORT,2020-05-04 12:15:00+05:30,2020-05-04 13:15:00+05:30,20029.35,19888.35,2020-05-04 13:15:00+05:30,19888.35,Initial SL Hit,141.0,137.00823,149.78019756008058,3,21119.00785597136,20521.11975675696,2.111900785597136,1.026055987837848,2020,BANKNIFTY,0.0
1285,1285,3035,LONG,2020-05-04 13:15:00+05:30,2020-05-04 14:15:00+05:30,9313.05,9390.85,2020-05-04 14:15:00+05:30,9319.75,Gap Outside Initial SL,6.700000000000728,2.9734400000007275,322.128625960346,3,2158.2617939345523,957.8301415757654,0.2158261793934552,0.04789150707878825,2020,NIFTY,0.0
1286,1286,939,LONG,2020-05-05 10:15:00+05:30,2020-05-05 11:15:00+05:30,19814.35,20223.15,2020-05-05 11:15:00+05:30,19845.1,Gap Outside Initial SL,30.75,26.784055,151.40542081875006,3,4655.716690176564,4055.2511185075455,0.4655716690176564,0.2027625559253773,2020,BANKNIFTY,0.0
1287,1287,3036,SHORT,2020-05-05 10:15:00+05:30,2020-05-05 11:15:00+05:30,9367.3,9450.9,2020-05-13 09:15:00+05:30,9584.5,Gap Outside Initial SL,-217.20000000000076,-220.99036000000072,320.26304271241446,3,-69561.13287713665,-70775.04510371208,-6.9561132877136655,-3.538752255185604,2020,NIFTY,-3.5387522551856136
1288,1288,941,SHORT,2020-05-05 15:15:00+05:30,2020-05-06 09:15:00+05:30,19333.35,19212.35,2020-05-06 09:15:00+05:30,19333.3,Gap Outside Initial SL,0.0499999999992724,-3.816665000000728,155.17228002389655,3,7.758614001081924,-592.2406101375179,0.0007758614001081,-0.02961203050687585,2020,BANKNIFTY,-3.568364285692496
1289,1289,940,LONG,2020-05-05 15:15:00+05:30,2020-05-06 09:15:00+05:30,19333.35,19212.35,2020-05-06 09:15:00+05:30,19212.35,Initial SL Hit,-121.0,-124.85457,155.17228002389655,3,-18775.84588289148,-19373.968298303196,-1.877584588289148,-0.9686984149151596,2020,BANKNIFTY,-4.537062700607663
1290,1290,942,SHORT,2020-05-08 10:15:00+05:30,2020-05-08 11:15:00+05:30,19777.05,19969.6,2020-05-13 09:15:00+05:30,19969.6,Initial SL Hit,-192.54999999999927,-196.5246649999993,151.69097514543373,3,-29208.097264253152,-29811.018073979576,-2.9208097264253152,-1.4905509036989788,2020,BANKNIFTY,-6.0276136043066515
1291,1291,3037,SHORT,2020-05-13 12:15:00+05:30,2020-05-13 13:15:00+05:30,9354.45,9430.6,2020-05-15 13:15:00+05:30,9116.2,Reversed,238.25,234.55587,320.70298093420774,3,76407.485207575,75222.76670461652,7.640748520757499,3.761138335230826,2020,NIFTY,-2.266475269075812
1292,1292,943,SHORT,2020-05-14 13:15:00+05:30,2020-05-14 14:15:00+05:30,19068.8,19354.85,2020-05-15 12:15:00+05:30,18798.45,Reversed,270.34999999999854,266.5632749999985,157.32505453935224,3,42532.82849471365,41937.08177756312,4.253282849471365,2.096854088878156,2020,BANKNIFTY,-0.1696211801976517
1293,1293,944,LONG,2020-05-15 11:15:00+05:30,2020-05-15 12:15:00+05:30,18798.45,18683.65,2020-05-18 09:15:00+05:30,18683.65,Initial SL Hit,-114.79999999999929,-118.54820999999929,159.58762557551287,3,-18320.65941606876,-18918.827350127154,-1.832065941606876,-0.9459413675063578,2020,BANKNIFTY,-1.1155625477040019
1294,1294,3038,LONG,2020-05-15 12:15:00+05:30,2020-05-15 13:15:00+05:30,9116.2,9050.0,2020-05-18 09:15:00+05:30,9125.4,Reversed,9.199999999998909,5.551679999998909,329.0844869572848,3,3027.577280006661,1826.97176455066,0.3027577280006661,0.09134858822753295,2020,NIFTY,-1.0242139594764694
1295,1295,3039,SHORT,2020-05-15 15:15:00+05:30,2020-05-18 09:15:00+05:30,9125.4,9165.55,2020-05-18 13:15:00+05:30,8911.8,Reversed,213.6000000000004,209.9925600000004,328.75271220987577,3,70221.57932802958,69035.62364389519,7.0221579328029575,3.4517811821947597,2020,NIFTY,0.0
1296,1296,945,LONG,2020-05-18 12:15:00+05:30,2020-05-18 13:15:00+05:30,17773.95,17514.2,2020-05-18 15:15:00+05:30,17542.8,Reversed,-231.15000000000143,-234.68167500000143,168.7863418092208,3,-39014.96290920163,-39611.06141291071,-3.9014962909201634,-1.9805530706455357,2020,BANKNIFTY,-1.9805530706455272
1297,1297,3040,LONG,2020-05-18 12:15:00+05:30,2020-05-18 13:15:00+05:30,8911.8,8825.05,2020-05-18 14:15:00+05:30,8825.05,Initial SL Hit,-86.75,-90.29737,336.6323301689895,3,-29202.85464215984,-30397.01407123141,-2.920285464215984,-1.5198507035615703,2020,NIFTY,-3.5004037742070864
1298,1298,3041,SHORT,2020-05-18 14:15:00+05:30,2020-05-18 15:15:00+05:30,8810.85,8922.45,2020-05-19 09:15:00+05:30,8964.6,Gap Outside Initial SL,-153.75,-157.30509,340.48928309981443,3,-52350.22727659647,-53560.69732205179,-5.235022727659646,-2.6780348661025895,2020,NIFTY,-6.178438640309679
1299,1299,946,SHORT,2020-05-18 14:15:00+05:30,2020-05-18 15:15:00+05:30,17542.8,17819.45,2020-05-19 09:15:00+05:30,17991.1,Gap Outside Initial SL,-448.2999999999993,-451.8533899999993,171.01032902387306,3,-76663.93050140217,-77271.5968944523,-7.666393050140217,-3.863579844722615,2020,BANKNIFTY,-10.042018485032287
1300,1300,947,LONG,2020-05-19 09:15:00+05:30,2020-05-19 10:15:00+05:30,18015.2,17525.9,2020-05-19 12:15:00+05:30,17889.5,Reversed,-125.70000000000071,-129.29047000000074,166.5260446733869,3,-20932.32381544485,-21530.230583063312,-2.0932323815444853,-1.0765115291531657,2020,BANKNIFTY,-11.118530014185438
1301,1301,3042,LONG,2020-05-19 09:15:00+05:30,2020-05-19 10:15:00+05:30,8990.25,8806.75,2020-05-19 12:15:00+05:30,8949.35,Reversed,-40.89999999999964,-44.48791999999963,333.69483607241176,3,-13648.11879536152,-14845.389171602446,-1.364811879536152,-0.7422694585801223,2020,NIFTY,-11.860799472765564
1302,1302,3043,SHORT,2020-05-19 11:15:00+05:30,2020-05-19 12:15:00+05:30,8949.35,9030.35,2020-05-20 09:15:00+05:30,8901.6,Reversed,47.75,44.17981,335.21987630386565,3,16006.749093509585,14809.950443328287,1.6006749093509585,0.7404975221664144,2020,NIFTY,-11.120301950599156
1303,1303,948,SHORT,2020-05-19 11:15:00+05:30,2020-05-19 12:15:00+05:30,17889.5,18175.3,2020-05-20 11:15:00+05:30,17615.65,Reversed,273.84999999999854,270.2994849999985,167.69613460409738,3,45923.58646133183,45328.17881997796,4.592358646133183,2.2664089409988977,2020,BANKNIFTY,-8.853893009600256
1304,1304,3044,LONG,2020-05-19 15:15:00+05:30,2020-05-20 09:15:00+05:30,8901.6,8855.3,2020-05-20 13:15:00+05:30,8940.3,Reversed,38.69999999999891,35.13161999999891,337.0180641682394,3,13042.599083310495,11839.990563493837,1.3042599083310495,0.5919995281746917,2020,NIFTY,-8.261893481425574
1305,1305,949,LONG,2020-05-20 10:15:00+05:30,2020-05-20 11:15:00+05:30,17615.65,17407.7,2020-05-21 12:15:00+05:30,17999.15,Reversed,383.5,379.93852,170.30311115400224,3,65311.24312755986,64704.7120032471,6.531124312755986,3.235235600162355,2020,BANKNIFTY,-5.026657881263219
1306,1306,3045,LONG,2020-05-20 12:15:00+05:30,2020-05-20 13:15:00+05:30,8940.3,8974.15,2020-05-20 13:15:00+05:30,8974.15,Initial SL Hit,33.850000000000364,30.267110000000365,335.55920942250265,3,11358.679238951836,10156.407503104048,1.1358679238951834,0.5078203751552024,2020,NIFTY,-4.518837506108014
1307,1307,3046,SHORT,2020-05-20 12:15:00+05:30,2020-05-20 13:15:00+05:30,8940.3,8974.15,2020-05-20 13:15:00+05:30,8974.15,Initial SL Hit,-33.850000000000364,-37.43289000000036,335.55920942250265,3,-11358.679238951836,-12560.950974799627,-1.1358679238951834,-0.6280475487399814,2020,NIFTY,-5.146885054847985
1308,1308,3047,LONG,2020-05-20 14:15:00+05:30,2020-05-20 15:15:00+05:30,9084.3,8927.8,2020-05-26 11:15:00+05:30,9099.1,Reversed,14.800000000001091,11.163320000001091,330.24008454146167,3,4887.5532512139935,3686.57574056375,0.4887553251213993,0.1843287870281875,2020,NIFTY,-4.962556267819792
1309,1309,950,SHORT,2020-05-21 11:15:00+05:30,2020-05-21 12:15:00+05:30,17999.15,18200.7,2020-05-22 09:15:00+05:30,17755.35,Reversed,243.8000000000029,240.2245500000029,166.67453740871096,3,40635.25222024422,40039.31574546624,4.063525222024422,2.001965787273312,2020,BANKNIFTY,-2.960590480546472
1310,1310,951,LONG,2020-05-21 15:15:00+05:30,2020-05-22 09:15:00+05:30,17755.35,17658.55,2020-05-22 10:15:00+05:30,17603.95,Gap Outside Initial SL,-151.39999999999782,-154.93592999999782,168.96315758348894,3,-25581.022058139857,-26178.463955934043,-2.5581022058139857,-1.3089231977967022,2020,BANKNIFTY,-4.2695136783431735
1311,1311,952,LONG,2020-05-22 14:15:00+05:30,2020-05-22 15:15:00+05:30,17339.4,17105.0,2020-05-26 11:15:00+05:30,17514.7,Reversed,175.29999999999927,171.81458999999927,173.01636734835114,3,30329.769196165827,29726.736219246213,3.032976919616583,1.4863368109623105,2020,BANKNIFTY,-2.7831768673808597
1312,1312,953,SHORT,2020-05-26 10:15:00+05:30,2020-05-26 11:15:00+05:30,17514.7,17681.7,2020-05-27 09:15:00+05:30,17681.7,Initial SL Hit,-167.0,-170.51964,171.2846922870503,3,-28604.5436119374,-29207.404066298597,-2.86045436119374,-1.4603702033149297,2020,BANKNIFTY,-4.243547070695797
1313,1313,3048,SHORT,2020-05-26 10:15:00+05:30,2020-05-26 11:15:00+05:30,9099.1,9161.65,2020-05-27 12:15:00+05:30,9161.65,Initial SL Hit,-62.54999999999927,-66.20214999999928,329.7029376531745,3,-20622.918750205827,-21827.04333395587,-2.0622918750205828,-1.0913521666977934,2020,NIFTY,-5.334899237393586
1314,1314,954,SHORT,2020-05-28 11:15:00+05:30,2020-05-28 12:15:00+05:30,19219.2,19455.55,2020-05-28 15:15:00+05:30,19188.45,Reversed,30.75,26.909235,156.0939060939061,3,4799.8876123876125,4200.367601148852,0.4799887612387612,0.21001838005744256,2020,BANKNIFTY,-5.124880857336137
1315,1315,3049,LONG,2020-05-28 13:15:00+05:30,2020-05-28 14:15:00+05:30,9490.55,9432.55,2020-05-29 09:15:00+05:30,9422.3,Gap Outside Initial SL,-68.25,-72.03256999999999,316.1039138932939,3,-21574.09212321731,-22769.777304792664,-2.1574092123217308,-1.1384888652396332,2020,NIFTY,-6.26336972257576
1316,1316,955,LONG,2020-05-28 14:15:00+05:30,2020-05-28 15:15:00+05:30,19188.45,19034.1,2020-05-29 09:15:00+05:30,18976.1,Gap Outside Initial SL,-212.35000000000215,-216.16645500000217,156.34405071801004,3,-33199.659169969775,-33796.339204052776,-3.3199659169969773,-1.6898169602026385,2020,BANKNIFTY,-7.953186682778409
1317,1317,3050,LONG,2020-05-29 10:15:00+05:30,2020-05-29 11:15:00+05:30,9520.45,9376.9,2020-06-04 09:15:00+05:30,10035.55,Reversed,515.0999999999985,511.18879999999854,315.1111554600885,3,162313.75617749113,161081.29342625564,16.231375617749112,8.054064671312782,2020,NIFTY,0.0
1318,1318,956,LONG,2020-06-02 10:15:00+05:30,2020-06-02 11:15:00+05:30,20133.95,19852.55,2020-06-04 09:15:00+05:30,20822.0,Reversed,688.0499999999993,683.9544049999993,149.00205871177786,3,102520.86649663866,101910.61440998898,10.252086649663866,5.095530720499448,2020,BANKNIFTY,0.0
1319,1319,3051,SHORT,2020-06-03 15:15:00+05:30,2020-06-04 09:15:00+05:30,10035.55,10176.2,2020-06-05 12:15:00+05:30,10115.25,Reversed,-79.70000000000073,-83.73016000000072,298.93727797679253,3,-23825.301054750584,-25030.06611496153,-2.3825301054750585,-1.2515033057480764,2020,NIFTY,-1.2515033057480878
1320,1320,957,SHORT,2020-06-03 15:15:00+05:30,2020-06-04 09:15:00+05:30,20822.0,21619.55,2020-06-05 12:15:00+05:30,20737.85,Reversed,84.15000000000146,79.99401500000145,144.07837863797906,3,12124.195562386149,11525.407981942386,1.2124195562386146,0.5762703990971193,2020,BANKNIFTY,-0.6752329066509617
1321,1321,3052,LONG,2020-06-05 11:15:00+05:30,2020-06-05 12:15:00+05:30,10115.25,10040.75,2020-06-08 13:15:00+05:30,10183.1,Reversed,67.85000000000036,63.79033000000037,296.58189367539114,3,20123.0814858754,18919.056869578224,2.01230814858754,0.9459528434789112,2020,NIFTY,0.0
1322,1322,958,LONG,2020-06-05 11:15:00+05:30,2020-06-05 12:15:00+05:30,20737.85,20425.05,2020-06-08 13:15:00+05:30,21172.85,Reversed,435.0,430.80893,144.6630195512071,3,62928.41350477509,62322.120663424605,6.292841350477509,3.11610603317123,2020,BANKNIFTY,0.0
1323,1323,3053,SHORT,2020-06-08 12:15:00+05:30,2020-06-08 13:15:00+05:30,10183.1,10309.5,2020-06-09 11:15:00+05:30,10271.85,Reversed,-88.75,-92.84099,294.6057683809449,3,-26146.26194380886,-27351.49119619762,-2.614626194380886,-1.367574559809881,2020,NIFTY,-1.3675745598098672
1324,1324,959,SHORT,2020-06-08 12:15:00+05:30,2020-06-08 13:15:00+05:30,21172.85,21740.85,2020-06-09 11:15:00+05:30,21507.5,Reversed,-334.65000000000146,-338.91803500000145,141.69089187331892,3,-47416.85696540638,-48021.598651102926,-4.741685696540638,-2.4010799325551466,2020,BANKNIFTY,-3.768654492365016
1325,1325,3054,LONG,2020-06-09 10:15:00+05:30,2020-06-09 11:15:00+05:30,10271.85,10135.1,2020-06-09 13:15:00+05:30,10167.95,Reversed,-103.89999999999964,-107.98795999999965,292.060339666175,3,-30345.06929131548,-31539.000277457213,-3.034506929131548,-1.5769500138728605,2020,NIFTY,-5.3456045062378905
1326,1326,960,LONG,2020-06-09 10:15:00+05:30,2020-06-09 11:15:00+05:30,21507.5,20983.45,2020-06-09 13:15:00+05:30,21203.65,Reversed,-303.84999999999854,-308.1211149999985,139.48622573520865,3,-42382.88968964294,-42978.65140067398,-4.238288968964294,-2.148932570033699,2020,BANKNIFTY,-7.494537076271598
1327,1327,3055,SHORT,2020-06-09 12:15:00+05:30,2020-06-09 13:15:00+05:30,10167.95,10291.15,2020-06-12 11:15:00+05:30,9745.8,Reversed,422.1500000000015,418.1672500000015,295.0447238627255,3,124553.13017865,123378.04080468572,12.455313017865,6.168902040234286,2020,NIFTY,-1.325635036037312
1328,1328,961,SHORT,2020-06-09 12:15:00+05:30,2020-06-09 13:15:00+05:30,21203.65,21568.85,2020-06-10 10:15:00+05:30,20980.05,Reversed,223.60000000000215,219.3816300000022,141.48507450368214,3,31636.062659023635,31039.22626528954,3.163606265902364,1.5519613132644772,2020,BANKNIFTY,0.0
1329,1329,962,LONG,2020-06-10 09:15:00+05:30,2020-06-10 10:15:00+05:30,20980.05,20629.7,2020-06-10 14:15:00+05:30,20830.7,Reversed,-149.34999999999854,-153.53107499999854,142.9929861940272,3,-21356.002488077756,-21953.866887828943,-2.1356002488077754,-1.0976933443914472,2020,BANKNIFTY,-1.0976933443914447
1330,1330,964,SHORT,2020-06-10 13:15:00+05:30,2020-06-10 14:15:00+05:30,20830.7,21057.5,2020-06-10 14:15:00+05:30,21057.5,Initial SL Hit,-226.79999999999927,-230.9888199999993,144.01820390097308,3,-32663.328644740588,-33266.59497760506,-3.266332864474059,-1.6633297488802532,2020,BANKNIFTY,-2.761023093271689
1331,1331,963,LONG,2020-06-10 13:15:00+05:30,2020-06-10 14:15:00+05:30,20830.7,21057.5,2020-06-10 14:15:00+05:30,21057.5,Initial SL Hit,226.79999999999927,222.61117999999928,144.01820390097308,3,32663.328644740588,32060.06231187612,3.266332864474059,1.603003115593806,2020,BANKNIFTY,-1.1580199776778954
