,level_0,index,Trade Type,Signal Generated At,Entry Time,Entry Price,Initial SL,Exit Time,Exit Price,Remarks,Points Captured,Points w CS,Qty,Leverage,PnL,PnL w CS,ROI%,ROI% w CS,Trade Year,Index,DD%
1179,1179,883,SHORT,2020-02-13 10:15:00+05:30,2020-02-13 11:15:00+05:30,31276.5,31649.45,2020-02-17 11:15:00+05:30,30844.1,Reversed,432.4000000000015,426.1879400000015,95.91866097549278,3,41475.22900580322,40879.3765287038,4.147522900580323,2.04396882643519,2020,BANKNIFTY,-30.231167093176794
1180,1180,2985,LONG,2020-02-13 13:15:00+05:30,2020-02-13 14:15:00+05:30,12157.4,12139.8,2020-02-14 10:15:00+05:30,12139.8,Initial SL Hit,-17.600000000000364,-22.459440000000363,246.76328820306972,3,-4343.033872374117,-5542.165265599642,-0.4343033872374117,-0.27710826327998206,2020,NIFTY,-30.508275356456778
1181,1181,884,LONG,2020-02-17 10:15:00+05:30,2020-02-17 11:15:00+05:30,30844.1,30644.4,2020-02-17 13:15:00+05:30,30679.4,Reversed,-164.6999999999971,-170.8523499999971,97.2633339925626,3,-16019.271108574778,-16617.669181463923,-1.601927110857478,-0.8308834590731962,2020,BANKNIFTY,-31.33915881552997
1182,1182,885,SHORT,2020-02-17 12:15:00+05:30,2020-02-17 13:15:00+05:30,30679.4,30866.4,2020-02-18 15:15:00+05:30,30615.2,Reversed,64.20000000000073,58.070540000000726,97.78548472264777,3,6277.828119194058,5678.455902005977,0.6277828119194058,0.28392279510029883,2020,BANKNIFTY,-31.055236020429675
1183,1183,886,LONG,2020-02-18 14:15:00+05:30,2020-02-18 15:15:00+05:30,30615.2,30252.45,2020-02-20 14:15:00+05:30,30967.85,Reversed,352.6499999999978,346.49169499999783,97.99054064647626,3,34556.36415897964,33952.90852256375,3.455636415897964,1.6976454261281873,2020,BANKNIFTY,-29.357590594301485
1184,1184,2986,LONG,2020-02-18 14:15:00+05:30,2020-02-18 15:15:00+05:30,12000.9,11908.05,2020-02-20 13:15:00+05:30,12132.15,Reversed,131.25,126.42339,249.9812514061445,3,32810.03924705647,31603.47723920706,3.281003924705647,1.580173861960353,2020,NIFTY,-27.777416732341138
1185,1185,2987,SHORT,2020-02-20 12:15:00+05:30,2020-02-20 13:15:00+05:30,12132.15,12152.0,2020-02-24 11:15:00+05:30,11963.8,Reversed,168.35000000000036,163.53081000000037,247.27686354026287,3,41629.059977003344,40437.38578899875,4.162905997700334,2.0218692894499375,2020,NIFTY,-25.7555474428912
1186,1186,887,SHORT,2020-02-20 13:15:00+05:30,2020-02-20 14:15:00+05:30,30967.85,31085.3,2020-02-24 11:15:00+05:30,30628.35,Reversed,339.5,333.34038,96.87466194779424,3,32888.94773127615,32292.236626049274,3.288894773127615,1.6146118313024638,2020,BANKNIFTY,-24.14093561158873
1187,1187,888,LONG,2020-02-24 10:15:00+05:30,2020-02-24 11:15:00+05:30,30628.35,30466.4,2020-02-24 14:15:00+05:30,30551.05,Reversed,-77.29999999999927,-83.41793999999928,97.94846931029586,3,-7571.416677685799,-8170.659536018031,-0.7571416677685799,-0.4085329768009015,2020,BANKNIFTY,-24.54946858838963
1188,1188,2988,LONG,2020-02-24 10:15:00+05:30,2020-02-24 11:15:00+05:30,11963.8,11923.85,2020-02-24 13:15:00+05:30,11949.2,Reversed,-14.599999999998545,-19.382599999998547,250.75644862000368,3,-3661.044149851689,-4860.311941021719,-0.3661044149851689,-0.24301559705108594,2020,NIFTY,-24.792484185440713
1189,1189,2989,SHORT,2020-02-24 12:15:00+05:30,2020-02-24 13:15:00+05:30,11949.2,11980.7,2020-02-25 11:15:00+05:30,11862.95,Reversed,86.25,81.48757,251.06283265825328,3,21654.169316774343,20458.5001506377,2.1654169316774343,1.022925007531885,2020,NIFTY,-23.76955917790883
1190,1190,889,SHORT,2020-02-24 13:15:00+05:30,2020-02-24 14:15:00+05:30,30551.05,30702.15,2020-02-25 11:15:00+05:30,30547.25,Reversed,3.799999999999272,-2.309830000000728,98.19629767225676,3,373.1459311545042,-226.81675425238035,0.0373145931154504,-0.011340837712619,2020,BANKNIFTY,-23.780900015621455
1191,1191,890,LONG,2020-02-25 10:15:00+05:30,2020-02-25 11:15:00+05:30,30547.25,30335.6,2020-02-25 13:15:00+05:30,30420.5,Reversed,-126.75,-132.846775,98.20851304127213,3,-12447.92902798124,-13046.684235078445,-1.2447929027981242,-0.6523342117539223,2020,BANKNIFTY,-24.43323422737538
1192,1192,2990,LONG,2020-02-25 10:15:00+05:30,2020-02-25 11:15:00+05:30,11862.95,11810.15,2020-02-25 13:15:00+05:30,11810.15,Initial SL Hit,-52.80000000000109,-57.53462000000109,252.88819391466708,3,-13352.496638694698,-14549.826139366958,-1.33524966386947,-0.7274913069683479,2020,NIFTY,-25.160725534343726
1193,1193,891,SHORT,2020-02-25 12:15:00+05:30,2020-02-25 13:15:00+05:30,30420.5,30610.7,2020-02-26 12:15:00+05:30,30282.75,Reversed,137.75,131.679675,98.61770845318124,3,13584.589339425716,12985.94779835966,1.3584589339425714,0.649297389917983,2020,BANKNIFTY,-24.511428144425736
1194,1194,2991,SHORT,2020-02-25 13:15:00+05:30,2020-02-25 14:15:00+05:30,11785.15,11872.2,2020-02-27 12:15:00+05:30,11582.85,Reversed,202.29999999999927,197.62639999999928,254.55764245682067,3,51497.01106901464,50307.31047122844,5.149701106901464,2.515365523561422,2020,NIFTY,-21.996062620864308
1195,1195,892,LONG,2020-02-26 11:15:00+05:30,2020-02-26 12:15:00+05:30,30282.75,30177.55,2020-02-26 14:15:00+05:30,30177.55,Initial SL Hit,-105.20000000000071,-111.24603000000072,99.06630012135622,3,-10421.774772766748,-11020.73259528947,-1.0421774772766748,-0.5510366297644735,2020,BANKNIFTY,-22.547099250628776
1196,1196,893,LONG,2020-02-27 10:15:00+05:30,2020-02-27 11:15:00+05:30,30042.2,29914.15,2020-02-28 09:15:00+05:30,29530.75,Gap Outside Initial SL,-511.4500000000007,-517.4072950000008,99.85953092649672,3,-51073.15709235683,-51668.0497766476,-5.107315709235683,-2.58340248883238,2020,BANKNIFTY,-25.130501739461153
1197,1197,2992,LONG,2020-02-27 11:15:00+05:30,2020-02-27 12:15:00+05:30,11582.85,11536.7,2020-02-28 09:15:00+05:30,11384.8,Gap Outside Initial SL,-198.0500000000011,-202.64353000000108,259.0036131004028,3,-51295.66557453504,-52485.406441420135,-5.129566557453505,-2.6242703220710064,2020,NIFTY,-27.754772061532165
1198,1198,2993,SHORT,2020-02-28 13:15:00+05:30,2020-02-28 14:15:00+05:30,11262.55,11317.95,2020-03-02 09:15:00+05:30,11397.1,Gap Outside Initial SL,-134.5500000000011,-139.08193000000108,266.369516672512,3,-35840.018468286784,-37047.18647198044,-3.5840018468286785,-1.852359323599022,2020,NIFTY,-29.607131385131183
1199,1199,894,SHORT,2020-02-28 13:15:00+05:30,2020-02-28 14:15:00+05:30,29270.55,29449.25,2020-03-02 09:15:00+05:30,29731.25,Gap Outside Initial SL,-460.7000000000007,-466.6001800000007,102.4920952971502,3,-47218.10830339718,-47822.83011422752,-4.7218108303397175,-2.3911415057113756,2020,BANKNIFTY,-31.998272890842557
1200,1200,2994,SHORT,2020-03-02 14:15:00+05:30,2020-03-02 15:15:00+05:30,11039.55,11419.1,2020-03-03 13:15:00+05:30,11259.0,Reversed,-219.45000000000076,-223.90971000000076,271.750207209533,3,-59635.582972132215,-60847.510088726645,-5.963558297213222,-3.042375504436332,2020,NIFTY,-35.04064839527889
1201,1201,895,SHORT,2020-03-02 14:15:00+05:30,2020-03-02 15:15:00+05:30,28588.6,29624.65,2020-03-03 13:15:00+05:30,29095.0,Reversed,-506.4000000000015,-512.1683600000015,104.9369329033251,3,-53140.06282224399,-53745.37682852621,-5.314006282224399,-2.6872688414263104,2020,BANKNIFTY,-37.72791723670521
1202,1202,2995,LONG,2020-03-03 12:15:00+05:30,2020-03-03 13:15:00+05:30,11259.0,11152.55,2020-03-04 09:15:00+05:30,11294.8,Reversed,35.79999999999927,31.28923999999927,266.4535038635758,3,9539.03543831582,8337.127631228157,0.953903543831582,0.41685638156140786,2020,NIFTY,-37.31106085514381
1203,1203,896,LONG,2020-03-03 12:15:00+05:30,2020-03-03 13:15:00+05:30,29095.0,28749.55,2020-03-04 09:15:00+05:30,29163.7,Reversed,68.70000000000073,62.874130000000726,103.11050008592542,3,7083.691355903152,6482.982986767561,0.7083691355903152,0.3241491493383781,2020,BANKNIFTY,-36.986911705805426
1204,1204,2996,SHORT,2020-03-03 15:15:00+05:30,2020-03-04 09:15:00+05:30,11294.8,11342.25,2020-03-04 09:15:00+05:30,11356.6,Gap Outside Initial SL,-61.80000000000109,-66.3302800000011,265.6089527924355,3,-16414.633282572802,-17617.91620922932,-1.64146332825728,-0.8808958104614659,2020,NIFTY,-37.86780751626689
1205,1205,897,SHORT,2020-03-03 15:15:00+05:30,2020-03-04 09:15:00+05:30,29163.7,29267.45,2020-03-04 09:15:00+05:30,29273.65,Gap Outside Initial SL,-109.95000000000071,-115.79373500000072,102.86760596220644,3,-11310.293275544673,-11911.424304872227,-1.1310293275544674,-0.5955712152436115,2020,BANKNIFTY,-38.4633787315105
1206,1206,898,SHORT,2020-03-04 10:15:00+05:30,2020-03-04 11:15:00+05:30,28731.7,29273.65,2020-03-04 15:15:00+05:30,28740.5,Reversed,-8.799999999999272,-14.547219999999273,104.41428805117692,3,-918.845734850281,-1518.937619423766,-0.0918845734850281,-0.07594688097118825,2020,BANKNIFTY,-38.53932561248169
1207,1207,2997,LONG,2020-03-04 11:15:00+05:30,2020-03-04 12:15:00+05:30,11267.55,11229.0,2020-03-04 12:15:00+05:30,11229.0,Initial SL Hit,-38.54999999999927,-43.04930999999928,266.2513146158659,3,-10263.988178441436,-11461.93538080575,-1.0263988178441437,-0.5730967690402875,2020,NIFTY,-39.11242238152198
1208,1208,899,LONG,2020-03-04 14:15:00+05:30,2020-03-04 15:15:00+05:30,28740.5,28125.15,2020-03-05 14:15:00+05:30,28797.8,Reversed,57.29999999999927,51.54616999999927,104.38231763539255,3,5981.106800507918,5380.508689827867,0.5981106800507918,0.2690254344913933,2020,BANKNIFTY,-38.843396947030584
1209,1209,900,SHORT,2020-03-05 13:15:00+05:30,2020-03-05 14:15:00+05:30,28797.8,29134.3,2020-03-06 13:15:00+05:30,27870.55,Reversed,927.25,921.583165,104.17462445047886,3,96595.92052170652,96005.5801137587,9.659592052170652,4.800279005687935,2020,BANKNIFTY,-34.04311794134264
1210,1210,2998,SHORT,2020-03-05 13:15:00+05:30,2020-03-05 14:15:00+05:30,11290.15,11389.5,2020-03-06 13:15:00+05:30,10991.9,Reversed,298.25,293.79359,265.7183474090247,3,79250.49711474162,78066.34721416456,7.925049711474163,3.903317360708228,2020,NIFTY,-30.139800580634414
1211,1211,901,LONG,2020-03-06 12:15:00+05:30,2020-03-06 13:15:00+05:30,27870.55,27442.5,2020-03-09 09:15:00+05:30,27091.6,Gap Outside Initial SL,-778.9500000000007,-784.4462150000007,107.64050225058352,3,-83846.5692280921,-84438.18457116929,-8.38465692280921,-4.221909228558464,2020,BANKNIFTY,-34.361709809192874
1212,1212,2999,LONG,2020-03-06 12:15:00+05:30,2020-03-06 13:15:00+05:30,10991.9,10879.45,2020-03-09 09:15:00+05:30,10751.55,Gap Outside Initial SL,-240.3500000000004,-244.6986900000004,272.92824716382063,3,-65598.30420582439,-66785.18454498322,-6.559830420582439,-3.339259227249161,2020,NIFTY,-37.70096903644203
1213,1213,902,LONG,2020-03-09 11:15:00+05:30,2020-03-09 12:15:00+05:30,26738.6,26520.9,2020-03-09 12:15:00+05:30,26520.9,Initial SL Hit,-217.6999999999971,-223.0259499999971,112.19734765470145,3,-24425.362584428178,-25022.920048169737,-2.442536258442818,-1.2511460024084868,2020,BANKNIFTY,-38.95211503885052
1214,1214,3000,LONG,2020-03-09 11:15:00+05:30,2020-03-09 12:15:00+05:30,10558.25,10511.05,2020-03-09 12:15:00+05:30,10511.05,Initial SL Hit,-47.20000000000073,-51.41386000000072,284.1379963535624,3,-13411.31342788835,-14608.63116520277,-1.341131342788835,-0.7304315582601385,2020,NIFTY,-39.68254659711066
1215,1215,903,LONG,2020-03-09 13:15:00+05:30,2020-03-09 14:15:00+05:30,26260.1,25923.4,2020-03-11 15:15:00+05:30,26451.9,Reversed,191.8000000000029,186.5288000000029,114.24175840914543,3,21911.569262874425,21309.37810594814,2.191156926287442,1.065468905297407,2020,BANKNIFTY,-38.61707769181325
1216,1216,3001,LONG,2020-03-11 10:15:00+05:30,2020-03-11 11:15:00+05:30,10440.75,10334.0,2020-03-12 09:15:00+05:30,10040.75,Gap Outside Initial SL,-400.0,-404.0963,287.3356799080525,3,-114934.27196322102,-116111.28510882838,-11.493427196322102,-5.805564255441418,2020,NIFTY,-44.422641947254675
1217,1217,904,SHORT,2020-03-11 14:15:00+05:30,2020-03-11 15:15:00+05:30,26451.9,26742.85,2020-03-12 12:15:00+05:30,24545.65,Reversed,1906.25,1901.150245,113.4134031959897,3,216194.29984235537,215615.9192723396,21.619429984235538,10.78079596361698,2020,BANKNIFTY,-33.641845983637694
1218,1218,905,LONG,2020-03-12 11:15:00+05:30,2020-03-12 12:15:00+05:30,24545.65,24013.45,2020-03-12 14:15:00+05:30,24013.45,Initial SL Hit,-532.2000000000007,-537.0559100000007,122.22124897894332,3,-65046.14870659372,-65639.64409172305,-6.504614870659372,-3.2819822045861526,2020,BANKNIFTY,-36.92382818822385
1219,1219,3002,LONG,2020-03-12 11:15:00+05:30,2020-03-12 12:15:00+05:30,9783.2,9648.65,2020-03-12 14:15:00+05:30,9648.65,Initial SL Hit,-134.5500000000011,-138.4363700000011,306.64813149071875,3,-41259.50609207655,-42451.254190858126,-4.125950609207655,-2.1225627095429065,2020,NIFTY,-39.046390897766756
1220,1220,906,LONG,2020-03-13 11:15:00+05:30,2020-03-13 12:15:00+05:30,24681.6,21351.7,2020-03-13 14:15:00+05:30,25012.45,Reversed,330.8500000000022,325.8805950000022,121.54803578374174,3,40214.16763905122,39610.14622228732,4.021416763905123,1.9805073111143656,2020,BANKNIFTY,-37.06588358665239
1221,1221,907,SHORT,2020-03-13 13:15:00+05:30,2020-03-13 14:15:00+05:30,25012.45,25670.75,2020-03-20 11:15:00+05:30,19840.9,Reversed,5171.549999999999,5167.064664999999,119.94026974566664,3,620277.1020032023,619739.1297134026,62.02771020032023,30.98695648567013,2020,BANKNIFTY,-6.07892710098227
1222,1222,3003,SHORT,2020-03-16 11:15:00+05:30,2020-03-16 12:15:00+05:30,9417.75,9602.2,2020-03-20 11:15:00+05:30,8401.4,Reversed,1016.3500000000004,1012.7861700000004,318.54742374771047,3,323755.67412598565,322620.4252608108,32.37556741259856,16.13102126304054,2020,NIFTY,0.0
1223,1223,908,LONG,2020-03-20 10:15:00+05:30,2020-03-20 11:15:00+05:30,19840.9,19265.0,2020-03-23 09:15:00+05:30,18357.5,Gap Outside Initial SL,-1483.4000000000017,-1487.2198400000016,151.20281842053535,3,-224294.2608450224,-224871.8314189379,-22.42942608450224,-11.243591570946895,2020,BANKNIFTY,-11.243591570946904
1224,1224,3004,LONG,2020-03-20 10:15:00+05:30,2020-03-20 11:15:00+05:30,8401.4,8178.2,2020-03-23 09:15:00+05:30,7963.55,Gap Outside Initial SL,-437.84999999999945,-441.12298999999945,357.0833432523151,3,-156348.94184302597,-157517.67205465736,-15.634894184302595,-7.875883602732868,2020,NIFTY,-19.119475173679774
1225,1225,3005,SHORT,2020-03-23 09:15:00+05:30,2020-03-23 10:15:00+05:30,7892.3,8793.6,2020-03-24 12:15:00+05:30,7837.65,Reversed,54.65000000000055,51.50401000000055,380.11732954905415,3,20773.41205985601,19577.566742267987,2.0773412059856016,0.9788783371133994,2020,NIFTY,-18.140596836566374
1226,1226,909,LONG,2020-03-24 11:15:00+05:30,2020-03-24 12:15:00+05:30,17283.55,16116.25,2020-03-27 11:15:00+05:30,19723.65,Reversed,2440.100000000002,2436.3992800000024,173.57545180243642,3,423541.4599431255,422899.1057971312,42.35414599431255,21.14495528985656,2020,BANKNIFTY,0.0
1227,1227,3006,LONG,2020-03-24 11:15:00+05:30,2020-03-24 12:15:00+05:30,7837.65,7511.1,2020-03-27 11:15:00+05:30,8567.45,Reversed,729.8000000000011,726.5189800000011,382.7677939178197,3,279343.93600122526,278088.067214025,27.93439360012253,13.90440336070125,2020,NIFTY,0.0
1228,1228,3007,SHORT,2020-03-27 10:15:00+05:30,2020-03-27 11:15:00+05:30,8567.45,9038.9,2020-03-27 13:15:00+05:30,8711.8,Reversed,-144.34999999999854,-147.80584999999854,350.1625337760944,3,-50545.96175057872,-51756.07094292883,-5.054596175057871,-2.5878035471464416,2020,NIFTY,-2.58780354714645
1229,1229,910,SHORT,2020-03-27 10:15:00+05:30,2020-03-27 11:15:00+05:30,19723.65,21462.4,2020-03-27 13:15:00+05:30,20335.95,Reversed,-612.2999999999993,-616.3059599999992,152.1016647527207,3,-93131.84932809076,-93741.16251302358,-9.313184932809078,-4.687058125651178,2020,BANKNIFTY,-7.274861672797641
1230,1230,911,SHORT,2020-03-27 12:15:00+05:30,2020-03-27 13:15:00+05:30,20335.95,19717.1,2020-03-27 13:15:00+05:30,19717.1,Initial SL Hit,618.8500000000022,614.8446950000022,147.5219992181334,3,91293.98921614216,90703.1186150638,9.129398921614216,4.53515593075319,2020,BANKNIFTY,-2.739705742044464
1231,1231,3008,SHORT,2020-03-27 12:15:00+05:30,2020-03-27 13:15:00+05:30,8711.8,8537.9,2020-03-27 13:15:00+05:30,8537.9,Initial SL Hit,173.89999999999964,170.45005999999964,344.36052250969954,3,59884.29486443663,58696.27172340951,5.988429486443663,2.9348135861704754,2020,NIFTY,0.0
1232,1232,912,LONG,2020-03-30 11:15:00+05:30,2020-03-30 12:15:00+05:30,19264.7,19716.25,2020-03-30 12:15:00+05:30,19312.55,Gap Outside Initial SL,47.84999999999855,43.99227499999854,155.72523838938577,3,7451.452656931882,6850.707511666189,0.7451452656931882,0.34253537558330943,2020,BANKNIFTY,0.0
1233,1233,3009,LONG,2020-03-30 11:15:00+05:30,2020-03-30 12:15:00+05:30,8417.7,8576.0,2020-03-30 12:15:00+05:30,8435.35,Gap Outside Initial SL,17.649999999999636,14.279389999999635,356.3918885206172,3,6290.316832388764,5089.058769022287,0.6290316832388764,0.25445293845111433,2020,NIFTY,0.0
1234,1234,913,SHORT,2020-03-31 15:15:00+05:30,2020-04-01 09:15:00+05:30,19017.6,19466.3,2020-04-01 12:15:00+05:30,18320.9,Reversed,696.6999999999971,692.9661499999971,157.74861181221607,3,109903.45784957048,109314.44819535544,10.990345784957048,5.465722409767772,2020,BANKNIFTY,0.0
1235,1235,3010,SHORT,2020-03-31 15:15:00+05:30,2020-04-01 09:15:00+05:30,8551.75,8678.3,2020-04-01 12:15:00+05:30,8317.95,Reversed,233.79999999999927,230.42605999999927,350.8053907095039,3,82018.30034788176,80834.70400795134,8.201830034788175,4.041735200397567,2020,NIFTY,0.0
1236,1236,914,LONG,2020-04-01 11:15:00+05:30,2020-04-01 12:15:00+05:30,18320.9,18144.0,2020-04-01 13:15:00+05:30,18144.0,Initial SL Hit,-176.90000000000146,-180.54649000000143,163.7474141554181,3,-28966.917564093703,-29564.020872337293,-2.8966917564093704,-1.4782010436168647,2020,BANKNIFTY,-1.4782010436168775
1237,1237,3011,SHORT,2020-04-01 11:15:00+05:30,2020-04-01 12:15:00+05:30,8317.95,8269.15,2020-04-01 12:15:00+05:30,8269.15,Initial SL Hit,48.80000000000109,45.48258000000109,360.66578904658,3,17600.490505473495,16404.010603574592,1.7600490505473494,0.8202005301787295,2020,NIFTY,-0.6580005134381395
1238,1238,915,SHORT,2020-04-01 15:15:00+05:30,2020-04-03 09:15:00+05:30,18174.75,18290.5,2020-04-03 09:15:00+05:30,18326.1,Gap Outside Initial SL,-151.34999999999854,-155.0000849999985,165.0641686955804,3,-24982.46193207585,-25584.96017826906,-2.498246193207585,-1.279248008913453,2020,BANKNIFTY,-1.937248522351581
1239,1239,3013,SHORT,2020-04-01 15:15:00+05:30,2020-04-03 09:15:00+05:30,8250.65,8275.9,2020-04-03 09:15:00+05:30,8341.1,Gap Outside Initial SL,-90.45000000000071,-93.76835000000072,363.6077157557284,3,-32888.31789010589,-34094.89555368391,-3.2888317890105894,-1.7047447776841957,2020,NIFTY,-3.6419933000357787
1240,1240,3012,LONG,2020-04-01 15:15:00+05:30,2020-04-03 09:15:00+05:30,8250.65,8275.9,2020-04-03 09:15:00+05:30,8250.65,Reversed,0.0,-3.30026,363.6077157557284,3,0.0,-1200.0000000000002,0.0,-0.06,2020,NIFTY,-3.701993300035781
1241,1241,916,LONG,2020-04-07 11:15:00+05:30,2020-04-07 12:15:00+05:30,18340.7,17953.75,2020-04-08 12:15:00+05:30,18997.45,Reversed,656.75,653.016185,163.57063798001167,3,107425.01649337266,106814.27399172333,10.742501649337266,5.340713699586166,2020,BANKNIFTY,0.0
1242,1242,3014,SHORT,2020-04-08 11:15:00+05:30,2020-04-08 12:15:00+05:30,8787.9,9131.7,2020-04-09 12:15:00+05:30,9058.25,Reversed,-270.3500000000004,-273.9192300000004,341.3784863277916,3,-92291.67377871858,-93510.13211347432,-9.22916737787186,-4.675506605673716,2020,NIFTY,-4.675506605673718
1243,1243,917,SHORT,2020-04-08 11:15:00+05:30,2020-04-08 12:15:00+05:30,18997.45,20324.1,2020-04-09 13:15:00+05:30,19828.55,Reversed,-831.0999999999985,-834.9825999999986,157.91593082229457,3,-131243.93010640878,-131857.05449941944,-13.124393010640878,-6.592852724970972,2020,BANKNIFTY,-11.2683593306447
1244,1244,3015,LONG,2020-04-09 11:15:00+05:30,2020-04-09 12:15:00+05:30,9058.25,8904.55,2020-04-13 09:15:00+05:30,9094.45,Reversed,36.20000000000073,32.569460000000724,331.1897993541799,3,11989.070736621554,10786.672922474228,1.1989070736621552,0.5393336461237114,2020,NIFTY,-10.729025684520991
1245,1245,918,LONG,2020-04-09 12:15:00+05:30,2020-04-09 13:15:00+05:30,19828.55,19166.9,2020-04-13 09:15:00+05:30,19859.7,Reversed,31.15000000000145,27.181175000001456,151.29699347657797,3,4712.901346795624,4112.4300566609445,0.4712901346795624,0.2056215028330472,2020,BANKNIFTY,-10.523404181687937
1246,1246,919,SHORT,2020-04-09 15:15:00+05:30,2020-04-13 09:15:00+05:30,19859.7,19988.3,2020-04-13 11:15:00+05:30,19600.55,Reversed,259.15000000000146,255.20397500000144,151.05968368102236,3,39147.117025937165,38551.03173763976,3.914711702593716,1.927551586881988,2020,BANKNIFTY,-8.595852594805962
1247,1247,3016,SHORT,2020-04-09 15:15:00+05:30,2020-04-13 09:15:00+05:30,9094.45,9128.35,2020-04-13 11:15:00+05:30,9027.0,Reversed,67.45000000000073,63.825710000000726,329.87151504489,3,22249.83368977807,21054.283656516025,2.224983368977807,1.052714182825801,2020,NIFTY,-7.543138411980152
1248,1248,920,LONG,2020-04-13 10:15:00+05:30,2020-04-13 11:15:00+05:30,19600.55,19294.0,2020-04-13 13:15:00+05:30,19487.7,Reversed,-112.84999999999854,-116.75882499999857,153.0569295249368,3,-17272.474496888895,-17870.74724943921,-1.7272474496888897,-0.8935373624719605,2020,BANKNIFTY,-8.436675774452112
1249,1249,3017,LONG,2020-04-13 10:15:00+05:30,2020-04-13 11:15:00+05:30,9027.0,8912.4,2020-04-15 12:15:00+05:30,9185.95,Reversed,158.95000000000073,155.30741000000071,332.33632436025255,3,52824.85875706239,51614.29378531097,5.282485875706239,2.580714689265548,2020,NIFTY,-5.855961085186578
1250,1250,921,SHORT,2020-04-13 12:15:00+05:30,2020-04-13 13:15:00+05:30,19487.7,19887.05,2020-04-15 09:15:00+05:30,20097.05,Gap Outside Initial SL,-609.3499999999985,-613.3084749999986,153.94325651564833,3,-93805.32335781008,-94414.70389014589,-9.38053233578101,-4.720735194507294,2020,BANKNIFTY,-10.576696279693863
1251,1251,3018,SHORT,2020-04-15 11:15:00+05:30,2020-04-15 12:15:00+05:30,9185.95,9261.2,2020-04-16 09:15:00+05:30,8944.3,Reversed,241.65000000000143,238.02395000000143,326.5857096979626,3,78919.43674851314,77735.22063586285,7.891943674851313,3.8867610317931423,2020,NIFTY,-6.689935247900706
1252,1252,922,SHORT,2020-04-15 11:15:00+05:30,2020-04-15 12:15:00+05:30,19884.25,20184.1,2020-04-16 09:15:00+05:30,19122.85,Reversed,761.4000000000015,757.4992900000015,150.8731785206885,3,114874.83812565244,114286.325609465,11.487483812565245,5.714316280473251,2020,BANKNIFTY,-0.9756189674274651
1253,1253,923,SHORT,2020-04-15 15:15:00+05:30,2020-04-16 09:15:00+05:30,19122.85,18776.75,2020-04-16 09:15:00+05:30,18776.75,Initial SL Hit,346.09999999999854,342.31003999999854,156.88038132391355,3,54296.29997620625,53701.72960620387,5.4296299976206255,2.685086480310194,2020,BANKNIFTY,0.0
1254,1254,3019,LONG,2020-04-15 15:15:00+05:30,2020-04-16 09:15:00+05:30,8944.3,8874.1,2020-04-17 11:15:00+05:30,9128.8,Reversed,184.5,180.88538,335.40914325324513,3,61882.98693022373,60670.610332837685,6.188298693022373,3.033530516641884,2020,NIFTY,0.0
1255,1255,924,LONG,2020-04-16 10:15:00+05:30,2020-04-16 11:15:00+05:30,19167.0,18703.45,2020-04-17 11:15:00+05:30,19797.6,Reversed,630.5999999999985,626.7035399999985,156.51901706057285,3,98700.892158397,98091.02206918116,9.8700892158397,4.904551103459059,2020,BANKNIFTY,0.0
1256,1256,925,SHORT,2020-04-17 10:15:00+05:30,2020-04-17 11:15:00+05:30,19797.6,20447.55,2020-04-17 13:15:00+05:30,19975.9,Reversed,-178.3000000000029,-182.2773500000029,151.53351921445025,3,-27018.42647593692,-27621.128318584517,-2.701842647593692,-1.381056415929226,2020,BANKNIFTY,-1.381056415929237
1257,1257,3020,SHORT,2020-04-17 10:15:00+05:30,2020-04-17 11:15:00+05:30,9128.8,9324.0,2020-04-17 15:15:00+05:30,9275.0,Reversed,-146.20000000000073,-149.88076000000072,328.63026903864693,3,-48045.74533345042,-49255.35448251711,-4.804574533345042,-2.462767724125855,2020,NIFTY,-3.8438241400550908
1258,1258,926,LONG,2020-04-17 12:15:00+05:30,2020-04-17 13:15:00+05:30,19975.9,19729.3,2020-04-20 11:15:00+05:30,20711.65,Reversed,735.75,731.681245,150.18096806652014,3,110495.6472549422,109884.5976902167,11.04956472549422,5.494229884510835,2020,BANKNIFTY,0.0
1259,1259,3021,LONG,2020-04-17 14:15:00+05:30,2020-04-17 15:15:00+05:30,9275.0,9108.75,2020-04-20 11:15:00+05:30,9270.85,Reversed,-4.149999999999636,-7.859169999999636,323.45013477088946,3,-1342.3180592990736,-2542.0495956872137,-0.1342318059299073,-0.12710247978436065,2020,NIFTY,-0.12710247978435518
1260,1260,927,SHORT,2020-04-20 10:15:00+05:30,2020-04-20 11:15:00+05:30,20711.65,21122.1,2020-04-22 11:15:00+05:30,19561.25,Reversed,1150.4000000000017,1146.3727100000017,144.8460166138381,3,166630.85751255954,166047.5205983108,16.663085751255952,8.302376029915541,2020,BANKNIFTY,0.0
1261,1261,3022,SHORT,2020-04-20 10:15:00+05:30,2020-04-20 11:15:00+05:30,9270.85,9390.85,2020-04-20 13:15:00+05:30,9292.3,Reversed,-21.44999999999891,-25.16262999999891,323.5949238742941,3,-6941.111117103256,-8142.499339326677,-0.6941111117103256,-0.4071249669663339,2020,NIFTY,-0.40712496696633593
