index,Trade No.,Entry_Date,Exit_Date,Trade_Type,Entry_Price,Previous MA Value,Initial SL,Exit_Price,Exit Remark,PnL,Slippage,PnL w cs,Qty,Profit_Loss INR,ROI%,Trade Year
108,108,2019-04-08 13:15:00+05:30,2019-04-09 13:45:00+05:30,short,29902.1,29974.188461538462,30062.023076923077,29978.5,Trailing SL Hit,-76.40000000000146,5.98806,-82.38806000000146,156.32515632515523,-12879.326358826496,-1.2879326358826495,2019
109,109,2019-04-10 14:45:00+05:30,2019-04-12 09:15:00+05:30,short,29806.9,29872.213461538464,29984.01923076923,29808.9,Trailing SL Hit,-2.0,5.9615800000000005,-7.9615800000000005,141.14785780982092,-1123.7599617815142,-0.11237599617815143,2019
110,110,2019-04-12 11:45:00+05:30,2019-04-12 12:45:00+05:30,short,29727.35,29762.26923076923,29843.507692307692,29796.45,Trailing SL Hit,-69.10000000000218,5.952380000000001,-75.05238000000219,215.22466143504934,-16153.123075395139,-1.6153123075395137,2019
111,111,2019-04-18 14:45:00+05:30,2019-04-24 13:45:00+05:30,short,30236.5,30353.871153846154,30443.728846153845,29674.4,Trailing SL Hit,562.0999999999985,5.991090000000001,556.1089099999986,120.63957534869566,67088.74275002583,6.708874275002584,2019
112,112,2019-04-25 14:45:00+05:30,2019-04-26 09:15:00+05:30,short,29558.65,29682.49807692308,29789.121153846154,29819.85,Gap,-261.1999999999971,5.93785,-267.1378499999971,108.47344486628627,-28977.362843672938,-2.897736284367294,2019
113,113,2019-04-26 09:45:00+05:30,2019-04-26 13:15:00+05:30,short,29653.1,29690.43076923077,29805.03461538461,29728.5,Trailing SL Hit,-75.40000000000146,5.93816,-81.33816000000145,164.5444649773464,-13383.744019442036,-1.3383744019442034,2019
114,114,2019-04-30 09:15:00+05:30,2019-04-30 14:45:00+05:30,short,29726.55,29759.37307692308,29868.12115384615,29772.85,Trailing SL Hit,-46.29999999999927,5.94994,-52.24993999999927,176.58964641319616,-9226.798429710587,-0.9226798429710587,2019
115,115,2019-05-06 09:15:00+05:30,2019-05-07 09:15:00+05:30,short,29704.5,29833.848076923074,29920.501923076925,29774.3,Trailing SL Hit,-69.79999999999927,5.9478800000000005,-75.74787999999927,115.73971029460112,-8767.037686630127,-0.8767037686630127,2019
116,116,2019-05-07 10:15:00+05:30,2019-05-09 14:15:00+05:30,short,29720.45,29770.628846153846,29843.684615384613,29026.45,Trailing SL Hit,694.0,5.87469,688.12531,202.86507911738647,139596.5954558261,13.959659545582609,2019
117,117,2019-05-09 14:45:00+05:30,2019-05-10 09:15:00+05:30,short,28888.25,28999.261538461542,29080.08653846154,29080.08653846154,Initial SL Hit,-191.83653846153902,5.7968336538461545,-197.63337211538519,130.31928224149127,-25755.43920104255,-2.575543920104255,2019
118,118,2019-05-13 09:15:00+05:30,2019-05-14 13:15:00+05:30,short,28894.95,28936.05769230769,29045.632692307696,28866.6,Trailing SL Hit,28.350000000002183,5.776155,22.573845000002184,165.91155637802,3745.2617573865473,0.37452617573865477,2019
119,119,2019-05-15 14:45:00+05:30,2019-05-16 13:45:00+05:30,short,28600.9,28761.451923076922,28869.350000000002,28745.65,Trailing SL Hit,-144.75,5.734655000000001,-150.484655,93.12721177127932,-14014.216334512908,-1.401421633451291,2019
120,120,2019-05-21 14:45:00+05:30,2019-05-22 10:15:00+05:30,short,30302.65,30397.4,30572.778846153848,30509.6,Trailing SL Hit,-206.9499999999971,6.081225,-213.03122499999708,92.54842774459483,-19715.704934254754,-1.9715704934254754,2019
121,121,2019-05-22 10:45:00+05:30,2019-05-22 11:15:00+05:30,short,30393.9,30482.0,30616.203846153847,30420.2,Trailing SL Hit,-26.299999999999272,6.081410000000001,-32.38140999999927,112.4586930569737,-3641.5710479419367,-0.3641571047941937,2019
122,122,2019-05-22 12:15:00+05:30,2019-05-22 13:15:00+05:30,short,30348.9,30488.151923076926,30614.38076923077,30490.55,Trailing SL Hit,-141.64999999999782,6.083945,-147.73394499999782,94.16877942774347,-13911.92528069518,-1.391192528069518,2019
123,123,2019-05-23 14:45:00+05:30,2019-05-24 09:15:00+05:30,short,30358.25,30607.667307692307,30814.775,30814.775,Initial SL Hit,-456.52500000000146,6.1173025,-462.64230250000145,54.76151360823596,-25334.992744099447,-2.5334992744099445,2019
124,124,2019-05-29 11:45:00+05:30,2019-05-30 09:45:00+05:30,short,31397.3,31445.265384615384,31553.721153846152,31431.65,Trailing SL Hit,-34.35000000000218,6.282895,-40.63289500000218,159.82493023027152,-6494.149608429297,-0.6494149608429297,2019
125,125,2019-05-31 11:45:00+05:30,2019-06-03 10:45:00+05:30,short,31307.25,31445.28269230769,31536.503846153846,31447.45,Trailing SL Hit,-140.20000000000073,6.27547,-146.47547000000074,109.04942455457507,-15973.065714861004,-1.5973065714861006,2019
126,126,2019-06-06 09:15:00+05:30,2019-06-07 14:15:00+05:30,short,31430.05,31503.85192307692,31612.76923076923,31070.05,Trailing SL Hit,360.0,6.2500100000000005,353.74999,136.8219420295953,48400.76062474992,4.840076062474992,2019
127,127,2019-06-12 10:15:00+05:30,2019-06-13 13:45:00+05:30,short,30992.5,31058.098076923077,31161.780769230772,30914.9,Trailing SL Hit,77.59999999999854,6.190740000000001,71.40925999999854,147.68363892486033,10545.979369731256,1.0545979369731258,2019
128,128,2019-06-14 09:15:00+05:30,2019-06-18 11:15:00+05:30,short,30779.45,30855.063461538462,30932.969230769228,30487.7,Trailing SL Hit,291.75,6.126715000000001,285.623285,162.84604785168898,46512.6231366666,4.651262313666661,2019
129,129,2019-06-18 13:15:00+05:30,2019-06-18 13:45:00+05:30,short,30365.15,30412.319230769233,30497.37884615385,30455.5,Trailing SL Hit,-90.34999999999854,6.082065,-96.43206499999854,189.06615861196047,-18232.040096568606,-1.8232040096568605,2019
130,130,2019-06-19 14:15:00+05:30,2019-06-20 09:45:00+05:30,short,30311.2,30395.50576923077,30502.425000000003,30487.0,Trailing SL Hit,-175.79999999999927,6.07982,-181.87981999999928,130.73604392730925,-23778.248137011007,-2.3778248137011007,2019
131,131,2019-06-24 14:15:00+05:30,2019-06-25 11:45:00+05:30,short,30530.7,30631.346153846152,30722.857692307694,30620.2,Trailing SL Hit,-89.5,6.11509,-95.61509,130.101479153739,-12439.664638417878,-1.2439664638417878,2019
132,132,2019-06-28 10:45:00+05:30,2019-06-28 13:15:00+05:30,short,31097.65,31159.257692307696,31269.476923076923,31269.476923076923,Initial SL Hit,-171.82692307692196,6.236712692307693,-178.06363576922965,145.49524342473515,-25907.412031337444,-2.590741203133744,2019
133,133,2019-06-28 14:15:00+05:30,2019-07-01 09:15:00+05:30,short,31140.9,31202.078846153847,31309.784615384615,31309.784615384615,Initial SL Hit,-168.88461538461343,6.2450684615384615,-175.1296838461519,148.03006148941188,-25924.457868367128,-2.592445786836713,2019
134,134,2019-07-02 09:45:00+05:30,2019-07-02 13:45:00+05:30,short,31172.25,31226.449999999997,31305.034615384615,31305.034615384615,Initial SL Hit,-132.78461538461488,6.247728461538462,-139.03234384615334,188.27482331132038,-26176.28997219326,-2.617628997219326,2019
135,135,2019-07-05 12:45:00+05:30,2019-07-05 13:45:00+05:30,short,31408.35,31466.011538461542,31547.303846153845,31490.55,Trailing SL Hit,-82.20000000000073,6.28989,-88.48989000000073,179.91585473870595,-15920.734195084198,-1.5920734195084199,2019
136,136,2019-07-05 15:15:00+05:30,2019-07-10 09:15:00+05:30,short,31424.85,31467.594230769235,31570.771153846155,30682.2,Trailing SL Hit,742.6499999999978,6.210705000000001,736.4392949999979,171.3253996494384,126170.75653342529,12.617075653342528,2019
137,137,2019-07-10 11:45:00+05:30,2019-07-11 09:15:00+05:30,short,30507.05,30550.296153846153,30648.428846153845,30709.85,Gap,-202.79999999999927,6.12169,-208.92168999999927,176.82984887849076,-36943.59087013877,-3.6943590870138765,2019
138,138,2019-07-12 14:45:00+05:30,2019-07-16 09:15:00+05:30,short,30588.1,30620.448076923072,30713.132692307692,30584.75,Trailing SL Hit,3.349999999998545,6.117285,-2.767285000001455,199.9477059845865,-553.3122875558473,-0.05533122875558473,2019
139,139,2019-07-18 12:15:00+05:30,2019-07-25 09:15:00+05:30,short,30582.95,30620.09230769231,30692.434615384616,29226.95,Trailing SL Hit,1356.0,5.98099,1350.01901,228.3425841354594,308266.82937539456,30.826682937539456,2019
140,140,2019-07-30 13:45:00+05:30,2019-07-31 14:15:00+05:30,short,29109.45,29258.15,29361.68269230769,28891.85,Trailing SL Hit,217.60000000000218,5.80013,211.7998700000022,99.11482834074215,20992.50775764172,2.099250775764172,2019
141,141,2019-07-31 15:15:00+05:30,2019-08-02 13:15:00+05:30,short,28865.5,28925.975,29042.303846153845,28345.1,Trailing SL Hit,520.4000000000015,5.7210600000000005,514.6789400000015,141.3996388870767,72775.41625878362,7.277541625878362,2019
142,142,2019-08-02 14:45:00+05:30,2019-08-06 09:15:00+05:30,short,28230.1,28304.584615384614,28431.130769230767,27818.45,Trailing SL Hit,411.6499999999978,5.604855000000001,406.04514499999783,124.35907247264129,50495.39761421887,5.0495397614218875,2019
143,143,2019-08-07 14:45:00+05:30,2019-08-08 14:15:00+05:30,short,27697.6,27865.6,28009.659615384615,28009.659615384615,Initial SL Hit,-312.05961538461634,5.570725961538462,-317.6303413461548,80.1128975602539,-25446.286998292977,-2.5446286998292975,2019
144,144,2019-08-13 11:15:00+05:30,2019-08-14 10:15:00+05:30,short,28071.05,28114.413461538465,28260.84038461539,28014.1,Trailing SL Hit,56.95000000000073,5.608515,51.34148500000073,131.72427070350554,6762.919668460066,0.6762919668460066,2019
145,145,2019-08-14 10:45:00+05:30,2019-08-14 12:45:00+05:30,short,27995.7,28117.226923076923,28212.378846153846,28017.1,Trailing SL Hit,-21.399999999997817,5.601280000000001,-27.00127999999782,115.37812963176668,-3115.3571840633776,-0.31153571840633776,2019
146,146,2019-08-16 09:15:00+05:30,2019-08-16 10:45:00+05:30,short,27833.55,27927.31923076923,28032.05769230769,27996.1,Trailing SL Hit,-162.54999999999927,5.582965,-168.13296499999927,125.9397039448191,-21174.61583546454,-2.1174615835464543,2019
147,147,2019-08-20 09:15:00+05:30,2019-08-21 09:45:00+05:30,short,28085.8,28150.834615384618,28274.95769230769,28042.35,Trailing SL Hit,43.45000000000073,5.612814999999999,37.83718500000073,132.16486041357595,5000.746273967747,0.5000746273967747,2019
148,148,2019-08-21 10:45:00+05:30,2019-08-26 09:15:00+05:30,short,27960.95,28054.251923076925,28145.82307692308,27251.0,Trailing SL Hit,709.9500000000007,5.521195,704.4288050000007,135.22791104083748,95258.43577714355,9.525843577714355,2019
149,149,2019-08-26 09:45:00+05:30,2019-08-26 10:45:00+05:30,short,26928.5,27070.813461538462,27218.175000000003,27113.75,Trailing SL Hit,-185.25,5.404225,-190.654225,86.30361612151462,-16454.149046344875,-1.6454149046344875,2019
150,150,2019-08-28 12:15:00+05:30,2019-08-30 09:15:00+05:30,short,27868.7,27914.79230769231,28063.830769230768,27542.8,Trailing SL Hit,325.90000000000146,5.54115,320.35885000000144,128.11920999724177,41044.12277762506,4.104412277762506,2019
151,151,2019-08-30 09:45:00+05:30,2019-08-30 13:45:00+05:30,short,27403.7,27579.167307692307,27683.14615384615,27396.45,Trailing SL Hit,7.25,5.480015000000001,1.7699849999999993,89.46267341995247,158.3475900132145,0.01583475900132145,2019
152,152,2019-08-30 14:15:00+05:30,2019-08-30 14:45:00+05:30,short,27312.4,27363.19230769231,27483.82307692308,27419.05,Trailing SL Hit,-106.64999999999782,5.473145,-112.12314499999782,145.83800762844868,-16351.816075835339,-1.635181607583534,2019
153,153,2019-09-03 09:15:00+05:30,2019-09-04 11:15:00+05:30,short,26968.6,27322.098076923077,27438.521153846155,27062.7,Trailing SL Hit,-94.10000000000218,5.403130000000001,-99.50313000000219,53.200414144762085,-5293.607724700217,-0.5293607724700217,2019
154,154,2019-09-05 11:45:00+05:30,2019-09-06 09:15:00+05:30,short,26905.0,26950.903846153848,27076.53846153846,27076.53846153846,Initial SL Hit,-171.53846153846098,5.398153846153846,-176.9366153846148,145.73991031390182,-25786.7264573991,-2.57867264573991,2019
155,155,2019-09-13 09:15:00+05:30,2019-09-13 13:15:00+05:30,short,27727.0,27789.14230769231,27881.646153846155,27881.646153846155,Initial SL Hit,-154.64615384615536,5.560864615384616,-160.20701846153997,161.65937126939755,-25898.96587743732,-2.5898965877437323,2019
156,156,2019-09-17 09:15:00+05:30,2019-09-18 12:45:00+05:30,short,27779.25,27820.81730769231,27924.346153846152,27378.2,Trailing SL Hit,401.0499999999993,5.515745,395.5342549999993,172.29953611663518,68150.36865473876,6.815036865473876,2019
157,157,2019-09-18 13:15:00+05:30,2019-09-20 09:15:00+05:30,short,27235.5,27429.715384615385,27530.434615384616,26932.3,Trailing SL Hit,303.2000000000007,5.41678,297.7832200000007,84.76455016105237,25241.460688809755,2.5241460688809756,2019
158,158,2019-09-20 09:45:00+05:30,2019-09-20 10:15:00+05:30,short,26874.5,26946.451923076922,27058.873076923075,27017.7,Trailing SL Hit,-143.20000000000073,5.38922,-148.58922000000072,135.59463462461278,-20147.900995056305,-2.0147900995056305,2019
159,159,2019-09-25 09:15:00+05:30,2019-09-26 09:15:00+05:30,short,29738.3,30163.35576923077,30388.553846153845,29983.1,Trailing SL Hit,-244.79999999999927,5.97214,-250.77213999999927,38.44652384275964,-9641.31705960983,-0.964131705960983,2019
160,160,2019-09-30 09:15:00+05:30,2019-10-01 09:15:00+05:30,short,29254.0,29899.259615384617,30082.109615384616,29362.4,Trailing SL Hit,-108.40000000000146,5.86164,-114.26164000000145,30.189240090381933,-3449.4720830808315,-0.3449472083080831,2019
161,161,2019-10-01 09:45:00+05:30,2019-10-01 11:15:00+05:30,short,28988.2,29449.80192307692,29585.46730769231,29295.1,Trailing SL Hit,-306.8999999999978,5.82833,-312.7283299999978,41.8573052266894,-13089.965161842756,-1.3089965161842756,2019
162,162,2019-10-01 11:45:00+05:30,2019-10-07 09:45:00+05:30,short,29091.35,29328.173076923078,29483.132692307696,28165.75,Trailing SL Hit,925.5999999999985,5.72571,919.8742899999985,63.810884173427354,58697.99177330363,5.869799177330362,2019
163,163,2019-10-07 10:15:00+05:30,2019-10-07 11:45:00+05:30,short,28033.65,28171.186538461538,28349.813461538462,28150.7,Trailing SL Hit,-117.04999999999927,5.618435000000001,-122.66843499999928,79.07302089352528,-9699.76372373099,-0.969976372373099,2019
164,164,2019-10-07 13:45:00+05:30,2019-10-09 11:15:00+05:30,short,27980.9,28057.130769230767,28224.80769230769,28002.65,Trailing SL Hit,-21.75,5.598355000000001,-27.348355,102.49779235524254,-2803.1460120474594,-0.28031460120474594,2019
165,165,2019-10-10 13:15:00+05:30,2019-10-11 09:15:00+05:30,short,28066.05,28097.71153846154,28266.73653846154,28266.73653846154,Initial SL Hit,-200.6865384615412,5.633278653846155,-206.31981711538737,124.57238134480507,-25701.750936688473,-2.570175093668847,2019
166,166,2019-10-11 10:15:00+05:30,2019-10-11 13:45:00+05:30,short,28021.85,28162.828846153847,28353.76923076923,28129.7,Trailing SL Hit,-107.85000000000218,5.615155000000001,-113.46515500000218,75.3195286156268,-8546.141988899195,-0.8546141988899195,2019
167,167,2019-10-11 14:15:00+05:30,2019-10-14 09:15:00+05:30,short,28034.9,28099.378846153846,28275.38846153846,28275.38846153846,Initial SL Hit,-240.48846153845807,5.631028846153846,-246.1194903846119,103.95509140051648,-25585.374118380867,-2.5585374118380866,2019
168,168,2019-10-24 10:15:00+05:30,2019-10-24 11:45:00+05:30,short,29379.0,29429.530769230772,29571.248076923075,29492.2,Trailing SL Hit,-113.20000000000073,5.88712,-119.08712000000072,130.04031249687523,-15486.126299152975,-1.5486126299152976,2019
169,169,2019-10-24 12:45:00+05:30,2019-10-25 13:45:00+05:30,short,29316.5,29410.440384615384,29546.924999999996,29260.0,Trailing SL Hit,56.5,5.8576500000000005,50.64235,108.49517196484962,5494.450471954102,0.5494450471954102,2019
170,170,2019-11-05 11:45:00+05:30,2019-11-06 11:15:00+05:30,short,30284.1,30314.757692307696,30423.88846153846,30423.88846153846,Initial SL Hit,-139.78846153846098,6.0707988461538465,-145.85926038461483,178.84165634887952,-26085.71172100702,-2.608571172100702,2019
171,171,2019-11-13 13:45:00+05:30,2019-11-14 13:45:00+05:30,short,30820.25,30858.096153846152,30968.096153846152,30668.15,Trailing SL Hit,152.09999999999854,6.148840000000001,145.95115999999854,169.09469302809734,24679.566597294473,2.467956659729447,2019
172,172,2019-11-14 14:15:00+05:30,2019-11-14 14:45:00+05:30,short,30609.75,30700.328846153847,30822.046153846153,30749.75,Trailing SL Hit,-140.0,6.13595,-146.13595,117.76002318966648,-17208.972860843944,-1.7208972860843945,2019
173,173,2019-11-22 09:15:00+05:30,2019-11-25 09:15:00+05:30,short,31255.0,31315.967307692303,31404.325000000004,31216.55,Trailing SL Hit,38.45000000000073,6.247155,32.20284500000073,167.42005692281447,5391.4021429766935,0.5391402142976693,2019
174,174,2019-11-29 11:15:00+05:30,2019-11-29 14:45:00+05:30,short,31856.95,31925.801923076928,32002.84038461539,32002.84038461539,Initial SL Hit,-145.89038461538803,6.38597903846154,-152.27636365384956,171.36153329026925,-26094.31115959029,-2.609431115959029,2019
175,175,2019-12-02 09:45:00+05:30,2019-12-02 13:45:00+05:30,short,31893.0,31942.04230769231,32024.859615384616,31872.5,Trailing SL Hit,20.5,6.37655,14.12345,189.5955780477486,2677.743666778475,0.26777436667784754,2019
176,176,2019-12-03 09:15:00+05:30,2019-12-04 09:45:00+05:30,short,31779.5,31827.990384615383,31915.21153846154,31858.95,Trailing SL Hit,-79.45000000000073,6.363845,-85.81384500000073,184.21425534929782,-15808.133555335196,-1.5808133555335198,2019
177,177,2019-12-04 12:45:00+05:30,2019-12-04 14:15:00+05:30,short,31607.8,31659.68269230769,31750.113461538458,31750.113461538458,Initial SL Hit,-142.3134615384588,6.3357913461538455,-148.64925288461265,175.66855397754483,-26112.99930408229,-2.6112999304082285,2019
178,178,2019-12-05 15:15:00+05:30,2019-12-09 12:45:00+05:30,short,31677.0,31764.01923076923,31906.101923076923,31497.7,Trailing SL Hit,179.29999999999927,6.31747,172.98252999999926,109.12173788958543,18876.15429813727,1.887615429813727,2019
179,179,2019-12-09 13:15:00+05:30,2019-12-11 09:45:00+05:30,short,31443.25,31493.376923076925,31604.651923076923,31319.75,Trailing SL Hit,123.5,6.2763,117.2237,154.89282607918636,18157.11017645872,1.8157110176458717,2019
180,180,2019-12-11 11:15:00+05:30,2019-12-11 14:45:00+05:30,short,31169.7,31261.007692307692,31348.48461538462,31263.8,Trailing SL Hit,-94.09999999999854,6.24335,-100.34334999999855,139.8330608381354,-14031.31776525211,-1.4031317765252111,2019
181,181,2019-12-23 14:15:00+05:30,2019-12-24 09:15:00+05:30,short,32253.55,32325.076923076922,32398.905769230765,32377.25,Trailing SL Hit,-123.70000000000073,6.463080000000001,-130.16308000000072,171.99179731428592,-22386.982073163308,-2.2386982073163306,2019
182,182,2019-12-24 14:15:00+05:30,2019-12-27 09:15:00+05:30,short,32264.45,32320.56923076923,32385.67692307692,32213.25,Trailing SL Hit,51.20000000000073,6.44777,44.75223000000073,206.22481677718764,9229.020432120711,0.922902043212071,2019
183,183,2019-12-31 09:15:00+05:30,2020-01-02 09:15:00+05:30,short,32216.9,32326.859615384616,32410.199999999997,32195.45,Trailing SL Hit,21.450000000000728,6.441235000000001,15.008765000000727,129.33264355923728,1941.12325400945,0.194112325400945,2019
184,184,2020-01-03 10:45:00+05:30,2020-01-07 09:15:00+05:30,short,32139.6,32173.117307692308,32243.071153846155,31836.1,Trailing SL Hit,303.5,6.39757,297.10243,241.61323297090826,71783.87863581297,7.178387863581297,2020
185,185,2020-01-07 10:45:00+05:30,2020-01-08 14:15:00+05:30,short,31435.8,31651.594230769228,31735.59230769231,31296.55,Trailing SL Hit,139.25,6.273235000000001,132.976765,83.39106560952371,11089.074134657216,1.1089074134657215,2020
186,186,2020-01-14 09:15:00+05:30,2020-01-14 13:15:00+05:30,short,32063.6,32135.848076923077,32234.221153846152,32134.25,Trailing SL Hit,-70.65000000000146,6.419785,-77.06978500000146,146.52344938741922,-11292.530741746994,-1.1292530741746993,2020
187,187,2020-01-14 13:45:00+05:30,2020-01-14 14:15:00+05:30,short,32037.4,32082.273076923077,32172.555769230767,32121.3,Trailing SL Hit,-83.89999999999782,6.41587,-90.31586999999782,184.97175623568808,-16705.88508985369,-1.670588508985369,2020
188,188,2020-01-15 09:15:00+05:30,2020-01-16 09:15:00+05:30,short,31792.0,32087.451923076922,32160.680769230767,31949.5,Trailing SL Hit,-157.5,6.37415,-163.87415,67.80934099752805,-11112.19811803006,-1.111219811803006,2020
189,189,2020-01-16 10:15:00+05:30,2020-01-16 12:45:00+05:30,short,31824.45,31864.215384615385,31938.759615384617,31873.3,Trailing SL Hit,-48.849999999998545,6.369775000000001,-55.21977499999855,218.7042613684139,-12076.800104304692,-1.2076800104304692,2020
190,190,2020-01-17 09:15:00+05:30,2020-01-23 09:15:00+05:30,short,31610.5,31761.64230769231,31827.71153846154,30887.0,Trailing SL Hit,723.5,6.249750000000001,717.25025,115.09517485613074,82552.04293935349,8.255204293935348,2020
191,191,2020-01-23 10:45:00+05:30,2020-01-23 11:45:00+05:30,short,30744.95,30804.530769230765,30900.18846153846,30853.0,Trailing SL Hit,-108.04999999999927,6.159795,-114.20979499999927,161.0425647886662,-18392.638310787668,-1.8392638310787668,2020
192,192,2020-01-27 12:45:00+05:30,2020-01-28 12:45:00+05:30,short,31023.35,31104.44807692308,31199.603846153845,31017.45,Trailing SL Hit,5.899999999997817,6.20408,-0.30408000000218305,141.8408763583992,-43.13097368337168,-0.004313097368337167,2020
193,193,2020-01-28 13:45:00+05:30,2020-01-29 09:15:00+05:30,short,30871.35,30992.007692307692,31080.4,30979.55,Trailing SL Hit,-108.20000000000073,6.18509,-114.38509000000073,119.58861516383473,-13679.154508490688,-1.3679154508490687,2020
194,194,2020-01-30 09:15:00+05:30,2020-01-31 09:15:00+05:30,short,30680.2,30885.41346153846,30985.517307692306,30880.15,Trailing SL Hit,-199.95000000000073,6.156035000000001,-206.10603500000073,81.88202689509728,-16876.379901111923,-1.6876379901111922,2020
195,195,2020-02-01 11:45:00+05:30,2020-02-04 09:15:00+05:30,short,30638.7,30698.340384615385,30826.173076923078,30304.2,Trailing SL Hit,334.5,6.094290000000001,328.40571,133.35248138194174,43793.71632849836,4.3793716328498355,2020
196,196,2020-02-10 09:15:00+05:30,2020-02-11 09:15:00+05:30,short,31098.15,31135.32307692308,31253.296153846153,31256.7,Gap,-158.54999999999927,6.235485000000001,-164.78548499999928,161.13838068322895,-26553.2662130004,-2.65532662130004,2020
197,197,2020-02-13 09:45:00+05:30,2020-02-14 09:15:00+05:30,short,31315.8,31396.353846153845,31464.957692307693,31367.0,Trailing SL Hit,-51.20000000000073,6.268280000000001,-57.46828000000073,167.60784920450584,-9632.13480828244,-0.963213480828244,2020
198,198,2020-02-14 09:45:00+05:30,2020-02-18 14:45:00+05:30,short,31285.25,31346.671153846153,31414.06730769231,30615.2,Trailing SL Hit,670.0499999999993,6.190045,663.8599549999992,194.07329999253437,128837.49219974522,12.883749219974522,2020
199,199,2020-02-24 09:15:00+05:30,2020-02-26 13:15:00+05:30,short,30570.65,30821.438461538462,30904.27307692308,30430.8,Trailing SL Hit,139.85000000000218,6.100145,133.74985500000219,74.93486431025298,10022.527235941174,1.0022527235941174,2020
200,200,2020-02-26 13:45:00+05:30,2020-02-27 14:45:00+05:30,short,30328.35,30359.48076923077,30456.61923076923,30205.45,Trailing SL Hit,122.89999999999782,6.053380000000001,116.84661999999781,194.90254872563762,22773.704047975636,2.277370404797564,2020
201,201,2020-02-28 09:15:00+05:30,2020-03-02 13:15:00+05:30,short,29426.7,30116.496153846154,30191.492307692308,29588.15,Trailing SL Hit,-161.45000000000073,5.901485000000001,-167.35148500000074,32.68861329873372,-5470.48797813386,-0.5470487978133861,2020
202,202,2020-03-02 14:15:00+05:30,2020-03-03 14:15:00+05:30,short,29325.25,29419.44423076923,29534.46153846154,29214.2,Trailing SL Hit,111.04999999999927,5.853945,105.19605499999928,119.49627723136285,12570.536951925607,1.2570536951925608,2020
203,203,2020-03-04 09:15:00+05:30,2020-03-05 10:15:00+05:30,short,29011.65,29112.01538461538,29303.78653846154,28793.1,Trailing SL Hit,218.5500000000029,5.780475,212.76952500000291,85.57642303717313,18208.054880818632,1.8208054880818632,2020
204,204,2020-03-06 09:15:00+05:30,2020-03-11 13:15:00+05:30,short,27647.1,28683.607692307694,28813.803846153845,26678.4,Trailing SL Hit,968.6999999999971,5.43255,963.2674499999971,21.427888561793072,20640.787573802518,2.0640787573802517,2020
205,205,2020-03-11 13:45:00+05:30,2020-03-13 11:45:00+05:30,short,26562.8,26607.838461538464,26776.10384615385,24543.7,Trailing SL Hit,2019.0999999999985,5.110650000000001,2013.9893499999985,117.2037000306517,236047.00364232704,23.604700364232706,2020
206,206,2020-03-16 09:15:00+05:30,2020-03-19 13:45:00+05:30,short,23589.2,23989.801923076928,24548.496153846154,20964.15,Trailing SL Hit,2625.0499999999993,4.455335000000001,2620.594664999999,26.060773724325145,68294.72458773863,6.829472458773862,2020
207,207,2020-03-19 14:15:00+05:30,2020-03-20 11:45:00+05:30,short,20362.35,20464.223076923077,20908.626923076925,20148.6,Trailing SL Hit,213.75,4.051095,209.698905,45.764334797791776,9596.730895150331,0.959673089515033,2020
208,208,2020-03-23 09:15:00+05:30,2020-03-24 13:15:00+05:30,short,18099.65,19715.825,20235.851923076923,17570.05,Trailing SL Hit,529.6000000000022,3.56697,526.0330300000022,11.703013525982946,6156.1716652038185,0.6156171665203818,2020
209,209,2020-03-24 13:45:00+05:30,2020-03-25 11:45:00+05:30,short,17387.0,17603.178846153845,17963.60384615385,17267.9,Trailing SL Hit,119.09999999999854,3.4654900000000004,115.63450999999854,43.35732438616018,5013.60296030462,0.5013602960304621,2020
210,210,2020-03-30 09:15:00+05:30,2020-03-31 12:15:00+05:30,short,19558.6,19753.742307692308,20294.925000000003,19221.7,Trailing SL Hit,336.8999999999978,3.8780300000000003,333.0219699999978,33.952398736970565,11306.894713611375,1.1306894713611375,2020
211,211,2020-03-31 12:45:00+05:30,2020-03-31 13:45:00+05:30,short,19112.85,19228.55,19484.0,19209.25,Trailing SL Hit,-96.40000000000146,3.83221,-100.23221000000146,67.35821096591648,-6751.462346760142,-0.6751462346760143,2020
212,212,2020-03-31 15:15:00+05:30,2020-04-07 09:15:00+05:30,short,19051.4,19086.548076923078,19299.28653846154,18355.05,Trailing SL Hit,696.3500000000022,3.7406449999999998,692.6093550000022,100.85259229951676,69851.44890264649,6.985144890264649,2020
213,213,2020-04-13 13:45:00+05:30,2020-04-13 14:15:00+05:30,short,19334.3,19364.130769230767,19644.078846153847,19576.1,Trailing SL Hit,-241.79999999999927,3.8910399999999994,-245.69103999999928,80.7027345811214,-19827.938790079625,-1.9827938790079624,2020
214,214,2020-04-15 13:15:00+05:30,2020-04-16 14:15:00+05:30,short,19558.95,19600.13846153846,19818.590384615385,19354.35,Trailing SL Hit,204.60000000000218,3.8913300000000004,200.70867000000217,96.28702421248333,19325.640567945535,1.9325640567945535,2020
215,215,2020-04-21 09:15:00+05:30,2020-04-22 14:15:00+05:30,short,19739.35,20321.084615384618,20535.56923076923,19726.5,Trailing SL Hit,12.849999999998545,3.9465850000000002,8.903414999998544,31.39838757203513,279.55287488462545,0.027955287488462547,2020
216,216,2020-04-24 10:15:00+05:30,2020-04-24 12:15:00+05:30,short,19665.65,19715.090384615385,19911.949999999997,19911.949999999997,Initial SL Hit,-246.29999999999563,3.95776,-250.25775999999564,101.50223304912888,-25401.72147787252,-2.540172147787252,2020
