Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Trade Month
LONG,2023-01-02 12:45:00+05:30,43223.15,42790.9185,43198.09199999999,2023-01-04 10:45:00+05:30,43114.95,-108.20000000000437,-116.83381000000436,-80615.328900003,TSL,690,6,-1.61230657800006,2023,1
SHORT,2023-01-10 09:15:00+05:30,42282.7,42705.526999999995,42238.609000000004,2023-01-11 14:45:00+05:30,42248.45,34.25,25.796885,18573.7572,TSL,720,6,0.371475144,2023,1
SHORT,2023-01-12 10:15:00+05:30,41950.5,42370.005,42098.418999999994,2023-01-13 12:15:00+05:30,42140.85,-190.34999999999854,-198.75913499999854,-143106.57719999895,TSL,720,6,-2.862131543999979,2023,1
LONG,2023-01-20 09:15:00+05:30,42568.55,42142.8645,42650.40900000001,2023-01-25 09:15:00+05:30,42387.35,-181.20000000000437,-189.69559000000436,-130889.95710000301,TSL,690,6,-2.6177991420000604,2023,1
SHORT,2023-02-01 14:15:00+05:30,40362.65,40766.2765,40553.744,2023-02-01 14:15:00+05:30,41029.4,-666.75,-674.889205,-506166.90374999994,Gap SL,750,6,-10.123338075,2023,2
LONG,2023-02-07 13:45:00+05:30,41414.1,40999.958999999995,41385.909,2023-02-09 09:15:00+05:30,41292.85,-121.25,-129.520695,-93254.9004,TSL,720,6,-1.8650980080000001,2023,2
SHORT,2023-02-21 11:15:00+05:30,40806.5,41214.565,40113.169,2023-02-27 10:45:00+05:30,40134.6,671.9000000000015,663.8058900000015,497854.4175000011,TSL,750,6,9.957088350000022,2023,2
LONG,2023-03-06 14:45:00+05:30,41356.7,40943.132999999994,41367.519,2023-03-09 14:45:00+05:30,41243.35,-113.34999999999854,-121.61000499999855,-87559.20359999896,TSL,720,6,-1.7511840719999794,2023,3
SHORT,2023-03-15 10:15:00+05:30,39563.3,39958.933000000005,39243.144,2023-03-17 14:15:00+05:30,39306.1,257.20000000000437,249.31306000000436,186984.79500000327,TSL,750,6,3.7396959000000654,2023,3
SHORT,2023-03-20 10:15:00+05:30,39155.2,39546.752,39246.892,2023-03-20 10:45:00+05:30,39313.6,-158.40000000000146,-166.24688000000145,-129672.56640000113,TSL,780,6,-2.5934513280000226,2023,3
LONG,2023-04-06 09:45:00+05:30,41133.55,40722.2145,40908.059,2023-04-10 13:45:00+05:30,40857.2,-276.3500000000058,-284.5490750000058,-204875.3340000042,TSL,720,6,-4.097506680000084,2023,4
LONG,2023-04-18 14:15:00+05:30,42255.1,41832.549,42086.052,2023-04-19 13:15:00+05:30,42045.1,-210.0,-218.43002,-157269.61440000002,TSL,720,6,-3.1453922880000005,2023,4
LONG,2023-04-20 14:45:00+05:30,42292.7,41869.772999999994,42240.420999999995,2023-04-21 10:15:00+05:30,42211.2,-81.5,-89.95039,-64764.2808,TSL,720,6,-1.295285616,2023,4
LONG,2023-04-21 10:45:00+05:30,42225.35,41803.0965,42242.987,2023-04-21 10:45:00+05:30,42225.35,0.0,-8.44507,-6080.4504,TSL,720,6,-0.12160900799999999,2023,4
LONG,2023-04-26 12:15:00+05:30,42764.6,42336.954,43330.739,2023-05-05 11:15:00+05:30,43246.2,481.59999999999854,472.9989199999985,326369.254799999,TSL,690,6,6.527385095999979,2023,4
LONG,2023-05-16 12:45:00+05:30,44022.45,43582.22549999999,43834.692,2023-05-17 10:15:00+05:30,43792.65,-229.79999999999563,-238.58150999999563,-164621.241899997,TSL,690,6,-3.2924248379999397,2023,5
SHORT,2023-05-26 09:45:00+05:30,43650.4,44086.904,43785.282,2023-05-26 12:15:00+05:30,43797.2,-146.79999999999563,-155.54475999999565,-107325.884399997,TSL,690,6,-2.14651768799994,2023,5
LONG,2023-05-30 11:15:00+05:30,44305.05,43861.999500000005,44084.26899999999,2023-05-31 10:15:00+05:30,44063.95,-241.10000000000582,-249.93690000000583,-172456.46100000403,TSL,690,6,-3.449129220000081,2023,5
SHORT,2023-06-02 09:15:00+05:30,43994.2,44434.142,44073.312000000005,2023-06-05 09:15:00+05:30,44198.5,-204.3000000000029,-213.1192700000029,-147052.296300002,TSL,690,6,-2.94104592600004,2023,6
LONG,2023-06-06 14:45:00+05:30,44219.35,43777.1565,44198.467000000004,2023-06-08 14:45:00+05:30,43965.6,-253.75,-262.568495,-181172.26155,TSL,690,6,-3.623445231,2023,6
SHORT,2023-06-15 09:15:00+05:30,43891.15,44330.0615,43879.487,2023-06-16 14:45:00+05:30,43926.85,-35.69999999999709,-44.481799999997094,-30692.441999997995,TSL,690,6,-0.6138488399999599,2023,6
SHORT,2023-06-19 10:45:00+05:30,43675.6,44112.356,43662.691,2023-06-20 14:45:00+05:30,43778.45,-102.84999999999854,-111.59540499999855,-77000.829449999,TSL,690,6,-1.54001658899998,2023,6
LONG,2023-06-22 13:15:00+05:30,44006.2,43566.138,43721.861,2023-06-22 14:45:00+05:30,43698.5,-307.6999999999971,-316.4704699999971,-218364.624299998,TSL,690,6,-4.367292485999959,2023,6
SHORT,2023-06-22 14:45:00+05:30,43698.5,44135.485,43717.14,2023-06-23 10:15:00+05:30,43734.1,-35.599999999998545,-44.343259999998544,-30596.849399998995,TSL,690,6,-0.6119369879999799,2023,6
LONG,2023-07-04 14:15:00+05:30,45356.3,44902.737,45121.958999999995,2023-07-06 09:15:00+05:30,45101.35,-254.95000000000437,-263.9957650000044,-174237.2049000029,TSL,660,6,-3.484744098000058,2023,7
SHORT,2023-07-13 13:45:00+05:30,44765.05,45212.700500000006,44849.508,2023-07-14 14:45:00+05:30,44862.9,-97.84999999999854,-106.81279499999854,-70496.44469999903,TSL,660,6,-1.4099288939999808,2023,7
SHORT,2023-07-17 09:15:00+05:30,44780.05,45227.8505,44808.457,2023-07-17 12:45:00+05:30,44973.75,-193.6999999999971,-202.6753799999971,-133765.7507999981,TSL,660,6,-2.6753150159999617,2023,7
LONG,2023-07-19 12:15:00+05:30,45574.15,45118.4085,45897.670999999995,2023-07-24 14:45:00+05:30,45894.0,319.84999999999854,310.70318499999854,205064.10209999903,TSL,660,6,4.101282041999981,2023,7
LONG,2023-07-26 11:15:00+05:30,45926.95,45467.680499999995,45986.147000000004,2023-07-26 11:15:00+05:30,45926.95,0.0,-9.18539,-6062.3574,TSL,660,6,-0.121247148,2023,7
SHORT,2023-08-04 13:45:00+05:30,44721.8,45169.018000000004,44877.275,2023-08-07 13:15:00+05:30,44978.4,-256.59999999999854,-265.5700199999985,-175276.21319999904,TSL,660,6,-3.505524263999981,2023,8
SHORT,2023-08-09 09:15:00+05:30,44697.3,45144.273,44849.275,2023-08-09 14:45:00+05:30,44895.2,-197.89999999999418,-206.85924999999418,-136527.10499999617,TSL,660,6,-2.7305420999999233,2023,8
SHORT,2023-08-10 10:15:00+05:30,44515.85,44961.008499999996,44847.309,2023-08-10 10:15:00+05:30,44961.008499999996,-445.15849999999773,-454.10618584999776,-299710.0826609985,ISL,660,6,-5.99420165321997,2023,8
SHORT,2023-08-14 14:45:00+05:30,44079.35,44520.1435,43901.08,2023-08-21 09:15:00+05:30,43945.95,133.40000000000146,124.59747000000145,85972.254300001,TSL,690,6,1.7194450860000199,2023,8
LONG,2023-08-24 14:45:00+05:30,44543.3,44097.867000000006,44275.263,2023-08-25 09:45:00+05:30,44266.4,-276.90000000000146,-285.78097000000145,-188615.44020000094,TSL,660,6,-3.7723088040000183,2023,8
LONG,2023-09-05 14:15:00+05:30,44534.55,44089.2045,44374.40900000001,2023-09-06 12:15:00+05:30,44298.85,-235.70000000000437,-244.58334000000437,-161425.0044000029,TSL,660,6,-3.2285000880000583,2023,9
LONG,2023-09-12 13:15:00+05:30,45468.1,45013.419,45999.138999999996,2023-09-18 14:45:00+05:30,45951.45,483.34999999999854,474.20804499999855,312977.30969999905,TSL,660,6,6.259546193999981,2023,9
SHORT,2023-09-22 12:15:00+05:30,44964.85,45414.4985,44631.14699999999,2023-09-28 09:45:00+05:30,44690.05,274.79999999999563,265.83450999999565,175450.77659999713,TSL,660,6,3.5090155319999425,2023,9
SHORT,2023-09-28 10:45:00+05:30,44457.35,44901.9235,44561.253,2023-09-29 09:45:00+05:30,44568.0,-110.65000000000146,-119.55253500000146,-78904.67310000096,TSL,660,6,-1.5780934620000193,2023,9
SHORT,2023-10-03 09:15:00+05:30,44367.45,44811.1245,44307.55100000001,2023-10-05 11:15:00+05:30,44320.45,47.0,38.131209999999996,26310.5349,TSL,690,6,0.526210698,2023,10
LONG,2023-10-13 13:45:00+05:30,44503.8,44058.762,44431.973,2023-10-13 14:15:00+05:30,44415.95,-87.85000000000582,-96.74197500000582,-63849.703500003845,TSL,660,6,-1.276994070000077,2023,10
SHORT,2023-10-19 14:15:00+05:30,43812.7,44250.827,42766.804000000004,2023-10-30 11:15:00+05:30,42875.1,937.5999999999985,928.9312199999986,640962.5417999991,TSL,690,6,12.819250835999982,2023,10
LONG,2023-11-07 10:15:00+05:30,43491.75,43056.8325,43604.781,2023-11-10 09:15:00+05:30,43582.25,90.5,81.7926,56436.89399999999,TSL,690,6,1.1287378799999999,2023,11
LONG,2023-11-10 11:45:00+05:30,43694.75,43257.8025,44059.102999999996,2023-11-17 09:15:00+05:30,43831.5,136.75,127.997375,88318.18875,TSL,690,6,1.7663637749999999,2023,11
SHORT,2023-11-20 14:45:00+05:30,43581.65,44017.4665,43592.413,2023-11-23 09:45:00+05:30,43593.8,-12.150000000001455,-20.867545000001456,-14398.606050001004,TSL,690,6,-0.28797212100002006,2023,11
SHORT,2023-11-23 10:45:00+05:30,43538.2,43973.581999999995,43579.291,2023-11-23 12:15:00+05:30,43592.6,-54.400000000001455,-63.11308000000145,-43548.025200001,TSL,690,6,-0.87096050400002,2023,11
LONG,2023-11-30 14:15:00+05:30,44400.95,43956.9405,47127.043000000005,2023-12-12 14:45:00+05:30,47094.9,2693.9500000000044,2684.8004150000043,1852512.286350003,TSL,690,6,37.05024572700006,2023,11
LONG,2023-12-19 12:15:00+05:30,47927.75,47448.472499999996,47850.295,2023-12-19 15:15:00+05:30,47848.45,-79.30000000000291,-88.8776200000029,-55992.900600001834,TSL,630,6,-1.1198580120000368,2023,12
SHORT,2023-12-26 14:45:00+05:30,47711.25,48188.3625,47670.777,2023-12-26 14:45:00+05:30,47711.25,0.0,-9.542250000000001,-6011.6175,TSL,630,6,-0.12023235000000002,2023,12
SHORT,2024-01-09 13:45:00+05:30,47674.8,48151.548,47517.474,2024-01-12 09:45:00+05:30,47629.6,45.200000000004366,35.66956000000437,22471.822800002752,TSL,630,6,0.449436456000055,2024,1
SHORT,2024-01-19 10:45:00+05:30,45930.15,46389.4515,46065.039000000004,2024-01-20 13:45:00+05:30,46104.3,-174.15000000000146,-183.35344500000144,-121013.27370000095,TSL,660,6,-2.420265474000019,2024,1
SHORT,2024-01-23 10:15:00+05:30,45682.5,46139.325,45218.132000000005,2024-01-29 09:15:00+05:30,45344.3,338.1999999999971,329.09731999999707,217204.23119999806,TSL,660,6,4.344084623999961,2024,1
LONG,2024-02-01 11:45:00+05:30,46098.95,45637.960499999994,45974.989,2024-02-02 15:15:00+05:30,45954.65,-144.29999999999563,-153.50535999999565,-101313.53759999713,TSL,660,6,-2.0262707519999426,2024,2
SHORT,2024-02-08 10:45:00+05:30,45405.0,45859.05,45852.047999999995,2024-02-08 10:45:00+05:30,45859.05,-454.0500000000029,-463.1764050000029,-305696.4273000019,ISL,660,6,-6.113928546000038,2024,2
SHORT,2024-02-12 10:15:00+05:30,45228.1,45680.381,45390.835,2024-02-13 09:45:00+05:30,45402.5,-174.40000000000146,-183.46306000000146,-121085.61960000097,TSL,660,6,-2.4217123920000194,2024,2
SHORT,2024-02-13 11:15:00+05:30,45206.4,45658.464,45328.96599999999,2024-02-13 13:15:00+05:30,45611.55,-405.15000000000146,-414.23179500000145,-273392.98470000096,TSL,660,6,-5.467859694000019,2024,2
LONG,2024-02-19 15:15:00+05:30,46556.1,46090.539,46788.562000000005,2024-02-22 09:45:00+05:30,46652.0,95.90000000000146,86.57919000000146,54544.889700000924,TSL,630,6,1.0908977940000186,2024,2
LONG,2024-02-26 09:15:00+05:30,46879.35,46410.5565,46937.49600000001,2024-02-26 09:15:00+05:30,46879.35,0.0,-9.37587,-5906.798100000001,TSL,630,6,-0.11813596200000002,2024,2
LONG,2024-02-28 09:45:00+05:30,46708.1,46241.019,46716.996,2024-02-28 09:45:00+05:30,46708.1,0.0,-9.34162,-5885.220600000001,TSL,630,6,-0.11770441200000001,2024,2
SHORT,2024-02-28 10:45:00+05:30,46204.2,46666.242,46343.723999999995,2024-03-01 09:15:00+05:30,46583.25,-379.0500000000029,-388.3287450000029,-256296.97170000194,TSL,660,6,-5.125939434000039,2024,2
LONG,2024-03-05 09:15:00+05:30,47368.35,46894.6665,47712.085999999996,2024-03-11 09:45:00+05:30,47599.85,231.5,222.00318,139862.0034,TSL,630,6,2.797240068,2024,3
SHORT,2024-03-14 11:45:00+05:30,47128.0,47599.28,46459.542,2024-03-20 12:15:00+05:30,46461.8,666.1999999999971,656.8410199999971,413809.84259999817,TSL,630,6,8.276196851999963,2024,3
SHORT,2024-03-20 13:45:00+05:30,46342.15,46805.571500000005,46430.92300000001,2024-03-21 09:15:00+05:30,46805.571500000005,-463.421500000004,-472.736272150004,-312005.93961900263,ISL,660,6,-6.240118792380053,2024,3
LONG,2024-03-28 15:15:00+05:30,47146.75,46675.2825,48692.876000000004,2024-04-12 10:45:00+05:30,48683.95,1537.199999999997,1527.6169299999972,962398.6658999983,TSL,630,6,19.247973317999968,2024,3
SHORT,2024-04-18 09:45:00+05:30,47577.15,48052.921500000004,47537.223000000005,2024-04-19 13:45:00+05:30,47542.45,34.700000000004366,25.188040000004364,15868.465200002749,TSL,630,6,0.317369304000055,2024,4
LONG,2024-04-29 09:15:00+05:30,48511.25,48026.1375,49130.832,2024-05-03 10:15:00+05:30,49109.3,598.0500000000029,588.2879450000029,370621.4053500018,TSL,630,6,7.412428107000037,2024,4
SHORT,2024-05-09 09:45:00+05:30,47995.8,48475.758,47705.204,2024-05-13 13:45:00+05:30,47724.25,271.5500000000029,261.9779950000029,165046.13685000184,TSL,630,6,3.3009227370000365,2024,5
SHORT,2024-05-16 10:15:00+05:30,47674.05,48150.7905,47613.712,2024-05-16 10:15:00+05:30,47674.05,0.0,-9.53481,-6006.9303,TSL,630,6,-0.120138606,2024,5
LONG,2024-05-21 10:45:00+05:30,48110.65,47629.5435,47934.996,2024-05-22 09:15:00+05:30,47813.45,-297.20000000000437,-306.79241000000434,-193279.21830000274,TSL,630,6,-3.865584366000055,2024,5
LONG,2024-05-23 09:15:00+05:30,48097.75,47616.7725,49047.983,2024-05-29 09:15:00+05:30,48852.55,754.8000000000029,745.1049700000029,469416.13110000186,TSL,630,6,9.388322622000038,2024,5
LONG,2024-06-11 09:45:00+05:30,49861.4,49362.786,49697.46400000001,2024-06-11 15:15:00+05:30,49652.25,-209.15000000000146,-219.10136500000146,-131460.8190000009,TSL,600,6,-2.6292163800000177,2024,6
LONG,2024-06-12 09:45:00+05:30,50162.9,49661.271,49874.316,2024-06-12 15:15:00+05:30,49791.6,-371.3000000000029,-381.2954500000029,-228777.27000000174,TSL,600,6,-4.575545400000035,2024,6
LONG,2024-06-14 14:15:00+05:30,50001.3,49501.287000000004,51222.401000000005,2024-06-24 09:15:00+05:30,51199.3,1198.0,1187.87994,712727.964,TSL,600,6,14.25455928,2024,6
LONG,2024-06-24 11:45:00+05:30,51616.7,51100.532999999996,52624.07600000001,2024-06-28 12:45:00+05:30,52516.55,899.8500000000058,889.4366750000058,506978.9047500033,TSL,570,6,10.139578095000067,2024,6
LONG,2024-07-04 13:45:00+05:30,53031.85,52501.5315,52719.053,2024-07-05 09:15:00+05:30,52501.5315,-530.3185000000012,-540.8718381500012,-308296.94774550066,ISL,570,6,-6.165938954910013,2024,7
SHORT,2024-07-10 09:15:00+05:30,52299.4,52822.394,52283.2,2024-07-11 15:15:00+05:30,52305.65,-6.25,-16.710505,-9524.987850000001,TSL,570,6,-0.19049975700000002,2024,7
LONG,2024-07-18 09:45:00+05:30,52608.0,52081.92,52394.081000000006,2024-07-18 10:45:00+05:30,52272.95,-335.0500000000029,-345.5380950000029,-196956.71415000164,TSL,570,6,-3.939134283000033,2024,7
LONG,2024-07-19 09:15:00+05:30,52551.85,52026.3315,52462.43899999999,2024-07-19 09:45:00+05:30,52362.4,-189.4499999999971,-199.94142499999708,-113966.61224999833,TSL,570,6,-2.2793322449999667,2024,7
SHORT,2024-08-02 11:45:00+05:30,51469.9,51984.599,50188.547999999995,2024-08-08 11:45:00+05:30,50405.45,1064.4500000000044,1054.2624650000043,600929.6050500025,TSL,570,6,12.01859210100005,2024,8
LONG,2024-08-19 15:15:00+05:30,50418.85,49914.661499999995,50485.825999999994,2024-08-21 13:15:00+05:30,50422.6,3.75,-6.3341449999999995,-3800.4869999999996,TSL,600,6,-0.07600973999999999,2024,8
LONG,2024-08-21 15:15:00+05:30,50737.7,50230.323,51160.297999999995,2024-08-28 14:45:00+05:30,51145.4,407.70000000000437,397.51169000000436,238507.01400000261,TSL,600,6,4.770140280000052,2024,8
LONG,2024-08-29 09:45:00+05:30,51260.2,50747.598,51183.181,2024-08-29 11:15:00+05:30,51152.65,-107.54999999999563,-117.79128499999564,-70674.77099999739,TSL,600,6,-1.4134954199999477,2024,8
LONG,2024-09-02 12:45:00+05:30,51346.3,50832.837,51308.31100000001,2024-09-03 10:45:00+05:30,51289.1,-57.200000000004366,-67.46354000000437,-38454.217800002494,TSL,570,6,-0.7690843560000499,2024,9
LONG,2024-09-03 13:45:00+05:30,51397.35,50883.3765,51356.948,2024-09-04 09:15:00+05:30,51268.7,-128.65000000000146,-138.91660500000145,-79182.46485000083,TSL,570,6,-1.5836492970000167,2024,9
LONG,2024-09-04 11:45:00+05:30,51420.85,50906.6415,51402.96599999999,2024-09-04 15:15:00+05:30,51390.6,-30.25,-40.531145,-23102.752650000002,TSL,570,6,-0.46205505300000005,2024,9
LONG,2024-09-05 10:45:00+05:30,51471.75,50957.0325,51418.791,2024-09-05 14:15:00+05:30,51412.05,-59.69999999999709,-69.9883799999971,-39893.376599998344,TSL,570,6,-0.7978675319999669,2024,9
LONG,2024-09-18 09:15:00+05:30,52433.25,51908.917499999996,54110.65900000001,2024-09-27 12:15:00+05:30,54098.25,1665.0,1654.34685,942977.7045,TSL,570,6,18.85955409,2024,9
SHORT,2024-10-04 12:15:00+05:30,51845.45,52363.9045,51395.456000000006,2024-10-09 09:45:00+05:30,51603.5,241.9499999999971,231.60510499999708,132014.90984999834,TSL,570,6,2.6402981969999666,2024,10
LONG,2024-10-16 11:45:00+05:30,51866.9,51348.231,51683.642,2024-10-17 09:15:00+05:30,51480.4,-386.5,-396.83473,-226195.79609999998,TSL,570,6,-4.523915922,2024,10
LONG,2024-10-21 14:45:00+05:30,51997.85,51477.8715,51753.999,2024-10-22 11:15:00+05:30,51615.45,-382.40000000000146,-392.76133000000146,-223873.95810000083,TSL,570,6,-4.477479162000017,2024,10
SHORT,2024-10-24 09:15:00+05:30,51258.85,51771.4385,51691.555,2024-10-24 10:15:00+05:30,51771.4385,-512.588499999998,-522.891528849998,-313734.9173099988,ISL,600,6,-6.274698346199976,2024,10
SHORT,2024-10-25 09:15:00+05:30,51081.7,51592.517,51215.12100000001,2024-10-28 09:45:00+05:30,51423.65,-341.95000000000437,-352.2005350000044,-211320.32100000262,TSL,600,6,-4.226406420000052,2024,10
SHORT,2024-11-04 09:15:00+05:30,51328.55,51841.8355,51496.051999999996,2024-11-05 13:15:00+05:30,51841.8355,-513.2854999999981,-523.6025385499981,-298453.44697349897,ISL,570,6,-5.969068939469979,2024,11
SHORT,2024-11-21 09:15:00+05:30,49887.15,50386.0215,50458.31100000001,2024-11-21 09:15:00+05:30,50652.15,-765.0,-775.05393,-465032.358,Gap SL,600,6,-9.30064716,2024,11
LONG,2024-11-26 14:45:00+05:30,52212.6,51690.473999999995,52116.745,2024-11-28 12:15:00+05:30,52085.9,-126.69999999999709,-137.12984999999708,-78164.01449999833,TSL,570,6,-1.5632802899999667,2024,11
LONG,2024-12-05 11:15:00+05:30,53033.4,52503.066,53426.272000000004,2024-12-09 14:45:00+05:30,53369.55,336.15000000000146,325.5097050000015,185540.53185000084,TSL,570,6,3.710810637000017,2024,12
LONG,2024-12-10 14:45:00+05:30,53568.2,53032.518,53523.722,2024-12-11 09:15:00+05:30,53451.15,-117.04999999999563,-127.75193499999564,-72818.60294999751,TSL,570,6,-1.4563720589999503,2024,12
SHORT,2024-12-23 10:15:00+05:30,51281.65,51794.4665,51297.437000000005,2024-12-26 09:15:00+05:30,51522.3,-240.65000000000146,-250.93039500000145,-150558.23700000087,TSL,600,6,-3.011164740000017,2024,12
SHORT,2024-12-26 10:15:00+05:30,51216.95,51729.1195,51210.069,2024-12-26 15:15:00+05:30,51213.0,3.9499999999970896,-6.292995000002911,-3775.7970000017467,TSL,600,6,-0.07551594000003493,2024,12
SHORT,2024-12-30 09:15:00+05:30,51223.25,51735.4825,51278.442,2024-12-30 09:45:00+05:30,51434.2,-210.9499999999971,-221.2157449999971,-132729.44699999827,TSL,600,6,-2.6545889399999654,2024,12
SHORT,2024-12-30 13:15:00+05:30,50961.8,51471.418000000005,51134.49399999999,2025-01-01 13:45:00+05:30,51232.6,-270.79999999999563,-281.01943999999565,-168611.6639999974,TSL,600,6,-3.3722332799999477,2024,12
SHORT,2025-01-07 12:45:00+05:30,50338.75,50842.1375,48857.13399999999,2025-01-14 13:45:00+05:30,48907.35,1431.4000000000015,1421.4753900000014,852885.2340000009,TSL,600,6,17.05770468000002,2025,1
SHORT,2025-01-24 09:15:00+05:30,48518.7,49003.886999999995,48753.348,2025-01-24 10:45:00+05:30,48796.3,-277.6000000000058,-287.3315000000058,-181018.84500000367,TSL,630,6,-3.6203769000000734,2025,1
LONG,2025-01-31 10:15:00+05:30,49333.55,48840.2145,49288.76,2025-02-01 12:15:00+05:30,49263.3,-70.25,-80.109685,-48065.811,TSL,600,6,-0.96131622,2025,1
LONG,2025-02-01 13:45:00+05:30,49516.4,49021.236000000004,49338.416000000005,2025-02-03 09:15:00+05:30,49021.236000000004,-495.16399999999703,-505.017763599997,-303010.6581599982,ISL,600,6,-6.060213163199964,2025,2
LONG,2025-02-06 09:45:00+05:30,50305.0,49801.95,50135.19,2025-02-07 11:45:00+05:30,50114.25,-190.75,-200.791925,-120475.155,TSL,600,6,-2.4095031,2025,2
