,date,day,expiry,DTE,strike,type,Entry Price,Entry Time,initial sl,Exit Price,Exit date,Exit Time,RSI on Entry,Remark,Points Captured,Slippage,Qty,PnL,ROI%,Trade Year,Trade Month,Highest High,Lowest Low,Max ROI%,Margin
3,2019-02-22,Friday,2019-02-28,6,10800,C,68.9,09:15:00,75.0,75.0,2019-02-22,10:12:00,0,SL hit,-6.099999999999994,1.439,1481.4814814814815,-11168.888888888881,-1.1168888888888882,2019,2,77.65,61.0,1.1703703703703712,200.0
4,2019-02-22,Friday,2019-02-28,6,10800,C,65.55,12:51:00,77.65,77.65,2019-02-22,14:18:00,0,SL hit,-12.100000000000009,1.432,1481.4814814814815,-20047.40740740742,-2.004740740740742,2019,2,79.5,63.8,0.25925925925925924,200.0
607,2019-02-22,Friday,2019-02-28,6,10750,P,49.6,10:09:00,64.9,64.9,2019-02-26,09:54:00,0,SL hit,-15.300000000000004,1.145,1488.3720930232557,-24476.279069767446,-2.4476279069767446,2019,2,65.0,14.35,5.246511627906977,200.0
5,2019-02-25,Monday,2019-02-28,3,10850,C,40.85,09:39:00,54.95,54.95,2019-02-25,14:09:00,0,SL hit,-14.100000000000001,0.9580000000000002,1474.6543778801843,-22205.345622119818,-2.220534562211982,2019,2,55.0,38.35,0.3686635944700461,200.0
608,2019-02-26,Tuesday,2019-02-28,2,10750,P,41.85,11:36:00,90.0,0.05,2019-02-28,15:21:00,0,EOD exit,41.800000000000004,0.419,623.0529595015577,25782.55451713396,2.5782554517133964,2019,2,85.45,0.05,2.6043613707165116,83.72274143302181
6,2019-02-26,Tuesday,2019-02-28,2,10800,C,68.5,09:18:00,86.25,86.25,2019-02-26,11:51:00,0,SL hit,-17.75,1.5475,1481.4814814814815,-28588.88888888889,-2.858888888888889,2019,2,89.15,42.2,3.8962962962962955,200.0
7,2019-02-26,Tuesday,2019-02-28,2,10850,C,43.05,14:54:00,79.15,79.15,2019-02-27,09:33:00,0,SL hit,-36.10000000000001,1.222,831.0249307479222,-31015.512465373962,-3.1015512465373964,2019,2,80.3,41.75,0.10803324099722966,112.70775623268693
8,2019-02-27,Wednesday,2019-02-28,1,10950,C,9.65,12:09:00,39.85,0.05,2019-02-28,15:21:00,0,EOD exit,9.6,0.09700000000000002,993.3774834437086,9440.066225165563,0.9440066225165564,2019,2,15.25,0.05,0.9536423841059603,135.96854304635758
9,2019-03-01,Friday,2019-03-07,6,10850,C,72.45,12:36:00,98.5,98.5,2019-03-05,13:24:00,0,SL hit,-26.049999999999997,1.7095,1151.6314779270635,-31968.714011516317,-3.1968714011516317,2019,3,99.5,40.0,3.7370441458733215,156.190019193858
609,2019-03-01,Friday,2019-03-07,6,10800,P,61.8,09:15:00,68.65,0.05,2019-03-07,15:21:00,0,EOD exit,61.75,0.6184999999999999,1481.4814814814815,90565.1851851852,9.05651851851852,2019,3,63.0,0.05,9.148148148148149,200.0
10,2019-03-06,Wednesday,2019-03-07,1,11050,C,25.0,12:54:00,34.5,18.8,2019-03-07,09:15:00,0,Gap SL hit,6.199999999999999,0.438,1447.9638009049775,8343.16742081448,0.8343167420814479,2019,3,38.0,14.45,1.5276018099547513,200.00000000000006
11,2019-03-07,Thursday,2019-03-07,0,11100,C,2.9,09:39:00,10.0,0.05,2019-03-07,15:21:00,0,EOD exit,2.85,0.0295,1441.4414414414414,4065.5855855855852,0.40655855855855855,2019,3,5.45,0.05,0.41081081081081083,200.0
13,2019-03-08,Friday,2019-03-14,6,11050,C,47.75,09:42:00,58.95,58.95,2019-03-08,11:30:00,0,SL hit,-11.200000000000003,1.067,1447.9638009049775,-17762.171945701364,-1.7762171945701364,2019,3,62.25,44.6,0.45610859728506764,200.00000000000006
14,2019-03-08,Friday,2019-03-14,6,11050,C,47.2,12:42:00,62.25,65.8,2019-03-11,09:15:00,0,Gap SL hit,-18.599999999999994,1.1300000000000001,1447.9638009049775,-28568.325791855197,-2.85683257918552,2019,3,65.85,41.55,0.8180995475113131,200.00000000000006
12,2019-03-08,Friday,2019-03-14,6,11050,C,55.0,09:15:00,58.3,58.3,2019-03-08,09:18:00,0,SL hit,-3.299999999999997,1.133,1447.9638009049775,-6418.823529411761,-0.6418823529411761,2019,3,58.95,54.7,0.04343891402714891,200.00000000000006
610,2019-03-08,Friday,2019-03-14,6,11000,P,51.5,11:24:00,65.65,0.05,2019-03-14,15:21:00,0,EOD exit,51.45,0.5155,1454.5454545454545,74086.54545454546,7.408654545454546,2019,3,63.9,0.05,7.483636363636363,200.0
15,2019-03-14,Thursday,2019-03-14,0,11400,C,6.0,10:03:00,13.0,0.05,2019-03-14,15:21:00,0,EOD exit,5.95,0.0605,1403.5087719298247,8265.964912280702,0.8265964912280703,2019,3,6.8,0.05,0.8350877192982455,200.00000000000006
16,2019-03-15,Friday,2019-03-20,5,11400,C,72.1,11:39:00,86.75,86.75,2019-03-15,12:09:00,0,SL hit,-14.650000000000006,1.5885,1403.5087719298247,-22790.877192982465,-2.2790877192982464,2019,3,87.0,69.25,0.39999999999999925,200.00000000000006
611,2019-03-15,Friday,2019-03-20,5,11350,P,50.65,09:15:00,58.05,0.05,2019-03-20,15:21:00,0,EOD exit,50.6,0.507,1409.691629955947,70615.68281938326,7.061568281938327,2019,3,50.5,0.05,7.133039647577092,200.0
17,2019-03-18,Monday,2019-03-20,2,11500,C,30.65,12:06:00,79.4,15.7,2019-03-20,15:21:00,0,EOD exit,14.95,0.46349999999999997,615.3846153846152,8914.769230769229,0.8914769230769228,2019,3,64.75,11.6,1.1723076923076918,88.46153846153844
18,2019-03-22,Friday,2019-03-28,6,11550,C,48.6,14:03:00,96.95,12.35,2019-03-28,15:21:00,0,EOD exit,36.25,0.6095,620.4756980351602,22114.06411582213,2.211406411582213,2019,3,54.25,1.35,2.9317476732161323,89.58117890382626
612,2019-03-22,Friday,2019-03-28,6,11500,P,57.65,12:54:00,75.95,75.95,2019-03-22,14:06:00,0,SL hit,-18.300000000000004,1.336,1391.304347826087,-27319.652173913048,-2.7319652173913047,2019,3,76.2,52.55,0.7095652173913045,200.0
613,2019-03-26,Tuesday,2019-03-28,2,11350,P,36.8,09:15:00,42.85,0.05,2019-03-28,15:21:00,0,EOD exit,36.75,0.36849999999999994,1409.691629955947,51286.69603524229,5.128669603524229,2019,3,42.05,0.05,5.180616740088105,200.0
614,2019-03-29,Friday,2019-04-04,6,11600,P,75.2,09:15:00,82.25,82.25,2019-03-29,09:33:00,0,SL hit,-7.049999999999997,1.5745,1379.3103448275863,-11895.862068965514,-1.1895862068965515,2019,3,86.1,67.6,1.0482758620689667,200.0
615,2019-03-29,Friday,2019-04-04,6,11550,P,57.15,12:39:00,71.6,0.05,2019-04-04,15:21:00,0,EOD exit,57.1,0.572,1385.2813852813854,78307.18614718615,7.830718614718616,2019,4,63.4,0.05,7.909956709956711,200.00000000000006
19,2019-04-01,Monday,2019-04-04,3,11700,C,79.0,15:00:00,100.0,0.05,2019-04-04,15:21:00,0,EOD exit,78.95,0.7905,1367.5213675213674,106884.78632478633,10.688478632478633,2019,4,87.9,0.05,10.796581196581197,199.99999999999997
616,2019-04-05,Friday,2019-04-11,6,11600,P,42.55,09:21:00,57.0,57.0,2019-04-08,13:33:00,0,SL hit,-14.450000000000003,0.9954999999999999,1379.3103448275863,-21304.13793103449,-2.130413793103449,2019,4,62.0,12.55,4.137931034482759,200.0
20,2019-04-05,Friday,2019-04-11,6,11650,C,64.35,11:15:00,89.0,89.0,2019-04-05,15:18:00,0,SL hit,-24.650000000000006,1.5335,1217.0385395537523,-31866.328600405683,-3.1866328600405684,2019,4,92.85,56.4,0.9675456389452325,177.23123732251517
21,2019-04-08,Monday,2019-04-11,3,11750,C,22.2,11:51:00,60.0,0.05,2019-04-11,15:24:00,0,EOD exit,22.15,0.2225,793.6507936507937,17402.777777777777,1.7402777777777778,2019,4,25.9,0.05,1.757936507936508,116.56746031746033
618,2019-04-09,Tuesday,2019-04-11,2,11550,P,24.8,12:51:00,39.0,0.05,2019-04-11,15:21:00,0,EOD exit,24.75,0.24850000000000003,1385.2813852813854,33941.471861471866,3.394147186147187,2019,4,32.5,0.05,3.428571428571429,200.00000000000006
617,2019-04-09,Tuesday,2019-04-11,2,11600,P,39.5,09:48:00,61.7,61.7,2019-04-09,12:06:00,0,SL hit,-22.200000000000003,1.012,1351.3513513513512,-31367.56756756757,-3.136756756756757,2019,4,63.9,35.1,0.5945945945945943,195.94594594594594
619,2019-04-12,Friday,2019-04-18,6,11600,P,52.0,13:09:00,64.0,0.05,2019-04-18,15:24:00,0,EOD exit,51.95,0.5205,1379.3103448275863,70937.24137931035,7.0937241379310345,2019,4,55.45,0.05,7.165517241379312,200.0
22,2019-04-12,Friday,2019-04-18,6,11650,C,45.85,11:42:00,62.0,62.0,2019-04-12,13:33:00,0,SL hit,-16.15,1.0785,1373.390557939914,-23661.459227467803,-2.3661459227467803,2019,4,63.7,43.5,0.32274678111588,199.99999999999997
23,2019-04-15,Monday,2019-04-18,3,11700,C,36.3,13:24:00,50.5,67.75,2019-04-16,09:15:00,0,Gap SL hit,-31.450000000000003,1.0405,1367.5213675213674,-44431.45299145299,-4.443145299145299,2019,4,70.75,35.0,0.17777777777777737,199.99999999999997
24,2019-04-16,Tuesday,2019-04-18,2,11750,C,51.6,15:00:00,77.75,63.25,2019-04-18,09:15:00,0,Gap SL hit,-11.649999999999999,1.1485,1147.2275334608032,-14682.791586998088,-1.4682791586998087,2019,4,91.85,46.95,0.5334608030592733,168.49904397705546
25,2019-04-18,Thursday,2019-04-18,0,11900,C,1.3,09:15:00,6.85,0.05,2019-04-18,15:21:00,0,EOD exit,1.25,0.013500000000000002,1344.5378151260504,1662.5210084033613,0.16625210084033612,2019,4,1.35,0.05,0.1680672268907563,200.0
26,2019-04-22,Monday,2019-04-25,3,11750,C,34.4,09:15:00,56.3,0.05,2019-04-25,15:21:00,0,EOD exit,34.35,0.3445,1361.7021276595744,46305.361702127666,4.630536170212767,2019,4,54.3,0.05,4.677446808510638,200.0
620,2019-04-23,Tuesday,2019-04-25,2,11600,P,29.45,09:36:00,50.65,50.65,2019-04-23,10:03:00,0,SL hit,-21.2,0.8009999999999999,1379.3103448275863,-30346.20689655172,-3.0346206896551724,2019,4,52.9,28.2,0.1724137931034483,200.0
621,2019-04-23,Tuesday,2019-04-25,2,11600,P,29.55,11:45:00,54.9,54.9,2019-04-23,15:00:00,0,SL hit,-25.349999999999998,0.8445,1183.431952662722,-30999.40828402367,-3.099940828402367,2019,4,60.0,23.5,0.715976331360947,171.59763313609471
622,2019-04-24,Wednesday,2019-04-25,1,11600,P,30.45,13:00:00,48.75,0.05,2019-04-25,15:21:00,0,EOD exit,30.4,0.305,1379.3103448275863,41510.34482758621,4.151034482758622,2019,4,42.2,0.05,4.1931034482758625,200.0
623,2019-04-26,Friday,2019-05-02,6,11650,P,36.6,12:09:00,52.2,0.05,2019-05-02,15:21:00,0,EOD exit,36.550000000000004,0.3665,1373.390557939914,49694.077253218886,4.969407725321888,2019,5,47.3,0.05,5.019742489270387,199.99999999999997
27,2019-04-30,Tuesday,2019-05-02,2,11750,C,20.6,09:45:00,37.75,37.75,2019-05-02,10:12:00,0,SL hit,-17.15,0.5835,1361.7021276595744,-24147.74468085106,-2.414774468085106,2019,5,39.5,7.6,1.770212765957447,200.0
28,2019-05-02,Thursday,2019-05-02,0,11800,C,2.7,12:54:00,14.95,0.05,2019-05-02,15:21:00,0,EOD exit,2.6500000000000004,0.0275,1355.9322033898304,3555.932203389831,0.3555932203389831,2019,5,7.35,0.05,0.3593220338983051,199.99999999999997
29,2019-05-03,Friday,2019-05-09,6,11750,C,60.7,13:21:00,76.25,76.25,2019-05-03,14:00:00,0,SL hit,-15.549999999999997,1.3695,1361.7021276595744,-23039.319148936163,-2.3039319148936164,2019,5,82.65,59.65,0.1429787234042559,200.0
624,2019-05-03,Friday,2019-05-09,6,11700,P,37.75,13:54:00,48.4,48.4,2019-05-03,15:12:00,0,SL hit,-10.649999999999999,0.8615,1367.5213675213674,-15742.222222222219,-1.574222222222222,2019,5,49.0,29.05,1.1897435897435895,199.99999999999997
31,2019-05-06,Monday,2019-05-09,3,11650,C,44.35,14:33:00,60.4,0.05,2019-05-09,15:27:00,0,EOD exit,44.300000000000004,0.444,1373.390557939914,60231.41630901287,6.0231416309012875,2019,5,58.15,0.05,6.0841201716738205,199.99999999999997
625,2019-05-06,Monday,2019-05-09,3,11600,P,40.85,12:51:00,61.0,61.0,2019-05-06,14:51:00,0,SL hit,-20.15,1.0185,1379.3103448275863,-29197.931034482757,-2.9197931034482756,2019,5,64.85,40.5,0.04827586206896572,200.0
30,2019-05-06,Monday,2019-05-09,3,11650,C,51.9,09:15:00,56.5,56.5,2019-05-06,12:51:00,0,SL hit,-4.600000000000001,1.084,1373.390557939914,-7806.351931330473,-0.7806351931330473,2019,5,60.4,45.5,0.8789699570815448,199.99999999999997
627,2019-05-07,Tuesday,2019-05-09,2,11600,P,39.35,11:48:00,54.8,54.8,2019-05-07,14:00:00,0,SL hit,-15.449999999999996,0.9415000000000001,1379.3103448275863,-22608.965517241377,-2.2608965517241377,2019,5,65.45,26.3,1.8000000000000003,200.0
626,2019-05-07,Tuesday,2019-05-09,2,11650,P,57.25,09:15:00,59.5,59.5,2019-05-07,09:18:00,0,SL hit,-2.25,1.1675,1373.390557939914,-4693.562231759656,-0.4693562231759656,2019,5,60.0,56.95,0.04120171673819703,199.99999999999997
628,2019-05-08,Wednesday,2019-05-09,1,11450,P,35.0,13:45:00,66.9,66.9,2019-05-08,14:45:00,0,SL hit,-31.900000000000006,1.0190000000000001,940.4388714733541,-30958.307210031347,-3.095830721003135,2019,5,69.25,31.05,0.37147335423197475,134.6003134796238
630,2019-05-09,Thursday,2019-05-09,0,11300,P,13.25,14:21:00,43.8,0.1,2019-05-09,15:21:00,0,EOD exit,13.15,0.1335,981.9967266775778,12782.160392798693,1.2782160392798692,2019,5,21.45,0.1,1.2913256955810148,138.70703764320785
629,2019-05-09,Thursday,2019-05-09,0,11300,P,11.75,10:48:00,27.9,27.9,2019-05-09,13:00:00,0,SL hit,-16.15,0.3965,1415.929203539823,-23428.67256637168,-2.342867256637168,2019,5,33.1,9.75,0.2831858407079646,200.0
32,2019-05-10,Friday,2019-05-16,6,11350,C,70.7,13:27:00,95.85,95.85,2019-05-10,14:45:00,0,SL hit,-25.14999999999999,1.6655000000000002,1192.842942345925,-31986.67992047714,-3.198667992047714,2019,5,98.4,66.3,0.5248508946322077,169.2345924453281
631,2019-05-10,Friday,2019-05-16,6,11300,P,68.6,14:45:00,108.0,108.0,2019-05-10,15:21:00,0,SL hit,-39.400000000000006,1.766,761.4213197969542,-31344.67005076142,-3.134467005076142,2019,5,112.0,67.1,0.11421319796954313,107.55076142131976
33,2019-05-13,Monday,2019-05-16,3,11300,C,68.0,09:15:00,90.1,0.05,2019-05-16,15:21:00,0,EOD exit,67.95,0.6805,1357.4660633484166,91316.06334841633,9.131606334841633,2019,5,85.8,0.05,9.223981900452491,191.74208144796384
632,2019-05-14,Tuesday,2019-05-16,2,11150,P,67.5,13:03:00,98.6,0.05,2019-05-16,15:21:00,0,EOD exit,67.45,0.6755,964.630225080386,64412.70096463024,6.441270096463024,2019,5,70.0,0.05,6.506430868167204,134.4453376205788
633,2019-05-17,Friday,2019-05-23,6,11250,P,214.0,11:21:00,258.6,0.05,2019-05-23,15:21:00,0,EOD exit,213.95,2.1405000000000003,672.6457399103135,142472.75784753353,14.247275784753352,2019,5,222.7,0.05,14.391255605381156,94.59080717488784
34,2019-05-21,Tuesday,2019-05-23,2,11900,C,165.55,12:39:00,196.65,0.05,2019-05-23,15:21:00,0,EOD exit,165.5,1.6560000000000004,964.630225080386,158048.87459807078,15.804887459807077,2019,5,185.05,0.05,15.96463022508039,143.48874598070742
635,2019-05-24,Friday,2019-05-30,6,11650,P,45.1,11:42:00,81.4,0.05,2019-05-30,15:21:00,0,EOD exit,45.050000000000004,0.4515,826.4462809917354,36858.264462809915,3.6858264462809918,2019,5,45.85,0.05,3.723140495867768,120.35123966942147
634,2019-05-24,Friday,2019-05-30,6,11700,P,62.1,09:15:00,98.9,98.9,2019-05-24,09:39:00,0,SL hit,-36.800000000000004,1.61,815.2173913043478,-31312.5,-3.13125,2019,5,102.75,62.3,-0.016304347826086606,119.22554347826086
35,2019-05-24,Friday,2019-05-30,6,11750,C,87.1,09:30:00,125.1,125.1,2019-05-24,12:48:00,0,SL hit,-38.0,2.122,789.4736842105264,-31675.263157894737,-3.1675263157894733,2019,5,127.9,63.85,1.8355263157894732,115.95394736842107
36,2019-05-28,Tuesday,2019-05-30,2,12000,C,30.3,10:15:00,47.35,0.05,2019-05-30,15:21:00,0,EOD exit,30.25,0.30350000000000005,1333.3333333333333,39928.666666666664,3.992866666666666,2019,5,43.65,0.05,4.033333333333332,200.0
636,2019-05-31,Friday,2019-06-06,6,11950,P,71.75,09:15:00,90.0,90.0,2019-05-31,11:57:00,0,SL hit,-18.25,1.6175,1338.9121338912134,-26600.83682008368,-2.660083682008368,2019,5,98.6,53.35,2.4635983263598327,200.0
37,2019-05-31,Friday,2019-06-06,6,12000,C,64.35,11:45:00,91.0,91.0,2019-06-03,14:15:00,0,SL hit,-26.650000000000006,1.5534999999999999,1125.7035647279547,-31748.780487804877,-3.1748780487804877,2019,6,99.0,21.05,4.8742964352720435,168.85553470919322
637,2019-06-03,Monday,2019-06-06,3,11950,P,70.75,10:09:00,105.1,99.0,2019-06-06,15:21:00,0,EOD exit,-28.25,1.6975,873.3624454148473,-26155.021834061143,-2.6155021834061145,2019,6,104.05,6.8,5.585152838427949,130.45851528384281
38,2019-06-04,Tuesday,2019-06-06,2,12100,C,35.95,10:06:00,51.85,0.05,2019-06-06,15:21:00,0,EOD exit,35.900000000000006,0.36,1322.314049586777,46995.041322314064,4.699504132231406,2019,6,40.8,0.05,4.74710743801653,200.00000000000006
638,2019-06-07,Friday,2019-06-13,6,11850,P,59.2,10:15:00,118.5,0.05,2019-06-13,15:21:00,0,EOD exit,59.150000000000006,0.5925,505.90219224283305,29624.3676222597,2.9624367622259697,2019,6,96.95,0.05,2.9924114671163577,74.93676222596964
40,2019-06-07,Friday,2019-06-13,6,11900,C,36.85,13:42:00,68.0,68.0,2019-06-07,15:03:00,0,SL hit,-31.15,1.0485,963.0818619582665,-31009.791332263238,-3.1009791332263235,2019,6,74.8,35.3,0.14927768860353172,143.25842696629215
39,2019-06-07,Friday,2019-06-13,6,11900,C,51.95,09:15:00,62.1,62.1,2019-06-07,10:15:00,0,SL hit,-10.149999999999999,1.1405,1344.5378151260504,-15180.50420168067,-1.518050420168067,2019,6,68.0,32.2,2.6554621848739495,200.0
41,2019-06-10,Monday,2019-06-13,3,11950,C,36.9,11:33:00,70.3,70.3,2019-06-11,14:06:00,0,SL hit,-33.4,1.0719999999999998,898.2035928143713,-30962.874251497007,-3.096287425149701,2019,6,72.45,24.05,1.154191616766467,134.16916167664672
42,2019-06-12,Wednesday,2019-06-13,1,12000,C,16.25,09:15:00,21.0,0.05,2019-06-13,15:21:00,0,EOD exit,16.2,0.163,1333.3333333333333,21382.666666666664,2.1382666666666665,2019,6,18.0,0.05,2.1599999999999997,200.0
43,2019-06-14,Friday,2019-06-20,6,11950,C,28.55,11:15:00,50.0,0.05,2019-06-20,15:21:00,0,EOD exit,28.5,0.28600000000000003,1338.9121338912134,37776.0669456067,3.7776066945606694,2019,6,34.6,0.05,3.815899581589958,200.0
639,2019-06-14,Friday,2019-06-20,6,11900,P,75.65,14:45:00,101.85,101.85,2019-06-14,15:06:00,0,SL hit,-26.19999999999999,1.7750000000000001,1145.0381679389318,-32032.442748091602,-3.2032442748091605,2019,6,103.35,70.85,0.5496183206106885,170.32442748091609
640,2019-06-18,Tuesday,2019-06-20,2,11650,P,27.95,10:00:00,49.6,49.6,2019-06-18,14:51:00,0,SL hit,-21.650000000000002,0.7755,1373.390557939914,-30798.969957081546,-3.0798969957081543,2019,6,51.75,19.4,1.1742489270386265,199.99999999999997
641,2019-06-19,Wednesday,2019-06-20,1,11700,P,18.7,09:15:00,35.0,35.0,2019-06-19,11:42:00,0,SL hit,-16.3,0.537,1367.5213675213674,-23024.957264957262,-2.302495726495726,2019,6,37.35,10.5,1.1213675213675212,199.99999999999997
642,2019-06-20,Thursday,2019-06-20,0,11650,P,11.25,09:42:00,33.0,0.05,2019-06-20,15:21:00,0,EOD exit,11.2,0.113,1373.390557939914,15226.781115879827,1.5226781115879826,2019,6,13.7,0.05,1.5381974248927035,199.99999999999997
643,2019-06-21,Friday,2019-06-27,6,11800,P,74.55,11:54:00,93.1,93.1,2019-06-21,13:54:00,0,SL hit,-18.549999999999997,1.6764999999999999,1355.9322033898304,-27425.7627118644,-2.74257627118644,2019,6,97.85,67.1,1.010169491525424,199.99999999999997
44,2019-06-21,Friday,2019-06-27,6,11850,C,47.75,10:45:00,73.0,0.05,2019-06-27,15:21:00,0,EOD exit,47.7,0.478,1188.118811881188,56105.346534653465,5.610534653465347,2019,6,64.0,0.05,5.667326732673268,175.990099009901
644,2019-06-24,Monday,2019-06-27,3,11700,P,53.65,11:45:00,75.0,75.0,2019-06-24,14:33:00,0,SL hit,-21.35,1.2865,1367.5213675213674,-30955.897435897437,-3.0955897435897435,2019,6,75.75,44.55,1.2444444444444445,199.99999999999997
645,2019-06-25,Tuesday,2019-06-27,2,11650,P,32.25,11:33:00,52.95,0.1,2019-06-27,15:21:00,0,EOD exit,32.15,0.3235,1373.390557939914,43710.21459227467,4.371021459227467,2019,6,35.15,0.05,4.422317596566524,199.99999999999997
646,2019-06-28,Friday,2019-07-04,6,11850,P,79.0,12:54:00,94.0,94.0,2019-06-28,14:24:00,0,SL hit,-15.0,1.73,1350.210970464135,-22589.02953586498,-2.2589029535864977,2019,6,97.55,70.35,1.1679324894514775,200.0
45,2019-06-28,Friday,2019-07-04,6,11900,C,53.4,10:48:00,88.55,39.5,2019-07-04,15:21:00,0,EOD exit,13.899999999999999,0.929,853.4850640113798,11070.554765291607,1.1070554765291607,2019,7,64.0,21.85,2.692745376955903,126.95590327169273
647,2019-07-01,Monday,2019-07-04,3,11800,P,43.9,09:15:00,50.65,0.05,2019-07-04,15:21:00,0,EOD exit,43.85,0.43949999999999995,1355.9322033898304,58861.69491525423,5.886169491525424,2019,7,48.7,0.05,5.945762711864407,199.99999999999997
648,2019-07-05,Friday,2019-07-11,6,11950,P,78.35,12:30:00,122.8,122.8,2019-07-05,13:03:00,0,SL hit,-44.45,2.0115,674.9156355455567,-31357.592800899885,-3.1357592800899883,2019,7,122.95,77.0,0.09111361079864977,100.81552305961753
46,2019-07-05,Friday,2019-07-11,6,12000,C,70.55,10:18:00,93.85,0.05,2019-07-11,15:21:00,0,EOD exit,70.5,0.706,1287.5536480686696,89863.51931330473,8.986351931330473,2019,7,80.65,0.05,9.07725321888412,193.13304721030048
649,2019-07-09,Tuesday,2019-07-11,2,11500,P,36.8,11:27:00,67.55,0.05,2019-07-11,15:21:00,0,EOD exit,36.75,0.36849999999999994,975.609756097561,35494.14634146342,3.5494146341463417,2019,7,52.0,0.05,3.585365853658537,140.2439024390244
650,2019-07-12,Friday,2019-07-18,6,11600,P,68.9,11:36:00,94.4,94.4,2019-07-12,15:12:00,0,SL hit,-25.5,1.6330000000000002,1176.4705882352941,-31921.176470588234,-3.192117647058824,2019,7,98.25,38.0,3.6352941176470597,170.58823529411765
47,2019-07-12,Friday,2019-07-18,6,11650,C,32.45,09:30:00,41.0,41.0,2019-07-12,13:06:00,0,SL hit,-8.549999999999997,0.7345,1373.390557939914,-12751.244635193128,-1.2751244635193129,2019,7,41.95,23.8,1.187982832618026,199.99999999999997
48,2019-07-12,Friday,2019-07-18,6,11650,C,25.85,14:39:00,55.0,55.0,2019-07-17,11:30:00,0,SL hit,-29.15,0.8085,1029.1595197255574,-30832.07547169811,-3.083207547169811,2019,7,55.9,12.6,1.3636363636363638,149.8713550600343
651,2019-07-15,Monday,2019-07-18,3,11600,P,73.35,13:06:00,106.8,1.25,2019-07-18,15:21:00,0,EOD exit,72.1,0.746,896.8609865470851,63994.618834080706,6.399461883408071,2019,7,90.45,0.15,6.565022421524662,130.04484304932734
49,2019-07-17,Wednesday,2019-07-18,1,11700,C,16.1,13:09:00,27.35,0.05,2019-07-18,15:21:00,0,EOD exit,16.05,0.16150000000000003,1367.5213675213674,21727.863247863246,2.172786324786325,2019,7,18.2,0.05,2.1948717948717946,199.99999999999997
50,2019-07-19,Friday,2019-07-25,6,11650,C,29.85,09:39:00,53.1,0.05,2019-07-25,15:21:00,0,EOD exit,29.8,0.29900000000000004,1290.3225806451612,38065.8064516129,3.80658064516129,2019,7,31.55,0.05,3.8451612903225802,187.9032258064516
