,Index,Strike,Option Type,Expiry,Signal Generated At,Trade Type,Entry Date,Entry Time,Entry Price,Initial SL,Target,Exit Time,Exit Price,Points Captured,Slippages,After Costs,PnL,Remarks,Qty,ROI%,Max Price,Min Price,Trade Year,Trade Month,Variation,Cumulative PnL,Cumulative ROI%,Running Max ROI%,Drawdown
577,BANKNIFTY,33400,P,2022-06-30,2022-06-27 12:30:00,SELL,2022-06-27,12:45:00,149.2,400.0,2,2022-06-30 15:00:00,2.0,147.2,1.512,145.688,10926.6,Target Hit,75.0,1.0926599999999997,463.25,1.8,2022,6,"35, 4, 15m, N Candles High SL",3821424.8437500014,382.142484375,394.8748507500001,-12.73236637500014
1307,NIFTY,15650,P,2022-06-30,2022-06-28 09:00:00,SELL,2022-06-28,09:30:00,67.2,134.4,1,2022-06-30 14:30:00,1.0,66.2,0.682,65.518,14741.55,Target Hit,225.0,1.474155,189.0,0.2,2022,6,"20, 4, 30m, 2% SL",3836166.393750001,383.616639375,394.8748507500001,-11.258211375000144
578,BANKNIFTY,33400,C,2022-06-30,2022-06-28 10:30:00,SELL,2022-06-28,10:45:00,390.15,877.75,2,2022-06-30 15:15:00,23.9,366.25,4.140499999999999,362.1095,27158.2125,Expiry Exit,75.0,2.7158212500000003,877.75,20.0,2022,6,"35, 4, 15m, N Candles High SL",3863324.606250001,386.33246062499995,394.8748507500001,-8.542390125000168
579,BANKNIFTY,33300,P,2022-07-07,2022-07-04 12:45:00,SELL,2022-07-04,13:00:00,151.7,521.0,2,2022-07-07 11:45:00,2.0,149.7,1.537,148.16299999999998,11112.225,Target Hit,75.0,1.1112225,552.7,1.8,2022,7,"35, 4, 15m, N Candles High SL",3874436.831250001,387.44368312499995,394.8748507500001,-7.431167625000171
1308,NIFTY,15700,P,2022-07-07,2022-07-04 14:00:00,SELL,2022-07-04,14:30:00,88.0,176.0,1,2022-07-07 12:30:00,1.0,87.0,0.89,86.11,19374.75,Target Hit,225.0,1.937475,284.55,0.85,2022,7,"20, 4, 30m, 2% SL",3893811.581250001,389.38115812499996,394.8748507500001,-5.493692625000165
580,BANKNIFTY,33300,C,2022-07-07,2022-07-06 14:30:00,SELL,2022-07-06,14:45:00,822.65,1065.0,2,2022-07-07 09:15:00,1300.0,-477.35,21.2265,-498.5765,-37393.2375,Gap Outside ISL,75.0,-3.73932375,1399.0,327.15,2022,7,"35, 4, 15m, N Candles High SL",3856418.3437500014,385.641834375,394.8748507500001,-9.233016375000147
581,BANKNIFTY,35300,P,2022-07-14,2022-07-11 12:30:00,SELL,2022-07-11,12:45:00,319.25,545.0,2,2022-07-13 13:30:00,545.0,-225.75,8.6425,-234.3925,-15821.493750000001,Initial SL Hit,67.5,-1.5821493750000002,579.0,203.9,2022,7,"35, 4, 15m, N Candles High SL",3840596.8500000015,384.05968499999994,394.8748507500001,-10.815165750000176
1309,NIFTY,16250,C,2022-07-14,2022-07-11 14:30:00,SELL,2022-07-11,15:00:00,89.05,178.1,1,2022-07-14 11:00:00,1.0,88.05,0.9005,87.1495,18955.01625,Target Hit,217.5,1.895501625,149.15,0.95,2022,7,"20, 4, 30m, 2% SL",3859551.8662500014,385.95518662499995,394.8748507500001,-8.919664125000168
582,BANKNIFTY,35300,C,2022-07-14,2022-07-12 12:00:00,SELL,2022-07-12,12:15:00,234.6,434.0,2,2022-07-14 13:30:00,2.0,232.6,2.366,230.234,15540.795,Target Hit,67.5,1.5540795,434.0,1.5,2022,7,"35, 4, 15m, N Candles High SL",3875092.6612500013,387.50926612499995,394.8748507500001,-7.365584625000167
583,BANKNIFTY,34700,P,2022-07-21,2022-07-18 12:30:00,SELL,2022-07-18,12:45:00,125.35,464.1,2,2022-07-21 11:45:00,2.0,123.35,1.2735,122.0765,9155.7375,Target Hit,75.0,0.91557375,464.1,1.55,2022,7,"35, 4, 15m, N Candles High SL",3884248.398750001,388.424839875,394.8748507500001,-6.450010875000146
1310,NIFTY,16000,P,2022-07-21,2022-07-18 14:00:00,SELL,2022-07-18,14:30:00,24.45,48.9,1,2022-07-21 09:00:00,1.0,23.45,0.2545,23.1955,5045.02125,Target Hit,217.5,0.504502125,169.65,0.8,2022,7,"20, 4, 30m, 2% SL",3889293.4200000013,388.92934199999996,394.8748507500001,-5.945508750000158
584,BANKNIFTY,36300,P,2022-07-28,2022-07-25 12:45:00,SELL,2022-07-25,13:00:00,189.45,286.2,2,2022-07-28 13:30:00,2.0,187.45,1.9145,185.5355,12523.64625,Target Hit,67.5,1.252364625,382.95,1.25,2022,7,"35, 4, 15m, N Candles High SL",3901817.0662500015,390.18170662499995,394.8748507500001,-4.693144125000174
1311,NIFTY,16650,C,2022-07-28,2022-07-26 09:30:00,SELL,2022-07-26,10:00:00,45.6,91.2,1,2022-07-28 09:00:00,142.2,-96.6,1.878,-98.478,-20680.38,Gap Outside ISL,210.0,-2.0680379999999996,190.6,13.8,2022,7,"20, 4, 30m, 2% SL",3881136.6862500017,388.11366862499995,394.8748507500001,-6.761182125000175
585,BANKNIFTY,36300,C,2022-07-28,2022-07-26 09:30:00,SELL,2022-07-26,09:45:00,388.7,795.0,2,2022-07-28 09:15:00,795.0,-406.3,11.837000000000002,-418.137,-28224.2475,Initial SL Hit,67.5,-2.82242475,957.65,192.25,2022,7,"35, 4, 15m, N Candles High SL",3852912.4387500016,385.29124387499996,394.8748507500001,-9.583606875000157
1312,NIFTY,16650,P,2022-07-28,2022-07-27 14:00:00,SELL,2022-07-27,14:30:00,90.85,181.7,1,2022-07-28 13:30:00,1.0,89.85,0.9185,88.9315,18675.615,Target Hit,210.0,1.8675615000000003,226.8,0.55,2022,7,"20, 4, 30m, 2% SL",3871588.053750002,387.158805375,394.8748507500001,-7.716045375000135
586,BANKNIFTY,37700,P,2022-08-04,2022-08-01 12:30:00,SELL,2022-08-01,12:45:00,238.85,643.4,2,2022-08-04 15:00:00,2.0,236.85,2.4085,234.4415,15824.80125,Target Hit,67.5,1.582480125,643.4,0.7,2022,8,"35, 4, 15m, N Candles High SL",3887412.855000002,388.7412855,394.8748507500001,-6.133565250000117
1313,NIFTY,17100,P,2022-08-04,2022-08-01 14:00:00,SELL,2022-08-01,14:30:00,36.0,72.0,1,2022-08-04 14:30:00,1.0,35.0,0.37,34.63,7012.575,Target Hit,202.5,0.7012575000000001,168.95,0.4,2022,8,"20, 4, 30m, 2% SL",3894425.430000002,389.442543,394.8748507500001,-5.4323077500001204
587,BANKNIFTY,37700,C,2022-08-04,2022-08-03 10:45:00,SELL,2022-08-03,11:00:00,282.75,567.3,2,2022-08-04 15:15:00,56.0,226.75,3.3875,223.3625,15076.96875,Expiry Exit,67.5,1.507696875,567.3,9.25,2022,8,"35, 4, 15m, N Candles High SL",3909502.398750002,390.950239875,394.8748507500001,-3.9246108750000985
1314,NIFTY,17100,C,2022-08-04,2022-08-03 11:00:00,SELL,2022-08-03,11:30:00,170.1,340.2,1,2022-08-04 09:00:00,368.0,-197.9,5.381,-203.281,-41164.402500000004,Gap Outside ISL,202.5,-4.11644025,382.55,102.35,2022,8,"20, 4, 30m, 2% SL",3868337.996250002,386.83379962500004,394.8748507500001,-8.041051125000081
588,BANKNIFTY,37900,P,2022-08-11,2022-08-08 12:30:00,SELL,2022-08-08,12:45:00,166.15,438.3,2,2022-08-11 13:30:00,2.0,164.15,1.6815,162.4685,10966.62375,Target Hit,67.5,1.0966623750000002,493.95,1.65,2022,8,"35, 4, 15m, N Candles High SL",3879304.620000002,387.93046200000003,394.8748507500001,-6.944388750000087
1315,NIFTY,17400,P,2022-08-11,2022-08-08 14:30:00,SELL,2022-08-08,15:00:00,59.9,119.8,1,2022-08-11 13:30:00,1.0,58.9,0.609,58.291,11803.9275,Target Hit,202.5,1.18039275,180.5,0.7,2022,8,"20, 4, 30m, 2% SL",3891108.547500002,389.11085475000004,394.8748507500001,-5.763996000000077
589,BANKNIFTY,38900,P,2022-08-18,2022-08-16 13:15:00,SELL,2022-08-16,13:30:00,126.8,365.2,2,2022-08-18 13:45:00,2.0,124.8,1.288,123.512,8337.06,Target Hit,67.5,0.833706,406.8,1.9,2022,8,"35, 4, 15m, N Candles High SL",3899445.6075000023,389.94456075000005,394.8748507500001,-4.9302900000000704
1316,NIFTY,17650,P,2022-08-18,2022-08-16 14:30:00,SELL,2022-08-16,15:00:00,23.75,47.5,1,2022-08-18 12:30:00,1.0,22.75,0.2475,22.5025,4387.9875,Target Hit,195.0,0.43879875,142.0,0.9,2022,8,"20, 4, 30m, 2% SL",3903833.595000002,390.38335950000004,394.8748507500001,-4.491491250000081
590,BANKNIFTY,38900,C,2022-08-18,2022-08-17 13:15:00,SELL,2022-08-17,13:30:00,505.0,571.95,2,2022-08-17 14:45:00,571.95,-66.95000000000005,10.7695,-77.71950000000004,-5246.066250000002,Initial SL Hit,67.5,-0.5246066250000002,609.0,255.0,2022,8,"35, 4, 15m, N Candles High SL",3898587.528750002,389.85875287500005,394.8748507500001,-5.016097875000071
591,BANKNIFTY,39700,C,2022-08-25,2022-08-22 12:30:00,SELL,2022-08-22,12:45:00,27.05,279.1,2,2022-08-25 14:30:00,2.0,25.05,0.2905,24.7595,1485.57,Target Hit,60.0,0.148557,389.95,2.0,2022,8,"35, 4, 15m, N Candles High SL",3900073.0987500018,390.00730987500003,394.8748507500001,-4.867540875000088
1317,NIFTY,17950,C,2022-08-25,2022-08-22 14:00:00,SELL,2022-08-22,14:30:00,10.0,20.0,1,2022-08-25 09:30:00,1.0,9.0,0.11,8.89,1733.5500000000002,Target Hit,195.0,0.173355,147.45,1.0,2022,8,"20, 4, 30m, 2% SL",3901806.6487500016,390.18066487500005,394.8748507500001,-4.694185875000073
592,BANKNIFTY,39700,P,2022-08-25,2022-08-23 14:00:00,SELL,2022-08-23,14:15:00,1094.6,1661.7,2,2022-08-25 15:15:00,748.1,346.4999999999999,18.427,328.07299999999987,19684.37999999999,Expiry Exit,60.0,1.968437999999999,1661.7,227.25,2022,8,"35, 4, 15m, N Candles High SL",3921491.0287500015,392.14910287500004,394.8748507500001,-2.7257478750000814
593,BANKNIFTY,39100,C,2022-09-01,2022-08-29 12:30:00,SELL,2022-08-29,12:45:00,65.55,510.0,2,2022-08-30 15:00:00,510.0,-444.45,5.7555,-450.2055,-30388.871249999997,Initial SL Hit,67.5,-3.0388871249999996,600.0,50.05,2022,8,"35, 4, 15m, N Candles High SL",3891102.1575000016,389.11021575000007,394.8748507500001,-5.764635000000055
1318,NIFTY,17600,C,2022-09-01,2022-08-29 14:00:00,SELL,2022-08-29,14:30:00,24.3,48.6,1,2022-08-30 10:30:00,48.6,-24.3,0.7290000000000001,-25.029,-5068.3725,Initial SL Hit,202.5,-0.50683725,194.75,14.2,2022,8,"20, 4, 30m, 2% SL",3886033.7850000015,388.6033785000001,394.8748507500001,-6.271472250000045
594,BANKNIFTY,39100,P,2022-09-01,2022-08-30 12:30:00,SELL,2022-08-30,12:45:00,261.35,991.5,2,2022-09-01 15:00:00,2.0,259.35,2.6335,256.7165,17328.36375,Target Hit,67.5,1.732836375,1172.0,0.45,2022,8,"35, 4, 15m, N Candles High SL",3903362.1487500016,390.33621487500005,394.8748507500001,-4.538635875000068
595,BANKNIFTY,39400,P,2022-09-08,2022-09-05 13:15:00,SELL,2022-09-05,13:30:00,194.0,530.0,2,2022-09-08 14:30:00,2.0,192.0,1.96,190.04,11402.4,Target Hit,60.0,1.14024,562.0,1.95,2022,9,"35, 4, 15m, N Candles High SL",3914764.5487500015,391.47645487500006,394.8748507500001,-3.3983958750000625
1319,NIFTY,17600,P,2022-09-08,2022-09-05 14:00:00,SELL,2022-09-05,14:30:00,93.6,187.2,1,2022-09-08 14:00:00,1.0,92.6,0.946,91.654,18559.935,Target Hit,202.5,1.8559934999999996,241.7,1.0,2022,9,"20, 4, 30m, 2% SL",3933324.4837500015,393.33244837500007,394.8748507500001,-1.5424023750000515
1320,NIFTY,17600,C,2022-09-08,2022-09-07 10:00:00,SELL,2022-09-07,10:30:00,72.5,145.0,1,2022-09-08 09:00:00,185.4,-112.9,2.579,-115.479,-23384.4975,Gap Outside ISL,202.5,-2.33844975,212.85,51.0,2022,9,"20, 4, 30m, 2% SL",3909939.9862500015,390.9939986250001,394.8748507500001,-3.8808521250000467
596,BANKNIFTY,39400,C,2022-09-08,2022-09-07 10:15:00,SELL,2022-09-07,10:30:00,289.2,785.65,2,2022-09-08 14:15:00,785.65,-496.45,10.7485,-507.1985,-30431.909999999996,Initial SL Hit,60.0,-3.043191,799.35,226.05,2022,9,"35, 4, 15m, N Candles High SL",3879508.0762500013,387.9508076250001,394.8748507500001,-6.924043125000026
597,BANKNIFTY,40500,C,2022-09-15,2022-09-12 12:45:00,SELL,2022-09-12,13:00:00,425.1,498.7,2,2022-09-13 09:30:00,498.7,-73.59999999999997,9.238,-82.83799999999997,-4970.279999999998,Initial SL Hit,60.0,-0.4970279999999998,511.85,320.15,2022,9,"35, 4, 15m, N Candles High SL",3874537.7962500015,387.4537796250001,394.8748507500001,-7.421071125000026
598,BANKNIFTY,40500,P,2022-09-15,2022-09-12 13:45:00,SELL,2022-09-12,14:00:00,295.2,516.0,2,2022-09-15 14:00:00,2.0,293.2,2.972,290.228,17413.68,Target Hit,60.0,1.741368,516.0,1.65,2022,9,"35, 4, 15m, N Candles High SL",3891951.4762500017,389.1951476250001,394.8748507500001,-5.679703125000003
1321,NIFTY,17900,P,2022-09-15,2022-09-13 09:30:00,SELL,2022-09-13,10:00:00,43.35,86.7,1,2022-09-14 09:00:00,88.25,-44.9,1.316,-46.216,-9012.12,Gap Outside ISL,195.0,-0.901212,206.1,33.55,2022,9,"20, 4, 30m, 2% SL",3882939.3562500016,388.29393562500013,394.8748507500001,-6.58091512499999
1322,NIFTY,17900,C,2022-09-15,2022-09-15 09:30:00,SELL,2022-09-15,10:00:00,105.15,210.3,1,2022-09-15 15:00:00,1.0,104.15,1.0615,103.0885,20102.257500000003,Target Hit,195.0,2.0102257500000005,228.75,0.05,2022,9,"20, 4, 30m, 2% SL",3903041.6137500014,390.30416137500015,394.8748507500001,-4.570689374999972
599,BANKNIFTY,41000,P,2022-09-22,2022-09-19 12:45:00,SELL,2022-09-19,13:00:00,382.9,773.15,2,2022-09-22 15:15:00,368.35,14.549999999999956,7.5125,7.037499999999954,422.24999999999727,Expiry Exit,60.0,0.0422249999999997,773.15,120.0,2022,9,"35, 4, 15m, N Candles High SL",3903463.8637500014,390.3463863750001,394.8748507500001,-4.528464374999999
600,BANKNIFTY,41000,C,2022-09-22,2022-09-19 13:45:00,SELL,2022-09-19,14:00:00,397.65,549.5,2,2022-09-20 09:15:00,549.5,-151.85000000000002,9.4715,-161.3215,-9679.29,Initial SL Hit,60.0,-0.967929,658.35,263.75,2022,9,"35, 4, 15m, N Candles High SL",3893784.5737500014,389.3784573750001,394.8748507500001,-5.496393375000025
1323,NIFTY,17800,C,2022-09-22,2022-09-19 14:30:00,SELL,2022-09-19,15:00:00,61.9,123.8,1,2022-09-20 09:00:00,123.8,-61.9,1.857,-63.757,-12432.615,Initial SL Hit,195.0,-1.2432615,165.0,43.3,2022,9,"20, 4, 30m, 2% SL",3881351.958750001,388.1351958750001,394.8748507500001,-6.739654875000042
1324,NIFTY,17800,P,2022-09-22,2022-09-20 10:30:00,SELL,2022-09-20,11:00:00,81.05,162.1,1,2022-09-21 11:30:00,162.1,-81.05,2.4315,-83.4815,-16278.8925,Initial SL Hit,195.0,-1.62788925,407.8,69.6,2022,9,"20, 4, 30m, 2% SL",3865073.066250001,386.50730662500007,394.8748507500001,-8.367544125000052
601,BANKNIFTY,41000,C,2022-09-22,2022-09-21 12:45:00,SELL,2022-09-21,13:00:00,366.55,805.0,2,2022-09-22 14:45:00,2.0,364.55,3.6855,360.8645,21651.870000000003,Target Hit,60.0,2.1651870000000004,805.0,0.9,2022,9,"35, 4, 15m, N Candles High SL",3886724.936250001,388.6724936250001,394.8748507500001,-6.202357125000049
1325,NIFTY,17800,C,2022-09-22,2022-09-21 14:00:00,SELL,2022-09-21,14:30:00,82.55,165.1,1,2022-09-22 14:30:00,1.0,81.55,0.8355,80.7145,15739.3275,Target Hit,195.0,1.57393275,193.0,0.3,2022,9,"20, 4, 30m, 2% SL",3902464.2637500013,390.24642637500006,394.8748507500001,-4.6284243750000655
602,BANKNIFTY,40400,C,2022-09-29,2022-09-26 13:00:00,SELL,2022-09-26,13:15:00,52.25,301.9,2,2022-09-29 10:30:00,2.0,50.25,0.5425,49.7075,2982.4500000000003,Target Hit,60.0,0.29824500000000004,575.7,2.0,2022,9,"35, 4, 15m, N Candles High SL",3905446.7137500015,390.54467137500006,394.8748507500001,-4.330179375000057
1326,NIFTY,17600,C,2022-09-29,2022-09-26 14:00:00,SELL,2022-09-26,14:30:00,15.0,30.0,1,2022-09-29 09:00:00,1.0,14.0,0.16,13.84,2802.6,Target Hit,202.5,0.28025999999999995,191.3,0.8,2022,9,"20, 4, 30m, 2% SL",3908249.3137500016,390.82493137500006,394.8748507500001,-4.049919375000059
909,FINNIFTY,17300,P,2022-10-04,2022-09-30 11:30:00,SELL,2022-09-30,11:45:00,112.55,395.35,1,2022-10-04 10:00:00,1.0,111.55,1.1355,110.4145,48030.3075,Target Hit,435.0,4.80303075,395.35,1.0,2022,9,"35, 5, 15m, N Candles High SL",3956279.6212500017,395.62796212500007,395.62796212500007,0.0
603,BANKNIFTY,37700,P,2022-10-06,2022-10-03 12:30:00,SELL,2022-10-03,12:45:00,188.9,604.5,2,2022-10-06 12:45:00,2.0,186.9,1.909,184.991,8324.595000000001,Target Hit,45.0,0.8324595000000001,725.0,1.75,2022,10,"35, 4, 15m, N Candles High SL",3964604.216250002,396.4604216250001,396.4604216250001,0.0
604,BANKNIFTY,37700,C,2022-10-06,2022-10-03 13:45:00,SELL,2022-10-03,14:00:00,697.45,1283.4,2,2022-10-04 09:15:00,1283.4,-585.95,19.8085,-605.7585,-27259.132500000003,Initial SL Hit,45.0,-2.72591325,1397.85,441.9,2022,10,"35, 4, 15m, N Candles High SL",3937345.083750002,393.7345083750001,396.4604216250001,-2.725913250000019
1327,NIFTY,16800,P,2022-10-06,2022-10-04 10:30:00,SELL,2022-10-04,11:00:00,9.45,18.9,1,2022-10-06 09:30:00,1.0,8.45,0.1045,8.3455,1168.3700000000001,Target Hit,140.0,0.11683699999999997,215.0,1.0,2022,10,"20, 4, 30m, 2% SL",3938513.453750002,393.85134537500005,396.4604216250001,-2.6090762500000437
605,BANKNIFTY,39100,P,2022-10-13,2022-10-10 12:30:00,SELL,2022-10-10,12:45:00,292.3,731.05,2,2022-10-13 15:15:00,476.0,-183.7,7.683,-191.383,-8612.235,Expiry Exit,45.0,-0.8612235,731.05,176.2,2022,10,"35, 4, 15m, N Candles High SL",3929901.2187500023,392.99012187500006,396.4604216250001,-3.470299750000038
1328,NIFTY,17300,C,2022-10-13,2022-10-10 15:00:00,SELL,2022-10-11,09:00:00,76.0,152.0,1,2022-10-13 12:30:00,1.0,75.0,0.77,74.23,10021.050000000001,Target Hit,135.0,1.002105,171.85,0.8,2022,10,"20, 4, 30m, 2% SL",3939922.268750002,393.99222687500003,396.4604216250001,-2.468194750000066
606,BANKNIFTY,39100,C,2022-10-13,2022-10-11 10:15:00,SELL,2022-10-11,10:30:00,253.35,518.7,2,2022-10-13 14:30:00,2.0,251.35,2.5535,248.7965,11195.842499999999,Target Hit,45.0,1.11958425,518.7,1.75,2022,10,"35, 4, 15m, N Candles High SL",3951118.111250002,395.11181112500003,396.4604216250001,-1.3486105000000634
607,BANKNIFTY,39400,P,2022-10-20,2022-10-17 12:30:00,SELL,2022-10-17,12:45:00,217.3,550.0,2,2022-10-20 14:00:00,2.0,215.3,2.193,213.107,8524.28,Target Hit,40.0,0.8524280000000001,550.0,1.15,2022,10,"35, 4, 15m, N Candles High SL",3959642.3912500017,395.964239125,396.4604216250001,-0.49618250000008857
1329,NIFTY,17300,P,2022-10-20,2022-10-17 14:00:00,SELL,2022-10-17,14:30:00,119.85,239.7,1,2022-10-20 13:30:00,1.0,118.85,1.2085,117.6415,15881.6025,Target Hit,135.0,1.5881602499999998,249.95,0.75,2022,10,"20, 4, 30m, 2% SL",3975523.993750002,397.552399375,397.552399375,0.0
608,BANKNIFTY,39400,C,2022-10-20,2022-10-20 09:15:00,SELL,2022-10-20,09:30:00,670.0,1224.0,2,2022-10-20 15:15:00,698.75,-28.75,13.6875,-42.4375,-1697.5,Expiry Exit,40.0,-0.16974999999999998,1224.0,275.0,2022,10,"35, 4, 15m, N Candles High SL",3973826.493750002,397.38264937499997,397.552399375,-0.16975000000002183
910,FINNIFTY,18150,P,2022-10-25,2022-10-21 11:00:00,SELL,2022-10-21,11:15:00,70.0,274.45,1,2022-10-25 09:30:00,1.0,69.0,0.71,68.29,18779.750000000004,Target Hit,275.0,1.8779750000000002,274.45,0.9,2022,10,"35, 5, 15m, N Candles High SL",3992606.243750002,399.26062437499996,399.26062437499996,0.0
609,BANKNIFTY,40400,P,2022-10-27,2022-10-25 11:15:00,SELL,2022-10-25,11:30:00,32.05,263.0,2,2022-10-27 12:45:00,2.0,30.05,0.3404999999999999,29.7095,1188.3799999999999,Target Hit,40.0,0.118838,417.35,1.8,2022,10,"35, 4, 15m, N Candles High SL",3993794.6237500017,399.37946237499995,399.37946237499995,0.0
1330,NIFTY,17600,P,2022-10-27,2022-10-25 12:30:00,SELL,2022-10-25,13:00:00,33.75,67.5,1,2022-10-27 14:00:00,1.0,32.75,0.3475,32.4025,4374.337500000001,Target Hit,135.0,0.43743375000000007,179.7,0.85,2022,10,"20, 4, 30m, 2% SL",3998168.9612500016,399.81689612499997,399.81689612499997,0.0
911,FINNIFTY,18450,P,2022-11-01,2022-10-31 10:00:00,SELL,2022-10-31,10:15:00,81.05,246.3,1,2022-11-01 10:30:00,1.0,80.05,0.8205,79.2295,21391.965,Target Hit,270.0,2.1391965,246.3,0.95,2022,10,"35, 5, 15m, N Candles High SL",4019560.9262500014,401.956092625,401.956092625,0.0
610,BANKNIFTY,41200,C,2022-11-03,2022-10-31 12:30:00,SELL,2022-10-31,12:45:00,374.2,512.0,2,2022-11-01 09:30:00,512.0,-137.8,8.862,-146.662,-5866.4800000000005,Initial SL Hit,40.0,-0.5866480000000001,598.15,286.4,2022,10,"35, 4, 15m, N Candles High SL",4013694.4462500014,401.36944462499997,401.956092625,-0.5866480000000251
611,BANKNIFTY,41200,P,2022-11-03,2022-10-31 12:45:00,SELL,2022-10-31,13:00:00,292.95,604.8,2,2022-11-03 15:00:00,2.0,290.95,2.9495,288.0005,11520.019999999999,Target Hit,40.0,1.1520019999999997,604.8,0.5,2022,10,"35, 4, 15m, N Candles High SL",4025214.4662500015,402.52144662499995,402.52144662499995,0.0
1331,NIFTY,17750,P,2022-11-03,2022-10-31 14:00:00,SELL,2022-10-31,14:30:00,32.8,65.6,1,2022-11-03 11:00:00,1.0,31.8,0.3379999999999999,31.462,4090.0599999999995,Target Hit,130.0,0.409006,138.05,0.95,2022,10,"20, 4, 30m, 2% SL",4029304.5262500015,402.93045262499993,402.93045262499993,0.0
612,BANKNIFTY,41200,C,2022-11-03,2022-11-01 15:15:00,SELL,2022-11-02,09:15:00,335.4,615.0,2,2022-11-03 15:15:00,97.15,238.25,4.3255,233.9245,9356.979999999998,Expiry Exit,40.0,0.935698,615.0,57.55,2022,11,"35, 4, 15m, N Candles High SL",4038661.5062500015,403.86615062499993,403.86615062499993,0.0
912,FINNIFTY,18650,P,2022-11-07,2022-11-03 14:15:00,SELL,2022-11-03,14:30:00,140.0,264.65,1,2022-11-07 15:00:00,1.0,139.0,1.41,137.59,37149.299999999996,Target Hit,270.0,3.7149300000000003,264.65,0.05,2022,11,"35, 5, 15m, N Candles High SL",4075810.8062500013,407.5810806249999,407.5810806249999,0.0
613,BANKNIFTY,41300,P,2022-11-10,2022-11-07 12:45:00,SELL,2022-11-07,13:00:00,174.45,468.65,2,2022-11-10 14:30:00,2.0,172.45,1.7645,170.6855,6827.419999999999,Target Hit,40.0,0.6827420000000001,468.65,1.5,2022,11,"35, 4, 15m, N Candles High SL",4082638.226250001,408.26382262499993,408.26382262499993,0.0
1332,NIFTY,18050,P,2022-11-10,2022-11-07 14:00:00,SELL,2022-11-07,14:30:00,36.5,73.0,1,2022-11-10 12:30:00,73.0,-36.5,1.095,-37.595,-4887.349999999999,Initial SL Hit,130.0,-0.488735,134.0,9.0,2022,11,"20, 4, 30m, 2% SL",4077750.876250001,407.7750876249999,408.26382262499993,-0.4887350000000197
614,BANKNIFTY,41300,C,2022-11-10,2022-11-10 10:00:00,SELL,2022-11-10,10:15:00,241.9,678.0,2,2022-11-10 15:15:00,304.8,-62.900000000000006,5.4670000000000005,-68.367,-2734.6800000000003,Expiry Exit,40.0,-0.27346800000000004,678.0,88.5,2022,11,"35, 4, 15m, N Candles High SL",4075016.196250001,407.50161962499993,408.26382262499993,-0.7622029999999995
1333,NIFTY,18050,C,2022-11-10,2022-11-10 10:00:00,SELL,2022-11-10,10:30:00,24.1,48.2,1,2022-11-10 14:30:00,1.0,23.1,0.251,22.849,2970.3700000000003,Target Hit,130.0,0.297037,260.4,0.8,2022,11,"20, 4, 30m, 2% SL",4077986.566250001,407.7986566249999,408.26382262499993,-0.4651660000000106
913,FINNIFTY,18800,P,2022-11-15,2022-11-11 10:30:00,SELL,2022-11-11,10:45:00,73.4,315.75,1,2022-11-15 12:15:00,1.0,72.4,0.7440000000000001,71.656,18988.84,Target Hit,265.0,1.898884,315.75,0.7,2022,11,"35, 5, 15m, N Candles High SL",4096975.406250001,409.69754062499993,409.69754062499993,0.0
615,BANKNIFTY,42200,C,2022-11-17,2022-11-14 12:30:00,SELL,2022-11-14,12:45:00,196.1,427.0,2,2022-11-16 13:30:00,427.0,-230.9,6.231000000000001,-237.131,-9485.24,Initial SL Hit,40.0,-0.948524,430.0,178.4,2022,11,"35, 4, 15m, N Candles High SL",4087490.1662500007,408.7490166249999,409.69754062499993,-0.9485240000000204
616,BANKNIFTY,42200,P,2022-11-17,2022-11-14 12:45:00,SELL,2022-11-14,13:00:00,323.75,450.9,2,2022-11-17 14:15:00,2.0,321.75,3.2575000000000003,318.4925,12739.699999999999,Target Hit,40.0,1.27397,450.9,1.75,2022,11,"35, 4, 15m, N Candles High SL",4100229.866250001,410.02298662499993,410.02298662499993,0.0
1334,NIFTY,18250,P,2022-11-17,2022-11-15 10:00:00,SELL,2022-11-15,10:30:00,50.65,101.3,1,2022-11-17 12:30:00,1.0,49.65,0.5165,49.1335,6387.355,Target Hit,130.0,0.6387355,134.95,1.0,2022,11,"20, 4, 30m, 2% SL",4106617.221250001,410.6617221249999,410.6617221249999,0.0
617,BANKNIFTY,42200,C,2022-11-17,2022-11-17 11:45:00,SELL,2022-11-17,12:00:00,256.15,433.5,2,2022-11-17 15:15:00,256.9,-0.75,5.1305,-5.8805,-235.22,Expiry Exit,40.0,-0.023522,433.5,178.4,2022,11,"35, 4, 15m, N Candles High SL",4106382.0012500007,410.6382001249999,410.6617221249999,-0.02352200000001403
