date,day,expiry,DTE,strike,type,Entry Price,Entry Time,initial sl,Exit Price,Exit date,Exit Time,RSI on Entry,Remark,Points Captured,Slippage,Qty,PnL,ROI%,Trade Year,Trade Month,Highest High,Lowest Low,Max ROI%,Margin,DATETIME
2020-03-27,Friday,2020-04-01,5,8800,P,454.05,11:00:00,505.4,505.4,2020-03-27,11:10:00,0,SL hit,-51.349999999999966,9.5945,389.48393378773153,-23736.90360272639,-2.373690360272639,2020,3,525.0,453.65,0.01557935735151059,42.84323271665047,2020-03-27 11:00:00
2020-03-27,Friday,2020-04-01,5,8600,P,356.9,11:55:00,443.95,443.95,2020-03-27,13:20:00,0,SL hit,-87.05000000000001,8.0085,229.75301550832853,-21839.977024698448,-2.1839977024698447,2020,3,445.0,339.15,0.4078116025272831,24.698449167145316,2020-03-27 11:55:00
2020-03-27,Friday,2020-04-01,5,8550,P,371.2,13:40:00,426.1,426.1,2020-03-30,09:15:00,0,SL hit,-54.900000000000034,7.973,364.29872495446244,-22904.55373406193,-2.290455373406193,2020,3,433.25,294.25,2.803278688524588,38.934426229508176,2020-03-27 13:40:00
2020-03-30,Monday,2020-04-01,2,8350,P,261.25,09:30:00,425.0,97.4,2020-04-01,15:20:00,0,EOD exit,163.85,3.5865,122.13740458015268,19574.1679389313,1.9574167938931302,2020,4,315.0,35.0,2.7633587786259546,12.748091603053435,2020-03-30 09:30:00
2020-04-03,Friday,2020-04-09,6,8400,C,98.65,13:45:00,180.0,140.15,2020-04-07,09:15:00,0,Gap SL hit,-41.5,2.3880000000000003,245.85125998770746,-10789.920098340504,-1.0789920098340504,2020,4,252.75,55.25,1.0669944683466503,25.814382298709283,2020-04-03 13:45:00
2020-04-08,Wednesday,2020-04-09,1,8700,C,143.25,09:15:00,241.3,241.3,2020-04-08,09:30:00,0,SL hit,-98.05000000000001,3.8455000000000004,203.97756246812847,-20784.395716471186,-2.0784395716471185,2020,4,249.9,123.2,0.40897501274859754,22.182559918408973,2020-04-08 09:15:00
2020-04-08,Wednesday,2020-04-09,1,8800,C,183.25,11:35:00,362.5,308.6,2020-04-09,15:20:00,0,EOD exit,-125.35000000000002,4.918500000000001,111.57601115760112,-14534.839609483963,-1.4534839609483963,2020,4,316.9,60.05,1.374616457461646,12.273361227336123,2020-04-08 11:35:00
2020-04-08,Wednesday,2020-04-09,1,8650,P,86.05,11:45:00,126.45,0.1,2020-04-09,15:20:00,0,EOD exit,85.95,0.8614999999999999,495.04950495049496,42123.01980198019,4.212301980198019,2020,4,121.1,0.05,4.257425742574257,53.52722772277227,2020-04-08 11:45:00
2020-04-13,Monday,2020-04-16,3,9100,P,300.0,10:05:00,330.0,106.05,2020-04-16,15:20:00,0,EOD exit,193.95,4.0605,666.6666666666666,126592.99999999999,12.659299999999998,2020,4,316.55,55.2,16.32,75.83333333333333,2020-04-13 10:05:00
2020-04-13,Monday,2020-04-16,3,9150,C,135.7,12:00:00,189.5,142.15,2020-04-15,09:15:00,0,Gap SL hit,-6.450000000000017,2.7785,371.7472118959107,-3430.669144981419,-0.34306691449814186,2020,4,205.0,88.1,1.7695167286245348,42.518587360594786,2020-04-13 12:00:00
2020-04-15,Wednesday,2020-04-16,1,9200,C,124.0,11:40:00,163.2,0.05,2020-04-16,15:20:00,0,EOD exit,123.95,1.2405,510.2040816326532,62606.887755102056,6.260688775510205,2020,4,134.05,0.05,6.323979591836737,58.67346938775512,2020-04-15 11:40:00
