Index,Strike,Option Type,Expiry,Signal Generated At,Trade Type,Entry Date,Entry Time,Entry Price,Initial SL,Target,Exit Time,Exit Price,Points Captured,Slippages,After Costs,PnL,Remarks,Qty,ROI%,Max Price,Min Price,Trade Year,Trade Month,Variation,Portfolio,Allocation,Leverage,ROI% PF
NIFTY,16650,P,2022-07-28,2022-07-27 12:15:00,SELL,2022-07-27,12:45:00,125.15,187.725,1,2022-07-28 13:15:00,1.0,124.15,1.2615,122.8885,590455.2552552553,Target Hit,4804.804804804805,5.904552552552553,226.8,0.75,2022,7,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,2.9522762762762764
NIFTY,17100,P,2022-08-04,2022-08-01 12:15:00,SELL,2022-08-01,12:45:00,42.95,64.42500000000001,1,2022-08-04 14:15:00,1.0,41.95,0.4395,41.5105,194201.1695906433,Target Hit,4678.362573099415,1.9420116959064326,168.95,0.5,2022,8,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,0.9710058479532163
BANKNIFTY,37700,P,2022-08-04,2022-08-01 12:30:00,SELL,2022-08-01,12:45:00,238.85,643.4,1,2022-08-04 15:00:00,1.0,237.85,2.3985,235.4515,312269.89389920427,Target Hit,1326.2599469496022,3.122698938992043,643.4,0.7,2022,8,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,1.5613494694960215
BANKNIFTY,37700,C,2022-08-04,2022-08-03 10:45:00,SELL,2022-08-03,11:00:00,282.75,567.3,1,2022-08-04 15:15:00,56.0,226.75,3.3875,223.3625,296236.73740053055,Expiry Exit,1326.2599469496022,2.9623673740053054,567.3,9.25,2022,8,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,1.4811836870026527
NIFTY,17400,P,2022-08-11,2022-08-08 12:15:00,SELL,2022-08-08,12:45:00,65.0,97.5,1,2022-08-11 13:15:00,1.0,64.0,0.66,63.34,291218.3908045977,Target Hit,4597.701149425287,2.912183908045977,180.5,0.9,2022,8,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,1.4560919540229884
BANKNIFTY,37900,P,2022-08-11,2022-08-08 12:30:00,SELL,2022-08-08,12:45:00,166.15,438.3,1,2022-08-11 14:15:00,1.0,165.15,1.6715,163.4785,215670.84432717678,Target Hit,1319.2612137203166,2.156708443271768,493.95,0.7,2022,8,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,1.078354221635884
NIFTY,17400,C,2022-08-11,2022-08-10 14:45:00,SELL,2022-08-10,15:15:00,160.0,240.0,1,2022-08-11 09:15:00,298.8,-138.8,4.588,-143.388,-659255.1724137932,Gap Outside ISL,4597.701149425287,-6.592551724137931,331.0,107.05,2022,8,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-3.2962758620689656
BANKNIFTY,38900,P,2022-08-18,2022-08-16 13:15:00,SELL,2022-08-16,13:30:00,126.8,365.2,1,2022-08-18 14:30:00,1.0,125.8,1.278,124.522,160053.9845758355,Target Hit,1285.3470437017995,1.6005398457583548,406.8,0.8,2022,8,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.8002699228791774
NIFTY,17650,P,2022-08-18,2022-08-16 13:15:00,SELL,2022-08-16,13:45:00,29.25,43.875,1,2022-08-18 12:15:00,1.0,28.25,0.3025,27.9475,126674.22096317282,Target Hit,4532.57790368272,1.2667422096317282,142.0,1.0,2022,8,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,0.6333711048158641
BANKNIFTY,38900,C,2022-08-18,2022-08-17 13:15:00,SELL,2022-08-17,13:30:00,505.0,571.95,1,2022-08-17 14:45:00,571.95,-66.95000000000005,10.7695,-77.71950000000004,-99896.52956298206,Initial SL Hit,1285.3470437017995,-0.9989652956298206,609.0,255.0,2022,8,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,-0.4994826478149103
NIFTY,17650,C,2022-08-18,2022-08-18 13:15:00,SELL,2022-08-18,13:45:00,237.8,356.70000000000005,1,2022-08-18 15:15:00,305.1,-67.30000000000001,5.429000000000001,-72.72900000000001,-329649.8583569406,Expiry Exit,4532.57790368272,-3.2964985835694063,327.9,98.3,2022,8,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-1.6482492917847031
NIFTY,17950,C,2022-08-25,2022-08-22 12:15:00,SELL,2022-08-22,12:45:00,12.65,18.975,1,2022-08-25 09:45:00,1.0,11.65,0.1365,11.5135,51313.64902506964,Target Hit,4456.8245125348185,0.5131364902506963,147.45,0.8,2022,8,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,0.25656824512534815
BANKNIFTY,39700,C,2022-08-25,2022-08-22 12:30:00,SELL,2022-08-22,12:45:00,27.05,279.1,1,2022-08-25 15:00:00,1.0,26.05,0.2805,25.7695,32455.28967254408,Target Hit,1259.4458438287154,0.3245528967254408,389.95,0.3,2022,8,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.1622764483627204
BANKNIFTY,39700,P,2022-08-25,2022-08-23 14:00:00,SELL,2022-08-23,14:15:00,1094.6,1661.7,1,2022-08-25 15:15:00,748.1,346.4999999999999,18.427,328.07299999999987,413190.176322418,Expiry Exit,1259.4458438287154,4.13190176322418,1661.7,227.25,2022,8,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,2.06595088161209
NIFTY,17950,P,2022-08-25,2022-08-24 09:45:00,SELL,2022-08-24,10:15:00,381.55,572.325,1,2022-08-25 15:15:00,428.6,-47.05000000000001,8.101500000000001,-55.15150000000001,-245800.5571030641,Expiry Exit,4456.8245125348185,-2.458005571030641,572.45,104.6,2022,8,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-1.2290027855153205
NIFTY,17600,C,2022-09-01,2022-08-29 12:15:00,SELL,2022-08-29,12:45:00,25.15,37.725,1,2022-08-30 10:15:00,37.725,-12.574999999999996,0.6287499999999999,-13.203749999999996,-60017.04545454543,Initial SL Hit,4545.454545454545,-0.6001704545454543,194.75,14.2,2022,8,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-0.30008522727272713
BANKNIFTY,39100,C,2022-09-01,2022-08-29 12:30:00,SELL,2022-08-29,12:45:00,65.55,510.0,1,2022-08-30 15:00:00,510.0,-444.45,5.7555,-450.2055,-575710.358056266,Initial SL Hit,1278.772378516624,-5.75710358056266,600.0,50.05,2022,8,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,-2.87855179028133
NIFTY,17600,P,2022-09-01,2022-08-30 12:15:00,SELL,2022-08-30,12:45:00,92.0,138.0,1,2022-09-01 13:45:00,138.0,-46.0,2.3000000000000003,-48.3,-219545.4545454545,Initial SL Hit,4545.454545454545,-2.195454545454545,429.35,26.85,2022,8,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-1.0977272727272724
BANKNIFTY,39100,P,2022-09-01,2022-08-30 12:30:00,SELL,2022-08-30,12:45:00,261.35,991.5,1,2022-09-01 15:00:00,1.0,260.35,2.6235000000000004,257.72650000000004,329573.52941176476,Target Hit,1278.772378516624,3.295735294117647,1172.0,0.45,2022,8,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,1.6478676470588236
NIFTY,17600,P,2022-09-08,2022-09-05 13:15:00,SELL,2022-09-05,13:45:00,100.7,151.05,1,2022-09-08 14:15:00,1.0,99.7,1.017,98.683,448559.0909090909,Target Hit,4545.454545454545,4.4855909090909085,241.7,0.75,2022,9,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,2.2427954545454543
BANKNIFTY,39400,P,2022-09-08,2022-09-05 13:15:00,SELL,2022-09-05,13:30:00,194.0,530.0,1,2022-09-08 15:00:00,1.0,193.0,1.95,191.05,242449.23857868023,Target Hit,1269.0355329949239,2.4244923857868024,562.0,0.2,2022,9,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,1.2122461928934012
NIFTY,17600,C,2022-09-08,2022-09-07 09:45:00,SELL,2022-09-07,10:15:00,72.75,109.125,1,2022-09-07 12:15:00,109.125,-36.375,1.81875,-38.19375,-173607.95454545453,Initial SL Hit,4545.454545454545,-1.7360795454545452,212.85,51.0,2022,9,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-0.8680397727272726
BANKNIFTY,39400,C,2022-09-08,2022-09-07 10:15:00,SELL,2022-09-07,10:30:00,289.2,785.65,1,2022-09-08 14:15:00,785.65,-496.45,10.7485,-507.1985,-643652.9187817259,Initial SL Hit,1269.0355329949239,-6.436529187817259,799.35,226.05,2022,9,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,-3.2182645939086294
NIFTY,17600,C,2022-09-08,2022-09-07 13:45:00,SELL,2022-09-07,14:15:00,93.05,139.575,1,2022-09-08 09:15:00,186.2,-93.15,2.7925,-95.9425,-436102.27272727265,Gap Outside ISL,4545.454545454545,-4.361022727272727,212.85,51.0,2022,9,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-2.1805113636363633
BANKNIFTY,40500,C,2022-09-15,2022-09-12 12:45:00,SELL,2022-09-12,13:00:00,425.1,498.7,1,2022-09-13 09:30:00,498.7,-73.59999999999997,9.238,-82.83799999999997,-102269.1358024691,Initial SL Hit,1234.567901234568,-1.022691358024691,511.85,320.15,2022,9,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,-0.5113456790123455
NIFTY,17900,P,2022-09-15,2022-09-12 13:15:00,SELL,2022-09-12,13:45:00,87.4,131.10000000000002,1,2022-09-14 09:15:00,83.75,3.6500000000000057,1.7115,1.9385000000000057,8663.687150838014,Gap Outside ISL,4469.27374301676,0.08663687150838015,206.1,33.55,2022,9,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,0.043318435754190074
BANKNIFTY,40500,P,2022-09-15,2022-09-12 13:45:00,SELL,2022-09-12,14:00:00,295.2,516.0,1,2022-09-15 14:45:00,1.0,294.2,2.962,291.238,359553.0864197531,Target Hit,1234.567901234568,3.5955308641975305,516.0,0.7,2022,9,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,1.7977654320987653
NIFTY,17900,C,2022-09-15,2022-09-14 13:15:00,SELL,2022-09-14,13:45:00,182.2,273.29999999999995,1,2022-09-15 14:45:00,1.0,181.2,1.832,179.368,801644.6927374302,Target Hit,4469.27374301676,8.016446927374302,228.75,0.6,2022,9,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,4.008223463687151
NIFTY,17900,P,2022-09-15,2022-09-15 12:15:00,SELL,2022-09-15,12:45:00,28.95,43.425,1,2022-09-15 13:15:00,43.425,-14.474999999999998,0.72375,-15.19875,-67927.37430167598,Initial SL Hit,4469.27374301676,-0.6792737430167599,206.1,10.45,2022,9,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-0.33963687150837996
NIFTY,17800,C,2022-09-22,2022-09-19 12:15:00,SELL,2022-09-19,12:45:00,65.4,98.1,1,2022-09-20 09:15:00,132.8,-67.4,1.982,-69.382,-311829.2134831461,Gap Outside ISL,4494.38202247191,-3.118292134831461,165.0,43.3,2022,9,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-1.5591460674157305
BANKNIFTY,41000,P,2022-09-22,2022-09-19 12:45:00,SELL,2022-09-19,13:00:00,382.9,773.15,1,2022-09-22 15:15:00,368.35,14.549999999999956,7.5125,7.037499999999954,8582.317073170676,Expiry Exit,1219.5121951219512,0.08582317073170675,773.15,120.0,2022,9,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.04291158536585338
BANKNIFTY,41000,C,2022-09-22,2022-09-19 13:45:00,SELL,2022-09-19,14:00:00,397.65,549.5,1,2022-09-20 09:15:00,549.5,-151.85000000000002,9.4715,-161.3215,-196733.53658536583,Initial SL Hit,1219.5121951219512,-1.9673353658536583,658.35,263.75,2022,9,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,-0.9836676829268292
NIFTY,17800,P,2022-09-22,2022-09-20 09:15:00,SELL,2022-09-20,09:45:00,104.2,156.3,1,2022-09-21 11:45:00,156.3,-52.10000000000001,2.605,-54.705000000000005,-245865.16853932588,Initial SL Hit,4494.38202247191,-2.4586516853932587,407.8,69.6,2022,9,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,-1.2293258426966294
BANKNIFTY,41000,C,2022-09-22,2022-09-21 12:45:00,SELL,2022-09-21,13:00:00,366.55,805.0,1,2022-09-22 14:45:00,1.0,365.55,3.6755,361.8745,441310.3658536585,Target Hit,1219.5121951219512,4.413103658536586,805.0,0.9,2022,9,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,2.206551829268293
NIFTY,17800,C,2022-09-22,2022-09-21 13:45:00,SELL,2022-09-21,14:15:00,82.55,123.825,1,2022-09-22 14:15:00,1.0,81.55,0.8355,80.7145,362761.797752809,Target Hit,4494.38202247191,3.62761797752809,193.0,0.45,2022,9,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,1.813808988764045
NIFTY,17600,C,2022-09-29,2022-09-26 12:45:00,SELL,2022-09-26,13:15:00,20.9,31.35,1,2022-09-29 09:15:00,1.0,19.9,0.219,19.681,89459.09090909091,Target Hit,4545.454545454545,0.8945909090909092,191.3,0.75,2022,9,"15, 5, 30m, 1.5% SL",20000000,10000000.0,8.0,0.4472954545454546
BANKNIFTY,40400,C,2022-09-29,2022-09-26 13:00:00,SELL,2022-09-26,13:15:00,52.25,301.9,1,2022-09-29 13:45:00,1.0,51.25,0.5325,50.7175,62769.183168316835,Target Hit,1237.6237623762377,0.6276918316831683,575.7,0.95,2022,9,"35, 4, 15m, 0% SL",20000000,10000000.0,5.0,0.31384591584158417
FINNIFTY,17300,C,2022-10-04,2022-09-29 12:45:00,SELL,2022-09-29,13:00:00,146.55,318.6,1,2022-09-30 12:30:00,318.6,-172.05,4.6515,-176.7015,-1532093.9306358383,Initial SL Hit,8670.520231213874,-15.320939306358381,347.15,40.0,2022,9,"35, 5, 15m, 0% SL",20000000,10000000.0,15.0,-7.660469653179191
FINNIFTY,17300,P,2022-10-04,2022-09-30 11:30:00,SELL,2022-09-30,11:45:00,112.55,395.35,1,2022-10-04 10:00:00,1.0,111.55,1.1355,110.4145,957351.1560693643,Target Hit,8670.520231213874,9.573511560693643,395.35,1.0,2022,9,"35, 5, 15m, 0% SL",20000000,10000000.0,15.0,4.786755780346821
NIFTY,16800,P,2022-10-06,2022-10-03 12:15:00,SELL,2022-10-03,12:45:00,54.95,82.42500000000001,1,2022-10-03 13:45:00,82.42500000000001,-27.47500000000001,1.37375,-28.84875000000001,-91583.32417500003,Initial SL Hit,3174.602857142857,-1.3737500000000002,215.0,45.8,2022,10,"15, 5, 30m, 1.5% SL",20000000,6666666.0,8.0,-0.4579166208750001
BANKNIFTY,37700,P,2022-10-06,2022-10-03 12:30:00,SELL,2022-10-03,12:45:00,188.9,604.5,1,2022-10-06 13:15:00,1.0,187.9,1.899,186.001,164457.10114933687,Target Hit,884.1732095490717,2.4668567639257293,725.0,0.8,2022,10,"35, 4, 15m, 0% SL",20000000,6666666.0,5.0,0.8222855057466844
FINNIFTY,17300,C,2022-10-04,2022-10-03 13:30:00,SELL,2022-10-03,13:45:00,124.4,365.0,1,2022-10-04 09:15:00,365.0,-240.6,4.894,-245.494,-1419040.3205236993,Initial SL Hit,5780.346242774566,-21.285606936416183,394.1,40.0,2022,10,"35, 5, 15m, 0% SL",20000000,6666666.0,15.0,-7.095201602618496
BANKNIFTY,37700,C,2022-10-06,2022-10-03 13:45:00,SELL,2022-10-03,14:00:00,697.45,1283.4,1,2022-10-04 09:15:00,1283.4,-585.95,19.8085,-605.7585,-535595.4371566314,Initial SL Hit,884.1732095490717,-8.033932360742707,1397.85,441.9,2022,10,"35, 4, 15m, 0% SL",20000000,6666666.0,5.0,-2.6779771857831567
NIFTY,16800,C,2022-10-06,2022-10-03 14:15:00,SELL,2022-10-03,14:45:00,186.4,279.6,1,2022-10-04 09:15:00,399.0,-212.6,5.854,-218.454,-693504.6925542856,Gap Outside ISL,3174.602857142857,-10.402571428571427,449.55,141.2,2022,10,"15, 5, 30m, 1.5% SL",20000000,6666666.0,8.0,-3.467523462771428
NIFTY,16800,P,2022-10-06,2022-10-04 11:15:00,SELL,2022-10-04,11:45:00,8.65,12.975,1,2022-10-06 09:15:00,1.0,7.65,0.0965,7.5535,23979.362681428567,Target Hit,3174.602857142857,0.3596904761904761,215.0,1.0,2022,10,"15, 5, 30m, 1.5% SL",20000000,6666666.0,8.0,0.11989681340714284
BANKNIFTY,39100,P,2022-10-13,2022-10-10 12:30:00,SELL,2022-10-10,12:45:00,292.3,731.05,1,2022-10-13 15:15:00,476.0,-183.7,7.683,-191.383,-163156.8464294118,Expiry Exit,852.5148337595908,-2.447352941176471,731.05,176.2,2022,10,"35, 4, 15m, 0% SL",20000000,6666666.0,5.0,-0.815784232147059
NIFTY,17300,C,2022-10-13,2022-10-10 12:45:00,SELL,2022-10-10,13:15:00,85.3,127.95,1,2022-10-13 12:15:00,1.0,84.3,0.863,83.437,257223.86637780347,Target Hit,3082.851329479769,3.85835838150289,171.85,0.95,2022,10,"15, 5, 30m, 1.5% SL",20000000,6666666.0,8.0,1.2861193318890174
BANKNIFTY,39100,C,2022-10-13,2022-10-11 10:15:00,SELL,2022-10-11,10:30:00,253.35,518.7,1,2022-10-13 14:45:00,1.0,252.35,2.5435,249.8065,212963.74681956522,Target Hit,852.5148337595908,3.1944565217391303,518.7,0.6,2022,10,"35, 4, 15m, 0% SL",20000000,6666666.0,5.0,1.0648187340978261
NIFTY,17300,C,2022-10-20,2022-10-17 12:15:00,SELL,2022-10-17,12:45:00,101.2,151.8,1,2022-10-18 09:15:00,237.95,-136.75,3.3915,-140.1415,-432035.40959028905,Gap Outside ISL,3082.851329479769,-6.480531791907516,241.85,49.5,2022,10,"15, 5, 30m, 1.5% SL",20000000,6666666.0,8.0,-2.1601770479514455
NIFTY,17300,P,2022-10-20,2022-10-17 12:15:00,SELL,2022-10-17,12:45:00,120.6,180.9,1,2022-10-20 13:45:00,1.0,119.6,1.216,118.384,364960.27178913297,Target Hit,3082.851329479769,5.474404624277457,249.95,0.4,2022,10,"15, 5, 30m, 1.5% SL",20000000,6666666.0,8.0,1.8248013589456649
BANKNIFTY,39400,P,2022-10-20,2022-10-17 12:30:00,SELL,2022-10-17,12:45:00,217.3,550.0,1,2022-10-20 14:30:00,1.0,216.3,2.1830000000000003,214.117,181148.03603071065,Target Hit,846.0236040609137,2.717220812182741,550.0,0.85,2022,10,"35, 4, 15m, 0% SL",20000000,6666666.0,5.0,0.9057401801535532
BANKNIFTY,39400,C,2022-10-20,2022-10-20 09:15:00,SELL,2022-10-20,09:30:00,670.0,1224.0,1,2022-10-20 15:15:00,698.75,-28.75,13.6875,-42.4375,-35903.12669733503,Expiry Exit,846.0236040609137,-0.5385469543147209,1224.0,275.0,2022,10,"35, 4, 15m, 0% SL",20000000,6666666.0,5.0,-0.17951563348667515
NIFTY,17300,C,2022-10-20,2022-10-20 11:15:00,SELL,2022-10-20,11:45:00,169.25,253.875,1,2022-10-20 14:45:00,253.875,-84.625,4.23125,-88.85625,-273930.60844508675,Initial SL Hit,3082.851329479769,-4.108959537572255,308.65,49.5,2022,10,"15, 5, 30m, 1.5% SL",20000000,6666666.0,8.0,-1.3696530422254336
FINNIFTY,18150,C,2022-10-25,2022-10-20 12:45:00,SELL,2022-10-20,13:00:00,76.25,197.9,1,2022-10-24 18:15:00,270.65,-194.4,3.469,-197.869,-1090187.2188049587,Gap Outside ISL,5509.64132231405,-16.352809917355373,290.0,62.4,2022,10,"35, 5, 15m, 0% SL",20000000,6666666.0,15.0,-5.450936094024794
FINNIFTY,18150,P,2022-10-25,2022-10-21 11:00:00,SELL,2022-10-21,11:15:00,70.0,274.45,1,2022-10-25 09:30:00,1.0,69.0,0.71,68.29,376253.4059008265,Target Hit,5509.64132231405,5.643801652892563,274.45,0.9,2022,10,"35, 5, 15m, 0% SL",20000000,6666666.0,15.0,1.8812670295041327
NIFTY,17600,P,2022-10-27,2022-10-25 11:15:00,SELL,2022-10-25,11:45:00,35.0,52.5,1,2022-10-27 13:45:00,1.0,34.0,0.36,33.64,101939.38374545454,Target Hit,3030.302727272727,1.529090909090909,179.7,0.85,2022,10,"15, 5, 30m, 1.5% SL",20000000,6666666.0,8.0,0.5096969187272727
BANKNIFTY,40400,P,2022-10-27,2022-10-25 11:15:00,SELL,2022-10-25,11:30:00,32.05,263.0,1,2022-10-27 14:15:00,1.0,31.05,0.3304999999999999,30.7195,25346.11957759901,Target Hit,825.0824257425743,0.38019183168316834,417.35,1.0,2022,10,"35, 4, 15m, 0% SL",20000000,6666666.0,5.0,0.12673059788799504
NIFTY,17600,C,2022-10-27,2022-10-27 11:45:00,SELL,2022-10-27,12:15:00,112.0,168.0,1,2022-10-27 15:15:00,136.65,-24.65000000000001,2.4865,-27.136500000000005,-82231.80995863638,Expiry Exit,3030.302727272727,-1.233477272727273,233.25,56.8,2022,10,"15, 5, 30m, 1.5% SL",20000000,6666666.0,8.0,-0.4111590497931819
FINNIFTY,18450,C,2022-11-01,2022-10-28 13:30:00,SELL,2022-10-28,13:45:00,32.05,118.75,1,2022-10-31 15:00:00,118.75,-86.7,1.5080000000000002,-88.208,-478092.0931121951,Initial SL Hit,5420.053658536585,-7.171382113821137,132.0,30.55,2022,10,"35, 5, 15m, 0% SL",20000000,6666666.0,15.0,-2.390460465560975
FINNIFTY,18450,P,2022-11-01,2022-10-31 10:00:00,SELL,2022-10-31,10:15:00,81.05,246.3,1,2022-11-01 10:30:00,1.0,80.05,0.8205,79.2295,429428.1413390244,Target Hit,5420.053658536585,6.441422764227642,246.3,0.95,2022,10,"35, 5, 15m, 0% SL",20000000,6666666.0,15.0,2.147140706695122
NIFTY,17750,P,2022-11-03,2022-10-31 12:15:00,SELL,2022-10-31,12:45:00,31.6,47.400000000000006,1,2022-11-03 10:45:00,1.0,30.6,0.326,30.274,90964.12235898591,Target Hit,3004.6945352112675,1.3644619718309858,138.05,1.0,2022,10,"15, 5, 30m, 1.5% SL",20000000,6666666.0,8.0,0.45482061179492955
BANKNIFTY,41200,C,2022-11-03,2022-10-31 12:30:00,SELL,2022-10-31,12:45:00,374.2,512.0,1,2022-11-01 09:30:00,512.0,-137.8,8.862,-146.662,-118658.56418592234,Initial SL Hit,809.0614077669903,-1.779878640776699,598.15,286.4,2022,10,"35, 4, 15m, 0% SL",20000000,6666666.0,5.0,-0.5932928209296117
BANKNIFTY,41200,P,2022-11-03,2022-10-31 12:45:00,SELL,2022-10-31,13:00:00,292.95,604.8,1,2022-11-03 15:00:00,1.0,291.95,2.9395,289.0105,233827.24198944174,Target Hit,809.0614077669903,3.507408980582524,604.8,0.5,2022,10,"35, 4, 15m, 0% SL",20000000,6666666.0,5.0,1.1691362099472087
BANKNIFTY,41200,C,2022-11-03,2022-11-01 15:15:00,SELL,2022-11-02,09:15:00,335.4,615.0,1,2022-11-03 15:15:00,97.15,238.25,4.3255,233.9245,189259.28528118934,Expiry Exit,809.0614077669903,2.8388895631067963,615.0,57.55,2022,11,"35, 4, 15m, 0% SL",20000000,6666666.0,5.0,0.9462964264059467
NIFTY,17750,C,2022-11-03,2022-11-02 12:15:00,SELL,2022-11-02,12:45:00,348.0,522.0,1,2022-11-03 15:15:00,302.1,45.89999999999998,6.501,39.39899999999998,118381.95999278867,Expiry Exit,3004.6945352112675,1.7757295774647879,437.15,121.15,2022,11,"15, 5, 30m, 1.5% SL",20000000,6666666.0,8.0,0.5919097999639433
FINNIFTY,18650,C,2022-11-07,2022-11-03 13:15:00,SELL,2022-11-03,13:30:00,95.4,179.0,1,2022-11-07 15:15:00,89.35,6.050000000000011,1.8475,4.202500000000011,22533.509810992018,Expiry Exit,5361.929758713137,0.33800268096514835,191.25,5.55,2022,11,"35, 5, 15m, 0% SL",20000000,6666666.0,15.0,0.1126675490549601
FINNIFTY,18650,P,2022-11-07,2022-11-03 14:15:00,SELL,2022-11-03,14:30:00,140.0,264.65,1,2022-11-07 15:00:00,1.0,139.0,1.41,137.59,737747.9155013405,Target Hit,5361.929758713137,11.066219839142091,264.65,0.05,2022,11,"35, 5, 15m, 0% SL",20000000,6666666.0,15.0,3.6887395775067024
BANKNIFTY,41300,P,2022-11-10,2022-11-07 12:45:00,SELL,2022-11-07,13:00:00,174.45,468.65,1,2022-11-10 14:45:00,1.0,173.45,1.7545,171.69549999999998,138575.85377760287,Target Hit,807.102421307506,2.0786380145278445,468.65,0.8,2022,11,"35, 4, 15m, 0% SL",20000000,6666666.0,5.0,0.6928792688880143
NIFTY,18050,P,2022-11-10,2022-11-07 13:15:00,SELL,2022-11-07,13:45:00,56.75,85.125,1,2022-11-10 15:15:00,21.5,35.25,0.7825,34.4675,101843.0184398892,Expiry Exit,2954.7550138504157,1.527645429362881,134.0,9.0,2022,11,"15, 5, 30m, 1.5% SL",20000000,6666666.0,8.0,0.5092150921994459
BANKNIFTY,41300,C,2022-11-10,2022-11-10 10:00:00,SELL,2022-11-10,10:15:00,241.9,678.0,1,2022-11-10 15:15:00,304.8,-62.900000000000006,5.4670000000000005,-68.367,-55179.17123753027,Expiry Exit,807.102421307506,-0.8276876513317192,678.0,88.5,2022,11,"35, 4, 15m, 0% SL",20000000,6666666.0,5.0,-0.27589585618765133
NIFTY,18050,C,2022-11-10,2022-11-10 10:15:00,SELL,2022-11-10,10:45:00,24.1,36.150000000000006,1,2022-11-10 11:15:00,36.150000000000006,-12.050000000000004,0.6025,-12.652500000000003,-37385.0378127424,Initial SL Hit,2954.7550138504157,-0.5607756232686982,260.4,21.25,2022,11,"15, 5, 30m, 1.5% SL",20000000,6666666.0,8.0,-0.18692518906371197
NIFTY,18050,C,2022-11-10,2022-11-10 11:45:00,SELL,2022-11-10,12:15:00,13.75,20.625,1,2022-11-10 14:45:00,1.0,12.75,0.1475,12.6025,37237.300062049864,Target Hit,2954.7550138504157,0.5585595567867037,260.4,0.2,2022,11,"15, 5, 30m, 1.5% SL",20000000,6666666.0,8.0,0.18618650031024933
FINNIFTY,18800,C,2022-11-15,2022-11-10 13:30:00,SELL,2022-11-10,13:45:00,36.2,127.9,1,2022-11-11 09:15:00,127.9,-91.7,1.6410000000000002,-93.341,-496494.6312015957,Initial SL Hit,5319.148404255319,-7.447420212765957,182.25,32.15,2022,11,"35, 5, 15m, 0% SL",20000000,6666666.0,15.0,-2.4824731560079787
FINNIFTY,18800,P,2022-11-15,2022-11-11 10:30:00,SELL,2022-11-11,10:45:00,73.4,315.75,1,2022-11-15 12:15:00,1.0,72.4,0.7440000000000001,71.656,381148.8980553192,Target Hit,5319.148404255319,5.7172340425531925,315.75,0.7,2022,11,"35, 5, 15m, 0% SL",20000000,6666666.0,15.0,1.9057444902765959
NIFTY,18250,P,2022-11-17,2022-11-14 12:15:00,SELL,2022-11-14,12:45:00,46.95,70.42500000000001,1,2022-11-17 12:45:00,1.0,45.95,0.4795,45.4705,132881.81319583562,Target Hit,2922.3741369863014,1.993227397260274,134.95,0.95,2022,11,"15, 5, 30m, 1.5% SL",20000000,6666666.0,8.0,0.6644090659791781
BANKNIFTY,42200,C,2022-11-17,2022-11-14 12:30:00,SELL,2022-11-14,12:45:00,196.1,427.0,1,2022-11-16 13:30:00,427.0,-230.9,6.231000000000001,-237.131,-187307.2482518957,Initial SL Hit,789.889336492891,-2.809609004739336,430.0,178.4,2022,11,"35, 4, 15m, 0% SL",20000000,6666666.0,5.0,-0.9365362412594785
BANKNIFTY,42200,P,2022-11-17,2022-11-14 12:45:00,SELL,2022-11-14,13:00:00,323.75,450.9,1,2022-11-17 14:30:00,1.0,322.75,3.2475,319.5025,252371.6177328199,Target Hit,789.889336492891,3.7855746445497633,450.9,0.75,2022,11,"35, 4, 15m, 0% SL",20000000,6666666.0,5.0,1.2618580886640995
