Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Trade Month,Index,Allocation,Portfolio,ROI% PF
2017-03-01 11:15:00,LONG,2017-03-01 12:15:00,8936.75,8927.35,8927.35,2017-03-01 12:15:00,8927.35,-9.399999999999636,-12.972819999999636,-9080.973999999746,Initial SL hit,700,1,-0.1452955839999959,2017,3,NIFTY,6250000,18750000.0,-0.04843186133333197
2017-03-01 12:15:00,LONG,2017-03-01 13:15:00,28950.23,28917.73,28917.73,2017-03-02 14:15:00,28917.73,-32.5,-38.286796,-8423.09512,Initial SL hit,220,1,-0.13476952192,2017,3,SENSEX,6250000,18750000.0,-0.044923173973333334
2017-03-01 13:15:00,LONG,2017-03-01 14:15:00,8942.45,8927.7,8930.06875,2017-03-02 14:15:00,8927.7,-14.75,-18.32403,-12826.821,Initial SL hit,700,1,-0.2052291359999999,2017,3,NIFTY,6250000,18750000.0,-0.06840971200000001
2017-03-02 15:15:00,LONG,2017-03-03 09:15:00,28841.04,28784.31,28784.31,2017-03-03 09:15:00,28784.31,-56.72999999999956,-62.49253499999956,-13748.357699999904,Initial SL Hit,220,1,-0.2199737231999984,2017,3,SENSEX,6250000,18750000.0,-0.0733245743999995
2017-03-03 12:15:00,LONG,2017-03-03 13:15:00,28761.13,28716.21,28920.663541666665,2017-03-08 10:15:00,28866.1,104.96999999999753,99.20727699999752,21825.60093999946,TSL Hit,220,1,0.3492096150399913,2017,3,SENSEX,6250000,18750000.0,0.11640320501333046
2017-03-06 09:15:00,LONG,2017-03-06 10:15:00,8960.25,8914.0,8927.73125,2017-03-08 10:15:00,8914.0,-46.25,-49.82485,-34877.395,Initial SL hit,700,1,-0.55803832,2017,3,NIFTY,6250000,18750000.0,-0.1860127733333333
2017-03-08 11:15:00,LONG,2017-03-08 12:15:00,28867.52,28815.48,28815.48,2017-03-09 09:15:00,28815.48,-52.04000000000087,-57.80830000000087,-12717.826000000192,Initial SL Hit,220,1,-0.203485216000003,2017,3,SENSEX,6250000,18750000.0,-0.06782840533333435
2017-03-08 14:15:00,LONG,2017-03-08 15:15:00,20687.15,20628.2,20634.411111111112,2017-03-09 09:15:00,20628.2,-58.95000000000073,-63.08153500000073,-18924.46050000022,Initial SL hit,300,1,-0.3027913680000035,2017,3,BANKNIFTY,6250000,18750000.0,-0.10093045600000117
2017-03-09 10:15:00,LONG,2017-03-09 11:15:00,20705.35,20662.45,20662.45,2017-03-09 12:15:00,20662.45,-42.89999999999782,-47.03677999999782,-14111.033999999345,Initial SL hit,300,1,-0.2257765439999895,2017,3,BANKNIFTY,6250000,18750000.0,-0.0752588479999965
2017-03-09 12:15:00,LONG,2017-03-09 13:15:00,8915.2,8905.6,8905.6,2017-03-09 13:15:00,8905.6,-9.600000000000364,-13.164160000000363,-9214.912000000257,Initial SL Hit,700,1,-0.147438592000004,2017,3,NIFTY,6250000,18750000.0,-0.0491461973333347
2017-03-09 12:15:00,LONG,2017-03-09 13:15:00,28892.97,28855.87,28855.87,2017-03-09 13:15:00,28855.87,-37.10000000000218,-42.87488400000218,-9432.47448000048,Initial SL Hit,220,1,-0.1509195916800076,2017,3,SENSEX,6250000,18750000.0,-0.05030653056000255
2017-03-09 13:15:00,LONG,2017-03-09 14:15:00,20697.8,20649.9,20684.36111111111,2017-03-10 13:15:00,20649.9,-47.89999999999782,-52.03476999999782,-15610.430999999346,Initial SL hit,300,1,-0.2497668959999895,2017,3,BANKNIFTY,6250000,18750000.0,-0.08325563199999651
2017-03-10 11:15:00,LONG,2017-03-10 12:15:00,8941.8,8927.85,8927.85,2017-03-10 13:15:00,8927.85,-13.949999999998909,-17.52392999999891,-12266.750999999236,Initial SL hit,700,1,-0.1962680159999878,2017,3,NIFTY,6250000,18750000.0,-0.06542267199999593
2017-03-14 10:15:00,LONG,2017-03-14 11:15:00,21180.85,21119.35,21119.35,2017-03-14 12:15:00,21119.35,-61.5,-65.73002,-19719.006,Initial SL hit,300,1,-0.3155040959999999,2017,3,BANKNIFTY,6250000,18750000.0,-0.10516803200000001
2017-03-14 10:15:00,LONG,2017-03-14 11:15:00,29457.92,29413.1,29413.1,2017-03-14 11:15:00,29413.1,-44.81999999999971,-50.70710199999971,-10648.491419999938,Initial SL hit,210,1,-0.170375862719999,2017,3,SENSEX,6250000,18750000.0,-0.05679195423999968
2017-03-14 12:15:00,LONG,2017-03-14 13:15:00,29433.77,29396.05,29396.05,2017-03-14 14:15:00,29396.05,-37.72000000000117,-43.60298200000116,-9156.626220000244,Initial SL hit,210,1,-0.1465060195200039,2017,3,SENSEX,6250000,18750000.0,-0.0488353398400013
2017-03-14 12:15:00,LONG,2017-03-14 13:15:00,9082.9,9072.2,9072.2,2017-03-14 14:15:00,9072.2,-10.699999999998909,-14.331019999998908,-10031.713999999236,Initial SL hit,700,1,-0.1605074239999877,2017,3,NIFTY,6250000,18750000.0,-0.05350247466666259
2017-03-14 15:15:00,LONG,2017-03-15 09:15:00,21116.2,21059.7,21192.53888888889,2017-03-17 09:15:00,21183.4,67.20000000000073,62.97004000000073,18891.012000000217,TSL Hit,300,1,0.3022561920000035,2017,3,BANKNIFTY,6250000,18750000.0,0.10075206400000115
2017-03-14 15:15:00,LONG,2017-03-15 09:15:00,9091.9,9073.2,9111.17375,2017-03-21 11:15:00,9104.3,12.399999999999636,8.760759999999637,5913.512999999755,TSL Hit,675,1,0.094616207999996,2017,3,NIFTY,6250000,18750000.0,0.03153873599999869
2017-03-15 12:15:00,LONG,2017-03-15 13:15:00,29444.32,29416.93,29416.93,2017-03-15 13:15:00,29416.93,-27.389999999999414,-33.27612499999942,-6987.986249999878,Initial SL hit,210,1,-0.111807779999998,2017,3,SENSEX,6250000,18750000.0,-0.037269259999999346
2017-03-16 11:15:00,LONG,2017-03-16 12:15:00,29545.19,29506.86,29506.86,2017-03-20 09:15:00,29506.86,-38.32999999999811,-44.23520499999811,-9289.393049999604,Initial SL hit,210,1,-0.1486302887999936,2017,3,SENSEX,6250000,18750000.0,-0.049543429599997885
2017-03-17 11:15:00,LONG,2017-03-17 12:15:00,21179.3,21127.95,21127.95,2017-03-20 09:15:00,21127.95,-51.34999999999855,-55.580724999998544,-16674.217499999562,Initial SL Hit,300,1,-0.2667874799999929,2017,3,BANKNIFTY,6250000,18750000.0,-0.08892915999999766
2017-03-20 10:15:00,LONG,2017-03-20 11:15:00,21132.6,21086.35,21086.35,2017-03-21 09:15:00,21086.35,-46.25,-50.471895,-15141.5685,Initial SL Hit,300,1,-0.242265096,2017,3,BANKNIFTY,6250000,18750000.0,-0.08075503199999999
2017-03-20 10:15:00,LONG,2017-03-20 11:15:00,29523.4,29490.43,29490.43,2017-03-20 11:15:00,29490.43,-32.970000000001164,-38.87138300000117,-8162.990430000245,Initial SL hit,210,1,-0.1306078468800039,2017,3,SENSEX,6250000,18750000.0,-0.043535948960001306
2017-03-20 12:15:00,LONG,2017-03-20 13:15:00,29523.47,29492.85,29492.85,2017-03-20 13:15:00,29492.85,-30.62000000000262,-36.52163200000262,-7669.54272000055,Initial SL hit,210,1,-0.1227126835200087,2017,3,SENSEX,6250000,18750000.0,-0.04090422784000293
2017-03-20 14:15:00,LONG,2017-03-20 15:15:00,29516.1,29485.18,29485.18,2017-03-21 10:15:00,29485.18,-30.919999999998254,-36.820127999998256,-7732.226879999634,Initial SL hit,210,1,-0.1237156300799941,2017,3,SENSEX,6250000,18750000.0,-0.04123854335999805
2017-03-21 12:15:00,LONG,2017-03-21 13:15:00,9105.95,9087.8,9087.8,2017-03-21 13:15:00,9087.8,-18.15000000000145,-21.788750000001457,-14707.406250000984,Initial SL Hit,675,1,-0.2353185000000157,2017,3,NIFTY,6250000,18750000.0,-0.07843950000000526
2017-03-21 12:15:00,LONG,2017-03-21 13:15:00,29432.01,29382.32,29382.32,2017-03-21 13:15:00,29382.32,-49.68999999999869,-55.57143299999869,-11670.000929999724,Initial SL Hit,210,1,-0.1867200148799956,2017,3,SENSEX,6250000,18750000.0,-0.06224000495999853
2017-03-21 12:15:00,LONG,2017-03-21 13:15:00,21028.7,20980.55,20980.55,2017-03-21 13:15:00,20980.55,-48.150000000001455,-52.35092500000145,-15705.277500000437,Initial SL Hit,300,1,-0.251284440000007,2017,3,BANKNIFTY,6250000,18750000.0,-0.08376148000000233
2017-03-21 14:15:00,LONG,2017-03-21 15:15:00,29499.12,29408.08,29445.176666666663,2017-03-22 09:15:00,29286.11,-213.0099999999984,-218.8885229999984,-45966.58982999966,Gap Open Outside ISL,210,1,-0.7354654372799946,2017,3,SENSEX,6250000,18750000.0,-0.24515514575999822
2017-03-21 14:15:00,LONG,2017-03-21 15:15:00,9125.65,9097.05,9097.05,2017-03-22 09:15:00,9047.6,-78.04999999999927,-81.68464999999927,-55137.1387499995,Gap Open Outside ISL,675,1,-0.882194219999992,2017,3,NIFTY,6250000,18750000.0,-0.2940647399999974
2017-03-21 14:15:00,LONG,2017-03-21 15:15:00,21027.65,20967.0,20967.0,2017-03-22 09:15:00,20816.05,-211.60000000000215,-215.78437000000216,-64735.311000000656,Gap Open Outside ISL,300,1,-1.0357649760000105,2017,3,BANKNIFTY,6250000,18750000.0,-0.3452549920000035
2017-03-22 10:15:00,LONG,2017-03-22 11:15:00,29263.82,29219.59,29219.59,2017-03-22 14:15:00,29219.59,-44.22999999999956,-50.07834099999956,-10516.451609999907,Initial SL Hit,210,1,-0.1682632257599985,2017,3,SENSEX,6250000,18750000.0,-0.05608774191999951
2017-03-22 11:15:00,LONG,2017-03-22 12:15:00,20863.75,20827.0,20827.0,2017-03-22 14:15:00,20827.0,-36.75,-40.919075,-12275.7225,Initial SL Hit,300,1,-0.1964115599999999,2017,3,BANKNIFTY,6250000,18750000.0,-0.06547052
2017-03-23 13:15:00,LONG,2017-03-23 14:15:00,29270.31,29241.88,29448.46875,2017-03-24 12:15:00,29434.5,164.1899999999987,158.31951899999868,33247.09898999972,TSL Hit,210,1,0.5319535838399956,2017,3,SENSEX,6250000,18750000.0,0.17731786127999852
2017-03-24 13:15:00,LONG,2017-03-24 14:15:00,29505.26,29423.76,29423.76,2017-03-24 14:15:00,29423.76,-81.5,-87.392902,-18352.50942,Initial SL Hit,210,1,-0.29364015072,2017,3,SENSEX,6250000,18750000.0,-0.09788005023999999
2017-03-27 12:15:00,LONG,2017-03-27 13:15:00,29211.4,29163.54,29742.813958333336,2017-04-07 14:15:00,29695.5,484.09999999999854,478.20930999999854,100423.95509999969,TSL Hit,210,1,1.606783281599995,2017,3,SENSEX,6250000,18750000.0,0.5355944271999983
2017-03-28 09:15:00,LONG,2017-03-28 10:15:00,9096.9,9080.8,9080.8,2017-03-28 14:15:00,9080.8,-16.100000000000364,-19.735540000000363,-13321.489500000243,Initial SL hit,675,1,-0.2131438320000039,2017,3,NIFTY,6250000,18750000.0,-0.0710479440000013
2017-03-28 10:15:00,LONG,2017-03-28 11:15:00,21228.65,21171.9,21466.50277777778,2017-03-31 14:15:00,21440.7,212.04999999999927,207.78306499999928,62334.919499999785,TSL Hit,300,1,0.9973587119999966,2017,3,BANKNIFTY,6250000,18750000.0,0.3324529039999989
2017-03-29 10:15:00,LONG,2017-03-29 11:15:00,9126.1,9117.95,9117.95,2017-03-29 14:15:00,9117.95,-8.149999999999636,-11.798809999999635,-7964.196749999755,Initial SL hit,675,1,-0.127427147999996,2017,3,NIFTY,6250000,18750000.0,-0.0424757159999987
2017-03-29 15:15:00,LONG,2017-03-30 09:15:00,9153.15,9143.1,9143.1,2017-03-30 09:15:00,9143.1,-10.049999999999272,-13.709249999999273,-9253.743749999509,Initial SL hit,675,1,-0.1480598999999921,2017,3,NIFTY,6250000,18750000.0,-0.04935329999999738
2017-03-30 12:15:00,LONG,2017-03-30 13:15:00,9157.85,9148.55,9148.55,2017-03-30 13:15:00,9148.55,-9.300000000001091,-12.961280000001093,-8748.864000000738,Initial SL hit,675,1,-0.1399818240000118,2017,3,NIFTY,6250000,18750000.0,-0.04666060800000394
2017-03-30 14:15:00,LONG,2017-03-30 15:15:00,9181.6,9145.95,9213.715,2017-04-07 14:15:00,9193.75,12.149999999999636,8.474929999999636,5720.577749999755,TSL Hit,675,1,0.091529243999996,2017,3,NIFTY,6250000,18750000.0,0.030509747999998692
2017-04-03 10:15:00,LONG,2017-04-03 11:15:00,21493.35,21429.25,21575.46388888889,2017-04-06 12:15:00,21564.1,70.75,66.444255,18936.612675,TSL Hit,285,1,0.3029858028,2017,4,BANKNIFTY,6250000,18750000.0,0.10099526760000001
2017-04-06 13:15:00,LONG,2017-04-06 14:15:00,21604.15,21560.95,21560.95,2017-04-06 14:15:00,21560.95,-43.20000000000073,-47.51651000000073,-13542.205350000208,Initial SL Hit,285,1,-0.2166752856000033,2017,4,BANKNIFTY,6250000,18750000.0,-0.0722250952000011
2017-04-07 09:15:00,LONG,2017-04-07 10:15:00,21607.4,21514.6,21514.6,2017-04-07 14:15:00,21514.6,-92.80000000000292,-97.11220000000291,-27676.977000000832,Initial SL Hit,285,1,-0.4428316320000133,2017,4,BANKNIFTY,6250000,18750000.0,-0.14761054400000442
2017-04-10 10:15:00,LONG,2017-04-10 11:15:00,21498.55,21431.65,21692.286111111112,2017-04-13 14:15:00,21678.1,179.54999999999927,175.23233499999927,49941.21547499979,TSL Hit,285,1,0.7990594475999967,2017,4,BANKNIFTY,6250000,18750000.0,0.26635314919999886
2017-04-10 13:15:00,LONG,2017-04-10 14:15:00,29665.99,29601.5,29601.5,2017-04-10 14:15:00,29601.5,-64.4900000000016,-70.4167490000016,-14787.517290000336,Initial SL Hit,210,1,-0.2366002766400054,2017,4,SENSEX,6250000,18750000.0,-0.07886675888000179
2017-04-11 12:15:00,LONG,2017-04-11 13:15:00,29777.61,29724.57,29724.57,2017-04-12 09:15:00,29724.57,-53.04000000000087,-58.99021800000087,-12387.945780000184,Initial SL Hit,210,1,-0.1982071324800029,2017,4,SENSEX,6250000,18750000.0,-0.06606904416000098
2017-04-12 11:15:00,LONG,2017-04-12 12:15:00,29653.8,29597.21,29597.21,2017-04-12 14:15:00,29597.21,-56.59000000000015,-62.51510100000014,-13128.17121000003,Initial SL Hit,210,1,-0.2100507393600004,2017,4,SENSEX,6250000,18750000.0,-0.07001691312000016
2017-04-13 10:15:00,LONG,2017-04-13 11:15:00,29609.69,29576.35,29576.35,2017-04-13 11:15:00,29576.35,-33.340000000000146,-39.25860400000015,-8244.30684000003,Initial SL Hit,210,1,-0.1319089094400004,2017,4,SENSEX,6250000,18750000.0,-0.043969636480000164
2017-04-13 15:15:00,LONG,2017-04-17 09:15:00,21711.6,21665.0,21665.0,2017-04-17 09:15:00,21665.0,-46.59999999999855,-50.937659999998544,-14517.233099999585,Initial SL Hit,285,1,-0.2322757295999933,2017,4,BANKNIFTY,6250000,18750000.0,-0.07742524319999779
2017-04-17 14:15:00,LONG,2017-04-17 15:15:00,21649.75,21599.75,21728.05277777778,2017-04-18 14:15:00,21682.9,33.150000000001455,28.81673500000145,8212.769475000414,TSL Hit,285,1,0.1314043116000066,2017,4,BANKNIFTY,6250000,18750000.0,0.04380143720000221
2017-04-18 15:15:00,LONG,2017-04-19 09:15:00,21695.1,21651.5,21651.5,2017-04-19 09:15:00,21651.5,-43.59999999999855,-47.934659999998544,-13661.378099999583,Initial SL Hit,285,1,-0.2185820495999933,2017,4,BANKNIFTY,6250000,18750000.0,-0.07286068319999778
2017-04-19 10:15:00,LONG,2017-04-19 11:15:00,21613.7,21560.95,21560.95,2017-04-19 11:15:00,21560.95,-52.75,-57.067465,-16264.227525,Initial SL Hit,285,1,-0.2602276403999999,2017,4,BANKNIFTY,6250000,18750000.0,-0.0867425468
2017-04-19 14:15:00,LONG,2017-04-19 15:15:00,21582.7,21470.2,21470.2,2017-04-20 09:15:00,21437.55,-145.15000000000146,-149.45202500000147,-42593.82712500042,Gap Open Outside ISL,285,1,-0.6815012340000067,2017,4,BANKNIFTY,6250000,18750000.0,-0.22716707800000221
2017-04-20 10:15:00,LONG,2017-04-20 11:15:00,21539.3,21443.6,21443.6,2017-04-21 12:15:00,21443.6,-95.70000000000071,-99.99829000000072,-28499.512650000204,Initial SL Hit,285,1,-0.4559922024000033,2017,4,BANKNIFTY,6250000,18750000.0,-0.1519974008000011
2017-04-24 10:15:00,LONG,2017-04-24 11:15:00,9166.95,9153.8,9312.7975,2017-05-03 11:15:00,9309.1,142.14999999999964,138.45478999999963,93456.98324999976,TSL Hit,675,1,1.495311731999996,2017,4,NIFTY,6250000,18750000.0,0.49843724399999867
2017-04-24 10:15:00,LONG,2017-04-24 11:15:00,21737.15,21683.55,22215.82777777778,2017-04-28 09:15:00,22206.05,468.8999999999978,464.5056799999978,132384.1187999994,TSL Hit,285,1,2.1181459007999903,2017,4,BANKNIFTY,6250000,18750000.0,0.7060486335999968
2017-04-25 09:15:00,LONG,2017-04-25 10:15:00,29841.39,29780.84,29912.64520833333,2017-05-03 14:15:00,29892.39,51.0,45.026622,9455.59062,TSL Hit,210,1,0.15128944992,2017,4,SENSEX,6250000,18750000.0,0.05042981664
