Previous Day,Day High,Day Low,Daily Range,Current Day Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Max High,Min Low,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year
2017-12-06,10104.15,10033.7,70.44999999999891,10063.45,125%,10151.512499999999,9975.387500000003,high,10050,2017-12-07,0,NIFTY17120710050PE,PE,2017-12-07 14:54:00,,2017-12-07 15:30:00,,3.6,0.05,EOD Closing,,,,8059.701492537313,,,,,2017
2017-12-11,10328.85,10282.1,46.75,10324.9,125%,10383.3375,10266.4625,low,10300,2017-12-14,2,NIFTY17121410300CE,CE,2017-12-12 11:09:00,,2017-12-12 15:30:00,,3.6,0.05,EOD Closing,,,,7864.077669902913,,,,,2017
2017-12-15,10373.05,10321.45,51.599999999998545,10263.1,125%,10327.599999999999,10198.600000000002,high,10250,2017-12-21,3,NIFTY17122110250PE,PE,2017-12-18 09:53:00,,2017-12-18 15:30:00,,3.6,0.05,EOD Closing,,,,7902.4390243902435,,,,,2017
2017-12-15,10373.05,10321.45,51.599999999998545,10263.1,125%,10327.599999999999,10198.600000000002,low,10250,2017-12-21,3,NIFTY17122110250CE,CE,2017-12-18 09:15:00,,2017-12-18 10:05:00,,3.6,0.05,SL Hit,,,,7902.4390243902435,,,,,2017
2017-12-29,10538.2,10490.15,48.05000000000109,10531.7,125%,10591.762500000003,10471.637499999999,low,10550,2018-01-04,3,NIFTY1810410550CE,CE,2018-01-01 14:58:00,,2018-01-01 15:30:00,,3.6,0.05,EOD Closing,,,,7677.725118483412,,,,,2018
2018-01-11,10664.2,10612.6,51.600000000000364,10682.55,125%,10747.05,10618.05,low,10700,2018-01-18,6,NIFTY1811810700CE,CE,2018-01-12 12:35:00,,2018-01-12 14:21:00,,3.6,0.05,SL Hit,,,,7570.093457943925,,,,,2018
2018-01-16,10762.35,10688.15,74.20000000000073,10702.45,125%,10795.2,10609.7,high,10700,2018-01-18,1,NIFTY1811810700PE,PE,2018-01-17 15:11:00,,2018-01-17 15:30:00,,3.6,0.05,EOD Closing,,,,7570.093457943925,,,,,2018
2018-01-24,11109.6,11046.25,63.350000000000364,11095.6,125%,11174.7875,11016.4125,low,11100,2018-01-25,0,NIFTY18JAN11100CE,CE,2018-01-25 13:34:00,1.95,2018-01-25 15:30:00,0.1,9.5,0.05,EOD Closing,1.8499999999999999,0.020499999999999997,1.8295,7297.2972972972975,13500.0,13350.405405405405,0.15,0.14833783783783785,2018
2018-01-31,11058.15,10979.4,78.75,11044.55,125%,11142.9875,10946.1125,low,11050,2018-02-01,0,NIFTY1820111050CE,CE,2018-02-01 12:41:00,,2018-02-01 13:11:00,,9.5,0.05,SL Hit,,,,7330.316742081448,,,,,2018
2018-02-05,10702.4,10588.3,114.10000000000036,10295.15,125%,10437.775,10152.525,high,10300,2018-02-08,2,NIFTY1820810300PE,PE,2018-02-06 13:39:00,,2018-02-06 13:40:00,,9.5,0.05,SL Hit,,,,7864.077669902913,,,,,2018
2018-02-12,10528.05,10513.65,14.399999999999636,10585.75,125%,10603.75,10567.75,low,10600,2018-02-15,1,NIFTY1821510600CE,CE,2018-02-14 09:16:00,,2018-02-14 09:17:00,,9.5,0.05,SL Hit,,,,7641.509433962264,,,,,2018
2018-02-15,10617.85,10511.8,106.05000000000109,10596.2,125%,10728.762500000003,10463.637499999999,low,10600,2018-02-22,6,NIFTY18FEB10600CE,CE,2018-02-16 13:55:00,35.75,2018-02-16 15:30:00,27.85,41.0,25.65,EOD Closing,7.899999999999999,0.636,7.2639999999999985,7641.509433962264,60367.924528301875,55507.924528301875,0.670754716981132,0.616754716981132,2018
2018-02-22,10397.45,10341.6,55.850000000000364,10408.1,125%,10477.9125,10338.2875,high,10400,2018-03-01,6,NIFTY1830110400PE,PE,2018-02-23 13:15:00,,2018-02-23 15:30:00,,41.0,25.65,EOD Closing,,,,7788.461538461538,,,,,2018
2018-03-01,10525.3,10448.6,76.69999999999891,10428.3,125%,10524.174999999997,10332.425000000001,low,10450,2018-03-08,3,NIFTY1830810450CE,CE,2018-03-05 12:33:00,,2018-03-05 15:30:00,,41.0,25.65,EOD Closing,,,,7751.196172248804,,,,,2018
2018-03-05,10428.3,10324.2,104.09999999999854,10420.5,125%,10550.624999999998,10290.375000000002,low,10400,2018-03-08,2,NIFTY1830810400CE,CE,2018-03-06 15:01:00,,2018-03-06 15:30:00,,41.0,25.65,EOD Closing,,,,7788.461538461538,,,,,2018
2018-03-09,10296.7,10212.05,84.65000000000146,10301.6,125%,10407.412500000002,10195.787499999999,high,10300,2018-03-15,3,NIFTY1831510300PE,PE,2018-03-12 15:00:00,,2018-03-12 15:30:00,,41.0,25.65,EOD Closing,,,,7864.077669902913,,,,,2018
2018-03-15,10419.9,10346.25,73.64999999999964,10345.15,125%,10437.2125,10253.0875,low,10350,2018-03-22,6,NIFTY1832210350CE,CE,2018-03-16 13:20:00,,2018-03-16 15:30:00,,41.0,25.65,EOD Closing,,,,7826.086956521739,,,,,2018
2018-03-23,10027.0,9952.1,74.89999999999964,9989.15,125%,10082.775,9895.525,high,10000,2018-03-28,2,NIFTY18MAR10000PE,PE,2018-03-26 13:52:00,23.2,2018-03-26 15:30:00,14.95,26.75,14.6,EOD Closing,8.25,0.3815,7.8685,8100.0,66825.0,63734.85,0.7425,0.708165,2018
2018-04-04,10274.6,10240.15,34.45000000000073,10228.45,125%,10271.5125,10185.3875,high,10250,2018-04-05,0,NIFTY1840510250PE,PE,2018-04-05 10:15:00,,2018-04-05 15:30:00,,26.75,14.6,EOD Closing,,,,7902.4390243902435,,,,,2018
2018-04-10,10424.65,10381.7,42.94999999999891,10428.15,125%,10481.837499999998,10374.462500000001,low,10450,2018-04-12,1,NIFTY1841210450CE,CE,2018-04-11 09:45:00,,2018-04-11 15:30:00,,26.75,14.6,EOD Closing,,,,7751.196172248804,,,,,2018
2018-04-13,10519.8,10451.65,68.14999999999964,10398.3,125%,10483.4875,10313.1125,high,10400,2018-04-19,3,NIFTY1841910400PE,PE,2018-04-16 13:00:00,,2018-04-16 15:30:00,,26.75,14.6,EOD Closing,,,,7788.461538461538,,,,,2018
2018-04-19,10572.15,10546.4,25.75,10560.35,125%,10592.5375,10528.1625,low,10550,2018-04-26,6,NIFTY18APR10550CE,CE,2018-04-20 13:08:00,48.1,2018-04-20 15:20:00,72.05,74.7,47.4,SL Hit,-23.949999999999996,1.2015,-25.151499999999995,7677.725118483412,-183881.5165876777,-193106.3033175355,-2.043127962085308,-2.145625592417061,2018
2018-04-30,10758.9,10705.75,53.149999999999636,10783.85,125%,10850.2875,10717.4125,low,10800,2018-05-03,1,NIFTY1850310800CE,CE,2018-05-02 14:28:00,,2018-05-02 15:30:00,,74.7,47.4,EOD Closing,,,,7500.0,,,,,2018
2018-05-03,10720.15,10647.55,72.60000000000036,10700.45,125%,10791.2,10609.7,low,10700,2018-05-10,6,NIFTY1851010700CE,CE,2018-05-04 14:44:00,,2018-05-04 15:30:00,,74.7,47.4,EOD Closing,,,,7570.093457943925,,,,,2018
2018-05-14,10834.55,10774.9,59.649999999999636,10812.6,125%,10887.1625,10738.0375,high,10800,2018-05-17,2,NIFTY1851710800PE,PE,2018-05-15 09:53:00,,2018-05-15 15:30:00,,74.7,47.4,EOD Closing,,,,7500.0,,,,,2018
2018-05-18,10672.0,10589.35,82.64999999999964,10616.7,125%,10720.0125,10513.3875,low,10600,2018-05-24,3,NIFTY1852410600CE,CE,2018-05-21 14:13:00,,2018-05-21 15:30:00,,74.7,47.4,EOD Closing,,,,7641.509433962264,,,,,2018
2018-05-22,10558.6,10490.75,67.85000000000036,10521.1,125%,10605.9125,10436.2875,low,10500,2018-05-24,1,NIFTY1852410500CE,CE,2018-05-23 15:04:00,,2018-05-23 15:30:00,,74.7,47.4,EOD Closing,,,,7714.285714285715,,,,,2018
2018-05-25,10538.4,10529.45,8.949999999998909,10648.35,125%,10659.537499999999,10637.162500000002,high,10650,2018-05-31,3,NIFTY18MAY10650PE,PE,2018-05-28 09:20:00,37.9,2018-05-28 15:30:00,32.3,42.6,25.25,EOD Closing,5.600000000000001,0.7019999999999998,4.8980000000000015,7605.633802816901,42591.549295774654,37252.39436619719,0.47323943661971835,0.4139154929577466,2018
2018-06-01,10764.65,10681.7,82.94999999999891,10765.95,125%,10869.637499999999,10662.262500000003,low,10750,2018-06-07,3,NIFTY1860710750CE,CE,2018-06-04 09:45:00,,2018-06-04 15:30:00,,42.6,25.25,EOD Closing,,,,7534.883720930233,,,,,2018
2018-06-18,10830.2,10787.4,42.80000000000109,10789.45,125%,10842.950000000003,10735.949999999999,low,10800,2018-06-21,2,NIFTY1862110800CE,CE,2018-06-19 11:10:00,,2018-06-19 15:30:00,,42.6,25.25,EOD Closing,,,,7500.0,,,,,2018
2018-06-20,10781.3,10724.2,57.099999999998545,10808.45,125%,10879.824999999999,10737.075000000003,low,10800,2018-06-21,0,NIFTY1862110800CE,CE,2018-06-21 14:37:00,,2018-06-21 15:30:00,,42.6,25.25,EOD Closing,,,,7500.0,,,,,2018
2018-06-26,10805.1,10733.05,72.05000000000109,10785.5,125%,10875.562500000002,10695.437499999998,low,10800,2018-06-28,1,NIFTY18JUN10800CE,CE,2018-06-27 13:13:00,6.55,2018-06-27 15:30:00,3.0,8.5,2.85,EOD Closing,3.55,0.09550000000000002,3.4545,7500.0,26625.0,25908.75,0.29583333333333334,0.287875,2018
2018-07-05,10786.05,10729.9,56.149999999999636,10744.15,125%,10814.3375,10673.9625,high,10750,2018-07-12,6,NIFTY1871210750PE,PE,2018-07-06 11:15:00,,2018-07-06 15:30:00,,8.5,2.85,EOD Closing,,,,7534.883720930233,,,,,2018
2018-07-11,10976.6,10924.1,52.5,11006.95,125%,11072.575,10941.325,high,11000,2018-07-12,0,NIFTY1871211000PE,PE,2018-07-12 11:47:00,,2018-07-12 15:30:00,,8.5,2.85,EOD Closing,,,,7363.636363636364,,,,,2018
2018-07-13,11071.15,10999.95,71.19999999999891,11018.95,125%,11107.949999999999,10929.950000000003,low,11000,2018-07-19,3,NIFTY1871911000CE,CE,2018-07-16 15:02:00,,2018-07-16 15:30:00,,8.5,2.85,EOD Closing,,,,7363.636363636364,,,,,2018
2018-08-09,11495.1,11454.45,40.649999999999636,11474.95,125%,11525.7625,11424.1375,low,11450,2018-08-16,6,NIFTY1881611450CE,CE,2018-08-10 14:51:00,,2018-08-10 15:30:00,,8.5,2.85,EOD Closing,,,,7074.235807860262,,,,,2018
2018-08-21,11581.4,11539.75,41.649999999999636,11620.7,125%,11672.7625,11568.6375,low,11600,2018-08-23,0,NIFTY1882311600CE,CE,2018-08-23 09:57:00,,2018-08-23 12:46:00,,8.5,2.85,SL Hit,,,,6982.758620689655,,,,,2018
2018-08-24,11604.45,11532.3,72.15000000000146,11605.85,125%,11696.037500000002,11515.662499999999,high,11600,2018-08-30,3,NIFTY18AUG11600PE,PE,2018-08-27 14:34:00,16.6,2018-08-27 15:30:00,14.95,17.3,14.6,EOD Closing,1.6500000000000021,0.3155,1.334500000000002,6982.758620689655,11521.551724137946,9318.491379310359,0.1280172413793105,0.10353879310344842,2018
2018-08-28,11760.15,11710.8,49.350000000000364,11744.95,125%,11806.6375,11683.2625,low,11750,2018-08-30,1,NIFTY18AUG11750CE,CE,2018-08-29 15:08:00,11.15,2018-08-29 15:30:00,12.15,13.5,8.7,EOD Closing,-1.0,0.233,-1.233,6893.617021276596,-6893.617021276596,-8499.829787234043,-0.07659574468085106,-0.09444255319148936,2018
2018-08-31,11727.15,11641.0,86.14999999999964,11751.8,125%,11859.4875,11644.1125,low,11750,2018-09-06,3,NIFTY1890611750CE,CE,2018-09-03 14:32:00,,2018-09-03 15:30:00,,13.5,8.7,EOD Closing,,,,6893.617021276596,,,,,2018
2018-09-04,11601.55,11591.85,9.699999999998909,11514.85,125%,11526.974999999999,11502.725000000002,high,11500,2018-09-06,1,NIFTY1890611500PE,PE,2018-09-05 09:15:00,,2018-09-05 09:16:00,,13.5,8.7,SL Hit,,,,7043.478260869565,,,,,2018
2018-09-04,11601.55,11591.85,9.699999999998909,11514.85,125%,11526.974999999999,11502.725000000002,low,11500,2018-09-06,1,NIFTY1890611500CE,CE,2018-09-05 09:50:00,,2018-09-05 15:30:00,,13.5,8.7,EOD Closing,,,,7043.478260869565,,,,,2018
2018-09-10,11572.2,11427.5,144.70000000000073,11476.85,125%,11657.725000000002,11295.974999999999,low,11500,2018-09-12,1,NIFTY1891211500CE,CE,2018-09-11 14:59:00,,2018-09-11 15:30:00,,13.5,8.7,EOD Closing,,,,7043.478260869565,,,,,2018
2018-09-19,11331.85,11211.1,120.75,11271.3,125%,11422.2375,11120.3625,low,11250,2018-09-27,6,NIFTY18SEP11250CE,CE,2018-09-21 13:02:00,42.0,2018-09-21 15:30:00,43.9,66.55,18.6,EOD Closing,-1.8999999999999986,0.8590000000000001,-2.7589999999999986,7200.0,-13679.999999999989,-19864.79999999999,-0.15199999999999986,-0.22071999999999986,2018
2018-10-03,10988.3,10844.3,144.0,10754.7,125%,10934.7,10574.7,low,10750,2018-10-04,0,NIFTY18100410750CE,CE,2018-10-04 13:47:00,,2018-10-04 15:30:00,,66.55,18.6,EOD Closing,,,,7534.883720930233,,,,,2018
2018-10-09,10397.35,10279.6,117.75,10331.85,125%,10479.0375,10184.6625,high,10350,2018-10-11,1,NIFTY18101110350PE,PE,2018-10-10 13:32:00,,2018-10-10 15:30:00,,66.55,18.6,EOD Closing,,,,7826.086956521739,,,,,2018
2018-10-16,10604.75,10526.4,78.35000000000036,10688.7,125%,10786.6375,10590.7625,low,10700,2018-10-17,0,NIFTY18101710700CE,CE,2018-10-17 11:30:00,,2018-10-17 12:02:00,,66.55,18.6,SL Hit,,,,7570.093457943925,,,,,2018
2018-10-19,10379.0,10249.75,129.25,10405.85,125%,10567.4125,10244.2875,low,10400,2018-10-25,3,NIFTY18OCT10400CE,CE,2018-10-22 15:06:00,22.9,2018-10-22 15:30:00,19.75,24.6,18.65,EOD Closing,3.1499999999999986,0.4265,2.7234999999999987,7788.461538461538,24533.653846153833,21211.87499999999,0.27259615384615365,0.23568749999999988,2018
2018-10-23,10221.15,10102.5,118.64999999999964,10278.15,125%,10426.4625,10129.8375,low,10300,2018-10-25,1,NIFTY18OCT10300CE,CE,2018-10-24 14:04:00,6.6,2018-10-24 14:58:00,18.3,24.55,5.1,SL Hit,-11.700000000000001,0.249,-11.949000000000002,7864.077669902913,-92009.70873786409,-93967.86407766992,-1.0223300970873788,-1.044087378640777,2018
2018-10-25,10140.05,10126.35,13.699999999998909,10122.35,125%,10139.474999999999,10105.225000000002,low,10100,2018-11-01,6,NIFTY18110110100CE,CE,2018-10-26 09:15:00,,2018-10-26 15:30:00,,24.55,5.1,EOD Closing,,,,8019.80198019802,,,,,2018
2018-10-26,10127.95,10004.8,123.15000000000146,10078.1,125%,10232.037500000002,9924.162499999999,high,10100,2018-11-01,3,NIFTY18110110100PE,PE,2018-10-29 15:06:00,,2018-10-29 15:30:00,,24.55,5.1,EOD Closing,,,,8019.80198019802,,,,,2018
2018-10-30,10284.9,10175.8,109.10000000000036,10209.55,125%,10345.925,10073.175,high,10200,2018-11-01,1,NIFTY18110110200PE,PE,2018-10-31 14:34:00,,2018-10-31 15:30:00,,24.55,5.1,EOD Closing,,,,7941.176470588235,,,,,2018
2018-11-01,10441.7,10342.15,99.55000000000109,10462.3,125%,10586.737500000001,10337.862499999997,high,10450,2018-11-07,5,NIFTY18110710450PE,PE,2018-11-02 13:25:00,,2018-11-02 15:30:00,,24.55,5.1,EOD Closing,,,,7751.196172248804,,,,,2018
2018-11-07,10614.45,10583.05,31.400000000001455,10614.7,125%,10653.950000000003,10575.449999999999,low,10600,2018-11-15,6,NIFTY18111510600CE,CE,2018-11-09 09:15:00,,2018-11-09 10:44:00,,24.55,5.1,SL Hit,,,,7641.509433962264,,,,,2018
2018-11-09,10619.45,10545.4,74.05000000000109,10607.8,125%,10700.362500000001,10515.237499999997,low,10600,2018-11-15,3,NIFTY18111510600CE,CE,2018-11-12 14:00:00,,2018-11-12 15:30:00,,24.55,5.1,EOD Closing,,,,7641.509433962264,,,,,2018
2018-11-28,10757.7,10704.45,53.25,10808.7,125%,10875.2625,10742.1375,high,10800,2018-11-29,0,NIFTY18NOV10800PE,PE,2018-11-29 14:13:00,1.0,2018-11-29 15:30:00,0.05,1.75,0.05,EOD Closing,0.95,0.0105,0.9395,7500.0,7125.0,7046.25,0.07916666666666666,0.07829166666666666,2018
2018-12-04,10890.65,10833.5,57.149999999999636,10820.45,125%,10891.8875,10749.0125,low,10800,2018-12-06,1,NIFTY18120610800CE,CE,2018-12-05 14:52:00,,2018-12-05 15:30:00,,1.75,0.05,EOD Closing,,,,7500.0,,,,,2018
2018-12-05,10820.6,10748.05,72.55000000000109,10718.15,125%,10808.837500000001,10627.462499999998,low,10700,2018-12-06,0,NIFTY18120610700CE,CE,2018-12-06 14:19:00,,2018-12-06 15:30:00,,1.75,0.05,EOD Closing,,,,7570.093457943925,,,,,2018
2018-12-10,10558.3,10475.45,82.84999999999854,10359.75,125%,10463.312499999998,10256.187500000002,high,10350,2018-12-13,2,NIFTY18121310350PE,PE,2018-12-11 11:16:00,,2018-12-11 11:17:00,,1.75,0.05,SL Hit,,,,7826.086956521739,,,,,2018
2018-12-19,10984.75,10928.1,56.649999999999636,10885.2,125%,10956.0125,10814.3875,high,10900,2018-12-20,0,NIFTY18122010900PE,PE,2018-12-20 15:11:00,,2018-12-20 15:30:00,,1.75,0.05,EOD Closing,,,,7431.192660550459,,,,,2018
2018-12-20,10961.95,10880.05,81.90000000000146,10944.25,125%,11046.625000000002,10841.874999999998,low,10950,2018-12-27,6,NIFTY18DEC10950CE,CE,2018-12-21 10:23:00,45.5,2018-12-21 15:30:00,17.95,50.0,16.25,EOD Closing,27.55,0.6345000000000001,26.9155,7397.260273972603,203794.5205479452,199100.9589041096,2.2643835616438355,2.2122328767123287,2018
2019-01-08,10818.3,10734.0,84.29999999999927,10862.4,125%,10967.774999999998,10757.025000000001,low,10850,2019-01-10,1,NIFTY1911010850CE,CE,2019-01-09 14:00:00,,2019-01-09 14:42:00,,50.0,16.25,SL Hit,,,,7465.437788018433,,,,,2019
2019-01-10,10859.35,10802.45,56.899999999999636,10834.75,125%,10905.875,10763.625,low,10850,2019-01-17,6,NIFTY1911710850CE,CE,2019-01-11 12:02:00,,2019-01-11 15:30:00,,50.0,16.25,EOD Closing,,,,7465.437788018433,,,,,2019
2019-01-16,10927.9,10877.2,50.69999999999891,10920.85,125%,10984.224999999999,10857.475000000002,low,10900,2019-01-17,0,NIFTY1911710900CE,CE,2019-01-17 13:48:00,,2019-01-17 14:57:00,,50.0,16.25,SL Hit,,,,7431.192660550459,,,,,2019
2019-01-22,10949.8,10864.5,85.29999999999927,10931.05,125%,11037.675,10824.425,low,10950,2019-01-24,1,NIFTY1912410950CE,CE,2019-01-23 15:12:00,,2019-01-23 15:30:00,,50.0,16.25,EOD Closing,,,,7397.260273972603,,,,,2019
2019-01-24,10866.35,10798.9,67.45000000000073,10859.75,125%,10944.0625,10775.4375,low,10850,2019-01-31,6,NIFTY19JAN10850CE,CE,2019-01-25 14:57:00,52.2,2019-01-25 15:30:00,53.5,56.0,47.75,EOD Closing,-1.2999999999999972,1.057,-2.356999999999997,7465.437788018433,-9705.069124423942,-17596.036866359424,-0.10783410138248825,-0.19551152073732694,2019
2019-01-30,10706.85,10613.15,93.70000000000073,10690.55,125%,10807.675,10573.425,high,10700,2019-01-31,0,NIFTY19JAN10700PE,PE,2019-01-31 13:41:00,1.2,2019-01-31 15:30:00,0.05,1.8,0.05,EOD Closing,1.15,0.0125,1.1375,7570.093457943925,8705.607476635514,8610.981308411216,0.09672897196261682,0.09567757009345795,2019
2019-02-04,10876.75,10846.75,30.0,10908.65,125%,10946.15,10871.15,high,10900,2019-02-07,2,NIFTY1920710900PE,PE,2019-02-05 12:06:00,,2019-02-05 15:30:00,,1.8,0.05,EOD Closing,,,,7431.192660550459,,,,,2019
2019-02-05,10956.55,10887.15,69.39999999999964,10965.1,125%,11051.85,10878.35,high,10950,2019-02-07,1,NIFTY1920710950PE,PE,2019-02-06 13:47:00,,2019-02-06 15:30:00,,1.8,0.05,EOD Closing,,,,7397.260273972603,,,,,2019
2019-02-07,11117.9,11044.1,73.79999999999927,11023.5,125%,11115.75,10931.25,low,11000,2019-02-14,6,NIFTY1921411000CE,CE,2019-02-08 15:15:00,,2019-02-08 15:30:00,,1.8,0.05,EOD Closing,,,,7363.636363636364,,,,,2019
2019-02-14,10786.1,10718.85,67.25,10780.25,125%,10864.3125,10696.1875,low,10800,2019-02-21,6,NIFTY1922110800CE,CE,2019-02-15 09:57:00,46.25,2019-02-15 15:30:00,46.45,51.9,28.4,EOD Closing,-0.20000000000000284,0.927,-1.1270000000000029,7500.0,-1500.0000000000214,-8452.500000000022,-0.016666666666666902,-0.09391666666666691,2019
2019-02-22,10801.05,10758.4,42.649999999999636,10813.25,125%,10866.5625,10759.9375,high,10800,2019-02-28,3,NIFTY19FEB10800PE,PE,2019-02-25 14:59:00,30.25,2019-02-25 15:30:00,23.95,31.2,22.35,EOD Closing,6.300000000000001,0.542,5.758000000000001,7500.0,47250.00000000001,43185.00000000001,0.5250000000000001,0.47983333333333344,2019
2019-03-01,10877.65,10823.2,54.44999999999891,10864.85,125%,10932.912499999999,10796.787500000002,high,10850,2019-03-07,2,NIFTY1930710850PE,PE,2019-03-05 13:28:00,24.95,2019-03-05 15:30:00,13.7,26.95,12.35,EOD Closing,11.25,0.3865,10.8635,7465.437788018433,83986.17511520737,81100.78341013825,0.9331797235023042,0.9011198156682028,2019
2019-03-08,11048.75,11009.2,39.54999999999927,11068.75,125%,11118.1875,11019.3125,high,11050,2019-03-14,3,NIFTY1931411050PE,PE,2019-03-11 09:32:00,34.0,2019-03-11 15:30:00,17.0,35.0,16.75,EOD Closing,17.0,0.51,16.49,7330.316742081448,124615.38461538461,120876.92307692306,1.3846153846153844,1.3430769230769228,2019
2019-03-14,11383.4,11313.75,69.64999999999964,11376.85,125%,11463.9125,11289.7875,high,11400,2019-03-20,5,NIFTY1932011400PE,PE,2019-03-15 14:12:00,43.8,2019-03-15 15:30:00,51.0,54.4,33.15,EOD Closing,-7.200000000000003,0.948,-8.148000000000003,7105.263157894737,-51157.89473684212,-57893.684210526335,-0.5684210526315792,-0.6432631578947371,2019
2019-03-20,11552.5,11503.6,48.899999999999636,11545.2,125%,11606.325,11484.075,low,11550,2019-03-28,6,NIFTY19MAR11550CE,CE,2019-03-22 10:47:00,54.85,2019-03-22 15:30:00,41.05,71.05,32.2,EOD Closing,13.800000000000004,0.9590000000000001,12.841000000000005,7012.987012987013,96779.2207792208,90053.76623376628,1.0753246753246755,1.0005974025974032,2019
2019-03-25,11385.2,11311.95,73.25,11375.2,125%,11466.7625,11283.6375,high,11400,2019-03-28,2,NIFTY19MAR11400PE,PE,2019-03-26 14:42:00,19.45,2019-03-26 15:30:00,12.9,21.15,11.55,EOD Closing,6.549999999999999,0.3235,6.226499999999999,7105.263157894737,46539.47368421052,44240.92105263157,0.5171052631578946,0.49156578947368407,2019
2019-03-27,11536.5,11525.4,11.100000000000364,11463.65,125%,11477.525,11449.775,high,11450,2019-03-28,0,NIFTY19MAR11450PE,PE,2019-03-28 09:21:00,15.75,2019-03-28 09:22:00,15.45,17.95,0.05,SL Hit,0.3000000000000007,0.312,-0.011999999999999289,7074.235807860262,2122.2707423580837,-84.89082969431811,0.02358078602620093,-0.000943231441047979,2019
2019-04-02,11728.9,11656.3,72.60000000000036,11735.3,125%,11826.05,11644.55,low,11750,2019-04-04,1,NIFTY1940411750CE,CE,2019-04-03 15:12:00,11.65,2019-04-03 15:30:00,8.45,11.75,7.5,EOD Closing,3.200000000000001,0.201,2.999000000000001,6893.617021276596,22059.574468085113,20673.957446808516,0.24510638297872347,0.2297106382978724,2019
2019-04-05,11689.4,11609.9,79.5,11704.35,125%,11803.725,11604.975,low,11700,2019-04-11,3,NIFTY1941111700CE,CE,2019-04-08 13:29:00,31.7,2019-04-08 15:30:00,28.15,31.65,17.75,EOD Closing,3.5500000000000007,0.5984999999999999,2.9515000000000007,6923.076923076923,24576.92307692308,20433.461538461543,0.2730769230769231,0.22703846153846158,2019
2019-04-15,11704.55,11648.55,56.0,11736.2,125%,11806.2,11666.2,high,11750,2019-04-18,2,NIFTY1941811750PE,PE,2019-04-16 14:04:00,14.65,2019-04-16 15:30:00,14.5,17.55,11.75,EOD Closing,0.15000000000000036,0.2915,-0.14149999999999963,6893.617021276596,1034.0425531914918,-975.4468085106357,0.011489361702127688,-0.010838297872340398,2019
2019-04-16,11810.7,11732.45,78.25,11856.15,125%,11953.9625,11758.3375,low,11850,2019-04-18,0,NIFTY1941811850CE,CE,2019-04-18 10:11:00,1.6,2019-04-18 15:30:00,0.05,1.75,0.05,EOD Closing,1.55,0.0165,1.5335,6835.443037974684,10594.93670886076,10482.151898734179,0.11772151898734179,0.11646835443037976,2019
2019-04-23,11645.75,11564.9,80.85000000000036,11601.5,125%,11702.5625,11500.4375,high,11600,2019-04-25,1,NIFTY19APR11600PE,PE,2019-04-24 15:01:00,4.95,2019-04-24 15:30:00,4.6,5.1,4.1,EOD Closing,0.35000000000000053,0.09550000000000002,0.2545000000000005,6982.758620689655,2443.9655172413827,1777.1120689655206,0.02715517241379314,0.01974568965517245,2019
2019-05-06,11632.15,11571.6,60.54999999999927,11651.5,125%,11727.1875,11575.8125,low,11650,2019-05-09,2,NIFTY1950911650CE,CE,2019-05-07 14:01:00,25.25,2019-05-07 15:30:00,14.0,28.85,12.1,EOD Closing,11.25,0.3925,10.8575,6952.789699570815,78218.88412017167,75489.91416309013,0.869098712446352,0.8387768240343347,2019
2019-05-10,11345.45,11251.9,93.55000000000109,11258.7,125%,11375.637500000003,11141.762499999999,low,11250,2019-05-16,3,NIFTY1951611250CE,CE,2019-05-13 15:11:00,41.7,2019-05-13 15:30:00,41.2,45.15,39.3,EOD Closing,0.5,0.8290000000000001,-0.32900000000000007,7200.0,3600.0,-2368.8000000000006,0.04,-0.026320000000000007,2019
2019-05-17,11275.5,11259.85,15.649999999999636,11651.9,125%,11671.4625,11632.3375,high,11650,2019-05-23,3,NIFTY1952311650PE,PE,2019-05-20 09:15:00,176.8,2019-05-20 15:30:00,118.3,228.0,118.1,EOD Closing,58.500000000000014,2.951,55.549000000000014,6952.789699570815,406738.1974248928,386220.5150214593,4.519313304721031,4.291339055793992,2019
2019-05-17,11275.5,11259.85,15.649999999999636,11651.9,125%,11671.4625,11632.3375,low,11650,2019-05-23,3,NIFTY1952311650CE,CE,2019-05-20 09:24:00,191.0,2019-05-20 09:25:00,183.65,329.55,164.0,SL Hit,7.349999999999994,3.7464999999999997,3.6034999999999946,6952.789699570815,51103.00429184545,25054.377682403396,0.5678111587982828,0.27838197424892663,2019
2019-05-22,11784.55,11683.35,101.19999999999891,11901.3,125%,12027.799999999997,11774.800000000001,high,11900,2019-05-23,0,NIFTY1952311900PE,PE,2019-05-23 10:43:00,22.7,2019-05-23 14:56:00,184.75,254.25,19.05,SL Hit,-162.05,2.0745,-164.1245,6806.72268907563,-1103029.411764706,-1117149.9579831932,-12.255882352941178,-12.412777310924369,2019
