Previous Day,Day High,Day Low,Daily Range,Current Day Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Max High,Min Low,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year
2021-09-30,17737.15,17710.1,27.05000000000291,17531.9,125%,17565.712500000005,17498.087499999998,low,17550,2021-10-07,6,NIFTY21100717550CE,CE,2021-10-01 09:15:00,128.8,2021-10-01 15:30:00,115.85,141.65,101.1,EOD Closing,12.950000000000017,2.4465,10.503500000000017,4615.384615384615,59769.230769230846,48477.692307692385,0.664102564102565,0.5386410256410264,2021
2021-10-01,17556.95,17453.15,103.79999999999927,17615.55,125%,17745.3,17485.8,high,17600,2021-10-07,3,NIFTY21100717600PE,PE,2021-10-04 10:49:00,56.2,2021-10-04 15:30:00,52.75,82.3,50.7,EOD Closing,3.450000000000003,1.0895000000000001,2.3605000000000027,4602.272727272727,15877.84090909092,10863.664772727285,0.17642045454545466,0.1207073863636365,2021
2021-10-05,17833.05,17643.3,189.75,17861.5,125%,18098.6875,17624.3125,low,17850,2021-10-07,1,NIFTY21100717850CE,CE,2021-10-06 15:21:00,,2021-10-06 15:30:00,,82.3,50.7,EOD Closing,,,,4537.81512605042,,,,,2021
2021-10-08,17941.5,17840.5,101.0,17867.55,125%,17993.8,17741.3,high,17850,2021-10-14,3,NIFTY21101417850PE,PE,2021-10-11 10:43:00,48.0,2021-10-11 15:30:00,53.2,54.0,36.7,EOD Closing,-5.200000000000003,1.012,-6.212000000000003,4537.81512605042,-23596.638655462197,-28188.907563025223,-0.26218487394957996,-0.3132100840336136,2021
2021-10-18,18542.65,18447.0,95.65000000000146,18602.35,125%,18721.9125,18482.7875,low,18600,2021-10-21,2,NIFTY21102118600CE,CE,2021-10-19 10:05:00,48.1,2021-10-19 10:51:00,64.5,79.7,28.65,SL Hit,-16.4,1.126,-17.526,4354.8387096774195,-71419.35483870967,-76322.90322580645,-0.793548387096774,-0.8480322580645162,2021
2021-10-20,18456.9,18209.8,247.10000000000218,18382.7,125%,18691.575000000004,18073.824999999997,low,18400,2021-10-21,0,NIFTY21102118400CE,CE,2021-10-21 13:44:00,1.55,2021-10-21 15:30:00,0.2,1.8,0.1,EOD Closing,1.35,0.0175,1.3325,4402.173913043478,5942.934782608696,5865.896739130435,0.06603260869565218,0.06517663043478261,2021
2021-10-27,18340.75,18168.1,172.65000000000146,18187.65,125%,18403.4625,17971.8375,low,18200,2021-10-28,0,NIFTY21OCT18200CE,CE,2021-10-28 13:37:00,2.8,2021-10-28 15:30:00,0.1,2.95,0.1,EOD Closing,2.6999999999999997,0.028999999999999998,2.671,4450.549450549451,12016.483516483515,11887.417582417582,0.1335164835164835,0.13208241758241757,2021
2021-11-04,17947.4,17901.9,45.5,18040.2,125%,18097.075,17983.325,low,18050,2021-11-11,3,NIFTY21111118050CE,CE,2021-11-08 09:15:00,77.2,2021-11-08 09:16:00,76.65,155.7,42.75,SL Hit,0.5499999999999972,1.5385000000000002,-0.988500000000003,4487.534626038781,2468.144044321317,-4435.927977839349,0.027423822714681297,-0.04928808864265943,2021
2021-11-17,18022.3,17879.95,142.34999999999854,17890.55,125%,18068.487499999996,17712.612500000003,low,17900,2021-11-18,0,NIFTY21111817900CE,CE,2021-11-18 11:45:00,4.0,2021-11-18 15:30:00,0.1,4.45,0.05,EOD Closing,3.9,0.040999999999999995,3.859,4525.139664804469,17648.04469273743,17462.51396648045,0.1960893854748603,0.19402793296089388,2021
2021-11-18,17945.35,17688.85,256.5,17796.25,125%,18116.875,17475.625,low,17800,2021-11-25,3,NIFTY21NOV17800CE,CE,2021-11-22 12:08:00,30.75,2021-11-22 15:30:00,16.45,34.05,13.9,EOD Closing,14.3,0.47200000000000003,13.828000000000001,4550.561797752809,65073.03370786517,62925.16853932585,0.7230337078651685,0.6991685393258429,2021
2021-11-25,17563.85,17352.35,211.5,17338.75,125%,17603.125,17074.375,low,17350,2021-12-02,6,NIFTY21120217350CE,CE,2021-11-26 13:51:00,56.1,2021-11-26 15:30:00,44.65,66.4,41.65,EOD Closing,11.450000000000003,1.0075,10.442500000000003,4668.587896253603,53455.33141210376,48751.729106628256,0.5939481268011529,0.5416858789625362,2021
2021-12-01,17212.55,17064.75,147.79999999999927,17183.2,125%,17367.95,16998.45,high,17200,2021-12-02,0,NIFTY21120217200PE,PE,2021-12-02 14:40:00,1.05,2021-12-02 15:30:00,0.05,1.15,0.05,EOD Closing,1.0,0.011000000000000001,0.989,4709.302325581395,4709.302325581395,4657.5,0.05232558139534883,0.05175,2021
2021-12-10,17534.05,17405.55,128.5,17619.1,125%,17779.725,17458.475,low,17600,2021-12-16,3,NIFTY21121617600CE,CE,2021-12-13 12:28:00,67.5,2021-12-13 15:30:00,43.3,69.4,36.35,EOD Closing,24.200000000000003,1.108,23.092000000000002,4602.272727272727,111375.0,106275.68181818182,1.2375,1.180840909090909,2021
2021-12-16,17374.6,17185.35,189.25,17276.0,125%,17512.5625,17039.4375,low,17300,2021-12-23,6,NIFTY21122317300CE,CE,2021-12-17 10:39:00,,2021-12-17 15:30:00,,69.4,36.35,EOD Closing,,,,4682.0809248554915,,,,,2021
2021-12-17,17292.45,16966.75,325.7000000000007,16824.25,125%,17231.375,16417.125,low,16800,2021-12-23,3,NIFTY21122316800CE,CE,2021-12-20 12:56:00,29.0,2021-12-20 15:30:00,56.1,61.95,28.8,EOD Closing,-27.1,0.851,-27.951,4821.428571428572,-130660.71428571429,-134763.75,-1.4517857142857142,-1.497375,2021
2021-12-23,17117.95,17016.4,101.54999999999927,17149.5,125%,17276.4375,17022.5625,low,17150,2021-12-30,6,NIFTY21DEC17150CE,CE,2021-12-24 09:36:00,89.1,2021-12-24 15:30:00,67.75,91.2,50.15,EOD Closing,21.349999999999994,1.5685,19.781499999999994,4723.032069970845,100836.73469387753,93428.65889212825,1.1204081632653058,1.0380962099125361,2021
2021-12-30,17264.0,17148.8,115.20000000000073,17244.5,125%,17388.5,17100.5,high,17250,2022-01-06,6,NIFTY2210617250PE,PE,2021-12-31 12:48:00,69.9,2021-12-31 15:30:00,77.5,82.6,65.7,EOD Closing,-7.599999999999994,1.474,-9.073999999999995,4695.652173913043,-35686.9565217391,-42608.34782608692,-0.3965217391304344,-0.4734260869565214,2021
2021-12-31,17400.55,17244.5,156.04999999999927,17387.15,125%,17582.2125,17192.0875,high,17400,2022-01-06,3,NIFTY2210617400PE,PE,2022-01-03 13:17:00,42.85,2022-01-03 15:30:00,31.8,45.45,31.6,EOD Closing,11.05,0.7465,10.303500000000001,4655.172413793103,51439.6551724138,47964.56896551725,0.571551724137931,0.5329396551724138,2022
2022-01-10,17952.15,17906.45,45.70000000000073,17997.75,125%,18054.875,17940.625,high,18000,2022-01-13,2,NIFTY2211318000PE,PE,2022-01-11 11:34:00,73.15,2022-01-11 15:30:00,69.4,92.85,57.15,EOD Closing,3.75,1.4255000000000002,2.3244999999999996,4500.0,16875.0,10460.249999999998,0.1875,0.11622499999999997,2022
2022-01-17,18321.05,18234.05,87.0,18337.2,125%,18445.95,18228.45,low,18350,2022-01-20,2,NIFTY2212018350CE,CE,2022-01-18 09:58:00,49.05,2022-01-18 15:30:00,20.4,74.65,18.55,EOD Closing,28.65,0.6944999999999999,27.955499999999997,4414.1689373297,126465.9400544959,123400.29972752043,1.4051771117166212,1.3711144414168936,2022
2022-01-21,17707.25,17487.2,220.04999999999927,17575.15,125%,17850.2125,17300.0875,low,17600,2022-01-27,3,NIFTY22JAN17600CE,CE,2022-01-24 11:58:00,53.35,2022-01-24 15:30:00,21.0,55.95,21.0,EOD Closing,32.35,0.7434999999999999,31.6065,4602.272727272727,148883.52272727274,145461.73295454544,1.6542613636363637,1.6162414772727272,2022
2022-01-31,17409.9,17264.35,145.5500000000029,17529.45,125%,17711.387500000004,17347.512499999997,low,17550,2022-02-03,2,NIFTY2220317550CE,CE,2022-02-01 13:12:00,76.45,2022-02-01 13:25:00,106.2,181.6,57.15,SL Hit,-29.75,1.8265,-31.5765,4615.384615384615,-137307.6923076923,-145737.6923076923,-1.5256410256410258,-1.6193076923076923,2022
2022-02-02,17793.75,17675.7,118.04999999999927,17767.75,125%,17915.3125,17620.1875,low,17750,2022-02-03,0,NIFTY2220317750CE,CE,2022-02-03 13:40:00,2.95,2022-02-03 15:30:00,0.05,3.35,0.05,EOD Closing,2.9000000000000004,0.03,2.8700000000000006,4563.380281690141,13233.802816901409,13096.901408450707,0.14704225352112676,0.1455211267605634,2022
2022-02-04,17617.3,17463.9,153.39999999999782,17456.3,125%,17648.049999999996,17264.550000000003,low,17450,2022-02-10,3,NIFTY2221017450CE,CE,2022-02-07 13:00:00,58.55,2022-02-07 15:30:00,40.7,64.45,38.4,EOD Closing,17.849999999999994,0.9925,16.857499999999995,4641.833810888252,82856.73352435527,78249.71346704868,0.9206303724928363,0.8694412607449854,2022
2022-02-11,17451.0,17303.2,147.79999999999927,17076.15,125%,17260.9,16891.4,low,17100,2022-02-17,3,NIFTY2221717100CE,CE,2022-02-14 14:28:00,75.35,2022-02-14 15:30:00,60.55,80.0,60.55,EOD Closing,14.799999999999997,1.3589999999999998,13.440999999999997,4736.8421052631575,70105.26315789472,63667.894736842085,0.7789473684210525,0.7074210526315787,2022
2022-02-14,17082.75,16810.0,272.75,16933.25,125%,17274.1875,16592.3125,high,16950,2022-02-17,2,NIFTY2221716950PE,PE,2022-02-15 14:08:00,38.5,2022-02-15 15:30:00,21.8,47.05,21.1,EOD Closing,16.7,0.603,16.096999999999998,4778.761061946902,79805.30973451327,76923.71681415927,0.886725663716814,0.8547079646017697,2022
2022-02-23,17220.65,17027.9,192.75,16548.9,125%,16789.8375,16307.962500000001,low,16550,2022-02-24,0,NIFTY22FEB16550CE,CE,2022-02-24 15:01:00,0.7,2022-02-24 15:30:00,0.1,0.7,0.1,EOD Closing,0.6,0.008,0.592,4894.259818731118,2936.5558912386705,2897.401812688822,0.03262839879154078,0.032193353474320244,2022
2022-02-25,16748.2,16488.95,259.25,16481.6,125%,16805.6625,16157.537499999999,high,16500,2022-03-03,3,NIFTY2230316500PE,PE,2022-02-28 15:02:00,131.45,2022-02-28 15:30:00,140.75,146.95,126.75,EOD Closing,-9.300000000000011,2.722,-12.022000000000011,4909.090909090909,-45654.54545454551,-59017.09090909096,-0.5072727272727279,-0.6557454545454552,2022
2022-03-02,16626.75,16562.4,64.34999999999854,16723.2,125%,16803.637499999997,16642.762500000004,low,16700,2022-03-03,0,NIFTY2230316700CE,CE,2022-03-03 09:49:00,52.3,2022-03-03 09:50:00,55.1,59.6,0.1,SL Hit,-2.8000000000000043,1.074,-3.874000000000004,4850.299401197605,-13580.838323353315,-18790.059880239543,-0.1508982035928146,-0.20877844311377272,2022
2022-03-17,17344.6,17176.05,168.54999999999927,17329.5,125%,17540.1875,17118.8125,low,17350,2022-03-24,3,NIFTY2232417350CE,CE,2022-03-21 13:26:00,98.25,2022-03-21 15:30:00,96.35,119.3,87.6,EOD Closing,1.9000000000000057,1.946,-0.04599999999999427,4668.587896253603,8870.317002881871,-214.75504322763896,0.09855907780979857,-0.0023861671469737663,2022
2022-03-31,17558.9,17435.6,123.30000000000291,17436.9,125%,17591.025000000005,17282.774999999998,high,17450,2022-04-07,6,NIFTY2240717450PE,PE,2022-04-01 14:08:00,87.35,2022-04-01 15:30:00,55.05,93.8,55.05,EOD Closing,32.3,1.4239999999999997,30.875999999999998,4641.833810888252,149931.23209169053,143321.26074498566,1.6659025787965613,1.5924584527220629,2022
2022-04-18,17237.25,17068.5,168.75,17258.95,125%,17469.8875,17048.0125,low,17250,2022-04-21,2,NIFTY2242117250CE,CE,2022-04-19 15:04:00,24.7,2022-04-19 15:30:00,14.8,28.5,14.8,EOD Closing,9.899999999999999,0.395,9.504999999999999,4695.652173913043,46486.95652173912,44632.17391304347,0.5165217391304346,0.4959130434782609,2022
2022-04-22,17247.6,17209.05,38.54999999999927,17009.05,125%,17057.2375,16960.8625,low,17000,2022-04-28,3,NIFTY22APR17000CE,CE,2022-04-25 09:15:00,122.95,2022-04-25 15:30:00,115.8,171.85,88.0,EOD Closing,7.150000000000006,2.3875,4.7625000000000055,4764.705882352941,34067.64705882356,22691.91176470591,0.3785294117647062,0.2521323529411768,2022
2022-05-02,17091.85,16919.4,172.4499999999971,17096.6,125%,17312.162499999995,16881.037500000002,low,17100,2022-05-05,1,NIFTY2250517100CE,CE,2022-05-04 12:10:00,43.0,2022-05-04 15:30:00,7.9,55.25,7.4,EOD Closing,35.1,0.509,34.591,4736.8421052631575,166263.15789473683,163852.1052631579,1.8473684210526313,1.820578947368421,2022
2022-05-10,16404.45,16198.55,205.90000000000146,16270.05,125%,16527.425000000003,16012.674999999997,low,16250,2022-05-12,1,NIFTY2251216250CE,CE,2022-05-11 13:17:00,27.75,2022-05-11 15:30:00,49.2,78.25,25.55,EOD Closing,-21.450000000000003,0.7695000000000001,-22.219500000000004,4984.615384615385,-106920.00000000001,-110755.66153846156,-1.1880000000000002,-1.2306184615384617,2022
2022-05-16,15977.25,15741.35,235.89999999999964,15912.6,125%,16207.475,15617.725,high,15900,2022-05-19,2,NIFTY2251915900PE,PE,2022-05-17 14:09:00,45.55,2022-05-17 15:30:00,25.3,47.9,25.0,EOD Closing,20.249999999999996,0.7084999999999999,19.541499999999996,5094.33962264151,103160.37735849056,99551.03773584904,1.1462264150943395,1.1061226415094338,2022
2022-06-07,16473.7,16347.8,125.90000000000146,16474.95,125%,16632.325000000004,16317.574999999999,low,16450,2022-06-09,1,NIFTY2260916450CE,CE,2022-06-08 10:05:00,48.6,2022-06-08 10:40:00,105.0,132.85,22.1,SL Hit,-56.4,1.536,-57.936,4924.012158054711,-277714.2857142857,-285277.56838905776,-3.0857142857142854,-3.16975075987842,2022
2022-06-10,16324.4,16173.25,151.14999999999964,15877.55,125%,16066.4875,15688.6125,low,15900,2022-06-16,3,NIFTY2261615900CE,CE,2022-06-13 13:57:00,66.35,2022-06-13 15:30:00,93.9,93.9,61.0,EOD Closing,-27.55000000000001,1.6025,-29.15250000000001,5094.33962264151,-140349.05660377364,-148512.73584905665,-1.5594339622641515,-1.6501415094339629,2022
2022-06-15,15783.45,15679.7,103.75,15832.25,125%,15961.9375,15702.5625,low,15850,2022-06-16,0,NIFTY2261615850CE,CE,2022-06-16 11:07:00,9.95,2022-06-16 15:30:00,0.1,10.65,0.05,EOD Closing,9.85,0.10049999999999999,9.7495,5110.410094637224,50337.53943217665,49823.94321766561,0.5593059936908517,0.5535993690851735,2022
2022-06-20,15382.0,15192.5,189.5,15455.95,125%,15692.825,15219.075,high,15450,2022-06-23,2,NIFTY2262315450PE,PE,2022-06-21 13:29:00,43.2,2022-06-21 15:30:00,43.4,51.15,36.95,EOD Closing,-0.19999999999999574,0.866,-1.0659999999999958,5242.718446601942,-1048.543689320366,-5588.737864077648,-0.011650485436892954,-0.06209708737864053,2022
2022-07-12,16158.65,16032.25,126.39999999999964,16128.2,125%,16286.2,15970.2,low,16150,2022-07-14,1,NIFTY2271416150CE,CE,2022-07-13 13:41:00,24.6,2022-07-13 15:30:00,20.2,31.45,16.85,EOD Closing,4.400000000000002,0.44799999999999995,3.952000000000002,5015.479876160991,22068.11145510837,19821.176470588245,0.245201238390093,0.22023529411764717,2022
2022-08-02,17310.15,17287.85,22.30000000000291,17349.25,125%,17377.125000000004,17321.374999999996,high,17350,2022-08-04,1,NIFTY2280417350PE,PE,2022-08-03 09:16:00,80.8,2022-08-03 09:42:00,126.6,162.95,47.95,SL Hit,-45.8,2.074,-47.873999999999995,4668.587896253603,-213821.325648415,-223503.97694524494,-2.375792507204611,-2.4833775216138325,2022
2022-08-02,17310.15,17287.85,22.30000000000291,17349.25,125%,17377.125000000004,17321.374999999996,low,17350,2022-08-04,1,NIFTY2280417350CE,CE,2022-08-03 09:15:00,83.15,2022-08-03 09:16:00,98.3,101.9,34.4,SL Hit,-15.149999999999991,1.8145,-16.96449999999999,4668.587896253603,-70729.10662824204,-79200.25936599419,-0.7858789625360226,-0.8800028818443799,2022
2022-08-03,17406.4,17226.0,180.40000000000146,17463.1,125%,17688.6,17237.6,low,17450,2022-08-04,0,NIFTY2280417450CE,CE,2022-08-04 11:44:00,7.5,2022-08-04 15:12:00,0.4,12.35,0.05,SL Hit,7.1,0.079,7.021,4641.833810888252,32957.02005730659,32590.315186246415,0.36618911174785096,0.36211461318051574,2022
2022-08-16,17838.75,17764.6,74.15000000000146,17868.15,125%,17960.8375,17775.4625,high,17850,2022-08-18,1,NIFTY2281817850PE,PE,2022-08-17 15:04:00,22.65,2022-08-17 15:30:00,28.4,30.15,22.85,EOD Closing,-5.75,0.5105,-6.2605,4537.81512605042,-26092.436974789915,-28408.991596638658,-0.2899159663865546,-0.315655462184874,2022
2022-08-18,17967.55,17852.5,115.04999999999927,17966.55,125%,18110.3625,17822.7375,low,17950,2022-08-25,6,NIFTY22AUG17950CE,CE,2022-08-19 11:31:00,84.5,2022-08-19 15:30:00,57.35,88.1,48.5,EOD Closing,27.15,1.4184999999999999,25.731499999999997,4512.534818941504,122515.32033426184,116114.28969359331,1.3612813370473538,1.290158774373259,2022
2022-08-24,17622.15,17499.9,122.25,17679.0,125%,17831.8125,17526.1875,low,17700,2022-08-25,0,NIFTY22AUG17700CE,CE,2022-08-25 15:02:00,0.45,2022-08-25 15:30:00,0.15,0.75,0.1,EOD Closing,0.30000000000000004,0.006,0.29400000000000004,4576.271186440678,1372.8813559322036,1345.4237288135596,0.015254237288135596,0.014949152542372885,2022
2022-08-29,17379.6,17168.25,211.34999999999854,17414.95,125%,17679.137499999997,17150.762500000004,high,17400,2022-09-01,2,NIFTY2290117400PE,PE,2022-08-30 14:16:00,22.85,2022-08-30 15:30:00,14.9,23.55,13.25,EOD Closing,7.950000000000001,0.3775,7.572500000000001,4655.172413793103,37008.620689655174,35251.293103448275,0.41120689655172415,0.3916810344827586,2022
2022-09-13,18087.95,18016.05,71.90000000000146,17771.15,125%,17861.025,17681.275,high,17750,2022-09-15,1,NIFTY2291517750PE,PE,2022-09-14 09:15:00,47.55,2022-09-14 09:16:00,46.8,53.4,11.7,SL Hit,0.75,0.9435,-0.1935,4563.380281690141,3422.5352112676055,-883.0140845070423,0.03802816901408451,-0.009811267605633804,2022
2022-09-15,18095.4,17861.95,233.45000000000073,17796.8,125%,18088.6125,17504.9875,low,17800,2022-09-22,6,NIFTY2292217800CE,CE,2022-09-16 15:07:00,66.7,2022-09-16 15:30:00,69.35,74.3,65.65,EOD Closing,-2.6499999999999915,1.3605,-4.0104999999999915,4550.561797752809,-12058.988764044905,-18250.0280898876,-0.1339887640449434,-0.20277808988764,2022
2022-09-22,17636.9,17609.65,27.25,17593.85,125%,17627.9125,17559.7875,high,17600,2022-09-29,6,NIFTY22SEP17600PE,PE,2022-09-23 09:15:00,156.65,2022-09-23 09:16:00,185.2,382.3,156.6,SL Hit,-28.549999999999983,3.4185000000000003,-31.968499999999985,4602.272727272727,-131394.88636363627,-147127.7556818181,-1.4599431818181807,-1.63475284090909,2022
2022-09-22,17636.9,17609.65,27.25,17593.85,125%,17627.9125,17559.7875,low,17600,2022-09-29,6,NIFTY22SEP17600CE,CE,2022-09-23 09:17:00,152.55,2022-09-23 15:30:00,78.0,156.5,73.7,EOD Closing,74.55000000000001,2.3055000000000003,72.24450000000002,4602.272727272727,343099.4318181818,332488.8920454546,3.812215909090909,3.6943210227272734,2022
2022-09-29,17025.85,16788.95,236.89999999999782,16798.05,125%,17094.174999999996,16501.925000000003,high,16800,2022-10-06,6,NIFTY22100616800PE,PE,2022-09-30 12:41:00,71.1,2022-09-30 15:30:00,60.5,76.0,45.8,EOD Closing,10.599999999999994,1.316,9.283999999999994,4821.428571428572,51107.14285714283,44762.142857142826,0.5678571428571426,0.4973571428571425,2022
2022-10-07,17336.95,17217.5,119.45000000000073,17094.35,125%,17243.6625,16945.0375,high,17100,2022-10-13,3,NIFTY22101317100PE,PE,2022-10-10 12:33:00,75.55,2022-10-10 13:22:00,79.55,113.35,60.05,SL Hit,-4.0,1.551,-5.551,4736.8421052631575,-18947.36842105263,-26294.210526315786,-0.21052631578947364,-0.29215789473684206,2022
2022-10-10,17279.9,17065.8,214.10000000000218,17256.05,125%,17523.675000000003,16988.424999999996,low,17250,2022-10-13,2,NIFTY22101317250CE,CE,2022-10-11 15:13:00,28.8,2022-10-11 15:30:00,26.4,29.6,25.85,EOD Closing,2.400000000000002,0.552,1.848000000000002,4695.652173913043,11269.565217391313,8677.565217391313,0.12521739130434792,0.09641739130434793,2022
2022-10-24,17776.5,17708.4,68.09999999999854,17808.3,125%,17893.424999999996,17723.175000000003,low,17800,2022-10-27,2,NIFTY22OCT17800CE,CE,2022-10-25 09:18:00,49.2,2022-10-25 15:30:00,18.05,58.45,17.75,EOD Closing,31.150000000000002,0.6725,30.477500000000003,4550.561797752809,141750.0,138689.74719101124,1.575,1.540997191011236,2022
2022-11-04,18134.2,18017.5,116.70000000000073,18211.75,125%,18357.625,18065.875,low,18200,2022-11-10,3,NIFTY22111018200CE,CE,2022-11-07 13:33:00,52.55,2022-11-07 14:11:00,74.05,96.1,51.6,SL Hit,-21.5,1.266,-22.766,4450.549450549451,-95686.81318681319,-101321.20879120879,-1.0631868131868132,-1.1257912087912088,2022
2022-11-17,18417.2,18313.05,104.15000000000146,18382.95,125%,18513.137500000004,18252.762499999997,low,18400,2022-11-24,6,NIFTY22NOV18400CE,CE,2022-11-18 10:58:00,68.7,2022-11-18 15:30:00,70.6,90.5,50.55,EOD Closing,-1.8999999999999915,1.3930000000000002,-3.2929999999999917,4402.173913043478,-8364.13043478257,-14496.358695652136,-0.09293478260869523,-0.16107065217391262,2022
2022-11-23,18325.2,18248.25,76.95000000000073,18326.1,125%,18422.2875,18229.9125,high,18350,2022-11-24,0,NIFTY22NOV18350PE,PE,2022-11-24 15:01:00,0.7,2022-11-24 15:30:00,0.2,0.8,0.1,EOD Closing,0.49999999999999994,0.009,0.49099999999999994,4414.1689373297,2207.0844686648497,2167.3569482288826,0.024523160762942774,0.024081743869209808,2022
2022-11-25,18534.7,18445.5,89.20000000000073,18430.55,125%,18542.05,18319.05,high,18450,2022-12-01,3,NIFTY22120118450PE,PE,2022-11-28 09:45:00,44.05,2022-11-28 15:30:00,36.7,48.95,29.85,EOD Closing,7.349999999999994,0.8075,6.542499999999994,4390.243902439024,32268.292682926804,28723.17073170729,0.35853658536585337,0.3191463414634143,2022
2022-11-29,18677.7,18552.45,125.25,18625.7,125%,18782.2625,18469.1375,high,18650,2022-12-01,1,NIFTY22120118650PE,PE,2022-11-30 15:19:00,15.3,2022-11-30 15:30:00,13.6,15.65,12.75,EOD Closing,1.700000000000001,0.289,1.4110000000000011,4343.163538873994,7383.378016085795,6128.203753351211,0.08203753351206439,0.06809115281501345,2022
2022-12-06,18654.2,18579.2,75.0,18638.85,125%,18732.6,18545.1,low,18650,2022-12-08,1,NIFTY22120818650CE,CE,2022-12-07 15:16:00,29.4,2022-12-07 15:30:00,28.15,30.4,26.4,EOD Closing,1.25,0.5755,0.6745,4343.163538873994,5428.954423592493,2929.463806970509,0.06032171581769437,0.032549597855227874,2022
2022-12-08,18624.55,18537.2,87.34999999999854,18662.4,125%,18771.5875,18553.2125,low,18650,2022-12-15,6,NIFTY22121518650CE,CE,2022-12-09 10:46:00,82.25,2022-12-09 15:30:00,44.8,86.2,36.1,EOD Closing,37.45,1.2705,36.179500000000004,4343.163538873994,162651.4745308311,157133.48525469168,1.8072386058981231,1.7459276139410187,2022
2022-12-14,18695.85,18633.2,62.64999999999782,18614.4,125%,18692.712499999998,18536.087500000005,low,18600,2022-12-15,0,NIFTY22121518600CE,CE,2022-12-15 12:30:00,8.0,2022-12-15 15:30:00,0.15,7.95,0.1,EOD Closing,7.85,0.0815,7.7684999999999995,4354.8387096774195,34185.48387096774,33830.56451612903,0.37983870967741934,0.3758951612903225,2022
2022-12-20,18404.65,18203.2,201.45000000000073,18435.15,125%,18686.9625,18183.3375,low,18450,2022-12-22,1,NIFTY22122218450CE,CE,2022-12-21 13:57:00,17.9,2022-12-21 15:30:00,11.2,25.7,9.95,EOD Closing,6.699999999999999,0.291,6.408999999999999,4390.243902439024,29414.634146341457,28137.073170731703,0.3268292682926829,0.31263414634146336,2022
2022-12-28,18173.05,18071.5,101.54999999999927,18045.7,125%,18172.6375,17918.7625,high,18050,2022-12-29,0,NIFTY22DEC18050PE,PE,2022-12-29 15:02:00,0.4,2022-12-29 15:30:00,0.1,0.55,0.1,EOD Closing,0.30000000000000004,0.005,0.29500000000000004,4487.534626038781,1346.2603878116347,1323.8227146814406,0.014958448753462606,0.014709141274238228,2022
2023-01-02,18150.15,18117.55,32.60000000000218,18163.2,125%,18203.950000000004,18122.449999999997,high,18150,2023-01-05,2,NIFTY2310518150PE,PE,2023-01-03 09:46:00,60.75,2023-01-03 15:30:00,34.4,75.45,29.4,EOD Closing,26.35,0.9515000000000001,25.398500000000002,4462.809917355372,117595.04132231405,113348.67768595042,1.306611570247934,1.2594297520661157,2023
2023-01-03,18251.85,18149.95,101.89999999999782,18230.65,125%,18358.024999999998,18103.275000000005,low,18250,2023-01-05,1,NIFTY2310518250CE,CE,2023-01-04 11:08:00,20.3,2023-01-04 15:30:00,9.95,23.8,9.0,EOD Closing,10.350000000000001,0.3025,10.047500000000001,4438.356164383562,45936.98630136987,44594.383561643845,0.5104109589041097,0.4954931506849316,2023
2023-01-09,18141.0,17936.7,204.29999999999927,18121.3,125%,18376.675,17865.925,low,18100,2023-01-12,2,NIFTY2311218100CE,CE,2023-01-10 13:42:00,23.8,2023-01-10 15:30:00,26.1,29.0,20.7,EOD Closing,-2.3000000000000007,0.49900000000000005,-2.799000000000001,4475.138121546961,-10292.817679558013,-12525.911602209948,-0.11436464088397792,-0.13917679558011053,2023
2023-01-24,18200.75,18079.15,121.59999999999854,18093.35,125%,18245.35,17941.35,low,18100,2023-01-25,0,NIFTY23JAN18100CE,CE,2023-01-25 10:13:00,6.4,2023-01-25 15:30:00,0.1,7.9,0.1,EOD Closing,6.300000000000001,0.065,6.235,4475.138121546961,28193.37016574586,27902.486187845305,0.3132596685082873,0.3100276243093923,2023
2023-01-25,18093.35,17846.6,246.75,17877.2,125%,18185.6375,17568.7625,low,17900,2023-02-02,6,NIFTY2320217900CE,CE,2023-01-27 12:33:00,81.45,2023-01-27 15:30:00,75.8,86.25,54.65,EOD Closing,5.650000000000006,1.5725,4.077500000000006,4525.139664804469,25567.039106145276,18451.25698324025,0.28407821229050306,0.20501396648044723,2023
2023-01-31,17731.45,17539.0,192.45000000000073,17811.6,125%,18052.1625,17571.0375,low,17800,2023-02-02,1,NIFTY2320217800CE,CE,2023-02-01 14:42:00,20.45,2023-02-01 15:30:00,28.35,48.4,11.8,EOD Closing,-7.900000000000002,0.488,-8.388000000000002,4550.561797752809,-35949.4382022472,-38170.11235955057,-0.3994382022471911,-0.4241123595505619,2023
2023-02-10,17876.95,17801.15,75.79999999999927,17859.1,125%,17953.85,17764.35,low,17850,2023-02-16,3,NIFTY2321617850CE,CE,2023-02-13 10:05:00,59.3,2023-02-13 15:30:00,56.2,68.4,46.55,EOD Closing,3.0999999999999943,1.155,1.9449999999999943,4537.81512605042,14067.226890756276,8826.050420168041,0.15630252100840306,0.09806722689075602,2023
