week_start,entry_time,current week open,previous week high,previous week low,previous week range,multiplier%,high level,low level,strike,type,expiry,tag,entry price,exit price,exit_time,dte,slippage,final points,portfolio,index leverage,qty,PnL,ROI%,Trade Year,Hedge Strike,Hedge Entry Price,Hedge Exit Price,Qty,Hedge Points,Hedge PnL,Total PnL,Total ROI%,Index,Trade Month,Portfolio,Allocation,New Qty,New PnL,ROI% PF
2019-03-15,2019-03-15 15:05:00,11376.85,11383.4,11009.2,374.1999999999989,16.44567696682293,11438.389723209852,11315.31027679015,11450,CE,2019-03-20,RE-ENTRY,55.55,92.95,2019-03-18 09:15:00,5,1.485,-38.885000000000005,10000000,10,8733.624454148472,-339606.9868995634,-3.396069868995634,2019,11800,2.5,5.5,8733.624454148472,3.0,26200.873362445414,-313406.113537118,-3.13406113537118,NIFTY,3,10000000,10000000,8733.624454148472,-313406.11353711796,-3.1340611353711796
2019-03-15,2019-03-18 11:45:00,11376.85,11383.4,11009.2,374.1999999999989,16.44567696682293,11438.389723209852,11315.31027679015,11450,CE,2019-03-20,RE-ENTRY,52.55,57.95,2019-03-18 12:15:00,2,1.105,-6.505000000000006,10000000,10,8733.624454148472,-56812.22707423587,-0.5681222707423587,2019,11800,2.0,2.2,8733.624454148472,0.2000000000000001,1746.724890829696,-55065.50218340617,-0.5506550218340617,NIFTY,3,10000000,10000000,8733.624454148472,-55065.50218340617,-0.5506550218340617
2019-03-15,2019-03-18 12:35:00,11376.85,11383.4,11009.2,374.1999999999989,16.44567696682293,11438.389723209852,11315.31027679015,11450,CE,2019-03-20,RE-ENTRY,53.55,62.6,2019-03-18 13:15:00,2,1.1615,-10.211500000000004,10000000,10,8733.624454148472,-89183.40611353716,-0.8918340611353716,2019,11800,2.05,2.1,8733.624454148472,0.0500000000000002,436.681222707426,-88746.72489082973,-0.8874672489082973,NIFTY,3,10000000,10000000,8733.624454148472,-88746.72489082973,-0.8874672489082973
2019-03-22,2019-03-22 09:16:00,11545.2,11552.5,11372.2,180.29999999999927,7.808439871115238,11559.27861708762,11531.12138291238,11550,CE,2019-03-28,STRANGLE,85.15,94.4,2019-03-22 09:35:00,6,1.7955,-11.0455,10000000,10,8658.008658008657,-95632.03463203464,-0.9563203463203463,2019,11900,3.85,3.9,8658.008658008657,0.0499999999999998,432.9004329004313,-95199.1341991342,-0.9519913419913418,NIFTY,3,10000000,10000000,8658.008658008657,-95199.1341991342,-0.951991341991342
2019-03-22,2019-03-22 09:16:00,11545.2,11552.5,11372.2,180.29999999999927,7.808439871115238,11559.27861708762,11531.12138291238,11550,PE,2019-03-28,STRANGLE,70.75,87.0,2019-03-22 10:35:00,6,1.5775,-17.8275,10000000,9,7792.207792207792,-138915.58441558442,-1.3891558441558445,2019,11200,7.0,9.25,7792.207792207792,2.25,17532.467532467534,-121383.11688311688,-1.213831168831169,NIFTY,3,10000000,10000000,7792.207792207792,-121383.11688311689,-1.213831168831169
2019-03-22,2019-03-22 10:05:00,11545.2,11552.5,11372.2,180.29999999999927,7.808439871115238,11559.27861708762,11531.12138291238,11550,CE,2019-03-28,RE-ENTRY,90.85,17.5,2019-03-28 14:05:00,6,1.0835,72.2665,10000000,10,8658.008658008657,625683.9826839826,6.256839826839825,2019,11900,3.6,0.05,8658.008658008657,-3.5500000000000003,-30735.93073593073,594948.0519480519,5.949480519480519,NIFTY,3,10000000,10000000,8658.008658008657,594948.0519480519,5.949480519480519
2019-03-22,2019-03-27 09:15:00,11545.2,11552.5,11372.2,180.29999999999927,7.808439871115238,11559.27861708762,11531.12138291238,11550,PE,2019-03-28,RE-ENTRY,44.0,44.3,2019-03-27 09:25:00,1,0.883,-1.1829999999999972,10000000,9,7792.207792207792,-9218.181818181796,-0.0921818181818179,2019,11200,1.7,1.95,7792.207792207792,0.25,1948.051948051948,-7270.129870129848,-0.0727012987012984,NIFTY,3,10000000,10000000,7792.207792207792,-7270.129870129848,-0.07270129870129848
2019-03-22,2019-03-27 10:15:00,11545.2,11552.5,11372.2,180.29999999999927,7.808439871115238,11559.27861708762,11531.12138291238,11550,PE,2019-03-28,RE-ENTRY,38.35,41.6,2019-03-27 10:25:00,1,0.7995000000000001,-4.0495,10000000,9,7792.207792207792,-31554.545454545456,-0.3155454545454545,2019,11200,1.75,1.9,7792.207792207792,0.1499999999999999,1168.8311688311685,-30385.714285714286,-0.3038571428571429,NIFTY,3,10000000,10000000,7792.207792207792,-30385.714285714286,-0.3038571428571429
2019-03-22,2019-03-27 10:35:00,11545.2,11552.5,11372.2,180.29999999999927,7.808439871115238,11559.27861708762,11531.12138291238,11550,PE,2019-03-28,RE-ENTRY,34.85,54.6,2019-03-27 11:25:00,1,0.8945000000000001,-20.6445,10000000,9,7792.207792207792,-160866.23376623378,-1.6086623376623377,2019,11200,1.75,3.1,7792.207792207792,1.35,10519.48051948052,-150346.75324675327,-1.5034675324675326,NIFTY,3,10000000,10000000,7792.207792207792,-150346.75324675324,-1.5034675324675326
2019-03-29,2019-03-29 09:16:00,11625.45,11587.5,11311.95,275.5499999999993,11.851154148871624,11658.105855257216,11592.794144742786,11650,CE,2019-04-04,STRANGLE,76.65,97.15,2019-04-01 09:15:00,6,1.7380000000000002,-22.238,10000000,10,8583.690987124464,-190884.12017167383,-1.9088412017167384,2019,12000,6.2,5.4,8583.690987124464,-0.7999999999999998,-6866.95278969957,-197751.0729613734,-1.977510729613734,NIFTY,3,10000000,10000000,8583.690987124464,-197751.0729613734,-1.977510729613734
2019-03-29,2019-03-29 09:16:00,11625.45,11587.5,11311.95,275.5499999999993,11.851154148871624,11658.105855257216,11592.794144742786,11600,PE,2019-04-04,STRANGLE,79.0,85.3,2019-03-29 09:35:00,6,1.6430000000000002,-7.942999999999998,10000000,9,7758.620689655172,-61626.72413793101,-0.6162672413793102,2019,11250,8.0,9.4,7758.620689655172,1.4000000000000004,10862.068965517245,-50764.65517241377,-0.5076465517241376,NIFTY,3,10000000,10000000,7758.620689655172,-50764.65517241377,-0.5076465517241376
2019-03-29,2019-03-29 10:05:00,11625.45,11587.5,11311.95,275.5499999999993,11.851154148871624,11658.105855257216,11592.794144742786,11600,PE,2019-04-04,RE-ENTRY,83.05,84.35,2019-03-29 10:15:00,6,1.6739999999999997,-2.9739999999999966,10000000,9,7758.620689655172,-23074.137931034456,-0.2307413793103445,2019,11250,9.3,9.8,7758.620689655172,0.5,3879.310344827586,-19194.82758620687,-0.1919482758620687,NIFTY,3,10000000,10000000,7758.620689655172,-19194.82758620687,-0.1919482758620687
2019-03-29,2019-03-29 13:05:00,11625.45,11587.5,11311.95,275.5499999999993,11.851154148871624,11658.105855257216,11592.794144742786,11600,PE,2019-04-04,RE-ENTRY,76.1,80.0,2019-03-29 13:45:00,6,1.561,-5.461000000000006,10000000,9,7758.620689655172,-42369.827586206935,-0.4236982758620693,2019,11250,9.05,9.45,7758.620689655172,0.3999999999999986,3103.448275862058,-39266.37931034488,-0.3926637931034488,NIFTY,3,10000000,10000000,7758.620689655172,-39266.379310344884,-0.39266379310344884
2019-03-29,2019-03-29 14:05:00,11625.45,11587.5,11311.95,275.5499999999993,11.851154148871624,11658.105855257216,11592.794144742786,11600,PE,2019-04-04,RE-ENTRY,76.2,14.3,2019-04-04 14:15:00,6,0.905,60.995000000000005,10000000,9,7758.620689655172,473237.0689655173,4.7323706896551725,2019,11250,8.55,0.05,7758.620689655172,-8.5,-65948.27586206896,407288.7931034484,4.072887931034484,NIFTY,3,10000000,10000000,7758.620689655172,407288.7931034483,4.072887931034483
2019-03-29,2019-04-01 15:15:00,11625.45,11587.5,11311.95,275.5499999999993,11.851154148871624,11658.105855257216,11592.794144742786,11650,CE,2019-04-04,RE-ENTRY,72.3,68.95,2019-04-02 09:15:00,3,1.4125,1.9374999999999944,10000000,10,8583.690987124464,16630.9012875536,0.1663090128755359,2019,12000,1.7,1.35,8583.690987124464,-0.3499999999999998,-3004.291845493561,13626.609442060038,0.1362660944206004,NIFTY,4,10000000,10000000,8583.690987124464,13626.60944206004,0.1362660944206004
2019-04-05,2019-04-05 09:16:00,11638.4,11760.85,11559.65,201.20000000000076,8.6437998350289,11655.791325268076,11621.008674731922,11650,CE,2019-04-11,STRANGLE,68.35,84.8,2019-04-05 09:15:00,6,1.5315,-17.981500000000004,10000000,10,8583.690987124464,-154347.6394849786,-1.543476394849786,2019,12000,2.35,2.35,8583.690987124464,0.0,0.0,-154347.6394849786,-1.543476394849786,NIFTY,4,10000000,10000000,8583.690987124464,-154347.6394849786,-1.543476394849786
2019-04-05,2019-04-05 09:16:00,11638.4,11760.85,11559.65,201.20000000000076,8.6437998350289,11655.791325268076,11621.008674731922,11600,PE,2019-04-11,STRANGLE,55.0,53.45,2019-04-05 11:15:00,6,1.0845,0.4654999999999971,10000000,9,7758.620689655172,3611.637931034461,0.0361163793103446,2019,11250,3.4,4.25,7758.620689655172,0.8500000000000001,6594.827586206897,10206.465517241357,0.1020646551724135,NIFTY,4,10000000,10000000,7758.620689655172,10206.465517241357,0.10206465517241356
2019-04-05,2019-04-05 09:35:00,11638.4,11760.85,11559.65,201.20000000000076,8.6437998350289,11655.791325268076,11621.008674731922,11650,CE,2019-04-11,RE-ENTRY,81.15,78.35,2019-04-05 15:05:00,6,1.595,1.2050000000000114,10000000,10,8583.690987124464,10343.347639485077,0.1034334763948507,2019,12000,1.95,2.05,8583.690987124464,0.0999999999999998,858.3690987124453,11201.71673819752,0.1120171673819752,NIFTY,4,10000000,10000000,8583.690987124464,11201.716738197523,0.11201716738197524
2019-04-05,2019-04-05 11:25:00,11638.4,11760.85,11559.65,201.20000000000076,8.6437998350289,11655.791325268076,11621.008674731922,11600,PE,2019-04-11,RE-ENTRY,46.2,48.3,2019-04-05 11:35:00,6,0.945,-3.0449999999999946,10000000,9,7758.620689655172,-23624.99999999996,-0.2362499999999995,2019,11250,2.8,2.8,7758.620689655172,0.0,0.0,-23624.99999999996,-0.2362499999999995,NIFTY,4,10000000,10000000,7758.620689655172,-23624.999999999956,-0.23624999999999957
2019-04-05,2019-04-05 11:45:00,11638.4,11760.85,11559.65,201.20000000000076,8.6437998350289,11655.791325268076,11621.008674731922,11600,PE,2019-04-11,RE-ENTRY,45.35,58.0,2019-04-08 13:25:00,6,1.0335,-13.6835,10000000,9,7758.620689655172,-106165.08620689654,-1.0616508620689653,2019,11250,2.9,4.0,7758.620689655172,1.1,8534.48275862069,-97630.60344827584,-0.9763060344827584,NIFTY,4,10000000,10000000,7758.620689655172,-97630.60344827587,-0.9763060344827587
2019-04-05,2019-04-08 10:25:00,11638.4,11760.85,11559.65,201.20000000000076,8.6437998350289,11655.791325268076,11621.008674731922,11650,CE,2019-04-11,RE-ENTRY,70.5,70.8,2019-04-08 10:55:00,3,1.413,-1.7129999999999972,10000000,10,8583.690987124464,-14703.862660944184,-0.1470386266094418,2019,12000,1.7,1.65,8583.690987124464,-0.05,-429.1845493562236,-15133.047210300409,-0.151330472103004,NIFTY,4,10000000,10000000,8583.690987124464,-15133.047210300407,-0.15133047210300407
2019-04-12,2019-04-12 09:16:00,11612.85,11710.05,11549.8,160.25,6.899684401331284,11623.906744253134,11601.793255746868,11600,CE,2019-04-18,STRANGLE,84.25,86.55,2019-04-12 09:25:00,6,1.7080000000000002,-4.007999999999997,10000000,10,8620.689655172413,-34551.72413793101,-0.34551724137931,2019,11950,2.0,2.25,8620.689655172413,0.25,2155.1724137931037,-32396.551724137906,-0.323965517241379,NIFTY,4,10000000,10000000,8620.689655172413,-32396.551724137906,-0.32396551724137906
2019-04-12,2019-04-12 09:16:00,11612.85,11710.05,11549.8,160.25,6.899684401331284,11623.906744253134,11601.793255746868,11600,PE,2019-04-18,STRANGLE,54.9,54.1,2019-04-12 10:55:00,6,1.09,-0.2900000000000029,10000000,9,7758.620689655172,-2250.0000000000227,-0.0225000000000002,2019,11250,3.1,3.5,7758.620689655172,0.3999999999999999,3103.448275862068,853.4482758620452,0.0085344827586204,NIFTY,4,10000000,10000000,7758.620689655172,853.4482758620455,0.008534482758620456
2019-04-12,2019-04-12 09:35:00,11612.85,11710.05,11549.8,160.25,6.899684401331284,11623.906744253134,11601.793255746868,11600,CE,2019-04-18,RE-ENTRY,82.5,100.35,2019-04-12 14:05:00,6,1.8285,-19.678499999999996,10000000,10,8620.689655172413,-169642.24137931026,-1.6964224137931023,2019,11950,2.25,2.2,8620.689655172413,-0.0499999999999998,-431.0344827586191,-170073.27586206887,-1.7007327586206886,NIFTY,4,10000000,10000000,8620.689655172413,-170073.27586206893,-1.7007327586206895
2019-04-12,2019-04-12 11:05:00,11612.85,11710.05,11549.8,160.25,6.899684401331284,11623.906744253134,11601.793255746868,11600,PE,2019-04-18,RE-ENTRY,52.4,55.9,2019-04-12 11:25:00,6,1.083,-4.583,10000000,9,7758.620689655172,-35557.75862068965,-0.3555775862068965,2019,11250,3.3,3.5,7758.620689655172,0.2000000000000001,1551.7241379310358,-34006.034482758616,-0.3400603448275862,NIFTY,4,10000000,10000000,7758.620689655172,-34006.034482758616,-0.3400603448275862
2019-04-12,2019-04-12 13:05:00,11612.85,11710.05,11549.8,160.25,6.899684401331284,11623.906744253134,11601.793255746868,11600,PE,2019-04-18,RE-ENTRY,51.0,51.1,2019-04-12 13:15:00,6,1.021,-1.121000000000001,10000000,9,7758.620689655172,-8697.413793103458,-0.0869741379310345,2019,11250,3.0,3.45,7758.620689655172,0.4500000000000002,3491.379310344829,-5206.03448275863,-0.0520603448275862,NIFTY,4,10000000,10000000,7758.620689655172,-5206.034482758628,-0.05206034482758628
2019-04-12,2019-04-12 13:25:00,11612.85,11710.05,11549.8,160.25,6.899684401331284,11623.906744253134,11601.793255746868,11600,PE,2019-04-18,RE-ENTRY,43.4,0.05,2019-04-18 15:25:00,6,0.4344999999999999,42.9155,10000000,9,7758.620689655172,332965.0862068965,3.329650862068965,2019,11250,3.2,0.05,7758.620689655172,-3.1500000000000004,-24439.655172413797,308525.4310344827,3.085254310344827,NIFTY,4,10000000,10000000,7758.620689655172,308525.4310344828,3.085254310344828
2019-04-19,2019-04-19 09:16:00,11727.05,11856.15,11579.75,276.39999999999964,11.784719942355478,11759.62296592067,11694.47703407933,11700,PE,2019-04-25,STRANGLE,44.0,63.2,2019-04-22 09:15:00,6,1.072,-20.272,10000000,9,7692.307692307692,-155938.46153846156,-1.5593846153846156,2019,11350,4.45,4.5,7692.307692307692,0.0499999999999998,384.6153846153833,-155553.8461538462,-1.5555384615384618,NIFTY,4,10000000,10000000,7692.307692307692,-155553.84615384613,-1.5555384615384613
