Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year,Hedge Strike,Hedge Contract,Hedge Entry Price,Hedge Exit Price,Hedge Points,Hedge PnL,Total PnL,Total ROI%
2017-03-03,8977.75,8860.3,117.45000000000073,8953.7,40%,9000.68,8906.720000000001,high,8900,2017-03-16,2,NIFTY173168900PE,PE,2017-03-14 09:15:00,,2017-03-16 15:30:00,,Expiry Closing,,,,30337.07865168539,,,,,2017,8700,NIFTY173168700PE,0.0,0.0,0.0,0.0,,
2017-03-03,8977.75,8860.3,117.45000000000073,8953.7,40%,9000.68,8906.720000000001,low,9000,2017-03-16,6,NIFTY173169000CE,CE,2017-03-10 14:06:00,,2017-03-14 09:15:00,,SL Hit,,,,30000.0,,,,,2017,9200,NIFTY173169200CE,0.0,0.0,0.0,0.0,,
2017-03-10,9158.1,8904.1,254.0,9207.8,40%,9309.4,9106.199999999999,low,9300,2017-03-23,2,NIFTY173239300CE,CE,2017-03-21 11:21:00,,2017-03-23 15:30:00,,Expiry Closing,,,,29032.25806451613,,,,,2017,9500,NIFTY173239500CE,0.0,0.0,0.0,0.0,,
2017-03-17,9214.1,9019.4,194.70000000000073,9104.0,40%,9181.880000000001,9026.119999999999,low,9200,2017-03-30,3,NIFTY17MAR9200CE,CE,2017-03-27 12:39:00,4.1,2017-03-30 15:30:00,0.05,Expiry Closing,4.05,0.041499999999999995,4.0085,29347.82608695652,118858.6956521739,117640.7608695652,0.44021739130434784,0.43570652173913044,2017,9400,NIFTY17MAR9400CE,0.6,0.05,-0.5499999999999999,-16141.304347826084,101499.45652173912,1.1277717391304347
2017-03-24,9181.1,9024.65,156.45000000000073,9158.9,40%,9221.48,9096.32,high,9100,2017-04-06,3,NIFTY174069100PE,PE,2017-04-03 13:10:00,,2017-04-06 15:30:00,,Expiry Closing,,,,29670.329670329673,,,,,2017,8900,NIFTY174068900PE,0.0,0.0,0.0,0.0,,
2017-03-31,9273.8,9152.15,121.64999999999964,9223.7,40%,9272.36,9175.04,low,9250,2017-04-13,3,NIFTY174139250CE,CE,2017-04-10 13:06:00,,2017-04-13 15:30:00,,Expiry Closing,,,,29189.18918918919,,,,,2017,9450,NIFTY174139450CE,0.0,0.0,0.0,0.0,,
2017-04-07,9250.45,9145.0,105.45000000000073,9144.75,40%,9186.93,9102.57,high,9100,2017-04-20,2,NIFTY174209100PE,PE,2017-04-18 09:20:00,,2017-04-18 14:36:00,,SL Hit,,,,29670.329670329673,,,,,2017,8900,NIFTY174208900PE,0.0,0.0,0.0,0.0,,
2017-04-07,9250.45,9145.0,105.45000000000073,9144.75,40%,9186.93,9102.57,low,9200,2017-04-20,2,NIFTY174209200CE,CE,2017-04-18 15:02:00,,2017-04-20 15:30:00,,Expiry Closing,,,,29347.82608695652,,,,,2017,9400,NIFTY174209400CE,0.0,0.0,0.0,0.0,,
2017-04-14,9217.8,9075.3,142.5,9179.1,40%,9236.1,9122.1,high,9100,2017-04-27,2,NIFTY17APR9100PE,PE,2017-04-25 09:15:00,5.7,2017-04-27 15:30:00,0.05,Expiry Closing,5.65,0.0575,5.5925,29670.329670329673,167637.36263736268,165931.3186813187,0.6208791208791209,0.6145604395604395,2017,8900,NIFTY17APR8900PE,1.6,0.05,-1.55,-45989.010989010996,119942.30769230769,1.3326923076923076
2017-04-14,9217.8,9075.3,142.5,9179.1,40%,9236.1,9122.1,low,9250,2017-04-27,6,NIFTY17APR9250CE,CE,2017-04-21 12:55:00,8.15,2017-04-24 13:51:00,22.15,SL Hit,-13.999999999999998,0.303,-14.302999999999999,29189.18918918919,-408648.6486486486,-417492.97297297296,-1.5135135135135136,-1.5462702702702702,2017,9450,NIFTY17APR9450CE,0.6,0.8,0.20000000000000007,5837.83783783784,-411655.13513513515,-4.573945945945946
2017-04-28,9365.5,9270.0,95.5,9374.55,40%,9412.75,9336.349999999999,high,9350,2017-05-11,1,NIFTY175119350PE,PE,2017-05-10 15:22:00,,2017-05-11 15:30:00,,Expiry Closing,,,,28877.005347593586,,,,,2017,9150,NIFTY175119150PE,0.0,0.0,0.0,0.0,,
2017-04-28,9365.5,9270.0,95.5,9374.55,40%,9412.75,9336.349999999999,low,9400,2017-05-11,6,NIFTY175119400CE,CE,2017-05-05 09:15:00,,2017-05-10 09:39:00,,SL Hit,,,,28723.404255319147,,,,,2017,9600,NIFTY175119600CE,0.0,0.0,0.0,0.0,,
2017-05-05,9450.3,9272.05,178.25,9436.65,40%,9507.949999999999,9365.35,high,9350,2017-05-18,2,NIFTY175189350PE,PE,2017-05-16 14:14:00,,2017-05-18 15:30:00,,Expiry Closing,,,,28877.005347593586,,,,,2017,9150,NIFTY175189150PE,0.0,0.0,0.0,0.0,,
2017-05-12,9532.2,9372.6,159.60000000000036,9469.9,40%,9533.74,9406.06,low,9550,2017-05-25,6,NIFTY17MAY9550CE,CE,2017-05-19 12:07:00,9.05,2017-05-25 15:30:00,0.05,Expiry Closing,9.0,0.09100000000000001,8.909,28272.251308900522,254450.26178010472,251877.48691099478,0.9424083769633507,0.9328795811518326,2017,9750,NIFTY17MAY9750CE,0.8,0.05,-0.75,-21204.18848167539,230673.29842931937,2.5630366492146597
2017-05-19,9522.7,9341.9,180.8000000000011,9507.75,40%,9580.07,9435.43,high,9450,2017-06-01,6,NIFTY176019450PE,PE,2017-05-26 13:15:00,,2017-06-01 15:30:00,,Expiry Closing,,,,28571.42857142857,,,,,2017,9250,NIFTY176019250PE,0.0,0.0,0.0,0.0,,
2017-06-02,9706.3,9630.5,75.79999999999927,9638.55,40%,9668.869999999999,9608.23,high,9600,2017-06-15,6,NIFTY176159600PE,PE,2017-06-09 15:02:00,,2017-06-12 09:15:00,,SL Hit,,,,28125.0,,,,,2017,9400,NIFTY176159400PE,0.0,0.0,0.0,0.0,,
2017-06-02,9706.3,9630.5,75.79999999999927,9638.55,40%,9668.869999999999,9608.23,low,9650,2017-06-15,3,NIFTY176159650CE,CE,2017-06-12 10:00:00,,2017-06-15 15:30:00,,Expiry Closing,,,,27979.274611398963,,,,,2017,9850,NIFTY176159850CE,0.0,0.0,0.0,0.0,,
2017-06-09,9676.0,9560.8,115.20000000000073,9595.45,40%,9641.53,9549.37,high,9550,2017-06-22,3,NIFTY176229550PE,PE,2017-06-19 13:44:00,,2017-06-22 15:30:00,,Expiry Closing,,,,28272.251308900522,,,,,2017,9350,NIFTY176229350PE,0.0,0.0,0.0,0.0,,
2017-06-16,9698.6,9565.7,132.89999999999964,9643.25,40%,9696.41,9590.09,low,9700,2017-06-29,6,NIFTY17JUN9700CE,CE,2017-06-23 10:01:00,14.1,2017-06-29 15:30:00,0.05,Expiry Closing,14.049999999999999,0.14150000000000001,13.908499999999998,27835.05154639175,391082.47422680404,387143.81443298963,1.4484536082474224,1.433865979381443,2017,9900,NIFTY17JUN9900CE,1.25,0.05,-1.2,-33402.0618556701,353741.7525773195,3.9304639175257723
2017-06-23,9646.65,9473.7,172.9499999999989,9478.5,40%,9547.68,9409.32,high,9400,2017-07-06,3,NIFTY177069400PE,PE,2017-07-03 09:15:00,,2017-07-06 15:30:00,,Expiry Closing,,,,28723.404255319147,,,,,2017,9200,NIFTY177069200PE,0.0,0.0,0.0,0.0,,
2017-06-30,9700.6,9448.8,251.8000000000011,9670.35,40%,9771.070000000002,9569.63,high,9550,2017-07-13,3,NIFTY177139550PE,PE,2017-07-10 14:16:00,,2017-07-13 15:30:00,,Expiry Closing,,,,28272.251308900522,,,,,2017,9350,NIFTY177139350PE,0.0,0.0,0.0,0.0,,
2017-07-14,9928.2,9813.8,114.40000000000146,9899.6,40%,9945.36,9853.84,high,9850,2017-07-27,3,NIFTY17JUL9850PE,PE,2017-07-24 09:49:00,14.7,2017-07-27 15:30:00,0.05,Expiry Closing,14.649999999999999,0.1475,14.502499999999998,27411.167512690357,401573.60406091367,397530.45685279183,1.487309644670051,1.4723350253807106,2017,9650,NIFTY17JUL9650PE,2.6,0.05,-2.5500000000000003,-69898.47715736042,327631.9796954314,3.640355329949238
2017-07-14,9928.2,9813.8,114.40000000000146,9899.6,40%,9945.36,9853.84,low,9950,2017-07-27,6,NIFTY17JUL9950CE,CE,2017-07-21 13:01:00,13.55,2017-07-24 09:15:00,29.4,SL Hit,-15.849999999999998,0.42950000000000005,-16.2795,27135.678391959795,-430100.50251256267,-441755.27638190944,-1.5929648241206027,-1.6361306532663311,2017,10150,NIFTY17JUL10150CE,1.3,1.7,0.3999999999999999,10854.271356783915,-430901.0050251255,-4.787788944723617
2017-07-21,10114.75,9838.1,276.64999999999964,9996.55,40%,10107.21,9885.89,high,9900,2017-08-03,2,NIFTY178039900PE,PE,2017-08-01 15:06:00,,2017-08-03 15:30:00,,Expiry Closing,,,,27272.727272727272,,,,,2017,9700,NIFTY178039700PE,0.0,0.0,0.0,0.0,,
2017-07-28,10136.3,9944.75,191.54999999999927,10008.6,40%,10085.22,9931.980000000001,high,9950,2017-08-10,3,NIFTY178109950PE,PE,2017-08-07 09:17:00,,2017-08-09 09:15:00,,SL Hit,,,,27135.678391959795,,,,,2017,9750,NIFTY178109750PE,0.0,0.0,0.0,0.0,,
2017-07-28,10136.3,9944.75,191.54999999999927,10008.6,40%,10085.22,9931.980000000001,low,10100,2017-08-10,1,NIFTY1781010100CE,CE,2017-08-09 09:22:00,,2017-08-10 15:30:00,,Expiry Closing,,,,26732.673267326732,,,,,2017,10300,NIFTY1781010300CE,0.0,0.0,0.0,0.0,,
2017-08-04,10087.8,9777.65,310.14999999999964,9712.15,40%,9836.21,9588.09,high,9600,2017-08-17,1,NIFTY178179600PE,PE,2017-08-16 13:00:00,,2017-08-17 15:30:00,,Expiry Closing,,,,28125.0,,,,,2017,9400,NIFTY178179400PE,0.0,0.0,0.0,0.0,,
2017-08-11,9947.6,9685.7,261.89999999999964,9865.95,40%,9970.710000000001,9761.19,low,9950,2017-08-24,3,NIFTY178249950CE,CE,2017-08-21 15:06:00,,2017-08-24 15:30:00,,Expiry Closing,,,,27135.678391959795,,,,,2017,10150,NIFTY1782410150CE,0.0,0.0,0.0,0.0,,
2017-08-18,9884.15,9740.25,143.89999999999964,9907.15,40%,9964.71,9849.59,low,9950,2017-08-31,2,NIFTY17AUG9950CE,CE,2017-08-29 09:53:00,9.85,2017-08-30 11:24:00,9.7,SL Hit,0.15000000000000036,0.19549999999999998,-0.045499999999999624,27135.678391959795,4070.3517587939787,-1234.6733668341606,0.015075376884422145,-0.004572864321608002,2017,10150,NIFTY17AUG10150CE,0.85,0.5,-0.35,-9497.487437185928,-10732.160804020088,-0.11924623115577875
2017-08-25,9924.8,9783.95,140.84999999999854,9937.65,40%,9993.99,9881.31,low,10000,2017-09-07,3,NIFTY1790710000CE,CE,2017-09-04 12:01:00,,2017-09-05 09:15:00,,SL Hit,,,,27000.0,,,,,2017,10200,NIFTY1790710200CE,0.0,0.0,0.0,0.0,,
2017-09-01,9984.15,9861.3,122.85000000000036,9958.65,40%,10007.789999999999,9909.51,high,9900,2017-09-14,3,NIFTY179149900PE,PE,2017-09-11 11:31:00,,2017-09-14 15:30:00,,Expiry Closing,,,,27272.727272727272,,,,,2017,9700,NIFTY179149700PE,0.0,0.0,0.0,0.0,,
2017-09-08,10131.4,9913.45,217.9499999999989,10062.35,40%,10149.53,9975.17,high,10000,2017-09-21,3,NIFTY1792110000PE,PE,2017-09-18 09:15:00,,2017-09-21 15:30:00,,Expiry Closing,,,,27000.0,,,,,2017,9800,NIFTY179219800PE,0.0,0.0,0.0,0.0,,
2017-09-15,10178.5,10043.7,134.79999999999927,10094.35,40%,10148.27,10040.43,low,10150,2017-09-28,6,NIFTY17SEP10150CE,CE,2017-09-22 09:30:00,19.55,2017-09-28 15:30:00,0.05,Expiry Closing,19.5,0.196,19.304,26600.985221674877,518719.2118226601,513505.41871921177,1.9211822660098523,1.9018719211822657,2017,10350,NIFTY17SEP10350CE,1.75,0.05,-1.7,-45221.67487684729,468283.74384236446,5.203152709359605
2017-09-29,9945.85,9775.4,170.45000000000073,9908.15,40%,9976.33,9839.97,high,9850,2017-10-12,6,NIFTY1710129850PE,PE,2017-10-06 15:09:00,,2017-10-12 15:30:00,,Expiry Closing,,,,27411.167512690357,,,,,2017,9650,NIFTY1710129650PE,0.0,0.0,0.0,0.0,,
2017-10-06,10104.05,9907.65,196.39999999999964,10123.7,40%,10202.26,10045.140000000001,high,10050,2017-10-19,3,NIFTY17101910050PE,PE,2017-10-16 09:15:00,,2017-10-19 15:30:00,,Expiry Closing,,,,26865.671641791047,,,,,2017,9850,NIFTY1710199850PE,0.0,0.0,0.0,0.0,,
2017-10-13,10251.65,10121.75,129.89999999999964,10176.65,40%,10228.609999999999,10124.69,high,10100,2017-10-26,2,NIFTY17OCT10100PE,PE,2017-10-24 10:14:00,12.5,2017-10-26 15:30:00,0.05,Expiry Closing,12.45,0.1255,12.324499999999999,26732.673267326732,332821.7821782178,329466.8316831683,1.2326732673267327,1.220247524752475,2017,9900,NIFTY17OCT9900PE,3.05,0.05,-3.0,-80198.0198019802,249268.8118811881,2.7696534653465346
2017-10-27,10452.65,10324.0,128.64999999999964,10461.55,40%,10513.009999999998,10410.09,low,10500,2017-11-09,6,NIFTY17110910500CE,CE,2017-11-03 09:44:00,,2017-11-03 13:25:00,,SL Hit,,,,25714.28571428571,,,,,2017,10700,NIFTY17110910700CE,0.0,0.0,0.0,0.0,,
2017-11-03,10490.4,10267.25,223.14999999999964,10304.35,40%,10393.61,10215.09,low,10400,2017-11-16,2,NIFTY17111610400CE,CE,2017-11-14 09:18:00,,2017-11-16 15:30:00,,Expiry Closing,,,,25961.53846153846,,,,,2017,10600,NIFTY17111610600CE,0.0,0.0,0.0,0.0,,
2017-11-17,10374.15,10261.85,112.29999999999927,10366.8,40%,10411.72,10321.88,low,10400,2017-11-30,0,NIFTY17NOV10400CE,CE,2017-11-30 09:15:00,2.35,2017-11-30 15:30:00,0.05,Expiry Closing,2.3000000000000003,0.024,2.2760000000000002,25961.53846153846,59711.53846153847,59088.461538461546,0.22115384615384617,0.21884615384615386,2017,10600,NIFTY17NOV10600CE,0.05,0.05,0.0,0.0,59088.461538461546,0.6565384615384616
2017-11-24,10409.3,10212.25,197.04999999999927,10263.7,40%,10342.52,10184.880000000001,low,10350,2017-12-07,6,NIFTY17120710350CE,CE,2017-12-01 14:08:00,,2017-12-07 15:30:00,,Expiry Closing,,,,26086.956521739132,,,,,2017,10550,NIFTY17120710550CE,0.0,0.0,0.0,0.0,,
2017-12-01,10272.6,10033.7,238.89999999999964,10198.45,40%,10294.01,10102.890000000001,high,10100,2017-12-14,3,NIFTY17121410100PE,PE,2017-12-11 09:15:00,,2017-12-14 15:30:00,,Expiry Closing,,,,26732.673267326732,,,,,2017,9900,NIFTY1712149900PE,0.0,0.0,0.0,0.0,,
2017-12-08,10328.85,10141.8,187.0500000000011,10345.65,40%,10420.47,10270.83,high,10250,2017-12-21,3,NIFTY17122110250PE,PE,2017-12-18 10:51:00,,2017-12-21 15:30:00,,Expiry Closing,,,,26341.463414634145,,,,,2017,10050,NIFTY17122110050PE,0.0,0.0,0.0,0.0,,
2017-12-08,10328.85,10141.8,187.0500000000011,10345.65,40%,10420.47,10270.83,low,10400,2017-12-21,3,NIFTY17122110400CE,CE,2017-12-18 09:15:00,,2017-12-18 09:54:00,,SL Hit,,,,25961.53846153846,,,,,2017,10600,NIFTY17122110600CE,0.0,0.0,0.0,0.0,,
2017-12-22,10552.25,10449.65,102.60000000000036,10492.35,40%,10533.390000000001,10451.31,high,10450,2018-01-04,6,NIFTY1810410450PE,PE,2017-12-29 15:14:00,,2018-01-01 15:01:00,,SL Hit,,,,25837.320574162677,,,,,2017,10250,NIFTY1810410250PE,0.0,0.0,0.0,0.0,,
2017-12-22,10552.25,10449.65,102.60000000000036,10492.35,40%,10533.390000000001,10451.31,low,10550,2018-01-04,3,NIFTY1810410550CE,CE,2018-01-01 15:00:00,,2018-01-04 15:30:00,,Expiry Closing,,,,25592.417061611377,,,,,2018,10750,NIFTY1810410750CE,0.0,0.0,0.0,0.0,,
2017-12-29,10538.2,10405.1,133.10000000000036,10534.25,40%,10587.49,10481.01,high,10500,2018-01-11,3,NIFTY1811110500PE,PE,2018-01-08 09:15:00,,2018-01-11 15:30:00,,Expiry Closing,,,,25714.28571428571,,,,,2018,10300,NIFTY1811110300PE,0.0,0.0,0.0,0.0,,
2018-01-05,10664.2,10520.15,144.0500000000011,10682.55,40%,10740.17,10624.929999999998,high,10600,2018-01-18,3,NIFTY1811810600PE,PE,2018-01-15 09:39:00,,2018-01-18 15:30:00,,Expiry Closing,,,,25471.698113207545,,,,,2018,10400,NIFTY1811810400PE,0.0,0.0,0.0,0.0,,
2018-01-05,10664.2,10520.15,144.0500000000011,10682.55,40%,10740.17,10624.929999999998,low,10750,2018-01-18,6,NIFTY1811810750CE,CE,2018-01-12 12:34:00,,2018-01-12 14:21:00,,SL Hit,,,,25116.279069767443,,,,,2018,10950,NIFTY1811810950CE,0.0,0.0,0.0,0.0,,
2018-01-12,10887.4,10597.7,289.6999999999989,10829.2,40%,10945.08,10713.320000000002,high,10700,2018-01-25,3,NIFTY18JAN10700PE,PE,2018-01-22 14:57:00,9.55,2018-01-25 15:30:00,0.05,Expiry Closing,9.5,0.09600000000000002,9.404,25233.644859813085,239719.6261682243,237297.19626168226,0.8878504672897197,0.8788785046728972,2018,10500,NIFTY18JAN10500PE,4.4,0.05,-4.3500000000000005,-109766.35514018693,127530.84112149532,1.4170093457943926
2018-01-19,11109.6,10794.05,315.5500000000011,11079.35,40%,11205.570000000002,10953.13,low,11200,2018-02-01,0,NIFTY1820111200CE,CE,2018-02-01 12:40:00,,2018-02-01 13:40:00,,SL Hit,,,,24107.142857142855,,,,,2018,11400,NIFTY1820111400CE,0.0,0.0,0.0,0.0,,
2018-01-26,11171.3,10879.35,291.9499999999989,10938.2,40%,11054.98,10821.420000000002,low,11050,2018-02-08,6,NIFTY1820811050CE,CE,2018-02-02 14:07:00,,2018-02-08 15:30:00,,Expiry Closing,,,,24434.389140271494,,,,,2018,11250,NIFTY1820811250CE,0.0,0.0,0.0,0.0,,
2018-02-09,10617.85,10398.35,219.5,10596.2,40%,10684.0,10508.400000000001,low,10700,2018-02-22,6,NIFTY18FEB10700CE,CE,2018-02-16 11:34:00,18.55,2018-02-22 15:30:00,0.05,Expiry Closing,18.5,0.18600000000000003,18.314,25233.644859813085,466822.42990654206,462128.97196261684,1.7289719626168225,1.7115887850467288,2018,10900,NIFTY18FEB10900CE,3.3,0.05,-3.25,-82009.34579439253,380119.6261682243,4.223551401869159
2018-02-16,10612.4,10303.3,309.10000000000036,10408.1,40%,10531.74,10284.460000000001,high,10300,2018-03-01,3,NIFTY1830110300PE,PE,2018-02-26 09:17:00,,2018-03-01 15:30:00,,Expiry Closing,,,,26213.59223300971,,,,,2018,10100,NIFTY1830110100PE,0.0,0.0,0.0,0.0,,
2018-02-23,10631.25,10397.25,234.0,10428.3,40%,10521.9,10334.699999999999,low,10500,2018-03-08,3,NIFTY1830810500CE,CE,2018-03-05 12:32:00,,2018-03-08 15:30:00,,Expiry Closing,,,,25714.28571428571,,,,,2018,10700,NIFTY1830810700CE,0.0,0.0,0.0,0.0,,
2018-03-02,10441.15,10141.55,299.60000000000036,10271.3,40%,10391.14,10151.46,high,10150,2018-03-15,3,NIFTY1831510150PE,PE,2018-03-12 14:51:00,,2018-03-15 15:30:00,,Expiry Closing,,,,26600.985221674877,,,,,2018,9950,NIFTY183159950PE,0.0,0.0,0.0,0.0,,
2018-03-09,10478.6,10212.05,266.5500000000011,10345.15,40%,10451.77,10238.529999999999,low,10450,2018-03-22,6,NIFTY1832210450CE,CE,2018-03-16 14:12:00,,2018-03-22 15:30:00,,Expiry Closing,,,,25837.320574162677,,,,,2018,10650,NIFTY1832210650CE,0.0,0.0,0.0,0.0,,
2018-03-16,10345.15,10050.8,294.35000000000036,9968.8,40%,10086.539999999999,9851.06,high,9850,2018-03-28,2,NIFTY18MAR9850PE,PE,2018-03-26 14:08:00,6.0,2018-03-28 15:30:00,0.05,Expiry Closing,5.95,0.0605,5.8895,27411.167512690357,163096.44670050763,161438.07106598985,0.6040609137055838,0.5979187817258883,2018,9650,NIFTY18MAR9650PE,1.95,0.05,-1.9,-52081.21827411168,109356.85279187816,1.2150761421319798
2018-03-23,10207.6,9952.1,255.5,10151.65,40%,10253.85,10049.449999999999,high,10050,2018-04-05,2,NIFTY1840510050PE,PE,2018-04-03 15:21:00,,2018-04-05 15:30:00,,Expiry Closing,,,,26865.671641791047,,,,,2018,9850,NIFTY184059850PE,0.0,0.0,0.0,0.0,,
2018-03-30,10331.75,10111.55,220.20000000000073,10322.75,40%,10410.83,10234.67,high,10250,2018-04-12,2,NIFTY1841210250PE,PE,2018-04-10 09:15:00,,2018-04-12 15:30:00,,Expiry Closing,,,,26341.463414634145,,,,,2018,10050,NIFTY1841210050PE,0.0,0.0,0.0,0.0,,
2018-04-06,10469.85,10290.9,178.95000000000073,10495.3,40%,10566.88,10423.72,high,10400,2018-04-19,1,NIFTY1841910400PE,PE,2018-04-18 09:15:00,,2018-04-19 15:30:00,,Expiry Closing,,,,25961.53846153846,,,,,2018,10200,NIFTY1841910200PE,0.0,0.0,0.0,0.0,,
2018-04-06,10469.85,10290.9,178.95000000000073,10495.3,40%,10566.88,10423.72,low,10550,2018-04-19,3,NIFTY1841910550CE,CE,2018-04-16 09:15:00,,2018-04-16 09:30:00,,SL Hit,,,,25592.417061611377,,,,,2018,10750,NIFTY1841910750CE,0.0,0.0,0.0,0.0,,
2018-04-20,10638.05,10527.5,110.54999999999927,10651.65,40%,10695.869999999999,10607.43,high,10600,2018-05-03,6,NIFTY1850310600PE,PE,2018-04-27 09:31:00,,2018-05-03 15:30:00,,Expiry Closing,,,,25471.698113207545,,,,,2018,10400,NIFTY1850310400PE,0.0,0.0,0.0,0.0,,
2018-04-27,10783.85,10647.55,136.3000000000011,10700.45,40%,10754.970000000001,10645.93,high,10650,2018-05-10,2,NIFTY1851010650PE,PE,2018-05-08 09:15:00,,2018-05-10 15:30:00,,Expiry Closing,,,,25352.112676056335,,,,,2018,10450,NIFTY1851010450PE,0.0,0.0,0.0,0.0,,
2018-04-27,10783.85,10647.55,136.3000000000011,10700.45,40%,10754.970000000001,10645.93,low,10750,2018-05-10,6,NIFTY1851010750CE,CE,2018-05-04 09:37:00,,2018-05-10 09:23:00,,SL Hit,,,,25116.279069767443,,,,,2018,10950,NIFTY1851010950CE,0.0,0.0,0.0,0.0,,
2018-05-04,10785.15,10601.7,183.4499999999989,10741.95,40%,10815.33,10668.570000000002,high,10650,2018-05-17,3,NIFTY1851710650PE,PE,2018-05-14 09:15:00,,2018-05-17 15:30:00,,Expiry Closing,,,,25352.112676056335,,,,,2018,10450,NIFTY1851710450PE,0.0,0.0,0.0,0.0,,
2018-05-04,10785.15,10601.7,183.4499999999989,10741.95,40%,10815.33,10668.570000000002,low,10800,2018-05-17,0,NIFTY1851710800CE,CE,2018-05-17 15:16:00,,2018-05-17 15:30:00,,Expiry Closing,,,,25000.0,,,,,2018,11000,NIFTY1851711000CE,0.0,0.0,0.0,0.0,,
