Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year,Hedge Strike,Hedge Contract,Hedge Entry Price,Hedge Exit Price,Hedge Points,Hedge PnL,Total PnL,Total ROI%,Index,Trade Month,Portfolio,Allocaion,ROI% PF
2019-08-09,11181.3,10904.8,276.5,11043.65,40%,11154.25,10933.05,low,11150,2019-08-22,6,NIFTY1982211150CE,CE,2019-08-16 09:34:00,21.0,2019-08-22 15:30:00,0.05,Expiry Closing,20.95,0.2105,20.7395,19977.57847533632,418530.26905829593,414324.9887892376,1.691031390134529,1.6740403587443948,2019,11450,NIFTY1982211450CE,2.15,0.05,-2.1,-41952.91479820628,372372.0739910313,4.1374674887892375,NIFTY,8,9000000,1000000,4.1374674887892375
2019-08-16,11146.8,10718.95,427.84999999999854,10699.6,40%,10870.74,10528.46,high,10550,2019-08-29,3,NIFTY19AUG10550PE,PE,2019-08-26 09:15:00,7.3,2019-08-29 15:30:00,0.05,Expiry Closing,7.25,0.0735,7.1765,21113.744075829385,153074.64454976303,151522.78436018957,0.6184834123222748,0.6122132701421801,2019,10250,NIFTY19AUG10250PE,1.65,0.05,-1.6,-33781.99052132701,117740.79383886256,1.3082310426540285,NIFTY,8,9000000,1000000,1.3082310426540285
2019-08-23,11141.7,10637.75,503.9500000000007,10987.8,40%,11189.38,10786.22,low,11200,2019-09-05,2,NIFTY1990511200CE,CE,2019-09-03 15:17:00,1.4,2019-09-05 15:30:00,0.05,Expiry Closing,1.35,0.0144999999999999,1.3355,19888.39285714285,26849.33035714285,26560.948660714283,0.1084821428571428,0.1073169642857142,2019,11500,NIFTY1990511500CE,0.65,0.05,-0.6,-11933.035714285712,14627.91294642857,0.1625323660714285,NIFTY,9,9000000,1000000,0.16253236607142857
2019-08-30,11042.35,10746.6,295.75,10883.8,40%,11002.1,10765.5,high,10750,2019-09-12,3,NIFTY1991210750PE,PE,2019-09-09 10:34:00,8.15,2019-09-12 15:30:00,0.05,Expiry Closing,8.1,0.082,8.017999999999999,20720.93023255814,167839.53488372095,166140.41860465115,0.6781395348837209,0.6712744186046511,2019,10450,NIFTY1991210450PE,0.95,0.05,-0.8999999999999999,-18648.837209302324,147491.58139534885,1.6387953488372091,NIFTY,9,9000000,1000000,1.6387953488372093
2019-09-06,11081.75,10867.65,214.1000000000004,10986.8,40%,11072.44,10901.16,high,10900,2019-09-19,6,NIFTY1991910900PE,PE,2019-09-13 15:05:00,13.95,2019-09-17 13:25:00,66.6,SL Hit,-52.64999999999999,0.8055,-53.4555,20435.77981651376,-1075943.8073394494,-1092404.8279816513,-4.347247706422018,-4.413756880733945,2019,10600,NIFTY1991910600PE,1.95,3.8,1.85,37806.192660550456,-1054598.635321101,-11.7177626146789,NIFTY,9,9000000,1000000,-11.7177626146789
2019-09-06,11081.75,10867.65,214.1000000000004,10986.8,40%,11072.44,10901.16,low,11050,2019-09-19,2,NIFTY1991911050CE,CE,2019-09-17 12:16:00,15.35,2019-09-19 15:30:00,0.05,Expiry Closing,15.3,0.154,15.146,20158.37104072398,308423.0769230769,305318.6877828054,1.246153846153846,1.2336108597285067,2019,11350,NIFTY1991911350CE,0.65,0.05,-0.6,-12095.022624434388,293223.66515837103,3.2580407239819005,NIFTY,9,9000000,1000000,3.2580407239819005
2019-09-13,11084.3,10670.5,413.7999999999993,10746.8,40%,10912.32,10581.28,high,10600,2019-09-26,6,NIFTY19SEP10600PE,PE,2019-09-20 10:53:00,12.0,2019-09-26 15:30:00,0.05,Expiry Closing,11.95,0.1205,11.8295,21014.150943396224,251119.10377358485,248586.8985849056,1.014622641509434,1.0043915094339622,2019,10300,NIFTY19SEP10300PE,3.1,0.05,-3.0500000000000003,-64093.16037735849,184493.7382075471,2.049930424528301,NIFTY,9,9000000,1000000,2.049930424528301
2019-09-27,11593.1,11248.75,344.3500000000004,11388.45,40%,11526.19,11250.71,low,11550,2019-10-10,6,NIFTY19101011550CE,CE,2019-10-04 12:56:00,17.3,2019-10-10 15:30:00,0.05,Expiry Closing,17.25,0.1735,17.0765,19285.714285714286,332678.5714285714,329332.5,1.3441558441558443,1.3306363636363634,2019,11850,NIFTY19101011850CE,2.05,0.05,-2.0,-38571.428571428565,290761.0714285714,3.2306785714285717,NIFTY,10,9000000,1000000,3.2306785714285713
2019-10-04,11399.9,11090.65,309.25,11257.7,40%,11381.4,11134.0,high,11150,2019-10-17,3,NIFTY19101711150PE,PE,2019-10-14 11:10:00,22.0,2019-10-17 15:30:00,1.05,Expiry Closing,20.95,0.2305,20.7195,19977.57847533632,418530.26905829593,413925.4372197309,1.691031390134529,1.6724260089686098,2019,10850,NIFTY19101710850PE,3.4,0.55,-2.85,-56936.09865470851,356989.3385650224,3.966548206278027,NIFTY,10,9000000,1000000,3.966548206278027
2019-10-11,11480.5,11189.5,291.0,11580.3,40%,11696.7,11463.9,high,11450,2019-10-24,2,NIFTY19102411450PE,PE,2019-10-22 09:25:00,14.7,2019-10-24 15:30:00,0.05,Expiry Closing,14.65,0.1475,14.502499999999998,19454.14847161572,285003.2751091703,282133.7882096069,1.151528384279476,1.1399344978165935,2019,11150,NIFTY19102411150PE,2.95,0.05,-2.9000000000000004,-56417.0305676856,225716.75764192131,2.507963973799126,NIFTY,10,9000000,1000000,2.5079639737991255
2019-10-18,11713.8,11535.95,177.84999999999854,11646.15,40%,11717.29,11575.01,low,11700,2019-10-31,6,NIFTY19OCT11700CE,CE,2019-10-25 09:18:00,43.65,2019-10-29 10:35:00,71.6,SL Hit,-27.95,1.1525,-29.1025,19038.46153846154,-532124.9999999999,-554066.8269230769,-2.1499999999999995,-2.238653846153846,2019,12000,NIFTY19OCT12000CE,5.4,4.25,-1.1500000000000004,-21894.230769230777,-575961.0576923076,-6.3995673076923065,NIFTY,10,9000000,1000000,-6.3995673076923065
2019-10-18,11713.8,11535.95,177.84999999999854,11646.15,40%,11717.29,11575.01,high,11600,2019-10-31,2,NIFTY19OCT11600PE,PE,2019-10-29 10:49:00,21.95,2019-10-31 15:30:00,0.05,Expiry Closing,21.9,0.22,21.68,19202.58620689655,420536.6379310344,416312.0689655172,1.6991379310344823,1.6820689655172414,2019,11300,NIFTY19OCT11300PE,2.75,0.05,-2.7,-51846.98275862069,364465.0862068965,4.049612068965517,NIFTY,10,9000000,1000000,4.049612068965517
2019-11-01,12021.1,11843.35,177.75,11987.15,40%,12058.25,11916.05,low,12050,2019-11-14,6,NIFTY19111412050CE,CE,2019-11-08 15:06:00,25.7,2019-11-14 15:30:00,0.05,Expiry Closing,25.65,0.2575,25.3925,18485.47717842324,474152.489626556,469392.479253112,1.915767634854772,1.8965352697095432,2019,12400,NIFTY19111412400CE,1.6,0.05,-1.55,-28652.489626556016,440739.989626556,4.897110995850622,NIFTY,11,9000000,1000000,4.897110995850622
2019-11-08,12033.95,11802.9,231.0500000000011,11904.2,40%,11996.62,11811.78,high,11800,2019-11-21,1,NIFTY19112111800PE,PE,2019-11-20 09:15:00,6.05,2019-11-21 15:30:00,0.05,Expiry Closing,6.0,0.061,5.939,18877.1186440678,113262.71186440677,112111.20762711864,0.4576271186440677,0.4529745762711865,2019,11500,NIFTY19112111500PE,1.25,0.05,-1.2,-22652.542372881355,89458.66525423728,0.9939851694915254,NIFTY,11,9000000,1000000,0.9939851694915254
2019-11-15,12038.5,11867.8,170.70000000000073,11967.3,40%,12035.58,11899.02,low,12050,2019-11-28,6,NIFTY19NOV12050CE,CE,2019-11-22 11:33:00,23.0,2019-11-25 13:31:00,62.05,SL Hit,-39.05,0.8505,-39.9005,18485.47717842324,-721857.8838174273,-737579.7821576762,-2.916597510373444,-2.980120331950207,2019,12400,NIFTY19NOV12400CE,1.65,1.85,0.2000000000000001,3697.0954356846505,-733882.6867219915,-8.154252074688793,NIFTY,11,9000000,1000000,-8.154252074688793
2019-11-15,12038.5,11867.8,170.70000000000073,11967.3,40%,12035.58,11899.02,high,11900,2019-11-28,3,NIFTY19NOV11900PE,PE,2019-11-25 13:31:00,16.8,2019-11-28 15:30:00,0.05,Expiry Closing,16.75,0.1685,16.5815,18718.48739495798,313534.6638655462,310380.59873949573,1.2668067226890756,1.254063025210084,2019,11550,NIFTY19NOV11550PE,2.1,0.1,-2.0,-37436.97478991596,272943.6239495798,3.0327069327731087,NIFTY,11,9000000,1000000,3.0327069327731087
2019-11-22,12157.75,11883.6,274.14999999999964,12146.2,40%,12255.86,12036.54,low,12250,2019-12-05,6,NIFTY19120512250CE,CE,2019-11-29 11:55:00,11.05,2019-12-05 15:30:00,0.05,Expiry Closing,11.0,0.111,10.889,18183.673469387755,200020.4081632653,198002.02040816323,0.8081632653061225,0.8000081632653061,2019,12600,NIFTY19120512600CE,1.15,0.05,-1.1,-20002.040816326527,177999.97959183672,1.977777551020408,NIFTY,11,9000000,1000000,1.9777775510204079
2019-11-29,12146.65,11935.5,211.14999999999964,12047.35,40%,12131.81,11962.89,low,12150,2019-12-12,6,NIFTY19121212150CE,CE,2019-12-06 11:30:00,16.2,2019-12-12 15:30:00,0.05,Expiry Closing,16.15,0.1625,15.9875,18333.333333333336,296083.3333333334,293104.1666666667,1.1962962962962962,1.1842592592592591,2019,12500,NIFTY19121212500CE,1.25,0.05,-1.2,-22000.000000000004,271104.1666666667,3.0122685185185185,NIFTY,12,9000000,1000000,3.0122685185185185
2019-12-06,12056.85,11832.5,224.3500000000004,12031.3,40%,12121.04,11941.56,high,11950,2019-12-19,3,NIFTY19121911950PE,PE,2019-12-16 09:15:00,16.25,2019-12-19 15:30:00,0.05,Expiry Closing,16.2,0.163,16.037,18640.167364016736,301970.7112970711,298932.3640167364,1.220083682008368,1.207807531380753,2019,11600,NIFTY19121911600PE,2.8,0.1,-2.7,-50328.451882845184,248603.9121338912,2.762265690376569,NIFTY,12,9000000,1000000,2.762265690376569
2019-12-13,12267.35,12026.1,241.25,12266.45,40%,12362.95,12169.95,low,12350,2019-12-26,0,NIFTY19DEC12350CE,CE,2019-12-26 13:47:00,0.1,2019-12-26 15:30:00,0.05,Expiry Closing,0.05,0.0015,0.0485,18036.437246963564,901.8218623481782,874.7672064777329,0.0036437246963562,0.0035344129554655,2019,12700,NIFTY19DEC12700CE,0.05,0.05,0.0,0.0,874.7672064777329,0.0097196356275303,NIFTY,12,9000000,1000000,0.009719635627530365
2019-12-20,12293.25,12120.1,173.14999999999964,12172.9,40%,12242.16,12103.64,high,12100,2020-01-02,6,NIFTY2010212100PE,PE,2019-12-27 15:06:00,11.3,2020-01-02 15:30:00,0.05,Expiry Closing,11.25,0.1135,11.1365,18409.090909090908,207102.2727272727,205012.84090909088,0.8367768595041323,0.8283347107438017,2019,11750,NIFTY2010211750PE,1.9,0.05,-1.85,-34056.81818181818,170956.0227272727,1.8995113636363632,NIFTY,12,9000000,1000000,1.8995113636363632
2019-12-27,12289.75,12152.25,137.5,12261.1,40%,12316.1,12206.1,low,12300,2020-01-09,6,NIFTY2010912300CE,CE,2020-01-03 14:26:00,24.2,2020-01-09 15:30:00,0.05,Expiry Closing,24.15,0.2425,23.9075,18109.75609756097,437350.6097560975,432958.99390243896,1.767073170731707,1.7493292682926826,2020,12650,NIFTY2010912650CE,0.75,0.05,-0.7,-12676.82926829268,420282.1646341463,4.669801829268292,NIFTY,1,9000000,1000000,4.669801829268293
2020-01-10,12389.0,12213.6,175.39999999999964,12328.4,40%,12398.56,12258.24,high,12250,2020-01-23,3,NIFTY2012312250PE,PE,2020-01-20 09:15:00,15.35,2020-01-21 09:15:00,89.6,SL Hit,-74.25,1.0495,-75.2995,18183.673469387755,-1350137.7551020407,-1369221.520408163,-5.455102040816327,-5.532208163265306,2020,11900,NIFTY2012311900PE,2.05,5.15,3.1000000000000005,56369.38775510205,-1312852.132653061,-14.587245918367344,NIFTY,1,9000000,1000000,-14.587245918367344
2020-01-10,12389.0,12213.6,175.39999999999964,12328.4,40%,12398.56,12258.24,low,12400,2020-01-23,3,NIFTY2012312400CE,CE,2020-01-20 13:12:00,14.3,2020-01-23 15:30:00,0.05,Expiry Closing,14.25,0.1435,14.1065,17963.709677419356,255982.86290322585,253405.07056451612,1.0342741935483872,1.023858870967742,2020,12750,NIFTY2012312750CE,1.1,0.05,-1.05,-18861.89516129033,234543.17540322585,2.606035282258065,NIFTY,1,9000000,1000000,2.606035282258065
2020-01-17,12430.5,12088.8,341.7000000000007,12174.55,40%,12311.23,12037.87,low,12300,2020-01-30,2,NIFTY20JAN12300CE,CE,2020-01-28 14:49:00,4.45,2020-01-30 15:30:00,0.1,Expiry Closing,4.3500000000000005,0.0455,4.304500000000001,18109.75609756097,78777.43902439025,77953.44512195123,0.3182926829268293,0.3149634146341463,2020,12650,NIFTY20JAN12650CE,1.15,0.05,-1.1,-19920.73170731707,58032.71341463416,0.6448079268292685,NIFTY,1,9000000,1000000,0.6448079268292685
2020-01-24,12272.05,12011.0,261.0499999999993,12100.4,40%,12204.82,11995.98,low,12200,2020-02-06,6,NIFTY2020612200CE,CE,2020-01-31 11:10:00,79.7,2020-02-06 15:30:00,0.05,Expiry Closing,79.65,0.7975,78.8525,18258.196721311477,1454265.368852459,1439704.456967213,5.875819672131148,5.8169877049180325,2020,12550,NIFTY2020612550CE,17.25,0.05,-17.2,-314040.9836065573,1125663.4733606556,12.507371926229506,NIFTY,1,9000000,1000000,12.507371926229506
2020-02-07,12231.55,11990.8,240.75,12190.15,40%,12286.45,12093.85,low,12300,2020-02-20,3,NIFTY2022012300CE,CE,2020-02-17 09:22:00,10.9,2020-02-20 15:30:00,0.05,Expiry Closing,10.85,0.1095,10.7405,18109.75609756097,196490.85365853657,194507.8353658536,0.7939024390243903,0.785890243902439,2020,12650,NIFTY2022012650CE,1.0,0.05,-0.95,-17204.268292682926,177303.5670731707,1.970039634146341,NIFTY,2,9000000,1000000,1.970039634146341
2020-02-14,12220.3,11908.3,312.0,12012.55,40%,12137.35,11887.75,low,12150,2020-02-27,3,NIFTY20FEB12150CE,CE,2020-02-24 14:31:00,9.45,2020-02-27 15:30:00,0.1,Expiry Closing,9.35,0.0954999999999999,9.2545,18333.333333333336,171416.6666666667,169665.83333333337,0.6925925925925926,0.6855185185185185,2020,12500,NIFTY20FEB12500CE,1.5,0.05,-1.45,-26583.333333333336,143082.50000000003,1.589805555555556,NIFTY,2,9000000,1000000,1.589805555555556
2020-02-21,12012.55,11536.95,475.59999999999854,11382.0,40%,11572.24,11191.76,low,11550,2020-03-05,6,NIFTY2030511550CE,CE,2020-02-28 15:00:00,27.45,2020-03-05 15:30:00,0.05,Expiry Closing,27.4,0.275,27.125,19285.714285714286,528428.5714285714,523125.0,2.135064935064935,2.113636363636364,2020,11850,NIFTY2030511850CE,4.3,0.05,-4.25,-81964.28571428571,441160.7142857143,4.901785714285714,NIFTY,2,9000000,1000000,4.901785714285714
2020-02-28,11432.8,11036.7,396.09999999999854,10942.65,40%,11101.089999999998,10784.21,low,11100,2020-03-12,3,NIFTY2031211100CE,CE,2020-03-09 09:15:00,10.05,2020-03-12 15:30:00,0.15,Expiry Closing,9.9,0.102,9.798,20067.567567567567,198668.9189189189,196622.027027027,0.8027027027027028,0.7944324324324324,2020,11400,NIFTY2031211400CE,2.55,0.1,-2.45,-49165.54054054053,147456.48648648648,1.6384054054054054,NIFTY,3,9000000,1000000,1.6384054054054054
2020-03-06,11034.5,9508.4,1526.1000000000004,9107.6,40%,9718.04,8497.16,low,9700,2020-03-19,6,NIFTY203199700CE,CE,2020-03-13 10:06:00,138.0,2020-03-19 15:30:00,0.05,Expiry Closing,137.95,1.3805,136.56949999999998,22963.917525773195,3167872.422680412,3136170.734536082,12.799484536082472,12.671396907216492,2020,9950,NIFTY203199950CE,29.5,0.15,-29.35,-673990.9793814434,2462179.7551546386,27.35755283505154,NIFTY,3,9000000,1000000,27.35755283505154
2020-03-06,11034.5,9508.4,1526.1000000000004,9107.6,40%,9718.04,8497.16,high,8500,2020-03-19,6,NIFTY203198500PE,PE,2020-03-13 10:52:00,150.0,2020-03-13 10:56:00,75.25,SL Hit,74.75,2.2525,72.4975,26205.88235294118,1958889.705882353,1899860.9558823528,7.914705882352941,7.676205882352941,2020,8250,NIFTY203198250PE,0.0,0.0,0.0,0.0,1899860.9558823528,21.10956617647059,NIFTY,3,9000000,1000000,21.109566176470587
2020-03-20,8882.6,7512.25,1370.3500000000004,8949.1,40%,9497.24,8400.960000000001,low,9500,2020-04-01,2,NIFTY204019500CE,CE,2020-03-30 09:15:00,23.9,2020-04-01 15:30:00,0.05,Expiry Closing,23.85,0.2395,23.6105,23447.368421052637,559219.7368421053,553604.0921052631,2.259473684210526,2.236784210526316,2020,9750,NIFTY204019750CE,5.0,0.05,-4.95,-116064.47368421052,437539.6184210526,4.861551315789472,NIFTY,3,9000000,1000000,4.861551315789472
2020-03-27,9038.5,8199.7,838.7999999999993,8356.55,40%,8692.07,8021.03,high,8000,2020-04-09,2,NIFTY204098000PE,PE,2020-04-07 13:58:00,23.75,2020-04-09 15:30:00,0.1,Expiry Closing,23.65,0.2385,23.4115,27843.75,658504.6875,651863.953125,2.660625,2.63379375,2020,7800,NIFTY204097800PE,14.0,0.05,-13.95,-388420.3125,263443.640625,2.9271515625,NIFTY,4,9000000,1000000,2.9271515625
2020-04-10,9260.55,8823.2,437.34999999999854,9323.45,40%,9498.39,9148.510000000002,low,9500,2020-04-23,6,NIFTY204239500CE,CE,2020-04-17 10:48:00,77.3,2020-04-17 15:13:00,97.35,SL Hit,-20.05,1.7464999999999995,-21.7965,23447.368421052637,-470119.7368421052,-511070.5657894737,-1.899473684210526,-2.064931578947369,2020,9750,NIFTY204239750CE,31.1,35.55,4.449999999999996,104340.78947368413,-406729.7763157896,-4.519219736842106,NIFTY,4,9000000,1000000,-4.519219736842107
2020-04-17,9390.2,8910.45,479.75,9163.9,40%,9355.8,8972.0,high,8950,2020-04-30,3,NIFTY20APR8950PE,PE,2020-04-27 10:18:00,27.25,2020-04-30 15:30:00,0.15,Expiry Closing,27.1,0.2739999999999999,26.826,24888.26815642458,674472.0670391062,667652.6815642458,2.725139664804469,2.697586592178771,2020,8700,NIFTY20APR8700PE,9.45,0.05,-9.4,-233949.72067039105,433702.9608938549,4.818921787709499,NIFTY,4,9000000,1000000,4.818921787709499
2020-04-24,9889.05,9142.25,746.7999999999993,9533.5,40%,9832.22,9234.78,low,9850,2020-05-07,2,NIFTY205079850CE,CE,2020-05-05 14:52:00,5.45,2020-05-07 15:30:00,0.05,Expiry Closing,5.4,0.055,5.345000000000001,22614.21319796954,122116.75126903552,120872.9695431472,0.4934010152284264,0.4883756345177665,2020,10100,NIFTY2050710100CE,1.85,0.05,-1.8,-40705.58375634517,80167.38578680204,0.8907487309644672,NIFTY,5,9000000,1000000,0.8907487309644672
2020-05-01,9533.5,9117.35,416.1499999999997,9376.95,40%,9543.41,9210.490000000002,low,9550,2020-05-14,2,NIFTY205149550CE,CE,2020-05-12 09:15:00,8.7,2020-05-13 09:15:00,98.35,SL Hit,-89.64999999999999,1.0705,-90.7205,23324.607329842933,-2091051.0471204184,-2116020.039267016,-8.448691099476438,-8.549575916230365,2020,9800,NIFTY205149800CE,2.1,40.05,37.95,885168.8481675392,-1230851.1910994763,-13.67612434554974,NIFTY,5,9000000,1000000,-13.676124345549738
2020-05-01,9533.5,9117.35,416.1499999999997,9376.95,40%,9543.41,9210.490000000002,high,9200,2020-05-14,1,NIFTY205149200PE,PE,2020-05-13 09:15:00,14.35,2020-05-14 15:30:00,56.5,Expiry Closing,-42.15,0.7084999999999999,-42.8585,24211.95652173913,-1020533.9673913042,-1037688.1385869564,-4.123369565217391,-4.192679347826087,2020,8950,NIFTY205148950PE,3.35,0.05,-3.3000000000000003,-79899.45652173914,-1117587.5951086956,-12.417639945652173,NIFTY,5,9000000,1000000,-12.417639945652173
2020-05-08,9584.2,9044.1,540.1000000000004,9182.4,40%,9398.44,8966.359999999999,low,9400,2020-05-21,3,NIFTY205219400CE,CE,2020-05-18 09:42:00,23.4,2020-05-21 15:30:00,0.05,Expiry Closing,23.35,0.2345,23.1155,23696.808510638297,553320.4787234042,547763.5771276595,2.23563829787234,2.213186170212765,2020,9650,NIFTY205219650CE,6.4,0.05,-6.3500000000000005,-150474.7340425532,397288.84308510623,4.414320478723402,NIFTY,5,9000000,1000000,4.414320478723402
2020-05-15,9182.4,8807.5,374.8999999999997,9067.9,40%,9217.86,8917.94,high,8900,2020-05-28,1,NIFTY20MAY8900PE,PE,2020-05-27 13:38:00,6.9,2020-05-28 15:30:00,0.05,Expiry Closing,6.8500000000000005,0.0695,6.780500000000001,25028.08988764045,171442.4157303371,169702.9634831461,0.6926966292134832,0.6856685393258428,2020,8650,NIFTY20MAY8650PE,2.05,0.05,-2.0,-50056.17977528089,119646.7837078652,1.329408707865169,NIFTY,5,9000000,1000000,1.3294087078651688
2020-05-22,9509.5,8969.2,540.2999999999993,9422.2,40%,9638.32,9206.080000000002,high,9200,2020-06-04,3,NIFTY206049200PE,PE,2020-06-01 09:15:00,9.2,2020-06-04 15:30:00,0.05,Expiry Closing,9.15,0.0925,9.0575,24211.95652173913,221539.402173913,219299.79619565213,0.8951086956521738,0.8860597826086956,2020,8950,NIFTY206048950PE,4.0,0.05,-3.95,-95637.22826086955,123662.56793478256,1.3740285326086952,NIFTY,6,9000000,1000000,1.3740285326086952
2020-06-05,10327.65,9886.0,441.6499999999997,9544.95,40%,9721.61,9368.29,high,9350,2020-06-18,6,NIFTY206189350PE,PE,2020-06-12 10:35:00,62.5,2020-06-12 10:36:00,63.85,SL Hit,-1.3500000000000014,1.2635,-2.613500000000001,23823.529411764703,-32161.764705882382,-62262.79411764709,-0.1299465240641713,-0.2515668449197862,2020,9100,NIFTY206189100PE,29.3,30.05,0.75,17867.64705882353,-44395.14705882356,-0.4932794117647063,NIFTY,6,9000000,1000000,-0.4932794117647063
2020-06-12,10110.6,9544.95,565.6499999999996,10119.0,40%,10345.26,9892.74,high,9900,2020-06-25,3,NIFTY20JUN9900PE,PE,2020-06-22 09:27:00,30.6,2020-06-25 15:30:00,0.05,Expiry Closing,30.55,0.3065,30.2435,22500.0,687375.0,680478.75,2.777272727272728,2.749409090909091,2020,9650,NIFTY20JUN9650PE,14.8,0.05,-14.75,-331875.0,348603.75,3.873375,NIFTY,6,9000000,1000000,3.873375
2020-06-19,10552.75,10073.05,479.7000000000007,10378.9,40%,10570.78,10187.02,high,10200,2020-07-02,0,NIFTY2070210200PE,PE,2020-07-02 12:45:00,0.35,2020-07-02 15:30:00,0.05,Expiry Closing,0.3,0.004,0.296,21838.235294117647,6551.470588235294,6464.117647058823,0.0264705882352941,0.0261176470588235,2020,9900,NIFTY207029900PE,0.15,0.05,-0.0999999999999999,-2183.8235294117644,4280.29411764706,0.0475588235294117,NIFTY,7,9000000,1000000,0.04755882352941178
2020-06-26,10597.25,10223.95,373.2999999999993,10614.95,40%,10764.27,10465.63,high,10450,2020-07-09,3,NIFTY2070910450PE,PE,2020-07-06 11:46:00,24.2,2020-07-09 15:30:00,0.05,Expiry Closing,24.15,0.2425,23.9075,21315.78947368421,514776.3157894737,509607.2368421052,2.0799043062200955,2.059019138755981,2020,10150,NIFTY2070910150PE,7.65,0.05,-7.6,-162000.0,347607.2368421052,3.862302631578947,NIFTY,7,9000000,1000000,3.862302631578947
2020-07-03,10847.7,10563.05,284.65000000000146,10764.1,40%,10877.96,10650.24,high,10650,2020-07-16,3,NIFTY2071610650PE,PE,2020-07-13 09:30:00,28.35,2020-07-16 15:30:00,0.05,Expiry Closing,28.3,0.284,28.016,20915.49295774648,591908.4507042253,585968.4507042253,2.391549295774648,2.367549295774648,2020,10350,NIFTY2071610350PE,6.15,0.05,-6.1000000000000005,-127584.50704225354,458383.94366197183,5.093154929577465,NIFTY,7,9000000,1000000,5.093154929577465
2020-07-03,10847.7,10563.05,284.65000000000146,10764.1,40%,10877.96,10650.24,low,10900,2020-07-16,2,NIFTY2071610900CE,CE,2020-07-14 10:55:00,16.0,2020-07-16 15:30:00,0.05,Expiry Closing,15.95,0.1605,15.7895,20435.77981651376,325950.68807339447,322670.745412844,1.31697247706422,1.3037201834862384,2020,11200,NIFTY2071611200CE,2.45,0.05,-2.4000000000000004,-49045.87155963304,273624.87385321094,3.0402763761467884,NIFTY,7,9000000,1000000,3.0402763761467884
2020-07-10,10893.45,10563.25,330.2000000000007,10752.0,40%,10884.08,10619.92,high,10600,2020-07-23,6,NIFTY2072310600PE,PE,2020-07-17 15:03:00,30.5,2020-07-23 15:30:00,0.05,Expiry Closing,30.45,0.3055,30.1445,21014.150943396224,639880.896226415,633461.0731132075,2.585377358490566,2.559438679245283,2020,10300,NIFTY2072310300PE,9.7,0.05,-9.65,-202786.55660377356,430674.516509434,4.785272405660377,NIFTY,7,9000000,1000000,4.785272405660377
2020-07-24,11341.05,11086.65,254.39999999999964,11139.5,40%,11241.26,11037.74,low,11250,2020-08-06,6,NIFTY2080611250CE,CE,2020-07-31 13:35:00,41.15,2020-08-06 15:30:00,0.05,Expiry Closing,41.1,0.412,40.688,19800.0,813780.0,805622.4,3.288,3.2550400000000006,2020,11550,NIFTY2080611550CE,7.4,0.05,-7.35,-145530.0,660092.4,7.33436,NIFTY,7,9000000,1000000,7.33436
2020-07-24,11341.05,11086.65,254.39999999999964,11139.5,40%,11241.26,11037.74,high,11050,2020-08-06,0,NIFTY2080611050PE,PE,2020-08-06 12:55:00,1.1,2020-08-06 15:30:00,0.05,Expiry Closing,1.05,0.0115,1.0385,20158.37104072398,21166.289592760186,20934.46832579185,0.0855203619909502,0.0845837104072398,2020,10750,NIFTY2080610750PE,0.2,0.05,-0.15,-3023.7556561085976,17910.712669683257,0.1990079185520362,NIFTY,8,9000000,1000000,0.1990079185520362
2020-07-31,11256.15,10882.35,373.7999999999993,11186.65,40%,11336.17,11037.13,high,11050,2020-08-13,3,NIFTY2081311050PE,PE,2020-08-10 11:33:00,17.7,2020-08-13 15:30:00,0.05,Expiry Closing,17.65,0.1775,17.4725,20158.37104072398,355795.24886877823,352217.13800904976,1.4375565610859726,1.4230995475113122,2020,10750,NIFTY2081310750PE,4.35,0.05,-4.3,-86680.99547511312,265536.14253393665,2.9504015837104074,NIFTY,8,9000000,1000000,2.9504015837104074
2020-08-07,11372.85,11145.2,227.64999999999964,11353.3,40%,11444.36,11262.24,low,11450,2020-08-20,6,NIFTY2082011450CE,CE,2020-08-14 13:41:00,29.35,2020-08-18 14:03:00,33.05,SL Hit,-3.699999999999996,0.624,-4.323999999999995,19454.14847161572,-71980.34934497808,-84119.73799126629,-0.2908296943231437,-0.3398777292576416,2020,11750,NIFTY2082011750CE,3.0,2.1,-0.8999999999999999,-17508.733624454148,-101628.47161572044,-1.1292052401746715,NIFTY,8,9000000,1000000,-1.1292052401746717
2020-08-07,11372.85,11145.2,227.64999999999964,11353.3,40%,11444.36,11262.24,high,11250,2020-08-20,1,NIFTY2082011250PE,PE,2020-08-19 09:15:00,11.3,2020-08-20 15:30:00,0.05,Expiry Closing,11.25,0.1135,11.1365,19800.0,222750.0,220502.7,0.9,0.89092,2020,10950,NIFTY2082010950PE,2.85,0.05,-2.8000000000000003,-55440.00000000001,165062.69999999998,1.83403,NIFTY,8,9000000,1000000,1.8340299999999998
