,Total ROI,Total Trades,Win Rate,Avg Profit% per Trade,Avg Loss% per Trade,Max Drawdown,ROI/DD Ratio
"(2014, 6)",0.4918754882929825,1,100.0,0.4918754882929825,,0.0,inf
"(2014, 7)",-0.5511614953527786,2,0.0,,-0.2755807476763893,-0.17269025934492155,-3.1916188987354546
"(2014, 8)",-0.9158475980970373,2,50.0,0.23473483727804692,-1.1505824353750842,-1.1505824353750842,-0.7959860762158041
"(2014, 9)",-0.893785924952414,2,0.0,,-0.446892962476207,-0.4591296698898568,-1.9466960720853204
"(2014, 10)",0.1430472213458131,1,100.0,0.1430472213458131,,0.0,inf
"(2014, 11)",1.2798410765362986,1,100.0,1.2798410765362986,,0.0,inf
"(2014, 12)",-0.4567170320077189,1,0.0,,-0.4567170320077189,0.0,-inf
"(2015, 1)",-1.8547932964186975,2,0.0,,-0.9273966482093488,-0.9783187357336106,-1.8958987788656076
"(2015, 2)",-1.813296550138656,1,0.0,,-1.813296550138656,0.0,-inf
"(2015, 3)",0.0,0,0,0,0,0,0
"(2015, 4)",0.0,0,0,0,0,0,0
"(2015, 5)",0.0,0,0,0,0,0,0
"(2015, 6)",0.0,0,0,0,0,0,0
"(2015, 7)",0.0,0,0,0,0,0,0
"(2015, 8)",-0.13558939231510636,1,0.0,,-0.13558939231510636,0.0,-inf
"(2015, 9)",0.25200776387666957,1,100.0,0.25200776387666957,,0.0,inf
"(2015, 10)",-0.4053648803253163,1,0.0,,-0.4053648803253163,0.0,-inf
"(2015, 11)",-0.14777707870770398,1,0.0,,-0.14777707870770398,0.0,-inf
"(2015, 12)",0.20660504095084758,1,100.0,0.20660504095084758,,0.0,inf
"(2016, 1)",3.021564155066134,6,66.66666666666666,1.2136047301547885,-0.9164273827765099,-1.8328547655530203,1.6485562368900784
"(2016, 2)",2.9403511469378447,5,80.0,0.7691219235525266,-0.13613654727226177,-0.13613654727226177,21.598543564186237
"(2016, 3)",0.6563883358160623,5,60.0,0.8527534950316301,-0.9509360746394139,-1.901872149278828,0.3451274766629074
"(2016, 4)",6.206771958297737,7,85.71428571428571,1.2101204176108287,-1.0539505473672348,0.0,inf
"(2016, 5)",0.6049851511226723,8,62.5,0.6943003604006954,-0.9555055502936015,-2.641533682500776,0.22902799049297928
"(2016, 6)",-2.2239611823850143,9,33.33333333333333,0.5698005597534354,-0.6555604769408867,-2.5417320043623555,-0.8749786281826906
"(2016, 7)",10.177641143726788,10,100.0,1.0177641143726788,,0.0,inf
"(2016, 8)",5.57670970224473,10,60.0,1.4195240942176717,-0.7351087157653247,-2.4000103138078592,2.323619057035099
"(2016, 9)",1.0527349886085458,10,60.0,0.9597234869175305,-1.1764014832241594,-4.070940996693745,0.25859745681982005
"(2016, 10)",6.67592903950081,9,77.77777777777779,1.100161382014898,-0.5126003173017382,-0.7371434755102326,9.05648528582566
"(2016, 11)",-7.851895434481824,9,33.33333333333333,0.23193851781478425,-1.424618497987696,-7.853517906166648,-0.9997934082911366
"(2016, 12)",-1.059245290054241,7,57.14285714285714,0.25848894909163167,-0.6977336954735893,-1.4393488727765256,-0.7359197690626186
"(2017, 1)",0.9853808322794121,7,42.857142857142854,1.9215404638077007,-1.1948101397859223,-3.3429845837563033,0.29476080657608095
"(2017, 2)",2.223912706169745,6,66.66666666666666,0.6490973646917163,-0.18623837629856022,-0.0884900053119928,25.131795374277644
"(2017, 3)",4.41269945250288,9,77.77777777777779,0.7395650496976421,-0.38212794769030695,-0.1309341978789922,33.70165719868727
"(2017, 4)",12.116140576557028,11,81.81818181818183,1.4032038793786812,-0.2563471689255518,-0.49430409693894767,24.511511540341356
"(2017, 5)",-3.5974408927364543,11,36.36363636363637,0.9141928297934764,-1.0363160302729086,-5.251471726816115,-0.685034801647409
"(2017, 6)",0.6273284457737509,11,45.45454545454545,0.9770115257171101,-0.7096215304686333,-2.8922126589127175,0.21690260010464973
"(2017, 7)",9.295503018424776,11,81.81818181818183,1.1632353260687185,-0.5868074580968456,-1.0248660291652554,9.069968907054012
"(2017, 8)",6.296327046828672,11,54.54545454545454,1.5361609625848314,-0.5841277457360631,-0.8247107692355398,7.634588126774446
"(2017, 9)",-9.836356228736928,10,40.0,0.5933853237101154,-2.0349829205962315,-11.660179888061867,-0.8435852896924654
"(2017, 10)",4.445234696062492,7,71.42857142857143,1.2400587211036211,-0.8775294547278062,-1.5332014135349281,2.899315547729388
"(2017, 11)",-0.519801046578916,8,37.5,1.3895466385177524,-0.9376881924264346,-1.479431525865702,-0.3513518790771678
"(2017, 12)",2.04143621570882,6,66.66666666666666,0.5920292377770214,-0.1633403676996327,-0.2015608041759267,10.128140855833308
"(2018, 1)",-0.85001152581689,5,40.0,0.4433608254674837,-0.5789110589172858,-1.0042291154302998,-0.846431867744315
"(2018, 2)",0.033705955446727,5,40.0,0.7715456053916723,-0.5031284184455391,-1.5093852553366176,0.022330916065037364
"(2018, 3)",0.3085795516329659,4,75.0,1.0678139498267794,-2.8948622978473724,-2.8948622978473724,0.10659558897237582
"(2018, 4)",-0.5538463118138593,3,33.33333333333333,0.1511360492650151,-0.35249118053943723,-0.7049823610788745,-0.7856172613542798
"(2018, 5)",1.3699372352616521,3,66.66666666666666,0.8661267092366782,-0.36231618321170456,0.0,inf
"(2018, 6)",0.10963216438219792,3,33.33333333333333,0.8764531152590854,-0.38341047543844375,-0.7668209508768875,0.14296970401868855
"(2018, 7)",-2.872701694278832,3,0.0,,-0.9575672314262773,-2.2691192716465713,-1.2659985440933985
"(2018, 8)",-0.16870534251679647,2,50.0,0.7994425904873665,-0.968147933004163,0.0,-inf
"(2018, 9)",-2.4775857816511175,4,25.0,0.7062965271920509,-1.0612941029477228,-1.8343645414149532,-1.3506507162093364
"(2018, 10)",1.3175228963184313,4,100.0,0.32938072407960783,,0.0,inf
"(2018, 11)",2.1487521183387948,4,75.0,0.7521889510064005,-0.10781473468040664,-0.10781473468040659,19.930041331626004
"(2018, 12)",-0.09260574642219066,4,75.0,0.1791378965224645,-0.6300194359895842,-0.6300194359895842,-0.14698871357315024
"(2019, 1)",3.5060018395322397,6,83.33333333333334,0.9311768295134202,-1.1498823080348612,-1.1498823080348615,3.0490092899367807
"(2019, 2)",-5.321385279499696,6,16.666666666666664,0.04615723773044205,-1.0735085034460277,-5.367542517230138,-0.9914006758992081
"(2019, 3)",-13.026673903022887,6,16.666666666666664,0.0768139105514074,-2.6206975627148585,-13.103487813574295,-0.9941379034617154
"(2019, 4)",-0.7942838251424091,3,33.33333333333333,0.21311788281697275,-0.503700853979691,-0.768004094357464,-1.0342182170355896
"(2019, 5)",0.6359423115693399,3,66.66666666666666,0.39427225333460875,-0.15260219509987755,-0.1526021950998776,4.167320864245222
"(2019, 6)",-1.136414342238491,3,33.33333333333333,0.12951583124362884,-0.6329650867410599,-1.2659301734821198,-0.8976911728967031
"(2019, 7)",-1.8512170944852975,3,0.0,,-0.6170723648284325,-1.025553670307171,-1.805090409291623
"(2019, 8)",1.0904556418353788,2,50.0,1.263812725619334,-0.17335708378395537,-0.1733570837839553,6.290228342756095
"(2019, 9)",1.4116197296560702,2,100.0,0.7058098648280351,,0.0,inf
"(2019, 10)",4.774209830690258,5,100.0,0.9548419661380516,,0.0,inf
"(2019, 11)",-3.126274918306135,5,20.0,0.14245824067416826,-0.8171832897450758,-1.7616842954929781,-1.7745943051795776
"(2019, 12)",1.5130887441356524,5,80.0,0.519820630591455,-0.5661937782301677,-0.5661937782301677,2.672386738097562
"(2020, 1)",-0.05286476344423452,13,61.53846153846154,1.3979095324387294,-2.2472282045908143,-9.333673034196256,-0.005663875652227283
"(2020, 2)",9.736594527610702,12,83.33333333333334,1.1728607780218023,-0.996006626303661,-1.8794988003199151,5.180420719584076
"(2020, 3)",4.868139132604176,11,54.54545454545454,1.337256350567827,-0.6310797941605575,-1.9928019194881363,2.442861523263982
"(2020, 4)",-2.762335984621749,11,27.27272727272727,0.4227410506503628,-0.5038198920716046,-3.1631304543966925,-0.8732918304972699
"(2020, 5)",9.000343774139392,10,70.0,1.9579332114892192,-1.5683962354283807,-3.7704439181508,2.387078012435622
"(2020, 6)",4.623325770814711,10,40.0,2.042033376869076,-0.5908012894435988,-1.9928090232810423,2.320004434344982
"(2020, 7)",13.88853735952949,11,81.81818181818183,1.7456285210856137,-0.9110596651205181,-1.0762834311326035,12.90416349243079
"(2020, 8)",6.856303914189072,14,57.14285714285714,1.3817343900489498,-0.6995952010337548,-2.8403455728613807,2.4138977945849
"(2020, 9)",8.595657026742675,16,62.5,1.1308520669529933,-0.45214394046454337,-1.026603771343021,8.372906146153824
"(2020, 10)",-3.5094475136749566,15,46.666666666666664,0.8468378148429127,-1.1796640271969183,-4.431274064091711,-0.7919725710746118
"(2020, 11)",8.704033684679814,14,64.28571428571429,1.6185682577758724,-1.172616127060607,-4.896288297196573,1.7776799804993937
"(2020, 12)",13.424762715501526,13,92.3076923076923,1.1235122714151309,-0.057384541480042794,-0.057384541480042794,233.94388748702283
"(2021, 1)",0.901236099053289,1,100.0,0.901236099053289,,0.0,inf
"(2021, 2)",-0.795816280127332,2,50.0,0.9467113150605647,-1.7425275951878967,-1.7425275951878967,-0.4567022538552792
"(2021, 3)",-0.31212534623175864,1,0.0,,-0.31212534623175864,0.0,-inf
"(2021, 4)",0.008268221092231527,1,100.0,0.008268221092231527,,0.0,inf
"(2021, 5)",1.885154409028898,1,100.0,1.885154409028898,,0.0,inf
"(2021, 6)",0.5581049237256605,1,100.0,0.5581049237256605,,0.0,inf
"(2021, 7)",-1.3291165405762964,1,0.0,,-1.3291165405762964,0.0,-inf
"(2021, 8)",0.21290669312497554,1,100.0,0.21290669312497554,,0.0,inf
"(2021, 9)",1.3621894249452224,1,100.0,1.3621894249452224,,0.0,inf
"(2021, 10)",0.4320145520691218,1,100.0,0.4320145520691218,,0.0,inf
"(2021, 11)",-0.6283848030096318,1,0.0,,-0.6283848030096318,0.0,-inf
"(2021, 12)",-0.0909504320145516,1,0.0,,-0.0909504320145516,0.0,-inf
"(2022, 1)",2.4860556064109645,3,100.0,0.8286852021369882,,0.0,inf
"(2022, 2)",0.7473639953507628,3,66.66666666666666,0.7420957709374528,-0.7368275465241428,-0.7368275465241428,1.0142997488032632
"(2022, 3)",-1.1353749913647972,3,33.33333333333333,0.5043280367375134,-0.8198515140511553,-1.6397030281023106,-0.6924272090165065
"(2022, 4)",-0.8673561705066164,4,25.0,0.5986159077837311,-0.4886573594301158,-0.7637328780627692,-1.1356800203582837
"(2022, 5)",1.9623076088109621,4,50.0,1.2907315230674161,-0.30957771866193495,-0.12029097411305689,16.31300788176064
"(2022, 6)",-0.6538533435294023,5,40.0,0.8843778989204026,-0.8075363804567358,-0.7744271026958092,-0.844305863332152
"(2022, 7)",4.103628247149737,4,100.0,1.0259070617874342,,0.0,inf
"(2022, 8)",-1.1039374819832548,5,60.0,0.45929221198355447,-1.240907058966959,-2.2790262933311642,-0.48438997181101945
"(2022, 9)",-0.7987459534357937,4,25.0,0.02031942130288129,-0.27302179157955836,-0.3256924734243381,-2.452454442799247
"(2022, 10)",2.181544785330153,5,60.0,0.8509679536092672,-0.1856795377488242,-0.16711229946524064,13.054363995415637
"(2022, 11)",0.011434106234819219,5,60.0,0.42827777987112015,-0.6366996166892707,-0.9060392931876311,0.012619878984046817
"(2022, 12)",-0.28315310038651864,5,20.0,2.108908169016257,-0.5980153173506939,-1.5210839773302576,-0.18615218134339764
"(2023, 1)",-0.885671492655546,2,0.0,,-0.442835746327773,-0.11687878194939649,-7.5776926990820614
"(2023, 2)",-0.311576316479956,3,33.33333333333333,0.657325432592753,-0.4844508745363545,-0.8964934078829303,-0.34755003633071174
"(2023, 3)",-3.2117075498252046,2,0.0,,-1.6058537749126023,-2.1916079569651696,-1.4654571496777273
"(2023, 4)",0.7484636770671684,1,100.0,0.7484636770671684,,0.0,inf
"(2023, 5)",1.1463197015624214,2,100.0,0.5731598507812107,,0.0,inf
"(2023, 6)",0.841319401346347,2,100.0,0.4206597006731735,,0.0,inf
"(2023, 7)",0.2868730591695702,2,50.0,0.34149322405550164,-0.054620164885931466,-0.054620164885931466,5.252145609019576
"(2023, 8)",0.25889020525034634,2,50.0,1.5367937963211966,-1.2779035910708503,-1.2779035910708503,0.20258977833641034
"(2023, 9)",-0.651047252720807,1,0.0,,-0.651047252720807,0.0,-inf
"(2023, 10)",-0.7639874937671759,2,0.0,,-0.38199374688358795,-0.28942409209671366,-2.6396817494788327
"(2023, 11)",2.6189342423082693,2,100.0,1.3094671211541347,,0.0,inf
"(2023, 12)",1.2814658738334515,2,100.0,0.6407329369167257,,0.0,inf
Overall,265.5372341741426,813.0,56.55836341756919,1.2456088400146015,-0.9010844893948471,-29.662490546900102,8.951953436084374
