,Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points
12,2017-03-20,21202.55,20755.15,447.3999999999978,21178.1,25%,21289.949999999997,21066.25,low,21100,2017-04-06,10,BANKNIFTY1740621100CE,2017-03-27 09:56:00,180.85,2017-03-28 09:15:00,228.0,SL Hit,-47.150000000000006
13,2017-04-10,21786.95,21396.7,390.25,21700.5,25%,21798.0625,21602.9375,high,21800,2017-04-27,9,BANKNIFTY17APR21800PE,2017-04-18 09:32:00,163.25,2017-04-21 13:18:00,400.0,SL Hit,-236.75
14,2017-04-10,21786.95,21396.7,390.25,21700.5,25%,21798.0625,21602.9375,low,21600,2017-04-27,10,BANKNIFTY17APR21600CE,2017-04-17 09:31:00,239.1,2017-04-18 09:31:00,334.75,SL Hit,-95.65
15,2017-04-17,21947.0,21390.25,556.75,21591.9,25%,21731.0875,21452.7125,high,21700,2017-05-04,10,BANKNIFTY1750421700PE,2017-04-24 10:00:00,178.0,2017-04-28 15:20:00,7.25,Friday Closing,170.75
16,2017-04-24,22382.05,21586.15,795.8999999999978,22412.55,25%,22611.524999999998,22213.575,high,22600,2017-05-11,7,BANKNIFTY1751122600PE,2017-05-04 09:15:00,190.0,2017-05-05 15:20:00,130.55,Friday Closing,59.44999999999999
17,2017-05-01,22844.85,22240.6,604.25,22678.45,25%,22829.5125,22527.3875,high,22800,2017-05-18,10,BANKNIFTY1751822800PE,2017-05-08 11:14:00,194.2,2017-05-12 15:20:00,192.45,Friday Closing,1.75
18,2017-05-08,22977.2,22579.35,397.8500000000022,22735.85,25%,22835.3125,22636.387499999997,high,22800,2017-05-25,10,BANKNIFTY17MAY22800PE,2017-05-15 10:26:00,178.2,2017-05-19 15:20:00,109.45,Friday Closing,68.74999999999999
19,2017-05-08,22977.2,22579.35,397.8500000000022,22735.85,25%,22835.3125,22636.387499999997,low,22600,2017-05-25,6,BANKNIFTY17MAY22600CE,2017-05-19 12:16:00,194.0,2017-05-19 15:20:00,277.0,Friday Closing,-83.0
20,2017-05-15,22977.65,22630.75,346.90000000000146,22874.8,25%,22961.525,22788.074999999997,high,23000,2017-06-01,7,BANKNIFTY1760123000PE,2017-05-25 14:03:00,223.95,2017-05-26 15:20:00,65.7,Friday Closing,158.25
21,2017-05-15,22977.65,22630.75,346.90000000000146,22874.8,25%,22961.525,22788.074999999997,low,22800,2017-06-01,10,BANKNIFTY1760122800CE,2017-05-22 09:56:00,148.2,2017-05-25 14:04:00,195.7,SL Hit,-47.5
22,2017-05-29,23469.45,23095.0,374.4500000000007,23397.4,25%,23491.0125,23303.787500000002,high,23500,2017-06-15,10,BANKNIFTY1761523500PE,2017-06-05 13:42:00,204.0,2017-06-09 15:20:00,61.0,Friday Closing,143.0
23,2017-06-05,23706.65,23350.35,356.3000000000029,23610.15,25%,23699.225000000002,23521.075,low,23500,2017-06-22,10,BANKNIFTY1762223500CE,2017-06-12 13:02:00,184.1,2017-06-16 15:20:00,99.0,Friday Closing,85.1
24,2017-06-12,23628.2,23311.9,316.2999999999993,23571.35,25%,23650.425,23492.274999999998,high,23700,2017-06-29,10,BANKNIFTY17JUN23700PE,2017-06-19 13:45:00,202.25,2017-06-23 15:20:00,207.0,Friday Closing,-4.75
25,2017-06-19,23896.9,23507.7,389.2000000000007,23636.95,25%,23734.25,23539.65,low,23500,2017-07-06,9,BANKNIFTY1770623500CE,2017-06-27 09:22:00,200.0,2017-06-30 15:20:00,40.0,Friday Closing,160.0
26,2017-06-26,23638.3,22998.05,640.25,23240.35,25%,23400.4125,23080.2875,high,23400,2017-07-13,7,BANKNIFTY1771323400PE,2017-07-06 09:18:00,120.0,2017-07-07 15:20:00,101.85,Friday Closing,18.150000000000006
27,2017-07-03,23540.15,23144.5,395.65000000000146,23449.15,25%,23548.0625,23350.237500000003,high,23500,2017-07-20,10,BANKNIFTY1772023500PE,2017-07-10 09:15:00,167.0,2017-07-14 15:20:00,18.95,Friday Closing,148.05
28,2017-07-10,23962.1,23449.15,512.9499999999971,24011.4,25%,24139.6375,23883.162500000002,high,24100,2017-07-27,9,BANKNIFTY17JUL24100PE,2017-07-18 14:05:00,159.05,2017-07-21 15:20:00,65.0,Friday Closing,94.05000000000001
29,2017-07-17,24299.6,23914.4,385.1999999999971,24307.7,25%,24404.0,24211.4,high,24400,2017-08-03,10,BANKNIFTY1780324400PE,2017-07-24 10:29:00,196.0,2017-07-28 15:20:00,23.1,Friday Closing,172.9
30,2017-07-24,25030.4,24237.05,793.3500000000022,24880.6,25%,25078.9375,24682.262499999997,high,25100,2017-08-10,10,BANKNIFTY1781025100PE,2017-07-31 12:30:00,233.55,2017-08-04 15:20:00,232.0,Friday Closing,1.5500000000000114
31,2017-07-24,25030.4,24237.05,793.3500000000022,24880.6,25%,25078.9375,24682.262499999997,low,24700,2017-08-10,7,BANKNIFTY1781024700CE,2017-08-03 14:36:00,160.35,2017-08-04 15:20:00,254.0,Friday Closing,-93.65
32,2017-07-31,25196.45,24593.35,603.1000000000022,24854.15,25%,25004.925000000003,24703.375,low,24700,2017-08-17,9,BANKNIFTY1781724700CE,2017-08-08 09:47:00,187.75,2017-08-11 15:20:00,8.7,Friday Closing,179.05
33,2017-08-07,24977.8,23869.4,1108.3999999999978,24051.05,25%,24328.149999999998,23773.95,high,24300,2017-08-24,8,BANKNIFTY1782424300PE,2017-08-16 13:34:00,190.0,2017-08-18 15:20:00,302.7,Friday Closing,-112.69999999999999
34,2017-08-14,24495.2,23926.0,569.2000000000007,24140.55,25%,24282.85,23998.25,high,24300,2017-08-31,8,BANKNIFTY17AUG24300PE,2017-08-23 14:36:00,185.0,2017-08-25 15:20:00,145.0,Friday Closing,40.0
35,2017-08-14,24495.2,23926.0,569.2000000000007,24140.55,25%,24282.85,23998.25,low,24000,2017-08-31,10,BANKNIFTY17AUG24000CE,2017-08-21 14:29:00,265.85,2017-08-25 15:20:00,388.0,Friday Closing,-122.14999999999998
36,2017-08-21,24411.0,23854.6,556.4000000000015,24351.25,25%,24490.35,24212.15,high,24500,2017-09-07,6,BANKNIFTY1790724500PE,2017-09-01 13:33:00,157.75,2017-09-01 15:20:00,171.1,Friday Closing,-13.349999999999994
37,2017-08-21,24411.0,23854.6,556.4000000000015,24351.25,25%,24490.35,24212.15,low,24200,2017-09-07,9,BANKNIFTY1790724200CE,2017-08-29 09:33:00,220.0,2017-09-01 09:58:00,290.1,SL Hit,-70.10000000000002
38,2017-08-28,24494.15,24105.75,388.40000000000146,24456.3,25%,24553.4,24359.199999999997,low,24400,2017-09-14,10,BANKNIFTY1791424400CE,2017-09-04 09:15:00,200.0,2017-09-08 15:20:00,107.9,Friday Closing,92.1
39,2017-09-04,24456.3,24151.9,304.3999999999978,24468.5,25%,24544.6,24392.4,high,24500,2017-09-21,10,BANKNIFTY1792124500PE,2017-09-11 11:12:00,183.3,2017-09-15 15:20:00,40.0,Friday Closing,143.3
40,2017-09-11,24993.1,24458.85,534.25,24948.15,25%,25081.7125,24814.5875,high,25100,2017-09-28,10,BANKNIFTY17SEP25100PE,2017-09-18 11:32:00,211.0,2017-09-22 11:06:00,591.15,SL Hit,-380.15
41,2017-09-11,24993.1,24458.85,534.25,24948.15,25%,25081.7125,24814.5875,low,24800,2017-09-28,7,BANKNIFTY17SEP24800CE,2017-09-21 10:00:00,155.8,2017-09-22 15:20:00,28.7,Friday Closing,127.10000000000001
42,2017-09-18,25104.9,24341.35,763.5500000000029,24361.55,25%,24552.4375,24170.6625,low,24200,2017-10-05,10,BANKNIFTY17100524200CE,2017-09-25 09:24:00,176.0,2017-09-29 15:20:00,76.0,Friday Closing,100.0
43,2017-09-25,24361.55,23613.2,748.3499999999985,24200.6,25%,24387.6875,24013.512499999997,low,24000,2017-10-12,9,BANKNIFTY17101224000CE,2017-10-03 09:38:00,264.55,2017-10-06 15:20:00,266.0,Friday Closing,-1.4499999999999886
44,2017-10-02,24238.6,24008.05,230.54999999999927,24209.55,25%,24267.1875,24151.9125,high,24300,2017-10-19,10,BANKNIFTY17101924300PE,2017-10-09 09:34:00,,2017-10-12 09:25:00,,SL Hit,
45,2017-10-02,24238.6,24008.05,230.54999999999927,24209.55,25%,24267.1875,24151.9125,low,24200,2017-10-19,8,BANKNIFTY17101924200CE,2017-10-11 14:06:00,,2017-10-12 14:31:00,,SL Hit,
46,2017-10-09,24778.55,23978.6,799.9500000000007,24815.4,25%,25015.3875,24615.412500000002,low,24600,2017-10-26,10,BANKNIFTY17OCT24600CE,2017-10-16 10:48:00,229.95,2017-10-17 10:46:00,317.0,SL Hit,-87.05000000000001
47,2017-10-16,24877.05,23924.1,952.9500000000007,24085.45,25%,24323.6875,23847.2125,high,24300,2017-11-02,8,BANKNIFTY17110224300PE,2017-10-25 09:15:00,119.5,2017-10-27 15:20:00,31.05,Friday Closing,88.45
48,2017-10-23,25177.35,23914.05,1263.2999999999993,24873.65,25%,25189.475000000002,24557.825,high,25200,2017-11-09,8,BANKNIFTY17110925200PE,2017-11-01 09:15:00,160.8,2017-11-03 15:20:00,44.75,Friday Closing,116.05000000000001
49,2017-10-30,25691.55,24813.6,877.9500000000007,25569.0,25%,25788.4875,25349.5125,low,25300,2017-11-16,9,BANKNIFTY17111625300CE,2017-11-07 13:46:00,261.0,2017-11-10 15:20:00,260.0,Friday Closing,1.0
50,2017-11-06,25693.7,25120.25,573.4500000000007,25570.25,25%,25713.6125,25426.8875,high,25700,2017-11-23,6,BANKNIFTY17112325700PE,2017-11-17 09:15:00,85.0,2017-11-17 15:20:00,128.0,Friday Closing,-43.0
51,2017-11-06,25693.7,25120.25,573.4500000000007,25570.25,25%,25713.6125,25426.8875,low,25400,2017-11-23,10,BANKNIFTY17112325400CE,2017-11-13 14:55:00,274.8,2017-11-17 09:15:00,424.4,SL Hit,-149.59999999999997
52,2017-11-20,25870.95,25621.6,249.35000000000218,25693.05,25%,25755.3875,25630.712499999998,high,25800,2017-12-07,10,BANKNIFTY17120725800PE,2017-11-27 10:23:00,230.85,2017-11-30 09:21:00,263.0,SL Hit,-32.150000000000006
53,2017-11-20,25870.95,25621.6,249.35000000000218,25693.05,25%,25755.3875,25630.712499999998,low,25600,2017-12-07,7,BANKNIFTY17120725600CE,2017-11-30 09:20:00,223.4,2017-12-01 15:20:00,37.8,Friday Closing,185.60000000000002
54,2017-11-27,25953.5,25155.05,798.4500000000007,25295.05,25%,25494.6625,25095.4375,low,25100,2017-12-14,10,BANKNIFTY17121425100CE,2017-12-04 13:56:00,206.75,2017-12-08 15:20:00,271.0,Friday Closing,-64.25
55,2017-12-11,25558.65,24889.1,669.5500000000029,25181.75,25%,25349.1375,25014.3625,high,25300,2017-12-28,10,BANKNIFTY17DEC25300PE,2017-12-18 09:34:00,245.0,2017-12-22 15:20:00,27.0,Friday Closing,218.0
56,2017-12-11,25558.65,24889.1,669.5500000000029,25181.75,25%,25349.1375,25014.3625,low,25000,2017-12-28,10,BANKNIFTY17DEC25000CE,2017-12-18 09:15:00,201.05,2017-12-18 09:58:00,706.0,SL Hit,-504.95
57,2017-12-25,25732.45,25419.05,313.40000000000146,25565.75,25%,25644.1,25487.4,low,25500,2018-01-11,10,BANKNIFTY1811125500CE,2018-01-01 14:51:00,210.0,2018-01-05 15:20:00,196.9,Friday Closing,13.099999999999994
58,2018-01-01,25640.8,25234.65,406.1499999999978,25690.25,25%,25791.7875,25588.7125,high,25800,2018-01-18,9,BANKNIFTY1811825800PE,2018-01-09 09:15:00,262.0,2018-01-12 15:20:00,152.05,Friday Closing,109.94999999999999
59,2018-01-01,25640.8,25234.65,406.1499999999978,25690.25,25%,25791.7875,25588.7125,low,25600,2018-01-18,8,BANKNIFTY1811825600CE,2018-01-10 11:04:00,155.0,2018-01-11 12:15:00,155.6,SL Hit,-0.5999999999999943
60,2018-01-08,25801.6,25527.95,273.6499999999978,25858.15,25%,25926.5625,25789.737500000003,high,25900,2018-01-25,10,BANKNIFTY18JAN25900PE,2018-01-15 09:15:00,186.7,2018-01-19 15:20:00,16.55,Friday Closing,170.14999999999998
61,2018-01-15,26956.4,25846.85,1109.550000000003,26940.5,25%,27217.8875,26663.1125,high,27200,2018-02-01,9,BANKNIFTY1820127200PE,2018-01-23 11:57:00,374.05,2018-01-26 15:20:00,322.6,Friday Closing,51.44999999999999
62,2018-01-22,27520.9,26844.25,676.6500000000015,27446.1,25%,27615.262499999997,27276.9375,high,27600,2018-02-08,10,BANKNIFTY1820827600PE,2018-01-29 09:36:00,499.0,2018-02-02 09:20:00,772.55,SL Hit,-273.54999999999995
63,2018-01-22,27520.9,26844.25,676.6500000000015,27446.1,25%,27615.262499999997,27276.9375,low,27300,2018-02-08,9,BANKNIFTY1820827300CE,2018-01-30 12:27:00,350.0,2018-02-01 09:55:00,460.0,SL Hit,-110.0
64,2018-01-29,27651.35,26364.75,1286.5999999999985,25968.15,25%,26289.800000000003,25646.5,low,25600,2018-02-15,9,BANKNIFTY1821525600CE,2018-02-06 09:15:00,289.85,2018-02-09 15:20:00,268.85,Friday Closing,21.0
65,2018-02-05,26213.7,25024.85,1188.8500000000022,25530.1,25%,25827.3125,25232.887499999997,low,25200,2018-02-22,8,BANKNIFTY18FEB25200CE,2018-02-14 15:27:00,340.1,2018-02-16 15:20:00,219.95,Friday Closing,120.15000000000003
66,2018-02-12,25810.25,25101.5,708.75,25324.6,25%,25501.7875,25147.4125,low,25100,2018-03-01,10,BANKNIFTY1830125100CE,2018-02-19 09:16:00,280.0,2018-02-23 15:20:00,317.95,Friday Closing,-37.94999999999999
67,2018-02-19,25345.05,24782.1,562.9500000000007,25452.0,25%,25592.7375,25311.2625,high,25600,2018-03-08,10,BANKNIFTY1830825600PE,2018-02-26 10:36:00,191.85,2018-03-02 15:20:00,744.95,Friday Closing,-553.1
68,2018-02-19,25345.05,24782.1,562.9500000000007,25452.0,25%,25592.7375,25311.2625,low,25300,2018-03-08,8,BANKNIFTY1830825300CE,2018-02-28 09:15:00,115.05,2018-03-02 15:20:00,60.0,Friday Closing,55.05
69,2018-02-26,25722.1,24855.35,866.75,24831.35,25%,25048.0375,24614.6625,low,24600,2018-03-15,9,BANKNIFTY1831524600CE,2018-03-06 14:41:00,206.0,2018-03-09 15:20:00,92.0,Friday Closing,114.0
70,2018-03-05,25038.85,24049.35,989.5,24443.6,25%,24690.975,24196.225,high,24700,2018-03-22,10,BANKNIFTY1832224700PE,2018-03-12 15:12:00,253.5,2018-03-16 15:20:00,271.0,Friday Closing,-17.5
71,2018-03-12,25009.55,24360.65,648.8999999999978,24530.15,25%,24692.375,24367.925000000003,low,24400,2018-03-28,9,BANKNIFTY18MAR24400CE,2018-03-19 11:25:00,365.0,2018-03-23 15:20:00,13.25,Friday Closing,351.75
72,2018-03-19,24587.45,23605.9,981.5499999999993,23674.9,25%,23920.287500000002,23429.5125,high,23900,2018-04-05,10,BANKNIFTY1840523900PE,2018-03-26 12:53:00,234.35,2018-03-30 15:20:00,97.95,Friday Closing,136.39999999999998
73,2018-03-26,24495.6,23659.25,836.3499999999985,24235.65,25%,24444.737500000003,24026.5625,high,24400,2018-04-12,9,BANKNIFTY1841224400PE,2018-04-03 09:20:00,271.5,2018-04-06 15:20:00,78.0,Friday Closing,193.5
74,2018-04-02,24931.95,24065.45,866.5,24848.85,25%,25065.475,24632.225,high,25100,2018-04-19,10,BANKNIFTY1841925100PE,2018-04-09 12:16:00,309.2,2018-04-13 15:20:00,128.15,Friday Closing,181.04999999999998
75,2018-04-09,25411.3,24833.85,577.4500000000007,25082.1,25%,25226.462499999998,24937.7375,high,25200,2018-04-26,10,BANKNIFTY18APR25200PE,2018-04-16 09:29:00,267.85,2018-04-20 15:20:00,242.0,Friday Closing,25.850000000000023
76,2018-04-09,25411.3,24833.85,577.4500000000007,25082.1,25%,25226.462499999998,24937.7375,low,24900,2018-04-26,6,BANKNIFTY18APR24900CE,2018-04-20 09:59:00,209.75,2018-04-20 15:20:00,262.3,Friday Closing,-52.55000000000001
77,2018-04-16,25426.75,24839.3,587.4500000000007,25065.5,25%,25212.3625,24918.6375,high,25200,2018-05-03,6,BANKNIFTY1850325200PE,2018-04-27 09:22:00,164.5,2018-04-27 15:20:00,53.0,Friday Closing,111.5
78,2018-04-16,25426.75,24839.3,587.4500000000007,25065.5,25%,25212.3625,24918.6375,low,24900,2018-05-03,10,BANKNIFTY1850324900CE,2018-04-23 09:15:00,250.65,2018-04-27 14:06:00,526.35,SL Hit,-275.70000000000005
79,2018-04-23,25440.85,24737.0,703.8499999999985,25490.15,25%,25666.112500000003,25314.1875,high,25700,2018-05-10,8,BANKNIFTY1851025700PE,2018-05-02 12:13:00,200.0,2018-05-04 15:20:00,159.15,Friday Closing,40.849999999999994
80,2018-04-30,25716.0,25469.65,246.34999999999854,25676.25,25%,25737.8375,25614.6625,high,25700,2018-05-17,10,BANKNIFTY1851725700PE,2018-05-07 09:15:00,260.0,2018-05-11 15:20:00,53.8,Friday Closing,206.2
81,2018-05-07,26435.75,25676.25,759.5,26404.45,25%,26594.325,26214.575,high,26600,2018-05-24,9,BANKNIFTY1852426600PE,2018-05-15 09:25:00,199.0,2018-05-18 15:20:00,681.0,Friday Closing,-482.0
82,2018-05-07,26435.75,25676.25,759.5,26404.45,25%,26594.325,26214.575,low,26200,2018-05-24,8,BANKNIFTY1852426200CE,2018-05-16 09:29:00,240.0,2018-05-18 15:20:00,68.0,Friday Closing,172.0
83,2018-05-14,26971.2,25840.15,1131.0499999999993,26017.5,25%,26300.2625,25734.7375,high,26300,2018-05-31,6,BANKNIFTY18MAY26300PE,2018-05-25 14:24:00,176.05,2018-05-25 15:20:00,166.1,Friday Closing,9.950000000000017
84,2018-05-14,26971.2,25840.15,1131.0499999999993,26017.5,25%,26300.2625,25734.7375,low,25700,2018-05-31,10,BANKNIFTY18MAY25700CE,2018-05-21 11:56:00,295.0,2018-05-25 15:20:00,550.0,Friday Closing,-255.0
85,2018-05-21,26325.55,25632.75,692.7999999999993,26291.65,25%,26464.850000000002,26118.45,high,26500,2018-06-07,10,BANKNIFTY1860726500PE,2018-05-28 09:26:00,276.3,2018-06-01 15:20:00,166.0,Friday Closing,110.30000000000001
86,2018-05-21,26325.55,25632.75,692.7999999999993,26291.65,25%,26464.850000000002,26118.45,low,26100,2018-06-07,8,BANKNIFTY1860726100CE,2018-05-30 09:15:00,180.0,2018-05-30 13:07:00,310.6,SL Hit,-130.60000000000002
87,2018-05-28,27162.65,25985.35,1177.300000000003,27023.7,25%,27318.025,26729.375,low,26700,2018-06-14,10,BANKNIFTY1861426700CE,2018-06-04 09:26:00,300.6,2018-06-08 15:20:00,88.95,Friday Closing,211.65000000000003
88,2018-06-04,27031.55,26072.6,958.9500000000007,26473.2,25%,26712.9375,26233.4625,high,26700,2018-06-21,8,BANKNIFTY1862126700PE,2018-06-13 09:15:00,256.6,2018-06-15 15:20:00,348.95,Friday Closing,-92.34999999999997
89,2018-06-11,26764.35,26345.3,419.0499999999993,26444.3,25%,26549.0625,26339.5375,high,26500,2018-06-28,8,BANKNIFTY18JUN26500PE,2018-06-20 14:44:00,171.15,2018-06-22 15:20:00,63.45,Friday Closing,107.7
90,2018-06-11,26764.35,26345.3,419.0499999999993,26444.3,25%,26549.0625,26339.5375,low,26300,2018-06-28,10,BANKNIFTY18JUN26300CE,2018-06-18 09:36:00,275.8,2018-06-22 15:12:00,532.0,SL Hit,-256.2
91,2018-06-18,26805.7,26225.7,580.0,26718.15,25%,26863.15,26573.15,low,26600,2018-07-05,10,BANKNIFTY1870526600CE,2018-06-25 14:46:00,216.05,2018-06-29 15:20:00,77.5,Friday Closing,138.55
92,2018-06-25,26802.25,26162.7,639.5499999999993,26364.45,25%,26524.3375,26204.5625,high,26500,2018-07-12,7,BANKNIFTY1871226500PE,2018-07-05 09:43:00,171.05,2018-07-06 15:20:00,153.2,Friday Closing,17.850000000000023
93,2018-06-25,26802.25,26162.7,639.5499999999993,26364.45,25%,26524.3375,26204.5625,low,26200,2018-07-12,10,BANKNIFTY1871226200CE,2018-07-02 10:27:00,249.1,2018-07-06 15:20:00,337.5,Friday Closing,-88.4
94,2018-07-02,26609.3,26061.75,547.5499999999993,26642.35,25%,26779.2375,26505.462499999998,high,26800,2018-07-19,10,BANKNIFTY1871926800PE,2018-07-09 14:35:00,260.0,2018-07-13 15:20:00,86.95,Friday Closing,173.05
95,2018-07-09,27163.9,26612.25,551.6500000000015,26914.5,25%,27052.4125,26776.5875,high,27100,2018-07-26,8,BANKNIFTY18JUL27100PE,2018-07-18 09:15:00,172.15,2018-07-20 15:20:00,243.15,Friday Closing,-71.0
96,2018-07-09,27163.9,26612.25,551.6500000000015,26914.5,25%,27052.4125,26776.5875,low,26800,2018-07-26,10,BANKNIFTY18JUL26800CE,2018-07-16 09:35:00,235.3,2018-07-18 09:18:00,466.7,SL Hit,-231.39999999999998
97,2018-07-16,27187.0,26648.1,538.9000000000015,26701.3,25%,26836.025,26566.574999999997,high,26800,2018-08-02,10,BANKNIFTY1880226800PE,2018-07-23 09:15:00,210.0,2018-07-27 15:20:00,13.1,Friday Closing,196.9
98,2018-07-23,27660.05,26701.3,958.75,27767.65,25%,28007.3375,27527.9625,low,27500,2018-08-09,8,BANKNIFTY1880927500CE,2018-08-01 14:40:00,250.0,2018-08-01 15:01:00,338.05,SL Hit,-88.05000000000001
99,2018-07-30,27870.55,27330.45,540.0999999999985,27769.55,25%,27904.574999999997,27634.525,high,27900,2018-08-16,10,BANKNIFTY1881627900PE,2018-08-06 09:26:00,200.25,2018-08-10 15:20:00,68.5,Friday Closing,131.75
100,2018-08-06,28373.9,27769.55,604.3500000000022,27760.8,25%,27911.8875,27609.712499999998,high,27900,2018-08-23,9,BANKNIFTY1882327900PE,2018-08-14 09:15:00,218.65,2018-08-17 15:20:00,66.3,Friday Closing,152.35000000000002
101,2018-08-13,28176.75,27743.1,433.65000000000146,28171.65,25%,28280.0625,28063.237500000003,high,28300,2018-08-30,10,BANKNIFTY18AUG28300PE,2018-08-20 09:16:00,220.0,2018-08-24 15:20:00,416.55,Friday Closing,-196.55
102,2018-08-13,28176.75,27743.1,433.65000000000146,28171.65,25%,28280.0625,28063.237500000003,low,28100,2018-08-30,7,BANKNIFTY18AUG28100CE,2018-08-23 11:17:00,194.05,2018-08-24 15:20:00,89.2,Friday Closing,104.85000000000001
103,2018-08-20,28321.95,27786.8,535.1500000000015,27971.25,25%,28105.0375,27837.4625,high,28100,2018-09-06,10,BANKNIFTY1890628100PE,2018-08-27 09:19:00,161.1,2018-08-31 15:20:00,132.0,Friday Closing,29.099999999999994
104,2018-08-27,28386.7,27941.75,444.9500000000007,28199.45,25%,28310.6875,28088.2125,low,28100,2018-09-12,9,BANKNIFTY1891228100CE,2018-09-03 09:15:00,246.45,2018-09-07 15:20:00,9.0,Friday Closing,237.45
105,2018-09-03,28199.45,27136.9,1062.5499999999993,27395.2,25%,27660.8375,27129.5625,low,27100,2018-09-19,8,BANKNIFTY1891927100CE,2018-09-11 13:50:00,276.15,2018-09-14 15:20:00,193.5,Friday Closing,82.64999999999998
106,2018-09-10,27404.65,26557.5,847.1500000000015,27002.6,25%,27214.387499999997,26790.8125,low,26800,2018-09-27,10,BANKNIFTY18SEP26800CE,2018-09-17 10:37:00,283.35,2018-09-21 15:20:00,12.9,Friday Closing,270.45000000000005
107,2018-09-17,27002.6,25055.8,1946.7999999999993,25645.05,25%,26131.75,25158.35,low,25200,2018-10-04,10,BANKNIFTY18100425200CE,2018-09-24 10:13:00,501.7,2018-09-28 15:20:00,210.0,Friday Closing,291.7
108,2018-09-24,25645.05,24678.85,966.2000000000007,24943.9,25%,25185.45,24702.350000000002,high,25200,2018-10-11,10,BANKNIFTY18101125200PE,2018-10-01 14:16:00,420.0,2018-10-04 11:35:00,611.0,SL Hit,-191.0
109,2018-09-24,25645.05,24678.85,966.2000000000007,24943.9,25%,25185.45,24702.350000000002,low,24700,2018-10-11,7,BANKNIFTY18101124700CE,2018-10-04 09:15:00,342.9,2018-10-05 15:20:00,144.9,Friday Closing,197.99999999999997
110,2018-10-01,25464.0,24253.95,1210.0499999999993,24470.75,25%,24773.2625,24168.2375,high,24800,2018-10-17,7,BANKNIFTY18101724800PE,2018-10-10 09:59:00,319.9,2018-10-12 15:20:00,108.0,Friday Closing,211.89999999999998
