,Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Qty,PnL,ROI%,Trade Year,Cumulative ROI%,Running Max ROI%,Drawdown
77,2022-01-28,39419.9,37582.05,1837.8499999999985,39128.0,20%,39495.57,38760.43,low,39500,2022-02-10,6,BANKNIFTY2221039500CE,CE,2022-02-04 12:05:00,184.65,2022-02-09 15:20:00,0.05,Expiry Closing,184.6,164.5754194710951,30380.622434364155,3.0380622434364155,2022,45.08681394916289,45.72237979290321,-0.6355658437403235
78,2022-02-04,39275.0,37320.45,1954.550000000003,38567.65,20%,38958.560000000005,38176.74,low,39000,2022-02-17,3,BANKNIFTY2221739000CE,CE,2022-02-14 09:15:00,56.85,2022-02-16 15:20:00,0.15,Expiry Closing,56.7,166.84394905766536,9460.051911569626,0.9460051911569627,2022,46.03281914031985,46.03281914031985,0.0
79,2022-02-11,38789.95,36655.2,2134.75,37344.45,20%,37771.399999999994,36917.5,high,36900,2022-02-24,6,BANKNIFTY22FEB36900PE,PE,2022-02-18 12:45:00,237.0,2022-02-23 15:20:00,1644.5,Friday Closing,-1407.5,172.0878760120091,-242213.6854869028,-24.221368548690283,2022,14.741227741711064,38.96259629040135,-24.221368548690286
80,2022-02-11,38789.95,36655.2,2134.75,37344.45,20%,37771.399999999994,36917.5,low,37800,2022-02-24,2,BANKNIFTY22FEB37800CE,CE,2022-02-22 09:15:00,173.25,2022-02-23 15:20:00,0.2,Expiry Closing,173.05,172.0878760120091,29779.80694387818,2.9779806943878175,2022,49.01079983470767,49.01079983470767,0.0
81,2022-02-18,38051.95,35002.1,3049.8499999999985,35901.7,20%,36511.67,35291.729999999996,high,35300,2022-03-03,6,BANKNIFTY2230335300PE,PE,2022-02-25 09:54:00,298.85,2022-03-02 12:35:00,602.95,SL Hit,-304.1,178.0252724676795,-54137.48535742134,-5.413748535742134,2022,9.327479205968931,38.96259629040135,-29.63511708443242
82,2022-02-18,38051.95,35002.1,3049.8499999999985,35901.7,20%,36511.67,35291.729999999996,low,36500,2022-03-03,1,BANKNIFTY2230336500CE,CE,2022-03-02 09:48:00,89.2,2022-03-02 15:20:00,0.15,Expiry Closing,89.05,178.0252724676795,15853.150513246861,1.585315051324686,2022,50.59611488603235,50.59611488603235,0.0
83,2022-02-25,36677.2,34725.65,1951.5499999999956,34526.1,20%,34916.409999999996,34135.79,high,34100,2022-03-10,6,BANKNIFTY2231034100PE,PE,2022-03-04 13:01:00,386.5,2022-03-04 14:06:00,427.9,SL Hit,-41.39999999999998,186.1588863230785,-7706.977893775445,-0.7706977893775445,2022,8.556781416591386,38.96259629040135,-30.405814873809966
84,2022-02-25,36677.2,34725.65,1951.5499999999956,34526.1,20%,34916.409999999996,34135.79,low,34900,2022-03-10,6,BANKNIFTY2231034900CE,CE,2022-03-04 11:01:00,363.8,2022-03-09 15:20:00,0.35,Expiry Closing,363.45,186.1588863230785,67659.44723412287,6.765944723412287,2022,57.36205960944464,57.36205960944464,0.0
85,2022-03-04,35370.55,32159.3,3211.2500000000036,34331.0,20%,34973.25,33688.75,high,33700,2022-03-17,3,BANKNIFTY2231733700PE,PE,2022-03-14 11:14:00,234.2,2022-03-16 15:20:00,0.05,Friday Closing,234.14999999999998,185.85633305454883,43518.260384722606,4.35182603847226,2022,12.908607455063645,38.96259629040135,-26.053988835337705
86,2022-03-11,36610.55,34096.0,2514.550000000003,36545.85,20%,37048.76,36042.939999999995,low,37000,2022-03-24,3,BANKNIFTY2232437000CE,CE,2022-03-21 12:35:00,162.55,2022-03-23 09:15:00,212.8,SL Hit,-50.25,175.44446831688833,-8816.084532923638,-0.8816084532923638,2022,56.48045115615228,57.36205960944464,-0.8816084532923654
87,2022-03-18,36822.2,35389.65,1432.5499999999956,35700.4,20%,35986.91,35413.89,high,35400,2022-03-31,1,BANKNIFTY22MAR35400PE,PE,2022-03-30 09:15:00,76.9,2022-03-30 15:20:00,0.1,Friday Closing,76.80000000000001,180.6212314422105,13871.710574761768,1.3871710574761769,2022,14.295778512539822,38.96259629040135,-24.666817777861528
88,2022-03-18,36822.2,35389.65,1432.5499999999956,35700.4,20%,35986.91,35413.89,low,36000,2022-03-31,6,BANKNIFTY22MAR36000CE,CE,2022-03-25 09:22:00,368.7,2022-03-30 15:20:00,369.85,Expiry Closing,-1.150000000000034,180.6212314422105,-207.71441615854823,-0.020771441615854824,2022,56.45967971453642,57.36205960944464,-0.902379894908222
89,2022-03-25,36588.85,35016.85,1572.0,36298.35,20%,36612.75,35983.95,high,36000,2022-04-07,6,BANKNIFTY2240736000PE,PE,2022-04-01 09:56:00,239.2,2022-04-06 15:20:00,0.05,Friday Closing,239.14999999999998,177.53378263036782,42457.20411605246,4.245720411605246,2022,18.541498924145067,38.96259629040135,-20.421097366256284
90,2022-04-08,37981.2,37269.1,712.0999999999985,36833.15,20%,36975.57,36690.73,high,36700,2022-04-21,2,BANKNIFTY2242136700PE,PE,2022-04-19 13:41:00,144.2,2022-04-19 13:42:00,150.0,SL Hit,-5.800000000000011,175.79174573914614,-1019.5921252870496,-0.10195921252870496,2022,18.439539711616362,38.96259629040135,-20.52305657878499
91,2022-04-08,37981.2,37269.1,712.0999999999985,36833.15,20%,36975.57,36690.73,low,37000,2022-04-21,3,BANKNIFTY2242137000CE,CE,2022-04-18 10:09:00,276.05,2022-04-20 15:20:00,0.2,Expiry Closing,275.85,175.79174573914614,48492.153062143465,4.849215306214346,2022,61.30889502075077,61.30889502075077,0.0
92,2022-04-15,37123.25,35931.25,1192.0,36514.15,20%,36752.55,36275.75,low,36800,2022-04-28,6,BANKNIFTY22APR36800CE,CE,2022-04-22 10:02:00,211.65,2022-04-27 15:20:00,0.2,Expiry Closing,211.45000000000002,176.85847648666552,37396.72485310543,3.739672485310543,2022,65.04856750606132,65.04856750606132,0.0
93,2022-04-22,36603.7,35533.05,1070.6499999999942,36474.05,20%,36688.18,36259.920000000006,high,36300,2022-05-05,6,BANKNIFTY2250536300PE,PE,2022-04-29 11:49:00,224.0,2022-05-04 14:11:00,769.65,SL Hit,-545.65,177.1687775190811,-96672.1434532866,-9.66721434532866,2022,8.772325366287705,38.96259629040135,-30.190270924113648
94,2022-04-22,36603.7,35533.05,1070.6499999999942,36474.05,20%,36688.18,36259.920000000006,low,36700,2022-05-05,6,BANKNIFTY2250536700CE,CE,2022-04-29 14:26:00,217.95,2022-05-04 15:20:00,0.1,Expiry Closing,217.85,177.1687775190811,38596.21818253181,3.859621818253181,2022,68.90818932431449,68.90818932431449,0.0
95,2022-04-29,36716.65,35130.0,1586.6500000000015,34569.1,20%,34886.43,34251.77,low,34900,2022-05-12,3,BANKNIFTY2251234900CE,CE,2022-05-09 09:15:00,131.9,2022-05-11 15:20:00,0.05,Expiry Closing,131.85,186.3188638103698,24566.142193397256,2.4566142193397256,2022,71.36480354365422,71.36480354365422,0.0
96,2022-05-06,34797.75,33300.05,1497.699999999997,33925.95,20%,34225.49,33626.409999999996,high,33600,2022-05-19,2,BANKNIFTY2251933600PE,PE,2022-05-17 14:00:00,120.4,2022-05-18 15:20:00,289.5,Friday Closing,-169.1,189.91693033467163,-32114.95291959297,-3.2114952919592974,2022,5.560830074328408,38.96259629040135,-33.40176621607294
97,2022-05-06,34797.75,33300.05,1497.699999999997,33925.95,20%,34225.49,33626.409999999996,low,34200,2022-05-19,6,BANKNIFTY2251934200CE,CE,2022-05-13 10:12:00,250.7,2022-05-18 15:20:00,0.15,Expiry Closing,250.54999999999998,189.91693033467163,47583.68689535197,4.758368689535197,2022,76.12317223318942,76.12317223318942,0.0
98,2022-05-13,34654.2,33009.05,1645.1499999999942,33765.15,20%,34094.18,33436.12,high,33400,2022-05-26,6,BANKNIFTY22MAY33400PE,PE,2022-05-20 09:50:00,219.8,2022-05-25 15:20:00,0.1,Friday Closing,219.70000000000002,190.64837459061928,41885.44789755906,4.188544789755906,2022,9.749374864084313,38.96259629040135,-29.213221426317038
99,2022-05-20,35221.95,33696.95,1525.0,35326.6,20%,35631.6,35021.6,high,35000,2022-06-02,6,BANKNIFTY2260235000PE,PE,2022-05-27 13:19:00,234.3,2022-06-01 15:20:00,0.1,Friday Closing,234.20000000000002,182.42234421131806,42723.313014290696,4.27233130142907,2022,14.021706165513383,38.96259629040135,-24.940890124887968
100,2022-05-27,36083.45,35287.8,795.6499999999942,35929.55,20%,36088.68,35770.420000000006,low,36100,2022-06-09,6,BANKNIFTY2260936100CE,CE,2022-06-03 09:39:00,307.8,2022-06-08 15:20:00,0.05,Expiry Closing,307.75,180.11187995792585,55429.43105705168,5.542943105705168,2022,81.66611533889458,81.66611533889458,0.0
101,2022-06-03,35952.8,34660.4,1292.4000000000015,34686.95,20%,34945.43,34428.469999999994,low,34900,2022-06-16,6,BANKNIFTY2261634900CE,CE,2022-06-10 14:06:00,205.7,2022-06-15 15:20:00,0.05,Expiry Closing,205.64999999999998,186.00429297908195,38251.7828511482,3.82517828511482,2022,85.4912936240094,85.4912936240094,0.0
102,2022-06-10,34744.9,32542.7,2202.2000000000007,32393.45,20%,32833.89,31953.010000000002,high,32000,2022-06-23,6,BANKNIFTY2262332000PE,PE,2022-06-17 14:55:00,175.15,2022-06-20 09:41:00,214.55,SL Hit,-39.400000000000006,197.96618676617362,-7799.867758587242,-0.7799867758587241,2022,13.241719389654659,38.96259629040135,-25.720876900746692
103,2022-06-17,33592.9,32298.0,1294.9000000000015,33434.8,20%,33693.780000000006,33175.82,high,33200,2022-06-30,6,BANKNIFTY22JUN33200PE,PE,2022-06-24 14:10:00,220.4,2022-06-29 15:20:00,0.1,Friday Closing,220.3,192.9139443541211,42498.94194121288,4.249894194121288,2022,17.491613583775948,38.96259629040135,-21.470982706625403
104,2022-06-24,34134.8,33180.7,954.1000000000058,33264.75,20%,33455.57,33073.93,high,33100,2022-07-07,6,BANKNIFTY2270733100PE,PE,2022-07-01 13:44:00,257.65,2022-07-06 15:20:00,0.05,Friday Closing,257.59999999999997,194.28752820531827,50048.46726568998,5.0048467265689975,2022,22.496460310344943,38.96259629040135,-16.466135980056407
105,2022-07-01,34961.95,33082.45,1879.5,35258.9,20%,35634.8,34883.0,low,35600,2022-07-14,1,BANKNIFTY2271435600CE,CE,2022-07-13 13:08:00,28.5,2022-07-13 15:20:00,0.1,Expiry Closing,28.4,182.40596271060872,5180.329340981288,0.5180329340981288,2022,86.00932655810753,86.00932655810753,0.0
106,2022-07-08,35541.6,34558.45,983.1500000000015,34734.45,20%,34931.079999999994,34537.82,high,34500,2022-07-21,3,BANKNIFTY2272134500PE,PE,2022-07-18 09:15:00,132.35,2022-07-20 15:20:00,0.05,Friday Closing,132.29999999999998,186.08070520579383,24618.47729872652,2.4618477298726518,2022,24.958308040217595,38.96259629040135,-14.004288250183755
107,2022-07-08,35541.6,34558.45,983.1500000000015,34734.45,20%,34931.079999999994,34537.82,low,34900,2022-07-21,6,BANKNIFTY2272134900CE,CE,2022-07-15 10:50:00,211.55,2022-07-19 11:03:00,686.8,SL Hit,-475.24999999999994,186.08070520579383,-88434.8551490535,-8.84348551490535,2022,77.16584104320218,86.00932655810753,-8.843485514905353
108,2022-07-15,36330.8,34465.0,1865.800000000003,36322.9,20%,36696.060000000005,35949.74,high,35900,2022-07-28,6,BANKNIFTY22JUL35900PE,PE,2022-07-22 12:37:00,106.45,2022-07-27 15:20:00,0.05,Friday Closing,106.4,177.13073283616822,18846.7099737683,1.8846709973768299,2022,26.842979037594425,38.96259629040135,-12.119617252806925
109,2022-07-22,37412.4,36249.15,1163.25,37717.3,20%,37949.950000000004,37484.65,high,37500,2022-08-04,2,BANKNIFTY2280437500PE,PE,2022-08-02 11:43:00,109.85,2022-08-03 15:20:00,0.55,Friday Closing,109.3,171.27822302796181,18720.709776956224,1.8720709776956226,2022,28.71505001529005,38.96259629040135,-10.2475462751113
110,2022-07-22,37412.4,36249.15,1163.25,37717.3,20%,37949.950000000004,37484.65,low,37900,2022-08-04,6,BANKNIFTY2280437900CE,CE,2022-07-29 10:09:00,192.15,2022-07-29 10:10:00,190.8,SL Hit,1.3499999999999943,171.27822302796181,231.22560108774746,0.023122560108774746,2022,77.18896360331095,86.00932655810753,-8.820362954796579
111,2022-07-29,38230.55,37223.4,1007.1500000000015,37868.25,20%,38069.68,37666.82,high,37700,2022-08-11,6,BANKNIFTY2281137700PE,PE,2022-08-05 10:31:00,227.9,2022-08-10 15:20:00,0.1,Friday Closing,227.8,170.7395491635338,38894.469299453005,3.8894469299453003,2022,32.60449694523535,38.96259629040135,-6.3580993451660035
112,2022-08-05,38929.75,37684.55,1245.199999999997,38942.45,20%,39191.49,38693.409999999996,high,38700,2022-08-18,2,BANKNIFTY2281838700PE,PE,2022-08-16 09:15:00,68.8,2022-08-17 15:20:00,0.15,Friday Closing,68.64999999999999,165.85233171793163,11385.762572436006,1.1385762572436007,2022,33.743073202478946,38.96259629040135,-5.219523087922404
113,2022-08-12,39703.4,38739.95,963.4500000000044,39732.65,20%,39925.340000000004,39539.96,low,39900,2022-08-25,6,BANKNIFTY22AUG39900CE,CE,2022-08-19 09:34:00,180.95,2022-08-24 15:20:00,0.15,Expiry Closing,180.79999999999998,162.80387342975664,29434.940316099997,2.94349403161,2022,80.13245763492095,86.00932655810753,-5.876868923186578
114,2022-08-19,39750.9,37955.45,1795.4500000000044,39129.65,20%,39488.740000000005,38770.56,high,38800,2022-09-01,2,BANKNIFTY2290138800PE,PE,2022-08-30 15:02:00,57.9,2022-08-31 15:20:00,0.15,Friday Closing,57.75,164.60388455038066,9505.874332784482,0.9505874332784482,2022,34.6936606357574,38.96259629040135,-4.268935654643954
115,2022-08-19,39750.9,37955.45,1795.4500000000044,39129.65,20%,39488.740000000005,38770.56,low,39500,2022-09-01,3,BANKNIFTY2290139500CE,CE,2022-08-29 09:15:00,31.4,2022-08-31 15:20:00,0.35,Expiry Closing,31.049999999999997,164.60388455038066,5110.950615289319,0.5110950615289319,2022,80.64355269644989,86.00932655810753,-5.365773861657644
116,2022-08-26,39666.55,37944.25,1722.300000000003,39422.3,20%,39766.76,39077.840000000004,high,39100,2022-09-08,3,BANKNIFTY2290839100PE,PE,2022-09-05 10:10:00,146.0,2022-09-07 15:20:00,0.15,Friday Closing,145.85,163.45309499692706,23839.633905301813,2.383963390530181,2022,37.07762402628758,38.96259629040135,-1.8849722641137703
117,2022-09-02,40265.3,39203.4,1061.9000000000015,40520.75,20%,40733.13,40308.37,high,40300,2022-09-15,2,BANKNIFTY2291540300PE,PE,2022-09-13 09:15:00,146.55,2022-09-14 15:20:00,0.05,Friday Closing,146.5,159.57526465557643,23377.77627204195,2.337777627204195,2022,39.41540165349177,39.41540165349177,0.0
118,2022-09-02,40265.3,39203.4,1061.9000000000015,40520.75,20%,40733.13,40308.37,low,40700,2022-09-15,6,BANKNIFTY2291540700CE,CE,2022-09-09 13:25:00,247.05,2022-09-09 13:26:00,252.05,SL Hit,-5.0,159.57526465557643,-797.8763232778822,-0.07978763232778822,2022,80.5637650641221,86.00932655810753,-5.445561493985437
119,2022-09-09,41834.55,40281.0,1553.550000000003,40977.2,20%,41287.909999999996,40666.49,high,40700,2022-09-22,2,BANKNIFTY2292240700PE,PE,2022-09-20 09:15:00,149.95,2022-09-21 15:20:00,72.1,Friday Closing,77.85,157.43107364843607,12256.009083530747,1.2256009083530748,2022,40.64100256184485,40.64100256184485,0.0
120,2022-09-09,41834.55,40281.0,1553.550000000003,40977.2,20%,41287.909999999996,40666.49,low,41300,2022-09-22,6,BANKNIFTY2292241300CE,CE,2022-09-16 13:54:00,239.65,2022-09-21 15:20:00,0.1,Expiry Closing,239.55,157.43107364843607,37712.61369248286,3.7712613692482857,2022,84.33502643337039,86.00932655810753,-1.6743001247371438
121,2022-09-16,41676.75,40361.05,1315.699999999997,40429.35,20%,40692.49,40166.21,low,40700,2022-09-29,6,BANKNIFTY22SEP40700CE,CE,2022-09-23 09:29:00,271.6,2022-09-28 15:20:00,0.3,Expiry Closing,271.3,159.73463408112897,43336.006226210295,4.33360062262103,2022,88.66862705599142,88.66862705599142,0.0
122,2022-09-23,40528.3,37537.1,2991.2000000000044,37660.0,20%,38258.24,37061.76,high,37100,2022-10-06,6,BANKNIFTY22100637100PE,PE,2022-09-30 10:40:00,160.55,2022-10-05 15:20:00,0.05,Friday Closing,160.5,169.8980402653128,27268.635462582704,2.7268635462582704,2022,43.367866108103115,43.367866108103115,0.0
123,2022-09-30,39605.85,37391.3,2214.5499999999956,39093.5,20%,39536.409999999996,38650.590000000004,low,39500,2022-10-13,3,BANKNIFTY22101339500CE,CE,2022-10-10 09:15:00,98.05,2022-10-12 15:20:00,0.1,Expiry Closing,97.95,164.40541768966887,16103.510662703065,1.6103510662703064,2022,90.27897812226172,90.27897812226172,0.0
124,2022-10-07,39315.65,38439.35,876.3000000000029,39446.05,20%,39621.310000000005,39270.79,high,39300,2022-10-20,3,BANKNIFTY22102039300PE,PE,2022-10-17 10:10:00,240.8,2022-10-19 15:20:00,0.15,Friday Closing,240.65,164.05313201406008,39479.38621918356,3.9479386219183557,2022,47.315804730021476,47.315804730021476,0.0
125,2022-10-07,39315.65,38439.35,876.3000000000029,39446.05,20%,39621.310000000005,39270.79,low,39600,2022-10-20,6,BANKNIFTY22102039600CE,CE,2022-10-14 10:28:00,331.75,2022-10-14 10:59:00,335.0,SL Hit,-3.25,164.05313201406008,-533.1726790456953,-0.05331726790456953,2022,90.22566085435716,90.27897812226172,-0.053317267904560595
126,2022-10-14,40621.55,39148.2,1473.3500000000058,40370.75,20%,40665.42,40076.08,high,40100,2022-10-27,6,BANKNIFTY22OCT40100PE,PE,2022-10-21 09:58:00,170.45,2022-10-26 15:20:00,0.1,Friday Closing,170.35,159.84096561648693,27228.908492768547,2.7228908492768547,2022,50.03869557929833,50.03869557929833,0.0
127,2022-10-21,41513.65,40370.4,1143.25,41236.8,20%,41465.450000000004,41008.15,high,41000,2022-11-03,6,BANKNIFTY22110341000PE,PE,2022-10-28 09:26:00,240.3,2022-11-02 15:20:00,0.15,Friday Closing,240.15,156.75701095731506,37645.19618139921,3.764519618139921,2022,53.80321519743825,53.80321519743825,0.0
128,2022-10-21,41513.65,40370.4,1143.25,41236.8,20%,41465.450000000004,41008.15,low,41500,2022-11-03,6,BANKNIFTY22110341500CE,CE,2022-10-28 11:42:00,240.5,2022-11-01 09:15:00,304.6,SL Hit,-64.10000000000002,156.75701095731506,-10048.1244023639,-1.0048124402363898,2022,89.22084841412077,90.27897812226172,-1.058129708140953
129,2022-10-28,41674.1,40840.25,833.8499999999985,41314.85,20%,41481.619999999995,41148.08,high,41100,2022-11-10,6,BANKNIFTY22111041100PE,PE,2022-11-04 09:30:00,214.55,2022-11-09 15:20:00,0.2,Friday Closing,214.35000000000002,156.69590531903046,33587.767305134184,3.3587767305134184,2022,57.16199192795167,57.16199192795167,0.0
130,2022-10-28,41674.1,40840.25,833.8499999999985,41314.85,20%,41481.619999999995,41148.08,low,41500,2022-11-10,6,BANKNIFTY22111041500CE,CE,2022-11-04 10:28:00,235.25,2022-11-07 09:15:00,418.0,SL Hit,-182.75,156.69590531903046,-28636.176697052815,-2.8636176697052815,2022,86.35723074441549,90.27897812226172,-3.9217473778462306
131,2022-11-04,41948.8,41052.75,896.0500000000029,42163.4,20%,42342.61,41984.19,high,42000,2022-11-17,6,BANKNIFTY22111742000PE,PE,2022-11-11 12:33:00,212.3,2022-11-16 15:20:00,0.2,Friday Closing,212.10000000000002,153.5096679208013,32559.400566001957,3.255940056600196,2022,60.41793198455186,60.41793198455186,0.0
132,2022-11-04,41948.8,41052.75,896.0500000000029,42163.4,20%,42342.61,41984.19,low,42300,2022-11-17,6,BANKNIFTY22111742300CE,CE,2022-11-11 10:22:00,207.8,2022-11-11 10:23:00,208.45,SL Hit,-0.6499999999999773,153.5096679208013,-99.78128414851734,-0.009978128414851736,2022,86.34725261600063,90.27897812226172,-3.9317255062610883
133,2022-11-11,42621.5,41919.1,702.4000000000015,42545.75,20%,42686.23,42405.27,high,42400,2022-11-24,1,BANKNIFTY22NOV42400PE,PE,2022-11-23 09:52:00,45.2,2022-11-23 15:20:00,0.15,Friday Closing,45.050000000000004,152.27393002380393,6859.940547572368,0.6859940547572367,2022,61.1039260393091,61.1039260393091,0.0
134,2022-11-11,42621.5,41919.1,702.4000000000015,42545.75,20%,42686.23,42405.27,low,42700,2022-11-24,6,BANKNIFTY22NOV42700CE,CE,2022-11-18 10:37:00,189.65,2022-11-23 09:15:00,84.7,SL Hit,104.95,152.27393002380393,15981.148955998222,1.5981148955998223,2022,87.94536751160045,90.27897812226172,-2.3336106106612675
135,2022-11-18,43158.55,42202.85,955.7000000000044,43192.45,20%,43383.59,43001.31,low,43400,2022-12-01,6,BANKNIFTY22120143400CE,CE,2022-11-25 11:46:00,125.5,2022-11-29 09:26:00,99.35,SL Hit,26.150000000000006,149.8262361413613,3917.956075096599,0.3917956075096599,2022,88.33716311911012,90.27897812226172,-1.9418150031516035
136,2022-11-25,43512.1,42757.2,754.9000000000015,42976.7,20%,43127.68,42825.719999999994,high,42800,2022-12-08,6,BANKNIFTY22120842800PE,PE,2022-12-02 15:23:00,119.35,2022-12-07 15:20:00,0.1,Friday Closing,119.25,150.71527149153397,17972.796125365425,1.7972796125365427,2022,62.90120565184564,62.90120565184564,0.0
137,2022-12-02,43634.0,42938.05,695.9499999999971,43765.3,20%,43904.490000000005,43626.11,high,43600,2022-12-15,2,BANKNIFTY22121543600PE,PE,2022-12-13 10:18:00,100.0,2022-12-14 15:20:00,84.85,Friday Closing,15.150000000000006,148.0486392166268,2242.936884131897,0.2242936884131897,2022,63.125499340258834,63.125499340258834,0.0
138,2022-12-02,43634.0,42938.05,695.9499999999971,43765.3,20%,43904.490000000005,43626.11,low,43900,2022-12-15,6,BANKNIFTY22121543900CE,CE,2022-12-09 12:34:00,136.9,2022-12-09 15:11:00,124.15,SL Hit,12.75,148.0486392166268,1887.6201500119919,0.18876201500119918,2022,88.52592513411132,90.27897812226172,-1.753052988150401
139,2022-12-09,44151.5,43365.55,785.9499999999971,43261.75,20%,43418.94,43104.56,high,43100,2022-12-22,6,BANKNIFTY22122243100PE,PE,2022-12-16 09:20:00,164.75,2022-12-16 09:45:00,172.4,SL Hit,-7.650000000000006,149.70425348937582,-1145.2375391937258,-0.11452375391937257,2022,63.01097558633946,63.125499340258834,-0.11452375391937153
140,2022-12-09,44151.5,43365.55,785.9499999999971,43261.75,20%,43418.94,43104.56,low,43400,2022-12-22,6,BANKNIFTY22122243400CE,CE,2022-12-16 10:44:00,173.5,2022-12-21 15:20:00,0.2,Expiry Closing,173.3,149.70425348937582,25943.74712970883,2.594374712970883,2022,91.1202998470822,91.1202998470822,0.0
141,2022-12-16,43614.65,42233.9,1380.75,41951.35,20%,42227.5,41675.2,high,41700,2022-12-29,3,BANKNIFTY22DEC41700PE,PE,2022-12-26 11:40:00,109.05,2022-12-26 11:41:00,109.8,SL Hit,-0.75,153.928127405127,-115.44609555384524,-0.011544609555384524,2022,62.999430976784076,63.125499340258834,-0.12606836347475792
142,2022-12-16,43614.65,42233.9,1380.75,41951.35,20%,42227.5,41675.2,low,42200,2022-12-29,6,BANKNIFTY22DEC42200CE,CE,2022-12-23 15:05:00,133.55,2022-12-28 15:20:00,1054.9,Expiry Closing,-921.3500000000001,153.928127405127,-141821.68018471377,-14.182168018471376,2022,76.93813182861082,91.1202998470822,-14.182168018471373
143,2022-12-23,43361.45,41571.95,1789.5,43401.7,20%,43759.6,43043.799999999996,low,43800,2023-01-05,6,BANKNIFTY2310543800CE,CE,2022-12-30 13:16:00,94.6,2023-01-02 10:05:00,121.2,SL Hit,-26.60000000000001,148.53883490708324,-3951.1330085284153,-0.3951133008528415,2022,76.54301852775798,91.1202998470822,-14.577281319324214
144,2022-12-30,43577.35,42300.6,1276.75,42649.7,20%,42905.049999999996,42394.35,low,42900,2023-01-12,6,BANKNIFTY2311242900CE,CE,2023-01-06 09:58:00,160.7,2023-01-11 15:20:00,0.1,Expiry Closing,160.6,151.49731791479093,24330.469257115423,2.4330469257115426,2023,78.97606545346952,91.1202998470822,-12.144234393612678
145,2023-01-06,42711.15,41731.0,980.1500000000015,42171.25,20%,42367.28,41975.22,high,42000,2023-01-19,6,BANKNIFTY2311942000PE,PE,2023-01-13 13:22:00,185.9,2023-01-18 15:20:00,0.15,Friday Closing,185.75,153.4202809337772,28497.817183449115,2.8497817183449117,2023,65.84921269512898,65.84921269512898,0.0
146,2023-01-06,42711.15,41731.0,980.1500000000015,42171.25,20%,42367.28,41975.22,low,42400,2023-01-19,6,BANKNIFTY2311942400CE,CE,2023-01-13 09:18:00,227.45,2023-01-16 09:18:00,488.85,SL Hit,-261.40000000000003,153.4202809337772,-40104.06143608937,-4.010406143608937,2023,74.96565930986058,91.1202998470822,-16.15464053722161
147,2023-01-13,42712.3,41863.0,849.3000000000029,42516.05,20%,42685.91,42346.19,high,42300,2023-01-25,5,BANKNIFTY23JAN42300PE,PE,2023-01-20 10:18:00,157.65,2023-01-25 11:22:00,486.3,SL Hit,-328.65,152.27507156342688,-50045.20226932024,-5.004520226932024,2023,60.84469246819697,65.84921269512898,-5.004520226932016
148,2023-01-13,42712.3,41863.0,849.3000000000029,42516.05,20%,42685.91,42346.19,low,42700,2023-01-25,0,BANKNIFTY23JAN42700CE,CE,2023-01-25 09:52:00,23.2,2023-01-24 15:20:00,0.2,Expiry Closing,23.0,152.27507156342688,3502.326645958818,0.3502326645958818,2023,75.31589197445646,91.1202998470822,-15.804407872625731
149,2023-01-20,43077.0,41541.25,1535.75,41382.35,20%,41689.5,41075.2,high,41100,2023-02-02,1,BANKNIFTY2320241100PE,PE,2023-02-01 12:49:00,84.6,2023-02-01 13:25:00,123.45,SL Hit,-38.85000000000001,155.91455882176567,-6057.280610225597,-0.6057280610225597,2023,60.23896440717441,65.84921269512898,-5.610248287954576
150,2023-01-20,43077.0,41541.25,1535.75,41382.35,20%,41689.5,41075.2,low,41700,2023-02-02,6,BANKNIFTY2320241700CE,CE,2023-01-27 09:16:00,339.7,2023-02-01 15:20:00,0.1,Expiry Closing,339.59999999999997,155.91455882176567,52948.58417587161,5.294858417587161,2023,80.61075039204363,91.1202998470822,-10.509549455038567
151,2023-01-27,42011.2,39421.1,2590.0999999999985,41019.35,20%,41537.369999999995,40501.33,high,40500,2023-02-09,6,BANKNIFTY2320940500PE,PE,2023-02-03 15:14:00,124.3,2023-02-08 15:20:00,0.05,Friday Closing,124.25,156.48559357513489,19443.33500171051,1.944333500171051,2023,62.183297907345455,65.84921269512898,-3.665914787783528
152,2023-02-03,41789.25,40615.9,1173.3499999999985,41452.4,20%,41687.07,41217.73,high,41200,2023-02-16,2,BANKNIFTY2321641200PE,PE,2023-02-14 14:35:00,68.4,2023-02-15 15:20:00,0.15,Friday Closing,68.25,155.92364730838602,10641.788928797347,1.0641788928797347,2023,63.24747680022519,65.84921269512898,-2.60173589490379
153,2023-02-03,41789.25,40615.9,1173.3499999999985,41452.4,20%,41687.07,41217.73,low,41700,2023-02-16,3,BANKNIFTY2321641700CE,CE,2023-02-13 12:16:00,109.05,2023-02-15 15:20:00,174.9,SL Hit,-65.85000000000001,155.92364730838602,-10267.57217525722,-1.026757217525722,2023,79.5839931745179,91.1202998470822,-11.536306672564294
154,2023-02-10,41974.4,41162.15,812.25,41514.0,20%,41676.45,41351.55,low,41700,2023-02-23,6,BANKNIFTY23FEB41700CE,CE,2023-02-17 10:14:00,184.0,2023-02-22 15:20:00,0.2,Expiry Closing,183.8,155.96337979842335,28666.069206950215,2.866606920695021,2023,82.45060009521292,91.1202998470822,-8.669699751869274
