,Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year,Hedge Strike,Hedge Contract,Hedge Entry Price,Hedge Exit Price,Hedge Points,Hedge PnL,Total PnL,Total ROI%,Index,Trade Month,Cumulative ROI%,Running Max ROI%,Drawdown
398,2018-06-22,10836.95,10558.25,278.7000000000007,10612.85,40%,10724.33,10501.37,high,10500,2018-07-05,3,NIFTY1870510500PE,PE,2018-07-02 09:15:00,,2018-07-05 15:30:00,,Friday Closing,,,,1428.5714285714287,,,,,2018,10300,NIFTY1870510300PE,0.0,0.0,0.0,0.0,,,NIFTY,7,,,
399,2018-06-29,10786.05,10605.3,180.75,10744.15,40%,10816.45,10671.85,high,10650,2018-07-12,3,NIFTY1871210650PE,PE,2018-07-09 09:15:00,,2018-07-12 15:30:00,,Friday Closing,,,,1408.4507042253522,,,,,2018,10450,NIFTY1871210450PE,0.0,0.0,0.0,0.0,,,NIFTY,7,,,
68,2018-06-29,26596.35,26061.75,534.5999999999985,26427.55,50%,26694.85,26160.25,high,26200,2018-07-12,3,BANKNIFTY1871226200PE,PE,2018-07-09 11:39:00,14.95,2018-07-12 15:30:00,0.05,Friday Closing,14.9,0.15,14.749999999999998,333.96946564885496,4976.145038167939,4926.0496183206105,0.4976145038167939,0.49260496183206104,2018,25400,BANKNIFTY1871225400PE,3.1,0.1,-3.0,-1001.9083969465648,3924.141221374046,0.39241412213740456,BANKNIFTY,7,21.492165000297682,26.78821646063086,-5.296051460333178
69,2018-07-06,27163.9,26411.0,752.9000000000015,27046.85,50%,27423.3,26670.4,low,27400,2018-07-19,3,BANKNIFTY1871927400CE,CE,2018-07-16 14:40:00,8.75,2018-07-18 09:18:00,39.45,SL Hit,-30.700000000000003,0.482,-31.182,319.3430656934306,-9803.83211678832,-9957.755474452553,-0.980383211678832,-0.9957755474452553,2018,28200,BANKNIFTY1871928200CE,2.45,1.35,-1.1,-351.2773722627737,-10309.032846715327,-1.0309032846715327,BANKNIFTY,7,20.46126171562615,26.78821646063086,-6.326954745004709
400,2018-07-13,11075.4,10926.55,148.85000000000036,10963.5,40%,11023.04,10903.96,high,10900,2018-07-26,6,NIFTY18JUL10900PE,PE,2018-07-20 12:20:00,35.15,2018-07-26 15:30:00,0.05,Friday Closing,35.1,0.352,34.748000000000005,1376.1467889908256,48302.75229357798,47818.34862385321,4.830275229357798,4.781834862385321,2018,10700,NIFTY18JUL10700PE,14.1,0.05,-14.05,-19334.8623853211,28483.486238532114,2.8483486238532114,NIFTY,7,23.309610339479363,26.78821646063086,-3.478606121151497
70,2018-07-13,27187.0,26648.1,538.9000000000015,26764.4,50%,27033.85,26494.95,high,26500,2018-07-26,3,BANKNIFTY18JUL26500PE,PE,2018-07-23 15:11:00,21.3,2018-07-26 15:30:00,0.05,Friday Closing,21.25,0.2135,21.0365,330.188679245283,7016.509433962265,6946.014150943396,0.7016509433962265,0.6946014150943396,2018,25700,BANKNIFTY18JUL25700PE,7.4,0.05,-7.35,-2426.88679245283,4519.127358490567,0.45191273584905667,BANKNIFTY,7,23.76152307532842,26.78821646063086,-3.0266933853024405
401,2018-07-20,11184.65,10946.55,238.1000000000004,11232.75,40%,11327.99,11137.51,high,11150,2018-08-02,3,NIFTY1880211150PE,PE,2018-07-30 15:05:00,,2018-08-02 15:30:00,,Friday Closing,,,,1345.2914798206277,,,,,2018,10950,NIFTY1880210950PE,0.0,0.0,0.0,0.0,,,NIFTY,7,,,
71,2018-07-20,27446.65,26701.3,745.3500000000022,27497.8,50%,27870.475,27125.125,high,27100,2018-08-02,3,BANKNIFTY1880227100PE,PE,2018-07-30 15:16:00,15.95,2018-08-02 15:30:00,0.05,Friday Closing,15.9,0.16,15.739999999999998,322.8782287822878,5133.763837638377,5082.10332103321,0.5133763837638377,0.508210332103321,2018,26300,BANKNIFTY1880226300PE,5.0,0.05,-4.95,-1598.2472324723246,3483.856088560885,0.3483856088560885,BANKNIFTY,7,24.109908684184507,26.78821646063086,-2.6783077764463528
402,2018-07-27,11390.25,11211.1,179.14999999999964,11297.8,40%,11369.46,11226.14,high,11250,2018-08-09,3,NIFTY1880911250PE,PE,2018-08-06 09:15:00,,2018-08-09 15:30:00,,Friday Closing,,,,1333.3333333333335,,,,,2018,11000,NIFTY1880911000PE,0.0,0.0,0.0,0.0,,,NIFTY,8,,,
72,2018-07-27,27870.55,27330.45,540.0999999999985,27471.95,50%,27742.0,27201.9,high,27200,2018-08-09,3,BANKNIFTY1880927200PE,PE,2018-08-06 09:15:00,9.25,2018-08-09 15:30:00,0.1,Friday Closing,9.15,0.0935,9.0565,321.6911764705883,2943.474264705883,2913.396139705883,0.2943474264705883,0.29133961397058833,2018,26400,BANKNIFTY1880926400PE,2.25,0.05,-2.2,-707.7205882352943,2205.6755514705887,0.2205675551470589,BANKNIFTY,8,24.330476239331567,26.78821646063086,-2.457740221299293
403,2018-08-03,11495.1,11296.35,198.75,11474.95,40%,11554.45,11395.45,low,11550,2018-08-16,3,NIFTY1881611550CE,CE,2018-08-13 09:15:00,,2018-08-16 15:30:00,,Expiry Closing,,,,1298.7012987012988,,,,,2018,11800,NIFTY1881611800CE,0.0,0.0,0.0,0.0,,,NIFTY,8,,,
73,2018-08-03,28354.85,27456.0,898.8499999999985,28348.95,50%,28798.375,27899.525,low,28800,2018-08-16,3,BANKNIFTY1881628800CE,CE,2018-08-13 09:15:00,3.9,2018-08-16 15:30:00,0.05,Expiry Closing,3.85,0.0395,3.8105,303.81944444444446,1169.704861111111,1157.7039930555557,0.1169704861111111,0.11577039930555556,2018,29700,BANKNIFTY1881629700CE,0.65,0.05,-0.6,-182.29166666666666,975.412326388889,0.0975412326388889,BANKNIFTY,8,24.428017471970456,26.78821646063086,-2.360198988660404
404,2018-08-10,11477.7,11340.75,136.95000000000073,11437.15,40%,11491.93,11382.37,high,11400,2018-08-23,3,NIFTY1882311400PE,PE,2018-08-20 09:15:00,,2018-08-23 15:30:00,,Friday Closing,,,,1315.7894736842106,,,,,2018,11150,NIFTY1882311150PE,0.0,0.0,0.0,0.0,,,NIFTY,8,,,
74,2018-08-10,28373.9,27743.1,630.8000000000029,27991.75,50%,28307.15,27676.35,high,27700,2018-08-23,3,BANKNIFTY1882327700PE,PE,2018-08-20 09:43:00,11.15,2018-08-23 15:30:00,0.05,Friday Closing,11.1,0.112,10.988,315.8844765342961,3506.3176895306865,3470.9386281588454,0.35063176895306863,0.3470938628158845,2018,26900,BANKNIFTY1882326900PE,3.85,0.05,-3.8,-1200.361010830325,2270.5776173285203,0.22705776173285203,BANKNIFTY,8,24.655075233703307,26.78821646063086,-2.1331412269275525
405,2018-08-17,11620.7,11432.9,187.8000000000011,11566.6,40%,11641.72,11491.48,high,11500,2018-08-30,3,NIFTY18AUG11500PE,PE,2018-08-27 09:19:00,10.2,2018-08-30 15:30:00,0.05,Friday Closing,10.15,0.1025,10.0475,1304.3478260869565,13239.130434782608,13105.434782608694,1.3239130434782607,1.3105434782608694,2018,11250,NIFTY18AUG11250PE,2.35,0.05,-2.3000000000000003,-3000.0000000000005,10105.434782608694,1.0105434782608693,NIFTY,8,25.66561871196418,26.78821646063086,-1.1225977486666814
75,2018-08-17,28321.95,27966.3,355.65000000000146,27954.25,50%,28132.075,27776.425,high,27800,2018-08-30,3,BANKNIFTY18AUG27800PE,PE,2018-08-27 09:20:00,26.4,2018-08-30 14:48:00,0.75,SL Hit,25.65,0.2715,25.3785,314.74820143884887,8073.291366906473,7987.837230215826,0.8073291366906473,0.7987837230215826,2018,27000,BANKNIFTY18AUG27000PE,5.25,0.1,-5.15,-1620.9532374100718,6366.883992805754,0.6366883992805754,BANKNIFTY,8,26.302307111244755,26.78821646063086,-0.4859093493861053
406,2018-08-24,11760.15,11532.3,227.8500000000004,11675.85,40%,11766.99,11584.71,low,11750,2018-09-06,3,NIFTY1890611750CE,CE,2018-09-03 15:12:00,,2018-09-06 15:30:00,,Expiry Closing,,,,1276.595744680851,,,,,2018,12000,NIFTY1890612000CE,0.0,0.0,0.0,0.0,,,NIFTY,9,,,
76,2018-08-24,28386.7,27786.8,599.9000000000015,27998.0,50%,28297.95,27698.05,low,28300,2018-09-06,2,BANKNIFTY1890628300CE,CE,2018-09-04 09:30:00,9.4,2018-09-06 15:30:00,0.05,Expiry Closing,9.35,0.0945,9.2555,309.1872791519434,2890.9010600706706,2861.682862190812,0.2890901060070671,0.2861682862190812,2018,29100,BANKNIFTY1890629100CE,1.55,0.05,-1.5,-463.78091872791515,2397.901943462897,0.23979019434628973,BANKNIFTY,9,26.542097305591046,26.78821646063086,-0.24611915503981407
407,2018-08-31,11751.8,11393.9,357.89999999999964,11558.25,40%,11701.41,11415.09,low,11700,2018-09-12,1,NIFTY1891211700CE,CE,2018-09-11 11:34:00,,2018-09-12 15:30:00,,Expiry Closing,,,,1282.0512820512822,,,,,2018,11950,NIFTY1891211950CE,0.0,0.0,0.0,0.0,,,NIFTY,9,,,
77,2018-08-31,28199.45,27136.9,1062.5499999999993,27439.25,50%,27970.525,26907.975,low,28000,2018-09-12,1,BANKNIFTY1891228000CE,CE,2018-09-11 14:37:00,1.35,2018-09-12 15:30:00,0.05,Expiry Closing,1.3,0.014,1.286,312.5,406.25,401.875,0.040625,0.0401875,2018,28800,BANKNIFTY1891228800CE,0.95,0.05,-0.8999999999999999,-281.25,120.625,0.0120625,BANKNIFTY,9,26.554159805591045,26.78821646063086,-0.2340566550398151
78,2018-09-07,27508.25,26557.5,950.75,27059.85,50%,27535.225,26584.475,low,27500,2018-09-19,1,BANKNIFTY1891927500CE,CE,2018-09-18 14:33:00,1.75,2018-09-19 15:30:00,0.1,Expiry Closing,1.65,0.0185,1.6315,318.1818181818182,525.0,519.1136363636364,0.0525,0.05191136363636364,2018,28300,BANKNIFTY1891928300CE,1.0,0.05,-0.95,-302.27272727272725,216.84090909090912,0.021684090909090913,BANKNIFTY,9,26.575843896500135,26.78821646063086,-0.21237256413072458
408,2018-09-07,11602.75,11250.6,352.14999999999964,11443.5,40%,11584.36,11302.64,low,11600,2018-09-19,1,NIFTY1891911600CE,CE,2018-09-18 14:53:00,,2018-09-19 15:30:00,,Expiry Closing,,,,1293.103448275862,,,,,2018,11850,NIFTY1891911850CE,0.0,0.0,0.0,0.0,,,NIFTY,9,,,
409,2018-09-14,11523.0,11211.1,311.89999999999964,11271.3,40%,11396.06,11146.54,low,11400,2018-09-27,6,NIFTY18SEP11400CE,CE,2018-09-21 12:57:00,16.3,2018-09-27 15:30:00,0.05,Expiry Closing,16.25,0.1635,16.0865,1315.7894736842106,21381.578947368424,21166.447368421057,2.138157894736842,2.1166447368421055,2018,11650,NIFTY18SEP11650CE,2.8,0.05,-2.75,-3618.421052631579,17548.026315789477,1.7548026315789476,NIFTY,9,28.330646528079082,28.330646528079082,0.0
79,2018-09-14,27205.55,26236.7,968.8499999999984,26331.05,50%,26815.475,25846.625,low,26800,2018-09-27,6,BANKNIFTY18SEP26800CE,CE,2018-09-21 13:03:00,13.5,2018-09-27 15:30:00,0.05,Expiry Closing,13.45,0.1355,13.3145,326.4925373134329,4391.324626865672,4347.084888059702,0.4391324626865672,0.43470848880597024,2018,27600,BANKNIFTY18SEP27600CE,4.15,0.05,-4.1000000000000005,-1338.6194029850749,3008.4654850746274,0.30084654850746273,BANKNIFTY,9,28.631493076586544,28.631493076586544,0.0
410,2018-09-21,11346.35,10869.25,477.1000000000004,11008.1,40%,11198.94,10817.26,low,11200,2018-10-04,0,NIFTY18100411200CE,CE,2018-10-04 09:15:00,,2018-10-04 15:30:00,,Expiry Closing,,,,1339.2857142857142,,,,,2018,11400,NIFTY18100411400CE,0.0,0.0,0.0,0.0,,,NIFTY,10,,,
411,2018-09-28,11035.45,10551.85,483.6000000000004,10514.1,40%,10707.54,10320.66,low,10700,2018-10-11,6,NIFTY18101110700CE,CE,2018-10-05 15:13:00,,2018-10-11 15:30:00,,Expiry Closing,,,,1401.8691588785045,,,,,2018,10900,NIFTY18101110900CE,0.0,0.0,0.0,0.0,,,NIFTY,10,,,
81,2018-09-28,25464.0,24503.25,960.75,24741.65,50%,25222.025,24261.275,low,25200,2018-10-11,6,BANKNIFTY18101125200CE,CE,2018-10-05 15:21:00,48.3,2018-10-11 15:30:00,0.05,Expiry Closing,48.25,0.4834999999999999,47.7665,347.22222222222223,16753.472222222223,16585.590277777777,1.6753472222222223,1.6585590277777778,2018,26000,BANKNIFTY18101126000CE,5.55,0.05,-5.5,-1909.7222222222222,14675.868055555555,1.4675868055555554,BANKNIFTY,10,30.0990798821421,30.0990798821421,0.0
80,2018-09-28,25464.0,24503.25,960.75,24741.65,50%,25222.025,24261.275,high,24300,2018-10-11,1,BANKNIFTY18101124300PE,PE,2018-10-10 13:19:00,10.1,2018-10-11 15:30:00,0.05,Friday Closing,10.05,0.1015,9.9485,360.08230452674894,3618.8271604938273,3582.2788065843615,0.3618827160493827,0.35822788065843614,2018,23600,BANKNIFTY18101123600PE,2.8,0.05,-2.75,-990.2263374485595,2592.052469135802,0.2592052469135802,BANKNIFTY,10,30.35828512905568,30.35828512905568,0.0
412,2018-10-05,10540.1,10139.0,401.1000000000004,10331.55,40%,10491.99,10171.11,high,10150,2018-10-17,5,NIFTY18101710150PE,PE,2018-10-12 14:16:00,,2018-10-17 15:30:00,,Friday Closing,,,,1477.8325123152708,,,,,2018,9950,NIFTY1810179950PE,0.0,0.0,0.0,0.0,,,NIFTY,10,,,
82,2018-10-05,25371.0,24244.85,1126.1500000000017,25001.95,50%,25565.025,24438.875,high,24400,2018-10-17,1,BANKNIFTY18101724400PE,PE,2018-10-16 09:27:00,6.45,2018-10-17 15:30:00,0.05,Friday Closing,6.4,0.065,6.335,358.60655737704917,2295.0819672131147,2271.7725409836066,0.22950819672131148,0.22717725409836065,2018,23700,BANKNIFTY18101723700PE,1.85,0.05,-1.8,-645.4918032786885,1626.280737704918,0.16262807377049182,BANKNIFTY,10,30.520913202826172,30.520913202826172,0.0
83,2018-10-12,25903.15,25001.95,901.2000000000008,24966.5,50%,25417.1,24515.9,high,24500,2018-10-25,3,BANKNIFTY18OCT24500PE,PE,2018-10-22 09:15:00,38.1,2018-10-23 09:15:00,93.0,SL Hit,-54.9,1.311,-56.211,357.14285714285717,-19607.14285714286,-20075.357142857145,-1.9607142857142859,-2.0075357142857144,2018,23800,BANKNIFTY18OCT23800PE,9.75,15.85,6.1,2178.5714285714284,-17896.785714285717,-1.789678571428572,BANKNIFTY,10,28.7312346313976,30.520913202826172,-1.7896785714285706
413,2018-10-12,10709.5,10329.5,380.0,10339.7,40%,10491.7,10187.7,low,10500,2018-10-25,2,NIFTY18OCT10500CE,CE,2018-10-23 09:15:00,3.35,2018-10-25 15:30:00,0.05,Expiry Closing,3.3000000000000003,0.034,3.2660000000000005,1428.5714285714287,4714.285714285715,4665.714285714286,0.4714285714285715,0.46657142857142864,2018,10700,NIFTY18OCT10700CE,1.45,0.05,-1.4,-2000.0,2665.7142857142862,0.2665714285714286,NIFTY,10,28.99780605996903,30.520913202826172,-1.5231071428571425
85,2018-10-19,25491.45,24699.85,791.6000000000022,24771.85,50%,25167.65,24376.05,low,25200,2018-11-01,6,BANKNIFTY18110125200CE,CE,2018-10-26 15:23:00,38.65,2018-11-01 15:30:00,91.15,Expiry Closing,-52.50000000000001,1.298,-53.79800000000001,347.22222222222223,-18229.166666666668,-18679.861111111113,-1.8229166666666667,-1.8679861111111113,2018,26000,BANKNIFTY18110126000CE,3.5,0.05,-3.45,-1197.9166666666667,-19877.77777777778,-1.987777777777778,BANKNIFTY,10,27.01002828219125,30.520913202826172,-3.510884920634922
414,2018-10-19,10405.85,10079.35,326.5,10122.35,40%,10252.95,9991.75,high,10000,2018-11-01,3,NIFTY18110110000PE,PE,2018-10-29 15:13:00,,2018-11-01 15:30:00,,Friday Closing,,,,1500.0,,,,,2018,9800,NIFTY1811019800PE,0.0,0.0,0.0,0.0,,,NIFTY,10,,,
84,2018-10-19,25491.45,24699.85,791.6000000000022,24771.85,50%,25167.65,24376.05,high,24400,2018-11-01,1,BANKNIFTY18110124400PE,PE,2018-10-31 15:02:00,11.1,2018-11-01 15:30:00,0.05,Friday Closing,11.05,0.1115,10.9385,358.60655737704917,3962.6024590163934,3922.617827868852,0.39626024590163933,0.3922617827868852,2018,23700,BANKNIFTY18110123700PE,2.4,0.05,-2.35,-842.7254098360656,3079.8924180327867,0.3079892418032787,BANKNIFTY,10,27.318017523994527,30.520913202826172,-3.202895678831645
415,2018-11-02,10614.45,10460.75,153.70000000000073,10614.7,40%,10676.18,10553.22,low,10700,2018-11-15,6,NIFTY18111510700CE,CE,2018-11-09 09:15:00,,2018-11-09 10:44:00,,SL Hit,,,,1401.8691588785045,,,,,2018,10900,NIFTY18111510900CE,0.0,0.0,0.0,0.0,,,NIFTY,11,,,
87,2018-11-02,25857.6,25500.45,357.1499999999978,25742.55,50%,25921.125,25563.975,low,25900,2018-11-15,3,BANKNIFTY18111525900CE,CE,2018-11-12 14:55:00,58.35,2018-11-14 09:15:00,133.7,SL Hit,-75.35,1.9205,-77.2705,337.8378378378378,-25456.081081081076,-26104.898648648646,-2.5456081081081074,-2.610489864864865,2018,26700,BANKNIFTY18111526700CE,2.0,1.9,-0.1,-33.78378378378378,-26138.68243243243,-2.613868243243243,BANKNIFTY,11,24.704149280751285,30.520913202826172,-5.8167639220748875
86,2018-11-02,25857.6,25500.45,357.1499999999978,25742.55,50%,25921.125,25563.975,high,25600,2018-11-15,1,BANKNIFTY18111525600PE,PE,2018-11-14 09:15:00,35.9,2018-11-15 15:30:00,0.05,Friday Closing,35.85,0.3595,35.490500000000004,341.796875,12253.41796875,12130.541992187502,1.225341796875,1.2130541992187502,2018,24800,BANKNIFTY18111524800PE,2.7,0.05,-2.6500000000000004,-905.7617187500001,11224.780273437502,1.1224780273437502,BANKNIFTY,11,25.826627308095034,30.520913202826172,-4.694285894731138
416,2018-11-09,10651.2,10441.9,209.3000000000011,10644.0,40%,10727.72,10560.28,high,10550,2018-11-22,3,NIFTY18112210550PE,PE,2018-11-19 09:15:00,,2018-11-22 15:30:00,,Friday Closing,,,,1421.8009478672986,,,,,2018,10350,NIFTY18112210350PE,0.0,0.0,0.0,0.0,,,NIFTY,11,,,
417,2018-11-09,10651.2,10441.9,209.3000000000011,10644.0,40%,10727.72,10560.28,low,10750,2018-11-22,0,NIFTY18112210750CE,CE,2018-11-22 13:41:00,,2018-11-22 15:30:00,,Expiry Closing,,,,1395.3488372093022,,,,,2018,10950,NIFTY18112210950CE,0.0,0.0,0.0,0.0,,,NIFTY,11,,,
88,2018-11-16,26378.05,25951.35,426.7000000000007,26096.0,50%,26309.35,25882.65,high,25900,2018-11-29,3,BANKNIFTY18NOV25900PE,PE,2018-11-26 14:10:00,49.75,2018-11-29 15:30:00,0.1,Friday Closing,49.65,0.4985,49.1515,337.8378378378378,16773.648648648646,16605.236486486483,1.6773648648648647,1.6605236486486483,2018,25100,BANKNIFTY18NOV25100PE,5.6,0.1,-5.5,-1858.108108108108,14747.128378378375,1.4747128378378374,BANKNIFTY,11,27.301340145932873,30.520913202826172,-3.2195730568932994
418,2018-11-16,10774.25,10513.15,261.1000000000004,10568.3,40%,10672.74,10463.86,high,10450,2018-11-29,2,NIFTY18NOV10450PE,PE,2018-11-27 13:45:00,7.45,2018-11-29 15:30:00,0.05,Friday Closing,7.4,0.075,7.325,1435.4066985645934,10622.009569377991,10514.354066985647,1.0622009569377993,1.0514354066985647,2018,10250,NIFTY18NOV10250PE,2.25,0.05,-2.2,-3157.894736842106,7356.459330143541,0.7356459330143541,NIFTY,11,28.036986078947226,30.520913202826172,-2.4839271238789458
89,2018-11-23,27003.05,26026.05,977.0,27009.3,50%,27497.8,26520.8,low,27500,2018-12-06,1,BANKNIFTY18120627500CE,CE,2018-12-05 09:30:00,1.9,2018-12-06 15:30:00,0.05,Expiry Closing,1.85,0.0195,1.8305,318.1818181818182,588.6363636363636,582.4318181818182,0.05886363636363636,0.058243181818181826,2018,28300,BANKNIFTY18120628300CE,0.75,0.05,-0.7,-222.72727272727272,359.7045454545455,0.03597045454545455,BANKNIFTY,12,28.072956533492682,30.520913202826172,-2.4479566693334895
419,2018-11-23,10880.45,10490.45,390.0,10892.1,40%,11048.1,10736.1,low,11050,2018-12-06,0,NIFTY18120611050CE,CE,2018-12-06 09:15:00,,2018-12-06 15:30:00,,Expiry Closing,,,,1357.4660633484164,,,,,2018,11250,NIFTY18120611250CE,0.0,0.0,0.0,0.0,,,NIFTY,12,,,
421,2018-11-30,10941.05,10588.3,352.75,10644.8,40%,10785.9,10503.7,low,10800,2018-12-13,3,NIFTY18121310800CE,CE,2018-12-10 09:45:00,,2018-12-13 15:30:00,,Expiry Closing,,,,1388.888888888889,,,,,2018,11000,NIFTY18121311000CE,0.0,0.0,0.0,0.0,,,NIFTY,12,,,
91,2018-11-30,27032.9,26150.6,882.3000000000029,26307.4,50%,26748.550000000003,25866.25,low,26700,2018-12-13,2,BANKNIFTY18121326700CE,CE,2018-12-11 09:15:00,48.55,2018-12-13 15:30:00,117.5,Expiry Closing,-68.95,1.6605,-70.6105,327.71535580524346,-22595.973782771536,-23140.145131086145,-2.259597378277154,-2.3140145131086145,2018,27500,BANKNIFTY18121327500CE,4.6,0.05,-4.55,-1491.1048689138577,-24631.250000000004,-2.4631250000000007,BANKNIFTY,12,25.60983153349268,30.520913202826172,-4.911081669333491
420,2018-11-30,10941.05,10588.3,352.75,10644.8,40%,10785.9,10503.7,high,10500,2018-12-13,0,NIFTY18121310500PE,PE,2018-12-13 09:15:00,,2018-12-13 15:30:00,,Friday Closing,,,,1428.5714285714287,,,,,2018,10300,NIFTY18121310300PE,0.0,0.0,0.0,0.0,,,NIFTY,12,,,
90,2018-11-30,27032.9,26150.6,882.3000000000029,26307.4,50%,26748.550000000003,25866.25,high,25900,2018-12-13,0,BANKNIFTY18121325900PE,PE,2018-12-13 09:15:00,0.3,2018-12-13 15:30:00,0.05,Friday Closing,0.25,0.0034999999999999,0.2465,337.8378378378378,84.45945945945945,83.27702702702702,0.008445945945945945,0.008327702702702701,2018,25100,BANKNIFTY18121325100PE,0.15,0.05,-0.0999999999999999,-33.78378378378375,49.49324324324327,0.004949324324324327,BANKNIFTY,12,25.614780857817006,30.520913202826172,-4.906132345009166
422,2018-12-14,10984.75,10753.05,231.70000000000076,10944.25,40%,11036.93,10851.57,low,11050,2018-12-27,6,NIFTY18DEC11050CE,CE,2018-12-21 10:20:00,21.8,2018-12-27 15:30:00,0.05,Expiry Closing,21.75,0.2185,21.5315,1357.4660633484164,29524.886877828056,29228.280542986427,2.9524886877828056,2.9228280542986425,2018,11250,NIFTY18DEC11250CE,3.2,0.05,-3.1500000000000004,-4276.018099547512,24952.262443438914,2.495226244343891,NIFTY,12,28.110007102160896,30.520913202826172,-2.410906100665276
92,2018-12-14,27363.45,26734.8,628.6500000000015,27261.25,50%,27575.575,26946.925,low,27600,2018-12-27,6,BANKNIFTY18DEC27600CE,CE,2018-12-21 13:59:00,35.0,2018-12-27 15:30:00,0.05,Expiry Closing,34.95,0.3505,34.599500000000006,317.0289855072464,11080.163043478262,10969.044384057974,1.1080163043478262,1.0969044384057973,2018,28400,BANKNIFTY18DEC28400CE,3.05,0.05,-3.0,-951.0869565217391,10017.957427536234,1.0017957427536235,BANKNIFTY,12,29.11180284491452,30.520913202826172,-1.4091103579116506
93,2018-12-28,27428.85,26923.75,505.09999999999854,26999.7,50%,27252.25,26747.15,high,26700,2019-01-10,6,BANKNIFTY1911026700PE,PE,2019-01-04 12:51:00,42.7,2019-01-10 15:30:00,0.05,Friday Closing,42.650000000000006,0.4275,42.2225,327.71535580524346,13977.059925093636,13836.961610486891,1.3977059925093638,1.383696161048689,2019,25900,BANKNIFTY1911025900PE,5.0,0.05,-4.95,-1622.191011235955,12214.770599250936,1.2214770599250935,BANKNIFTY,1,30.333279904839614,30.520913202826172,-0.18763329798655803
423,2018-12-28,10923.1,10662.35,260.75,10699.7,40%,10804.0,10595.4,high,10600,2019-01-10,3,NIFTY1911010600PE,PE,2019-01-07 09:15:00,,2019-01-10 15:30:00,,Friday Closing,,,,1415.0943396226419,,,,,2019,10400,NIFTY1911010400PE,0.0,0.0,0.0,0.0,,,NIFTY,1,,,
424,2019-01-04,10870.35,10628.8,241.5500000000011,10834.75,40%,10931.37,10738.13,low,10950,2019-01-17,3,NIFTY1911710950CE,CE,2019-01-14 09:22:00,,2019-01-15 15:00:00,,SL Hit,,,,1369.86301369863,,,,,2019,11150,NIFTY1911711150CE,0.0,0.0,0.0,0.0,,,NIFTY,1,,,
94,2019-01-04,27752.95,26926.9,826.0499999999993,27602.8,50%,28015.825,27189.775,low,28000,2019-01-17,3,BANKNIFTY1911728000CE,CE,2019-01-14 11:54:00,10.65,2019-01-17 15:30:00,0.05,Expiry Closing,10.6,0.107,10.493,312.5,3312.5,3279.0625,0.33125,0.32790625,2019,28800,BANKNIFTY1911728800CE,1.25,0.05,-1.2,-375.0,2904.0625,0.29040625,BANKNIFTY,1,30.623686154839614,30.623686154839614,0.0
95,2019-01-11,27612.15,27182.25,429.9000000000015,27550.05,50%,27765.0,27335.1,low,27800,2019-01-24,1,BANKNIFTY1912427800CE,CE,2019-01-23 14:46:00,7.55,2019-01-24 15:30:00,0.05,Expiry Closing,7.5,0.076,7.424,314.74820143884887,2360.6115107913665,2336.690647482014,0.23606115107913664,0.2336690647482014,2019,28600,BANKNIFTY1912428600CE,0.55,0.05,-0.5,-157.37410071942443,2179.3165467625895,0.21793165467625894,BANKNIFTY,1,30.841617809515874,30.841617809515874,0.0
425,2019-01-11,10930.4,10692.45,237.9499999999989,10914.85,40%,11010.03,10819.67,low,11000,2019-01-24,1,NIFTY1912411000CE,CE,2019-01-23 15:15:00,,2019-01-24 15:30:00,,Expiry Closing,,,,1363.6363636363637,,,,,2019,11200,NIFTY1912411200CE,0.0,0.0,0.0,0.0,,,NIFTY,1,,,
426,2019-01-18,10987.2,10798.9,188.3000000000011,10859.75,40%,10935.07,10784.43,low,10950,2019-01-31,6,NIFTY19JAN10950CE,CE,2019-01-25 14:19:00,27.95,2019-01-31 15:30:00,0.05,Expiry Closing,27.9,0.28,27.62,1369.86301369863,38219.17808219178,37835.61643835616,3.821917808219178,3.783561643835616,2019,11150,NIFTY19JAN11150CE,3.85,0.05,-3.8,-5205.479452054794,32630.136986301368,3.263013698630137,NIFTY,1,34.104631508146014,34.104631508146014,0.0
96,2019-01-18,27622.2,27142.8,479.4000000000015,27261.45,50%,27501.15,27021.75,low,27500,2019-01-31,3,BANKNIFTY19JAN27500CE,CE,2019-01-28 09:15:00,46.45,2019-01-31 15:30:00,0.1,Expiry Closing,46.35,0.4655,45.8845,318.1818181818182,14747.727272727274,14599.613636363638,1.4747727272727273,1.4599613636363638,2019,28300,BANKNIFTY19JAN28300CE,3.95,0.1,-3.85,-1225.0,13374.613636363638,1.3374613636363637,BANKNIFTY,1,35.44209287178238,35.44209287178238,0.0
97,2019-01-25,27431.4,26443.7,987.7000000000008,27334.55,50%,27828.4,26840.7,low,27800,2019-02-07,3,BANKNIFTY1920727800CE,CE,2019-02-04 09:45:00,9.75,2019-02-07 09:15:00,4.7,SL Hit,5.05,0.1445,4.9055,314.74820143884887,1589.4784172661866,1543.9973021582732,0.15894784172661866,0.1543997302158273,2019,28600,BANKNIFTY1920728600CE,1.95,0.7,-1.25,-393.43525179856107,1150.5620503597122,0.11505620503597122,BANKNIFTY,2,35.55714907681835,35.55714907681835,0.0
