,Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year,Hedge Strike,Hedge Contract,Hedge Entry Price,Hedge Exit Price,Hedge Points,Hedge PnL,Total PnL,Total ROI%,Index,Trade Month,Cumulative ROI%,Running Max ROI%,Drawdown
427,2019-01-25,10931.35,10583.95,347.39999999999964,10851.35,40%,10990.31,10712.39,high,10700,2019-02-07,1,NIFTY1920710700PE,PE,2019-02-06 09:22:00,,2019-02-07 15:30:00,,Friday Closing,,,,1401.8691588785045,,,,,2019,10500,NIFTY1920710500PE,0.0,0.0,0.0,0.0,,,NIFTY,2,,,
428,2019-02-01,11117.9,10813.65,304.25,11023.5,40%,11145.2,10901.8,low,11150,2019-02-14,3,NIFTY1921411150CE,CE,2019-02-11 09:15:00,5.2,2019-02-14 15:30:00,0.1,Expiry Closing,5.1000000000000005,0.053,5.047000000000001,1345.2914798206277,6860.986547085202,6789.686098654709,0.6860986547085202,0.6789686098654709,2019,11350,NIFTY1921411350CE,1.0,0.05,-0.95,-1278.0269058295962,5511.659192825113,0.5511659192825112,NIFTY,2,36.10831499610086,36.10831499610086,0.0
98,2019-02-01,27588.5,26827.3,761.2000000000007,27302.65,50%,27683.25,26922.050000000003,low,27700,2019-02-14,1,BANKNIFTY1921427700CE,CE,2019-02-13 15:06:00,2.25,2019-02-14 15:30:00,0.05,Expiry Closing,2.2,0.023,2.177,315.8844765342961,694.9458483754514,687.6805054151625,0.06949458483754514,0.06876805054151625,2019,28500,BANKNIFTY1921428500CE,0.45,0.05,-0.4,-126.35379061371845,561.326714801444,0.056132671480144405,BANKNIFTY,2,36.164447667581,36.164447667581,0.0
429,2019-02-08,11041.15,10718.85,322.2999999999993,10780.25,40%,10909.17,10651.33,low,10900,2019-02-21,6,NIFTY1922110900CE,CE,2019-02-15 11:03:00,15.55,2019-02-21 15:30:00,0.05,Expiry Closing,15.5,0.156,15.344,1376.1467889908256,21330.275229357798,21115.596330275228,2.13302752293578,2.111559633027523,2019,11100,NIFTY1922111100CE,2.05,0.05,-2.0,-2752.293577981651,18363.302752293577,1.8363302752293575,NIFTY,2,38.00077794281036,38.00077794281036,0.0
99,2019-02-08,27482.1,26818.65,663.4499999999971,27017.2,50%,27348.925,26685.475,low,27300,2019-02-21,6,BANKNIFTY1922127300CE,CE,2019-02-15 11:14:00,41.3,2019-02-21 15:30:00,0.05,Expiry Closing,41.25,0.4135,40.8365,320.5128205128205,13221.153846153846,13088.621794871795,1.3221153846153846,1.3088621794871795,2019,28100,BANKNIFTY1922128100CE,2.65,0.1,-2.55,-817.3076923076923,12271.314102564103,1.2271314102564101,BANKNIFTY,2,39.22790935306677,39.22790935306677,0.0
430,2019-02-15,10808.8,10585.9,222.89999999999964,10782.7,40%,10871.86,10693.54,high,10700,2019-02-28,3,NIFTY19FEB10700PE,PE,2019-02-25 15:04:00,12.95,2019-02-28 15:30:00,0.05,Friday Closing,12.9,0.13,12.769999999999998,1401.8691588785045,18084.11214953271,17901.8691588785,1.808411214953271,1.79018691588785,2019,10500,NIFTY19FEB10500PE,4.6,0.05,-4.55,-6378.504672897196,11523.364485981305,1.1523364485981304,NIFTY,2,40.3802458016649,40.3802458016649,0.0
100,2019-02-22,27196.85,26719.65,477.1999999999971,26941.0,50%,27179.6,26702.4,high,26700,2019-03-07,2,BANKNIFTY1930726700PE,PE,2019-03-05 11:53:00,31.15,2019-03-07 15:30:00,0.05,Friday Closing,31.1,0.312,30.788,327.71535580524346,10191.947565543072,10089.700374531836,1.0191947565543071,1.0089700374531836,2019,25900,BANKNIFTY1930725900PE,5.05,0.1,-4.95,-1622.191011235955,8467.509363295881,0.8467509363295882,BANKNIFTY,3,41.22699673799448,41.22699673799448,0.0
431,2019-02-22,10939.55,10729.45,210.09999999999852,10842.65,40%,10926.69,10758.61,high,10750,2019-03-07,2,NIFTY1930710750PE,PE,2019-03-05 13:24:00,10.35,2019-03-07 15:30:00,0.05,Friday Closing,10.3,0.104,10.196,1395.3488372093022,14372.093023255815,14226.976744186046,1.4372093023255814,1.4226976744186044,2019,10550,NIFTY1930710550PE,3.0,0.05,-2.95,-4116.279069767442,10110.697674418603,1.0110697674418603,NIFTY,3,42.23806650543634,42.23806650543634,0.0
432,2019-03-01,11088.75,10818.7,270.0499999999993,11038.85,40%,11146.87,10930.83,high,10950,2019-03-14,3,NIFTY1931410950PE,PE,2019-03-11 11:31:00,8.6,2019-03-14 15:30:00,0.05,Friday Closing,8.549999999999999,0.0865,8.4635,1369.86301369863,11712.328767123287,11593.835616438355,1.1712328767123288,1.1593835616438355,2019,10750,NIFTY1931410750PE,2.45,0.1,-2.35,-3219.178082191781,8374.657534246573,0.8374657534246572,NIFTY,3,43.075532258861,43.075532258861,0.0
101,2019-03-01,27813.55,26941.0,872.5499999999993,27686.15,50%,28122.425000000003,27249.875,high,27200,2019-03-14,2,BANKNIFTY1931427200PE,PE,2019-03-12 09:15:00,5.95,2019-03-14 15:30:00,0.05,Friday Closing,5.9,0.06,5.840000000000001,321.6911764705883,1897.977941176471,1878.6764705882358,0.1897977941176471,0.18786764705882358,2019,26400,BANKNIFTY1931426400PE,2.85,0.05,-2.8000000000000003,-900.7352941176473,977.9411764705885,0.09779411764705885,BANKNIFTY,3,43.173326376508065,43.173326376508065,0.0
102,2019-03-08,29069.25,27648.3,1420.9500000000007,29007.0,50%,29717.475,28296.525,high,28300,2019-03-20,2,BANKNIFTY1932028300PE,PE,2019-03-18 09:15:00,7.15,2019-03-20 15:30:00,0.05,Friday Closing,7.1000000000000005,0.072,7.0280000000000005,309.1872791519434,2195.2296819787985,2172.9681978798585,0.21952296819787984,0.21729681978798585,2019,27500,BANKNIFTY1932027500PE,4.95,0.1,-4.8500000000000005,-1499.5583038869256,673.4098939929329,0.0673409893992933,BANKNIFTY,3,43.240667365907356,43.240667365907356,0.0
433,2019-03-08,11383.4,11009.2,374.1999999999989,11376.85,40%,11526.53,11227.17,high,11250,2019-03-20,2,NIFTY1932011250PE,PE,2019-03-18 09:32:00,7.45,2019-03-20 15:30:00,0.1,Friday Closing,7.35,0.0755,7.274500000000001,1333.3333333333335,9800.0,9699.333333333336,0.98,0.9699333333333336,2019,11000,NIFTY1932011000PE,2.6,0.1,-2.5,-3333.333333333334,6366.000000000002,0.6366000000000003,NIFTY,3,43.87726736590736,43.87726736590736,0.0
434,2019-03-15,11552.5,11372.2,180.29999999999927,11545.2,40%,11617.32,11473.080000000002,low,11600,2019-03-28,6,NIFTY19MAR11600CE,CE,2019-03-22 14:10:00,25.95,2019-03-28 13:51:00,3.55,SL Hit,22.4,0.295,22.105,1293.103448275862,28965.517241379308,28584.05172413793,2.8965517241379306,2.858405172413793,2019,11850,NIFTY19MAR11850CE,2.0,0.05,-1.95,-2521.551724137931,26062.5,2.60625,NIFTY,3,46.48351736590736,46.48351736590736,0.0
104,2019-03-15,29883.7,29002.35,881.3500000000022,29920.75,50%,30361.425000000003,29480.075,low,30400,2019-03-28,3,BANKNIFTY19MAR30400CE,CE,2019-03-25 09:15:00,10.7,2019-03-26 15:14:00,50.5,SL Hit,-39.8,0.612,-40.412,287.82894736842104,-11455.592105263157,-11631.743421052632,-1.1455592105263157,-1.1631743421052632,2019,31300,BANKNIFTY19MAR31300CE,3.1,2.95,-0.1499999999999999,-43.17434210526313,-11674.917763157895,-1.1674917763157895,BANKNIFTY,3,45.31602558959157,46.48351736590736,-1.1674917763157922
103,2019-03-15,29883.7,29002.35,881.3500000000022,29920.75,50%,30361.425000000003,29480.075,high,29500,2019-03-28,0,BANKNIFTY19MAR29500PE,PE,2019-03-28 13:48:00,0.35,2019-03-28 15:30:00,0.15,Friday Closing,0.1999999999999999,0.005,0.1949999999999999,296.6101694915254,59.32203389830506,57.838983050847425,0.005932203389830506,0.005783898305084743,2019,28600,BANKNIFTY19MAR28600PE,0.25,0.15,-0.1,-29.661016949152543,28.17796610169488,0.0028177966101694883,BANKNIFTY,3,45.318843386201735,46.48351736590736,-1.1646739797056256
435,2019-03-22,11587.5,11311.95,275.5499999999993,11625.45,40%,11735.67,11515.23,high,11500,2019-04-04,3,NIFTY1940411500PE,PE,2019-04-01 14:34:00,8.75,2019-04-04 15:30:00,0.05,Friday Closing,8.7,0.088,8.612,1304.3478260869565,11347.82608695652,11233.04347826087,1.134782608695652,1.123304347826087,2019,11250,NIFTY1940411250PE,2.4,0.05,-2.35,-3065.217391304348,8167.826086956522,0.8167826086956522,NIFTY,4,46.13562599489739,46.48351736590736,-0.3478913710099718
436,2019-03-29,11760.85,11559.65,201.20000000000076,11638.4,40%,11718.88,11557.92,low,11700,2019-04-11,3,NIFTY1941111700CE,CE,2019-04-08 14:26:00,19.0,2019-04-11 15:30:00,0.05,Expiry Closing,18.95,0.1905,18.7595,1282.0512820512822,24294.871794871797,24050.641025641027,2.4294871794871793,2.4050641025641024,2019,11950,NIFTY1941111950CE,1.45,0.1,-1.35,-1730.7692307692312,22319.871794871797,2.2319871794871795,NIFTY,4,48.367613174384566,48.367613174384566,0.0
105,2019-04-05,30231.9,29641.4,590.5,29780.55,50%,30075.8,29485.3,high,29500,2019-04-18,3,BANKNIFTY1941829500PE,PE,2019-04-15 09:48:00,28.45,2019-04-18 15:30:00,0.05,Friday Closing,28.4,0.285,28.115,296.6101694915254,8423.72881355932,8339.194915254237,0.8423728813559321,0.8339194915254237,2019,28600,BANKNIFTY1941828600PE,4.2,0.05,-4.15,-1230.9322033898306,7108.262711864406,0.7108262711864406,BANKNIFTY,4,49.07843944557101,49.07843944557101,0.0
437,2019-04-05,11710.05,11549.8,160.25,11612.85,40%,11676.95,11548.75,high,11550,2019-04-18,3,NIFTY1941811550PE,PE,2019-04-15 10:24:00,12.95,2019-04-18 15:30:00,0.05,Friday Closing,12.9,0.13,12.769999999999998,1298.7012987012988,16753.246753246756,16584.415584415583,1.6753246753246755,1.6584415584415584,2019,11300,NIFTY1941811300PE,2.3,0.05,-2.25,-2922.0779220779223,13662.33766233766,1.366233766233766,NIFTY,4,50.444673211804776,50.444673211804776,0.0
106,2019-04-12,30656.5,29711.55,944.9500000000008,30282.5,50%,30754.975,29810.025,low,30800,2019-04-25,3,BANKNIFTY19APR30800CE,CE,2019-04-22 14:23:00,14.25,2019-04-25 15:30:00,0.1,Expiry Closing,14.15,0.1435,14.0065,284.0909090909091,4019.886363636364,3979.119318181819,0.4019886363636364,0.3979119318181819,2019,31700,BANKNIFTY19APR31700CE,2.9,0.05,-2.85,-809.659090909091,3169.460227272728,0.31694602272727285,BANKNIFTY,4,50.76161923453205,50.76161923453205,0.0
438,2019-04-12,11856.15,11579.75,276.39999999999964,11727.05,40%,11837.61,11616.49,low,11850,2019-04-25,3,NIFTY19APR11850CE,CE,2019-04-22 14:41:00,5.65,2019-04-25 15:30:00,0.1,Expiry Closing,5.550000000000001,0.0575,5.492500000000001,1265.8227848101267,7025.316455696204,6952.531645569621,0.7025316455696204,0.6952531645569621,2019,12100,NIFTY19APR12100CE,1.2,0.05,-1.15,-1455.6962025316457,5496.835443037975,0.5496835443037975,NIFTY,4,51.311302778835845,51.311302778835845,0.0
439,2019-04-19,11796.6,11564.9,231.70000000000076,11683.75,40%,11776.43,11591.07,high,11600,2019-05-02,0,NIFTY1950211600PE,PE,2019-05-02 10:13:00,0.45,2019-05-02 15:30:00,0.05,Friday Closing,0.4,0.005,0.395,1293.103448275862,517.2413793103449,510.7758620689655,0.05172413793103449,0.05107758620689655,2019,11350,NIFTY1950211350PE,0.1,0.05,-0.05,-64.65517241379311,446.12068965517244,0.04461206896551725,NIFTY,5,51.355914847801365,51.355914847801365,0.0
107,2019-04-26,30047.3,29550.85,496.4500000000007,29811.65,50%,30059.875,29563.425000000003,high,29600,2019-05-09,6,BANKNIFTY1950929600PE,PE,2019-05-03 13:54:00,69.75,2019-05-06 09:15:00,185.05,SL Hit,-115.3,2.548,-117.848,295.6081081081081,-34083.61486486487,-34836.82432432433,-3.408361486486487,-3.4836824324324325,2019,28700,BANKNIFTY1950928700PE,5.25,20.65,15.4,4552.364864864865,-30284.45945945946,-3.028445945945946,BANKNIFTY,5,48.32746890185542,51.355914847801365,-3.028445945945947
108,2019-04-26,30047.3,29550.85,496.4500000000007,29811.65,50%,30059.875,29563.425000000003,low,30100,2019-05-09,3,BANKNIFTY1950930100CE,CE,2019-05-06 09:15:00,57.0,2019-05-09 15:30:00,0.05,Expiry Closing,56.95,0.5705,56.3795,290.6976744186046,16555.232558139534,16389.389534883718,1.6555232558139534,1.6389389534883718,2019,31000,BANKNIFTY1950931000CE,3.4,0.05,-3.35,-973.8372093023255,15415.552325581391,1.5415552325581392,BANKNIFTY,5,49.86902413441356,51.355914847801365,-1.4868907133878082
440,2019-04-26,11789.1,11656.0,133.10000000000036,11722.6,40%,11775.84,11669.36,low,11800,2019-05-09,3,NIFTY1950911800CE,CE,2019-05-06 09:15:00,10.25,2019-05-09 15:30:00,0.05,Expiry Closing,10.2,0.103,10.097,1271.186440677966,12966.101694915253,12835.169491525421,1.2966101694915253,1.283516949152542,2019,12050,NIFTY1950912050CE,0.75,0.05,-0.7,-889.8305084745762,11945.338983050846,1.1945338983050846,NIFTY,5,51.06355803271864,51.355914847801365,-0.2923568150827265
109,2019-05-10,29202.4,28526.1,676.3000000000029,28881.4,50%,29219.550000000003,28543.25,high,28500,2019-05-23,6,BANKNIFTY1952328500PE,PE,2019-05-17 13:30:00,427.85,2019-05-23 15:30:00,0.05,Friday Closing,427.8,4.279000000000001,423.521,307.01754385964915,131342.10526315792,130028.37719298247,13.134210526315792,13.002837719298247,2019,27600,BANKNIFTY1952327600PE,222.0,0.05,-221.95,-68142.54385964913,61885.83333333334,6.188583333333334,BANKNIFTY,5,57.25214136605197,57.25214136605197,0.0
441,2019-05-10,11345.45,11108.45,237.0,11261.9,40%,11356.7,11167.1,high,11150,2019-05-23,6,NIFTY1952311150PE,PE,2019-05-17 13:30:00,167.0,2019-05-23 15:30:00,0.15,Friday Closing,166.85,1.6715,165.1785,1345.2914798206277,224461.88340807174,222213.22869955158,22.446188340807172,22.221322869955156,2019,10950,NIFTY1952310950PE,121.0,0.05,-120.95,-162713.00448430493,59500.22421524665,5.9500224215246655,NIFTY,5,63.20216378757664,63.20216378757664,0.0
110,2019-05-24,31711.3,30565.05,1146.25,31678.9,50%,32252.025,31105.775,low,32300,2019-06-06,6,BANKNIFTY1960632300CE,CE,2019-05-31 12:00:00,17.5,2019-06-04 09:36:00,20.9,SL Hit,-3.3999999999999986,0.384,-3.7839999999999994,270.8978328173374,-921.0526315789468,-1025.0773993808045,-0.09210526315789469,-0.10250773993808046,2019,33300,BANKNIFTY1960633300CE,0.0,0.0,0.0,0.0,-1025.0773993808045,-0.10250773993808046,BANKNIFTY,5,63.099656047638554,63.20216378757664,-0.10250773993808338
442,2019-05-24,11968.15,11658.4,309.75,11999.8,40%,12123.7,11875.9,low,12100,2019-06-06,6,NIFTY1960612100CE,CE,2019-05-31 12:00:00,16.35,2019-06-03 09:27:00,17.1,SL Hit,-0.75,0.3345,-1.0845,1239.6694214876034,-929.7520661157025,-1344.4214876033059,-0.09297520661157024,-0.1344421487603306,2019,12350,NIFTY1960612350CE,2.4,1.7,-0.7,-867.7685950413223,-2212.190082644628,-0.2212190082644628,NIFTY,5,62.87843703937409,63.20216378757664,-0.3237267482025459
443,2019-05-31,12102.05,11830.65,271.39999999999964,11865.2,40%,11973.76,11756.64,high,11750,2019-06-13,3,NIFTY1961311750PE,PE,2019-06-10 09:34:00,10.65,2019-06-13 11:31:00,1.3,SL Hit,9.35,0.1195,9.2305,1276.595744680851,11936.170212765957,11783.617021276596,1.1936170212765957,1.1783617021276596,2019,11500,NIFTY1961311500PE,2.35,0.05,-2.3000000000000003,-2936.170212765958,8847.446808510638,0.8847446808510638,NIFTY,6,63.763181720225155,63.763181720225155,0.0
111,2019-06-07,31398.7,30628.9,769.7999999999993,30983.45,50%,31368.35,30598.550000000003,low,31400,2019-06-20,6,BANKNIFTY1962031400CE,CE,2019-06-14 15:11:00,25.8,2019-06-20 15:30:00,0.05,Expiry Closing,25.75,0.2585,25.4915,278.6624203821656,7175.557324840764,7103.523089171973,0.7175557324840764,0.7103523089171973,2019,32300,BANKNIFTY1962032300CE,2.75,0.05,-2.7,-752.3885350318471,6351.134554140126,0.6351134554140127,BANKNIFTY,6,64.39829517563916,64.39829517563916,0.0
444,2019-06-07,12000.3,11769.65,230.64999999999964,11910.1,40%,12002.36,11817.84,low,12000,2019-06-20,6,NIFTY1962012000CE,CE,2019-06-14 15:12:00,12.3,2019-06-20 15:30:00,0.05,Expiry Closing,12.25,0.1235,12.1265,1250.0,15312.5,15158.125,1.53125,1.5158125,2019,12250,NIFTY1962012250CE,1.3,0.05,-1.25,-1562.5,13595.625,1.3595625,NIFTY,6,65.75785767563916,65.75785767563916,0.0
445,2019-06-14,11911.45,11625.2,286.25,11827.6,40%,11942.1,11713.1,low,11950,2019-06-27,6,NIFTY19JUN11950CE,CE,2019-06-21 15:06:00,11.55,2019-06-27 15:30:00,0.05,Expiry Closing,11.5,0.116,11.384,1255.2301255230125,14435.146443514643,14289.539748953974,1.4435146443514641,1.4289539748953974,2019,12200,NIFTY19JUN12200CE,1.55,0.05,-1.5,-1882.8451882845188,12406.694560669455,1.2406694560669456,NIFTY,6,66.9985271317061,66.9985271317061,0.0
112,2019-06-14,31029.65,30221.3,808.3500000000022,30804.95,50%,31209.125,30400.775,high,30400,2019-06-27,0,BANKNIFTY19JUN30400PE,PE,2019-06-27 09:15:00,1.1,2019-06-27 15:30:00,0.05,Friday Closing,1.05,0.0115,1.0385,287.82894736842104,302.2203947368421,298.91036184210526,0.030222039473684206,0.029891036184210528,2019,29500,BANKNIFTY19JUN29500PE,0.4,0.15,-0.25,-71.95723684210526,226.953125,0.0226953125,BANKNIFTY,6,67.0212224442061,67.0212224442061,0.0
446,2019-06-21,11910.8,11651.15,259.64999999999964,11861.15,40%,11965.01,11757.29,high,11750,2019-07-04,0,NIFTY1970411750PE,PE,2019-07-04 14:49:00,0.05,2019-07-04 15:30:00,0.05,Friday Closing,0.0,0.001,-0.001,1276.595744680851,0.0,-1.2765957446808511,0.0,-0.0001276595744680851,2019,11500,NIFTY1970411500PE,0.05,0.05,0.0,0.0,-1.2765957446808511,-0.0001276595744680851,NIFTY,7,67.02109478463163,67.0212224442061,-0.00012765957447413712
447,2019-06-28,11969.0,11775.85,193.14999999999964,11964.75,40%,12042.01,11887.49,low,12050,2019-07-11,6,NIFTY1971112050CE,CE,2019-07-05 11:45:00,34.85,2019-07-11 15:30:00,0.05,Expiry Closing,34.800000000000004,0.349,34.45100000000001,1244.8132780082985,43319.5020746888,42885.0622406639,4.331950207468879,4.288506224066389,2019,12300,NIFTY1971112300CE,3.45,0.05,-3.4000000000000004,-4232.365145228216,38652.69709543569,3.8652697095435684,NIFTY,7,70.8863644941752,70.8863644941752,0.0
113,2019-06-28,31607.8,31061.3,546.5,31523.05,50%,31796.3,31249.8,low,31800,2019-07-11,3,BANKNIFTY1971131800CE,CE,2019-07-08 09:15:00,32.55,2019-07-11 15:30:00,0.05,Expiry Closing,32.5,0.3259999999999999,32.174,275.15723270440253,8942.610062893082,8852.908805031448,0.8942610062893082,0.8852908805031449,2019,32800,BANKNIFTY1971132800CE,3.25,0.05,-3.2,-880.5031446540881,7972.40566037736,0.797240566037736,BANKNIFTY,7,71.68360506021293,71.68360506021293,0.0
448,2019-07-12,11706.6,11532.5,174.10000000000036,11627.95,40%,11697.59,11558.31,low,11700,2019-07-25,6,NIFTY19JUL11700CE,CE,2019-07-19 09:42:00,17.95,2019-07-25 15:30:00,0.05,Expiry Closing,17.9,0.18,17.72,1282.0512820512822,22948.71794871795,22717.94871794872,2.294871794871795,2.271794871794872,2019,11950,NIFTY19JUL11950CE,1.75,0.1,-1.65,-2115.3846153846157,20602.5641025641,2.06025641025641,NIFTY,7,73.74386147046934,73.74386147046934,0.0
114,2019-07-12,30861.4,30334.65,526.75,30515.1,50%,30778.475,30251.725,low,30800,2019-07-25,6,BANKNIFTY19JUL30800CE,CE,2019-07-19 09:50:00,44.1,2019-07-25 15:30:00,0.05,Expiry Closing,44.05,0.4415,43.60850000000001,284.0909090909091,12514.204545454546,12388.778409090912,1.2514204545454546,1.2388778409090913,2019,31700,BANKNIFTY19JUL31700CE,4.0,0.05,-3.95,-1122.159090909091,11266.61931818182,1.1266619318181819,BANKNIFTY,7,74.87052340228752,74.87052340228752,0.0
449,2019-07-19,11639.9,11230.2,409.6999999999989,11247.45,40%,11411.33,11083.570000000002,low,11400,2019-08-01,2,NIFTY1980111400CE,CE,2019-07-30 14:55:00,2.2,2019-08-01 15:30:00,0.05,Expiry Closing,2.1500000000000004,0.0225,2.1275000000000004,1315.7894736842106,2828.9473684210534,2799.342105263159,0.28289473684210537,0.2799342105263159,2019,11650,NIFTY1980111650CE,0.6,0.05,-0.5499999999999999,-723.6842105263157,2075.657894736843,0.20756578947368431,NIFTY,7,75.07808919176121,75.07808919176121,0.0
115,2019-07-19,30537.65,28872.3,1665.3500000000022,29062.5,50%,29895.175000000003,28229.825,low,29900,2019-08-01,0,BANKNIFTY1980129900CE,CE,2019-08-01 14:29:00,0.1,2019-08-01 15:30:00,0.05,Expiry Closing,0.05,0.0015,0.0485,292.64214046822747,14.632107023411374,14.193143812709032,0.0014632107023411375,0.0014193143812709032,2019,30800,BANKNIFTY1980130800CE,0.05,0.7,0.6499999999999999,190.2173913043478,204.41053511705684,0.020441053511705682,BANKNIFTY,8,75.09853024527291,75.09853024527291,0.0
116,2019-07-26,29583.45,28049.8,1533.6500000000017,28224.25,50%,28991.075,27457.425,low,29000,2019-08-08,3,BANKNIFTY1980829000CE,CE,2019-08-05 09:45:00,16.9,2019-08-08 15:30:00,0.05,Expiry Closing,16.849999999999998,0.1694999999999999,16.6805,301.7241379310345,5084.05172413793,5032.9094827586205,0.508405172413793,0.5032909482758621,2019,29900,BANKNIFTY1980829900CE,4.2,0.1,-4.1000000000000005,-1237.0689655172416,3795.8405172413786,0.37958405172413784,BANKNIFTY,8,75.47811429699705,75.47811429699705,0.0
450,2019-08-02,11079.8,10782.75,297.0499999999993,11087.9,40%,11206.72,10969.08,low,11200,2019-08-14,1,NIFTY1981411200CE,CE,2019-08-13 14:43:00,1.55,2019-08-14 15:30:00,0.05,Expiry Closing,1.5,0.016,1.484,1339.2857142857142,2008.9285714285713,1987.4999999999998,0.20089285714285712,0.19874999999999998,2019,11400,NIFTY1981411400CE,0.6,0.05,-0.5499999999999999,-736.6071428571428,1250.8928571428569,0.12508928571428568,NIFTY,8,75.60320358271133,75.60320358271133,0.0
117,2019-08-02,28541.2,27390.5,1150.7000000000007,28293.65,50%,28869.0,27718.300000000003,low,28900,2019-08-14,1,BANKNIFTY1981428900CE,CE,2019-08-13 14:49:00,2.7,2019-08-14 15:30:00,0.05,Expiry Closing,2.6500000000000004,0.0275,2.6225000000000005,302.7681660899654,802.3356401384084,794.0095155709345,0.08023356401384084,0.07940095155709345,2019,29800,BANKNIFTY1981429800CE,1.15,0.05,-1.1,-333.044982698962,460.9645328719725,0.04609645328719725,BANKNIFTY,8,75.64930003599852,75.64930003599852,0.0
451,2019-08-09,11181.3,10904.8,276.5,11043.65,40%,11154.25,10933.05,low,11150,2019-08-22,6,NIFTY1982211150CE,CE,2019-08-16 09:34:00,21.0,2019-08-22 15:30:00,0.05,Expiry Closing,20.95,0.2105,20.7395,1345.2914798206277,28183.85650224215,27900.67264573991,2.818385650224215,2.790067264573991,2019,11350,NIFTY1982211350CE,4.1,0.05,-4.05,-5448.430493273542,22452.242152466366,2.2452242152466364,NIFTY,8,77.89452425124516,77.89452425124516,0.0
118,2019-08-09,28602.2,27683.85,918.3500000000022,27920.3,50%,28379.475,27461.125,high,27500,2019-08-22,3,BANKNIFTY1982227500PE,PE,2019-08-19 09:16:00,38.75,2019-08-21 14:47:00,60.65,SL Hit,-21.9,0.994,-22.894,318.1818181818182,-6968.181818181818,-7284.454545454545,-0.6968181818181818,-0.7284454545454545,2019,26700,BANKNIFTY1982226700PE,8.6,3.3,-5.3,-1686.3636363636363,-8970.818181818182,-0.8970818181818182,BANKNIFTY,8,76.99744243306334,77.89452425124516,-0.8970818181818174
119,2019-08-09,28602.2,27683.85,918.3500000000022,27920.3,50%,28379.475,27461.125,low,28400,2019-08-22,0,BANKNIFTY1982228400CE,CE,2019-08-22 10:35:00,0.95,2019-08-22 15:30:00,0.05,Expiry Closing,0.8999999999999999,0.01,0.8899999999999999,308.0985915492958,277.2887323943662,274.2077464788732,0.02772887323943662,0.027420774647887322,2019,29300,BANKNIFTY1982229300CE,0.4,0.05,-0.35,-107.83450704225352,166.3732394366197,0.01663732394366197,BANKNIFTY,8,77.014079757007,77.89452425124516,-0.8804444942381622
