Unnamed: 0,Trade Type,Entry Time_x,Entry Price,Initial SL,Exit Time_x,Exit Price,Points Captured,Slippage,Qty,Final Points,PnL,ROI%,Trade Duration,Remarks,Trade Year,Trade Index,ATM Strike,Entry Time_y,Exit Time_y,Entry Option Price,Exit Option Price,Option Points,Opt Slippage,Opt F Points,Opt Qty,Opt ROI%
1427,SHORT,2021-08-06 11:30:00,35805.5,36074.04125,2021-08-09 09:30:00,36074.04125,-268.54125000000204,7.187954125000001,360,-275.729204125002,-99262.51348500072,-1.9852502697000145,2 days 22:00:00,ISL Hit,2021,1427,35800,2021-08-06 11:37:00,2021-08-09 09:40:00,647.3,765.15,-117.85000000000002,14.124499999999998,-131.97450000000003,837.9888268156425,-2.2118631284916206
1428,LONG,2021-08-09 09:30:00,35936.25,35666.728125,2021-08-09 13:30:00,35896.05,-40.19999999999709,7.183230000000001,360,-47.38322999999709,-17057.962799998953,-0.341159255999979,0 days 04:00:00,MA Cross Opp,2021,1428,35900,2021-08-09 09:33:00,2021-08-09 13:44:00,473.35,538.35,-65.0,10.117,-75.117,835.6545961002786,-1.2554373259052924
1429,SHORT,2021-08-09 13:30:00,35896.05,36165.27037500001,2021-08-09 15:15:00,36050.05,-154.0,7.194610000000001,360,-161.19461,-58030.05960000001,-1.160601192,0 days 01:45:00,MA Cross Opp,2021,1429,35900,2021-08-09 13:30:00,2021-08-09 15:29:00,602.35,679.85,-77.5,12.822000000000001,-90.322,835.6545961002786,-1.5095598885793875
1430,LONG,2021-08-09 15:15:00,36050.05,35779.67462500001,2021-08-10 13:45:00,36194.45,144.39999999999418,7.22445,360,137.1755499999942,49383.19799999791,0.9876639599999584,0 days 22:30:00,MA Cross Opp,2021,1430,36100,2021-08-09 15:21:00,2021-08-10 13:59:00,523.0,495.3,27.69999999999999,10.183,17.51699999999999,831.0249307479224,0.291141274238227
1432,LONG,2021-08-11 13:45:00,35871.05,35602.017125000006,2021-08-16 12:30:00,36104.0,232.9499999999971,7.1975050000000005,360,225.75249499999708,81270.89819999895,1.625417963999979,4 days 22:45:00,MA Cross Opp,2021,1432,35900,2021-08-11 13:45:00,2021-08-16 12:44:00,478.65,319.35,159.29999999999995,7.98,151.31999999999996,835.6545961002786,2.5290250696378824
1433,SHORT,2021-08-16 12:30:00,36104.0,36374.78,2021-08-17 14:45:00,35756.95,347.0500000000029,7.186095,360,339.8639050000029,122351.00580000105,2.447020116000021,1 days 02:15:00,MA Cross Opp,2021,1433,36100,2021-08-16 12:33:00,2021-08-17 14:59:00,452.95,250.85,202.1,7.037999999999999,195.06199999999998,831.0249307479224,3.2420277008310245
1434,LONG,2021-08-17 14:45:00,35756.95,35488.772875,2021-08-18 12:30:00,35880.3,123.35000000000582,7.163725,360,116.18627500000582,41827.0590000021,0.836541180000042,0 days 21:45:00,MA Cross Opp,2021,1434,35800,2021-08-17 14:45:00,2021-08-18 12:44:00,378.2,294.5,83.69999999999999,6.727,76.97299999999998,837.9888268156425,1.2900502793296087
1435,SHORT,2021-08-18 12:30:00,35880.3,36149.40225000001,2021-08-23 13:30:00,35120.75,759.5500000000029,7.100105000000001,360,752.4498950000029,270881.96220000106,5.417639244000021,5 days 01:00:00,MA Cross Opp,2021,1435,35900,2021-08-18 12:33:00,2021-08-23 13:44:00,366.45,47.3,319.15,4.1375,315.0125,835.6545961002786,5.264832869080781
1436,LONG,2021-08-23 13:30:00,35120.75,34857.344375,2021-08-25 10:45:00,35606.05,485.3000000000029,7.072680000000001,360,478.2273200000029,172161.83520000105,3.443236704000021,1 days 21:15:00,MA Cross Opp,2021,1436,35100,2021-08-23 13:35:00,2021-08-25 10:59:00,230.6,45.65,184.95,2.7625,182.1875,854.7008547008547,3.1143162393162394
1437,SHORT,2021-08-25 10:45:00,35606.05,35873.095375000004,2021-08-26 10:45:00,35601.4,4.650000000001455,7.120745000000001,360,-2.470744999998546,-889.4681999994766,-0.0177893639999895,1 days 00:00:00,MA Cross Opp,2021,1437,35600,2021-08-25 10:46:00,2021-08-26 10:59:00,186.2,101.75,84.44999999999999,2.8794999999999997,81.5705,842.6966292134831,1.3747837078651683
1438,LONG,2021-08-26 10:45:00,35601.4,35334.389500000005,2021-08-26 15:15:00,35595.9,-5.5,7.119730000000001,360,-12.61973,-4543.102800000001,-0.090862056,0 days 04:30:00,MA Cross Opp,2021,1438,35600,2021-08-26 10:54:00,2021-08-26 15:29:00,109.15,0.1,109.05000000000001,1.0925,107.95750000000001,842.6966292134831,1.8195084269662924
1439,SHORT,2021-08-26 15:15:00,35595.9,35862.86925,2021-08-27 12:30:00,35625.3,-29.40000000000145,7.122120000000002,360,-36.52212000000146,-13147.963200000524,-0.2629592640000104,0 days 21:15:00,MA Cross Opp,2021,1439,35600,2021-08-26 15:25:00,2021-08-27 12:44:00,15.7,17.15,-1.4499999999999993,0.32849999999999996,-1.7784999999999993,842.6966292134831,-0.029974719101123582
1440,LONG,2021-08-27 12:30:00,35625.3,35358.110250000005,2021-08-31 15:15:00,36386.3,761.0,7.201160000000001,360,753.79884,271367.5824,5.427351648,4 days 02:45:00,MA Cross Opp,2021,1440,35600,2021-08-27 12:34:00,2021-08-27 12:44:00,0.0,0.0,0.0,0.0,0.0,842.6966292134831,0.0
1441,SHORT,2021-08-31 15:15:00,36386.3,36659.197250000005,2021-09-01 09:15:00,36659.197250000005,-272.8972500000018,7.304549725000002,360,-280.2017997250018,-100872.64790100066,-2.017452958020013,0 days 18:00:00,ISL Hit,2021,1441,36400,2021-08-31 15:29:00,2021-08-27 12:44:00,0.0,0.0,0.0,0.0,0.0,824.1758241758242,0.0
1442,LONG,2021-09-01 09:30:00,36731.4,36455.914500000006,2021-09-01 15:00:00,36604.15,-127.25,7.333555,360,-134.583555,-48450.0798,-0.969001596,0 days 05:30:00,MA Cross Opp,2021,1442,36700,2021-09-01 09:30:00,2021-09-01 15:14:00,741.85,739.8,2.050000000000068,14.816500000000001,-12.766499999999933,817.4386920980926,-0.20871662125340487
1443,SHORT,2021-09-01 15:00:00,36604.15,36878.681125,2021-09-02 11:45:00,36756.6,-152.4499999999971,7.336075,360,-159.78607499999708,-57522.98699999895,-1.150459739999979,0 days 20:45:00,MA Cross Opp,2021,1443,36600,2021-09-01 15:09:00,2021-09-02 11:59:00,772.85,870.0,-97.14999999999998,16.4285,-113.57849999999998,819.672131147541,-1.8619426229508191
1444,LONG,2021-09-02 11:45:00,36756.6,36480.9255,2021-09-03 11:15:00,36752.75,-3.849999999998545,7.350935000000001,360,-11.200934999998545,-4032.336599999476,-0.0806467319999895,0 days 23:30:00,MA Cross Opp,2021,1444,36800,2021-09-02 11:45:00,2021-09-03 11:29:00,670.1,668.15,1.9500000000000455,13.3825,-11.432499999999955,815.2173913043479,-0.1863994565217384
1445,SHORT,2021-09-03 11:15:00,36752.75,37028.395625000005,2021-09-06 13:15:00,36731.85,20.90000000000145,7.348460000000001,360,13.551540000001454,4878.554400000524,0.0975710880000104,3 days 02:00:00,MA Cross Opp,2021,1445,36800,2021-09-03 11:27:00,2021-09-06 13:29:00,701.2,686.9,14.300000000000068,13.881,0.419000000000068,815.2173913043479,0.006831521739131544
1446,LONG,2021-09-06 13:15:00,36731.85,36456.361125,2021-09-06 14:15:00,36628.15,-103.69999999999708,7.336,360,-111.03599999999707,-39972.95999999895,-0.799459199999979,0 days 01:00:00,MA Cross Opp,2021,1446,36700,2021-09-06 13:17:00,2021-09-06 14:29:00,596.25,645.95,-49.700000000000045,12.422,-62.12200000000004,817.4386920980926,-1.015618528610355
1447,SHORT,2021-09-06 14:15:00,36628.15,36902.861125,2021-09-07 12:30:00,36582.55,45.59999999999855,7.3210700000000015,360,38.27892999999855,13780.414799999477,0.2756082959999895,0 days 22:15:00,MA Cross Opp,2021,1447,36600,2021-09-06 14:18:00,2021-09-07 12:44:00,756.2,727.3,28.90000000000009,14.835,14.06500000000009,819.672131147541,0.23057377049180475
1448,LONG,2021-09-07 12:30:00,36582.55,36308.180875000005,2021-09-08 09:15:00,36423.9,-158.65000000000146,7.300645000000001,360,-165.95064500000146,-59742.23220000052,-1.1948446440000104,0 days 20:45:00,MA Cross Opp,2021,1448,36600,2021-09-07 12:34:00,2021-09-08 09:29:00,596.05,605.35,-9.300000000000068,12.014000000000001,-21.31400000000007,819.672131147541,-0.3494098360655749
1449,SHORT,2021-09-08 09:15:00,36423.9,36697.07925,2021-09-08 09:30:00,36697.07925,-273.17925000000105,7.312097925000001,360,-280.49134792500104,-100976.88525300038,-2.019537705060008,0 days 00:15:00,ISL Hit,2021,1449,36400,2021-09-08 09:15:00,2021-09-08 09:40:00,712.85,880.0,-167.14999999999998,15.9285,-183.07849999999996,824.1758241758242,-3.017777472527472
1450,LONG,2021-09-08 09:30:00,36648.95,36374.082875,2021-09-08 13:45:00,36577.25,-71.69999999999709,7.32262,360,-79.02261999999709,-28448.14319999895,-0.5689628639999791,0 days 04:15:00,MA Cross Opp,2021,1450,36600,2021-09-08 09:38:00,2021-09-08 13:59:00,568.0,590.5,-22.5,11.585,-34.085,819.672131147541,-0.5587704918032786
1451,SHORT,2021-09-08 13:45:00,36577.25,36851.579375,2021-09-09 09:15:00,36851.579375,-274.3293750000012,7.342882937500001,360,-281.6722579375012,-101402.01285750042,-2.028040257150008,0 days 19:30:00,ISL Hit,2021,1451,36600,2021-09-08 13:55:00,2021-09-09 09:17:00,685.45,815.3,-129.8499999999999,15.0075,-144.8574999999999,819.672131147541,-2.3747131147540967
1452,LONG,2021-09-09 09:15:00,36850.9,36574.51825,2021-09-09 10:15:00,36616.5,-234.40000000000143,7.34674,360,-241.74674000000147,-87028.82640000053,-1.7405765280000107,0 days 01:00:00,MA Cross Opp,2021,1452,36900,2021-09-09 09:17:00,2021-09-09 10:29:00,616.35,693.0,-76.64999999999998,13.093499999999999,-89.74349999999998,813.0081300813008,-1.4592439024390242
1453,SHORT,2021-09-09 10:15:00,36616.5,36891.12375,2021-09-09 11:30:00,36723.55,-107.05000000000292,7.334005,360,-114.38400500000292,-41178.24180000105,-0.8235648360000211,0 days 01:15:00,MA Cross Opp,2021,1453,36600,2021-09-09 10:17:00,2021-09-09 11:44:00,698.6,744.65,-46.049999999999955,14.432500000000001,-60.48249999999996,819.672131147541,-0.9915163934426224
1454,LONG,2021-09-09 11:30:00,36723.55,36448.123375,2021-09-09 12:30:00,36633.65,-89.90000000000146,7.335720000000001,360,-97.23572000000144,-35004.85920000052,-0.7000971840000105,0 days 01:00:00,MA Cross Opp,2021,1454,36700,2021-09-09 11:39:00,2021-09-09 12:44:00,575.0,623.35,-48.35000000000002,11.9835,-60.33350000000002,817.4386920980926,-0.9863787465940058
1455,SHORT,2021-09-09 12:30:00,36633.65,36908.402375000005,2021-09-13 13:15:00,36544.95,88.70000000000437,7.317860000000001,360,81.38214000000437,29297.57040000157,0.5859514080000314,4 days 00:45:00,MA Cross Opp,2021,1455,36600,2021-09-09 12:30:00,2021-09-13 13:29:00,711.15,564.0,147.14999999999998,12.751500000000002,134.39849999999998,819.672131147541,2.2032540983606554
1456,LONG,2021-09-13 13:15:00,36544.95,36270.862875,2021-09-14 13:45:00,36604.55,59.60000000000582,7.31495,360,52.28505000000582,18822.61800000209,0.3764523600000419,1 days 00:30:00,MA Cross Opp,2021,1456,36500,2021-09-13 13:23:00,2021-09-14 13:59:00,494.3,418.75,75.55000000000001,9.1305,66.41950000000001,821.917808219178,1.0918273972602741
1457,SHORT,2021-09-14 13:45:00,36604.55,36879.08412500001,2021-09-15 11:30:00,36688.85,-84.29999999999563,7.32934,360,-91.62933999999564,-32986.56239999843,-0.6597312479999686,0 days 21:45:00,MA Cross Opp,2021,1457,36600,2021-09-14 13:50:00,2021-09-15 11:44:00,570.7,600.45,-29.75,11.711500000000001,-41.4615,819.672131147541,-0.6796967213114754
1458,LONG,2021-09-15 11:30:00,36688.85,36413.683625,2021-09-17 12:30:00,37479.05,790.2000000000044,7.41679,360,782.7832100000044,281801.9556000016,5.636039112000031,2 days 01:00:00,MA Cross Opp,2021,1458,36700,2021-09-15 11:30:00,2021-09-17 12:44:00,457.15,225.5,231.64999999999998,6.8265,224.82349999999997,817.4386920980926,3.6755885558583095
1459,SHORT,2021-09-17 12:30:00,37479.05,37760.142875000005,2021-09-17 15:00:00,37760.142875000005,-281.0928750000021,7.523919287500001,330,-288.6167942875021,-95243.54211487569,-1.9048708422975136,0 days 02:30:00,ISL Hit,2021,1459,37500,2021-09-17 12:39:00,2021-09-17 15:01:00,580.0,686.5,-106.5,12.665000000000001,-119.165,800.0,-1.90664
1460,LONG,2021-09-20 09:30:00,37522.25,37240.833125000005,2021-09-20 12:15:00,37501.05,-21.19999999999709,7.502330000000001,330,-28.70232999999709,-9471.76889999904,-0.1894353779999808,0 days 02:45:00,MA Cross Opp,2021,1460,37500,2021-09-20 09:30:00,2021-09-20 12:29:00,442.4,431.6,10.799999999999955,8.74,2.0599999999999543,800.0,0.03295999999999927
1461,SHORT,2021-09-20 12:15:00,37501.05,37782.307875000006,2021-09-21 13:30:00,37055.85,445.2000000000044,7.45569,330,437.7443100000044,144455.62230000144,2.889112446000029,1 days 01:15:00,MA Cross Opp,2021,1461,37500,2021-09-20 12:18:00,2021-09-21 13:44:00,538.7,373.45,165.25000000000006,9.121500000000001,156.12850000000006,800.0,2.498056000000001
1462,LONG,2021-09-21 13:30:00,37055.85,36777.931125,2021-09-22 11:30:00,36949.75,-106.09999999999854,7.400560000000001,360,-113.50055999999854,-40860.20159999948,-0.8172040319999895,0 days 22:00:00,MA Cross Opp,2021,1462,37100,2021-09-21 13:44:00,2021-09-22 11:44:00,479.0,486.55,-7.550000000000011,9.6555,-17.20550000000001,808.6253369272238,-0.27825606469002717
1463,SHORT,2021-09-22 11:30:00,36949.75,37226.873125000006,2021-09-23 09:15:00,37226.873125000006,-277.1231250000056,7.417662312500002,360,-284.5407873125056,-102434.683432502,-2.04869366865004,0 days 21:45:00,ISL Hit,2021,1463,36900,2021-09-22 11:33:00,2021-09-23 09:15:00,584.95,680.0,-95.04999999999995,12.649500000000002,-107.69949999999996,813.0081300813008,-1.7512113821138202
1464,LONG,2021-09-23 09:30:00,37450.1,37169.22425,2021-09-24 12:00:00,37739.25,289.15000000000146,7.518935000000001,330,281.63106500000146,92938.25145000048,1.8587650290000093,1 days 02:30:00,MA Cross Opp,2021,1464,37500,2021-09-23 09:36:00,2021-09-24 12:14:00,414.9,252.0,162.89999999999998,6.669,156.23099999999997,800.0,2.4996959999999997
1465,SHORT,2021-09-24 12:00:00,37739.25,38022.294375000005,2021-09-27 09:15:00,38022.294375000005,-283.04437500000495,7.5761544375,330,-290.62052943750496,-95904.77471437665,-1.9180954942875328,2 days 21:15:00,ISL Hit,2021,1465,37700,2021-09-24 12:01:00,2021-09-27 09:15:00,431.3,584.6,-153.3,10.159,-163.459,795.7559681697612,-2.60146949602122
1466,LONG,2021-09-27 09:30:00,38226.9,37940.19825,2021-09-27 14:45:00,38108.05,-118.84999999999854,7.633495000000002,330,-126.48349499999854,-41739.55334999952,-0.8347910669999905,0 days 05:15:00,MA Cross Opp,2021,1466,38200,2021-09-27 09:30:00,2021-09-27 14:59:00,308.75,312.65,-3.8999999999999773,6.2139999999999995,-10.113999999999976,785.3403141361257,-0.15885863874345513
1467,SHORT,2021-09-27 14:45:00,38108.05,38393.860375,2021-09-29 13:00:00,37688.8,419.25,7.579685000000001,330,411.670315,135851.20395,2.717024079,1 days 22:15:00,MA Cross Opp,2021,1467,38100,2021-09-27 14:46:00,2021-09-29 13:14:00,341.6,128.05,213.55,4.6965,208.8535,787.4015748031496,3.2890314960629925
1468,LONG,2021-09-29 13:00:00,37688.8,37406.134000000005,2021-09-30 11:00:00,37689.7,0.8999999999941792,7.537850000000001,330,-6.637850000005821,-2190.490500001921,-0.0438098100000384,0 days 22:00:00,MA Cross Opp,2021,1468,37700,2021-09-29 13:00:00,2021-09-30 11:14:00,177.5,113.6,63.900000000000006,2.9110000000000005,60.989000000000004,795.7559681697612,0.9706472148541113
1470,LONG,2021-10-01 15:00:00,37204.3,36925.267750000006,2021-10-05 09:45:00,37430.55,226.25,7.463485000000001,330,218.786515,72199.54995,1.443990999,3 days 18:45:00,MA Cross Opp,2021,1470,37200,2021-10-01 15:00:00,2021-10-05 09:59:00,762.25,612.8,149.45000000000005,13.7505,135.69950000000006,806.4516129032259,2.188701612903227
1471,SHORT,2021-10-05 09:45:00,37430.55,37711.27912500001,2021-10-05 13:00:00,37644.85,-214.29999999999563,7.50754,330,-221.80753999999564,-73196.48819999857,-1.463929763999971,0 days 03:15:00,MA Cross Opp,2021,1471,37400,2021-10-05 09:49:00,2021-10-05 13:14:00,868.0,971.0,-103.0,18.39,-121.39,802.1390374331551,-1.9474331550802138
1472,LONG,2021-10-05 13:00:00,37644.85,37362.513625,2021-10-06 14:15:00,37775.6,130.75,7.542045,330,123.207955,40658.62515,0.813172503,1 days 01:15:00,MA Cross Opp,2021,1472,37600,2021-10-05 13:00:00,2021-10-06 14:29:00,646.95,649.75,-2.7999999999999545,12.967,-15.766999999999955,797.8723404255319,-0.25160106382978653
1473,SHORT,2021-10-06 14:15:00,37775.6,38058.917,2021-10-07 11:45:00,37775.35,0.25,7.555095,330,-7.305095,-2410.68135,-0.0482136269999999,0 days 21:30:00,MA Cross Opp,2021,1473,37800,2021-10-06 14:16:00,2021-10-07 11:59:00,754.75,800.0,-45.25,15.547500000000001,-60.7975,793.6507936507936,-0.9650396825396824
1474,LONG,2021-10-07 11:45:00,37775.35,37492.034875,2021-10-07 15:15:00,37745.25,-30.099999999998545,7.552060000000001,330,-37.65205999999854,-12425.17979999952,-0.2485035959999904,0 days 03:30:00,MA Cross Opp,2021,1474,37800,2021-10-07 11:45:00,2021-10-07 15:29:00,651.15,631.45,19.699999999999932,12.825999999999999,6.873999999999933,793.6507936507936,0.10911111111111003
1475,SHORT,2021-10-07 15:15:00,37745.25,38028.339375,2021-10-08 10:30:00,38028.339375,-283.0893750000032,7.5773589375000014,330,-290.6667339375032,-95920.02219937604,-1.918400443987521,0 days 19:15:00,ISL Hit,2021,1475,37700,2021-10-07 15:15:00,2021-10-08 10:36:00,780.0,903.9,-123.89999999999998,16.839000000000002,-140.73899999999998,795.7559681697612,-2.23987798408488
1476,LONG,2021-10-08 10:30:00,37960.7,37675.99475,2021-10-08 12:15:00,37753.6,-207.09999999999852,7.571429999999999,330,-214.6714299999985,-70841.57189999952,-1.4168314379999902,0 days 01:45:00,MA Cross Opp,2021,1476,38000,2021-10-08 10:30:00,2021-10-08 12:29:00,620.75,720.4,-99.64999999999998,13.411500000000002,-113.06149999999998,789.4736842105264,-1.7851815789473682
1477,SHORT,2021-10-08 12:15:00,37753.6,38036.752,2021-10-11 09:30:00,38036.752,-283.15200000000186,7.5790352,330,-290.7310352000019,-95941.24161600064,-1.9188248323200123,2 days 21:15:00,ISL Hit,2021,1477,37800,2021-10-08 12:15:00,2021-10-11 09:32:00,673.4,800.35,-126.95000000000005,14.7375,-141.68750000000006,793.6507936507936,-2.249007936507937
1478,LONG,2021-10-11 09:30:00,38019.75,37734.601875,2021-10-12 11:30:00,38303.9,284.15000000000146,7.632365,330,276.51763500000146,91250.81955000048,1.8250163910000097,1 days 02:00:00,MA Cross Opp,2021,1478,38000,2021-10-11 09:31:00,2021-10-12 11:44:00,549.9,455.0,94.89999999999998,10.049,84.85099999999997,789.4736842105264,1.3397526315789468
1479,SHORT,2021-10-12 11:30:00,38303.9,38591.17925,2021-10-12 13:30:00,38378.6,-74.69999999999709,7.66825,330,-82.36824999999709,-27181.52249999904,-0.5436304499999808,0 days 02:00:00,MA Cross Opp,2021,1479,38300,2021-10-12 11:34:00,2021-10-12 13:44:00,629.65,640.0,-10.350000000000023,12.6965,-23.046500000000023,783.289817232376,-0.3610417754569194
1480,LONG,2021-10-12 13:30:00,38378.6,38090.7605,2021-10-13 15:15:00,38623.0,244.40000000000143,7.700160000000001,330,236.69984000000144,78110.94720000048,1.5622189440000096,1 days 01:45:00,MA Cross Opp,2021,1480,38400,2021-10-12 13:31:00,2021-10-13 15:29:00,591.4,447.65,143.75,10.3905,133.3595,781.25,2.0837421875
1481,SHORT,2021-10-13 15:15:00,38623.0,38912.6725,2021-10-14 10:00:00,38869.6,-246.59999999999852,7.749260000000001,330,-254.3492599999985,-83935.25579999952,-1.6787051159999904,0 days 18:45:00,MA Cross Opp,2021,1481,38600,2021-10-13 15:21:00,2021-10-14 10:14:00,639.3,738.85,-99.55000000000007,13.781500000000001,-113.33150000000006,777.2020725388601,-1.7616295336787573
1482,LONG,2021-10-14 10:00:00,38869.6,38578.078,2021-10-18 15:15:00,39668.45,798.8499999999985,7.853804999999999,330,790.9961949999986,261028.74434999956,5.220574886999991,4 days 05:15:00,MA Cross Opp,2021,1482,38900,2021-10-14 10:09:00,2021-10-18 15:29:00,562.35,230.75,331.6,7.931,323.66900000000004,771.2082262210797,4.992323907455014
1483,SHORT,2021-10-18 15:15:00,39668.45,39965.963375,2021-10-19 09:15:00,39965.963375,-297.51337500000227,7.963441337500001,330,-305.47681633750227,-100807.34939137576,-2.016146987827516,0 days 18:00:00,ISL Hit,2021,1483,39700,2021-10-18 15:18:00,2021-10-19 09:23:00,563.5,681.25,-117.75,12.4475,-130.1975,755.6675062972292,-1.96772040302267
1484,SHORT,2021-10-19 11:15:00,39647.45,39944.805875,2021-10-19 11:45:00,39820.35,-172.90000000000146,7.946779999999999,330,-180.84678000000144,-59679.43740000048,-1.1935887480000094,0 days 00:30:00,MA Cross Opp,2021,1484,39600,2021-10-19 11:16:00,2021-10-19 11:59:00,579.2,662.3,-83.09999999999991,12.415000000000001,-95.51499999999992,757.5757575757576,-1.4471969696969684
1485,LONG,2021-10-19 12:00:00,39840.6,39541.7955,2021-10-19 14:15:00,39625.45,-215.15000000000143,7.946604999999999,330,-223.09660500000143,-73621.87965000048,-1.4724375930000098,0 days 02:15:00,MA Cross Opp,2021,1485,39800,2021-10-19 12:08:00,2021-10-19 14:29:00,460.0,526.2,-66.20000000000005,9.862,-76.06200000000004,753.7688442211055,-1.1466633165829152
1486,SHORT,2021-10-19 14:15:00,39625.45,39922.640875,2021-10-20 11:30:00,39742.35,-116.90000000000146,7.936779999999999,330,-124.83678000000144,-41196.13740000048,-0.8239227480000095,0 days 21:15:00,MA Cross Opp,2021,1486,39600,2021-10-19 14:22:00,2021-10-20 11:44:00,554.35,580.0,-25.649999999999977,11.343499999999999,-36.993499999999976,757.5757575757576,-0.5605075757575754
1487,LONG,2021-10-20 11:30:00,39742.35,39444.282375,2021-10-20 12:15:00,39463.05,-279.29999999999563,7.92054,330,-287.22053999999565,-94782.77819999856,-1.8956555639999717,0 days 00:45:00,MA Cross Opp,2021,1487,39700,2021-10-20 11:30:00,2021-10-20 12:29:00,444.4,535.0,-90.60000000000002,9.794,-100.39400000000002,755.6675062972292,-1.5172896725440808
1488,SHORT,2021-10-20 12:15:00,39463.05,39759.022875,2021-10-20 13:15:00,39700.2,-237.14999999999415,7.916325,330,-245.06632499999415,-80871.88724999808,-1.6174377449999615,0 days 01:00:00,MA Cross Opp,2021,1488,39500,2021-10-20 12:17:00,2021-10-20 13:29:00,558.45,629.05,-70.59999999999991,11.875,-82.47499999999991,759.493670886076,-1.2527848101265808
1489,LONG,2021-10-20 13:15:00,39700.2,39402.4485,2021-10-20 14:15:00,39402.4485,-297.7514999999985,7.91026485,330,-305.66176484999846,-100868.3824004995,-2.01736764800999,0 days 01:00:00,ISL Hit,2021,1489,39700,2021-10-20 13:15:00,2021-10-20 14:20:00,464.5,599.15,-134.64999999999998,10.636500000000002,-145.2865,755.6675062972292,-2.1957657430730477
1490,SHORT,2021-10-20 14:15:00,39428.5,39724.21375,2021-10-21 09:15:00,39724.21375,-295.7137500000026,7.915271375,330,-303.6290213750026,-100197.57705375084,-2.003951541075017,0 days 19:00:00,ISL Hit,2021,1490,39400,2021-10-20 14:16:00,2021-10-21 09:15:00,602.15,699.1,-96.95000000000005,13.012500000000001,-109.96250000000005,761.4213197969543,-1.6745558375634526
1491,SHORT,2021-10-21 09:30:00,39607.05,39904.102875,2021-10-21 09:45:00,39680.7,-73.64999999999418,7.928775000000001,330,-81.57877499999418,-26920.99574999808,-0.5384199149999616,0 days 00:15:00,MA Cross Opp,2021,1491,39600,2021-10-21 09:33:00,2021-10-21 09:59:00,522.0,552.85,-30.850000000000023,10.7485,-41.59850000000002,757.5757575757576,-0.6302803030303034
1492,LONG,2021-10-21 09:45:00,39680.7,39383.09475,2021-10-21 14:15:00,39556.0,-124.69999999999708,7.92367,330,-132.62366999999708,-43765.81109999904,-0.8753162219999808,0 days 04:30:00,MA Cross Opp,2021,1492,39700,2021-10-21 09:49:00,2021-10-21 14:29:00,445.7,440.05,5.649999999999977,8.8575,-3.2075000000000227,755.6675062972292,-0.0484760705289676
1493,SHORT,2021-10-21 14:15:00,39556.0,39852.670000000006,2021-10-21 14:30:00,39852.670000000006,-296.6700000000056,7.940867000000002,330,-304.6108670000056,-100521.58611000184,-2.0104317222000367,0 days 00:15:00,ISL Hit,2021,1493,39600,2021-10-21 14:16:00,2021-10-21 14:39:00,455.25,607.35,-152.10000000000002,10.626,-162.72600000000003,757.5757575757576,-2.465545454545455
1494,LONG,2021-10-21 15:00:00,39952.5,39652.85625,2021-10-22 14:00:00,40268.05,315.5500000000029,8.022055,330,307.5279450000029,101484.22185000096,2.029684437000019,0 days 23:00:00,MA Cross Opp,2021,1494,40000,2021-10-21 15:00:00,2021-10-22 14:14:00,415.0,209.7,205.3,6.247000000000001,199.053,750.0,2.985795
1495,SHORT,2021-10-22 14:00:00,40268.05,40570.06037500001,2021-10-25 09:15:00,40570.06037500001,-302.0103750000053,8.083811037500002,330,-310.0941860375053,-102331.08139237676,-2.0466216278475358,2 days 19:15:00,ISL Hit,2021,1495,40300,2021-10-22 14:07:00,2021-10-25 09:15:00,393.8,572.85,-179.05,9.666500000000001,-188.71650000000002,744.4168734491315,-2.8096749379652604
1496,LONG,2021-10-25 10:00:00,40827.15,40520.94637500001,2021-10-25 15:00:00,41107.5,280.34999999999854,8.193465,300,272.15653499999854,81646.96049999956,1.632939209999991,0 days 05:00:00,MA Cross Opp,2021,1496,40800,2021-10-25 10:14:00,2021-10-25 15:14:00,373.7,207.85,165.85,5.815499999999999,160.0345,735.2941176470588,2.353448529411765
1497,SHORT,2021-10-25 15:00:00,41107.5,41415.80625,2021-10-26 14:00:00,41257.1,-149.59999999999854,8.236460000000001,300,-157.83645999999854,-47350.93799999956,-0.9470187599999912,0 days 23:00:00,MA Cross Opp,2021,1497,41100,2021-10-25 15:05:00,2021-10-26 14:14:00,419.5,427.9,-8.399999999999977,8.474,-16.873999999999977,729.92700729927,-0.24633576642335733
1498,LONG,2021-10-26 14:00:00,41257.1,40947.67175,2021-10-27 12:15:00,41146.55,-110.54999999999563,8.240365,300,-118.79036499999565,-35637.10949999869,-0.7127421899999739,0 days 22:15:00,MA Cross Opp,2021,1498,41300,2021-10-26 14:02:00,2021-10-27 12:29:00,317.05,250.6,66.45000000000002,5.6765,60.77350000000002,726.3922518159807,0.8829079903147703
1499,SHORT,2021-10-27 12:15:00,41146.55,41455.149125,2021-11-01 09:45:00,39439.15,1707.4000000000017,8.058570000000001,300,1699.3414300000015,509802.42900000047,10.19604858000001,4 days 21:30:00,MA Cross Opp,2021,1499,41100,2021-10-27 12:15:00,2021-11-01 09:59:00,318.4,0.1,318.29999999999995,3.185,315.11499999999995,729.92700729927,4.6002189781021885
