Trade Type,Entry Time,Entry Price,Initial SL,Exit Time,Exit Price,Points Captured,Slippage,Qty,Final Points,PnL,ROI%,Trade Duration,Remarks,Trade Year
LONG,2018-07-04 14:15:00,26361.5,26097.885,2018-07-06 11:15:00,26528.25,166.75,5.288975000000001,1110,161.461025,179221.73775,1.7922173775,1 days 21:00:00,MA Cross Opp,2018
SHORT,2018-07-06 11:15:00,26528.25,26793.5325,2018-07-06 13:15:00,26578.35,-50.099999999998545,5.31066,1110,-55.41065999999854,-61505.832599998386,-0.6150583259999839,0 days 02:00:00,MA Cross Opp,2018
LONG,2018-07-06 13:15:00,26578.35,26312.566499999997,2018-07-06 15:15:00,26486.85,-91.5,5.30652,1110,-96.80652,-107455.2372,-1.074552372,0 days 02:00:00,MA Cross Opp,2018
SHORT,2018-07-06 15:15:00,26486.85,26751.7185,2018-07-09 11:15:00,26659.6,-172.75,5.314645,1110,-178.064645,-197651.75595000002,-1.9765175595000004,2 days 20:00:00,MA Cross Opp,2018
LONG,2018-07-09 11:15:00,26659.6,26393.003999999997,2018-07-11 09:15:00,26886.45,226.85000000000218,5.354605,1110,221.4953950000022,245859.88845000244,2.458598884500024,1 days 22:00:00,MA Cross Opp,2018
SHORT,2018-07-11 09:15:00,26886.45,27155.3145,2018-07-11 10:15:00,26931.65,-45.20000000000073,5.381810000000001,1110,-50.58181000000073,-56145.809100000806,-0.5614580910000081,0 days 01:00:00,MA Cross Opp,2018
LONG,2018-07-11 10:15:00,26931.65,26662.3335,2018-07-11 11:15:00,26812.5,-119.15000000000146,5.374415000000001,1110,-124.52441500000145,-138222.1006500016,-1.3822210065000162,0 days 01:00:00,MA Cross Opp,2018
SHORT,2018-07-11 11:15:00,26812.5,27080.625,2018-07-12 09:15:00,27080.625,-268.125,5.3893125,1110,-273.5143125,-303600.886875,-3.03600886875,0 days 22:00:00,ISL Hit,2018
LONG,2018-07-12 10:15:00,27137.3,26865.927,2018-07-12 15:15:00,27008.3,-129.0,5.41456,1080,-134.41456,-145167.7248,-1.451677248,0 days 05:00:00,MA Cross Opp,2018
SHORT,2018-07-12 15:15:00,27008.3,27278.382999999998,2018-07-13 15:15:00,26954.2,54.099999999998545,5.39625,1110,48.70374999999854,54061.16249999838,0.5406116249999838,1 days 00:00:00,MA Cross Opp,2018
LONG,2018-07-13 15:15:00,26954.2,26684.658,2018-07-16 09:15:00,26930.25,-23.950000000000728,5.388445,1110,-29.33844500000073,-32565.673950000808,-0.3256567395000081,2 days 18:00:00,MA Cross Opp,2018
SHORT,2018-07-16 09:15:00,26930.25,27199.5525,2018-07-17 12:15:00,26814.65,115.59999999999854,5.374490000000001,1110,110.22550999999855,122350.3160999984,1.223503160999984,1 days 03:00:00,MA Cross Opp,2018
LONG,2018-07-17 12:15:00,26814.65,26546.503500000003,2018-07-18 14:15:00,26866.4,51.75,5.368105000000001,1110,46.381895,51483.90345,0.5148390345,1 days 02:00:00,MA Cross Opp,2018
SHORT,2018-07-18 14:15:00,26866.4,27135.064000000002,2018-07-20 12:15:00,26862.4,4.0,5.37288,1110,-1.3728800000000003,-1523.8968000000004,-0.015238968000000006,1 days 22:00:00,MA Cross Opp,2018
LONG,2018-07-20 12:15:00,26862.4,26593.776,2018-07-25 09:15:00,26957.6,95.19999999999709,5.382000000000001,1110,89.81799999999708,99697.97999999677,0.9969797999999676,4 days 21:00:00,MA Cross Opp,2018
SHORT,2018-07-25 09:15:00,26957.6,27227.176,2018-07-25 11:15:00,27004.45,-46.85000000000218,5.396205,1110,-52.246205000002185,-57993.287550002424,-0.5799328755000243,0 days 02:00:00,MA Cross Opp,2018
LONG,2018-07-25 11:15:00,27004.45,26734.4055,2018-07-31 12:15:00,27660.3,655.8499999999985,5.466475,1110,650.3835249999986,721925.7127499984,7.219257127499984,6 days 01:00:00,MA Cross Opp,2018
SHORT,2018-07-31 12:15:00,27660.3,27936.903,2018-08-01 09:15:00,27791.1,-130.79999999999927,5.54514,1080,-136.34513999999928,-147252.7511999992,-1.472527511999992,0 days 21:00:00,MA Cross Opp,2018
LONG,2018-08-01 09:15:00,27791.1,27513.189,2018-08-01 12:15:00,27618.9,-172.1999999999971,5.541,1050,-177.7409999999971,-186628.04999999693,-1.8662804999999691,0 days 03:00:00,MA Cross Opp,2018
SHORT,2018-08-01 12:15:00,27618.9,27895.089,2018-08-03 13:15:00,27604.15,14.75,5.522305,1080,9.227695,9965.910600000001,0.09965910600000003,2 days 01:00:00,MA Cross Opp,2018
LONG,2018-08-03 13:15:00,27604.15,27328.108500000002,2018-08-07 09:15:00,27879.55,275.3999999999978,5.54837,1080,269.85162999999784,291439.76039999764,2.9143976039999764,3 days 20:00:00,MA Cross Opp,2018
SHORT,2018-08-07 09:15:00,27879.55,28158.3455,2018-08-07 13:15:00,27953.65,-74.10000000000218,5.58332,1050,-79.68332000000218,-83667.48600000229,-0.8366748600000229,0 days 04:00:00,MA Cross Opp,2018
LONG,2018-08-07 13:15:00,27953.65,27674.1135,2018-08-07 14:15:00,27863.05,-90.60000000000218,5.58167,1050,-96.18167000000219,-100990.75350000229,-1.0099075350000228,0 days 01:00:00,MA Cross Opp,2018
SHORT,2018-08-07 14:15:00,27863.05,28141.6805,2018-08-08 09:15:00,27889.45,-26.400000000001455,5.5752500000000005,1050,-31.975250000001456,-33574.012500001525,-0.33574012500001527,0 days 19:00:00,MA Cross Opp,2018
LONG,2018-08-08 11:15:00,28086.25,27805.3875,2018-08-10 11:15:00,28208.7,122.45000000000073,5.629495,1050,116.82050500000072,122661.53025000075,1.2266153025000075,2 days 00:00:00,MA Cross Opp,2018
SHORT,2018-08-10 11:15:00,28208.7,28490.787,2018-08-14 09:15:00,27829.15,379.5499999999993,5.603785000000001,1050,373.94621499999926,392643.5257499992,3.9264352574999917,3 days 22:00:00,MA Cross Opp,2018
LONG,2018-08-14 12:15:00,27999.95,27719.9505,2018-08-16 11:15:00,27929.55,-70.40000000000146,5.59295,1050,-75.99295000000146,-79792.59750000153,-0.7979259750000153,1 days 23:00:00,MA Cross Opp,2018
SHORT,2018-08-16 11:15:00,27929.55,28208.8455,2018-08-17 13:15:00,28114.8,-185.25,5.6044350000000005,1050,-190.854435,-200397.15675,-2.0039715675,1 days 02:00:00,MA Cross Opp,2018
LONG,2018-08-17 13:15:00,28114.8,27833.652,2018-08-21 09:15:00,28243.35,128.54999999999927,5.635815,1050,122.91418499999928,129059.89424999924,1.2905989424999924,3 days 20:00:00,MA Cross Opp,2018
SHORT,2018-08-21 09:15:00,28243.35,28525.783499999998,2018-08-23 09:15:00,28273.1,-29.75,5.651645,1050,-35.401645,-37171.72725,-0.37171727250000003,2 days 00:00:00,MA Cross Opp,2018
SHORT,2018-08-23 11:15:00,28066.1,28346.761,2018-08-27 10:15:00,28196.45,-130.35000000000218,5.6262550000000005,1050,-135.9762550000022,-142775.06775000232,-1.427750677500023,3 days 23:00:00,MA Cross Opp,2018
LONG,2018-08-27 10:15:00,28196.45,27914.4855,2018-08-28 11:15:00,28182.4,-14.049999999999272,5.637885000000001,1050,-19.687884999999273,-20672.279249999236,-0.20672279249999234,1 days 01:00:00,MA Cross Opp,2018
SHORT,2018-08-28 11:15:00,28182.4,28464.224000000002,2018-08-29 09:15:00,28291.4,-109.0,5.647380000000001,1050,-114.64738,-120379.749,-1.20379749,0 days 22:00:00,MA Cross Opp,2018
LONG,2018-08-29 09:15:00,28291.4,28008.486,2018-08-30 09:15:00,28183.35,-108.05000000000291,5.647475,1050,-113.69747500000291,-119382.34875000306,-1.1938234875000306,1 days 00:00:00,MA Cross Opp,2018
SHORT,2018-08-30 09:15:00,28183.35,28465.1835,2018-09-03 09:15:00,28083.8,99.54999999999927,5.626715,1050,93.92328499999927,98619.44924999923,0.9861944924999924,4 days 00:00:00,MA Cross Opp,2018
SHORT,2018-09-03 12:15:00,28017.0,28297.170000000002,2018-09-06 14:15:00,27464.0,553.0,5.548100000000001,1050,547.4519,574824.495,5.74824495,3 days 02:00:00,MA Cross Opp,2018
LONG,2018-09-06 14:15:00,27464.0,27189.36,2018-09-06 15:15:00,27427.45,-36.54999999999927,5.489145,1080,-42.03914499999927,-45402.27659999921,-0.4540227659999921,0 days 01:00:00,MA Cross Opp,2018
SHORT,2018-09-06 15:15:00,27427.45,27701.7245,2018-09-11 09:15:00,27219.45,208.0,5.46469,1080,202.53531,218738.1348,2.187381348,4 days 18:00:00,MA Cross Opp,2018
SHORT,2018-09-11 14:15:00,27006.8,27276.868,2018-09-12 15:15:00,26875.9,130.89999999999782,5.38827,1110,125.51172999999781,139318.02029999756,1.3931802029999756,1 days 01:00:00,MA Cross Opp,2018
LONG,2018-09-12 15:15:00,26875.9,26607.141,2018-09-17 10:15:00,26801.0,-74.90000000000146,5.3676900000000005,1110,-80.26769000000145,-89097.13590000161,-0.8909713590000161,4 days 19:00:00,MA Cross Opp,2018
SHORT,2018-09-17 10:15:00,26801.0,27069.010000000002,2018-09-18 09:15:00,26827.8,-26.799999999999272,5.3628800000000005,1110,-32.16287999999928,-35700.796799999196,-0.35700796799999196,0 days 23:00:00,MA Cross Opp,2018
LONG,2018-09-18 09:15:00,26827.8,26559.522,2018-09-18 10:15:00,26717.8,-110.0,5.35456,1110,-115.35456,-128043.5616,-1.280435616,0 days 01:00:00,MA Cross Opp,2018
SHORT,2018-09-18 10:15:00,26717.8,26984.978,2018-09-25 12:15:00,25193.65,1524.1499999999978,5.191145,1110,1518.9588549999978,1686044.3290499975,16.860443290499973,7 days 02:00:00,MA Cross Opp,2018
LONG,2018-09-25 12:15:00,25193.65,24941.7135,2018-09-25 13:15:00,24941.7135,-251.9364999999998,5.013536350000001,1170,-256.9500363499998,-300631.54252949974,-3.0063154252949973,0 days 01:00:00,ISL Hit,2018
LONG,2018-09-25 14:15:00,25124.35,24873.106499999998,2018-09-26 15:15:00,25320.85,196.5,5.04452,1170,191.45548,224002.9116,2.2400291159999997,1 days 01:00:00,MA Cross Opp,2018
SHORT,2018-09-26 15:15:00,25320.85,25574.0585,2018-09-28 13:15:00,25276.65,44.19999999999709,5.05975,1170,39.14024999999709,45794.092499996594,0.45794092499996597,1 days 22:00:00,MA Cross Opp,2018
LONG,2018-09-28 13:15:00,25276.65,25023.8835,2018-09-28 13:15:00,25023.8835,-252.76650000000154,5.030053350000001,1170,-257.79655335000155,-301621.9674195018,-3.016219674195018,0 days 00:00:00,ISL Hit,2018
LONG,2018-09-28 15:15:00,25210.4,24958.296000000002,2018-10-01 09:15:00,25124.55,-85.85000000000218,5.033495,1170,-90.88349500000218,-106333.68915000255,-1.0633368915000254,2 days 18:00:00,MA Cross Opp,2018
SHORT,2018-10-01 09:15:00,25124.55,25375.7955,2018-10-01 14:15:00,25375.7955,-251.2455000000009,5.0500345499999995,1170,-256.2955345500009,-299865.7754235011,-2.998657754235011,0 days 05:00:00,ISL Hit,2018
LONG,2018-10-01 15:15:00,25394.15,25140.2085,2018-10-03 14:15:00,25140.2085,-253.94150000000081,5.0534358500000005,1170,-258.99493585000084,-303024.074944501,-3.03024074944501,1 days 23:00:00,ISL Hit,2018
SHORT,2018-10-04 09:15:00,25042.15,25292.571500000002,2018-10-05 14:15:00,24913.65,128.5,4.99558,1170,123.50442,144500.1714,1.4450017139999998,1 days 05:00:00,MA Cross Opp,2018
LONG,2018-10-05 14:15:00,24913.65,24664.5135,2018-10-05 14:15:00,24664.5135,-249.13650000000052,4.957816350000001,1200,-254.09431635000053,-304913.17962000065,-3.0491317962000064,0 days 00:00:00,ISL Hit,2018
SHORT,2018-10-05 15:15:00,24435.6,24679.956,2018-10-08 14:15:00,24494.55,-58.95000000000073,4.893014999999999,1200,-63.843015000000726,-76611.61800000088,-0.7661161800000088,2 days 23:00:00,MA Cross Opp,2018
LONG,2018-10-08 14:15:00,24494.55,24249.604499999998,2018-10-08 14:15:00,24249.604499999998,-244.94550000000163,4.87441545,1200,-249.81991545000162,-299783.89854000194,-2.9978389854000196,0 days 00:00:00,ISL Hit,2018
SHORT,2018-10-09 09:15:00,24587.4,24833.274,2018-10-09 11:15:00,24634.9,-47.5,4.922230000000001,1200,-52.42223,-62906.676,-0.62906676,0 days 02:00:00,MA Cross Opp,2018
